Date,NEW ZEALAND SMID CAP SMID (Small+Mid Cap)
2006-11-30,810.435
2006-12-29,878.954
2007-01-31,881.049
2007-02-28,872.262
2007-03-30,917.928
2007-04-30,975.738
2007-05-31,1000.0
2007-06-29,1052.123
2007-07-31,1043.738
2007-08-31,913.031
2007-09-28,1041.788
2007-10-31,1037.529
2007-11-30,999.605
2007-12-31,1000.866
2008-01-31,927.946
2008-02-29,914.728
2008-03-31,863.816
2008-04-30,885.62
2008-05-30,885.856
2008-06-30,758.498
2008-07-31,769.21
2008-08-29,739.702
2008-09-30,647.784
2008-10-31,515.767
2008-11-28,472.327
2008-12-31,500.828
2009-01-30,453.088
2009-02-27,407.479
2009-03-31,475.154
2009-04-30,504.999
2009-05-29,564.532
2009-06-30,579.008
2009-07-31,635.785
2009-08-31,676.816
2009-09-30,729.006
2009-10-30,737.223
2009-11-30,707.824
2009-12-31,743.34
2010-01-29,705.09
2010-02-26,695.959
2010-03-31,725.154
2010-04-30,755.638
2010-05-31,653.309
2010-06-30,649.45
2010-07-30,695.541
2010-08-31,675.063
2010-09-30,741.875
2010-10-29,800.501
2010-11-30,774.313
2010-12-31,824.719
2011-01-31,823.657
2011-02-28,805.646
2011-03-31,837.549
2011-04-29,906.188
2011-05-31,940.191
2011-06-30,920.986
2011-07-29,967.063
2011-08-31,926.825
2011-09-30,848.466
2011-10-31,876.101
2011-11-30,826.169
2011-12-30,840.617
2012-01-31,895.487
2012-02-29,920.13
2012-03-30,960.582
2012-04-30,967.626
2012-05-31,871.983
2012-06-29,901.331
2012-07-31,948.702
2012-08-31,967.001
2012-09-28,1051.582
2012-10-31,1071.595
2012-11-30,1088.62
2012-12-31,1097.726
2013-01-31,1179.27
2013-02-28,1174.271
2013-03-29,1205.225
2013-04-30,1279.011
2013-05-31,1154.118
2013-06-28,1108.257
2013-07-31,1161.538
2013-08-30,1128.837
2013-09-30,1285.238
2013-10-31,1322.605
2013-11-29,1264.248
2013-12-31,1262.322
2014-01-31,1278.706
2014-02-28,1357.004
2014-03-31,1452.565
2014-04-30,1472.575
2014-05-30,1434.207
2014-06-30,1461.844
2014-07-31,1422.913
2014-08-29,1421.878
2014-09-30,1343.615
2014-10-31,1380.209
2014-11-28,1400.698
2014-12-31,1440.675
2015-01-30,1383.329
2015-02-27,1473.86
2015-03-31,1449.068
2015-04-30,1463.391
2015-05-29,1382.295
2015-06-30,1279.227
2015-07-31,1302.259
2015-08-31,1191.607
2015-09-30,1187.957
2015-10-30,1350.411
2015-11-30,1333.793
2015-12-31,1434.557
2016-01-29,1323.016
2016-02-29,1369.311
2016-03-31,1572.4
2016-04-29,1600.673
2016-05-31,1601.606
2016-06-30,1657.052
2016-07-29,1798.293
2016-08-31,1816.357
2016-09-30,1812.287
2016-10-31,1677.824
2016-11-30,1647.412
2016-12-30,1612.304
2017-01-31,1741.135
2017-02-28,1743.585
2017-03-31,1695.805
2017-04-28,1717.411
2017-05-31,1787.716
2017-06-30,1895.725
2017-07-31,1950.928
2017-08-31,1902.794
2017-09-29,1948.374
2017-10-31,1891.49
2017-11-30,1903.488
2017-12-29,2026.327
2018-01-31,2125.478
2018-02-28,2065.417
2018-03-30,2052.134
2018-04-30,2035.323
2018-05-31,2075.343
2018-06-29,2084.553
2018-07-31,2085.28
2018-08-31,2132.517
2018-09-28,2128.797
2018-10-31,1963.305
2018-11-30,2083.903
2018-12-31,2038.462
2019-01-31,2149.601
2019-02-28,2197.48
2019-03-29,2331.678
2019-04-30,2317.357
2019-05-31,2275.416
2019-06-28,2434.47
2019-07-31,2482.128
2019-08-30,2360.448
2019-09-30,2377.717
2019-10-31,2392.611
2019-11-29,2545.352
2019-12-31,2688.983
2020-01-31,2654.812
2020-02-28,2466.006
2020-03-31,2077.018
2020-04-30,2324.914
2020-05-29,2395.989
2020-06-30,2565.779
2020-07-31,2705.73
2020-08-31,2774.976
2020-09-30,2710.928
2020-10-30,2752.408
2020-11-30,3127.024
2020-12-31,3306.216
2021-01-29,3283.281
2021-02-26,3084.391
2021-03-31,3002.192
2021-04-30,3034.026
2021-05-31,3008.468
2021-06-30,2966.873
2021-07-30,2929.427
2021-08-31,3065.47
2021-09-30,3035.807
2021-10-29,3124.099
2021-11-30,2814.653
2021-12-31,2878.028
2022-01-31,2508.531
2022-02-28,2641.151
2022-03-31,2712.772
2022-04-29,2478.68
2022-05-31,2383.074
2022-06-30,2208.141
2022-07-29,2349.024
2022-08-31,2346.897
2022-09-30,2069.952
2022-10-31,2180.369
2022-11-30,2389.428
2022-12-30,2433.059
2023-01-31,2600.128
2023-02-28,2480.955
2023-03-31,2524.94
2023-04-28,2522.77
2023-05-31,2404.042
2023-06-30,2471.254
2023-07-31,2541.24
2023-08-31,2324.174
2023-09-29,2295.193
2023-10-31,2133.899
2023-11-30,2384.219
2023-12-29,2530.925
2024-01-31,2470.21
2024-02-29,2410.755
2024-03-29,2417.961
2024-04-30,2398.967
2024-05-31,2478.536
2024-06-28,2441.078
2024-07-31,2463.048
2024-08-30,2613.276
2024-09-30,2638.272
2024-10-31,2516.065
2024-11-29,2592.218
2024-12-31,2472.517
2025-01-31,2457.008
2025-02-28,2303.026
2025-03-31,2270.839
2025-04-30,2316.066
2025-05-30,2404.865
2025-06-30,2485.367
