Date,NORWAY IMI GROWTH IMI (Large+Mid+Small Cap)
2010-10-29,865.393
2010-11-30,811.146
2010-12-31,978.616
2011-01-31,967.408
2011-02-28,1011.159
2011-03-31,1009.987
2011-04-29,1075.731
2011-05-31,1053.163
2011-06-30,1001.129
2011-07-29,994.068
2011-08-31,904.786
2011-09-30,704.882
2011-10-31,833.525
2011-11-30,758.248
2011-12-30,737.636
2012-01-31,794.526
2012-02-29,917.869
2012-03-30,895.585
2012-04-30,890.71
2012-05-31,740.934
2012-06-29,799.976
2012-07-31,826.079
2012-08-31,886.872
2012-09-28,908.041
2012-10-31,893.701
2012-11-30,891.434
2012-12-31,913.832
2013-01-31,967.227
2013-02-28,950.582
2013-03-29,933.099
2013-04-30,925.266
2013-05-31,958.43
2013-06-28,866.799
2013-07-31,942.485
2013-08-30,919.689
2013-09-30,956.556
2013-10-31,1021.897
2013-11-29,1039.472
2013-12-31,1058.008
2014-01-31,990.391
2014-02-28,1100.566
2014-03-31,1079.994
2014-04-30,1094.145
2014-05-30,1119.117
2014-06-30,1090.71
2014-07-31,1069.185
2014-08-29,1082.499
2014-09-30,1032.532
2014-10-31,949.579
2014-11-28,982.653
2014-12-31,944.627
2015-01-30,954.37
2015-02-27,905.199
2015-03-31,842.0
2015-04-30,895.585
2015-05-29,875.698
2015-06-30,856.97
2015-07-31,845.207
2015-08-31,778.406
2015-09-30,749.913
2015-10-30,774.644
2015-11-30,808.781
2015-12-31,786.736
2016-01-29,728.007
2016-02-29,756.286
2016-03-31,814.338
2016-04-29,855.906
2016-05-31,862.869
2016-06-30,841.306
2016-07-29,866.18
2016-08-31,860.643
2016-09-30,895.159
2016-10-31,859.584
2016-11-30,825.919
2016-12-30,851.538
2017-01-31,880.575
2017-02-28,870.432
2017-03-31,829.78
2017-04-28,840.792
2017-05-31,868.074
2017-06-30,863.522
2017-07-31,951.705
2017-08-31,981.771
2017-09-29,1012.193
2017-10-31,1031.637
2017-11-30,1004.534
2017-12-29,1060.886
2018-01-31,1080.956
2018-02-28,1058.729
2018-03-30,1013.716
2018-04-30,1040.362
2018-05-31,1026.808
2018-06-29,1019.675
2018-07-31,1024.346
2018-08-31,1005.523
2018-09-28,1064.947
2018-10-31,979.554
2018-11-30,942.633
2018-12-31,873.675
2019-01-31,921.894
2019-02-28,941.52
2019-03-29,943.199
2019-04-30,951.816
2019-05-31,951.114
2019-06-28,984.263
2019-07-31,960.237
2019-08-30,934.318
2019-09-30,950.115
2019-10-31,957.27
2019-11-29,969.818
2019-12-31,1046.007
2020-01-31,979.807
2020-02-28,881.236
2020-03-31,713.339
2020-04-30,793.868
2020-05-29,859.961
2020-06-30,875.284
2020-07-31,988.311
2020-08-31,1106.702
2020-09-30,1046.068
2020-10-30,967.633
2020-11-30,1128.955
2020-12-31,1253.428
2021-01-29,1207.27
2021-02-26,1176.214
2021-03-31,1225.712
2021-04-30,1339.537
2021-05-31,1349.179
2021-06-30,1309.815
2021-07-30,1319.734
2021-08-31,1359.028
2021-09-30,1258.32
2021-10-29,1368.771
2021-11-30,1241.442
2021-12-31,1243.237
2022-01-31,1098.008
2022-02-28,1113.811
2022-03-31,1142.634
2022-04-29,1069.2
2022-05-31,1043.322
2022-06-30,898.59
2022-07-29,980.392
2022-08-31,931.836
2022-09-30,697.326
2022-10-31,772.625
2022-11-30,849.031
2022-12-30,853.527
2023-01-31,898.571
2023-02-28,896.418
2023-03-31,888.969
2023-04-28,884.445
2023-05-31,841.079
2023-06-30,867.885
2023-07-31,918.877
2023-08-31,843.591
2023-09-29,836.538
2023-10-31,757.381
2023-11-30,828.895
2023-12-29,910.64
2024-01-31,879.309
2024-02-29,911.038
2024-03-29,955.969
2024-04-30,950.682
2024-05-31,1079.045
2024-06-28,1042.955
2024-07-31,1078.727
2024-08-30,1083.145
2024-09-30,1050.663
2024-10-31,1027.166
2024-11-29,1033.808
2024-12-31,975.523
2025-01-31,1057.224
2025-02-28,1031.531
2025-03-31,1075.033
2025-04-30,1104.165
2025-05-30,1187.396
2025-06-30,1243.687
2025-07-31,1190.421
2025-08-29,1249.025
