Date,UNITED KINGDOM SMID GROWTH SMID (Small+Mid Cap)
2001-09-07,422.592
2001-09-10,413.338
2001-09-11,402.405
2001-09-12,396.897
2001-09-13,401.685
2001-09-14,392.963
2001-09-17,386.215
2001-09-18,376.208
2001-09-19,369.422
2001-09-20,353.453
2001-09-21,337.237
2001-09-24,351.383
2001-09-25,360.033
2001-09-26,363.446
2001-09-27,361.737
2001-09-28,365.665
2001-10-01,362.009
2001-10-02,358.823
2001-10-03,366.574
2001-10-04,379.465
2001-10-05,381.305
2001-10-08,378.964
2001-10-09,379.002
2001-10-10,384.693
2001-10-11,392.18
2001-10-12,394.653
2001-10-15,393.477
2001-10-16,395.993
2001-10-17,404.568
2001-10-18,394.175
2001-10-19,386.191
2001-10-22,383.793
2001-10-23,389.129
2001-10-24,390.102
2001-10-25,392.239
2001-10-26,398.22
2001-10-29,399.805
2001-10-30,393.485
2001-10-31,394.266
2001-11-01,397.842
2001-11-02,401.277
2001-11-05,404.021
2001-11-06,407.131
2001-11-07,410.472
2001-11-08,415.953
2001-11-09,417.569
2001-11-12,411.919
2001-11-13,417.538
2001-11-14,423.787
2001-11-15,427.483
2001-11-16,427.758
2001-11-19,427.789
2001-11-20,422.171
2001-11-21,416.904
2001-11-22,418.504
2001-11-23,416.253
2001-11-26,420.707
2001-11-27,417.864
2001-11-28,414.953
2001-11-29,411.645
2001-11-30,415.262
2001-12-03,411.845
2001-12-04,413.187
2001-12-05,424.454
2001-12-06,431.677
2001-12-07,432.32
2001-12-10,426.864
2001-12-11,424.679
2001-12-12,421.45
2001-12-13,416.314
2001-12-14,415.772
2001-12-17,421.026
2001-12-18,424.031
2001-12-19,420.082
2001-12-20,417.042
2001-12-21,416.489
2001-12-24,418.269
2001-12-25,418.151
2001-12-26,420.71
2001-12-27,424.773
2001-12-28,425.04
2001-12-31,429.802
2002-01-01,429.711
2002-01-02,425.698
2002-01-03,432.517
2002-01-04,436.66
2002-01-07,435.582
2002-01-08,434.749
2002-01-09,432.467
2002-01-10,429.888
2002-01-11,432.479
2002-01-14,429.691
2002-01-15,428.78
2002-01-16,421.802
2002-01-17,422.486
2002-01-18,421.385
2002-01-21,420.559
2002-01-22,417.788
2002-01-23,414.963
2002-01-24,416.026
2002-01-25,410.397
2002-01-28,409.198
2002-01-29,405.934
2002-01-30,401.886
2002-01-31,406.15
2002-02-01,407.264
2002-02-04,404.194
2002-02-05,398.73
2002-02-06,394.1
2002-02-07,393.934
2002-02-08,397.282
2002-02-11,401.499
2002-02-12,403.837
2002-02-13,403.251
2002-02-14,402.152
2002-02-15,403.086
2002-02-18,400.272
2002-02-19,396.986
2002-02-20,392.221
2002-02-21,391.229
2002-02-22,388.395
2002-02-25,391.391
2002-02-26,395.115
2002-02-27,396.86
2002-02-28,391.099
2002-03-01,395.299
2002-03-04,403.376
2002-03-05,401.041
2002-03-06,402.279
2002-03-07,408.07
2002-03-08,406.946
2002-03-11,406.108
2002-03-12,400.142
2002-03-13,401.086
2002-03-14,403.601
2002-03-15,406.927
2002-03-18,409.13
2002-03-19,409.253
2002-03-20,409.179
2002-03-21,410.026
2002-03-22,410.443
2002-03-25,407.927
2002-03-26,406.569
2002-03-27,407.057
2002-03-28,410.765
2002-03-29,410.697
2002-04-01,415.155
2002-04-02,418.07
2002-04-03,414.698
2002-04-04,412.069
2002-04-05,413.536
2002-04-08,409.938
2002-04-09,409.767
2002-04-10,411.395
2002-04-11,408.531
2002-04-12,408.496
2002-04-15,408.32
2002-04-16,409.797
2002-04-17,413.057
2002-04-18,409.859
2002-04-19,410.853
2002-04-22,410.475
2002-04-23,408.061
2002-04-24,407.927
2002-04-25,406.484
2002-04-26,403.537
2002-04-29,401.522
2002-04-30,401.224
2002-05-01,402.769
2002-05-02,406.691
2002-05-03,406.335
2002-05-06,406.354
2002-05-07,402.223
2002-05-08,405.604
2002-05-09,404.084
2002-05-10,403.23
2002-05-13,401.576
2002-05-14,399.63
2002-05-15,402.723
2002-05-16,403.294
2002-05-17,404.965
2002-05-20,405.063
2002-05-21,403.999
2002-05-22,400.793
2002-05-23,398.114
2002-05-24,399.469
2002-05-27,399.04
2002-05-28,397.778
2002-05-29,395.041
2002-05-30,392.997
2002-05-31,394.699
2002-06-03,394.413
2002-06-04,394.886
2002-06-05,387.009
2002-06-06,387.202
2002-06-07,383.404
2002-06-10,383.891
2002-06-11,386.149
2002-06-12,381.683
2002-06-13,377.078
2002-06-14,366.31
2002-06-17,371.766
2002-06-18,371.665
2002-06-19,366.946
2002-06-20,361.481
2002-06-21,362.415
2002-06-24,358.507
2002-06-25,360.338
2002-06-26,359.217
2002-06-27,360.665
2002-06-28,364.15
2002-07-01,367.929
2002-07-02,358.026
2002-07-03,345.001
2002-07-04,348.147
2002-07-05,355.714
2002-07-08,357.059
2002-07-09,354.541
2002-07-10,346.854
2002-07-11,334.664
2002-07-12,337.172
2002-07-15,326.242
2002-07-16,326.197
2002-07-17,333.135
2002-07-18,343.383
2002-07-19,335.768
2002-07-22,325.418
2002-07-23,320.623
2002-07-24,312.392
2002-07-25,321.823
2002-07-26,316.992
2002-07-29,325.98
2002-07-30,328.48
2002-07-31,329.41
2002-08-01,318.495
2002-08-02,318.25
2002-08-05,308.526
2002-08-06,306.612
2002-08-07,307.529
2002-08-08,311.607
2002-08-09,314.735
2002-08-12,311.758
2002-08-13,313.31
2002-08-14,312.584
2002-08-15,318.935
2002-08-16,320.61
2002-08-19,328.103
2002-08-20,327.498
2002-08-21,330.289
2002-08-22,335.475
2002-08-23,335.008
2002-08-26,335.77
2002-08-27,340.432
2002-08-28,331.175
2002-08-29,329.679
2002-08-30,329.716
2002-09-02,327.46
2002-09-03,323.04
2002-09-04,321.664
2002-09-05,318.3
2002-09-06,321.815
2002-09-09,318.453
2002-09-10,325.243
2002-09-11,327.056
2002-09-12,322.727
2002-09-13,319.055
2002-09-16,316.418
2002-09-17,313.779
2002-09-18,307.271
2002-09-19,302.514
2002-09-20,304.007
2002-09-23,297.55
2002-09-24,290.683
2002-09-25,293.641
2002-09-26,300.659
2002-09-27,302.968
2002-09-30,295.854
2002-10-01,295.197
2002-10-02,294.469
2002-10-03,291.473
2002-10-04,288.253
2002-10-07,285.028
2002-10-08,282.501
2002-10-09,281.867
2002-10-10,280.123
2002-10-11,289.708
2002-10-14,286.586
2002-10-15,298.709
2002-10-16,295.925
2002-10-17,304.948
2002-10-18,303.816
2002-10-21,304.719
2002-10-22,306.516
2002-10-23,301.944
2002-10-24,307.057
2002-10-25,306.544
2002-10-28,312.227
2002-10-29,304.393
2002-10-30,308.023
2002-10-31,309.537
2002-11-01,307.621
2002-11-04,317.712
2002-11-05,317.9
2002-11-06,318.517
2002-11-07,320.807
2002-11-08,317.96
2002-11-11,314.1
2002-11-12,316.742
2002-11-13,313.963
2002-11-14,313.458
2002-11-15,314.579
2002-11-18,318.822
2002-11-19,316.816
2002-11-20,313.003
2002-11-21,320.762
2002-11-22,324.543
2002-11-25,319.551
2002-11-26,314.239
2002-11-27,313.874
2002-11-28,320.965
2002-11-29,322.59
2002-12-02,321.823
2002-12-03,316.752
2002-12-04,314.666
2002-12-05,314.662
2002-12-06,312.73
2002-12-09,308.108
2002-12-10,305.471
2002-12-11,309.486
2002-12-12,306.655
2002-12-13,304.658
2002-12-16,307.458
2002-12-17,303.233
2002-12-18,299.714
2002-12-19,299.482
2002-12-20,301.983
2002-12-23,300.187
2002-12-24,301.605
2002-12-25,301.54
2002-12-26,301.559
2002-12-27,297.141
2002-12-30,301.973
2002-12-31,304.846
2003-01-01,304.796
2003-01-02,306.02
2003-01-03,307.688
2003-01-06,309.683
2003-01-07,307.126
2003-01-08,301.154
2003-01-09,302.65
2003-01-10,305.798
2003-01-13,304.432
2003-01-14,304.951
2003-01-15,299.494
2003-01-16,299.252
2003-01-17,298.483
2003-01-20,295.466
2003-01-21,293.972
2003-01-22,290.823
2003-01-23,289.452
2003-01-24,289.655
2003-01-27,280.802
2003-01-28,281.284
2003-01-29,277.651
2003-01-30,285.237
2003-01-31,281.16
2003-02-03,288.049
2003-02-04,283.916
2003-02-05,285.234
2003-02-06,279.851
2003-02-07,279.112
2003-02-10,277.34
2003-02-11,278.403
2003-02-12,273.201
2003-02-13,271.995
2003-02-14,268.939
2003-02-17,270.783
2003-02-18,270.774
2003-02-19,269.199
2003-02-20,269.848
2003-02-21,270.294
2003-02-24,268.332
2003-02-25,259.662
2003-02-26,259.52
2003-02-27,257.284
2003-02-28,262.325
2003-03-03,266.469
2003-03-04,263.576
2003-03-05,261.548
2003-03-06,261.324
2003-03-07,258.65
2003-03-10,255.118
2003-03-11,255.026
2003-03-12,248.226
2003-03-13,254.502
2003-03-14,259.109
2003-03-17,262.748
2003-03-18,265.399
2003-03-19,266.817
2003-03-20,265.746
2003-03-21,270.354
2003-03-24,266.495
2003-03-25,266.574
2003-03-26,268.613
2003-03-27,266.777
2003-03-28,267.002
2003-03-31,263.226
2003-04-01,264.181
2003-04-02,269.178
2003-04-03,271.116
2003-04-04,270.603
2003-04-07,276.664
2003-04-08,272.412
2003-04-09,272.884
2003-04-10,274.017
2003-04-11,275.307
2003-04-14,278.331
2003-04-15,282.122
2003-04-16,284.035
2003-04-17,285.854
2003-04-18,285.76
2003-04-21,283.179
2003-04-22,286.626
2003-04-23,293.053
2003-04-24,293.428
2003-04-25,291.041
2003-04-28,292.897
2003-04-29,293.476
2003-04-30,297.044
2003-05-01,297.835
2003-05-02,299.945
2003-05-05,300.606
2003-05-06,308.085
2003-05-07,305.978
2003-05-08,303.424
2003-05-09,304.545
2003-05-12,307.568
2003-05-13,309.742
2003-05-14,311.599
2003-05-15,316.864
2003-05-16,323.928
2003-05-19,318.755
2003-05-20,319.435
2003-05-21,317.32
2003-05-22,319.077
2003-05-23,320.131
2003-05-26,320.268
2003-05-27,321.267
2003-05-28,326.274
2003-05-29,330.737
2003-05-30,329.347
2003-06-02,332.835
2003-06-03,329.004
2003-06-04,331.074
2003-06-05,337.353
2003-06-06,347.767
2003-06-09,342.3
2003-06-10,340.446
2003-06-11,346.758
2003-06-12,349.406
2003-06-13,348.603
2003-06-16,351.102
2003-06-17,357.201
2003-06-18,353.853
2003-06-19,349.554
2003-06-20,347.719
2003-06-23,343.763
2003-06-24,339.559
2003-06-25,343.224
2003-06-26,339.597
2003-06-27,338.742
2003-06-30,337.638
2003-07-01,336.847
2003-07-02,341.049
2003-07-03,343.73
2003-07-04,341.84
2003-07-07,343.298
2003-07-08,345.546
2003-07-09,344.671
2003-07-10,342.855
2003-07-11,343.459
2003-07-14,347.572
2003-07-15,343.574
2003-07-16,341.128
2003-07-17,336.213
2003-07-18,336.412
2003-07-21,337.32
2003-07-22,337.876
2003-07-23,341.394
2003-07-24,345.885
2003-07-25,347.652
2003-07-28,349.208
2003-07-29,351.227
2003-07-30,350.352
2003-07-31,350.258
2003-08-01,350.352
2003-08-04,350.343
2003-08-05,351.047
2003-08-06,348.701
2003-08-07,349.034
2003-08-08,350.792
2003-08-11,351.384
2003-08-12,352.453
2003-08-13,356.574
2003-08-14,357.141
2003-08-15,358.488
2003-08-18,359.335
2003-08-19,359.113
2003-08-20,359.218
2003-08-21,358.962
2003-08-22,357.883
2003-08-25,358.202
2003-08-26,353.224
2003-08-27,355.136
2003-08-28,356.215
2003-08-29,357.519
2003-09-01,358.509
2003-09-02,360.704
2003-09-03,368.708
2003-09-04,368.276
2003-09-05,369.957
2003-09-08,371.368
2003-09-09,368.632
2003-09-10,364.869
2003-09-11,364.505
2003-09-12,367.505
2003-09-15,369.667
2003-09-16,368.992
2003-09-17,372.838
2003-09-18,378.527
2003-09-19,381.096
2003-09-22,381.204
2003-09-23,380.244
2003-09-24,381.971
2003-09-25,377.432
2003-09-26,372.678
2003-09-29,372.095
2003-09-30,368.467
2003-10-01,373.558
2003-10-02,377.97
2003-10-03,382.853
2003-10-06,385.926
2003-10-07,385.124
2003-10-08,387.239
2003-10-09,390.108
2003-10-10,395.635
2003-10-13,397.755
2003-10-14,397.793
2003-10-15,404.064
2003-10-16,405.974
2003-10-17,403.668
2003-10-20,404.902
2003-10-21,405.526
2003-10-22,402.11
2003-10-23,397.415
2003-10-24,398.974
2003-10-27,399.888
2003-10-28,400.673
2003-10-29,404.155
2003-10-30,406.658
2003-10-31,405.966
2003-11-03,404.464
2003-11-04,404.492
2003-11-05,401.283
2003-11-06,400.492
2003-11-07,405.01
2003-11-10,403.704
2003-11-11,399.569
2003-11-12,403.596
2003-11-13,405.676
2003-11-14,405.642
2003-11-17,400.963
2003-11-18,404.15
2003-11-19,402.561
2003-11-20,401.588
2003-11-21,402.372
2003-11-24,404.407
2003-11-25,406.527
2003-11-26,409.366
2003-11-27,410.576
2003-11-28,411.591
2003-12-01,416.032
2003-12-02,417.643
2003-12-03,419.552
2003-12-04,417.574
2003-12-05,417.367
2003-12-08,417.738
2003-12-09,421.099
2003-12-10,417.82
2003-12-11,414.915
2003-12-12,416.427
2003-12-15,417.928
2003-12-16,415.093
2003-12-17,416.345
2003-12-18,419.947
2003-12-19,419.935
2003-12-22,419.853
2003-12-23,422.957
2003-12-24,425.523
2003-12-25,425.542
2003-12-26,426.009
2003-12-29,425.675
2003-12-30,429.761
2003-12-31,431.987
2004-01-01,432.026
2004-01-02,433.773
2004-01-05,438.957
2004-01-06,443.881
2004-01-07,444.699
2004-01-08,452.919
2004-01-09,458.65
2004-01-12,458.382
2004-01-13,460.9
2004-01-14,463.041
2004-01-15,462.531
2004-01-16,462.516
2004-01-19,460.28
2004-01-20,466.537
2004-01-21,470.12
2004-01-22,469.328
2004-01-23,465.434
2004-01-26,462.027
2004-01-27,465.051
2004-01-28,468.421
2004-01-29,458.977
2004-01-30,463.133
2004-02-02,464.892
2004-02-03,468.832
2004-02-04,465.235
2004-02-05,469.622
2004-02-06,474.959
2004-02-09,480.993
2004-02-10,480.775
2004-02-11,482.319
2004-02-12,491.064
2004-02-13,493.074
2004-02-16,494.67
2004-02-17,505.229
2004-02-18,507.761
2004-02-19,506.985
2004-02-20,500.828
2004-02-23,500.871
2004-02-24,501.138
2004-02-25,500.575
2004-02-26,495.03
2004-02-27,492.79
2004-03-01,500.064
2004-03-02,496.163
2004-03-03,488.5
2004-03-04,489.915
2004-03-05,497.863
2004-03-08,498.45
2004-03-09,493.273
2004-03-10,479.207
2004-03-11,468.809
2004-03-12,471.854
2004-03-15,463.961
2004-03-16,470.996
2004-03-17,473.978
2004-03-18,477.184
2004-03-19,482.546
2004-03-22,476.5
2004-03-23,476.405
2004-03-24,473.401
2004-03-25,474.653
2004-03-26,473.338
2004-03-29,480.068
2004-03-30,481.327
2004-03-31,484.07
2004-04-01,492.084
2004-04-02,490.825
2004-04-05,486.635
2004-04-06,487.969
2004-04-07,491.354
2004-04-08,491.251
2004-04-09,491.257
2004-04-12,491.258
2004-04-13,486.403
2004-04-14,473.706
2004-04-15,473.738
2004-04-16,480.797
2004-04-19,482.599
2004-04-20,482.426
2004-04-21,472.018
2004-04-22,472.636
2004-04-23,477.101
2004-04-26,483.34
2004-04-27,482.697
2004-04-28,475.144
2004-04-29,471.077
2004-04-30,465.914
2004-05-03,466.258
2004-05-04,472.89
2004-05-05,471.902
2004-05-06,467.742
2004-05-07,462.425
2004-05-10,446.36
2004-05-11,446.48
2004-05-12,447.762
2004-05-13,448.605
2004-05-14,445.431
2004-05-17,440.186
2004-05-18,446.142
2004-05-19,456.287
2004-05-20,448.854
2004-05-21,455.111
2004-05-24,457.301
2004-05-25,458.512
2004-05-26,463.741
2004-05-27,471.302
2004-05-28,471.822
2004-05-31,471.822
2004-06-01,470.384
2004-06-02,474.506
2004-06-03,473.556
2004-06-04,476.399
2004-06-07,480.211
2004-06-08,480.954
2004-06-09,479.157
2004-06-10,479.026
2004-06-11,474.423
2004-06-14,469.648
2004-06-15,471.689
2004-06-16,476.456
2004-06-17,479.015
2004-06-18,481.151
2004-06-21,480.344
2004-06-22,477.474
2004-06-23,479.309
2004-06-24,481.717
2004-06-25,483.103
2004-06-28,488.278
2004-06-29,482.594
2004-06-30,483.364
2004-07-01,480.276
2004-07-02,481.35
2004-07-05,479.729
2004-07-06,476.816
2004-07-07,480.229
2004-07-08,479.421
2004-07-09,478.472
2004-07-12,479.984
2004-07-13,479.567
2004-07-14,477.864
2004-07-15,474.161
2004-07-16,480.139
2004-07-19,477.455
2004-07-20,473.223
2004-07-21,472.364
2004-07-22,467.422
2004-07-23,463.242
2004-07-26,459.776
2004-07-27,456.335
2004-07-28,457.264
2004-07-29,461.233
2004-07-30,461.601
2004-08-02,461.9
2004-08-03,461.379
2004-08-04,456.917
2004-08-05,454.974
2004-08-06,452.761
2004-08-09,446.867
2004-08-10,450.44
2004-08-11,446.321
2004-08-12,444.114
2004-08-13,448.406
2004-08-16,451.181
2004-08-17,451.675
2004-08-18,450.647
2004-08-19,455.221
2004-08-20,452.707
2004-08-23,453.809
2004-08-24,450.189
2004-08-25,451.625
2004-08-26,453.547
2004-08-27,454.835
2004-08-30,454.709
2004-08-31,454.732
2004-09-01,455.762
2004-09-02,456.691
2004-09-03,456.778
2004-09-06,460.467
2004-09-07,460.881
2004-09-08,464.473
2004-09-09,462.663
2004-09-10,469.556
2004-09-13,471.492
2004-09-14,471.742
2004-09-15,465.856
2004-09-16,469.742
2004-09-17,473.974
2004-09-20,469.877
2004-09-21,472.707
2004-09-22,471.365
2004-09-23,468.08
2004-09-24,469.764
2004-09-27,468.453
2004-09-28,470.958
2004-09-29,469.154
2004-09-30,471.739
2004-10-01,475.709
2004-10-04,477.884
2004-10-05,476.543
2004-10-06,475.471
2004-10-07,478.439
2004-10-08,481.566
2004-10-11,480.35
2004-10-12,472.982
2004-10-13,471.853
2004-10-14,471.607
2004-10-15,474.204
2004-10-18,471.883
2004-10-19,476.584
2004-10-20,475.797
2004-10-21,483.039
2004-10-22,484.241
2004-10-25,482.937
2004-10-26,485.17
2004-10-27,488.72
2004-10-28,487.731
2004-10-29,487.108
2004-11-01,491.884
2004-11-02,495.675
2004-11-03,501.276
2004-11-04,500.372
2004-11-05,504.521
2004-11-08,504.482
2004-11-09,503.722
2004-11-10,504.671
2004-11-11,508.762
2004-11-12,515.364
2004-11-15,514.475
2004-11-16,512.682
2004-11-17,516.378
2004-11-18,515.234
2004-11-19,517.414
2004-11-22,512.465
2004-11-23,518.275
2004-11-24,521.341
2004-11-25,525.4
2004-11-26,526.542
2004-11-29,525.929
2004-11-30,528.539
2004-12-01,534.37
2004-12-02,534.217
2004-12-03,539.053
2004-12-06,537.924
2004-12-07,539.287
2004-12-08,532.547
2004-12-09,528.005
2004-12-10,529.549
2004-12-13,536.118
2004-12-14,536.935
2004-12-15,542.611
2004-12-16,542.396
2004-12-17,540.799
2004-12-20,546.143
2004-12-21,542.065
2004-12-22,541.347
2004-12-23,545.369
2004-12-24,547.522
2004-12-27,549.655
2004-12-28,548.304
2004-12-29,546.701
2004-12-30,549.66
2004-12-31,550.002
2005-01-03,545.219
2005-01-04,541.633
2005-01-05,536.346
2005-01-06,533.278
2005-01-07,535.015
2005-01-10,536.935
2005-01-11,536.86
2005-01-12,540.028
2005-01-13,540.053
2005-01-14,539.183
2005-01-17,541.276
2005-01-18,542.714
2005-01-19,547.234
2005-01-20,544.976
2005-01-21,544.882
2005-01-24,545.76
2005-01-25,543.824
2005-01-26,549.488
2005-01-27,550.7
2005-01-28,550.443
2005-01-31,553.754
2005-02-01,557.502
2005-02-02,561.588
2005-02-03,561.054
2005-02-04,565.067
2005-02-07,562.485
2005-02-08,562.189
2005-02-09,562.266
2005-02-10,565.802
2005-02-11,567.267
2005-02-14,574.067
2005-02-15,574.149
2005-02-16,568.146
2005-02-17,572.082
2005-02-18,572.59
2005-02-21,570.915
2005-02-22,569.984
2005-02-23,567.585
2005-02-24,568.194
2005-02-25,575.729
2005-02-28,578.086
2005-03-01,578.892
2005-03-02,573.585
2005-03-03,573.472
2005-03-04,581.71
2005-03-07,577.249
2005-03-08,580.589
2005-03-09,577.746
2005-03-10,576.344
2005-03-11,579.731
2005-03-14,573.38
2005-03-15,577.139
2005-03-16,576.782
2005-03-17,574.679
2005-03-18,573.48
2005-03-21,566.894
2005-03-22,566.909
2005-03-23,553.078
2005-03-24,554.406
2005-03-25,554.406
2005-03-28,553.146
2005-03-29,552.562
2005-03-30,553.973
2005-03-31,558.224
2005-04-01,561.134
2005-04-04,553.205
2005-04-05,559.67
2005-04-06,563.167
2005-04-07,565.445
2005-04-08,567.198
2005-04-11,571.159
2005-04-12,567.362
2005-04-13,572.711
2005-04-14,565.636
2005-04-15,561.409
2005-04-18,555.114
2005-04-19,562.594
2005-04-20,562.048
2005-04-21,561.047
2005-04-22,565.595
2005-04-25,563.692
2005-04-26,558.217
2005-04-27,549.196
2005-04-28,544.084
2005-04-29,543.952
2005-05-02,539.154
2005-05-03,543.848
2005-05-04,545.844
2005-05-05,547.838
2005-05-06,544.653
2005-05-09,541.126
2005-05-10,538.069
2005-05-11,534.79
2005-05-12,536.244
2005-05-13,533.615
2005-05-16,528.294
2005-05-17,531.628
2005-05-18,534.1
2005-05-19,538.731
2005-05-20,535.576
2005-05-23,539.397
2005-05-24,539.509
2005-05-25,540.367
2005-05-26,544.905
2005-05-27,544.181
2005-05-30,544.314
2005-05-31,544.017
2005-06-01,546.813
2005-06-02,548.567
2005-06-03,550.674
2005-06-06,550.079
2005-06-07,558.253
2005-06-08,559.373
2005-06-09,553.513
2005-06-10,554.731
2005-06-13,553.944
2005-06-14,553.801
2005-06-15,555.886
2005-06-16,561.166
2005-06-17,565.962
2005-06-20,563.819
2005-06-21,563.561
2005-06-22,564.491
2005-06-23,564.79
2005-06-24,560.895
2005-06-27,557.586
2005-06-28,558.293
2005-06-29,556.967
2005-06-30,554.734
2005-07-01,554.166
2005-07-04,549.613
2005-07-05,546.12
2005-07-06,553.169
2005-07-07,539.625
2005-07-08,546.899
2005-07-11,556.238
2005-07-12,560.338
2005-07-13,556.198
2005-07-14,556.658
2005-07-15,552.681
2005-07-18,549.234
2005-07-19,542.525
2005-07-20,542.493
2005-07-21,552.452
2005-07-22,554.398
2005-07-25,556.343
2005-07-26,553.74
2005-07-27,557.36
2005-07-28,563.604
2005-07-29,568.299
2005-08-01,572.02
2005-08-02,574.418
2005-08-03,579.159
2005-08-04,579.856
2005-08-05,578.448
2005-08-08,583.333
2005-08-09,584.023
2005-08-10,590.328
2005-08-11,590.996
2005-08-12,593.37
2005-08-15,592.182
2005-08-16,591.215
2005-08-17,588.754
2005-08-18,583.356
2005-08-19,585.543
2005-08-22,590.833
2005-08-23,590.02
2005-08-24,589.739
2005-08-25,589.058
2005-08-26,591.285
2005-08-29,589.372
2005-08-30,584.042
2005-08-31,591.851
2005-09-01,607.437
2005-09-02,611.723
2005-09-05,611.996
2005-09-06,609.853
2005-09-07,613.21
2005-09-08,612.911
2005-09-09,615.171
2005-09-12,612.307
2005-09-13,605.325
2005-09-14,608.787
2005-09-15,601.886
2005-09-16,604.637
2005-09-19,606.289
2005-09-20,606.672
2005-09-21,603.388
2005-09-22,593.462
2005-09-23,591.879
2005-09-26,593.759
2005-09-27,589.212
2005-09-28,592.846
2005-09-29,591.62
2005-09-30,594.944
2005-10-03,592.584
2005-10-04,595.499
2005-10-05,588.658
2005-10-06,585.565
2005-10-07,578.54
2005-10-10,577.402
2005-10-11,576.185
2005-10-12,573.029
2005-10-13,562.285
2005-10-14,571.387
2005-10-17,567.359
2005-10-18,562.536
2005-10-19,553.962
2005-10-20,561.884
2005-10-21,561.445
2005-10-24,567.905
2005-10-25,571.705
2005-10-26,573.52
2005-10-27,568.447
2005-10-28,566.254
2005-10-31,574.925
2005-11-01,576.288
2005-11-02,586.433
2005-11-03,594.774
2005-11-04,585.05
2005-11-07,585.946
