Date,GERMANY SMALL CAP Small Cap
2003-05-27,68.927
2003-05-28,69.171
2003-05-29,69.483
2003-05-30,69.235
2003-06-02,69.46
2003-06-03,69.419
2003-06-04,69.624
2003-06-05,70.905
2003-06-06,70.614
2003-06-09,70.541
2003-06-10,70.131
2003-06-11,71.046
2003-06-12,71.402
2003-06-13,71.678
2003-06-16,73.073
2003-06-17,72.941
2003-06-18,72.785
2003-06-19,72.195
2003-06-20,72.157
2003-06-23,70.801
2003-06-24,70.522
2003-06-25,70.54
2003-06-26,69.997
2003-06-27,69.993
2003-06-30,70.814
2003-07-01,70.623
2003-07-02,71.466
2003-07-03,71.534
2003-07-04,71.493
2003-07-07,71.786
2003-07-08,72.055
2003-07-09,71.937
2003-07-10,71.731
2003-07-11,71.821
2003-07-14,73.161
2003-07-15,73.503
2003-07-16,73.808
2003-07-17,73.089
2003-07-18,74.26
2003-07-21,74.343
2003-07-22,74.177
2003-07-23,74.467
2003-07-24,75.934
2003-07-25,75.934
2003-07-28,76.141
2003-07-29,76.16
2003-07-30,75.613
2003-07-31,75.746
2003-08-01,75.775
2003-08-04,75.079
2003-08-05,74.826
2003-08-06,74.532
2003-08-07,74.724
2003-08-08,75.288
2003-08-11,74.832
2003-08-12,75.588
2003-08-13,76.269
2003-08-14,76.007
2003-08-15,75.978
2003-08-18,75.998
2003-08-19,75.648
2003-08-20,75.562
2003-08-21,75.882
2003-08-22,75.696
2003-08-25,75.335
2003-08-26,74.429
2003-08-27,74.784
2003-08-28,75.344
2003-08-29,76.63
2003-09-01,77.806
2003-09-02,77.059
2003-09-03,77.996
2003-09-04,78.75
2003-09-05,79.345
2003-09-08,80.198
2003-09-09,80.364
2003-09-10,79.512
2003-09-11,79.795
2003-09-12,80.729
2003-09-15,81.431
2003-09-16,81.267
2003-09-17,81.988
2003-09-18,82.017
2003-09-19,83.159
2003-09-22,82.096
2003-09-23,81.443
2003-09-24,80.709
2003-09-25,80.681
2003-09-26,79.849
2003-09-29,81.111
2003-09-30,81.336
2003-10-01,82.515
2003-10-02,82.449
2003-10-03,83.222
2003-10-06,83.599
2003-10-07,83.506
2003-10-08,84.615
2003-10-09,85.696
2003-10-10,86.322
2003-10-13,86.708
2003-10-14,86.478
2003-10-15,87.145
2003-10-16,87.453
2003-10-17,86.507
2003-10-20,86.747
2003-10-21,87.266
2003-10-22,87.694
2003-10-23,87.126
2003-10-24,87.343
2003-10-27,87.342
2003-10-28,87.445
2003-10-29,89.0
2003-10-30,89.738
2003-10-31,90.163
2003-11-03,90.265
2003-11-04,88.869
2003-11-05,87.725
2003-11-06,87.346
2003-11-07,88.253
2003-11-10,88.219
2003-11-11,87.472
2003-11-12,88.966
2003-11-13,89.042
2003-11-14,89.751
2003-11-17,88.031
2003-11-18,88.778
2003-11-19,88.38
2003-11-20,87.998
2003-11-21,88.481
2003-11-24,88.874
2003-11-25,90.717
2003-11-26,91.243
2003-11-27,91.582
2003-11-28,92.661
2003-12-01,93.034
2003-12-02,93.906
2003-12-03,94.615
2003-12-04,94.511
2003-12-05,94.6
2003-12-08,94.577
2003-12-09,94.397
2003-12-10,94.162
2003-12-11,93.203
2003-12-12,94.535
2003-12-15,94.55
2003-12-16,94.373
2003-12-17,94.938
2003-12-18,95.219
2003-12-19,94.782
2003-12-22,95.243
2003-12-23,95.806
2003-12-24,96.076
2003-12-25,96.076
2003-12-26,96.037
2003-12-29,96.798
2003-12-30,97.409
2003-12-31,98.054
2004-01-01,98.054
2004-01-02,99.363
2004-01-05,100.672
2004-01-06,101.772
2004-01-07,101.166
2004-01-08,103.036
2004-01-09,104.542
2004-01-12,103.798
2004-01-13,103.799
2004-01-14,103.475
2004-01-15,103.615
2004-01-16,103.528
2004-01-19,105.069
2004-01-20,106.027
2004-01-21,106.093
2004-01-22,108.109
2004-01-23,107.843
2004-01-26,105.966
2004-01-27,106.997
2004-01-28,107.087
2004-01-29,104.245
2004-01-30,105.201
2004-02-02,106.336
2004-02-03,107.268
2004-02-04,106.58
2004-02-05,106.712
2004-02-06,108.469
2004-02-09,109.6
2004-02-10,110.162
2004-02-11,110.415
2004-02-12,112.529
2004-02-13,112.214
2004-02-16,112.745
2004-02-17,113.896
2004-02-18,113.609
2004-02-19,112.305
2004-02-20,111.382
2004-02-23,111.209
2004-02-24,110.516
2004-02-25,108.969
2004-02-26,107.778
2004-02-27,109.218
2004-03-01,110.699
2004-03-02,109.375
2004-03-03,106.973
2004-03-04,108.454
2004-03-05,111.045
2004-03-08,110.692
2004-03-09,110.065
2004-03-10,106.546
2004-03-11,103.694
2004-03-12,104.14
2004-03-15,102.174
2004-03-16,102.213
2004-03-17,102.656
2004-03-18,102.931
2004-03-19,101.642
2004-03-22,99.615
2004-03-23,99.802
2004-03-24,99.434
2004-03-25,101.523
2004-03-26,101.176
2004-03-29,103.563
2004-03-30,103.329
2004-03-31,104.487
2004-04-01,106.345
2004-04-02,105.608
2004-04-05,104.908
2004-04-06,104.935
2004-04-07,106.824
2004-04-08,106.395
2004-04-09,106.395
2004-04-12,106.096
2004-04-13,105.236
2004-04-14,104.536
2004-04-15,104.289
2004-04-16,105.073
2004-04-19,105.813
2004-04-20,106.296
2004-04-21,105.106
2004-04-22,105.661
2004-04-23,105.983
2004-04-26,106.007
2004-04-27,106.69
2004-04-28,104.408
2004-04-29,103.546
2004-04-30,103.776
2004-05-03,104.374
2004-05-04,105.247
2004-05-05,105.822
2004-05-06,103.346
2004-05-07,101.128
2004-05-10,96.306
2004-05-11,96.75
2004-05-12,96.803
2004-05-13,97.574
2004-05-14,97.363
2004-05-17,95.45
2004-05-18,96.628
2004-05-19,99.756
2004-05-20,98.096
2004-05-21,99.11
2004-05-24,99.465
2004-05-25,99.731
2004-05-26,100.189
2004-05-27,102.198
2004-05-28,101.924
2004-05-31,102.512
2004-06-01,102.402
2004-06-02,102.982
2004-06-03,102.923
2004-06-04,104.047
2004-06-07,106.117
2004-06-08,105.636
2004-06-09,103.691
2004-06-10,103.961
2004-06-11,103.297
2004-06-14,103.294
2004-06-15,102.859
2004-06-16,102.452
2004-06-17,102.84
2004-06-18,103.283
2004-06-21,103.084
2004-06-22,102.867
2004-06-23,103.21
2004-06-24,105.044
2004-06-25,104.838
2004-06-28,105.913
2004-06-29,105.581
2004-06-30,106.203
2004-07-01,106.122
2004-07-02,106.514
2004-07-05,106.02
2004-07-06,105.122
2004-07-07,105.425
2004-07-08,105.245
2004-07-09,105.349
2004-07-12,104.788
2004-07-13,103.802
2004-07-14,103.638
2004-07-15,102.745
2004-07-16,104.222
2004-07-19,103.226
2004-07-20,102.673
2004-07-21,102.567
2004-07-22,101.626
2004-07-23,100.693
2004-07-26,99.818
2004-07-27,99.538
2004-07-28,99.668
2004-07-29,101.254
2004-07-30,101.198
2004-08-02,100.563
2004-08-03,100.963
2004-08-04,99.23
2004-08-05,99.786
2004-08-06,98.97
2004-08-09,96.962
2004-08-10,98.296
2004-08-11,96.395
2004-08-12,96.469
2004-08-13,98.017
2004-08-16,99.539
2004-08-17,99.974
2004-08-18,100.245
2004-08-19,101.121
2004-08-20,100.643
2004-08-23,99.883
2004-08-24,99.402
2004-08-25,98.489
2004-08-26,98.738
2004-08-27,98.816
2004-08-30,98.62
2004-08-31,98.17
2004-09-01,98.383
2004-09-02,98.987
2004-09-03,98.529
2004-09-06,99.037
2004-09-07,99.794
2004-09-08,99.865
2004-09-09,99.835
2004-09-10,101.663
2004-09-13,102.388
2004-09-14,102.581
2004-09-15,101.07
2004-09-16,101.08
2004-09-17,102.348
2004-09-20,101.835
2004-09-21,103.013
2004-09-22,102.367
2004-09-23,102.248
2004-09-24,101.788
2004-09-27,101.381
2004-09-28,101.975
2004-09-29,102.826
2004-09-30,103.815
2004-10-01,105.111
2004-10-04,104.944
2004-10-05,105.6
2004-10-06,105.528
2004-10-07,105.867
2004-10-08,107.026
2004-10-11,107.2
2004-10-12,105.406
2004-10-13,105.304
2004-10-14,105.923
2004-10-15,106.054
2004-10-18,106.489
2004-10-19,107.046
2004-10-20,107.042
2004-10-21,107.827
2004-10-22,107.932
2004-10-25,107.818
2004-10-26,107.449
2004-10-27,108.509
2004-10-28,108.344
2004-10-29,107.86
2004-11-01,109.142
2004-11-02,108.826
2004-11-03,109.676
2004-11-04,110.385
2004-11-05,111.358
2004-11-08,112.024
2004-11-09,111.497
2004-11-10,111.741
2004-11-11,112.66
2004-11-12,112.648
2004-11-15,113.533
2004-11-16,113.131
2004-11-17,114.459
2004-11-18,114.897
2004-11-19,115.914
2004-11-22,115.13
2004-11-23,116.502
2004-11-24,116.792
2004-11-25,117.555
2004-11-26,117.697
2004-11-29,118.513
2004-11-30,118.852
2004-12-01,119.532
2004-12-02,119.821
2004-12-03,121.382
2004-12-06,121.346
2004-12-07,122.129
2004-12-08,120.167
2004-12-09,118.721
2004-12-10,119.213
2004-12-13,120.768
2004-12-14,120.982
2004-12-15,122.668
2004-12-16,121.752
2004-12-17,121.245
2004-12-20,123.156
2004-12-21,122.686
2004-12-22,123.591
2004-12-23,124.962
2004-12-24,125.286
2004-12-27,125.948
2004-12-28,126.282
2004-12-29,125.671
2004-12-30,126.872
2004-12-31,126.523
2005-01-03,126.221
2005-01-04,125.49
2005-01-05,124.172
2005-01-06,123.029
2005-01-07,123.571
2005-01-10,124.112
2005-01-11,124.162
2005-01-12,124.868
2005-01-13,124.599
2005-01-14,124.165
2005-01-17,125.693
2005-01-18,125.141
2005-01-19,126.303
2005-01-20,124.619
2005-01-21,125.554
2005-01-24,125.88
2005-01-25,126.416
2005-01-26,127.978
2005-01-27,127.13
2005-01-28,127.051
2005-01-31,128.744
2005-02-01,129.135
2005-02-02,130.07
2005-02-03,129.594
2005-02-04,130.438
2005-02-07,129.55
2005-02-08,129.018
2005-02-09,128.878
2005-02-10,129.605
2005-02-11,131.176
2005-02-14,132.085
2005-02-15,132.835
2005-02-16,132.338
2005-02-17,133.632
2005-02-18,133.484
2005-02-21,134.18
2005-02-22,134.722
2005-02-23,133.418
2005-02-24,134.156
2005-02-25,134.851
2005-02-28,136.642
2005-03-01,135.807
2005-03-02,134.607
2005-03-03,134.397
2005-03-04,136.252
2005-03-07,136.793
2005-03-08,137.683
2005-03-09,137.81
2005-03-10,137.572
2005-03-11,138.114
2005-03-14,136.978
2005-03-15,136.426
2005-03-16,136.184
2005-03-17,136.206
2005-03-18,135.262
2005-03-21,133.716
2005-03-22,133.896
2005-03-23,130.166
2005-03-24,129.946
2005-03-25,129.946
2005-03-28,129.034
2005-03-29,129.289
2005-03-30,129.973
2005-03-31,131.352
2005-04-01,131.876
2005-04-04,129.432
2005-04-05,130.096
2005-04-06,130.636
2005-04-07,131.691
2005-04-08,131.734
2005-04-11,132.934
2005-04-12,131.923
2005-04-13,133.179
2005-04-14,131.342
2005-04-15,129.513
2005-04-18,126.675
2005-04-19,128.039
2005-04-20,128.615
2005-04-21,128.252
2005-04-22,127.387
2005-04-25,126.447
2005-04-26,125.769
2005-04-27,123.849
2005-04-28,122.61
2005-04-29,122.245
2005-05-02,122.765
2005-05-03,124.92
2005-05-04,125.35
2005-05-05,125.787
2005-05-06,125.264
2005-05-09,125.078
2005-05-10,125.288
2005-05-11,125.182
2005-05-12,124.775
2005-05-13,123.694
2005-05-16,123.672
2005-05-17,123.284
2005-05-18,124.192
2005-05-19,125.123
2005-05-20,124.748
2005-05-23,126.128
2005-05-24,126.644
2005-05-25,126.666
2005-05-26,126.872
2005-05-27,127.415
2005-05-30,127.706
2005-05-31,125.825
2005-06-01,125.951
2005-06-02,126.654
2005-06-03,126.871
2005-06-06,126.981
2005-06-07,127.506
2005-06-08,128.203
2005-06-09,127.113
2005-06-10,127.193
2005-06-13,127.509
2005-06-14,127.958
2005-06-15,128.297
2005-06-16,128.616
2005-06-17,130.666
2005-06-20,129.472
2005-06-21,129.708
2005-06-22,129.65
2005-06-23,129.1
2005-06-24,129.584
2005-06-27,129.354
2005-06-28,130.003
2005-06-29,130.459
2005-06-30,131.419
2005-07-01,129.957
2005-07-04,129.844
2005-07-05,130.102
2005-07-06,130.584
2005-07-07,130.302
2005-07-08,132.034
2005-07-11,135.37
2005-07-12,136.857
2005-07-13,136.462
2005-07-14,136.984
2005-07-15,136.866
2005-07-18,136.677
2005-07-19,135.77
2005-07-20,136.088
2005-07-21,137.581
2005-07-22,138.092
2005-07-25,137.517
2005-07-26,137.421
2005-07-27,138.947
2005-07-28,140.056
2005-07-29,140.385
2005-08-01,141.553
2005-08-02,142.732
2005-08-03,143.886
2005-08-04,143.808
2005-08-05,142.691
2005-08-08,144.149
2005-08-09,144.455
2005-08-10,145.526
2005-08-11,144.769
2005-08-12,143.819
2005-08-15,142.768
2005-08-16,142.347
2005-08-17,140.825
2005-08-18,138.975
2005-08-19,139.846
2005-08-22,141.237
2005-08-23,140.783
2005-08-24,141.212
2005-08-25,140.264
2005-08-26,141.044
2005-08-29,139.849
2005-08-30,139.791
2005-08-31,142.359
2005-09-01,145.054
2005-09-02,145.717
2005-09-05,145.914
2005-09-06,146.385
2005-09-07,147.421
2005-09-08,146.665
2005-09-09,147.433
2005-09-12,145.781
2005-09-13,144.48
2005-09-14,144.734
2005-09-15,144.166
2005-09-16,144.914
2005-09-19,144.156
2005-09-20,145.403
2005-09-21,145.534
2005-09-22,143.322
2005-09-23,143.095
2005-09-26,143.673
2005-09-27,143.204
2005-09-28,144.512
2005-09-29,144.548
2005-09-30,146.485
2005-10-03,145.485
2005-10-04,146.923
2005-10-05,145.145
2005-10-06,144.313
2005-10-07,144.214
2005-10-10,143.878
2005-10-11,143.88
2005-10-12,142.6
2005-10-13,138.066
2005-10-14,139.271
2005-10-17,139.045
2005-10-18,137.952
2005-10-19,134.597
2005-10-20,134.959
2005-10-21,133.22
2005-10-24,135.549
2005-10-25,136.403
2005-10-26,136.379
2005-10-27,133.691
2005-10-28,133.076
2005-10-31,134.25
2005-11-01,135.52
2005-11-02,136.351
2005-11-03,136.969
2005-11-04,133.931
2005-11-07,134.853
2005-11-08,134.926
2005-11-09,134.693
