Date,SINGAPORE SMID GROWTH SMID (Small+Mid Cap)
2001-06-01,330.115
2001-06-04,332.964
2001-06-05,332.238
2001-06-06,334.337
2001-06-07,334.409
2001-06-08,339.131
2001-06-11,334.99
2001-06-12,331.651
2001-06-13,335.101
2001-06-14,331.431
2001-06-15,333.528
2001-06-18,334.652
2001-06-19,335.715
2001-06-20,330.056
2001-06-21,332.081
2001-06-22,338.411
2001-06-25,339.001
2001-06-26,338.953
2001-06-27,337.689
2001-06-28,331.957
2001-06-29,340.047
2001-07-02,335.939
2001-07-03,333.861
2001-07-04,330.122
2001-07-05,329.595
2001-07-06,324.31
2001-07-09,326.235
2001-07-10,328.834
2001-07-11,322.523
2001-07-12,327.822
2001-07-13,325.363
2001-07-16,324.224
2001-07-17,321.734
2001-07-18,318.13
2001-07-19,320.655
2001-07-20,320.411
2001-07-23,317.407
2001-07-24,320.881
2001-07-25,319.851
2001-07-26,321.414
2001-07-27,327.033
2001-07-30,327.886
2001-07-31,329.786
2001-08-01,336.075
2001-08-02,344.472
2001-08-03,340.341
2001-08-06,338.975
2001-08-07,336.457
2001-08-08,334.592
2001-08-09,334.609
2001-08-10,336.768
2001-08-13,332.74
2001-08-14,339.552
2001-08-15,339.516
2001-08-16,335.657
2001-08-17,334.172
2001-08-20,326.7
2001-08-21,335.499
2001-08-22,338.836
2001-08-23,338.109
2001-08-24,338.452
2001-08-27,340.439
2001-08-28,337.511
2001-08-29,336.806
2001-08-30,324.523
2001-08-31,323.464
2001-09-03,321.833
2001-09-04,324.351
2001-09-05,321.473
2001-09-06,317.751
2001-09-07,311.302
2001-09-10,307.269
2001-09-11,309.68
2001-09-12,291.472
2001-09-13,285.836
2001-09-14,276.768
2001-09-17,260.793
2001-09-18,261.047
2001-09-19,270.229
2001-09-20,263.739
2001-09-21,250.658
2001-09-24,252.744
2001-09-25,252.464
2001-09-26,267.278
2001-09-27,273.493
2001-09-28,278.151
2001-10-01,275.514
2001-10-02,273.694
2001-10-03,270.325
2001-10-04,281.194
2001-10-05,280.888
2001-10-08,270.385
2001-10-09,278.62
2001-10-10,274.411
2001-10-11,280.871
2001-10-12,284.784
2001-10-15,283.234
2001-10-16,284.145
2001-10-17,292.448
2001-10-18,285.957
2001-10-19,282.972
2001-10-22,280.557
2001-10-23,285.586
2001-10-24,289.847
2001-10-25,293.141
2001-10-26,291.811
2001-10-29,288.078
2001-10-30,286.047
2001-10-31,285.216
2001-11-01,275.083
2001-11-02,273.367
2001-11-05,276.45
2001-11-06,278.04
2001-11-07,277.316
2001-11-08,282.493
2001-11-09,286.012
2001-11-12,287.135
2001-11-13,287.676
2001-11-14,287.655
2001-11-15,300.899
2001-11-16,299.023
2001-11-19,305.737
2001-11-20,304.83
2001-11-21,304.249
2001-11-22,301.115
2001-11-23,304.498
2001-11-26,307.052
2001-11-27,307.515
2001-11-28,306.118
2001-11-29,304.997
2001-11-30,305.321
2001-12-03,303.13
2001-12-04,314.596
2001-12-05,323.674
2001-12-06,324.388
2001-12-07,323.948
2001-12-10,325.141
2001-12-11,326.011
2001-12-12,331.024
2001-12-13,325.825
2001-12-14,326.661
2001-12-17,326.35
2001-12-18,329.247
2001-12-19,332.685
2001-12-20,328.375
2001-12-21,320.995
2001-12-24,322.676
2001-12-25,322.696
2001-12-26,321.504
2001-12-27,324.647
2001-12-28,327.048
2001-12-31,327.901
2002-01-01,327.901
2002-01-02,330.408
2002-01-03,338.119
2002-01-04,347.945
2002-01-07,348.997
2002-01-08,348.461
2002-01-09,344.452
2002-01-10,353.385
2002-01-11,352.118
2002-01-14,352.969
2002-01-15,349.702
2002-01-16,345.148
2002-01-17,346.607
2002-01-18,346.618
2002-01-21,347.497
2002-01-22,342.476
2002-01-23,343.633
2002-01-24,343.542
2002-01-25,354.034
2002-01-28,359.979
2002-01-29,360.241
2002-01-30,358.379
2002-01-31,363.799
2002-02-01,359.404
2002-02-04,355.702
2002-02-05,353.619
2002-02-06,359.048
2002-02-07,352.791
2002-02-08,353.308
2002-02-11,356.953
2002-02-12,357.211
2002-02-13,357.303
2002-02-14,369.198
2002-02-15,366.707
2002-02-18,363.827
2002-02-19,363.236
2002-02-20,364.652
2002-02-21,362.121
2002-02-22,353.961
2002-02-25,349.095
2002-02-26,350.164
2002-02-27,354.063
2002-02-28,357.772
2002-03-01,360.591
2002-03-04,379.64
2002-03-05,378.277
2002-03-06,382.945
2002-03-07,385.299
2002-03-08,382.556
2002-03-11,382.292
2002-03-12,376.241
2002-03-13,379.165
2002-03-14,379.274
2002-03-15,379.125
2002-03-18,382.409
2002-03-19,384.386
2002-03-20,383.976
2002-03-21,380.49
2002-03-22,379.533
2002-03-25,374.708
2002-03-26,372.833
2002-03-27,372.437
2002-03-28,371.708
2002-03-29,371.708
2002-04-01,368.523
2002-04-02,368.594
2002-04-03,366.164
2002-04-04,363.944
2002-04-05,366.548
2002-04-08,361.589
2002-04-09,360.961
2002-04-10,356.072
2002-04-11,363.084
2002-04-12,362.349
2002-04-15,363.571
2002-04-16,367.737
2002-04-17,367.267
2002-04-18,365.956
2002-04-19,361.914
2002-04-22,364.724
2002-04-23,367.069
2002-04-24,364.782
2002-04-25,361.313
2002-04-26,365.332
2002-04-29,361.568
2002-04-30,362.459
2002-05-01,362.835
2002-05-02,365.439
2002-05-03,367.224
2002-05-06,362.436
2002-05-07,360.467
2002-05-08,363.915
2002-05-09,362.989
2002-05-10,363.736
2002-05-13,364.15
2002-05-14,362.084
2002-05-15,363.747
2002-05-16,360.009
2002-05-17,361.593
2002-05-20,361.944
2002-05-21,360.284
2002-05-22,358.988
2002-05-23,355.784
2002-05-24,354.762
2002-05-27,355.015
2002-05-28,352.85
2002-05-29,349.644
2002-05-30,352.592
2002-05-31,350.367
2002-06-03,349.812
2002-06-04,346.749
2002-06-05,347.628
2002-06-06,347.931
2002-06-07,345.28
2002-06-10,344.473
2002-06-11,344.137
2002-06-12,341.258
2002-06-13,340.782
2002-06-14,335.131
2002-06-17,332.888
2002-06-18,333.221
2002-06-19,329.098
2002-06-20,331.177
2002-06-21,328.045
2002-06-24,328.361
2002-06-25,335.944
2002-06-26,326.061
2002-06-27,326.361
2002-06-28,333.228
2002-07-01,332.419
2002-07-02,332.167
2002-07-03,335.621
2002-07-04,338.394
2002-07-05,349.389
2002-07-08,346.2
2002-07-09,353.827
2002-07-10,351.369
2002-07-11,345.479
2002-07-12,348.38
2002-07-15,345.893
2002-07-16,341.958
2002-07-17,343.672
2002-07-18,340.733
2002-07-19,337.762
2002-07-22,327.096
2002-07-23,331.665
2002-07-24,318.48
2002-07-25,318.622
2002-07-26,309.094
2002-07-29,309.766
2002-07-30,312.413
2002-07-31,310.022
2002-08-01,310.503
2002-08-02,311.167
2002-08-05,303.358
2002-08-06,299.678
2002-08-07,306.455
2002-08-08,302.978
2002-08-09,303.489
2002-08-12,299.864
2002-08-13,305.737
2002-08-14,310.961
2002-08-15,308.673
2002-08-16,307.652
2002-08-19,305.99
2002-08-20,311.933
2002-08-21,314.182
2002-08-22,312.096
2002-08-23,312.727
2002-08-26,309.266
2002-08-27,310.681
2002-08-28,307.994
2002-08-29,310.964
2002-08-30,303.001
2002-09-02,291.806
2002-09-03,289.349
2002-09-04,292.788
2002-09-05,290.327
2002-09-06,288.187
2002-09-09,284.695
2002-09-10,287.154
2002-09-11,286.303
2002-09-12,283.74
2002-09-13,280.148
2002-09-16,279.149
2002-09-17,283.909
2002-09-18,279.422
2002-09-19,282.452
2002-09-20,275.961
2002-09-23,271.632
2002-09-24,265.638
2002-09-25,263.666
2002-09-26,263.577
2002-09-27,266.369
2002-09-30,263.817
2002-10-01,262.412
2002-10-02,265.227
2002-10-03,268.334
2002-10-04,270.789
2002-10-07,268.478
2002-10-08,269.285
2002-10-09,266.343
2002-10-10,260.909
2002-10-11,263.267
2002-10-14,260.681
2002-10-15,267.886
2002-10-16,275.211
2002-10-17,283.051
2002-10-18,282.539
2002-10-21,280.683
2002-10-22,277.24
2002-10-23,284.812
2002-10-24,285.488
2002-10-25,286.192
2002-10-28,285.812
2002-10-29,284.959
2002-10-30,285.087
2002-10-31,286.705
2002-11-01,282.536
2002-11-04,282.796
2002-11-05,286.363
2002-11-06,287.897
2002-11-07,285.99
2002-11-08,285.076
2002-11-11,280.624
2002-11-12,280.522
2002-11-13,276.884
2002-11-14,280.163
2002-11-15,283.809
2002-11-18,282.079
2002-11-19,282.651
2002-11-20,281.279
2002-11-21,284.092
2002-11-22,291.24
2002-11-25,292.696
2002-11-26,293.167
2002-11-27,291.916
2002-11-28,296.756
2002-11-29,293.243
2002-12-02,290.85
2002-12-03,288.811
2002-12-04,280.188
2002-12-05,278.581
2002-12-06,279.888
2002-12-09,277.424
2002-12-10,278.225
2002-12-11,278.391
2002-12-12,277.754
2002-12-13,276.203
2002-12-16,273.529
2002-12-17,274.739
2002-12-18,273.625
2002-12-19,278.603
2002-12-20,277.426
2002-12-23,278.109
2002-12-24,277.693
2002-12-25,277.693
2002-12-26,275.25
2002-12-27,278.047
2002-12-30,274.398
2002-12-31,274.716
2003-01-01,274.716
2003-01-02,275.814
2003-01-03,279.418
2003-01-06,282.805
2003-01-07,279.804
2003-01-08,283.093
2003-01-09,281.323
2003-01-10,286.306
2003-01-13,294.159
2003-01-14,294.885
2003-01-15,296.364
2003-01-16,293.205
2003-01-17,289.617
2003-01-20,286.005
2003-01-21,287.727
2003-01-22,286.783
2003-01-23,288.5
2003-01-24,285.853
2003-01-27,278.989
2003-01-28,278.853
2003-01-29,275.506
2003-01-30,272.433
2003-01-31,273.048
2003-02-03,272.625
2003-02-04,276.827
2003-02-05,276.506
2003-02-06,277.394
2003-02-07,274.13
2003-02-10,270.386
2003-02-11,273.546
2003-02-12,272.766
2003-02-13,271.723
2003-02-14,271.334
2003-02-17,277.457
2003-02-18,276.407
2003-02-19,280.209
2003-02-20,281.988
2003-02-21,282.938
2003-02-24,284.512
2003-02-25,280.518
2003-02-26,280.202
2003-02-27,278.638
2003-02-28,279.09
2003-03-03,283.794
2003-03-04,281.305
2003-03-05,281.215
2003-03-06,278.953
2003-03-07,276.859
2003-03-10,273.0
2003-03-11,273.643
2003-03-12,276.696
2003-03-13,276.054
2003-03-14,276.398
2003-03-17,272.496
2003-03-18,280.679
2003-03-19,282.466
2003-03-20,284.916
2003-03-21,288.307
2003-03-24,284.647
2003-03-25,286.211
2003-03-26,288.696
2003-03-27,286.707
2003-03-28,287.024
2003-03-31,280.616
2003-04-01,281.578
2003-04-02,282.779
2003-04-03,282.741
2003-04-04,287.874
2003-04-07,293.438
2003-04-08,290.313
2003-04-09,286.476
2003-04-10,290.492
2003-04-11,289.814
2003-04-14,285.97
2003-04-15,286.644
2003-04-16,290.181
2003-04-17,290.746
2003-04-18,290.746
2003-04-21,289.264
2003-04-22,287.267
2003-04-23,286.177
2003-04-24,282.295
2003-04-25,281.642
2003-04-28,283.307
2003-04-29,289.186
2003-04-30,290.349
2003-05-01,291.515
2003-05-02,293.185
2003-05-05,298.056
2003-05-06,300.849
2003-05-07,302.534
2003-05-08,303.542
2003-05-09,303.977
2003-05-12,309.196
2003-05-13,304.927
2003-05-14,305.733
2003-05-15,308.073
2003-05-16,305.672
2003-05-19,301.362
2003-05-20,302.692
2003-05-21,302.253
2003-05-22,306.458
2003-05-23,311.779
2003-05-26,313.615
2003-05-27,311.552
2003-05-28,317.026
2003-05-29,314.184
2003-05-30,314.222
2003-06-02,321.034
2003-06-03,319.367
2003-06-04,325.135
2003-06-05,333.201
2003-06-06,333.728
2003-06-09,336.431
2003-06-10,335.175
2003-06-11,331.207
2003-06-12,338.097
2003-06-13,340.073
2003-06-16,335.625
2003-06-17,341.054
2003-06-18,340.562
2003-06-19,347.208
2003-06-20,348.876
2003-06-23,340.42
2003-06-24,337.785
2003-06-25,338.865
2003-06-26,331.413
2003-06-27,335.723
2003-06-30,329.752
2003-07-01,333.322
2003-07-02,336.858
2003-07-03,340.399
2003-07-04,340.424
2003-07-07,345.876
2003-07-08,346.739
2003-07-09,348.952
2003-07-10,347.999
2003-07-11,351.232
2003-07-14,356.712
2003-07-15,359.152
2003-07-16,357.754
2003-07-17,353.494
2003-07-18,355.006
2003-07-21,353.939
2003-07-22,350.384
2003-07-23,351.052
2003-07-24,351.349
2003-07-25,354.446
2003-07-28,358.837
2003-07-29,355.478
2003-07-30,354.968
2003-07-31,350.795
2003-08-01,351.165
2003-08-04,350.689
2003-08-05,342.97
2003-08-06,342.426
2003-08-07,347.28
2003-08-08,346.979
2003-08-11,351.223
2003-08-12,352.791
2003-08-13,355.129
2003-08-14,357.853
2003-08-15,359.107
2003-08-18,364.751
2003-08-19,365.869
2003-08-20,364.768
2003-08-21,366.545
2003-08-22,366.096
2003-08-25,361.578
2003-08-26,355.146
2003-08-27,357.543
2003-08-28,359.598
2003-08-29,361.644
2003-09-01,361.01
2003-09-02,358.896
2003-09-03,361.47
2003-09-04,361.871
2003-09-05,364.787
2003-09-08,363.842
2003-09-09,357.013
2003-09-10,358.826
2003-09-11,362.345
2003-09-12,362.945
2003-09-15,361.092
2003-09-16,363.302
2003-09-17,366.098
2003-09-18,369.13
2003-09-19,369.026
2003-09-22,369.978
2003-09-23,369.655
2003-09-24,375.707
2003-09-25,375.679
2003-09-26,372.664
2003-09-29,373.618
2003-09-30,373.768
2003-10-01,372.03
2003-10-02,374.758
2003-10-03,379.023
2003-10-06,391.075
2003-10-07,393.304
2003-10-08,394.41
2003-10-09,396.951
2003-10-10,396.775
2003-10-13,399.477
2003-10-14,393.674
2003-10-15,398.84
2003-10-16,402.111
2003-10-17,403.822
2003-10-20,402.112
2003-10-21,404.205
2003-10-22,403.159
2003-10-23,392.322
2003-10-24,392.712
2003-10-27,388.32
2003-10-28,394.077
2003-10-29,393.002
2003-10-30,388.781
2003-10-31,387.376
2003-11-03,390.448
2003-11-04,393.316
2003-11-05,394.658
2003-11-06,389.859
2003-11-07,391.767
2003-11-10,389.307
2003-11-11,377.374
2003-11-12,383.155
2003-11-13,390.736
2003-11-14,386.461
2003-11-17,378.446
2003-11-18,382.908
2003-11-19,379.403
2003-11-20,376.914
2003-11-21,375.199
2003-11-24,379.318
2003-11-25,379.318
2003-11-26,381.298
2003-11-27,382.343
2003-11-28,388.635
2003-12-01,392.725
2003-12-02,392.415
2003-12-03,394.715
2003-12-04,394.739
2003-12-05,392.318
2003-12-08,391.409
2003-12-09,388.76
2003-12-10,386.045
2003-12-11,386.527
2003-12-12,389.575
2003-12-15,393.905
2003-12-16,391.752
2003-12-17,389.372
2003-12-18,388.076
2003-12-19,388.049
2003-12-22,387.982
2003-12-23,387.956
2003-12-24,390.229
2003-12-25,390.229
2003-12-26,392.61
2003-12-29,398.102
2003-12-30,402.785
2003-12-31,403.328
2004-01-01,403.328
2004-01-02,410.093
2004-01-05,414.093
2004-01-06,412.936
2004-01-07,422.812
2004-01-08,426.021
2004-01-09,426.18
2004-01-12,421.495
2004-01-13,425.935
2004-01-14,435.553
2004-01-15,428.637
2004-01-16,431.855
2004-01-19,434.512
2004-01-20,435.343
2004-01-21,441.641
2004-01-22,443.167
2004-01-23,442.525
2004-01-26,442.033
2004-01-27,439.112
2004-01-28,432.471
2004-01-29,428.726
2004-01-30,430.48
2004-02-02,430.786
2004-02-03,427.347
2004-02-04,425.622
2004-02-05,429.704
2004-02-06,432.409
2004-02-09,441.446
2004-02-10,438.702
2004-02-11,437.345
2004-02-12,436.541
2004-02-13,435.689
2004-02-16,433.922
2004-02-17,439.232
2004-02-18,438.38
2004-02-19,437.498
2004-02-20,439.038
2004-02-23,438.515
2004-02-24,436.3
2004-02-25,433.002
2004-02-26,432.338
2004-02-27,432.48
2004-03-01,433.235
2004-03-02,431.698
2004-03-03,428.379
2004-03-04,431.625
2004-03-05,435.553
2004-03-08,433.537
2004-03-09,429.597
2004-03-10,423.142
2004-03-11,415.616
2004-03-12,417.451
2004-03-15,416.841
2004-03-16,419.936
2004-03-17,422.32
2004-03-18,424.326
2004-03-19,421.15
2004-03-22,416.758
2004-03-23,422.191
2004-03-24,422.673
2004-03-25,423.423
2004-03-26,424.25
2004-03-29,425.809
2004-03-30,429.243
2004-03-31,431.532
2004-04-01,438.686
2004-04-02,442.751
2004-04-05,449.144
2004-04-06,445.623
2004-04-07,451.882
2004-04-08,457.282
2004-04-09,457.282
2004-04-12,458.05
2004-04-13,454.638
2004-04-14,447.672
2004-04-15,442.581
2004-04-16,443.464
2004-04-19,440.235
2004-04-20,440.482
2004-04-21,434.907
2004-04-22,434.422
2004-04-23,434.898
2004-04-26,429.711
2004-04-27,430.594
2004-04-28,427.377
2004-04-29,416.169
2004-04-30,418.222
2004-05-03,416.399
2004-05-04,426.771
2004-05-05,426.162
2004-05-06,423.516
2004-05-07,420.15
2004-05-10,402.83
2004-05-11,406.403
2004-05-12,408.111
2004-05-13,400.298
2004-05-14,397.049
2004-05-17,384.287
2004-05-18,387.673
2004-05-19,399.517
2004-05-20,393.005
2004-05-21,401.912
2004-05-24,404.945
2004-05-25,401.579
2004-05-26,406.056
2004-05-27,411.823
2004-05-28,413.298
2004-05-31,413.032
2004-06-01,411.281
2004-06-02,410.367
2004-06-03,405.43
2004-06-04,409.001
2004-06-07,417.692
2004-06-08,416.046
2004-06-09,418.094
2004-06-10,417.656
2004-06-11,415.136
2004-06-14,412.653
2004-06-15,415.152
2004-06-16,416.694
2004-06-17,410.881
2004-06-18,407.156
2004-06-21,404.14
2004-06-22,405.476
2004-06-23,408.072
2004-06-24,409.925
2004-06-25,410.825
2004-06-28,413.828
2004-06-29,413.49
2004-06-30,413.613
2004-07-01,416.884
2004-07-02,418.616
2004-07-05,419.752
2004-07-06,421.448
2004-07-07,423.452
2004-07-08,420.322
2004-07-09,422.899
2004-07-12,424.232
2004-07-13,423.027
2004-07-14,416.963
2004-07-15,416.584
2004-07-16,418.506
2004-07-19,418.7
2004-07-20,413.448
2004-07-21,415.418
2004-07-22,410.488
2004-07-23,404.338
2004-07-26,406.074
2004-07-27,408.849
2004-07-28,407.283
2004-07-29,409.646
2004-07-30,412.323
2004-08-02,412.56
2004-08-03,416.438
2004-08-04,417.446
2004-08-05,423.389
2004-08-06,419.074
2004-08-09,419.202
2004-08-10,415.624
2004-08-11,409.144
2004-08-12,408.126
2004-08-13,404.82
2004-08-16,402.315
2004-08-17,403.833
2004-08-18,405.609
2004-08-19,414.321
2004-08-20,410.433
2004-08-23,413.185
2004-08-24,414.324
2004-08-25,419.005
2004-08-26,418.29
2004-08-27,418.08
2004-08-30,414.319
2004-08-31,416.952
2004-09-01,421.491
2004-09-02,423.119
2004-09-03,418.605
2004-09-06,418.129
2004-09-07,423.635
2004-09-08,424.0
2004-09-09,422.528
2004-09-10,426.072
2004-09-13,431.918
2004-09-14,433.249
2004-09-15,432.058
2004-09-16,431.677
2004-09-17,439.026
2004-09-20,436.78
2004-09-21,440.882
2004-09-22,438.77
2004-09-23,440.989
2004-09-24,442.157
2004-09-27,445.602
2004-09-28,443.659
2004-09-29,442.538
2004-09-30,444.897
2004-10-01,444.041
2004-10-04,454.579
2004-10-05,453.526
2004-10-06,455.171
2004-10-07,455.141
2004-10-08,458.041
2004-10-11,455.216
2004-10-12,446.869
2004-10-13,446.74
2004-10-14,444.044
2004-10-15,446.009
2004-10-18,443.973
2004-10-19,448.213
2004-10-20,443.038
2004-10-21,446.285
2004-10-22,450.199
2004-10-25,445.616
2004-10-26,446.54
2004-10-27,445.965
2004-10-28,450.244
2004-10-29,446.214
2004-11-01,442.564
2004-11-02,447.636
2004-11-03,452.464
2004-11-04,455.938
2004-11-05,458.996
2004-11-08,455.749
2004-11-09,457.188
2004-11-10,453.863
2004-11-11,454.417
2004-11-12,458.882
2004-11-15,458.815
2004-11-16,454.52
2004-11-17,459.985
2004-11-18,455.484
2004-11-19,458.491
2004-11-22,455.347
2004-11-23,462.221
2004-11-24,463.682
2004-11-25,466.085
2004-11-26,461.246
2004-11-29,463.17
2004-11-30,461.806
2004-12-01,463.176
2004-12-02,468.531
2004-12-03,468.618
2004-12-06,466.71
2004-12-07,460.732
2004-12-08,455.886
2004-12-09,452.194
2004-12-10,453.304
2004-12-13,452.205
2004-12-14,455.391
2004-12-15,464.504
2004-12-16,460.976
2004-12-17,462.343
2004-12-20,464.943
2004-12-21,467.504
2004-12-22,465.598
2004-12-23,466.627
2004-12-24,468.799
2004-12-27,471.902
2004-12-28,475.023
2004-12-29,474.994
2004-12-30,477.515
2004-12-31,480.04
2005-01-03,482.379
2005-01-04,477.339
2005-01-05,478.396
2005-01-06,481.354
2005-01-07,480.693
2005-01-10,479.976
2005-01-11,481.135
2005-01-12,481.268
2005-01-13,487.035
2005-01-14,483.623
2005-01-17,487.134
2005-01-18,485.337
2005-01-19,489.645
2005-01-20,486.684
2005-01-21,486.855
2005-01-24,484.603
2005-01-25,481.509
2005-01-26,484.617
2005-01-27,480.179
2005-01-28,482.822
2005-01-31,485.695
2005-02-01,483.684
2005-02-02,485.818
2005-02-03,484.378
2005-02-04,484.284
2005-02-07,485.662
2005-02-08,484.249
2005-02-09,484.094
2005-02-10,483.755
2005-02-11,486.175
2005-02-14,493.489
2005-02-15,496.397
2005-02-16,496.158
2005-02-17,496.733
2005-02-18,499.609
2005-02-21,500.17
2005-02-22,495.055
2005-02-23,490.421
2005-02-24,490.014
2005-02-25,488.748
2005-02-28,491.225
2005-03-01,490.175
2005-03-02,490.923
2005-03-03,490.503
2005-03-04,493.428
2005-03-07,495.698
2005-03-08,495.417
2005-03-09,500.537
2005-03-10,499.571
2005-03-11,501.276
2005-03-14,498.737
2005-03-15,496.622
2005-03-16,500.088
2005-03-17,500.157
2005-03-18,502.705
2005-03-21,500.451
2005-03-22,497.212
2005-03-23,489.416
2005-03-24,489.126
2005-03-25,489.126
2005-03-28,484.951
2005-03-29,478.068
2005-03-30,477.329
2005-03-31,480.213
2005-04-01,479.397
2005-04-04,477.261
2005-04-05,481.483
2005-04-06,482.556
2005-04-07,488.321
2005-04-08,492.134
2005-04-11,495.23
2005-04-12,494.585
2005-04-13,497.088
2005-04-14,492.276
2005-04-15,486.153
2005-04-18,476.976
2005-04-19,485.321
2005-04-20,485.378
2005-04-21,487.322
2005-04-22,487.765
2005-04-25,489.806
2005-04-26,491.093
2005-04-27,490.705
2005-04-28,491.356
2005-04-29,494.475
2005-05-02,493.456
2005-05-03,495.146
2005-05-04,499.564
2005-05-05,501.333
2005-05-06,505.651
2005-05-09,505.479
2005-05-10,506.031
2005-05-11,506.123
2005-05-12,503.127
2005-05-13,501.942
2005-05-16,500.69
2005-05-17,495.943
2005-05-18,497.802
2005-05-19,498.821
2005-05-20,494.908
2005-05-23,495.786
2005-05-24,499.927
2005-05-25,496.367
2005-05-26,495.864
2005-05-27,497.765
2005-05-30,501.18
2005-05-31,500.902
2005-06-01,500.72
2005-06-02,504.075
2005-06-03,506.851
2005-06-06,510.467
2005-06-07,512.758
2005-06-08,513.1
2005-06-09,514.895
2005-06-10,517.957
2005-06-13,513.988
2005-06-14,511.454
2005-06-15,513.413
2005-06-16,516.14
2005-06-17,517.447
2005-06-20,513.651
2005-06-21,517.52
2005-06-22,521.504
2005-06-23,527.096
2005-06-24,525.988
2005-06-27,521.411
2005-06-28,521.833
2005-06-29,518.523
2005-06-30,517.131
2005-07-01,518.915
2005-07-04,521.063
2005-07-05,523.94
2005-07-06,531.116
2005-07-07,527.937
2005-07-08,527.609
2005-07-11,536.628
2005-07-12,540.539
2005-07-13,536.421
2005-07-14,535.265
2005-07-15,534.976
2005-07-18,534.716
2005-07-19,539.653
2005-07-20,543.163
2005-07-21,555.04
2005-07-22,559.406
2005-07-25,555.273
2005-07-26,555.029
2005-07-27,555.55
2005-07-28,559.976
2005-07-29,559.099
2005-08-01,563.593
2005-08-02,569.428
2005-08-03,566.101
2005-08-04,564.367
2005-08-05,558.973
2005-08-08,562.161
2005-08-09,561.516
2005-08-10,561.688
2005-08-11,553.093
2005-08-12,552.12
2005-08-15,544.389
2005-08-16,550.387
2005-08-17,546.2
2005-08-18,544.504
2005-08-19,545.264
2005-08-22,548.986
2005-08-23,546.302
2005-08-24,544.909
2005-08-25,544.934
2005-08-26,545.345
2005-08-29,538.431
2005-08-30,537.275
2005-08-31,539.894
2005-09-01,547.961
2005-09-02,549.217
2005-09-05,547.404
2005-09-06,547.979
2005-09-07,547.69
2005-09-08,544.439
2005-09-09,549.467
2005-09-12,555.277
2005-09-13,552.898
2005-09-14,557.599
2005-09-15,559.452
2005-09-16,557.081
2005-09-19,554.361
2005-09-20,560.944
2005-09-21,559.437
2005-09-22,555.467
2005-09-23,552.525
2005-09-26,557.001
2005-09-27,555.289
2005-09-28,552.698
2005-09-29,554.505
2005-09-30,555.949
2005-10-03,551.627
2005-10-04,558.765
2005-10-05,559.411
2005-10-06,552.421
2005-10-07,554.909
2005-10-10,564.288
2005-10-11,559.98
2005-10-12,550.583
2005-10-13,548.255
2005-10-14,546.375
2005-10-17,539.158
2005-10-18,535.823
2005-10-19,521.311
2005-10-20,522.482
2005-10-21,527.831
2005-10-24,525.701
2005-10-25,528.596
2005-10-26,529.205
2005-10-27,524.724
2005-10-28,522.172
2005-10-31,528.944
2005-11-01,528.914
2005-11-02,533.564
2005-11-03,532.905
2005-11-04,535.538
2005-11-07,532.312
