Date,FINLAND SMID GROWTH SMID (Small+Mid Cap)
2011-08-31,758.671
2011-09-30,625.788
2011-10-31,735.462
2011-11-30,724.504
2011-12-30,669.503
2012-01-31,762.498
2012-02-29,839.996
2012-03-30,856.21
2012-04-30,870.787
2012-05-31,690.919
2012-06-29,722.946
2012-07-31,714.906
2012-08-31,732.18
2012-09-28,776.326
2012-10-31,818.624
2012-11-30,844.423
2012-12-31,849.931
2013-01-31,943.329
2013-02-28,946.253
2013-03-29,914.62
2013-04-30,958.027
2013-05-31,919.919
2013-06-28,864.806
2013-07-31,914.633
2013-08-30,954.227
2013-09-30,1000.406
2013-10-31,967.13
2013-11-29,998.767
2013-12-31,1005.066
2014-01-31,975.721
2014-02-28,1082.9
2014-03-31,1029.934
2014-04-30,1045.892
2014-05-30,1043.22
2014-06-30,985.467
2014-07-31,963.619
2014-08-29,944.718
2014-09-30,870.387
2014-10-31,859.019
2014-11-28,865.327
2014-12-31,847.798
2015-01-30,890.445
2015-02-27,922.814
2015-03-31,906.896
2015-04-30,948.007
2015-05-29,930.691
2015-06-30,936.357
2015-07-31,960.009
2015-08-31,880.807
2015-09-30,795.583
2015-10-30,881.771
2015-11-30,923.645
2015-12-31,934.913
2016-01-29,891.906
2016-02-29,882.37
2016-03-31,950.906
2016-04-29,970.265
2016-05-31,989.112
2016-06-30,976.377
2016-07-29,1023.152
2016-08-31,1006.0
2016-09-30,1053.605
2016-10-31,987.014
2016-11-30,962.589
2016-12-30,1002.958
2017-01-31,1038.978
2017-02-28,1055.103
2017-03-31,1095.769
2017-04-28,1175.827
2017-05-31,1182.587
2017-06-30,1179.82
2017-07-31,1166.24
2017-08-31,1211.684
2017-09-29,1237.807
2017-10-31,1176.385
2017-11-30,1157.454
2017-12-29,1148.794
2018-01-31,1209.334
2018-02-28,1177.8
2018-03-30,1153.277
2018-04-30,1145.991
2018-05-31,1135.111
2018-06-29,1095.601
2018-07-31,1124.085
2018-08-31,1149.308
2018-09-28,1135.216
2018-10-31,981.045
2018-11-30,912.073
2018-12-31,897.627
2019-01-31,994.127
2019-02-28,1033.505
2019-03-29,1060.382
2019-04-30,1054.247
2019-05-31,978.879
2019-06-28,1068.204
2019-07-31,962.193
2019-08-30,944.539
2019-09-30,947.514
2019-10-31,1000.552
2019-11-29,979.008
2019-12-31,1023.396
2020-01-31,998.989
2020-02-28,946.31
2020-03-31,827.89
2020-04-30,915.001
2020-05-29,1001.656
2020-06-30,982.901
2020-07-31,1026.656
2020-08-31,1078.083
2020-09-30,1051.169
2020-10-30,992.767
2020-11-30,1114.568
2020-12-31,1180.939
2021-01-29,1207.339
2021-02-26,1237.961
2021-03-31,1311.875
2021-04-30,1380.219
2021-05-31,1466.919
2021-06-30,1481.639
2021-07-30,1580.583
2021-08-31,1559.433
2021-09-30,1361.561
2021-10-29,1393.169
2021-11-30,1350.681
2021-12-31,1417.509
2022-01-31,1318.119
2022-02-28,1227.366
2022-03-31,1208.213
2022-04-29,1132.567
2022-05-31,1133.56
2022-06-30,997.1
2022-07-29,1031.447
2022-08-31,950.557
2022-09-30,823.515
2022-10-31,876.515
2022-11-30,981.404
2022-12-30,1023.123
2023-01-31,1112.071
2023-02-28,1090.55
2023-03-31,1111.408
2023-04-28,1163.177
2023-05-31,1104.763
2023-06-30,1128.777
2023-07-31,1119.696
2023-08-31,1095.481
2023-09-29,1021.362
2023-10-31,959.314
2023-11-30,1062.824
2023-12-29,1122.555
2024-01-31,1127.49
2024-02-29,1104.487
2024-03-29,1137.988
2024-04-30,1117.09
2024-05-31,1185.974
2024-06-28,1091.991
2024-07-31,1092.92
2024-08-30,1142.406
2024-09-30,1156.414
2024-10-31,1018.878
2024-11-29,958.983
2024-12-31,944.793
2025-01-31,1003.215
2025-02-28,1047.633
2025-03-31,999.918
2025-04-30,1037.818
2025-05-30,1134.054
2025-06-30,1244.257
2025-07-31,1340.709
