Date,FINLAND SMID GROWTH SMID (Small+Mid Cap)
2013-11-29,1069.682
2013-12-31,1076.428
2014-01-31,1045.0
2014-02-28,1159.789
2014-03-31,1107.425
2014-04-30,1131.669
2014-05-30,1128.777
2014-06-30,1066.289
2014-07-31,1042.648
2014-08-29,1022.197
2014-09-30,941.77
2014-10-31,929.47
2014-11-28,936.295
2014-12-31,917.328
2015-01-30,963.473
2015-02-27,998.497
2015-03-31,987.342
2015-04-30,1034.023
2015-05-29,1015.136
2015-06-30,1021.316
2015-07-31,1047.114
2015-08-31,960.725
2015-09-30,867.769
2015-10-30,961.777
2015-11-30,1007.45
2015-12-31,1019.741
2016-01-29,972.831
2016-02-29,962.43
2016-03-31,1042.675
2016-04-29,1069.452
2016-05-31,1090.225
2016-06-30,1076.188
2016-07-29,1127.745
2016-08-31,1108.839
2016-09-30,1161.312
2016-10-31,1087.913
2016-11-30,1060.991
2016-12-30,1105.486
2017-01-31,1145.188
2017-02-28,1162.963
2017-03-31,1212.609
2017-04-28,1305.136
2017-05-31,1312.64
2017-06-30,1309.568
2017-07-31,1294.495
2017-08-31,1344.936
2017-09-29,1375.419
2017-10-31,1307.168
2017-11-30,1286.133
2017-12-29,1276.51
2018-01-31,1343.781
2018-02-28,1308.741
2018-03-30,1288.505
2018-04-30,1284.052
2018-05-31,1271.861
2018-06-29,1227.592
2018-07-31,1259.507
2018-08-31,1287.768
2018-09-28,1272.807
2018-10-31,1100.407
2018-11-30,1023.043
2018-12-31,1006.84
2019-01-31,1115.081
2019-02-28,1159.249
2019-03-29,1191.709
2019-04-30,1192.629
2019-05-31,1107.368
2019-06-28,1208.417
2019-07-31,1088.492
2019-08-30,1068.52
2019-09-30,1073.437
2019-10-31,1134.539
2019-11-29,1110.11
2019-12-31,1160.443
2020-01-31,1132.766
2020-02-28,1073.033
2020-03-31,938.976
2020-04-30,1041.749
2020-05-29,1140.408
2020-06-30,1121.023
2020-07-31,1171.224
2020-08-31,1229.893
2020-09-30,1200.657
2020-10-30,1133.949
2020-11-30,1273.073
2020-12-31,1348.882
2021-01-29,1379.258
2021-02-26,1414.293
2021-03-31,1502.595
2021-04-30,1587.348
2021-05-31,1687.059
2021-06-30,1703.988
2021-07-30,1817.781
2021-08-31,1793.458
2021-09-30,1568.268
2021-10-29,1604.881
2021-11-30,1556.858
2021-12-31,1633.888
2022-01-31,1519.325
2022-02-28,1414.87
2022-03-31,1399.657
2022-04-29,1315.823
2022-05-31,1317.071
2022-06-30,1159.354
2022-07-29,1199.29
2022-08-31,1105.238
2022-09-30,958.715
2022-10-31,1021.531
2022-11-30,1143.774
2022-12-30,1192.395
2023-01-31,1296.213
2023-02-28,1271.128
2023-03-31,1299.28
2023-04-28,1363.185
2023-05-31,1296.713
2023-06-30,1324.9
2023-07-31,1314.24
2023-08-31,1285.818
2023-09-29,1200.655
2023-10-31,1129.651
2023-11-30,1251.896
2023-12-29,1322.252
2024-01-31,1328.065
2024-02-29,1300.971
2024-03-29,1342.838
2024-04-30,1323.225
2024-05-31,1407.648
2024-06-28,1296.098
2024-07-31,1297.201
2024-08-30,1355.937
2024-09-30,1374.691
2024-10-31,1215.152
2024-11-29,1143.985
2024-12-31,1127.058
2025-01-31,1196.75
2025-02-28,1249.737
2025-03-31,1196.78
2025-04-30,1245.6
2025-05-30,1361.498
2025-06-30,1493.804
2025-07-31,1609.601
2025-08-29,1642.03
2025-09-30,1648.253
2025-10-31,1775.425
2025-11-28,1777.651
2025-12-31,1919.193
