Date,FINLAND SMID GROWTH SMID (Small+Mid Cap)
2001-08-21,213.136
2001-08-22,217.108
2001-08-23,216.17
2001-08-24,217.524
2001-08-27,217.966
2001-08-28,207.684
2001-08-29,206.238
2001-08-30,200.253
2001-08-31,199.808
2001-09-03,197.058
2001-09-04,190.457
2001-09-05,187.722
2001-09-06,186.278
2001-09-07,189.453
2001-09-10,186.381
2001-09-11,184.088
2001-09-12,188.672
2001-09-13,190.77
2001-09-14,191.324
2001-09-17,188.796
2001-09-18,192.025
2001-09-19,194.22
2001-09-20,188.511
2001-09-21,178.805
2001-09-24,181.916
2001-09-25,187.549
2001-09-26,188.247
2001-09-27,183.702
2001-09-28,188.371
2001-10-01,187.275
2001-10-02,187.476
2001-10-03,187.833
2001-10-04,192.82
2001-10-05,195.166
2001-10-08,196.392
2001-10-09,198.263
2001-10-10,197.524
2001-10-11,201.106
2001-10-12,200.047
2001-10-15,199.399
2001-10-16,199.4
2001-10-17,204.268
2001-10-18,200.676
2001-10-19,197.346
2001-10-22,196.649
2001-10-23,200.906
2001-10-24,204.757
2001-10-25,203.612
2001-10-26,207.045
2001-10-29,206.895
2001-10-30,201.586
2001-10-31,206.584
2001-11-01,207.723
2001-11-02,209.689
2001-11-05,213.986
2001-11-06,216.141
2001-11-07,215.049
2001-11-08,217.243
2001-11-09,214.856
2001-11-12,213.303
2001-11-13,214.973
2001-11-14,216.369
2001-11-15,218.251
2001-11-16,222.514
2001-11-19,220.72
2001-11-20,218.984
2001-11-21,218.449
2001-11-22,220.371
2001-11-23,221.229
2001-11-26,223.038
2001-11-27,218.599
2001-11-28,218.327
2001-11-29,216.486
2001-11-30,221.968
2001-12-03,218.281
2001-12-04,220.631
2001-12-05,222.074
2001-12-06,222.837
2001-12-07,226.171
2001-12-10,223.838
2001-12-11,224.223
2001-12-12,224.632
2001-12-13,221.897
2001-12-14,220.848
2001-12-17,221.509
2001-12-18,223.161
2001-12-19,220.484
2001-12-20,217.653
2001-12-21,216.018
2001-12-24,213.862
2001-12-25,213.862
2001-12-26,214.045
2001-12-27,216.924
2001-12-28,218.532
2001-12-31,220.555
2002-01-01,220.555
2002-01-02,225.104
2002-01-03,230.402
2002-01-04,233.616
2002-01-07,235.092
2002-01-08,231.161
2002-01-09,229.724
2002-01-10,228.641
2002-01-11,227.814
2002-01-14,224.442
2002-01-15,222.216
2002-01-16,218.58
2002-01-17,219.672
2002-01-18,222.45
2002-01-21,218.298
2002-01-22,218.435
2002-01-23,215.912
2002-01-24,217.848
2002-01-25,213.943
2002-01-28,213.623
2002-01-29,214.425
2002-01-30,210.752
2002-01-31,213.102
2002-02-01,215.674
2002-02-04,217.35
2002-02-05,214.628
2002-02-06,212.796
2002-02-07,212.847
2002-02-08,211.961
2002-02-11,214.756
2002-02-12,215.677
2002-02-13,216.177
2002-02-14,221.324
2002-02-15,223.674
2002-02-18,221.579
2002-02-19,221.534
2002-02-20,219.29
2002-02-21,220.026
2002-02-22,220.616
2002-02-25,220.561
2002-02-26,221.333
2002-02-27,220.887
2002-02-28,220.526
2002-03-01,221.928
2002-03-04,227.654
2002-03-05,227.625
2002-03-06,229.18
2002-03-07,233.152
2002-03-08,233.257
2002-03-11,232.254
2002-03-12,230.316
2002-03-13,231.76
2002-03-14,232.937
2002-03-15,232.506
2002-03-18,233.192
2002-03-19,232.004
2002-03-20,232.656
2002-03-21,232.16
2002-03-22,231.963
2002-03-25,231.555
2002-03-26,231.551
2002-03-27,230.679
2002-03-28,230.587
2002-03-29,230.587
2002-04-01,232.477
2002-04-02,234.545
2002-04-03,235.097
2002-04-04,234.971
2002-04-05,234.633
2002-04-08,231.768
2002-04-09,232.562
2002-04-10,234.662
2002-04-11,233.775
2002-04-12,231.422
2002-04-15,232.502
2002-04-16,234.178
2002-04-17,237.852
2002-04-18,236.819
2002-04-19,234.043
2002-04-22,231.28
2002-04-23,229.005
2002-04-24,227.624
2002-04-25,227.239
2002-04-26,231.155
2002-04-29,231.214
2002-04-30,228.342
2002-05-01,229.635
2002-05-02,231.378
2002-05-03,230.328
2002-05-06,228.85
2002-05-07,226.282
2002-05-08,230.856
2002-05-09,230.805
2002-05-10,229.135
2002-05-13,230.148
2002-05-14,228.928
2002-05-15,232.858
2002-05-16,233.107
2002-05-17,236.209
2002-05-20,236.113
2002-05-21,233.417
2002-05-22,233.591
2002-05-23,233.107
2002-05-24,233.199
2002-05-27,231.853
2002-05-28,233.889
2002-05-29,234.102
2002-05-30,232.063
2002-05-31,230.943
2002-06-03,231.815
2002-06-04,229.448
2002-06-05,231.175
2002-06-06,231.427
2002-06-07,225.786
2002-06-10,226.561
2002-06-11,229.53
2002-06-12,227.007
2002-06-13,225.314
2002-06-14,221.427
2002-06-17,222.875
2002-06-18,226.304
2002-06-19,223.054
2002-06-20,219.874
2002-06-21,220.945
2002-06-24,216.361
2002-06-25,216.745
2002-06-26,217.925
2002-06-27,221.194
2002-06-28,228.409
2002-07-01,234.127
2002-07-02,229.033
2002-07-03,224.227
2002-07-04,224.992
2002-07-05,229.098
2002-07-08,232.861
2002-07-09,232.556
2002-07-10,228.346
2002-07-11,228.099
2002-07-12,227.075
2002-07-15,227.862
2002-07-16,225.034
2002-07-17,227.451
2002-07-18,227.983
2002-07-19,226.881
2002-07-22,222.795
2002-07-23,215.485
2002-07-24,203.884
2002-07-25,200.644
2002-07-26,198.08
2002-07-29,199.729
2002-07-30,202.37
2002-07-31,200.051
2002-08-01,198.737
2002-08-02,194.803
2002-08-05,188.117
2002-08-06,183.528
2002-08-07,186.15
2002-08-08,185.062
2002-08-09,186.762
2002-08-12,188.501
2002-08-13,188.078
2002-08-14,189.424
2002-08-15,188.666
2002-08-16,190.298
2002-08-19,189.635
2002-08-20,193.648
2002-08-21,199.106
2002-08-22,204.006
2002-08-23,205.748
2002-08-26,203.018
2002-08-27,207.936
2002-08-28,204.942
2002-08-29,201.82
2002-08-30,201.869
2002-09-02,201.144
2002-09-03,197.214
2002-09-04,195.412
2002-09-05,195.925
2002-09-06,197.149
2002-09-09,197.253
2002-09-10,196.715
2002-09-11,199.446
2002-09-12,198.563
2002-09-13,197.969
2002-09-16,195.379
2002-09-17,193.369
2002-09-18,188.906
2002-09-19,189.207
2002-09-20,186.001
2002-09-23,183.977
2002-09-24,175.651
2002-09-25,177.812
2002-09-26,182.655
2002-09-27,183.544
2002-09-30,179.714
2002-10-01,181.348
2002-10-02,184.651
2002-10-03,183.026
2002-10-04,183.445
2002-10-07,180.759
2002-10-08,178.685
2002-10-09,180.25
2002-10-10,180.03
2002-10-11,182.733
2002-10-14,181.279
2002-10-15,188.341
2002-10-16,188.253
2002-10-17,191.381
2002-10-18,191.006
2002-10-21,192.253
2002-10-22,195.358
2002-10-23,192.145
2002-10-24,193.177
2002-10-25,194.453
2002-10-28,196.503
2002-10-29,190.125
2002-10-30,191.831
2002-10-31,197.05
2002-11-01,194.86
2002-11-04,203.59
2002-11-05,205.757
2002-11-06,206.486
2002-11-07,206.286
2002-11-08,206.332
2002-11-11,202.981
2002-11-12,203.936
2002-11-13,202.355
2002-11-14,204.859
2002-11-15,207.421
2002-11-18,208.34
2002-11-19,205.954
2002-11-20,204.834
2002-11-21,210.315
2002-11-22,211.808
2002-11-25,213.223
2002-11-26,211.623
2002-11-27,212.693
2002-11-28,217.462
2002-11-29,217.754
2002-12-02,219.193
2002-12-03,213.312
2002-12-04,214.327
2002-12-05,216.325
2002-12-06,217.914
2002-12-09,214.178
2002-12-10,212.508
2002-12-11,213.579
2002-12-12,215.061
2002-12-13,211.146
2002-12-16,210.128
2002-12-17,214.296
2002-12-18,231.046
2002-12-19,230.092
2002-12-20,232.434
2002-12-23,231.0
2002-12-24,231.956
2002-12-25,231.956
2002-12-26,232.541
2002-12-27,232.353
2002-12-30,233.721
2002-12-31,234.638
2003-01-01,234.638
2003-01-02,236.123
2003-01-03,238.235
2003-01-06,239.699
2003-01-07,239.961
2003-01-08,235.138
2003-01-09,237.838
2003-01-10,240.272
2003-01-13,241.944
2003-01-14,245.785
2003-01-15,243.755
2003-01-16,240.57
2003-01-17,241.376
2003-01-20,242.512
2003-01-21,243.244
2003-01-22,241.985
2003-01-23,242.667
2003-01-24,244.832
2003-01-27,241.002
2003-01-28,239.831
2003-01-29,239.198
2003-01-30,238.66
2003-01-31,234.782
2003-02-03,238.754
2003-02-04,238.122
2003-02-05,235.971
2003-02-06,234.044
2003-02-07,232.389
2003-02-10,231.006
2003-02-11,230.742
2003-02-12,228.723
2003-02-13,227.923
2003-02-14,231.952
2003-02-17,234.681
2003-02-18,234.164
2003-02-19,233.835
2003-02-20,233.398
2003-02-21,232.736
2003-02-24,232.424
2003-02-25,228.763
2003-02-26,228.551
2003-02-27,227.03
2003-02-28,229.229
2003-03-03,232.704
2003-03-04,230.311
2003-03-05,231.148
2003-03-06,230.877
2003-03-07,229.345
2003-03-10,227.583
2003-03-11,226.75
2003-03-12,226.234
2003-03-13,225.315
2003-03-14,223.487
2003-03-17,221.91
2003-03-18,225.947
2003-03-19,225.373
2003-03-20,225.24
2003-03-21,228.192
2003-03-24,229.096
2003-03-25,228.181
2003-03-26,226.72
2003-03-27,226.486
2003-03-28,225.919
2003-03-31,225.488
2003-04-01,227.085
2003-04-02,227.738
2003-04-03,230.935
2003-04-04,227.047
2003-04-07,229.007
2003-04-08,228.39
2003-04-09,226.724
2003-04-10,228.132
2003-04-11,229.556
2003-04-14,230.785
2003-04-15,235.315
2003-04-16,235.501
2003-04-17,237.183
2003-04-18,237.183
2003-04-21,236.161
2003-04-22,237.393
2003-04-23,241.942
2003-04-24,246.244
2003-04-25,245.515
2003-04-28,246.137
2003-04-29,246.28
2003-04-30,252.512
2003-05-01,254.831
2003-05-02,253.944
2003-05-05,257.523
2003-05-06,258.119
2003-05-07,259.645
2003-05-08,258.234
2003-05-09,258.09
2003-05-12,261.87
2003-05-13,261.077
2003-05-14,262.676
2003-05-15,262.311
2003-05-16,265.128
2003-05-19,265.298
2003-05-20,264.627
2003-05-21,261.772
2003-05-22,261.259
2003-05-23,262.322
2003-05-26,261.963
2003-05-27,260.913
2003-05-28,262.555
2003-05-29,264.5
2003-05-30,264.615
2003-06-02,263.765
2003-06-03,263.405
2003-06-04,264.655
2003-06-05,269.747
2003-06-06,270.586
2003-06-09,269.609
2003-06-10,269.508
2003-06-11,272.756
2003-06-12,272.442
2003-06-13,275.569
2003-06-16,276.133
2003-06-17,279.598
2003-06-18,274.549
2003-06-19,274.514
2003-06-20,273.046
2003-06-23,270.521
2003-06-24,266.096
2003-06-25,269.205
2003-06-26,267.626
2003-06-27,270.418
2003-06-30,272.957
2003-07-01,273.685
2003-07-02,272.848
2003-07-03,274.447
2003-07-04,274.228
2003-07-07,276.032
2003-07-08,277.305
2003-07-09,274.017
2003-07-10,278.189
2003-07-11,278.239
2003-07-14,279.399
2003-07-15,278.724
2003-07-16,279.095
2003-07-17,274.497
2003-07-18,276.147
2003-07-21,277.419
2003-07-22,277.189
2003-07-23,281.99
2003-07-24,287.866
2003-07-25,289.999
2003-07-28,289.371
2003-07-29,291.597
2003-07-30,287.4
2003-07-31,285.229
2003-08-01,286.027
2003-08-04,287.352
2003-08-05,288.431
2003-08-06,285.58
2003-08-07,288.846
2003-08-08,288.239
2003-08-11,290.089
2003-08-12,292.677
2003-08-13,291.593
2003-08-14,292.943
2003-08-15,292.858
2003-08-18,292.454
2003-08-19,291.853
2003-08-20,290.274
2003-08-21,290.529
2003-08-22,290.636
2003-08-25,289.519
2003-08-26,287.127
2003-08-27,287.481
2003-08-28,291.426
2003-08-29,293.921
2003-09-01,299.582
2003-09-02,298.986
2003-09-03,301.474
2003-09-04,303.684
2003-09-05,305.242
2003-09-08,307.524
2003-09-09,309.531
2003-09-10,307.304
2003-09-11,306.31
2003-09-12,310.063
2003-09-15,309.864
2003-09-16,305.271
2003-09-17,307.405
2003-09-18,306.93
2003-09-19,315.22
2003-09-22,314.65
2003-09-23,312.305
2003-09-24,313.149
2003-09-25,308.623
2003-09-26,304.78
2003-09-29,310.245
2003-09-30,310.849
2003-10-01,313.337
2003-10-02,313.076
2003-10-03,313.768
2003-10-06,315.564
2003-10-07,317.563
2003-10-08,319.655
2003-10-09,320.771
2003-10-10,322.084
2003-10-13,318.265
2003-10-14,321.661
2003-10-15,326.695
2003-10-16,326.055
2003-10-17,327.831
2003-10-20,328.94
2003-10-21,330.246
2003-10-22,333.487
2003-10-23,334.822
2003-10-24,336.984
2003-10-27,336.94
2003-10-28,346.735
2003-10-29,347.525
2003-10-30,351.95
2003-10-31,352.207
2003-11-03,349.743
2003-11-04,349.783
2003-11-05,343.525
2003-11-06,347.079
2003-11-07,352.249
2003-11-10,352.846
2003-11-11,351.204
2003-11-12,354.926
2003-11-13,357.338
2003-11-14,361.231
2003-11-17,356.55
2003-11-18,358.044
2003-11-19,360.228
2003-11-20,358.655
2003-11-21,360.592
2003-11-24,362.059
2003-11-25,365.553
2003-11-26,375.063
2003-11-27,373.991
2003-11-28,377.064
2003-12-01,379.004
2003-12-02,381.836
2003-12-03,384.109
2003-12-04,380.667
2003-12-05,380.038
2003-12-08,380.868
2003-12-09,381.204
2003-12-10,381.243
2003-12-11,379.075
2003-12-12,383.761
2003-12-15,383.984
2003-12-16,378.473
2003-12-17,381.027
2003-12-18,380.314
2003-12-19,376.414
2003-12-22,377.005
2003-12-23,379.806
2003-12-24,380.877
2003-12-25,380.877
2003-12-26,380.724
2003-12-29,382.381
2003-12-30,385.368
2003-12-31,387.921
2004-01-01,387.921
2004-01-02,393.476
2004-01-05,399.557
2004-01-06,401.953
2004-01-07,400.869
2004-01-08,409.231
2004-01-09,409.41
2004-01-12,410.74
2004-01-13,410.062
2004-01-14,409.871
2004-01-15,408.728
2004-01-16,408.312
2004-01-19,410.585
2004-01-20,414.17
2004-01-21,411.332
2004-01-22,418.418
2004-01-23,419.381
2004-01-26,415.821
2004-01-27,422.529
2004-01-28,417.293
2004-01-29,406.48
2004-01-30,403.436
2004-02-02,405.309
2004-02-03,410.907
2004-02-04,412.031
2004-02-05,414.608
2004-02-06,420.128
2004-02-09,424.401
2004-02-10,430.13
2004-02-11,423.532
2004-02-12,433.212
2004-02-13,434.626
2004-02-16,433.858
2004-02-17,437.858
2004-02-18,439.955
2004-02-19,435.679
2004-02-20,431.264
2004-02-23,433.978
2004-02-24,437.688
2004-02-25,430.624
2004-02-26,425.338
2004-02-27,428.45
2004-03-01,429.476
2004-03-02,429.801
2004-03-03,425.662
2004-03-04,429.351
2004-03-05,437.76
2004-03-08,439.17
2004-03-09,435.867
2004-03-10,425.634
2004-03-11,421.577
2004-03-12,419.366
2004-03-15,415.208
2004-03-16,414.347
2004-03-17,413.37
2004-03-18,413.646
2004-03-19,411.436
2004-03-22,407.998
2004-03-23,407.722
2004-03-24,405.113
2004-03-25,408.311
2004-03-26,406.333
2004-03-29,411.652
2004-03-30,414.419
2004-03-31,422.091
2004-04-01,429.336
2004-04-02,430.807
2004-04-05,427.327
2004-04-06,427.403
2004-04-07,429.364
2004-04-08,430.658
2004-04-09,430.658
2004-04-12,429.448
2004-04-13,427.335
2004-04-14,424.132
2004-04-15,423.457
2004-04-16,423.59
2004-04-19,426.271
2004-04-20,422.264
2004-04-21,414.218
2004-04-22,416.386
2004-04-23,415.883
2004-04-26,420.494
2004-04-27,420.118
2004-04-28,412.879
2004-04-29,400.919
2004-04-30,401.684
2004-05-03,399.843
2004-05-04,402.091
2004-05-05,405.542
2004-05-06,398.709
2004-05-07,395.415
2004-05-10,382.18
2004-05-11,385.757
2004-05-12,385.964
2004-05-13,383.033
2004-05-14,378.106
2004-05-17,373.656
2004-05-18,376.033
2004-05-19,386.718
2004-05-20,383.279
2004-05-21,385.914
2004-05-24,387.108
2004-05-25,388.889
2004-05-26,388.527
2004-05-27,398.829
2004-05-28,396.339
2004-05-31,396.203
2004-06-01,395.993
2004-06-02,396.187
2004-06-03,395.059
2004-06-04,397.56
2004-06-07,402.049
2004-06-08,403.38
2004-06-09,397.7
2004-06-10,396.918
2004-06-11,392.726
2004-06-14,395.489
2004-06-15,392.535
2004-06-16,392.246
2004-06-17,394.894
2004-06-18,397.158
2004-06-21,397.69
2004-06-22,393.293
2004-06-23,397.238
2004-06-24,403.832
2004-06-25,402.505
2004-06-28,409.416
2004-06-29,409.27
2004-06-30,412.617
2004-07-01,408.804
2004-07-02,409.475
2004-07-05,408.916
2004-07-06,406.683
2004-07-07,408.584
2004-07-08,407.541
2004-07-09,406.656
2004-07-12,406.317
2004-07-13,405.328
2004-07-14,404.576
2004-07-15,398.386
2004-07-16,401.707
2004-07-19,396.356
2004-07-20,394.981
2004-07-21,395.297
2004-07-22,393.243
2004-07-23,387.953
2004-07-26,389.535
2004-07-27,388.24
2004-07-28,391.644
2004-07-29,396.501
2004-07-30,397.01
2004-08-02,393.88
2004-08-03,394.979
2004-08-04,391.782
2004-08-05,384.0
2004-08-06,385.532
2004-08-09,380.55
2004-08-10,385.272
2004-08-11,380.615
2004-08-12,376.221
2004-08-13,380.74
2004-08-16,382.179
2004-08-17,386.829
2004-08-18,384.87
2004-08-19,389.599
2004-08-20,389.707
2004-08-23,389.219
2004-08-24,385.88
2004-08-25,385.193
2004-08-26,386.765
2004-08-27,385.662
2004-08-30,387.085
2004-08-31,389.917
2004-09-01,390.462
2004-09-02,391.161
2004-09-03,390.284
2004-09-06,392.579
2004-09-07,392.582
2004-09-08,396.164
2004-09-09,397.58
2004-09-10,404.196
2004-09-13,405.884
2004-09-14,407.062
2004-09-15,402.855
2004-09-16,403.258
2004-09-17,406.168
2004-09-20,405.301
2004-09-21,409.342
2004-09-22,407.59
2004-09-23,408.631
2004-09-24,406.901
2004-09-27,402.969
2004-09-28,405.651
2004-09-29,408.48
2004-09-30,414.778
2004-10-01,418.094
2004-10-04,420.246
2004-10-05,420.036
2004-10-06,420.259
2004-10-07,420.081
2004-10-08,425.78
2004-10-11,421.654
2004-10-12,417.495
2004-10-13,418.345
2004-10-14,423.716
2004-10-15,425.004
2004-10-18,425.826
2004-10-19,433.053
2004-10-20,425.654
2004-10-21,429.67
2004-10-22,431.459
2004-10-25,431.63
2004-10-26,430.667
2004-10-27,431.931
2004-10-28,431.654
2004-10-29,430.511
2004-11-01,439.593
2004-11-02,438.445
2004-11-03,443.852
2004-11-04,448.267
2004-11-05,451.808
2004-11-08,455.901
2004-11-09,457.936
2004-11-10,462.465
2004-11-11,466.97
2004-11-12,470.648
2004-11-15,469.846
2004-11-16,471.411
2004-11-17,474.342
2004-11-18,474.24
2004-11-19,475.309
2004-11-22,476.322
2004-11-23,482.001
2004-11-24,487.456
2004-11-25,490.738
2004-11-26,489.809
2004-11-29,495.878
2004-11-30,493.905
2004-12-01,494.79
2004-12-02,497.907
2004-12-03,504.017
2004-12-06,506.128
2004-12-07,507.626
2004-12-08,498.085
2004-12-09,490.793
2004-12-10,487.623
2004-12-13,485.44
2004-12-14,485.213
2004-12-15,488.639
2004-12-16,484.703
2004-12-17,477.558
2004-12-20,489.587
2004-12-21,490.207
2004-12-22,493.975
2004-12-23,498.959
2004-12-24,500.253
2004-12-27,502.459
2004-12-28,502.164
2004-12-29,501.883
2004-12-30,503.547
2004-12-31,502.161
2005-01-03,502.104
2005-01-04,496.831
2005-01-05,492.506
2005-01-06,488.629
2005-01-07,493.944
2005-01-10,498.91
2005-01-11,495.109
2005-01-12,498.414
2005-01-13,497.247
2005-01-14,493.778
2005-01-17,496.894
2005-01-18,492.544
2005-01-19,492.728
2005-01-20,480.249
2005-01-21,485.589
2005-01-24,484.688
2005-01-25,487.088
2005-01-26,490.85
2005-01-27,491.789
2005-01-28,486.816
2005-01-31,487.577
2005-02-01,491.342
2005-02-02,498.178
2005-02-03,505.099
2005-02-04,515.633
2005-02-07,512.712
2005-02-08,511.202
2005-02-09,513.868
2005-02-10,511.663
2005-02-11,519.536
2005-02-14,524.23
2005-02-15,526.911
2005-02-16,527.764
2005-02-17,527.614
2005-02-18,532.7
2005-02-21,532.579
2005-02-22,537.996
2005-02-23,536.403
2005-02-24,542.309
2005-02-25,547.558
2005-02-28,553.814
2005-03-01,548.443
2005-03-02,549.166
2005-03-03,548.598
2005-03-04,558.26
2005-03-07,556.128
2005-03-08,559.082
2005-03-09,556.792
2005-03-10,553.835
2005-03-11,555.63
2005-03-14,555.691
2005-03-15,554.154
2005-03-16,552.615
2005-03-17,547.424
2005-03-18,541.047
2005-03-21,534.38
2005-03-22,534.462
2005-03-23,519.271
2005-03-24,520.665
2005-03-25,520.665
2005-03-28,517.011
2005-03-29,521.338
2005-03-30,518.64
2005-03-31,525.948
2005-04-01,522.532
2005-04-04,512.96
2005-04-05,522.282
2005-04-06,523.955
2005-04-07,530.647
2005-04-08,530.61
2005-04-11,533.717
2005-04-12,528.548
2005-04-13,531.154
2005-04-14,527.259
2005-04-15,520.216
2005-04-18,515.083
2005-04-19,518.336
2005-04-20,519.585
2005-04-21,510.258
2005-04-22,516.3
2005-04-25,511.842
2005-04-26,502.04
2005-04-27,491.888
2005-04-28,491.259
2005-04-29,493.087
2005-05-02,494.436
2005-05-03,502.611
2005-05-04,507.571
2005-05-05,506.963
2005-05-06,507.597
2005-05-09,506.887
2005-05-10,507.686
2005-05-11,505.772
2005-05-12,506.819
2005-05-13,508.313
2005-05-16,513.361
2005-05-17,517.421
2005-05-18,523.283
2005-05-19,519.936
2005-05-20,517.106
2005-05-23,525.165
2005-05-24,524.31
2005-05-25,523.323
2005-05-26,521.658
2005-05-27,527.266
2005-05-30,526.161
2005-05-31,521.665
2005-06-01,526.349
2005-06-02,525.126
2005-06-03,523.874
2005-06-06,523.14
2005-06-07,528.69
2005-06-08,535.344
2005-06-09,533.382
2005-06-10,537.867
2005-06-13,533.251
2005-06-14,532.683
2005-06-15,532.603
2005-06-16,536.531
2005-06-17,545.933
2005-06-20,543.014
2005-06-21,540.346
2005-06-22,543.295
2005-06-23,545.425
2005-06-24,547.077
2005-06-27,540.73
2005-06-28,538.56
2005-06-29,541.33
2005-06-30,541.437
2005-07-01,536.387
2005-07-04,532.414
2005-07-05,531.725
2005-07-06,535.39
2005-07-07,533.426
2005-07-08,539.551
2005-07-11,551.185
2005-07-12,559.15
2005-07-13,551.995
2005-07-14,553.755
2005-07-15,550.452
2005-07-18,552.966
2005-07-19,552.447
2005-07-20,554.12
2005-07-21,559.074
2005-07-22,564.744
2005-07-25,564.176
2005-07-26,560.523
2005-07-27,566.908
2005-07-28,574.588
2005-07-29,577.949
2005-08-01,587.686
2005-08-02,586.508
2005-08-03,592.774
2005-08-04,589.571
2005-08-05,587.039
2005-08-08,591.589
2005-08-09,592.709
2005-08-10,593.888
2005-08-11,592.059
2005-08-12,593.649
2005-08-15,592.967
2005-08-16,590.714
2005-08-17,586.181
2005-08-18,576.888
2005-08-19,577.308
2005-08-22,587.626
2005-08-23,589.749
2005-08-24,589.644
2005-08-25,589.78
2005-08-26,590.228
2005-08-29,586.284
2005-08-30,584.826
2005-08-31,595.138
2005-09-01,612.205
2005-09-02,615.729
2005-09-05,617.437
2005-09-06,620.104
2005-09-07,627.914
2005-09-08,624.732
2005-09-09,629.311
2005-09-12,623.768
2005-09-13,623.587
2005-09-14,621.276
2005-09-15,617.487
2005-09-16,614.853
2005-09-19,617.728
2005-09-20,627.369
2005-09-21,629.301
2005-09-22,630.6
2005-09-23,629.364
2005-09-26,625.454
2005-09-27,621.961
2005-09-28,619.098
2005-09-29,625.058
2005-09-30,626.744
2005-10-03,621.409
2005-10-04,617.802
2005-10-05,612.564
2005-10-06,614.234
2005-10-07,612.858
2005-10-10,602.708
2005-10-11,600.811
2005-10-12,596.163
2005-10-13,574.357
2005-10-14,572.65
2005-10-17,578.402
2005-10-18,573.127
2005-10-19,554.254
2005-10-20,553.768
2005-10-21,552.991
2005-10-24,563.71
2005-10-25,565.6
2005-10-26,569.535
2005-10-27,565.022
2005-10-28,561.461
2005-10-31,568.613
2005-11-01,569.186
2005-11-02,581.647
2005-11-03,571.93
2005-11-04,573.538
2005-11-07,566.871
2005-11-08,565.417
