Date,NEW ZEALAND SMID GROWTH SMID (Small+Mid Cap)
2024-10-31,2139.385
2024-11-29,2208.124
2024-12-31,2098.732
2025-01-31,2086.592
2025-02-28,1972.702
2025-03-31,1941.78
2025-04-30,2035.143
2025-05-30,2150.262
2025-06-30,2197.715
2025-07-31,2236.29
2025-08-29,2156.505
2025-09-30,2173.899
