Date,FINLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2013-10-31,900.017
2013-11-29,935.532
2013-12-31,934.914
2014-01-31,861.113
2014-02-28,941.56
2014-03-31,916.0
2014-04-30,931.232
2014-05-30,945.962
2014-06-30,928.85
2014-07-31,943.526
2014-08-29,966.563
2014-09-30,939.171
2014-10-31,938.047
2014-11-28,956.383
2014-12-31,925.972
2015-01-30,921.218
2015-02-27,962.043
2015-03-31,924.591
2015-04-30,877.756
2015-05-29,907.66
2015-06-30,868.675
2015-07-31,903.458
2015-08-31,816.78
2015-09-30,826.431
2015-10-30,916.254
2015-11-30,905.984
2015-12-31,904.155
2016-01-29,892.066
2016-02-29,814.7
2016-03-31,840.142
2016-04-29,827.455
2016-05-31,824.148
2016-06-30,804.571
2016-07-29,870.617
2016-08-31,859.984
2016-09-30,881.947
2016-10-31,809.534
2016-11-30,781.749
2016-12-30,807.333
2017-01-31,827.757
2017-02-28,833.1
2017-03-31,860.915
2017-04-28,915.287
2017-05-31,945.878
2017-06-30,952.616
2017-07-31,953.04
2017-08-31,992.086
2017-09-29,997.797
2017-10-31,974.236
2017-11-30,946.904
2017-12-29,928.907
2018-01-31,974.853
2018-02-28,1019.09
2018-03-30,981.263
2018-04-30,1013.859
2018-05-31,1006.573
2018-06-29,985.595
2018-07-31,1021.763
2018-08-31,1036.669
2018-09-28,1024.476
2018-10-31,896.675
2018-11-30,851.947
2018-12-31,837.287
2019-01-31,907.563
2019-02-28,940.723
2019-03-29,964.679
2019-04-30,985.5
2019-05-31,934.83
2019-06-28,997.08
2019-07-31,948.252
2019-08-30,928.434
2019-09-30,940.522
2019-10-31,1019.916
2019-11-29,996.537
2019-12-31,1038.62
2020-01-31,1067.393
2020-02-28,1004.873
2020-03-31,883.996
2020-04-30,976.095
2020-05-29,1085.422
2020-06-30,1108.084
2020-07-31,1227.414
2020-08-31,1311.793
2020-09-30,1232.48
2020-10-30,1143.839
2020-11-30,1340.044
2020-12-31,1372.747
2021-01-29,1440.014
2021-02-26,1363.923
2021-03-31,1330.366
2021-04-30,1448.723
2021-05-31,1533.022
2021-06-30,1523.614
2021-07-30,1590.768
2021-08-31,1592.983
2021-09-30,1418.153
2021-10-29,1439.74
2021-11-30,1355.566
2021-12-31,1445.179
2022-01-31,1328.838
2022-02-28,1221.026
2022-03-31,1254.348
2022-04-29,1174.434
2022-05-31,1192.825
2022-06-30,1087.841
2022-07-29,1167.44
2022-08-31,1096.912
2022-09-30,966.938
2022-10-31,1005.308
2022-11-30,1137.28
2022-12-30,1119.016
2023-01-31,1189.546
2023-02-28,1180.484
2023-03-31,1215.254
2023-04-28,1249.534
2023-05-31,1095.766
2023-06-30,1121.2
2023-07-31,1099.824
2023-08-31,1059.704
2023-09-29,993.361
2023-10-31,962.687
2023-11-30,1059.354
2023-12-29,1138.163
2024-01-31,1141.775
2024-02-29,1118.818
2024-03-29,1141.389
2024-04-30,1145.803
2024-05-31,1209.797
2024-06-28,1113.926
2024-07-31,1114.874
2024-08-30,1165.355
2024-09-30,1181.473
2024-10-31,1044.357
2024-11-29,986.395
2024-12-31,964.466
2025-01-31,1025.026
2025-02-28,1076.842
2025-03-31,1039.633
2025-04-30,1097.093
2025-05-30,1181.965
2025-06-30,1284.635
2025-07-31,1344.031
2025-08-29,1370.631
2025-09-30,1398.206
2025-10-31,1476.837
2025-11-28,1484.561
