Date,KOKUSAI INDEX (WORLD ex JP) IMI IMI (Large+Mid+Small Cap)
2001-08-27,553.601
2001-08-28,546.723
2001-08-29,543.267
2001-08-30,534.401
2001-08-31,535.391
2001-09-03,533.126
2001-09-04,532.1
2001-09-05,528.179
2001-09-06,517.867
2001-09-07,510.076
2001-09-10,508.556
2001-09-11,500.027
2001-09-12,500.443
2001-09-13,502.338
2001-09-14,496.359
2001-09-17,482.034
2001-09-18,478.076
2001-09-19,471.427
2001-09-20,455.726
2001-09-21,444.348
2001-09-24,462.076
2001-09-25,467.759
2001-09-26,467.493
2001-09-27,472.311
2001-09-28,482.49
2001-10-01,479.089
2001-10-02,483.688
2001-10-03,491.83
2001-10-04,495.85
2001-10-05,496.296
2001-10-08,493.548
2001-10-09,491.959
2001-10-10,501.355
2001-10-11,507.978
2001-10-12,506.128
2001-10-15,503.315
2001-10-16,507.681
2001-10-17,504.513
2001-10-18,498.708
2001-10-19,496.94
2001-10-22,502.652
2001-10-23,504.528
2001-10-24,505.878
2001-10-25,508.299
2001-10-26,512.519
2001-10-29,504.134
2001-10-30,495.478
2001-10-31,497.055
2001-11-01,505.403
2001-11-02,506.187
2001-11-05,513.08
2001-11-06,517.92
2001-11-07,519.087
2001-11-08,521.288
2001-11-09,520.342
2001-11-12,517.168
2001-11-13,525.982
2001-11-14,528.019
2001-11-15,528.367
2001-11-16,529.592
2001-11-19,534.582
2001-11-20,530.358
2001-11-21,527.146
2001-11-22,528.992
2001-11-23,531.78
2001-11-26,534.946
2001-11-27,531.98
2001-11-28,524.702
2001-11-29,528.344
2001-11-30,530.02
2001-12-03,525.431
2001-12-04,532.583
2001-12-05,544.91
2001-12-06,545.781
2001-12-07,542.023
2001-12-10,533.922
2001-12-11,533.292
2001-12-12,533.217
2001-12-13,525.533
2001-12-14,525.965
2001-12-17,533.415
2001-12-18,535.666
2001-12-19,535.148
2001-12-20,530.727
2001-12-21,533.27
2001-12-24,532.326
2001-12-25,532.325
2001-12-26,534.405
2001-12-27,540.501
2001-12-28,542.354
2001-12-31,540.348
2002-01-01,540.348
2002-01-02,542.362
2002-01-03,548.206
2002-01-04,550.483
2002-01-07,546.716
2002-01-08,544.374
2002-01-09,542.477
2002-01-10,541.721
2002-01-11,538.892
2002-01-14,533.416
2002-01-15,535.952
2002-01-16,527.448
2002-01-17,531.928
2002-01-18,528.318
2002-01-21,527.581
2002-01-22,525.14
2002-01-23,529.004
2002-01-24,531.399
2002-01-25,528.821
2002-01-28,529.363
2002-01-29,519.094
2002-01-30,520.24
2002-01-31,526.571
2002-02-01,524.714
2002-02-04,515.98
2002-02-05,512.21
2002-02-06,508.256
2002-02-07,508.162
2002-02-08,513.922
2002-02-11,520.913
2002-02-12,519.238
2002-02-13,522.761
2002-02-14,523.284
2002-02-15,519.135
2002-02-18,517.832
2002-02-19,509.346
2002-02-20,512.024
2002-02-21,508.504
2002-02-22,510.238
2002-02-25,516.633
2002-02-26,517.817
2002-02-27,519.675
2002-02-28,518.694
2002-03-01,527.532
2002-03-04,538.816
2002-03-05,536.68
2002-03-06,543.103
2002-03-07,544.252
2002-03-08,546.641
2002-03-11,546.823
2002-03-12,543.594
2002-03-13,540.964
2002-03-14,542.393
2002-03-15,547.427
2002-03-18,548.651
2002-03-19,550.722
2002-03-20,544.878
2002-03-21,545.04
2002-03-22,543.919
2002-03-25,537.343
2002-03-26,539.239
2002-03-27,540.923
2002-03-28,543.607
2002-03-29,543.606
2002-04-01,544.911
2002-04-02,541.202
2002-04-03,537.396
2002-04-04,536.492
2002-04-05,535.411
2002-04-08,533.317
2002-04-09,531.97
2002-04-10,537.645
2002-04-11,528.715
2002-04-12,531.531
2002-04-15,530.686
2002-04-16,541.051
2002-04-17,541.825
2002-04-18,540.914
2002-04-19,541.326
2002-04-22,535.029
2002-04-23,532.822
2002-04-24,530.69
2002-04-25,529.658
2002-04-26,524.529
2002-04-29,521.408
2002-04-30,525.945
2002-05-01,529.146
2002-05-02,527.922
2002-05-03,525.684
2002-05-06,519.682
2002-05-07,516.077
2002-05-08,529.921
2002-05-09,524.645
2002-05-10,518.794
2002-05-13,525.311
2002-05-14,532.452
2002-05-15,533.409
2002-05-16,534.546
2002-05-17,538.446
2002-05-20,533.564
2002-05-21,528.872
2002-05-22,529.456
2002-05-23,532.025
2002-05-24,528.605
2002-05-27,528.271
2002-05-28,526.25
2002-05-29,523.957
2002-05-30,522.036
2002-05-31,523.451
2002-06-03,514.413
2002-06-04,512.141
2002-06-05,512.869
2002-06-06,506.949
2002-06-07,504.871
2002-06-10,505.7
2002-06-11,500.996
2002-06-12,500.224
2002-06-13,494.999
2002-06-14,490.881
2002-06-17,503.698
2002-06-18,503.863
2002-06-19,497.23
2002-06-20,491.163
2002-06-21,486.341
2002-06-24,484.65
2002-06-25,481.446
2002-06-26,479.893
2002-06-27,486.041
2002-06-28,491.345
2002-07-01,484.581
2002-07-02,472.966
2002-07-03,469.607
2002-07-04,472.116
2002-07-05,487.628
2002-07-08,485.287
2002-07-09,477.368
2002-07-10,462.743
2002-07-11,459.097
2002-07-12,457.603
2002-07-15,451.429
2002-07-16,447.239
2002-07-17,452.479
2002-07-18,446.728
2002-07-19,431.453
2002-07-22,415.134
2002-07-23,403.202
2002-07-24,415.324
2002-07-25,419.151
2002-07-26,423.033
2002-07-29,443.847
2002-07-30,446.197
2002-07-31,448.292
2002-08-01,435.289
2002-08-02,428.744
2002-08-05,415.484
2002-08-06,425.184
2002-08-07,430.118
2002-08-08,443.065
2002-08-09,446.381
2002-08-12,443.212
2002-08-13,438.344
2002-08-14,447.249
2002-08-15,453.736
2002-08-16,454.939
2002-08-19,464.086
2002-08-20,458.304
2002-08-21,464.331
2002-08-22,470.044
2002-08-23,461.349
2002-08-26,463.051
2002-08-27,461.8
2002-08-28,451.597
2002-08-29,450.231
2002-08-30,450.189
2002-09-02,448.508
2002-09-03,433.218
2002-09-04,438.272
2002-09-05,432.769
2002-09-06,440.404
2002-09-09,441.198
2002-09-10,445.243
2002-09-11,447.539
2002-09-12,436.709
2002-09-13,435.458
2002-09-16,434.42
2002-09-17,427.49
2002-09-18,422.552
2002-09-19,412.658
2002-09-20,413.342
2002-09-23,405.491
2002-09-24,398.999
2002-09-25,406.907
2002-09-26,416.356
2002-09-27,408.001
2002-09-30,400.781
2002-10-01,411.41
2002-10-02,407.987
2002-10-03,403.681
2002-10-04,394.569
2002-10-07,387.801
2002-10-08,389.451
2002-10-09,382.047
2002-10-10,392.839
2002-10-11,408.339
2002-10-14,409.427
2002-10-15,428.515
2002-10-16,419.835
2002-10-17,429.49
2002-10-18,430.361
2002-10-21,435.551
2002-10-22,431.642
2002-10-23,430.404
2002-10-24,429.011
2002-10-25,433.482
2002-10-28,433.436
2002-10-29,425.999
2002-10-30,431.613
2002-10-31,432.943
2002-11-01,437.292
2002-11-04,444.012
2002-11-05,446.927
2002-11-06,448.409
2002-11-07,440.811
2002-11-08,437.14
2002-11-11,429.76
2002-11-12,433.69
2002-11-13,432.194
2002-11-14,441.046
2002-11-15,444.071
2002-11-18,442.714
2002-11-19,441.007
2002-11-20,445.506
2002-11-21,455.644
2002-11-22,455.064
2002-11-25,454.327
2002-11-26,445.744
2002-11-27,456.044
2002-11-28,458.019
2002-11-29,456.809
2002-12-02,456.847
2002-12-03,449.867
2002-12-04,448.231
2002-12-05,443.691
2002-12-06,445.716
2002-12-09,436.52
2002-12-10,441.133
2002-12-11,442.523
2002-12-12,441.0
2002-12-13,436.214
2002-12-16,445.528
2002-12-17,442.658
2002-12-18,436.077
2002-12-19,433.564
2002-12-20,438.47
2002-12-23,439.645
2002-12-24,438.665
2002-12-25,438.663
2002-12-26,438.187
2002-12-27,430.772
2002-12-30,433.397
2002-12-31,435.174
2003-01-01,435.173
2003-01-02,446.614
2003-01-03,447.892
2003-01-06,455.731
2003-01-07,451.992
2003-01-08,445.594
2003-01-09,452.871
2003-01-10,454.2
2003-01-13,454.164
2003-01-14,456.656
2003-01-15,450.95
2003-01-16,449.729
2003-01-17,443.768
2003-01-20,442.176
2003-01-21,436.475
2003-01-22,431.875
2003-01-23,434.534
2003-01-24,426.182
2003-01-27,417.39
2003-01-28,420.78
2003-01-29,423.308
2003-01-30,419.023
2003-01-31,422.513
2003-02-03,425.7
2003-02-04,419.884
2003-02-05,420.098
2003-02-06,415.644
2003-02-07,411.677
2003-02-10,412.277
2003-02-11,412.192
2003-02-12,406.886
2003-02-13,406.584
2003-02-14,412.785
2003-02-17,414.553
2003-02-18,420.483
2003-02-19,416.73
2003-02-20,414.61
2003-02-21,419.011
2003-02-24,412.618
2003-02-25,410.751
2003-02-26,407.334
2003-02-27,410.704
2003-02-28,414.139
2003-03-03,413.608
2003-03-04,407.747
2003-03-05,409.484
2003-03-06,406.154
2003-03-07,406.379
2003-03-10,397.373
2003-03-11,395.0
2003-03-12,391.795
2003-03-13,404.756
2003-03-14,408.486
2003-03-17,420.374
2003-03-18,421.914
2003-03-19,425.224
2003-03-20,426.029
2003-03-21,435.128
2003-03-24,421.63
2003-03-25,426.579
2003-03-26,425.215
2003-03-27,423.38
2003-03-28,422.051
2003-03-31,415.068
2003-04-01,419.514
2003-04-02,429.142
2003-04-03,428.283
2003-04-04,429.879
2003-04-07,433.685
2003-04-08,431.647
2003-04-09,428.157
2003-04-10,429.192
2003-04-11,428.658
2003-04-14,435.405
2003-04-15,439.453
2003-04-16,435.97
2003-04-17,441.745
2003-04-18,441.744
2003-04-21,440.683
2003-04-22,448.944
2003-04-23,453.151
2003-04-24,449.58
2003-04-25,444.114
2003-04-28,451.733
2003-04-29,452.803
2003-04-30,454.558
2003-05-01,455.33
2003-05-02,460.311
2003-05-05,461.494
2003-05-06,466.659
2003-05-07,463.864
2003-05-08,459.212
2003-05-09,464.919
2003-05-12,469.886
2003-05-13,469.227
2003-05-14,468.855
2003-05-15,472.34
2003-05-16,473.142
2003-05-19,463.36
2003-05-20,463.208
2003-05-21,463.986
2003-05-22,468.444
2003-05-23,469.769
2003-05-26,470.227
2003-05-27,476.927
2003-05-28,478.767
2003-05-29,479.363
2003-05-30,483.557
2003-06-02,487.372
2003-06-03,487.485
2003-06-04,493.742
2003-06-05,496.902
2003-06-06,497.51
2003-06-09,492.036
2003-06-10,494.695
2003-06-11,502.13
2003-06-12,503.492
2003-06-13,499.073
2003-06-16,508.904
2003-06-17,510.617
2003-06-18,509.28
2003-06-19,501.987
2003-06-20,502.249
2003-06-23,493.833
2003-06-24,493.22
2003-06-25,492.657
2003-06-26,494.296
2003-06-27,491.628
2003-06-30,490.078
2003-07-01,491.382
2003-07-02,497.255
2003-07-03,495.936
2003-07-04,495.119
2003-07-07,502.623
2003-07-08,503.199
2003-07-09,500.953
2003-07-10,495.365
2003-07-11,499.478
2003-07-14,503.901
2003-07-15,500.706
2003-07-16,497.626
2003-07-17,491.296
2003-07-18,495.308
2003-07-21,490.929
2003-07-22,494.855
2003-07-23,496.532
2003-07-24,497.475
2003-07-25,502.405
2003-07-28,503.463
2003-07-29,500.987
2003-07-30,499.397
2003-07-31,500.201
2003-08-01,495.744
2003-08-04,496.14
2003-08-05,491.471
2003-08-06,489.978
2003-08-07,492.861
2003-08-08,494.455
2003-08-11,496.573
2003-08-12,500.542
2003-08-13,499.7
2003-08-14,503.0
2003-08-15,503.486
2003-08-18,506.98
2003-08-19,507.621
2003-08-20,507.376
2003-08-21,508.135
2003-08-22,503.744
2003-08-25,503.103
2003-08-26,502.432
2003-08-27,504.075
2003-08-28,507.168
2003-08-29,509.105
2003-09-01,510.779
2003-09-02,514.517
2003-09-03,518.036
2003-09-04,519.55
2003-09-05,518.567
2003-09-08,523.898
2003-09-09,520.666
2003-09-10,514.774
2003-09-11,516.885
2003-09-12,518.418
2003-09-15,517.684
2003-09-16,522.527
2003-09-17,522.941
2003-09-18,528.611
2003-09-19,527.93
2003-09-22,522.735
2003-09-23,524.529
2003-09-24,518.286
2003-09-25,514.994
2003-09-26,510.536
2003-09-29,513.87
2003-09-30,509.681
2003-10-01,519.943
2003-10-02,521.863
2003-10-03,527.984
2003-10-06,529.889
2003-10-07,531.982
2003-10-08,530.666
2003-10-09,534.297
2003-10-10,534.715
2003-10-13,538.406
2003-10-14,539.701
2003-10-15,539.467
2003-10-16,541.16
2003-10-17,536.18
2003-10-20,538.11
2003-10-21,539.752
2003-10-22,533.269
2003-10-23,532.29
2003-10-24,531.188
2003-10-27,533.153
2003-10-28,539.0
2003-10-29,540.681
2003-10-30,541.426
2003-10-31,541.687
2003-11-03,545.173
2003-11-04,543.366
2003-11-05,542.23
2003-11-06,544.107
2003-11-07,545.154
2003-11-10,541.889
2003-11-11,540.549
2003-11-12,547.419
2003-11-13,549.261
2003-11-14,547.861
2003-11-17,542.431
2003-11-18,540.846
2003-11-19,542.918
2003-11-20,539.86
2003-11-21,541.039
2003-11-24,547.561
2003-11-25,549.099
2003-11-26,552.205
2003-11-27,552.615
2003-11-28,553.517
2003-12-01,560.003
2003-12-02,560.229
2003-12-03,560.361
2003-12-04,560.572
2003-12-05,557.936
2003-12-08,560.804
2003-12-09,558.282
2003-12-10,556.45
2003-12-11,560.493
2003-12-12,563.437
2003-12-15,561.677
2003-12-16,563.168
2003-12-17,564.437
2003-12-18,570.232
2003-12-19,570.21
2003-12-22,572.044
2003-12-23,574.351
2003-12-24,574.885
2003-12-25,574.886
2003-12-26,575.618
2003-12-29,581.541
2003-12-30,583.25
2003-12-31,585.131
2004-01-01,585.132
2004-01-02,586.307
2004-01-05,593.483
2004-01-06,595.339
2004-01-07,594.764
2004-01-08,598.93
2004-01-09,597.32
2004-01-12,598.47
2004-01-13,596.815
2004-01-14,599.736
2004-01-15,598.868
2004-01-16,600.477
2004-01-19,600.639
2004-01-20,603.777
2004-01-21,608.001
2004-01-22,608.133
2004-01-23,606.957
2004-01-26,608.95
2004-01-27,606.314
2004-01-28,600.972
2004-01-29,596.797
2004-01-30,596.54
2004-02-02,598.264
2004-02-03,599.859
2004-02-04,594.775
2004-02-05,596.672
2004-02-06,604.936
2004-02-09,606.719
2004-02-10,609.271
2004-02-11,613.447
2004-02-12,614.041
2004-02-13,611.218
2004-02-16,611.793
2004-02-17,617.972
2004-02-18,616.475
2004-02-19,614.165
2004-02-20,609.769
2004-02-23,608.074
2004-02-24,607.673
2004-02-25,608.601
2004-02-26,608.017
2004-02-27,608.687
2004-03-01,615.268
2004-03-02,611.61
2004-03-03,608.546
2004-03-04,612.069
2004-03-05,616.607
2004-03-08,612.933
2004-03-09,609.352
2004-03-10,599.55
2004-03-11,589.265
2004-03-12,593.687
2004-03-15,584.998
2004-03-16,589.74
2004-03-17,595.053
2004-03-18,594.606
2004-03-19,591.133
2004-03-22,582.794
2004-03-23,581.961
2004-03-24,579.032
2004-03-25,587.0
2004-03-26,586.332
2004-03-29,594.175
2004-03-30,596.961
2004-03-31,598.274
2004-04-01,604.164
2004-04-02,607.219
2004-04-05,609.055
2004-04-06,607.866
2004-04-07,607.292
2004-04-08,606.389
2004-04-09,606.39
2004-04-12,607.914
2004-04-13,600.617
2004-04-14,596.254
2004-04-15,596.286
2004-04-16,600.934
2004-04-19,602.178
2004-04-20,595.391
2004-04-21,594.855
2004-04-22,601.186
2004-04-23,601.485
2004-04-26,601.153
2004-04-27,602.363
2004-04-28,592.705
2004-04-29,588.891
2004-04-30,585.705
2004-05-03,589.629
2004-05-04,593.97
2004-05-05,596.258
2004-05-06,590.181
2004-05-07,581.288
2004-05-10,570.141
2004-05-11,574.821
2004-05-12,575.199
2004-05-13,575.341
2004-05-14,574.096
2004-05-17,569.312
2004-05-18,572.884
2004-05-19,576.88
2004-05-20,574.189
2004-05-21,577.507
2004-05-24,579.023
2004-05-25,586.601
2004-05-26,589.045
2004-05-27,595.072
2004-05-28,593.761
2004-05-31,594.259
2004-06-01,593.581
2004-06-02,596.17
2004-06-03,592.612
2004-06-04,596.222
2004-06-07,605.178
2004-06-08,605.309
2004-06-09,598.455
2004-06-10,600.37
2004-06-11,598.831
2004-06-14,593.112
2004-06-15,597.091
2004-06-16,598.699
2004-06-17,599.047
2004-06-18,601.651
2004-06-21,599.656
2004-06-22,599.376
2004-06-23,603.634
2004-06-24,605.137
2004-06-25,603.081
2004-06-28,604.522
2004-06-29,603.49
2004-06-30,605.363
2004-07-01,600.993
2004-07-02,601.079
2004-07-05,600.574
2004-07-06,596.365
2004-07-07,598.557
2004-07-08,596.019
2004-07-09,597.099
2004-07-12,596.898
2004-07-13,596.005
2004-07-14,595.345
2004-07-15,591.996
2004-07-16,591.983
2004-07-19,590.809
2004-07-20,593.003
2004-07-21,586.672
2004-07-22,585.273
2004-07-23,579.374
2004-07-26,576.735
2004-07-27,580.503
2004-07-28,580.738
2004-07-29,585.715
2004-07-30,586.266
2004-08-02,587.6
2004-08-03,586.254
2004-08-04,584.029
2004-08-05,578.023
2004-08-06,571.74
2004-08-09,570.289
2004-08-10,577.093
2004-08-11,573.058
2004-08-12,568.492
2004-08-13,570.394
2004-08-16,577.06
2004-08-17,578.042
2004-08-18,582.491
2004-08-19,583.07
2004-08-20,585.323
2004-08-23,584.703
2004-08-24,583.336
2004-08-25,586.634
2004-08-26,587.694
2004-08-27,589.569
2004-08-30,586.104
2004-08-31,588.28
2004-09-01,591.084
2004-09-02,595.513
2004-09-03,593.401
2004-09-06,594.542
2004-09-07,597.413
2004-09-08,596.278
2004-09-09,596.926
2004-09-10,601.599
2004-09-13,603.5
2004-09-14,604.445
2004-09-15,599.206
2004-09-16,601.673
2004-09-17,604.293
2004-09-20,601.606
2004-09-21,607.087
2004-09-22,600.803
2004-09-23,599.065
2004-09-24,599.555
2004-09-27,596.26
2004-09-28,600.059
2004-09-29,602.692
2004-09-30,603.842
2004-10-01,612.461
2004-10-04,613.749
2004-10-05,614.592
2004-10-06,617.243
2004-10-07,612.874
2004-10-08,611.37
2004-10-11,611.441
2004-10-12,607.818
2004-10-13,604.443
2004-10-14,602.172
2004-10-15,605.045
2004-10-18,606.72
2004-10-19,605.022
2004-10-20,605.272
2004-10-21,608.026
2004-10-22,604.503
2004-10-25,603.607
2004-10-26,609.599
2004-10-27,616.927
2004-10-28,618.182
2004-10-29,618.516
2004-11-01,620.713
2004-11-02,621.665
2004-11-03,629.083
2004-11-04,635.889
2004-11-05,639.11
2004-11-08,638.923
2004-11-09,638.414
2004-11-10,638.984
2004-11-11,644.227
2004-11-12,649.56
2004-11-15,649.589
2004-11-16,646.41
2004-11-17,651.617
2004-11-18,651.072
2004-11-19,646.502
2004-11-22,647.921
2004-11-23,649.465
2004-11-24,652.695
2004-11-25,655.717
2004-11-26,656.19
2004-11-29,655.418
2004-11-30,652.895
2004-12-01,661.42
2004-12-02,661.283
2004-12-03,662.735
2004-12-06,662.3
2004-12-07,657.819
2004-12-08,655.939
2004-12-09,656.165
2004-12-10,656.228
2004-12-13,662.706
2004-12-14,664.724
2004-12-15,668.778
2004-12-16,666.015
2004-12-17,661.871
2004-12-20,665.462
2004-12-21,668.366
2004-12-22,671.136
2004-12-23,673.394
2004-12-24,674.648
2004-12-27,673.977
2004-12-28,677.257
2004-12-29,676.884
2004-12-30,678.193
2004-12-31,677.424
2005-01-03,672.095
2005-01-04,664.34
2005-01-05,659.916
2005-01-06,660.57
2005-01-07,659.071
2005-01-10,661.758
2005-01-11,658.707
2005-01-12,661.456
2005-01-13,657.922
2005-01-14,659.475
2005-01-17,660.29
2005-01-18,663.415
2005-01-19,660.25
2005-01-20,654.91
2005-01-21,653.473
2005-01-24,652.311
2005-01-25,653.403
2005-01-26,658.42
2005-01-27,659.114
2005-01-28,656.637
2005-01-31,662.496
2005-02-01,666.519
2005-02-02,669.372
2005-02-03,666.823
2005-02-04,673.465
2005-02-07,672.382
2005-02-08,672.021
2005-02-09,668.376
2005-02-10,672.184
2005-02-11,677.169
2005-02-14,679.605
2005-02-15,681.491
2005-02-16,680.999
2005-02-17,679.68
2005-02-18,680.374
2005-02-21,680.281
2005-02-22,675.028
2005-02-23,675.205
2005-02-24,678.656
2005-02-25,685.577
2005-02-28,684.205
2005-03-01,686.451
2005-03-02,685.297
2005-03-03,685.757
2005-03-04,693.936
2005-03-07,693.993
2005-03-08,693.838
2005-03-09,688.464
2005-03-10,687.394
2005-03-11,686.362
2005-03-14,687.053
2005-03-15,684.983
2005-03-16,681.077
2005-03-17,681.205
2005-03-18,679.669
2005-03-21,675.46
2005-03-22,672.418
2005-03-23,666.752
2005-03-24,666.97
2005-03-25,666.969
2005-03-28,666.178
2005-03-29,663.414
2005-03-30,669.298
2005-03-31,670.673
2005-04-01,668.939
2005-04-04,666.426
2005-04-05,670.141
2005-04-06,672.171
2005-04-07,676.319
2005-04-08,672.354
2005-04-11,673.604
2005-04-12,673.813
2005-04-13,670.024
2005-04-14,662.973
2005-04-15,654.543
2005-04-18,652.916
2005-04-19,658.423
2005-04-20,652.852
2005-04-21,660.898
2005-04-22,659.584
2005-04-25,662.422
2005-04-26,657.585
2005-04-27,655.768
2005-04-28,649.946
2005-04-29,654.669
2005-05-02,656.399
2005-05-03,657.324
2005-05-04,664.987
2005-05-05,665.453
2005-05-06,664.77
2005-05-09,666.591
2005-05-10,661.797
2005-05-11,661.814
2005-05-12,656.926
2005-05-13,653.393
2005-05-16,655.93
2005-05-17,659.199
2005-05-18,666.564
2005-05-19,669.676
2005-05-20,668.008
2005-05-23,671.715
2005-05-24,672.111
2005-05-25,670.221
2005-05-26,673.526
2005-05-27,674.855
2005-05-30,675.119
2005-05-31,670.645
2005-06-01,676.087
2005-06-02,677.449
2005-06-03,674.49
2005-06-06,675.013
2005-06-07,677.26
2005-06-08,677.163
2005-06-09,677.086
2005-06-10,676.484
2005-06-13,677.002
2005-06-14,678.781
2005-06-15,680.689
2005-06-16,683.822
2005-06-17,688.906
2005-06-20,687.108
2005-06-21,687.046
2005-06-22,687.784
2005-06-23,682.721
2005-06-24,678.365
2005-06-27,677.404
2005-06-28,682.032
2005-06-29,682.063
2005-06-30,679.339
2005-07-01,679.346
2005-07-04,678.875
2005-07-05,682.374
2005-07-06,681.2
2005-07-07,678.667
2005-07-08,686.682
2005-07-11,693.742
2005-07-12,696.618
2005-07-13,695.833
2005-07-14,697.431
2005-07-15,696.351
2005-07-18,694.05
2005-07-19,697.006
2005-07-20,699.588
2005-07-21,699.082
2005-07-22,702.314
2005-07-25,700.266
2005-07-26,700.297
2005-07-27,703.331
2005-07-28,708.194
2005-07-29,706.512
2005-08-01,708.811
2005-08-02,714.217
2005-08-03,716.027
2005-08-04,712.056
2005-08-05,706.452
2005-08-08,707.17
2005-08-09,710.485
2005-08-10,713.193
2005-08-11,717.389
2005-08-12,714.591
2005-08-15,714.238
2005-08-16,707.848
2005-08-17,706.722
2005-08-18,702.191
2005-08-19,704.373
2005-08-22,707.665
2005-08-23,704.52
2005-08-24,702.05
2005-08-25,702.496
2005-08-26,698.949
2005-08-29,700.798
2005-08-30,698.384
2005-08-31,707.385
2005-09-01,713.797
2005-09-02,713.523
2005-09-05,714.185
2005-09-06,720.762
2005-09-07,722.485
2005-09-08,719.927
2005-09-09,724.924
2005-09-12,722.312
2005-09-13,717.358
2005-09-14,717.486
2005-09-15,715.849
2005-09-16,720.793
2005-09-19,718.191
2005-09-20,715.611
2005-09-21,710.23
2005-09-22,708.816
2005-09-23,708.706
2005-09-26,711.715
2005-09-27,710.408
2005-09-28,712.589
2005-09-29,716.466
2005-09-30,719.338
2005-10-03,718.233
2005-10-04,714.518
2005-10-05,704.156
2005-10-06,701.084
2005-10-07,701.752
2005-10-10,698.173
2005-10-11,696.147
2005-10-12,691.924
2005-10-13,686.554
2005-10-14,693.31
2005-10-17,694.105
2005-10-18,686.751
2005-10-19,689.957
2005-10-20,684.333
2005-10-21,685.197
2005-10-24,694.261
2005-10-25,695.403
2005-10-26,694.153
2005-10-27,687.284
2005-10-28,693.039
2005-10-31,700.204
2005-11-01,699.43
2005-11-02,706.97
2005-11-03,711.575
