Date,SPAIN GROWTH Standard (Large+Mid Cap)
1988-06-30,282.833
1988-07-29,275.573
1988-08-31,266.75
1988-09-30,266.725
1988-10-31,293.365
1988-11-30,301.021
1988-12-30,293.798
1989-01-31,287.603
1989-02-28,281.2
1989-03-31,285.164
1989-04-28,291.025
1989-05-31,273.728
1989-06-30,278.953
1989-07-31,294.768
1989-08-31,302.574
1989-09-29,308.857
1989-10-31,293.656
1989-11-30,292.988
1989-12-29,301.68
1990-01-31,275.171
1990-02-28,264.101
1990-03-30,239.004
1990-04-30,262.423
1990-05-31,279.803
1990-06-29,298.815
1990-07-31,318.631
1990-08-31,281.072
1990-09-28,218.232
1990-10-31,258.015
1990-11-30,250.431
1990-12-31,240.462
1991-01-31,261.662
1991-02-28,294.864
1991-03-29,286.976
1991-04-30,273.958
1991-05-31,287.103
1991-06-28,259.618
1991-07-31,266.071
1991-08-30,273.548
1991-09-30,285.274
1991-10-31,267.073
1991-11-29,250.561
1991-12-31,264.227
1992-01-31,271.34
1992-02-28,280.576
1992-03-31,270.383
1992-04-30,267.078
1992-05-29,289.255
1992-06-30,275.219
1992-07-31,250.185
1992-08-31,240.338
1992-09-30,208.136
1992-10-30,202.664
1992-11-30,217.149
1992-12-31,221.726
1993-01-29,231.094
1993-02-26,232.964
1993-03-31,246.197
1993-04-30,252.234
1993-05-31,246.987
1993-06-30,246.557
1993-07-30,235.88
1993-08-31,284.794
1993-09-30,274.829
1993-10-29,297.13
1993-11-30,275.999
1993-12-31,296.281
1994-01-31,337.251
1994-02-28,325.307
1994-03-31,317.056
1994-04-29,311.771
1994-05-31,308.667
1994-06-30,287.608
1994-07-29,305.684
1994-08-31,304.246
1994-09-30,291.575
1994-10-31,302.919
1994-11-30,298.472
1994-12-30,278.799
1995-01-31,274.895
1995-02-28,283.488
1995-03-31,278.928
1995-04-28,311.449
1995-05-31,322.278
1995-06-30,329.099
1995-07-31,354.937
1995-08-31,341.313
1995-09-29,342.283
1995-10-31,334.386
1995-11-30,357.867
1995-12-29,375.819
1996-01-31,371.887
1996-02-29,392.056
1996-03-29,394.731
1996-04-30,405.214
1996-05-31,395.044
1996-06-28,415.077
1996-07-31,399.106
1996-08-30,400.919
1996-09-30,410.152
1996-10-31,417.94
1996-11-29,458.543
1996-12-31,489.694
1997-01-31,493.822
1997-02-28,469.403
1997-03-31,491.026
1997-04-30,518.228
1997-05-30,538.756
1997-06-30,590.469
1997-07-31,564.235
1997-08-29,555.766
1997-09-30,632.076
1997-10-31,559.834
1997-11-28,594.551
1997-12-31,612.612
1998-01-30,651.081
1998-02-27,779.288
1998-03-31,853.328
1998-04-30,902.747
1998-05-29,887.923
1998-06-30,898.444
1998-07-31,993.988
1998-08-31,721.756
1998-09-30,657.135
1998-10-30,784.833
1998-11-30,863.751
1998-12-31,904.46
1999-01-29,867.648
1999-02-26,866.992
1999-03-31,857.451
1999-04-30,858.168
1999-05-31,834.361
1999-06-30,825.079
1999-07-30,765.846
1999-08-31,798.002
1999-09-30,790.262
1999-10-29,791.264
1999-11-30,827.905
1999-12-31,824.544
2000-01-31,723.219
2000-02-29,790.255
2000-03-31,817.158
2000-04-28,747.913
2000-05-31,691.351
2000-06-30,734.581
2000-07-31,717.232
2000-08-31,686.879
2000-09-29,704.804
2000-10-31,657.172
2000-11-30,565.329
2000-12-29,623.294
2001-01-31,697.78
2001-02-28,635.48
2001-03-30,594.03
2001-04-30,631.986
2001-05-31,573.078
2001-06-29,507.2
2001-07-31,497.902
2001-08-31,492.271
2001-09-28,445.514
2001-10-31,470.848
2001-11-30,524.167
2001-12-31,518.381
2002-01-31,481.955
2002-02-28,486.521
2002-03-29,493.317
2002-04-30,512.74
2002-05-31,510.238
2002-06-28,470.025
2002-07-31,394.488
2002-08-30,415.707
2002-09-30,341.967
2002-10-31,398.416
2002-11-29,442.247
2002-12-31,410.013
2003-01-31,420.24
2003-02-28,424.103
2003-03-31,413.816
2003-04-30,478.245
2003-05-30,491.46
2003-06-30,500.691
2003-07-31,511.586
2003-08-29,505.311
2003-09-30,505.838
2003-10-31,536.083
2003-11-28,560.03
2003-12-31,623.69
2004-01-30,644.882
2004-02-27,672.168
2004-03-31,638.159
2004-04-30,625.623
2004-05-31,629.647
2004-06-30,639.234
2004-07-30,632.86
2004-08-31,626.78
2004-09-30,661.413
2004-10-29,719.476
2004-11-30,779.23
2004-12-31,837.604
2005-01-31,819.43
2005-02-28,837.665
2005-03-31,800.874
2005-04-29,780.464
2005-05-31,790.59
2005-06-30,804.312
2005-07-29,831.484
2005-08-31,830.287
2005-09-30,860.426
2005-10-31,831.244
2005-11-30,811.925
2005-12-30,826.764
2006-01-31,856.589
2006-02-28,889.257
2006-03-31,925.402
2006-04-28,956.048
2006-05-31,954.304
2006-06-30,958.392
2006-07-31,987.171
2006-08-31,1023.996
2006-09-29,1052.682
2006-10-31,1125.81
2006-11-30,1181.936
2006-12-29,1212.105
2007-01-31,1232.819
2007-02-28,1231.733
2007-03-30,1297.838
2007-04-30,1321.435
2007-05-31,1393.575
2007-06-29,1350.181
2007-07-31,1378.928
2007-08-31,1367.984
2007-09-28,1456.395
2007-10-31,1639.941
2007-11-30,1656.84
2007-12-31,1580.639
2008-01-31,1423.532
2008-02-29,1443.66
2008-03-31,1477.734
2008-04-30,1482.816
2008-05-30,1485.854
2008-06-30,1355.172
2008-07-31,1337.669
2008-08-29,1269.833
2008-09-30,1136.463
2008-10-31,875.916
2008-11-28,931.797
2008-12-31,1053.104
2009-01-30,900.685
2009-02-27,878.499
2009-03-31,924.966
2009-04-30,963.488
2009-05-29,1088.291
2009-06-30,1113.393
2009-07-31,1209.485
2009-08-31,1239.961
2009-09-30,1329.476
2009-10-30,1315.474
2009-11-30,1378.854
2009-12-31,1354.026
2010-01-29,1209.357
2010-02-26,1158.788
2010-03-31,1189.798
2010-04-30,1120.568
2010-05-31,974.69
2010-06-30,962.045
2010-07-30,1142.076
2010-08-31,1109.71
2010-09-30,1269.663
2010-10-29,1346.04
2010-11-30,1156.422
2010-12-31,1240.874
2011-01-31,1334.831
2011-02-28,1324.63
2011-03-31,1401.86
2011-04-29,1524.906
2011-05-31,1484.663
2011-06-30,1488.778
2011-07-29,1443.02
2011-08-31,1355.647
2011-09-30,1274.209
2011-10-31,1392.183
2011-11-30,1320.606
2011-12-30,1288.639
2012-01-31,1297.668
2012-02-29,1325.587
2012-03-30,1291.435
2012-04-30,1160.383
2012-05-31,976.376
2012-06-29,1156.555
2012-07-31,1175.058
2012-08-31,1239.376
2012-09-28,1354.737
2012-10-31,1399.841
2012-11-30,1432.11
2012-12-31,1486.784
2013-01-31,1542.383
2013-02-28,1525.086
2013-03-29,1510.126
2013-04-30,1587.201
2013-05-31,1527.963
2013-06-28,1482.435
2013-07-31,1624.656
2013-08-30,1595.054
2013-09-30,1820.301
2013-10-31,1955.984
2013-11-29,1946.963
2013-12-31,1996.398
2014-01-31,1925.554
2014-02-28,1988.015
2014-03-31,2018.646
2014-04-30,2082.396
2014-05-30,2137.221
2014-06-30,2143.573
2014-07-31,2034.382
2014-08-29,2013.407
2014-09-30,1937.849
2014-10-31,1891.576
2014-11-28,1930.953
2014-12-31,1797.791
2015-01-30,1693.211
2015-02-27,1872.537
2015-03-31,1903.892
2015-04-30,1927.767
2015-05-29,1900.09
2015-06-30,1844.49
2015-07-31,1936.198
2015-08-31,1836.327
2015-09-30,1783.267
2015-10-30,1891.617
2015-11-30,1820.104
2015-12-31,1770.648
2016-01-29,1641.297
2016-02-29,1600.69
2016-03-31,1723.397
2016-04-29,1769.566
2016-05-31,1755.425
2016-06-30,1623.822
2016-07-29,1728.523
2016-08-31,1719.268
2016-09-30,1781.848
2016-10-31,1719.327
2016-11-30,1640.729
2016-12-30,1670.484
2017-01-31,1696.29
2017-02-28,1684.89
2017-03-31,1848.441
2017-04-28,1979.039
2017-05-31,2132.969
2017-06-30,2084.043
2017-07-31,2119.459
2017-08-31,2093.921
2017-09-29,2076.265
2017-10-31,2103.62
2017-11-30,2104.009
2017-12-29,2103.468
2018-01-31,2244.941
2018-02-28,2025.266
2018-03-30,2029.581
2018-04-30,2062.584
2018-05-31,2075.165
2018-06-29,2114.741
2018-07-31,2161.604
2018-08-31,2128.028
2018-09-28,2108.214
2018-10-31,1960.09
2018-11-30,1980.438
2018-12-31,1826.144
2019-01-31,1954.083
2019-02-28,2030.996
2019-03-29,2054.876
2019-04-30,2112.968
2019-05-31,1989.911
2019-06-28,2157.614
2019-07-31,2161.811
2019-08-30,2152.478
2019-09-30,2123.292
2019-10-31,2200.768
2019-11-29,2273.07
2019-12-31,2404.691
2020-01-31,2370.208
2020-02-28,2160.097
2020-03-31,1764.962
2020-04-30,1823.5
2020-05-29,1965.054
2020-06-30,1944.428
2020-07-31,1946.724
2020-08-31,2060.038
2020-09-30,2016.815
2020-10-30,1864.305
2020-11-30,2338.182
2020-12-31,2360.618
2021-01-29,2186.187
2021-02-26,2268.491
2021-03-31,2303.4
2021-04-30,2391.781
2021-05-31,2534.302
2021-06-30,2456.999
2021-07-30,2376.079
2021-08-31,2396.528
2021-09-30,2405.252
2021-10-29,2397.363
2021-11-30,2170.627
2021-12-31,2258.708
2022-01-31,2055.186
2022-02-28,2000.54
2022-03-31,1906.107
2022-04-29,1822.148
2022-05-31,1868.78
2022-06-30,1693.48
2022-07-29,1787.739
2022-08-31,1651.859
2022-09-30,1468.979
2022-10-31,1601.284
2022-11-30,1719.597
2022-12-30,1725.983
2023-01-31,2028.15
2023-02-28,2007.448
2023-03-31,2112.492
2023-04-28,2209.251
2023-05-31,2160.427
2023-06-30,2326.812
2023-07-31,2312.088
2023-08-31,2235.463
2023-09-29,2085.038
2023-10-31,1932.754
2023-11-30,2341.033
2023-12-29,2465.14
2024-01-31,2415.989
2024-02-29,2286.976
2024-03-29,2486.875
2024-04-30,2348.745
2024-05-31,2520.286
2024-06-28,2492.975
2024-07-31,2491.597
2024-08-30,2693.818
2024-09-30,2891.137
2024-10-31,2788.213
2024-11-29,2730.487
2024-12-31,2611.908
2025-01-31,2751.533
2025-02-28,2808.454
2025-03-31,2720.447
2025-04-30,2972.836
2025-05-30,3053.113
2025-06-30,3085.203
2025-07-31,3024.364
2025-08-29,3191.305
2025-09-30,3321.904
2025-10-31,3346.538
2025-11-28,3394.151
