Date,BELGIUM LARGE VALUE Large Cap
2003-03-31,233.284
2003-04-30,280.34
2003-05-30,308.514
2003-06-30,314.012
2003-07-31,327.67
2003-08-29,306.893
2003-09-30,325.643
2003-10-31,342.787
2003-11-28,354.676
2003-12-31,383.4
2004-01-30,409.485
2004-02-27,428.954
2004-03-31,406.058
2004-04-30,404.486
2004-05-31,417.403
2004-06-30,427.696
2004-07-30,421.2
2004-08-31,438.233
2004-09-30,471.235
2004-10-29,504.608
2004-11-30,536.045
2004-12-31,572.186
2005-01-31,562.556
2005-02-28,592.174
2005-03-31,596.818
2005-04-29,580.084
2005-05-31,591.95
2005-06-30,593.259
2005-07-29,616.295
2005-08-31,624.331
2005-09-30,629.802
2005-10-31,617.45
2005-11-30,638.451
2005-12-30,675.462
2006-01-31,726.677
2006-02-28,743.24
2006-03-31,755.496
2006-04-28,794.304
2006-05-31,771.893
2006-06-30,749.224
2006-07-31,772.663
2006-08-31,831.731
2006-09-29,856.9
2006-10-31,889.901
2006-11-30,884.868
2006-12-29,925.764
2007-01-31,937.18
2007-02-28,937.537
2007-03-30,974.941
2007-04-30,1016.558
2007-05-31,1000.0
2007-06-29,1001.187
2007-07-31,947.695
2007-08-31,907.527
2007-09-28,917.449
2007-10-31,977.327
2007-11-30,879.808
2007-12-31,858.666
2008-01-31,753.262
2008-02-29,760.406
2008-03-31,836.237
2008-04-30,883.947
2008-05-30,832.465
2008-06-30,620.654
2008-07-31,556.648
2008-08-29,544.523
2008-09-30,354.817
2008-10-31,177.252
2008-11-28,153.616
2008-12-31,160.69
2009-01-30,130.779
2009-02-27,107.105
2009-03-31,120.588
2009-04-30,141.128
2009-05-29,152.203
2009-06-30,153.163
2009-07-31,167.783
2009-08-31,205.649
2009-09-30,234.489
2009-10-30,214.824
2009-11-30,213.729
2009-12-31,208.396
2010-01-29,206.628
2010-02-26,202.903
2010-03-31,212.755
2010-04-30,203.202
2010-05-31,172.964
2010-06-30,169.52
2010-07-30,195.353
2010-08-31,185.106
2010-09-30,202.549
2010-10-29,204.391
2010-11-30,174.048
2010-12-31,177.768
2011-01-31,195.554
2011-02-28,202.314
2011-03-31,199.277
2011-04-29,216.011
2011-05-31,200.715
2011-06-30,195.765
2011-07-29,184.616
2011-08-31,166.495
2011-09-30,146.248
2011-10-31,150.813
2011-11-30,127.85
2011-12-30,127.365
2012-01-31,142.412
2012-02-29,153.963
2012-03-30,157.991
2012-04-30,142.413
2012-05-31,125.917
2012-06-29,136.482
2012-07-31,134.592
2012-08-31,140.49
2012-09-28,148.02
2012-10-31,144.651
2012-11-30,149.486
2012-12-31,153.216
2013-01-31,160.653
2013-02-28,151.263
2013-03-29,140.762
2013-04-30,146.755
2013-05-31,147.16
2013-06-28,142.342
2013-07-31,154.431
2013-08-30,150.985
2013-09-30,164.014
2013-10-31,171.104
2013-11-29,177.315
2013-12-31,179.167
2014-01-31,181.14
2014-02-28,194.753
2014-03-31,193.381
2014-04-30,196.612
2014-05-30,198.895
2014-06-30,198.55
2014-07-31,192.052
2014-08-29,197.926
2014-09-30,187.621
2014-10-31,191.311
2014-11-28,197.17
2014-12-31,185.367
2015-01-30,183.901
2015-02-27,190.81
2015-03-31,178.806
2015-04-30,192.543
2015-05-29,184.341
2015-06-30,182.574
2015-07-31,191.897
2015-08-31,180.615
2015-09-30,174.15
2015-10-30,182.954
2015-11-30,179.367
2015-12-31,186.437
2016-01-29,173.415
2016-02-29,164.308
2016-03-31,167.861
2016-04-29,179.165
2016-05-31,183.325
2016-06-30,162.488
2016-07-29,169.082
2016-08-31,182.473
2016-09-30,180.86
2016-10-31,182.474
2016-11-30,180.542
2016-12-30,186.319
2017-01-31,191.675
2017-02-28,186.299
2017-03-31,200.779
2017-04-28,213.604
2017-05-31,231.154
2017-06-30,230.358
2017-07-31,246.354
2017-08-31,245.486
2017-09-29,251.257
2017-10-31,246.947
2017-11-30,248.576
2017-12-29,256.134
2018-01-31,286.604
2018-02-28,279.637
2018-03-30,263.677
2018-04-30,265.152
2018-05-31,244.424
2018-06-29,243.942
2018-07-31,244.001
2018-08-31,230.589
2018-09-28,237.509
2018-10-31,217.237
2018-11-30,223.692
2018-12-31,206.01
2019-01-31,218.484
2019-02-28,233.456
2019-03-29,224.778
2019-04-30,234.983
2019-05-31,220.456
2019-06-28,224.482
2019-07-31,220.454
2019-08-30,203.306
2019-09-30,221.355
2019-10-31,236.468
2019-11-29,246.295
2019-12-31,254.717
2020-01-31,246.705
2020-02-28,221.26
2020-03-31,166.541
2020-04-30,185.806
2020-05-29,185.479
2020-06-30,198.63
2020-07-31,212.669
2020-08-31,224.486
2020-09-30,207.353
2020-10-30,197.9
2020-11-30,257.175
2020-12-31,265.734
2021-01-29,248.881
2021-02-26,237.154
2021-03-31,252.757
2021-04-30,277.723
2021-05-31,297.189
2021-06-30,289.74
2021-07-30,276.171
2021-08-31,276.264
2021-09-30,268.774
2021-10-29,284.404
2021-11-30,260.201
2021-12-31,276.972
2022-01-31,277.169
2022-02-28,266.47
2022-03-31,264.819
2022-04-29,252.929
2022-05-31,243.922
2022-06-30,228.556
2022-07-29,221.64
2022-08-31,201.365
2022-09-30,194.034
2022-10-31,208.691
2022-11-30,234.134
2022-12-30,245.728
2023-01-31,258.237
2023-02-28,260.697
2023-03-31,266.501
2023-04-28,271.0
2023-05-31,243.036
2023-06-30,256.387
2023-07-31,273.172
2023-08-31,248.211
2023-09-29,236.451
2023-10-31,207.161
2023-11-30,220.975
2023-12-29,249.749
2024-01-31,252.95
2024-02-29,270.411
2024-03-29,288.67
2024-04-30,287.772
2024-05-31,295.305
2024-06-28,287.352
2024-07-31,315.397
2024-08-30,316.771
2024-09-30,324.294
2024-10-31,294.524
2024-11-29,293.643
2024-12-31,289.66
2025-01-31,288.563
2025-02-28,338.125
2025-03-31,349.426
2025-04-30,364.69
2025-05-30,401.978
2025-06-30,401.548
2025-07-31,372.003
