Date,BELGIUM LARGE VALUE Large Cap
2011-03-31,192.874
2011-04-29,207.255
2011-05-31,192.359
2011-06-30,187.615
2011-07-29,176.93
2011-08-31,159.563
2011-09-30,140.159
2011-10-31,144.534
2011-11-30,122.527
2011-12-30,121.82
2012-01-31,136.213
2012-02-29,147.26
2012-03-30,151.113
2012-04-30,134.634
2012-05-31,119.035
2012-06-29,129.022
2012-07-31,127.236
2012-08-31,132.811
2012-09-28,139.929
2012-10-31,136.745
2012-11-30,141.315
2012-12-31,144.298
2013-01-31,151.302
2013-02-28,142.459
2013-03-29,132.569
2013-04-30,136.099
2013-05-31,136.474
2013-06-28,132.007
2013-07-31,143.218
2013-08-30,140.022
2013-09-30,152.104
2013-10-31,158.68
2013-11-29,164.44
2013-12-31,165.987
2014-01-31,167.815
2014-02-28,180.427
2014-03-31,179.155
2014-04-30,181.103
2014-05-30,183.206
2014-06-30,182.888
2014-07-31,176.903
2014-08-29,182.313
2014-09-30,172.821
2014-10-31,176.22
2014-11-28,181.617
2014-12-31,170.435
2015-01-30,169.086
2015-02-27,175.439
2015-03-31,164.402
2015-04-30,176.45
2015-05-29,168.093
2015-06-30,166.482
2015-07-31,174.984
2015-08-31,164.696
2015-09-30,158.801
2015-10-30,166.829
2015-11-30,163.558
2015-12-31,169.872
2016-01-29,158.007
2016-02-29,149.709
2016-03-31,152.946
2016-04-29,162.959
2016-05-31,166.28
2016-06-30,147.381
2016-07-29,153.361
2016-08-31,165.507
2016-09-30,164.044
2016-10-31,165.509
2016-11-30,163.296
2016-12-30,168.383
2017-01-31,173.223
2017-02-28,168.365
2017-03-31,181.451
2017-04-28,192.729
2017-05-31,207.076
2017-06-30,206.364
2017-07-31,220.694
2017-08-31,219.916
2017-09-29,225.086
2017-10-31,221.224
2017-11-30,222.033
2017-12-29,228.783
2018-01-31,256.0
2018-02-28,249.777
2018-03-30,235.521
2018-04-30,236.839
2018-05-31,216.43
2018-06-29,216.003
2018-07-31,216.055
2018-08-31,204.179
2018-09-28,210.306
2018-10-31,192.356
2018-11-30,197.399
2018-12-31,181.796
2019-01-31,192.803
2019-02-28,206.016
2019-03-29,198.357
2019-04-30,206.71
2019-05-31,192.32
2019-06-28,195.832
2019-07-31,192.319
2019-08-30,177.358
2019-09-30,193.105
2019-10-31,206.289
2019-11-29,214.19
2019-12-31,221.514
2020-01-31,214.546
2020-02-28,192.418
2020-03-31,144.832
2020-04-30,161.585
2020-05-29,160.612
2020-06-30,171.657
2020-07-31,183.789
2020-08-31,194.002
2020-09-30,179.196
2020-10-30,171.027
2020-11-30,222.253
2020-12-31,229.649
2021-01-29,215.085
2021-02-26,204.95
2021-03-31,218.434
2021-04-30,240.01
2021-05-31,256.003
2021-06-30,249.586
2021-07-30,237.898
2021-08-31,237.978
2021-09-30,231.526
2021-10-29,244.99
2021-11-30,223.552
2021-12-31,237.961
2022-01-31,238.13
2022-02-28,228.938
2022-03-31,227.52
2022-04-29,217.238
2022-05-31,207.355
2022-06-30,194.293
2022-07-29,188.413
2022-08-31,171.179
2022-09-30,164.946
2022-10-31,177.406
2022-11-30,198.693
2022-12-30,208.531
2023-01-31,219.147
2023-02-28,221.234
2023-03-31,226.16
2023-04-28,229.884
2023-05-31,204.804
2023-06-30,216.055
2023-07-31,230.2
2023-08-31,209.166
2023-09-29,199.255
2023-10-31,174.573
2023-11-30,185.14
2023-12-29,209.248
2024-01-31,211.93
2024-02-29,226.56
2024-03-29,241.857
2024-04-30,241.106
2024-05-31,243.413
2024-06-28,236.857
2024-07-31,259.974
2024-08-30,261.106
2024-09-30,267.307
2024-10-31,242.768
2024-11-29,240.991
2024-12-31,237.723
2025-01-31,236.822
2025-02-28,277.497
2025-03-31,286.773
2025-04-30,299.299
2025-05-30,327.353
2025-06-30,327.003
2025-07-31,302.943
