Date,JAPAN SMID GROWTH SMID (Small+Mid Cap)
2003-07-31,555.659
2003-08-29,615.606
2003-09-30,659.266
2003-10-31,717.191
2003-11-28,665.6
2003-12-31,707.389
2004-01-30,724.135
2004-02-27,714.654
2004-03-31,842.387
2004-04-30,817.739
2004-05-31,772.375
2004-06-30,846.312
2004-07-30,764.453
2004-08-31,771.339
2004-09-30,742.639
2004-10-29,755.654
2004-11-30,799.298
2004-12-31,833.363
2005-01-31,848.595
2005-02-28,858.0
2005-03-31,847.363
2005-04-29,832.488
2005-05-31,812.722
2005-06-30,822.827
2005-07-29,834.635
2005-08-31,872.849
2005-09-30,934.435
2005-10-31,955.611
2005-11-30,1002.037
2005-12-30,1128.551
2006-01-31,1168.486
2006-02-28,1098.105
2006-03-31,1144.638
2006-04-28,1148.787
2006-05-31,1060.341
2006-06-30,1030.474
2006-07-31,980.116
2006-08-31,1004.965
2006-09-29,993.729
2006-10-31,998.742
2006-11-30,993.597
2006-12-29,993.024
2007-01-31,1003.944
2007-02-28,1037.083
2007-03-30,1027.99
2007-04-30,1009.446
2007-05-31,1000.0
2007-06-29,1003.611
2007-07-31,997.839
2007-08-31,955.158
2007-09-28,975.196
2007-10-31,992.414
2007-11-30,960.061
2007-12-31,903.345
2008-01-31,844.14
2008-02-29,858.91
2008-03-31,850.458
2008-04-30,876.328
2008-05-30,893.701
2008-06-30,836.322
2008-07-31,809.221
2008-08-29,779.045
2008-09-30,703.084
2008-10-31,605.217
2008-11-28,631.661
2008-12-31,690.278
2009-01-30,637.333
2009-02-27,551.971
2009-03-31,568.206
2009-04-30,588.986
2009-05-29,656.141
2009-06-30,691.899
2009-07-31,712.367
2009-08-31,751.62
2009-09-30,748.399
2009-10-30,718.843
2009-11-30,700.065
2009-12-31,695.115
2010-01-29,701.676
2010-02-26,711.87
2010-03-31,742.487
2010-04-30,754.072
2010-05-31,702.906
2010-06-30,700.474
2010-07-30,713.156
2010-08-31,695.888
2010-09-30,732.229
2010-10-29,732.889
2010-11-30,748.688
2010-12-31,812.304
2011-01-31,820.718
2011-02-28,844.101
2011-03-31,793.709
2011-04-29,803.069
2011-05-31,799.226
2011-06-30,824.214
2011-07-29,852.243
2011-08-31,807.367
2011-09-30,801.08
2011-10-31,785.403
2011-11-30,752.608
2011-12-30,764.506
2012-01-31,787.436
2012-02-29,791.467
2012-03-30,812.728
2012-04-30,806.746
2012-05-31,738.831
2012-06-29,777.7
2012-07-31,772.907
2012-08-31,780.257
2012-09-28,800.721
2012-10-31,782.706
2012-11-30,779.294
2012-12-31,790.427
2013-01-31,814.116
2013-02-28,836.191
2013-03-29,897.051
2013-04-30,968.591
2013-05-31,905.115
2013-06-28,910.792
2013-07-31,919.587
2013-08-30,899.228
2013-09-30,993.326
2013-10-31,990.242
2013-11-29,983.324
2013-12-31,986.238
2014-01-31,968.261
2014-02-28,951.904
2014-03-31,943.249
2014-04-30,919.187
2014-05-30,961.542
2014-06-30,1026.643
2014-07-31,1039.334
2014-08-29,1031.645
2014-09-30,1006.139
2014-10-31,982.631
2014-11-28,978.314
2014-12-31,975.37
2015-01-30,1010.687
2015-02-27,1056.894
2015-03-31,1085.912
2015-04-30,1095.902
2015-05-29,1109.498
2015-06-30,1117.662
2015-07-31,1127.724
2015-08-31,1075.119
2015-09-30,1012.678
2015-10-30,1097.264
2015-11-30,1115.709
2015-12-31,1121.883
2016-01-29,1050.353
2016-02-29,1038.606
2016-03-31,1104.116
2016-04-29,1150.5
2016-05-31,1146.714
2016-06-30,1150.125
2016-07-29,1202.368
2016-08-31,1141.079
2016-09-30,1201.487
2016-10-31,1201.884
2016-11-30,1136.035
2016-12-30,1147.734
2017-01-31,1185.958
2017-02-28,1204.251
2017-03-31,1213.081
2017-04-28,1234.98
2017-05-31,1306.01
2017-06-30,1312.461
2017-07-31,1346.898
2017-08-31,1360.059
2017-09-29,1375.243
2017-10-31,1436.106
2017-11-30,1504.353
2017-12-29,1521.206
2018-01-31,1591.366
2018-02-28,1565.547
2018-03-30,1559.185
2018-04-30,1550.517
2018-05-31,1564.104
2018-06-29,1521.006
2018-07-31,1487.258
2018-08-31,1480.945
2018-09-28,1507.088
2018-10-31,1347.801
2018-11-30,1388.586
2018-12-31,1270.954
2019-01-31,1332.323
2019-02-28,1346.777
2019-03-29,1372.168
2019-04-30,1385.385
2019-05-31,1322.496
2019-06-28,1359.007
2019-07-31,1373.759
2019-08-30,1373.573
2019-09-30,1421.578
2019-10-31,1493.381
2019-11-29,1517.228
2019-12-31,1544.863
2020-01-31,1495.025
2020-02-28,1319.902
2020-03-31,1283.955
2020-04-30,1375.412
2020-05-29,1489.486
2020-06-30,1490.077
2020-07-31,1463.326
2020-08-31,1555.572
2020-09-30,1634.861
2020-10-30,1596.965
2020-11-30,1759.102
2020-12-31,1806.918
2021-01-29,1789.175
2021-02-26,1729.256
2021-03-31,1763.903
2021-04-30,1745.515
2021-05-31,1730.85
2021-06-30,1750.327
2021-07-30,1725.001
2021-08-31,1784.797
2021-09-30,1810.673
2021-10-29,1741.671
2021-11-30,1679.133
2021-12-31,1676.056
2022-01-31,1494.739
2022-02-28,1503.041
2022-03-31,1470.275
2022-04-29,1325.509
2022-05-31,1339.121
2022-06-30,1244.058
2022-07-29,1324.464
2022-08-31,1302.626
2022-09-30,1189.901
2022-10-31,1200.663
2022-11-30,1316.782
2022-12-30,1311.454
2023-01-31,1373.689
2023-02-28,1312.97
2023-03-31,1375.799
2023-04-28,1373.195
2023-05-31,1392.764
2023-06-30,1399.555
2023-07-31,1438.564
2023-08-31,1407.891
2023-09-29,1341.601
2023-10-31,1276.377
2023-11-30,1398.979
2023-12-29,1482.039
2024-01-31,1491.352
2024-02-29,1515.861
2024-03-29,1535.275
2024-04-30,1430.32
2024-05-31,1426.721
2024-06-28,1422.733
2024-07-31,1530.544
2024-08-30,1579.402
2024-09-30,1619.284
2024-10-31,1510.274
2024-11-29,1514.009
2024-12-31,1492.868
2025-01-31,1513.004
2025-02-28,1501.221
2025-03-31,1512.861
2025-04-30,1611.857
2025-05-30,1668.199
2025-06-30,1748.01
2025-07-31,1702.336
2025-08-29,1799.355
