Date,JAPAN SMID CAP SMID (Small+Mid Cap)
2002-04-24,486.653
2002-04-25,492.139
2002-04-26,488.672
2002-04-29,487.775
2002-04-30,483.295
2002-05-01,489.713
2002-05-02,488.995
2002-05-03,492.763
2002-05-06,491.243
2002-05-07,483.208
2002-05-08,483.694
2002-05-09,487.063
2002-05-10,489.15
2002-05-13,485.607
2002-05-14,480.301
2002-05-15,487.986
2002-05-16,494.785
2002-05-17,503.701
2002-05-20,508.226
2002-05-21,517.051
2002-05-22,523.011
2002-05-23,523.741
2002-05-24,526.953
2002-05-27,527.171
2002-05-28,529.383
2002-05-29,527.483
2002-05-30,531.008
2002-05-31,527.427
2002-06-03,532.758
2002-06-04,526.673
2002-06-05,525.677
2002-06-06,521.717
2002-06-07,518.395
2002-06-10,516.359
2002-06-11,515.526
2002-06-12,510.769
2002-06-13,504.448
2002-06-14,501.436
2002-06-17,487.455
2002-06-18,492.672
2002-06-19,483.528
2002-06-20,490.815
2002-06-21,491.685
2002-06-24,496.469
2002-06-25,496.173
2002-06-26,495.317
2002-06-27,494.053
2002-06-28,505.529
2002-07-01,508.616
2002-07-02,509.065
2002-07-03,519.88
2002-07-04,515.005
2002-07-05,518.195
2002-07-08,522.434
2002-07-09,533.3
2002-07-10,528.024
2002-07-11,524.857
2002-07-12,526.302
2002-07-15,521.298
2002-07-16,515.338
2002-07-17,513.577
2002-07-18,520.499
2002-07-19,516.152
2002-07-22,511.603
2002-07-23,508.997
2002-07-24,510.556
2002-07-25,505.21
2002-07-26,484.453
2002-07-29,479.821
2002-07-30,485.472
2002-07-31,483.62
2002-08-01,480.239
2002-08-02,478.286
2002-08-05,477.598
2002-08-06,460.98
2002-08-07,471.594
2002-08-08,470.63
2002-08-09,482.491
2002-08-12,476.425
2002-08-13,474.134
2002-08-14,486.564
2002-08-15,487.844
2002-08-16,488.37
2002-08-19,477.19
2002-08-20,475.362
2002-08-21,476.637
2002-08-22,477.51
2002-08-23,478.543
2002-08-26,486.926
2002-08-27,485.311
2002-08-28,481.588
2002-08-29,473.907
2002-08-30,476.71
2002-09-02,473.257
2002-09-03,465.552
2002-09-04,454.071
2002-09-05,458.9
2002-09-06,453.144
2002-09-09,458.064
2002-09-10,456.364
2002-09-11,455.771
2002-09-12,458.048
2002-09-13,451.885
2002-09-16,447.613
2002-09-17,457.282
2002-09-18,458.274
2002-09-19,465.253
2002-09-20,452.961
2002-09-23,451.077
2002-09-24,449.902
2002-09-25,446.565
2002-09-26,451.741
2002-09-27,458.13
2002-09-30,458.062
2002-10-01,446.065
2002-10-02,438.884
2002-10-03,435.124
2002-10-04,434.514
2002-10-07,415.091
2002-10-08,415.432
2002-10-09,408.554
2002-10-10,405.212
2002-10-11,410.158
2002-10-14,409.886
2002-10-15,419.3
2002-10-16,421.691
2002-10-17,421.901
2002-10-18,423.531
2002-10-21,425.862
2002-10-22,413.175
2002-10-23,415.562
2002-10-24,410.677
2002-10-25,417.739
2002-10-28,419.054
2002-10-29,421.466
2002-10-30,423.844
2002-10-31,421.598
2002-11-01,421.882
2002-11-04,421.125
2002-11-05,432.226
2002-11-06,431.13
2002-11-07,433.49
2002-11-08,431.83
2002-11-11,422.403
2002-11-12,422.58
2002-11-13,417.177
2002-11-14,408.823
2002-11-15,412.082
2002-11-18,402.41
2002-11-19,394.434
2002-11-20,397.62
2002-11-21,403.99
2002-11-22,409.872
2002-11-25,419.503
2002-11-26,416.485
2002-11-27,420.021
2002-11-28,426.344
2002-11-29,429.253
2002-12-02,420.843
2002-12-03,420.699
2002-12-04,413.555
2002-12-05,409.474
2002-12-06,410.093
2002-12-09,408.673
2002-12-10,410.071
2002-12-11,408.274
2002-12-12,408.011
2002-12-13,410.765
2002-12-16,402.974
2002-12-17,405.927
2002-12-18,396.993
2002-12-19,402.418
2002-12-20,403.181
2002-12-23,404.387
2002-12-24,406.485
2002-12-25,406.367
2002-12-26,415.346
2002-12-27,421.656
2002-12-30,424.857
2002-12-31,424.33
2003-01-01,424.33
2003-01-02,420.345
2003-01-03,420.397
2003-01-06,432.129
2003-01-07,423.465
2003-01-08,418.022
2003-01-09,419.683
2003-01-10,418.998
2003-01-13,421.094
2003-01-14,428.907
2003-01-15,433.312
2003-01-16,434.126
2003-01-17,436.224
2003-01-20,433.329
2003-01-21,436.356
2003-01-22,432.144
2003-01-23,439.811
2003-01-24,439.511
2003-01-27,432.103
2003-01-28,429.276
2003-01-29,422.62
2003-01-30,418.524
2003-01-31,415.082
2003-02-03,421.391
2003-02-04,427.783
2003-02-05,429.752
2003-02-06,428.774
2003-02-07,426.952
2003-02-10,425.67
2003-02-11,424.355
2003-02-12,431.516
2003-02-13,431.272
2003-02-14,434.077
2003-02-17,437.465
2003-02-18,442.322
2003-02-19,442.119
2003-02-20,441.131
2003-02-21,435.131
2003-02-24,437.68
2003-02-25,430.087
2003-02-26,430.943
2003-02-27,429.555
2003-02-28,430.044
2003-03-03,434.535
2003-03-04,436.13
2003-03-05,436.409
2003-03-06,434.587
2003-03-07,426.983
2003-03-10,419.709
2003-03-11,413.832
2003-03-12,415.442
2003-03-13,412.25
2003-03-14,411.361
2003-03-17,406.415
2003-03-18,408.828
2003-03-19,407.606
2003-03-20,413.977
2003-03-21,409.563
2003-03-24,424.972
2003-03-25,422.006
2003-03-26,428.385
2003-03-27,431.778
2003-03-28,429.061
2003-03-31,423.008
2003-04-01,424.845
2003-04-02,427.256
2003-04-03,423.676
2003-04-04,424.812
2003-04-07,429.533
2003-04-08,427.692
2003-04-09,426.589
2003-04-10,427.802
2003-04-11,423.09
2003-04-14,421.836
2003-04-15,427.137
2003-04-16,428.514
2003-04-17,430.883
2003-04-18,432.066
2003-04-21,433.68
2003-04-22,429.737
2003-04-23,428.009
2003-04-24,429.361
2003-04-25,424.665
2003-04-28,422.435
2003-04-29,423.02
2003-04-30,434.863
2003-05-01,441.091
2003-05-02,441.184
2003-05-05,442.226
2003-05-06,449.681
2003-05-07,455.764
2003-05-08,451.896
2003-05-09,455.619
2003-05-12,459.286
2003-05-13,459.877
2003-05-14,462.648
2003-05-15,458.581
2003-05-16,459.878
2003-05-19,451.799
2003-05-20,452.807
2003-05-21,449.8
2003-05-22,451.681
2003-05-23,458.078
2003-05-26,459.058
2003-05-27,452.942
2003-05-28,450.817
2003-05-29,456.095
2003-05-30,452.175
2003-06-02,458.686
2003-06-03,458.109
2003-06-04,457.61
2003-06-05,466.306
2003-06-06,465.502
2003-06-09,470.097
2003-06-10,471.491
2003-06-11,474.483
2003-06-12,473.359
2003-06-13,477.349
2003-06-16,474.969
2003-06-17,475.916
2003-06-18,477.0
2003-06-19,476.084
2003-06-20,480.03
2003-06-23,486.511
2003-06-24,478.554
2003-06-25,484.39
2003-06-26,479.012
2003-06-27,485.679
2003-06-30,485.084
2003-07-01,493.964
2003-07-02,504.716
2003-07-03,505.366
2003-07-04,504.87
2003-07-07,510.418
2003-07-08,510.419
2003-07-09,516.251
2003-07-10,516.471
2003-07-11,506.047
2003-07-14,511.389
2003-07-15,511.696
2003-07-16,504.634
2003-07-17,493.678
2003-07-18,494.991
2003-07-21,496.788
2003-07-22,491.738
2003-07-23,501.724
2003-07-24,503.284
2003-07-25,502.836
2003-07-28,508.304
2003-07-29,507.819
2003-07-30,500.001
2003-07-31,496.346
2003-08-01,501.192
2003-08-04,497.079
2003-08-05,492.898
2003-08-06,489.203
2003-08-07,493.687
2003-08-08,493.288
2003-08-11,500.805
2003-08-12,504.688
2003-08-13,509.576
2003-08-14,516.208
2003-08-15,515.717
2003-08-18,522.344
2003-08-19,527.666
2003-08-20,538.411
2003-08-21,543.463
2003-08-22,542.484
2003-08-25,542.732
2003-08-26,543.983
2003-08-27,541.13
2003-08-28,539.506
2003-08-29,548.409
2003-09-01,561.879
2003-09-02,562.49
2003-09-03,564.797
2003-09-04,560.035
2003-09-05,557.773
2003-09-08,561.244
2003-09-09,571.248
2003-09-10,567.16
2003-09-11,558.38
2003-09-12,566.147
2003-09-15,565.569
2003-09-16,576.871
2003-09-17,580.242
2003-09-18,588.357
2003-09-19,596.145
2003-09-22,596.058
2003-09-23,598.491
2003-09-24,596.238
2003-09-25,587.715
2003-09-26,587.064
2003-09-29,587.683
2003-09-30,591.316
2003-10-01,601.683
2003-10-02,615.844
2003-10-03,620.974
2003-10-06,619.348
2003-10-07,627.846
2003-10-08,621.145
2003-10-09,623.914
2003-10-10,635.282
2003-10-13,633.086
2003-10-14,636.616
2003-10-15,635.388
2003-10-16,645.495
2003-10-17,649.421
2003-10-20,651.262
2003-10-21,646.983
2003-10-22,641.845
2003-10-23,606.792
2003-10-24,613.53
2003-10-27,625.784
2003-10-28,631.79
2003-10-29,642.681
2003-10-30,643.5
2003-10-31,630.836
2003-11-03,623.604
2003-11-04,647.09
2003-11-05,641.118
2003-11-06,626.555
2003-11-07,630.785
2003-11-10,634.668
2003-11-11,614.297
2003-11-12,608.211
2003-11-13,617.081
2003-11-14,609.89
2003-11-17,579.188
2003-11-18,582.455
2003-11-19,571.926
2003-11-20,581.208
2003-11-21,584.051
2003-11-24,581.833
2003-11-25,589.655
2003-11-26,602.09
2003-11-27,601.852
2003-11-28,594.098
2003-12-01,604.367
2003-12-02,610.24
2003-12-03,611.589
2003-12-04,613.143
2003-12-05,613.469
2003-12-08,603.844
2003-12-09,603.877
2003-12-10,592.955
2003-12-11,596.892
2003-12-12,604.621
2003-12-15,616.617
2003-12-16,610.466
2003-12-17,605.207
2003-12-18,603.585
2003-12-19,608.395
2003-12-22,613.924
2003-12-23,614.239
2003-12-24,615.463
2003-12-25,617.25
2003-12-26,621.742
2003-12-29,628.758
2003-12-30,637.407
2003-12-31,636.009
2004-01-01,636.009
2004-01-02,636.901
2004-01-05,651.092
2004-01-06,649.541
2004-01-07,650.548
2004-01-08,654.158
2004-01-09,655.907
2004-01-12,655.537
2004-01-13,654.097
2004-01-14,657.111
2004-01-15,650.296
2004-01-16,651.326
2004-01-19,655.694
2004-01-20,658.165
2004-01-21,659.148
2004-01-22,663.067
2004-01-23,665.917
2004-01-26,662.903
2004-01-27,662.722
2004-01-28,658.407
2004-01-29,647.893
2004-01-30,652.045
2004-02-02,659.181
2004-02-03,655.556
2004-02-04,642.983
2004-02-05,643.249
2004-02-06,646.285
2004-02-09,642.802
2004-02-10,642.773
2004-02-11,642.773
2004-02-12,647.512
2004-02-13,651.248
2004-02-16,654.65
2004-02-17,656.459
2004-02-18,652.984
2004-02-19,647.295
2004-02-20,636.891
2004-02-23,645.54
2004-02-24,638.256
2004-02-25,635.607
2004-02-26,636.99
2004-02-27,652.459
2004-03-01,668.872
2004-03-02,665.077
2004-03-03,666.209
2004-03-04,666.848
2004-03-05,668.477
2004-03-08,664.375
2004-03-09,672.358
2004-03-10,673.175
2004-03-11,673.023
2004-03-12,666.752
2004-03-15,679.109
2004-03-16,689.813
2004-03-17,708.225
2004-03-18,719.281
2004-03-19,714.512
2004-03-22,713.66
2004-03-23,713.608
2004-03-24,727.206
2004-03-25,738.974
2004-03-26,749.27
2004-03-29,754.008
2004-03-30,751.254
2004-03-31,769.808
2004-04-01,775.847
2004-04-02,777.175
2004-04-05,775.724
2004-04-06,771.16
2004-04-07,778.296
2004-04-08,777.114
2004-04-09,765.815
2004-04-12,780.044
2004-04-13,781.796
2004-04-14,773.471
2004-04-15,756.888
2004-04-16,762.076
2004-04-19,747.487
2004-04-20,760.733
2004-04-21,756.954
2004-04-22,754.728
2004-04-23,760.087
2004-04-26,765.1
2004-04-27,754.729
2004-04-28,754.993
2004-04-29,753.38
2004-04-30,739.434
2004-05-03,739.185
2004-05-04,742.853
2004-05-05,751.126
2004-05-06,731.181
2004-05-07,705.815
2004-05-10,651.169
2004-05-11,654.635
2004-05-12,678.176
2004-05-13,656.125
2004-05-14,651.173
2004-05-17,625.454
2004-05-18,638.447
2004-05-19,669.707
2004-05-20,668.727
2004-05-21,686.68
2004-05-24,687.427
2004-05-25,683.616
2004-05-26,695.857
2004-05-27,697.343
2004-05-28,709.91
2004-05-31,709.18
2004-06-01,718.272
2004-06-02,712.995
2004-06-03,696.522
2004-06-04,699.442
2004-06-07,723.157
2004-06-08,728.173
2004-06-09,732.845
2004-06-10,739.203
2004-06-11,734.208
2004-06-14,731.388
2004-06-15,731.19
2004-06-16,742.546
2004-06-17,748.417
2004-06-18,743.444
2004-06-21,754.184
2004-06-22,749.45
2004-06-23,750.43
2004-06-24,767.624
2004-06-25,765.304
2004-06-28,775.894
2004-06-29,774.645
2004-06-30,773.737
2004-07-01,779.78
2004-07-02,770.59
2004-07-05,752.858
2004-07-06,744.831
2004-07-07,745.02
2004-07-08,739.964
2004-07-09,753.664
2004-07-12,764.533
2004-07-13,759.396
2004-07-14,746.635
2004-07-15,739.996
2004-07-16,750.111
2004-07-19,752.987
2004-07-20,745.247
2004-07-21,742.717
2004-07-22,737.267
2004-07-23,729.526
2004-07-26,721.663
2004-07-27,704.533
2004-07-28,708.825
2004-07-29,698.703
2004-07-30,714.105
2004-08-02,715.626
2004-08-03,709.81
2004-08-04,697.283
2004-08-05,699.991
2004-08-06,704.476
2004-08-09,697.686
2004-08-10,701.116
2004-08-11,706.777
2004-08-12,706.509
2004-08-13,696.033
2004-08-16,688.136
2004-08-17,692.55
2004-08-18,695.928
2004-08-19,706.472
2004-08-20,709.49
2004-08-23,711.485
2004-08-24,709.555
2004-08-25,714.002
2004-08-26,719.64
2004-08-27,724.729
2004-08-30,722.377
2004-08-31,719.932
2004-09-01,726.866
2004-09-02,729.535
2004-09-03,717.284
2004-09-06,729.045
2004-09-07,733.154
2004-09-08,734.272
2004-09-09,723.693
2004-09-10,722.394
2004-09-13,724.042
2004-09-14,729.116
2004-09-15,715.667
2004-09-16,715.597
2004-09-17,710.22
2004-09-20,711.576
2004-09-21,707.621
2004-09-22,702.033
2004-09-23,703.974
2004-09-24,696.074
2004-09-27,691.555
2004-09-28,686.601
2004-09-29,691.171
2004-09-30,702.172
2004-10-01,710.539
2004-10-04,717.751
2004-10-05,718.144
2004-10-06,721.9
2004-10-07,721.281
2004-10-08,729.629
2004-10-11,733.136
2004-10-12,722.691
2004-10-13,719.353
2004-10-14,709.622
2004-10-15,710.359
2004-10-18,707.3
2004-10-19,718.216
2004-10-20,710.178
2004-10-21,709.895
2004-10-22,713.531
2004-10-25,708.964
2004-10-26,706.178
2004-10-27,707.801
2004-10-28,717.619
2004-10-29,714.612
2004-11-01,710.023
2004-11-02,721.145
2004-11-03,721.742
2004-11-04,727.595
2004-11-05,736.781
2004-11-08,731.896
2004-11-09,730.69
2004-11-10,723.568
2004-11-11,718.082
2004-11-12,731.904
2004-11-15,745.117
2004-11-16,744.303
2004-11-17,749.284
2004-11-18,746.629
2004-11-19,755.106
2004-11-22,740.092
2004-11-23,737.814
2004-11-24,745.806
2004-11-25,750.369
2004-11-26,746.246
2004-11-29,755.374
2004-11-30,751.929
2004-12-01,743.765
2004-12-02,752.006
2004-12-03,757.928
2004-12-06,753.923
2004-12-07,747.807
2004-12-08,734.155
2004-12-09,724.0
2004-12-10,718.842
2004-12-13,723.693
2004-12-14,725.422
2004-12-15,737.253
2004-12-16,734.996
2004-12-17,741.376
2004-12-20,746.65
2004-12-21,747.152
2004-12-22,755.113
2004-12-23,758.538
2004-12-24,766.755
2004-12-27,770.765
2004-12-28,773.887
2004-12-29,768.524
2004-12-30,783.122
2004-12-31,787.439
2005-01-03,784.339
2005-01-04,777.317
2005-01-05,775.779
2005-01-06,771.136
2005-01-07,773.43
2005-01-10,776.206
2005-01-11,789.565
2005-01-12,796.861
2005-01-13,793.08
2005-01-14,796.482
2005-01-17,807.261
2005-01-18,799.489
2005-01-19,800.907
2005-01-20,788.129
2005-01-21,788.49
2005-01-24,798.685
2005-01-25,790.037
2005-01-26,804.438
2005-01-27,801.12
2005-01-28,797.014
2005-01-31,804.262
2005-02-01,799.641
2005-02-02,807.478
2005-02-03,800.306
2005-02-04,805.01
2005-02-07,805.338
2005-02-08,793.293
2005-02-09,792.996
2005-02-10,795.39
2005-02-11,794.713
2005-02-14,802.881
2005-02-15,805.141
2005-02-16,794.015
2005-02-17,792.638
2005-02-18,793.093
2005-02-21,797.309
2005-02-22,803.331
2005-02-23,793.249
2005-02-24,795.554
2005-02-25,804.234
2005-02-28,819.504
2005-03-01,823.054
2005-03-02,823.508
2005-03-03,824.369
2005-03-04,830.048
2005-03-07,828.019
2005-03-08,830.638
2005-03-09,838.507
2005-03-10,834.332
2005-03-11,841.893
2005-03-14,833.457
2005-03-15,836.041
2005-03-16,840.708
2005-03-17,834.778
2005-03-18,839.859
2005-03-21,838.5
2005-03-22,842.018
2005-03-23,828.492
2005-03-24,823.023
2005-03-25,823.978
2005-03-28,823.265
2005-03-29,806.863
2005-03-30,800.436
2005-03-31,816.212
2005-04-01,816.332
2005-04-04,806.037
2005-04-05,808.726
2005-04-06,810.026
2005-04-07,812.198
2005-04-08,813.933
2005-04-11,812.473
2005-04-12,802.875
2005-04-13,808.988
2005-04-14,795.978
2005-04-15,788.84
2005-04-18,759.664
2005-04-19,777.332
2005-04-20,782.537
2005-04-21,773.685
2005-04-22,793.927
2005-04-25,796.321
2005-04-26,793.977
2005-04-27,794.422
2005-04-28,795.183
2005-04-29,803.217
2005-05-02,803.795
2005-05-03,803.681
2005-05-04,810.369
2005-05-05,809.128
2005-05-06,817.287
2005-05-09,814.284
2005-05-10,812.464
2005-05-11,809.854
2005-05-12,799.256
2005-05-13,790.729
2005-05-16,780.088
2005-05-17,767.865
2005-05-18,768.057
2005-05-19,778.589
2005-05-20,772.808
2005-05-23,781.907
2005-05-24,779.873
2005-05-25,767.728
2005-05-26,764.092
2005-05-27,769.599
2005-05-30,778.033
2005-05-31,785.514
2005-06-01,784.794
2005-06-02,784.332
2005-06-03,790.549
2005-06-06,795.639
2005-06-07,794.135
2005-06-08,797.507
2005-06-09,785.456
2005-06-10,787.867
2005-06-13,779.549
2005-06-14,780.993
2005-06-15,786.037
2005-06-16,790.077
2005-06-17,799.022
2005-06-20,798.061
2005-06-21,803.355
2005-06-22,802.877
2005-06-23,802.98
2005-06-24,799.987
2005-06-27,793.091
2005-06-28,799.026
2005-06-29,798.261
2005-06-30,793.762
2005-07-01,790.919
2005-07-04,795.043
2005-07-05,791.103
2005-07-06,790.05
2005-07-07,787.134
2005-07-08,784.206
2005-07-11,790.609
2005-07-12,797.682
2005-07-13,789.63
2005-07-14,792.231
2005-07-15,792.147
2005-07-18,795.691
2005-07-19,786.944
2005-07-20,786.198
2005-07-21,807.152
2005-07-22,799.859
2005-07-25,799.391
2005-07-26,794.764
2005-07-27,800.02
2005-07-28,801.107
2005-07-29,804.928
2005-08-01,807.617
2005-08-02,810.314
2005-08-03,810.714
2005-08-04,802.946
2005-08-05,785.75
2005-08-08,790.102
2005-08-09,800.2
2005-08-10,823.606
2005-08-11,836.908
2005-08-12,839.124
2005-08-15,842.016
2005-08-16,848.204
2005-08-17,844.805
2005-08-18,839.454
2005-08-19,835.212
2005-08-22,852.661
2005-08-23,851.831
2005-08-24,850.004
2005-08-25,847.946
2005-08-26,854.613
2005-08-29,840.512
2005-08-30,839.993
2005-08-31,841.675
2005-09-01,855.307
2005-09-02,860.998
2005-09-05,869.622
2005-09-06,860.462
2005-09-07,855.194
2005-09-08,846.012
2005-09-09,862.622
2005-09-12,870.243
2005-09-13,867.085
2005-09-14,872.521
2005-09-15,878.936
2005-09-16,872.886
2005-09-19,873.435
2005-09-20,885.925
2005-09-21,888.68
2005-09-22,886.117
2005-09-23,881.14
2005-09-26,898.162
2005-09-27,887.649
2005-09-28,899.368
2005-09-29,912.399
2005-09-30,903.265
2005-10-03,893.274
2005-10-04,900.0
2005-10-05,894.463
2005-10-06,877.878
2005-10-07,875.803
2005-10-10,872.278
2005-10-11,890.131
2005-10-12,893.748
2005-10-13,887.989
2005-10-14,890.394
2005-10-17,884.243
2005-10-18,874.015
2005-10-19,868.929
2005-10-20,875.024
2005-10-21,875.435
2005-10-24,876.121
2005-10-25,891.635
2005-10-26,894.089
2005-10-27,912.518
2005-10-28,909.607
2005-10-31,920.203
2005-11-01,932.298
2005-11-02,929.498
2005-11-03,927.118
2005-11-04,928.265
2005-11-07,933.519
2005-11-08,935.313
