Date,AUSTRIA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-08,249.564
2001-05-09,246.954
2001-05-10,248.472
2001-05-11,245.305
2001-05-14,245.607
2001-05-15,241.462
2001-05-16,242.001
2001-05-17,240.096
2001-05-18,236.683
2001-05-21,234.302
2001-05-22,231.522
2001-05-23,227.931
2001-05-24,227.103
2001-05-25,230.013
2001-05-28,232.716
2001-05-29,227.324
2001-05-30,226.411
2001-05-31,223.614
2001-06-01,228.013
2001-06-04,228.322
2001-06-05,229.832
2001-06-06,226.34
2001-06-07,230.206
2001-06-08,229.88
2001-06-11,226.632
2001-06-12,229.562
2001-06-13,231.791
2001-06-14,233.907
2001-06-15,234.023
2001-06-18,234.378
2001-06-19,233.1
2001-06-20,232.254
2001-06-21,230.908
2001-06-22,232.03
2001-06-25,236.265
2001-06-26,236.506
2001-06-27,231.737
2001-06-28,229.239
2001-06-29,223.132
2001-07-02,221.464
2001-07-03,220.432
2001-07-04,221.44
2001-07-05,220.541
2001-07-06,221.757
2001-07-09,223.172
2001-07-10,228.546
2001-07-11,229.865
2001-07-12,226.446
2001-07-13,230.332
2001-07-16,231.56
2001-07-17,227.936
2001-07-18,233.931
2001-07-19,236.226
2001-07-20,236.589
2001-07-23,237.434
2001-07-24,238.991
2001-07-25,237.102
2001-07-26,237.545
2001-07-27,241.654
2001-07-30,240.533
2001-07-31,238.614
2001-08-01,238.784
2001-08-02,236.443
2001-08-03,234.258
2001-08-06,234.082
2001-08-07,234.986
2001-08-08,234.289
2001-08-09,235.79
2001-08-10,238.458
2001-08-13,240.816
2001-08-14,239.217
2001-08-15,242.869
2001-08-16,242.041
2001-08-17,239.859
2001-08-20,237.502
2001-08-21,241.03
2001-08-22,246.34
2001-08-23,243.982
2001-08-24,242.651
2001-08-27,238.396
2001-08-28,239.58
2001-08-29,239.201
2001-08-30,236.112
2001-08-31,236.24
2001-09-03,233.897
2001-09-04,232.605
2001-09-05,230.522
2001-09-06,232.783
2001-09-07,232.412
2001-09-10,226.656
2001-09-11,225.956
2001-09-12,224.695
2001-09-13,229.716
2001-09-14,229.847
2001-09-17,227.595
2001-09-18,228.666
2001-09-19,230.531
2001-09-20,228.276
2001-09-21,223.566
2001-09-24,221.976
2001-09-25,218.043
2001-09-26,223.159
2001-09-27,225.673
2001-09-28,221.454
2001-10-01,227.196
2001-10-02,230.02
2001-10-03,230.775
2001-10-04,233.357
2001-10-05,228.427
2001-10-08,231.227
2001-10-09,230.691
2001-10-10,224.768
2001-10-11,226.322
2001-10-12,230.47
2001-10-15,228.128
2001-10-16,234.861
2001-10-17,235.741
2001-10-18,234.493
2001-10-19,227.806
2001-10-22,224.623
2001-10-23,224.733
2001-10-24,223.93
2001-10-25,222.278
2001-10-26,221.321
2001-10-29,222.213
2001-10-30,224.231
2001-10-31,228.007
2001-11-01,229.463
2001-11-02,226.28
2001-11-05,226.547
2001-11-06,230.76
2001-11-07,228.675
2001-11-08,228.767
2001-11-09,227.659
2001-11-12,228.65
2001-11-13,224.387
2001-11-14,225.827
2001-11-15,227.905
2001-11-16,229.356
2001-11-19,223.083
2001-11-20,226.472
2001-11-21,225.927
2001-11-22,229.205
2001-11-23,229.502
2001-11-26,229.485
2001-11-27,230.826
2001-11-28,232.213
2001-11-29,232.941
2001-11-30,240.319
2001-12-03,236.928
2001-12-04,240.719
2001-12-05,240.685
2001-12-06,241.117
2001-12-07,241.244
2001-12-10,241.879
2001-12-11,240.785
2001-12-12,242.105
2001-12-13,242.75
2001-12-14,244.74
2001-12-17,244.047
2001-12-18,242.267
2001-12-19,239.452
2001-12-20,237.794
2001-12-21,237.157
2001-12-24,234.868
2001-12-25,234.868
2001-12-26,235.069
2001-12-27,239.858
2001-12-28,238.92
2001-12-31,241.235
2002-01-01,241.235
2002-01-02,242.881
2002-01-03,243.624
2002-01-04,242.302
2002-01-07,242.698
2002-01-08,240.876
2002-01-09,240.598
2002-01-10,243.221
2002-01-11,242.686
2002-01-14,243.543
2002-01-15,244.075
2002-01-16,240.379
2002-01-17,241.252
2002-01-18,242.895
2002-01-21,243.425
2002-01-22,242.89
2002-01-23,242.945
2002-01-24,243.213
2002-01-25,240.387
2002-01-28,237.836
2002-01-29,237.38
2002-01-30,237.502
2002-01-31,237.268
2002-02-01,238.41
2002-02-04,239.474
2002-02-05,238.215
2002-02-06,238.624
2002-02-07,242.001
2002-02-08,243.466
2002-02-11,243.957
2002-02-12,243.948
2002-02-13,241.375
2002-02-14,241.35
2002-02-15,241.26
2002-02-18,241.373
2002-02-19,243.208
2002-02-20,240.37
2002-02-21,240.048
2002-02-22,241.289
2002-02-25,239.509
2002-02-26,234.341
2002-02-27,234.135
2002-02-28,233.222
2002-03-01,232.857
2002-03-04,236.88
2002-03-05,234.365
2002-03-06,235.895
2002-03-07,237.204
2002-03-08,239.53
2002-03-11,240.077
2002-03-12,237.315
2002-03-13,238.139
2002-03-14,238.993
2002-03-15,240.803
2002-03-18,240.727
2002-03-19,241.696
2002-03-20,240.679
2002-03-21,239.527
2002-03-22,240.282
2002-03-25,240.177
2002-03-26,239.221
2002-03-27,240.101
2002-03-28,239.421
2002-03-29,239.421
2002-04-01,241.383
2002-04-02,245.549
2002-04-03,244.818
2002-04-04,245.604
2002-04-05,245.043
2002-04-08,241.554
2002-04-09,244.166
2002-04-10,244.959
2002-04-11,248.093
2002-04-12,247.923
2002-04-15,247.211
2002-04-16,245.939
2002-04-17,245.61
2002-04-18,245.552
2002-04-19,245.813
2002-04-22,245.914
2002-04-23,246.126
2002-04-24,246.648
2002-04-25,248.794
2002-04-26,249.263
2002-04-29,249.613
2002-04-30,249.127
2002-05-01,250.537
2002-05-02,249.521
2002-05-03,252.437
2002-05-06,253.178
2002-05-07,250.512
2002-05-08,248.959
2002-05-09,248.973
2002-05-10,251.256
2002-05-13,250.665
2002-05-14,247.221
2002-05-15,249.351
2002-05-16,249.022
2002-05-17,252.809
2002-05-20,252.802
2002-05-21,251.168
2002-05-22,253.448
2002-05-23,253.605
2002-05-24,253.034
2002-05-27,251.402
2002-05-28,255.279
2002-05-29,255.868
2002-05-30,257.328
2002-05-31,255.609
2002-06-03,257.641
2002-06-04,257.865
2002-06-05,256.349
2002-06-06,259.913
2002-06-07,258.844
2002-06-10,259.238
2002-06-11,255.04
2002-06-12,255.678
2002-06-13,254.64
2002-06-14,255.167
2002-06-17,254.386
2002-06-18,256.263
2002-06-19,258.513
2002-06-20,259.212
2002-06-21,261.638
2002-06-24,260.476
2002-06-25,257.737
2002-06-26,260.043
2002-06-27,262.513
2002-06-28,262.51
2002-07-01,265.6
2002-07-02,258.142
2002-07-03,259.114
2002-07-04,258.532
2002-07-05,257.665
2002-07-08,261.76
2002-07-09,262.922
2002-07-10,260.773
2002-07-11,259.5
2002-07-12,259.966
2002-07-15,261.216
2002-07-16,256.887
2002-07-17,256.967
2002-07-18,254.91
2002-07-19,249.325
2002-07-22,247.939
2002-07-23,246.906
2002-07-24,241.894
2002-07-25,246.23
2002-07-26,241.771
2002-07-29,238.342
2002-07-30,242.102
2002-07-31,234.521
2002-08-01,236.03
2002-08-02,235.537
2002-08-05,235.346
2002-08-06,231.211
2002-08-07,231.369
2002-08-08,231.866
2002-08-09,235.566
2002-08-12,234.906
2002-08-13,233.499
2002-08-14,234.938
2002-08-15,233.189
2002-08-16,240.773
2002-08-19,237.317
2002-08-20,236.668
2002-08-21,237.476
2002-08-22,234.787
2002-08-23,234.151
2002-08-26,235.552
2002-08-27,237.007
2002-08-28,232.531
2002-08-29,232.011
2002-08-30,231.374
2002-09-02,229.781
2002-09-03,234.186
2002-09-04,233.954
2002-09-05,234.367
2002-09-06,230.491
2002-09-09,230.739
2002-09-10,225.384
2002-09-11,223.228
2002-09-12,224.394
2002-09-13,225.173
2002-09-16,224.082
2002-09-17,223.875
2002-09-18,224.885
2002-09-19,226.094
2002-09-20,226.174
2002-09-23,226.922
2002-09-24,223.385
2002-09-25,222.075
2002-09-26,222.706
2002-09-27,223.974
2002-09-30,227.085
2002-10-01,221.603
2002-10-02,224.845
2002-10-03,222.797
2002-10-04,218.456
2002-10-07,214.822
2002-10-08,207.663
2002-10-09,209.402
2002-10-10,212.452
2002-10-11,210.949
2002-10-14,210.414
2002-10-15,213.307
2002-10-16,213.215
2002-10-17,211.503
2002-10-18,212.139
2002-10-21,212.115
2002-10-22,214.893
2002-10-23,214.437
2002-10-24,214.314
2002-10-25,212.477
2002-10-28,216.706
2002-10-29,217.667
2002-10-30,220.336
2002-10-31,225.563
2002-11-01,226.964
2002-11-04,226.938
2002-11-05,228.536
2002-11-06,227.765
2002-11-07,232.159
2002-11-08,232.831
2002-11-11,229.942
2002-11-12,229.592
2002-11-13,230.8
2002-11-14,230.501
2002-11-15,228.734
2002-11-18,227.794
2002-11-19,227.645
2002-11-20,226.901
2002-11-21,226.692
2002-11-22,226.425
2002-11-25,227.467
2002-11-26,228.316
2002-11-27,228.279
2002-11-28,231.168
2002-11-29,228.982
2002-12-02,231.474
2002-12-03,232.969
2002-12-04,235.884
2002-12-05,233.308
2002-12-06,236.351
2002-12-09,233.749
2002-12-10,237.846
2002-12-11,237.936
2002-12-12,239.219
2002-12-13,239.186
2002-12-16,238.105
2002-12-17,241.258
2002-12-18,238.924
2002-12-19,239.48
2002-12-20,246.331
2002-12-23,245.204
2002-12-24,246.219
2002-12-25,246.219
2002-12-26,246.84
2002-12-27,248.461
2002-12-30,250.332
2002-12-31,251.314
2003-01-01,251.314
2003-01-02,247.256
2003-01-03,248.293
2003-01-06,249.819
2003-01-07,248.595
2003-01-08,245.656
2003-01-09,253.811
2003-01-10,255.236
2003-01-13,256.413
2003-01-14,262.62
2003-01-15,262.7
2003-01-16,262.51
2003-01-17,262.924
2003-01-20,263.052
2003-01-21,261.782
2003-01-22,260.758
2003-01-23,263.618
2003-01-24,270.013
2003-01-27,267.926
2003-01-28,268.845
2003-01-29,265.798
2003-01-30,259.864
2003-01-31,261.866
2003-02-03,263.914
2003-02-04,265.064
2003-02-05,266.746
2003-02-06,270.85
2003-02-07,269.578
2003-02-10,266.716
2003-02-11,261.882
2003-02-12,257.81
2003-02-13,262.662
2003-02-14,262.307
2003-02-17,264.126
2003-02-18,261.444
2003-02-19,261.62
2003-02-20,261.621
2003-02-21,261.233
2003-02-24,260.255
2003-02-25,259.027
2003-02-26,262.437
2003-02-27,264.134
2003-02-28,264.26
2003-03-03,268.94
2003-03-04,269.047
2003-03-05,272.228
2003-03-06,270.749
2003-03-07,269.811
2003-03-10,268.599
2003-03-11,267.237
2003-03-12,265.562
2003-03-13,260.426
2003-03-14,256.035
2003-03-17,253.681
2003-03-18,255.289
2003-03-19,252.959
2003-03-20,254.549
2003-03-21,255.286
2003-03-24,257.535
2003-03-25,258.966
2003-03-26,259.577
2003-03-27,261.055
2003-03-28,262.328
2003-03-31,265.532
2003-04-01,265.035
2003-04-02,265.876
2003-04-03,261.05
2003-04-04,262.471
2003-04-07,262.416
2003-04-08,260.821
2003-04-09,260.521
2003-04-10,263.612
2003-04-11,262.038
2003-04-14,260.84
2003-04-15,261.617
2003-04-16,263.221
2003-04-17,265.522
2003-04-18,265.522
2003-04-21,264.378
2003-04-22,265.671
2003-04-23,270.073
2003-04-24,273.531
2003-04-25,272.926
2003-04-28,272.33
2003-04-29,275.633
2003-04-30,279.494
2003-05-01,282.061
2003-05-02,287.845
2003-05-05,291.686
2003-05-06,296.189
2003-05-07,297.139
2003-05-08,298.091
2003-05-09,298.736
2003-05-12,306.287
2003-05-13,305.853
2003-05-14,305.413
2003-05-15,308.445
2003-05-16,310.794
2003-05-19,309.288
2003-05-20,308.428
2003-05-21,312.49
2003-05-22,312.381
2003-05-23,316.849
2003-05-26,317.787
2003-05-27,316.654
2003-05-28,313.387
2003-05-29,315.71
2003-05-30,304.763
2003-06-02,310.456
2003-06-03,309.755
2003-06-04,308.35
2003-06-05,314.142
2003-06-06,311.502
2003-06-09,313.193
2003-06-10,312.647
2003-06-11,315.833
2003-06-12,310.206
2003-06-13,314.278
2003-06-16,316.108
2003-06-17,317.102
2003-06-18,313.26
2003-06-19,313.086
2003-06-20,311.811
2003-06-23,309.626
2003-06-24,308.833
2003-06-25,309.347
2003-06-26,308.081
2003-06-27,308.903
2003-06-30,309.089
2003-07-01,313.4
2003-07-02,315.577
2003-07-03,313.375
2003-07-04,313.303
2003-07-07,314.897
2003-07-08,310.168
2003-07-09,311.013
2003-07-10,308.239
2003-07-11,308.996
2003-07-14,311.065
2003-07-15,308.726
2003-07-16,309.284
2003-07-17,306.98
2003-07-18,307.418
2003-07-21,307.928
2003-07-22,307.049
2003-07-23,313.029
2003-07-24,311.204
2003-07-25,312.364
2003-07-28,311.673
2003-07-29,312.127
2003-07-30,308.21
2003-07-31,303.785
2003-08-01,303.0
2003-08-04,305.131
2003-08-05,307.348
2003-08-06,307.095
2003-08-07,309.243
2003-08-08,306.388
2003-08-11,305.293
2003-08-12,306.159
2003-08-13,306.933
2003-08-14,306.218
2003-08-15,306.0
2003-08-18,304.682
2003-08-19,305.293
2003-08-20,307.511
2003-08-21,302.14
2003-08-22,298.867
2003-08-25,300.518
2003-08-26,301.378
2003-08-27,302.456
2003-08-28,301.684
2003-08-29,302.925
2003-09-01,303.513
2003-09-02,304.02
2003-09-03,304.392
2003-09-04,304.807
2003-09-05,308.354
2003-09-08,312.826
2003-09-09,312.711
2003-09-10,312.683
2003-09-11,314.491
2003-09-12,318.156
2003-09-15,313.908
2003-09-16,311.411
2003-09-17,312.924
2003-09-18,313.606
2003-09-19,316.525
2003-09-22,317.489
2003-09-23,316.937
2003-09-24,315.765
2003-09-25,316.491
2003-09-26,315.332
2003-09-29,317.759
2003-09-30,322.118
2003-10-01,321.326
2003-10-02,321.658
2003-10-03,320.943
2003-10-06,324.735
2003-10-07,329.17
2003-10-08,332.073
2003-10-09,331.763
2003-10-10,334.037
2003-10-13,333.483
2003-10-14,334.382
2003-10-15,332.403
2003-10-16,335.834
2003-10-17,334.794
2003-10-20,335.699
2003-10-21,333.261
2003-10-22,336.121
2003-10-23,335.704
2003-10-24,336.574
2003-10-27,335.142
2003-10-28,332.988
2003-10-29,336.619
2003-10-30,338.1
2003-10-31,334.117
2003-11-03,332.546
2003-11-04,335.888
2003-11-05,334.262
2003-11-06,330.6
2003-11-07,330.654
2003-11-10,333.147
2003-11-11,332.023
2003-11-12,334.521
2003-11-13,339.747
2003-11-14,341.637
2003-11-17,340.903
2003-11-18,344.173
2003-11-19,346.883
2003-11-20,344.301
2003-11-21,346.282
2003-11-24,343.664
2003-11-25,342.412
2003-11-26,343.624
2003-11-27,347.786
2003-11-28,351.035
2003-12-01,351.57
2003-12-02,355.994
2003-12-03,355.634
2003-12-04,353.201
2003-12-05,355.666
2003-12-08,357.907
2003-12-09,359.295
2003-12-10,356.537
2003-12-11,352.737
2003-12-12,360.167
2003-12-15,361.059
2003-12-16,358.58
2003-12-17,359.507
2003-12-18,362.241
2003-12-19,366.599
2003-12-22,369.483
2003-12-23,373.689
2003-12-24,374.742
2003-12-25,374.742
2003-12-26,374.592
2003-12-29,376.773
2003-12-30,377.512
2003-12-31,380.013
2004-01-01,380.013
2004-01-02,382.913
2004-01-05,392.591
2004-01-06,394.945
2004-01-07,397.08
2004-01-08,399.028
2004-01-09,400.448
2004-01-12,398.655
2004-01-13,401.746
2004-01-14,402.969
2004-01-15,402.208
2004-01-16,398.434
2004-01-19,398.652
2004-01-20,399.013
2004-01-21,403.607
2004-01-22,414.837
2004-01-23,414.335
2004-01-26,406.641
2004-01-27,412.27
2004-01-28,413.564
2004-01-29,401.848
2004-01-30,401.665
2004-02-02,405.76
2004-02-03,409.063
2004-02-04,409.557
2004-02-05,410.693
2004-02-06,414.345
2004-02-09,418.664
2004-02-10,418.235
2004-02-11,420.232
2004-02-12,426.723
2004-02-13,431.737
2004-02-16,433.109
2004-02-17,432.36
2004-02-18,433.062
2004-02-19,426.547
2004-02-20,423.665
2004-02-23,424.086
2004-02-24,426.106
2004-02-25,421.926
2004-02-26,418.395
2004-02-27,417.81
2004-03-01,418.325
2004-03-02,416.947
2004-03-03,412.939
2004-03-04,419.662
2004-03-05,424.901
2004-03-08,425.853
2004-03-09,426.987
2004-03-10,419.937
2004-03-11,418.582
2004-03-12,414.88
2004-03-15,411.648
2004-03-16,418.813
2004-03-17,418.612
2004-03-18,421.556
2004-03-19,423.019
2004-03-22,414.282
2004-03-23,418.846
2004-03-24,426.504
2004-03-25,425.064
2004-03-26,420.142
2004-03-29,422.07
2004-03-30,421.312
2004-03-31,429.19
2004-04-01,438.825
2004-04-02,436.441
2004-04-05,438.152
2004-04-06,437.345
2004-04-07,444.883
2004-04-08,444.016
2004-04-09,444.016
2004-04-12,442.769
2004-04-13,438.046
2004-04-14,433.532
2004-04-15,431.098
2004-04-16,435.656
2004-04-19,435.521
2004-04-20,432.552
2004-04-21,431.565
2004-04-22,428.547
2004-04-23,429.214
2004-04-26,430.694
2004-04-27,431.923
2004-04-28,430.509
2004-04-29,434.691
2004-04-30,433.301
2004-05-03,430.603
2004-05-04,437.381
2004-05-05,438.336
2004-05-06,428.454
2004-05-07,423.934
2004-05-10,410.033
2004-05-11,410.199
2004-05-12,415.459
2004-05-13,413.644
2004-05-14,404.86
2004-05-17,404.562
2004-05-18,406.311
2004-05-19,417.877
2004-05-20,414.161
2004-05-21,415.714
2004-05-24,417.0
2004-05-25,418.115
2004-05-26,421.131
2004-05-27,429.479
2004-05-28,437.241
2004-05-31,437.241
2004-06-01,428.195
2004-06-02,428.384
2004-06-03,428.977
2004-06-04,434.474
2004-06-07,439.173
2004-06-08,438.833
2004-06-09,432.267
2004-06-10,432.303
2004-06-11,430.617
2004-06-14,432.743
2004-06-15,435.363
2004-06-16,438.112
2004-06-17,443.899
2004-06-18,448.407
2004-06-21,453.147
2004-06-22,445.656
2004-06-23,448.002
2004-06-24,452.112
2004-06-25,449.894
2004-06-28,456.136
2004-06-29,455.525
2004-06-30,456.774
2004-07-01,458.088
2004-07-02,469.223
2004-07-05,465.335
2004-07-06,461.665
2004-07-07,466.58
2004-07-08,469.808
2004-07-09,474.314
2004-07-12,472.029
2004-07-13,470.481
2004-07-14,466.145
2004-07-15,464.924
2004-07-16,473.052
2004-07-19,467.651
2004-07-20,467.829
2004-07-21,458.043
2004-07-22,452.996
2004-07-23,452.196
2004-07-26,452.082
2004-07-27,455.226
2004-07-28,457.735
2004-07-29,455.887
2004-07-30,456.834
2004-08-02,455.224
2004-08-03,455.421
2004-08-04,455.68
2004-08-05,454.881
2004-08-06,456.18
2004-08-09,453.148
2004-08-10,458.446
2004-08-11,453.101
2004-08-12,455.725
2004-08-13,462.321
2004-08-16,474.302
2004-08-17,469.539
2004-08-18,470.133
2004-08-19,448.169
2004-08-20,443.162
2004-08-23,439.37
2004-08-24,442.033
2004-08-25,444.719
2004-08-26,445.787
2004-08-27,447.034
2004-08-30,442.819
2004-08-31,444.928
2004-09-01,447.977
2004-09-02,448.225
2004-09-03,445.448
2004-09-06,448.641
2004-09-07,448.314
2004-09-08,450.879
2004-09-09,449.058
2004-09-10,454.308
2004-09-13,449.423
2004-09-14,449.147
2004-09-15,442.147
2004-09-16,445.052
2004-09-17,454.013
2004-09-20,453.056
2004-09-21,460.284
2004-09-22,457.868
2004-09-23,460.159
2004-09-24,454.202
2004-09-27,458.628
2004-09-28,457.09
2004-09-29,462.742
2004-09-30,463.34
2004-10-01,463.897
2004-10-04,461.309
2004-10-05,466.215
2004-10-06,470.027
2004-10-07,467.458
2004-10-08,472.561
2004-10-11,472.511
2004-10-12,465.698
2004-10-13,465.504
2004-10-14,467.322
2004-10-15,470.904
2004-10-18,472.722
2004-10-19,475.245
2004-10-20,477.517
2004-10-21,480.042
2004-10-22,484.684
2004-10-25,484.774
2004-10-26,484.736
2004-10-27,485.637
2004-10-28,490.428
2004-10-29,491.302
2004-11-01,492.248
2004-11-02,500.524
2004-11-03,503.287
2004-11-04,507.335
2004-11-05,506.271
2004-11-08,507.565
2004-11-09,504.674
2004-11-10,505.917
2004-11-11,511.539
2004-11-12,510.882
2004-11-15,508.182
2004-11-16,512.279
2004-11-17,520.706
2004-11-18,527.097
2004-11-19,528.998
2004-11-22,525.161
2004-11-23,527.634
2004-11-24,538.334
2004-11-25,543.995
2004-11-26,544.728
2004-11-29,551.651
2004-11-30,551.031
2004-12-01,560.437
2004-12-02,561.398
2004-12-03,566.198
2004-12-06,567.532
2004-12-07,572.838
2004-12-08,565.991
2004-12-09,560.035
2004-12-10,558.353
2004-12-13,568.548
2004-12-14,572.074
2004-12-15,580.563
2004-12-16,569.612
2004-12-17,570.35
2004-12-20,582.101
2004-12-21,579.483
2004-12-22,577.094
2004-12-23,580.724
2004-12-24,582.229
2004-12-27,588.653
2004-12-28,590.151
2004-12-29,589.168
2004-12-30,592.21
2004-12-31,590.581
2005-01-03,589.937
2005-01-04,586.136
2005-01-05,581.695
2005-01-06,577.116
2005-01-07,576.356
2005-01-10,573.5
2005-01-11,572.43
2005-01-12,578.007
2005-01-13,571.792
2005-01-14,566.844
2005-01-17,570.696
2005-01-18,569.36
2005-01-19,564.4
2005-01-20,561.968
2005-01-21,568.37
2005-01-24,570.95
2005-01-25,570.405
2005-01-26,577.6
2005-01-27,578.891
2005-01-28,573.855
2005-01-31,571.752
2005-02-01,577.733
2005-02-02,579.913
2005-02-03,579.694
2005-02-04,585.985
2005-02-07,582.645
2005-02-08,580.399
2005-02-09,582.86
2005-02-10,583.291
2005-02-11,585.727
2005-02-14,594.001
2005-02-15,595.872
2005-02-16,595.084
2005-02-17,598.755
2005-02-18,600.819
2005-02-21,598.868
2005-02-22,602.004
2005-02-23,590.962
2005-02-24,598.489
2005-02-25,610.577
2005-02-28,617.942
2005-03-01,617.386
2005-03-02,615.886
2005-03-03,623.266
2005-03-04,630.625
2005-03-07,631.545
2005-03-08,628.554
2005-03-09,623.884
2005-03-10,629.347
2005-03-11,632.917
2005-03-14,621.866
2005-03-15,626.233
2005-03-16,622.299
2005-03-17,615.929
2005-03-18,610.378
2005-03-21,596.512
2005-03-22,605.0
2005-03-23,589.678
2005-03-24,590.529
2005-03-25,590.529
2005-03-28,586.384
2005-03-29,592.805
2005-03-30,593.51
2005-03-31,597.795
2005-04-01,602.044
2005-04-04,597.282
2005-04-05,602.248
2005-04-06,604.06
2005-04-07,600.871
2005-04-08,601.922
2005-04-11,607.785
2005-04-12,604.361
2005-04-13,608.528
2005-04-14,599.318
2005-04-15,596.081
2005-04-18,588.443
2005-04-19,592.924
2005-04-20,600.105
2005-04-21,600.703
2005-04-22,604.01
2005-04-25,599.376
2005-04-26,598.401
2005-04-27,588.365
2005-04-28,581.801
2005-04-29,580.669
2005-05-02,579.831
2005-05-03,578.55
2005-05-04,578.869
2005-05-05,578.176
2005-05-06,572.07
2005-05-09,579.492
2005-05-10,581.109
2005-05-11,579.633
2005-05-12,575.8
2005-05-13,572.843
2005-05-16,571.71
2005-05-17,571.442
2005-05-18,579.445
2005-05-19,582.587
2005-05-20,583.63
2005-05-23,585.73
2005-05-24,583.886
2005-05-25,584.805
2005-05-26,581.461
2005-05-27,589.461
2005-05-30,588.259
2005-05-31,586.709
2005-06-01,588.274
2005-06-02,591.433
2005-06-03,591.549
2005-06-06,594.368
2005-06-07,597.209
2005-06-08,602.547
2005-06-09,599.213
2005-06-10,598.145
2005-06-13,597.547
2005-06-14,596.981
2005-06-15,600.409
2005-06-16,604.7
2005-06-17,614.372
2005-06-20,612.07
2005-06-21,610.059
2005-06-22,608.273
2005-06-23,602.324
2005-06-24,594.377
2005-06-27,598.355
2005-06-28,602.968
2005-06-29,604.658
2005-06-30,606.072
2005-07-01,607.81
2005-07-04,604.092
2005-07-05,607.209
2005-07-06,603.348
2005-07-07,600.254
2005-07-08,603.943
2005-07-11,608.808
2005-07-12,613.073
2005-07-13,610.42
2005-07-14,613.793
2005-07-15,609.301
2005-07-18,612.048
2005-07-19,612.025
2005-07-20,611.012
2005-07-21,613.307
2005-07-22,614.52
2005-07-25,616.617
2005-07-26,609.113
2005-07-27,611.403
2005-07-28,615.063
2005-07-29,624.332
2005-08-01,636.433
2005-08-02,636.624
2005-08-03,650.914
2005-08-04,656.806
2005-08-05,650.362
2005-08-08,653.161
2005-08-09,653.846
2005-08-10,658.482
2005-08-11,657.195
2005-08-12,657.904
2005-08-15,654.385
2005-08-16,651.868
2005-08-17,645.546
2005-08-18,636.622
2005-08-19,634.422
2005-08-22,640.762
2005-08-23,640.911
2005-08-24,637.697
2005-08-25,639.945
2005-08-26,642.025
2005-08-29,640.644
2005-08-30,637.351
2005-08-31,646.657
2005-09-01,661.216
2005-09-02,673.081
2005-09-05,667.136
2005-09-06,665.097
2005-09-07,663.953
2005-09-08,665.569
2005-09-09,664.586
2005-09-12,658.025
2005-09-13,656.537
2005-09-14,656.158
2005-09-15,650.974
2005-09-16,653.589
2005-09-19,646.121
2005-09-20,646.216
2005-09-21,635.614
2005-09-22,627.447
2005-09-23,624.268
2005-09-26,623.398
2005-09-27,622.262
2005-09-28,626.78
2005-09-29,627.167
2005-09-30,634.391
2005-10-03,632.939
2005-10-04,633.166
2005-10-05,631.686
2005-10-06,631.287
2005-10-07,629.759
2005-10-10,621.432
2005-10-11,615.418
2005-10-12,616.94
2005-10-13,600.55
2005-10-14,601.81
2005-10-17,602.092
2005-10-18,602.802
2005-10-19,596.046
2005-10-20,593.29
2005-10-21,591.932
2005-10-24,592.443
2005-10-25,602.748
2005-10-26,601.702
2005-10-27,605.035
2005-10-28,607.675
2005-10-31,619.415
2005-11-01,620.087
2005-11-02,619.67
2005-11-03,623.767
2005-11-04,614.199
2005-11-07,618.078
