Date,AUSTRIA IMI GROWTH IMI (Large+Mid+Small Cap)
2006-04-28,796.319
2006-05-31,736.52
2006-06-30,737.013
2006-07-31,734.586
2006-08-31,749.882
2006-09-29,768.19
2006-10-31,808.497
2006-11-30,850.461
2006-12-29,916.603
2007-01-31,927.919
2007-02-28,904.265
2007-03-30,955.835
2007-04-30,994.344
2007-05-31,1000.0
2007-06-29,989.414
2007-07-31,944.962
2007-08-31,899.743
2007-09-28,898.625
2007-10-31,967.532
2007-11-30,894.279
2007-12-31,873.776
2008-01-31,751.141
2008-02-29,773.938
2008-03-31,799.924
2008-04-30,888.522
2008-05-30,917.334
2008-06-30,863.919
2008-07-31,786.95
2008-08-29,737.853
2008-09-30,535.501
2008-10-31,342.636
2008-11-28,329.154
2008-12-31,360.357
2009-01-30,340.126
2009-02-27,297.705
2009-03-31,348.974
2009-04-30,383.354
2009-05-29,457.905
2009-06-30,461.674
2009-07-31,461.502
2009-08-31,488.572
2009-09-30,523.625
2009-10-30,509.59
2009-11-30,516.777
2009-12-31,495.666
2010-01-29,472.044
2010-02-26,451.709
2010-03-31,480.661
2010-04-30,490.243
2010-05-31,415.781
2010-06-30,391.116
2010-07-30,456.653
2010-08-31,437.262
2010-09-30,504.841
2010-10-29,538.625
2010-11-30,500.75
2010-12-31,572.639
2011-01-31,566.665
2011-02-28,564.151
2011-03-31,589.549
2011-04-29,614.505
2011-05-31,602.547
2011-06-30,612.654
2011-07-29,574.824
2011-08-31,476.082
2011-09-30,377.166
2011-10-31,389.24
2011-11-30,346.223
2011-12-30,339.641
2012-01-31,370.203
2012-02-29,399.936
2012-03-30,404.221
2012-04-30,409.941
2012-05-31,370.214
2012-06-29,364.466
2012-07-31,364.429
2012-08-31,366.7
2012-09-28,388.089
2012-10-31,404.816
2012-11-30,417.105
2012-12-31,436.456
2013-01-31,455.539
2013-02-28,451.485
2013-03-29,419.445
2013-04-30,437.837
2013-05-31,427.191
2013-06-28,383.693
2013-07-31,413.37
2013-08-30,423.637
2013-09-30,439.159
2013-10-31,465.219
2013-11-29,468.024
2013-12-31,460.188
2014-01-31,461.641
2014-02-28,491.526
2014-03-31,484.904
2014-04-30,482.079
2014-05-30,479.808
2014-06-30,461.745
2014-07-31,402.192
2014-08-29,395.623
2014-09-30,366.189
2014-10-31,364.189
2014-11-28,390.875
2014-12-31,367.413
2015-01-30,353.692
2015-02-27,400.692
2015-03-31,391.997
2015-04-30,418.577
2015-05-29,425.521
2015-06-30,410.283
2015-07-31,428.744
2015-08-31,408.514
2015-09-30,391.64
2015-10-30,413.436
2015-11-30,417.976
2018-05-31,474.125
2018-06-29,474.492
2018-07-31,497.489
2018-08-31,481.496
2018-09-28,483.155
2018-10-31,456.425
2018-11-30,446.604
2018-12-31,404.29
2019-01-31,448.161
2019-02-28,449.299
2019-03-29,430.931
2019-04-30,466.681
2021-11-30,647.891
2021-12-31,697.91
2022-01-31,677.463
2022-02-28,635.947
2022-03-31,614.636
2022-04-29,575.003
2022-05-31,588.368
2022-06-30,560.292
2022-07-29,606.2
2022-08-31,539.945
2022-09-30,461.762
2022-10-31,431.98
2022-11-30,496.153
2022-12-30,469.212
2023-01-31,491.629
2023-02-28,500.527
2023-03-31,488.127
2023-04-28,501.465
2023-05-31,457.424
2023-06-30,492.473
2023-07-31,513.432
2023-08-31,487.541
2023-09-29,471.394
2023-10-31,485.433
2023-11-30,540.978
2023-12-29,550.225
2024-01-31,497.997
2024-02-29,462.434
2024-03-29,470.455
2024-04-30,482.501
2024-05-31,530.748
2024-06-28,522.205
2024-07-31,529.098
2024-08-30,551.259
2024-09-30,514.119
2024-10-31,489.64
2024-11-29,482.81
2024-12-31,457.012
2025-01-31,482.497
2025-02-28,486.522
2025-03-31,448.219
2025-04-30,475.195
2025-05-30,510.889
2000-12-29,246.472
2001-01-31,250.904
2001-02-28,265.141
2001-03-30,250.793
2001-04-30,250.524
2001-05-31,223.614
2001-06-29,223.132
2001-07-31,238.614
2001-08-31,236.24
2001-09-28,221.454
2001-10-31,228.007
2001-11-30,240.319
2001-12-31,241.235
2002-01-31,237.268
2002-02-28,233.222
2002-03-29,239.421
2002-04-30,249.127
2002-05-31,255.609
2002-06-28,262.51
2002-07-31,234.521
2002-08-30,231.374
2002-09-30,227.085
2002-10-31,225.563
2002-11-29,228.982
2002-12-31,251.314
2003-01-31,261.866
2003-02-28,264.26
2003-03-31,265.532
2003-04-30,279.494
2003-05-30,304.763
2003-06-30,309.089
2003-07-31,303.785
2003-08-29,302.925
2003-09-30,322.118
2003-10-31,334.117
2003-11-28,351.035
2003-12-31,380.013
2004-01-30,401.665
2004-02-27,417.81
2004-03-31,429.19
2004-04-30,433.301
2004-05-31,437.241
2004-06-30,456.774
2004-07-30,456.834
2004-08-31,444.928
2004-09-30,463.34
2004-10-29,491.302
2015-12-31,418.494
2016-01-29,376.956
2016-02-29,392.95
2016-03-31,438.004
2016-04-29,449.029
2016-05-31,415.169
2016-06-30,368.385
2016-07-29,391.751
2016-08-31,390.721
2016-09-30,420.805
2016-10-31,407.745
2016-11-30,410.682
2016-12-30,412.33
2017-01-31,444.667
2017-02-28,441.911
2017-03-31,445.047
2017-04-28,477.281
2017-05-31,509.373
2017-06-30,499.577
2017-07-31,513.22
2017-08-31,459.626
2017-09-29,494.549
2017-10-31,504.326
2017-11-30,482.265
2017-12-29,499.096
2018-01-31,557.351
2018-02-28,522.682
2018-03-30,520.853
2018-04-30,496.487
2019-05-31,425.483
2019-06-28,451.93
2019-07-31,448.415
2019-08-30,450.501
2019-09-30,457.921
2019-10-31,481.637
2019-11-29,466.175
2019-12-31,479.001
2020-01-31,483.571
2020-02-28,428.034
2020-03-31,299.14
2020-04-30,352.939
2020-05-29,361.035
2020-06-30,361.121
2020-07-31,385.606
2020-08-31,395.925
2020-09-30,386.519
2020-10-30,398.277
2020-11-30,494.45
2020-12-31,589.265
2021-01-29,625.228
2021-02-26,575.395
2021-03-31,575.876
2021-04-30,634.004
2021-05-31,676.633
2021-06-30,655.051
2021-07-30,678.526
2021-08-31,728.467
2021-09-30,654.056
2021-10-29,669.244
