Date,UNITED KINGDOM Standard (Large+Mid Cap)
1977-07-29,126.35
1977-08-31,141.599
1977-09-30,153.669
1977-10-31,156.462
1977-11-30,148.456
1977-12-30,158.575
1978-01-31,154.567
1978-02-28,146.408
1978-03-31,150.543
1978-04-28,150.445
1978-05-31,156.963
1978-06-30,155.392
1978-07-31,171.702
1978-08-31,176.685
1978-09-29,179.285
1978-10-31,184.502
1978-11-30,175.954
1978-12-29,181.875
1979-01-31,181.073
1979-02-28,196.983
1979-03-30,227.158
1979-04-30,238.616
1979-05-31,222.19
1979-06-29,223.621
1979-07-31,225.974
1979-08-31,232.025
1979-09-28,236.697
1979-10-31,212.538
1979-11-30,222.252
1979-12-31,222.375
1980-01-31,246.605
1980-02-29,261.262
1980-03-31,227.408
1980-04-30,246.245
1980-05-30,248.95
1980-06-30,280.889
1980-07-31,290.931
1980-08-29,298.447
1980-09-30,307.476
1980-10-31,334.848
1980-11-28,329.137
1980-12-31,314.744
1981-01-30,313.342
1981-02-27,303.627
1981-03-31,308.237
1981-04-30,316.461
1981-05-29,291.442
1981-06-30,279.872
1981-07-31,270.24
1981-08-31,282.463
1981-09-30,232.15
1981-10-30,245.555
1981-11-30,293.288
1981-12-31,281.555
1982-01-29,295.252
1982-02-26,274.122
1982-03-31,278.929
1982-04-30,286.097
1982-05-31,295.727
1982-06-30,277.196
1982-07-30,287.323
1982-08-31,292.018
1982-09-30,306.003
1982-10-29,311.821
1982-11-30,303.406
1982-12-31,307.92
1983-01-31,303.43
1983-02-28,305.247
1983-03-31,309.664
1983-04-29,353.586
1983-05-31,364.218
1983-06-30,367.31
1983-07-29,354.219
1983-08-31,351.152
1983-09-30,350.807
1983-10-31,345.03
1983-11-30,360.595
1983-12-30,361.417
1984-01-31,375.79
1984-02-29,391.009
1984-03-30,406.01
1984-04-30,403.674
1984-05-31,361.925
1984-06-29,364.964
1984-07-31,343.236
1984-08-31,377.921
1984-09-28,371.304
1984-10-31,369.369
1984-11-30,377.129
1984-12-31,382.094
1985-01-31,390.476
1985-02-28,369.881
1985-03-29,428.912
1985-04-30,439.544
1985-05-31,461.917
1985-06-28,446.57
1985-07-31,502.15
1985-08-30,529.009
1985-09-30,510.43
1985-10-31,565.439
1985-11-29,609.423
1985-12-31,584.666
1986-01-31,585.151
1986-02-28,654.977
1986-03-31,713.805
1986-04-30,755.828
1986-05-30,693.909
1986-06-30,749.578
1986-07-31,684.963
1986-08-29,727.96
1986-09-30,666.922
1986-10-31,680.634
1986-11-28,705.347
1986-12-31,742.241
1987-01-30,826.657
1987-02-27,926.81
1987-03-31,973.467
1987-04-30,1038.508
1987-05-29,1097.332
1987-06-30,1135.076
1987-07-31,1158.618
1987-08-31,1134.723
1987-09-30,1192.94
1987-10-30,936.053
1987-11-30,893.852
1987-12-31,1002.67
1988-01-29,996.09
1988-02-29,992.426
1988-03-31,1039.869
1988-04-29,1067.76
1988-05-31,1037.128
1988-06-30,1003.396
1988-07-29,1013.261
1988-08-31,944.982
1988-09-30,991.239
1988-10-31,1069.913
1988-11-30,1081.629
1988-12-30,1062.36
1989-01-31,1182.644
1989-02-28,1151.985
1989-03-31,1159.321
1989-04-28,1175.681
1989-05-31,1093.79
1989-06-30,1102.716
1989-07-31,1269.316
1989-08-31,1239.78
1989-09-29,1233.088
1989-10-31,1116.352
1989-11-30,1175.952
1989-12-29,1294.686
1990-01-31,1303.358
1990-02-28,1267.809
1990-03-30,1231.218
1990-04-30,1152.213
1990-05-31,1323.851
1990-06-29,1402.623
1990-07-31,1463.122
1990-08-31,1385.283
1990-09-28,1262.254
1990-10-31,1364.222
1990-11-30,1438.507
1990-12-31,1427.961
1991-01-31,1482.129
1991-02-28,1602.422
1991-03-29,1518.404
1991-04-30,1498.684
1991-05-31,1508.897
1991-06-28,1381.716
1991-07-31,1543.373
1991-08-30,1583.074
1991-09-30,1643.055
1991-10-31,1601.54
1991-11-29,1526.057
1991-12-31,1656.653
1992-01-31,1640.157
1992-02-28,1621.837
1992-03-31,1530.041
1992-04-30,1713.076
1992-05-29,1810.915
1992-06-30,1742.394
1992-07-31,1677.085
1992-08-31,1673.09
1992-09-30,1643.167
1992-10-30,1512.071
1992-11-30,1531.317
1992-12-31,1596.113
1993-01-29,1561.327
1993-02-26,1523.247
1993-03-31,1634.813
1993-04-30,1683.174
1993-05-31,1695.328
1993-06-30,1677.875
1993-07-30,1673.054
1993-08-31,1790.659
1993-09-30,1770.168
1993-10-29,1839.64
1993-11-30,1847.919
1993-12-31,1986.182
1994-01-31,2075.306
1994-02-28,1972.684
1994-03-31,1840.664
1994-04-29,1907.568
1994-05-31,1807.832
1994-06-30,1814.115
1994-07-29,1911.654
1994-08-31,2021.119
1994-09-30,1927.851
1994-10-31,2040.044
1994-11-30,1951.516
1994-12-30,1953.823
1995-01-31,1924.215
1995-02-28,1935.323
1995-03-31,2081.291
1995-04-28,2110.527
1995-05-31,2159.658
1995-06-30,2162.096
1995-07-31,2283.015
1995-08-31,2229.176
1995-09-29,2296.67
1995-10-31,2294.263
1995-11-30,2308.149
1995-12-29,2369.333
1996-01-31,2365.789
1996-02-29,2385.123
1996-03-29,2372.008
1996-04-30,2418.213
1996-05-31,2446.498
1996-06-28,2432.221
1996-07-31,2449.195
1996-08-30,2576.079
1996-09-30,2635.71
1996-10-31,2760.599
1996-11-29,2917.921
1996-12-31,3019.034
1997-01-31,2930.314
1997-02-28,3022.029
1997-03-31,3053.945
1997-04-30,3110.097
1997-05-30,3252.27
1997-06-30,3297.525
1997-07-31,3451.818
1997-08-29,3395.429
1997-09-30,3689.897
1997-10-31,3549.853
1997-11-28,3567.331
1997-12-31,3701.959
1998-01-30,3881.81
1998-02-27,4151.048
1998-03-31,4370.304
1998-04-30,4379.814
1998-05-29,4218.125
1998-06-30,4283.102
1998-07-31,4197.39
1998-08-31,3893.325
1998-09-30,3813.977
1998-10-30,4046.441
1998-11-30,4227.302
1998-12-31,4360.876
1999-01-29,4315.792
1999-02-26,4411.597
1999-03-31,4549.163
1999-04-30,4725.191
1999-05-31,4463.555
1999-06-30,4475.278
1999-07-30,4543.129
1999-08-31,4525.544
1999-09-30,4452.511
1999-10-29,4582.631
1999-11-30,4639.187
1999-12-31,4903.816
2000-01-31,4454.719
2000-02-29,4314.066
2000-03-31,4631.975
2000-04-28,4438.767
2000-05-31,4288.897
2000-06-30,4328.873
2000-07-31,4358.265
2000-08-31,4404.546
2000-09-29,4283.913
2000-10-31,4314.24
2000-11-30,4060.54
2000-12-29,4338.29
2001-01-31,4266.842
2001-02-28,3984.492
2001-03-30,3804.623
2001-04-30,4043.333
2001-05-31,3908.827
2001-06-29,3775.585
2001-07-31,3779.322
2001-08-31,3743.486
2001-09-28,3497.203
2001-10-31,3564.701
2001-11-30,3642.407
2001-12-31,3728.844
2002-01-31,3571.653
2002-02-28,3554.423
2002-03-29,3718.913
2002-04-30,3730.775
2002-05-31,3669.779
2002-06-28,3514.789
2002-07-31,3278.182
2002-08-30,3243.989
2002-09-30,2908.199
2002-10-31,3136.094
2002-11-29,3230.482
2002-12-31,3160.764
2003-01-31,2937.851
2003-02-28,2890.517
2003-03-31,2887.721
2003-04-30,3188.099
2003-05-30,3383.795
2003-06-30,3412.79
2003-07-31,3434.062
2003-08-29,3410.616
2003-09-30,3531.194
2003-10-31,3771.08
2003-11-28,3883.079
2003-12-31,4174.041
2004-01-30,4161.313
2004-02-27,4351.593
2004-03-31,4249.56
2004-04-30,4219.611
2004-05-31,4311.66
2004-06-30,4312.444
2004-07-30,4269.551
2004-08-31,4294.034
2004-09-30,4432.157
2004-10-29,4540.136
2004-11-30,4833.763
2004-12-31,4990.933
2005-01-31,4955.198
2005-02-28,5195.694
2005-03-31,5058.488
2005-04-29,5005.291
2005-05-31,4957.899
2005-06-30,5036.763
2005-07-29,5102.939
2005-08-31,5255.769
2005-09-30,5348.647
2005-10-31,5185.766
2005-11-30,5209.151
2005-12-30,5359.2
2006-01-31,5678.62
2006-02-28,5641.919
2006-03-31,5803.713
2006-04-28,6148.039
2006-05-31,6029.86
2006-06-30,6090.126
2006-07-31,6229.628
2006-08-31,6381.202
2006-09-29,6349.198
2006-10-31,6666.198
2006-11-30,6829.163
2006-12-29,7002.593
2007-01-31,6991.664
2007-02-28,6982.167
2007-03-30,7213.819
2007-04-30,7533.507
2007-05-31,7662.132
2007-06-29,7761.584
2007-07-31,7567.209
2007-08-31,7504.028
2007-09-28,7775.066
2007-10-31,8243.386
2007-11-30,7800.15
2007-12-31,7589.994
2008-01-31,6912.165
2008-02-29,6940.989
2008-03-31,6791.795
2008-04-30,7231.357
2008-05-30,7188.592
2008-06-30,6738.117
2008-07-31,6461.851
2008-08-29,6253.981
2008-09-30,5325.425
2008-10-31,4315.692
2008-11-28,4038.324
2008-12-31,3922.249
2009-01-30,3678.291
2009-02-27,3377.624
2009-03-31,3503.354
2009-04-30,3945.008
2009-05-29,4492.222
2009-06-30,4435.034
2009-07-31,4846.037
2009-08-31,5114.242
2009-09-30,5256.779
2009-10-30,5324.425
2009-11-30,5479.248
2009-12-31,5623.493
2010-01-29,5352.885
2010-02-26,5275.539
2010-03-31,5590.273
2010-04-30,5527.43
2010-05-31,4926.28
2010-06-30,4816.459
2010-07-30,5400.988
2010-08-31,5294.325
2010-09-30,5769.21
2010-10-29,5996.792
2010-11-30,5702.253
2010-12-31,6118.445
2011-01-31,6239.193
2011-02-28,6508.574
2011-03-31,6350.08
2011-04-29,6799.623
2011-05-31,6651.9
2011-06-30,6460.386
2011-07-29,6464.751
2011-08-31,5992.636
2011-09-30,5466.267
2011-10-31,6125.252
2011-11-30,5959.914
2011-12-30,5964.3
2012-01-31,6174.878
2012-02-29,6497.274
2012-03-30,6419.802
2012-04-30,6502.209
2012-05-31,5756.929
2012-06-29,6165.557
2012-07-31,6237.719
2012-08-31,6448.75
2012-09-28,6600.807
2012-10-31,6642.806
2012-11-30,6737.711
2012-12-31,6876.91
2013-01-31,7143.172
2013-02-28,6965.409
2013-03-29,7048.242
2013-04-30,7265.402
2013-05-31,7275.003
2013-06-28,6896.873
2013-07-31,7351.318
2013-08-30,7320.357
2013-09-30,7728.187
2013-10-31,7998.861
2013-11-29,8080.289
2013-12-31,8301.306
2014-01-31,7944.727
2014-02-28,8503.006
2014-03-31,8233.285
2014-04-30,8606.558
2014-05-30,8677.097
2014-06-30,8732.42
2014-07-31,8622.08
2014-08-29,8655.101
2014-09-30,8204.187
2014-10-31,8011.825
2014-11-28,8074.483
2014-12-31,7857.156
2015-01-30,7777.693
2015-02-27,8266.271
2015-03-31,7782.902
2015-04-30,8321.683
2015-05-29,8312.629
2015-06-30,8016.29
2015-07-31,8155.13
2015-08-31,7549.688
2015-09-30,7213.587
2015-10-30,7739.221
2015-11-30,7563.41
2015-12-31,7266.841
2016-01-29,6828.775
2016-02-29,6770.562
2016-03-31,7098.466
2016-04-29,7344.307
2016-05-31,7309.668
2016-06-30,7047.361
2016-07-29,7242.33
2016-08-31,7255.053
2016-09-30,7328.723
2016-10-31,6951.38
2016-11-30,6975.637
2016-12-30,7264.233
2017-01-31,7357.992
2017-02-28,7506.416
2017-03-31,7631.688
2017-04-28,7790.307
2017-05-31,8151.408
2017-06-30,7993.433
2017-07-31,8199.652
2017-08-31,8137.59
2017-09-29,8407.5
2017-10-31,8458.651
2017-11-30,8469.356
2017-12-29,8889.679
2018-01-31,9160.252
2018-02-28,8575.636
2018-03-30,8546.429
2018-04-30,8959.333
2018-05-31,8885.139
2018-06-29,8799.628
2018-07-31,8876.614
2018-08-31,8505.503
2018-09-28,8654.536
2018-10-31,8070.122
2018-11-30,7936.724
2018-12-31,7636.319
2019-01-31,8177.576
2019-02-28,8456.44
2019-03-29,8546.136
2019-04-30,8738.815
2019-05-31,8215.278
2019-06-28,8625.403
2019-07-31,8469.931
2019-08-30,8074.957
2019-09-30,8411.644
2019-10-31,8647.763
2019-11-29,8796.918
2019-12-31,9250.074
2020-01-31,8899.672
2020-02-28,7838.39
2020-03-31,6586.813
2020-04-30,6925.468
2020-05-29,6999.048
2020-06-30,7100.171
2020-07-31,7200.057
2020-08-31,7455.685
2020-09-30,7084.234
2020-10-30,6726.634
2020-11-30,7855.954
2020-12-31,8285.221
2021-01-29,8265.408
2021-02-26,8562.934
2021-03-31,8798.737
2021-04-30,9184.444
2021-05-31,9553.46
2021-06-30,9324.344
2021-07-30,9409.198
2021-08-31,9489.762
2021-09-30,9297.393
2021-10-29,9670.417
2021-11-30,9152.555
2021-12-31,9820.616
2022-01-31,9908.641
2022-02-28,9986.611
2022-03-31,10000.42
2022-04-29,9631.106
2022-05-31,9797.012
2022-06-30,8953.159
2022-07-29,9287.539
2022-08-31,8764.022
2022-09-30,7989.42
2022-10-31,8471.149
2022-11-30,9383.167
2022-12-30,9346.157
2023-01-31,9954.648
2023-02-28,9979.468
2023-03-31,9917.271
2023-04-28,10444.349
2023-05-31,9758.534
2023-06-30,10134.939
2023-07-31,10483.571
2023-08-31,10063.431
2023-09-29,9979.285
2023-10-31,9563.7
2023-11-30,10203.444
2023-12-29,10665.307
2024-01-31,10522.797
2024-02-29,10525.671
2024-03-29,10996.654
2024-04-30,11204.511
2024-05-31,11606.635
2024-06-28,11403.496
2024-07-31,11882.4
2024-08-30,12277.863
2024-09-30,12309.403
2024-10-31,11633.81
2024-11-29,11795.31
2024-12-31,11470.344
2025-01-31,12068.35
2025-02-28,12495.445
2025-03-31,12583.256
2025-04-30,12917.305
2025-05-30,13489.751
2025-06-30,13680.344
2025-07-31,13797.834
2025-08-29,14303.371
2025-09-30,14485.467
2025-10-31,14728.158
