Date,UNITED KINGDOM Standard (Large+Mid Cap)
2002-01-01,3728.844
2002-01-02,3704.336
2002-01-03,3765.177
2002-01-04,3769.115
2002-01-07,3736.226
2002-01-08,3712.046
2002-01-09,3685.991
2002-01-10,3671.735
2002-01-11,3673.068
2002-01-14,3629.789
2002-01-15,3653.454
2002-01-16,3609.21
2002-01-17,3612.126
2002-01-18,3602.035
2002-01-21,3609.715
2002-01-22,3595.609
2002-01-23,3609.878
2002-01-24,3639.995
2002-01-25,3580.038
2002-01-28,3597.004
2002-01-29,3539.949
2002-01-30,3518.05
2002-01-31,3571.653
2002-02-01,3586.243
2002-02-04,3577.839
2002-02-05,3530.159
2002-02-06,3504.62
2002-02-07,3538.661
2002-02-08,3555.923
2002-02-11,3589.564
2002-02-12,3591.407
2002-02-13,3607.434
2002-02-14,3637.607
2002-02-15,3633.115
2002-02-18,3603.093
2002-02-19,3563.116
2002-02-20,3519.486
2002-02-21,3545.659
2002-02-22,3540.468
2002-02-25,3571.537
2002-02-26,3594.059
2002-02-27,3607.989
2002-02-28,3554.423
2002-03-01,3613.443
2002-03-04,3672.65
2002-03-05,3652.568
2002-03-06,3678.28
2002-03-07,3713.959
2002-03-08,3711.705
2002-03-11,3690.053
2002-03-12,3655.827
2002-03-13,3683.197
2002-03-14,3695.508
2002-03-15,3726.178
2002-03-18,3730.463
2002-03-19,3740.824
2002-03-20,3717.076
2002-03-21,3711.108
2002-03-22,3709.16
2002-03-25,3673.382
2002-03-26,3671.397
2002-03-27,3673.179
2002-03-28,3718.913
2002-03-29,3718.913
2002-04-01,3756.52
2002-04-02,3745.11
2002-04-03,3731.223
2002-04-04,3704.545
2002-04-05,3717.188
2002-04-08,3670.49
2002-04-09,3668.566
2002-04-10,3715.163
2002-04-11,3659.438
2002-04-12,3672.382
2002-04-15,3703.953
2002-04-16,3746.416
2002-04-17,3762.103
2002-04-18,3748.533
2002-04-19,3759.041
2002-04-22,3749.89
2002-04-23,3725.938
2002-04-24,3748.433
2002-04-25,3751.269
2002-04-26,3721.768
2002-04-29,3723.859
2002-04-30,3730.775
2002-05-01,3712.957
2002-05-02,3748.583
2002-05-03,3774.697
2002-05-06,3772.64
2002-05-07,3701.882
2002-05-08,3757.096
2002-05-09,3746.074
2002-05-10,3732.851
2002-05-13,3751.26
2002-05-14,3743.463
2002-05-15,3783.58
2002-05-16,3775.929
2002-05-17,3772.008
2002-05-20,3759.273
2002-05-21,3743.022
2002-05-22,3715.023
2002-05-23,3714.022
2002-05-24,3718.881
2002-05-27,3691.46
2002-05-28,3659.199
2002-05-29,3662.85
2002-05-30,3643.039
2002-05-31,3669.779
2002-06-03,3665.891
2002-06-04,3670.03
2002-06-05,3584.973
2002-06-06,3571.606
2002-06-07,3550.755
2002-06-10,3560.839
2002-06-11,3578.081
2002-06-12,3531.714
2002-06-13,3479.822
2002-06-14,3387.18
2002-06-17,3480.607
2002-06-18,3464.172
2002-06-19,3432.351
2002-06-20,3400.796
2002-06-21,3419.88
2002-06-24,3383.703
2002-06-25,3440.643
2002-06-26,3426.979
2002-06-27,3428.607
2002-06-28,3514.789
2002-07-01,3547.265
2002-07-02,3445.389
2002-07-03,3316.961
2002-07-04,3370.96
2002-07-05,3468.48
2002-07-08,3489.375
2002-07-09,3469.763
2002-07-10,3371.153
2002-07-11,3233.269
2002-07-12,3231.774
2002-07-15,3086.446
2002-07-16,3118.694
2002-07-17,3239.561
2002-07-18,3327.262
2002-07-19,3190.213
2002-07-22,3026.334
2002-07-23,2977.592
2002-07-24,2936.495
2002-07-25,3084.834
2002-07-26,3104.314
2002-07-29,3233.185
2002-07-30,3245.219
2002-07-31,3278.182
2002-08-01,3113.259
2002-08-02,3165.328
2002-08-05,3100.56
2002-08-06,3141.303
2002-08-07,3106.499
2002-08-08,3207.379
2002-08-09,3256.548
2002-08-12,3194.732
2002-08-13,3233.276
2002-08-14,3197.408
2002-08-15,3293.26
2002-08-16,3305.607
2002-08-19,3356.301
2002-08-20,3306.028
2002-08-21,3319.5
2002-08-22,3357.025
2002-08-23,3318.542
2002-08-26,3324.652
2002-08-27,3382.12
2002-08-28,3264.663
2002-08-29,3238.802
2002-08-30,3243.989
2002-09-02,3219.07
2002-09-03,3131.716
2002-09-04,3130.434
2002-09-05,3121.893
2002-09-06,3182.694
2002-09-09,3144.235
2002-09-10,3218.066
2002-09-11,3234.01
2002-09-12,3153.654
2002-09-13,3107.736
2002-09-16,3102.522
2002-09-17,3066.437
2002-09-18,2975.907
2002-09-19,2944.721
2002-09-20,2981.25
2002-09-23,2899.651
2002-09-24,2839.064
2002-09-25,2867.031
2002-09-26,2979.661
2002-09-27,3012.482
2002-09-30,2908.199
2002-10-01,2957.953
2002-10-02,3030.707
2002-10-03,3019.286
2002-10-04,2963.555
2002-10-07,2935.382
2002-10-08,2877.204
2002-10-09,2890.728
2002-10-10,2923.029
2002-10-11,3055.245
2002-10-14,3034.473
2002-10-15,3180.957
2002-10-16,3123.372
2002-10-17,3203.301
2002-10-18,3168.972
2002-10-21,3165.822
2002-10-22,3155.408
2002-10-23,3075.071
2002-10-24,3144.765
2002-10-25,3122.21
2002-10-28,3151.371
2002-10-29,3042.94
2002-10-30,3092.006
2002-10-31,3136.094
2002-11-01,3101.586
2002-11-04,3189.724
2002-11-05,3207.087
2002-11-06,3169.844
2002-11-07,3192.787
2002-11-08,3177.091
2002-11-11,3160.216
2002-11-12,3213.17
2002-11-13,3172.355
2002-11-14,3175.776
2002-11-15,3204.025
2002-11-18,3229.448
2002-11-19,3230.759
2002-11-20,3203.928
2002-11-21,3284.412
2002-11-22,3279.294
2002-11-25,3208.083
2002-11-26,3160.094
2002-11-27,3183.788
2002-11-28,3237.499
2002-11-29,3230.482
2002-12-02,3217.704
2002-12-03,3181.148
2002-12-04,3168.483
2002-12-05,3154.745
2002-12-06,3148.589
2002-12-09,3090.546
2002-12-10,3075.289
2002-12-11,3121.769
2002-12-12,3093.086
2002-12-13,3072.918
2002-12-16,3152.121
2002-12-17,3111.189
2002-12-18,3060.757
2002-12-19,3065.561
2002-12-20,3105.9
2002-12-23,3120.709
2002-12-24,3132.613
2002-12-25,3132.613
2002-12-26,3132.024
2002-12-27,3056.205
2002-12-30,3116.798
2002-12-31,3160.764
2003-01-01,3160.764
2003-01-02,3188.047
2003-01-03,3197.483
2003-01-06,3212.634
2003-01-07,3171.31
2003-01-08,3131.357
2003-01-09,3154.09
2003-01-10,3190.014
2003-01-13,3165.228
2003-01-14,3170.431
2003-01-15,3116.18
2003-01-16,3115.565
2003-01-17,3088.689
2003-01-20,3037.317
2003-01-21,3005.727
2003-01-22,2967.584
2003-01-23,2942.003
2003-01-24,2942.032
2003-01-27,2844.533
2003-01-28,2863.669
2003-01-29,2874.262
2003-01-30,2948.97
2003-01-31,2937.851
2003-02-03,3023.721
2003-02-04,2958.43
2003-02-05,3025.992
2003-02-06,2949.496
2003-02-07,2935.666
2003-02-10,2916.496
2003-02-11,2966.775
2003-02-12,2922.525
2003-02-13,2926.235
2003-02-14,2911.738
2003-02-17,2952.083
2003-02-18,2966.438
2003-02-19,2921.287
2003-02-20,2942.298
2003-02-21,2968.968
2003-02-24,2937.375
2003-02-25,2850.771
2003-02-26,2854.924
2003-02-27,2829.462
2003-02-28,2890.517
2003-03-03,2924.183
2003-03-04,2879.254
2003-03-05,2868.188
2003-03-06,2865.734
2003-03-07,2818.68
2003-03-10,2764.452
2003-03-11,2787.153
2003-03-12,2674.942
2003-03-13,2819.298
2003-03-14,2875.34
2003-03-17,2953.245
2003-03-18,2951.711
2003-03-19,2973.123
2003-03-20,2977.498
2003-03-21,3046.271
2003-03-24,2980.284
2003-03-25,2986.199
2003-03-26,3014.864
2003-03-27,2959.356
2003-03-28,2938.836
2003-03-31,2887.721
2003-04-01,2929.827
2003-04-02,2978.803
2003-04-03,2994.514
2003-04-04,3013.464
2003-04-07,3085.487
2003-04-08,3034.276
2003-04-09,3038.755
2003-04-10,3027.179
2003-04-11,3026.737
2003-04-14,3067.047
2003-04-15,3113.661
2003-04-16,3079.216
2003-04-17,3110.35
2003-04-18,3110.35
2003-04-21,3080.898
2003-04-22,3132.331
2003-04-23,3183.663
2003-04-24,3157.059
2003-04-25,3127.646
2003-04-28,3182.352
2003-04-29,3172.448
2003-04-30,3188.099
2003-05-01,3175.443
2003-05-02,3220.239
2003-05-05,3226.264
2003-05-06,3289.381
2003-05-07,3234.39
2003-05-08,3199.293
2003-05-09,3234.702
2003-05-12,3266.517
2003-05-13,3273.074
2003-05-14,3284.023
2003-05-15,3323.873
2003-05-16,3357.55
2003-05-19,3293.511
2003-05-20,3315.327
2003-05-21,3300.923
2003-05-22,3325.642
2003-05-23,3324.934
2003-05-26,3326.456
2003-05-27,3343.683
2003-05-28,3395.762
2003-05-29,3438.391
2003-05-30,3383.795
2003-06-02,3440.811
2003-06-03,3421.79
2003-06-04,3439.168
2003-06-05,3470.974
2003-06-06,3532.625
2003-06-09,3481.488
2003-06-10,3470.281
2003-06-11,3543.432
2003-06-12,3556.204
2003-06-13,3529.841
2003-06-16,3573.469
2003-06-17,3625.185
2003-06-18,3615.825
2003-06-19,3548.024
2003-06-20,3550.83
2003-06-23,3491.179
2003-06-24,3461.028
2003-06-25,3491.115
2003-06-26,3446.128
2003-06-27,3443.672
2003-06-30,3412.79
2003-07-01,3380.286
2003-07-02,3422.661
2003-07-03,3457.671
2003-07-04,3444.367
2003-07-07,3454.679
2003-07-08,3424.831
2003-07-09,3398.582
2003-07-10,3375.001
2003-07-11,3401.122
2003-07-14,3443.446
2003-07-15,3374.403
2003-07-16,3341.551
2003-07-17,3314.671
2003-07-18,3314.061
2003-07-21,3319.465
2003-07-22,3355.366
2003-07-23,3376.047
2003-07-24,3441.106
2003-07-25,3443.245
2003-07-28,3462.608
2003-07-29,3455.765
2003-07-30,3442.575
2003-07-31,3434.062
2003-08-01,3388.712
2003-08-04,3393.955
2003-08-05,3404.607
2003-08-06,3372.938
2003-08-07,3405.057
2003-08-08,3430.813
2003-08-11,3439.169
2003-08-12,3444.93
2003-08-13,3468.942
2003-08-14,3498.454
2003-08-15,3495.142
2003-08-18,3507.57
2003-08-19,3479.569
2003-08-20,3476.465
2003-08-21,3458.436
2003-08-22,3440.796
2003-08-25,3443.639
2003-08-26,3398.632
2003-08-27,3426.342
2003-08-28,3431.318
2003-08-29,3410.616
2003-09-01,3424.023
2003-09-02,3426.027
2003-09-03,3471.308
2003-09-04,3482.653
2003-09-05,3500.414
2003-09-08,3530.485
2003-09-09,3513.38
2003-09-10,3504.514
2003-09-11,3506.544
2003-09-12,3523.983
2003-09-15,3536.354
2003-09-16,3541.065
2003-09-17,3570.741
2003-09-18,3616.64
2003-09-19,3603.627
2003-09-22,3616.286
2003-09-23,3622.307
2003-09-24,3642.985
2003-09-25,3625.9
2003-09-26,3581.536
2003-09-29,3571.745
2003-09-30,3531.194
2003-10-01,3609.421
2003-10-02,3649.639
2003-10-03,3696.382
2003-10-06,3704.539
2003-10-07,3698.87
2003-10-08,3679.408
2003-10-09,3723.907
2003-10-10,3729.039
2003-10-13,3767.225
2003-10-14,3747.725
2003-10-15,3780.486
2003-10-16,3784.546
2003-10-17,3767.677
2003-10-20,3779.837
2003-10-21,3784.877
2003-10-22,3755.541
2003-10-23,3721.084
2003-10-24,3730.236
2003-10-27,3737.318
2003-10-28,3752.265
2003-10-29,3763.495
2003-10-30,3791.199
2003-10-31,3771.08
2003-11-03,3775.75
2003-11-04,3765.394
2003-11-05,3751.723
2003-11-06,3742.769
2003-11-07,3787.244
2003-11-10,3764.005
2003-11-11,3751.861
2003-11-12,3801.912
2003-11-13,3821.707
2003-11-14,3841.658
2003-11-17,3801.421
2003-11-18,3840.029
2003-11-19,3817.567
2003-11-20,3809.451
2003-11-21,3819.892
2003-11-24,3854.249
2003-11-25,3864.969
2003-11-26,3882.42
2003-11-27,3885.265
2003-11-28,3883.079
2003-12-01,3945.988
2003-12-02,3938.053
2003-12-03,3949.354
2003-12-04,3919.892
2003-12-05,3923.664
2003-12-08,3933.055
2003-12-09,3968.564
2003-12-10,3941.676
2003-12-11,3928.031
2003-12-12,3950.098
2003-12-15,3952.719
2003-12-16,3945.021
2003-12-17,3991.381
2003-12-18,4042.811
2003-12-19,4048.189
2003-12-22,4055.626
2003-12-23,4082.956
2003-12-24,4104.339
2003-12-25,4104.339
2003-12-26,4108.851
2003-12-29,4109.306
2003-12-30,4144.735
2003-12-31,4174.041
2004-01-01,4174.041
2004-01-02,4200.917
2004-01-05,4243.56
2004-01-06,4271.238
2004-01-07,4239.632
2004-01-08,4280.726
2004-01-09,4298.155
2004-01-12,4290.067
2004-01-13,4282.969
2004-01-14,4279.126
2004-01-15,4235.207
2004-01-16,4216.668
2004-01-19,4204.823
2004-01-20,4261.929
2004-01-21,4308.171
2004-01-22,4301.138
2004-01-23,4259.567
2004-01-26,4214.065
2004-01-27,4214.022
2004-01-28,4255.386
2004-01-29,4163.233
2004-01-30,4161.313
2004-02-02,4154.252
2004-02-03,4205.344
2004-02-04,4189.339
2004-02-05,4201.08
2004-02-06,4240.346
2004-02-09,4293.009
2004-02-10,4281.118
2004-02-11,4280.306
2004-02-12,4314.615
2004-02-13,4339.114
2004-02-16,4337.422
2004-02-17,4417.34
2004-02-18,4416.678
2004-02-19,4451.912
2004-02-20,4406.864
2004-02-23,4401.871
2004-02-24,4420.71
2004-02-25,4425.065
2004-02-26,4381.659
2004-02-27,4351.593
2004-03-01,4427.284
2004-03-02,4380.155
2004-03-03,4311.794
2004-03-04,4337.435
2004-03-05,4386.798
2004-03-08,4386.606
2004-03-09,4359.213
2004-03-10,4284.023
2004-03-11,4181.814
2004-03-12,4193.076
2004-03-15,4148.913
2004-03-16,4215.796
2004-03-17,4238.674
2004-03-18,4234.129
2004-03-19,4259.95
2004-03-22,4208.98
2004-03-23,4194.464
2004-03-24,4164.231
2004-03-25,4172.12
2004-03-26,4152.674
2004-03-29,4215.849
2004-03-30,4241.856
2004-03-31,4249.56
2004-04-01,4318.817
2004-04-02,4310.096
2004-04-05,4285.249
2004-04-06,4319.913
2004-04-07,4342.996
2004-04-08,4346.134
2004-04-09,4346.134
2004-04-12,4346.134
2004-04-13,4322.057
2004-04-14,4228.763
2004-04-15,4237.78
2004-04-16,4319.817
2004-04-19,4345.457
2004-04-20,4329.077
2004-04-21,4258.121
2004-04-22,4277.254
2004-04-23,4276.583
2004-04-26,4322.857
2004-04-27,4334.997
2004-04-28,4256.72
2004-04-29,4256.581
2004-04-30,4219.611
2004-05-03,4222.704
2004-05-04,4321.331
2004-05-05,4330.979
2004-05-06,4295.471
2004-05-07,4258.116
2004-05-10,4137.222
2004-05-11,4141.777
2004-05-12,4154.393
2004-05-13,4165.537
2004-05-14,4146.701
2004-05-17,4126.191
2004-05-18,4146.217
2004-05-19,4230.836
2004-05-20,4164.518
2004-05-21,4210.495
2004-05-24,4209.684
2004-05-25,4244.749
2004-05-26,4275.121
2004-05-27,4336.87
2004-05-28,4311.66
2004-05-31,4311.66
2004-06-01,4311.235
2004-06-02,4333.618
2004-06-03,4342.161
2004-06-04,4350.428
2004-06-07,4383.804
2004-06-08,4394.858
2004-06-09,4366.12
2004-06-10,4367.74
2004-06-11,4335.045
2004-06-14,4286.713
2004-06-15,4312.962
2004-06-16,4363.738
2004-06-17,4380.48
2004-06-18,4404.766
2004-06-21,4382.35
2004-06-22,4329.344
2004-06-23,4344.044
2004-06-24,4362.114
2004-06-25,4354.303
2004-06-28,4396.085
2004-06-29,4341.417
2004-06-30,4312.444
2004-07-01,4282.397
2004-07-02,4297.982
2004-07-05,4293.523
2004-07-06,4289.636
2004-07-07,4310.94
2004-07-08,4337.442
2004-07-09,4338.11
2004-07-12,4330.051
2004-07-13,4311.846
2004-07-14,4324.913
2004-07-15,4287.049
2004-07-16,4335.038
2004-07-19,4314.038
2004-07-20,4291.352
2004-07-21,4286.0
2004-07-22,4244.292
2004-07-23,4223.37
2004-07-26,4201.901
2004-07-27,4201.026
2004-07-28,4225.31
2004-07-29,4270.891
2004-07-30,4269.551
2004-08-02,4290.838
2004-08-03,4296.404
2004-08-04,4280.465
2004-08-05,4279.93
2004-08-06,4257.119
2004-08-09,4222.68
2004-08-10,4258.292
2004-08-11,4208.723
2004-08-12,4208.101
2004-08-13,4230.047
2004-08-16,4271.666
2004-08-17,4251.061
2004-08-18,4243.682
2004-08-19,4273.28
2004-08-20,4253.622
2004-08-23,4273.755
2004-08-24,4233.09
2004-08-25,4248.768
2004-08-26,4277.203
2004-08-27,4311.264
2004-08-30,4310.063
2004-08-31,4294.034
2004-09-01,4320.823
2004-09-02,4326.517
2004-09-03,4324.451
2004-09-06,4345.417
2004-09-07,4331.325
2004-09-08,4353.381
2004-09-09,4333.19
2004-09-10,4382.025
2004-09-13,4384.083
2004-09-14,4381.621
2004-09-15,4332.354
2004-09-16,4371.092
2004-09-17,4405.505
2004-09-20,4378.494
2004-09-21,4427.77
2004-09-22,4413.556
2004-09-23,4403.417
2004-09-24,4422.611
2004-09-27,4399.385
2004-09-28,4433.312
2004-09-29,4425.124
2004-09-30,4432.157
2004-10-01,4483.125
2004-10-04,4475.418
2004-10-05,4494.208
2004-10-06,4485.328
2004-10-07,4484.071
2004-10-08,4514.484
2004-10-11,4505.311
2004-10-12,4449.838
2004-10-13,4441.441
2004-10-14,4451.784
2004-10-15,4470.682
2004-10-18,4460.379
2004-10-19,4498.861
2004-10-20,4484.908
2004-10-21,4518.168
2004-10-22,4517.023
2004-10-25,4497.041
2004-10-26,4510.505
2004-10-27,4555.318
2004-10-28,4553.67
2004-10-29,4540.136
2004-11-01,4590.626
2004-11-02,4622.322
2004-11-03,4678.003
2004-11-04,4674.44
2004-11-05,4701.529
2004-11-08,4702.461
2004-11-09,4698.804
2004-11-10,4691.289
2004-11-11,4722.724
2004-11-12,4761.789
2004-11-15,4768.674
2004-11-16,4748.103
2004-11-17,4777.725
2004-11-18,4772.913
2004-11-19,4748.556
2004-11-22,4719.097
2004-11-23,4762.969
2004-11-24,4774.887
2004-11-25,4827.395
2004-11-26,4827.327
2004-11-29,4834.257
2004-11-30,4833.763
2004-12-01,4909.588
2004-12-02,4916.952
2004-12-03,4950.73
2004-12-06,4932.868
2004-12-07,4943.822
2004-12-08,4883.248
2004-12-09,4839.323
2004-12-10,4839.658
2004-12-13,4903.5
2004-12-14,4895.395
2004-12-15,4954.271
2004-12-16,4938.12
2004-12-17,4904.112
2004-12-20,4972.91
2004-12-21,4917.728
2004-12-22,4929.689
2004-12-23,4957.159
2004-12-24,4984.983
2004-12-27,5004.391
2004-12-28,4992.099
2004-12-29,4983.162
2004-12-30,4999.158
2004-12-31,4990.933
2005-01-03,4947.39
2005-01-04,4929.628
2005-01-05,4900.406
2005-01-06,4885.43
2005-01-07,4896.864
2005-01-10,4904.141
2005-01-11,4888.28
2005-01-12,4897.513
2005-01-13,4884.039
2005-01-14,4873.713
2005-01-17,4874.296
2005-01-18,4870.49
2005-01-19,4893.695
2005-01-20,4862.486
2005-01-21,4861.133
2005-01-24,4887.133
2005-01-25,4888.32
2005-01-26,4937.967
2005-01-27,4956.766
2005-01-28,4927.073
2005-01-31,4955.198
2005-02-01,4994.266
2005-02-02,5019.433
2005-02-03,4998.706
2005-02-04,5047.146
2005-02-07,5029.766
2005-02-08,5018.813
2005-02-09,5024.256
2005-02-10,5069.604
2005-02-11,5096.829
2005-02-14,5151.957
2005-02-15,5168.609
2005-02-16,5145.713
2005-02-17,5180.977
2005-02-18,5189.398
2005-02-21,5197.308
2005-02-22,5194.099
2005-02-23,5157.006
2005-02-24,5147.24
2005-02-25,5205.091
2005-02-28,5195.694
2005-03-01,5213.099
2005-03-02,5181.95
2005-03-03,5200.516
2005-03-04,5271.043
2005-03-07,5229.428
2005-03-08,5257.57
2005-03-09,5223.946
2005-03-10,5193.545
2005-03-11,5222.873
2005-03-14,5175.621
2005-03-15,5213.182
2005-03-16,5202.883
2005-03-17,5176.006
2005-03-18,5157.613
2005-03-21,5116.099
2005-03-22,5128.137
2005-03-23,5030.599
2005-03-24,5034.772
2005-03-25,5034.772
2005-03-28,5023.33
2005-03-29,5041.244
2005-03-30,5049.039
2005-03-31,5058.488
2005-04-01,5076.6
2005-04-04,5014.719
2005-04-05,5068.958
2005-04-06,5077.97
2005-04-07,5106.174
2005-04-08,5107.525
2005-04-11,5137.012
2005-04-12,5098.74
2005-04-13,5131.592
2005-04-14,5083.37
2005-04-15,5060.311
2005-04-18,5020.38
2005-04-19,5083.855
2005-04-20,5054.206
2005-04-21,5039.547
2005-04-22,5078.106
2005-04-25,5082.853
2005-04-26,5039.464
2005-04-27,4990.304
2005-04-28,4992.816
2005-04-29,5005.291
2005-05-02,4961.132
2005-05-03,5015.128
2005-05-04,5063.612
2005-05-05,5092.46
2005-05-06,5076.136
2005-05-09,5041.839
2005-05-10,5024.415
2005-05-11,4991.072
2005-05-12,4983.645
2005-05-13,4956.132
2005-05-16,4898.402
2005-05-17,4926.047
2005-05-18,4967.633
2005-05-19,4988.639
2005-05-20,4967.047
2005-05-23,4998.033
2005-05-24,4990.096
2005-05-25,4987.462
2005-05-26,4986.399
2005-05-27,4981.55
2005-05-30,4982.779
2005-05-31,4957.899
2005-06-01,4993.735
2005-06-02,4994.467
2005-06-03,4988.975
2005-06-06,4977.606
2005-06-07,5050.722
2005-06-08,5057.993
2005-06-09,5007.216
2005-06-10,5014.574
2005-06-13,5002.128
2005-06-14,5013.855
