Date,UNITED KINGDOM LARGE CAP Large Cap
2001-09-10,484.557
2001-09-11,460.61
2001-09-12,472.316
2001-09-13,480.541
2001-09-14,462.493
2001-09-17,476.784
2001-09-18,471.582
2001-09-19,461.786
2001-09-20,445.307
2001-09-21,431.606
2001-09-24,451.546
2001-09-25,457.74
2001-09-26,463.242
2001-09-27,470.727
2001-09-28,482.574
2001-10-01,473.426
2001-10-02,474.211
2001-10-03,482.056
2001-10-04,495.294
2001-10-05,498.615
2001-10-08,496.315
2001-10-09,491.773
2001-10-10,500.627
2001-10-11,498.995
2001-10-12,499.289
2001-10-15,490.17
2001-10-16,491.656
2001-10-17,504.987
2001-10-18,494.147
2001-10-19,482.181
2001-10-22,484.107
2001-10-23,493.63
2001-10-24,491.581
2001-10-25,485.865
2001-10-26,497.06
2001-10-29,493.279
2001-10-30,486.865
2001-10-31,489.986
2001-11-01,495.359
2001-11-02,501.508
2001-11-05,507.222
2001-11-06,508.458
2001-11-07,510.961
2001-11-08,513.716
2001-11-09,511.304
2001-11-12,501.101
2001-11-13,508.989
2001-11-14,505.027
2001-11-15,501.046
2001-11-16,505.916
2001-11-19,505.104
2001-11-20,502.448
2001-11-21,502.839
2001-11-22,505.72
2001-11-23,498.834
2001-11-26,501.14
2001-11-27,498.4
2001-11-28,496.254
2001-11-29,496.388
2001-11-30,497.107
2001-12-03,491.406
2001-12-04,496.389
2001-12-05,506.418
2001-12-06,512.169
2001-12-07,503.875
2001-12-10,497.383
2001-12-11,495.463
2001-12-12,495.214
2001-12-13,491.178
2001-12-14,491.197
2001-12-17,500.795
2001-12-18,501.701
2001-12-19,496.28
2001-12-20,491.646
2001-12-21,496.748
2001-12-24,498.819
2001-12-25,498.819
2001-12-26,501.73
2001-12-27,507.021
2001-12-28,508.056
2001-12-31,508.026
2002-01-01,508.026
2002-01-02,504.883
2002-01-03,512.823
2002-01-04,512.608
2002-01-07,507.937
2002-01-08,504.882
2002-01-09,501.208
2002-01-10,499.626
2002-01-11,499.463
2002-01-14,493.472
2002-01-15,497.29
2002-01-16,491.62
2002-01-17,491.924
2002-01-18,490.434
2002-01-21,491.744
2002-01-22,490.089
2002-01-23,492.578
2002-01-24,496.716
2002-01-25,488.455
2002-01-28,491.4
2002-01-29,483.064
2002-01-30,480.139
2002-01-31,487.38
2002-02-01,489.533
2002-02-04,488.673
2002-02-05,482.179
2002-02-06,478.656
2002-02-07,483.643
2002-02-08,485.294
2002-02-11,490.13
2002-02-12,490.064
2002-02-13,492.285
2002-02-14,496.72
2002-02-15,495.686
2002-02-18,491.669
2002-02-19,485.911
2002-02-20,479.638
2002-02-21,483.571
2002-02-22,483.195
2002-02-25,487.485
2002-02-26,490.087
2002-02-27,491.453
2002-02-28,483.691
2002-03-01,491.663
2002-03-04,499.605
2002-03-05,496.962
2002-03-06,500.868
2002-03-07,504.97
2002-03-08,504.345
2002-03-11,501.398
2002-03-12,497.166
2002-03-13,500.869
2002-03-14,502.526
2002-03-15,506.66
2002-03-18,506.697
2002-03-19,508.07
2002-03-20,504.715
2002-03-21,503.573
2002-03-22,503.32
2002-03-25,498.37
2002-03-26,497.573
2002-03-27,498.225
2002-03-28,504.608
2002-03-29,504.608
2002-04-01,509.711
2002-04-02,508.138
2002-04-03,506.627
2002-04-04,502.799
2002-04-05,504.298
2002-04-08,498.285
2002-04-09,498.04
2002-04-10,504.393
2002-04-11,496.11
2002-04-12,497.772
2002-04-15,502.493
2002-04-16,508.907
2002-04-17,510.873
2002-04-18,509.558
2002-04-19,510.888
2002-04-22,509.357
2002-04-23,505.855
2002-04-24,509.133
2002-04-25,509.866
2002-04-26,505.746
2002-04-29,506.19
2002-04-30,507.166
2002-05-01,504.609
2002-05-02,509.94
2002-05-03,514.531
2002-05-06,514.251
2002-05-07,504.083
2002-05-08,511.094
2002-05-09,509.651
2002-05-10,508.159
2002-05-13,510.826
2002-05-14,510.298
2002-05-15,515.863
2002-05-16,514.551
2002-05-17,513.595
2002-05-20,511.672
2002-05-21,509.522
2002-05-22,505.883
2002-05-23,506.307
2002-05-24,507.138
2002-05-27,503.394
2002-05-28,498.82
2002-05-29,499.21
2002-05-30,496.903
2002-05-31,500.747
2002-06-03,500.217
2002-06-04,500.781
2002-06-05,488.51
2002-06-06,486.011
2002-06-07,482.951
2002-06-10,484.062
2002-06-11,486.046
2002-06-12,479.127
2002-06-13,471.403
2002-06-14,459.27
2002-06-17,473.283
2002-06-18,470.271
2002-06-19,465.896
2002-06-20,462.248
2002-06-21,465.126
2002-06-24,460.043
2002-06-25,468.96
2002-06-26,466.868
2002-06-27,467.089
2002-06-28,480.025
2002-07-01,484.267
2002-07-02,469.476
2002-07-03,451.733
2002-07-04,459.922
2002-07-05,474.599
2002-07-08,477.086
2002-07-09,474.857
2002-07-10,461.139
2002-07-11,441.292
2002-07-12,441.226
2002-07-15,420.462
2002-07-16,425.87
2002-07-17,443.775
2002-07-18,455.508
2002-07-19,434.89
2002-07-22,411.379
2002-07-23,404.401
2002-07-24,399.63
2002-07-25,422.378
2002-07-26,427.885
2002-07-29,446.633
2002-07-30,447.429
2002-07-31,452.484
2002-08-01,428.747
2002-08-02,436.468
2002-08-05,428.691
2002-08-06,435.49
2002-08-07,429.514
2002-08-08,445.24
2002-08-09,452.59
2002-08-12,443.016
2002-08-13,449.113
2002-08-14,442.955
2002-08-15,457.433
2002-08-16,459.233
2002-08-19,466.125
2002-08-20,458.391
2002-08-21,459.703
2002-08-22,464.368
2002-08-23,458.133
2002-08-26,458.976
2002-08-27,467.426
2002-08-28,450.722
2002-08-29,447.136
2002-08-30,447.862
2002-09-02,444.202
2002-09-03,430.832
2002-09-04,430.751
2002-09-05,430.555
2002-09-06,439.327
2002-09-09,433.703
2002-09-10,443.904
2002-09-11,446.566
2002-09-12,434.259
2002-09-13,427.465
2002-09-16,427.289
2002-09-17,422.071
2002-09-18,408.972
2002-09-19,404.714
2002-09-20,409.628
2002-09-23,397.815
2002-09-24,390.311
2002-09-25,393.728
2002-09-26,410.568
2002-09-27,415.136
2002-09-30,398.585
2002-10-01,407.756
2002-10-02,420.405
2002-10-03,419.024
2002-10-04,410.106
2002-10-07,406.791
2002-10-08,398.016
2002-10-09,400.787
2002-10-10,406.63
2002-10-11,425.659
2002-10-14,423.491
2002-10-15,445.025
2002-10-16,435.775
2002-10-17,447.547
2002-10-18,441.737
2002-10-21,440.516
2002-10-22,438.978
2002-10-23,426.58
2002-10-24,436.365
2002-10-25,433.187
2002-10-28,436.85
2002-10-29,420.74
2002-10-30,428.284
2002-10-31,434.725
2002-11-01,429.666
2002-11-04,442.213
2002-11-05,445.234
2002-11-06,439.069
2002-11-07,442.385
2002-11-08,440.667
2002-11-11,438.803
2002-11-12,446.732
2002-11-13,441.915
2002-11-14,443.126
2002-11-15,447.068
2002-11-18,450.265
2002-11-19,450.923
2002-11-20,447.816
2002-11-21,458.962
2002-11-22,457.529
2002-11-25,447.058
2002-11-26,440.364
2002-11-27,443.733
2002-11-28,450.926
2002-11-29,449.206
2002-12-02,447.219
2002-12-03,442.016
2002-12-04,440.49
2002-12-05,438.029
2002-12-06,437.565
2002-12-09,429.428
2002-12-10,427.491
2002-12-11,433.712
2002-12-12,429.135
2002-12-13,425.918
2002-12-16,438.353
2002-12-17,432.386
2002-12-18,424.944
2002-12-19,425.562
2002-12-20,431.757
2002-12-23,434.778
2002-12-24,436.671
2002-12-25,436.671
2002-12-26,436.589
2002-12-27,425.188
2002-12-30,433.328
2002-12-31,439.617
2003-01-01,439.617
2003-01-02,443.978
2003-01-03,445.632
2003-01-06,447.509
2003-01-07,441.036
2003-01-08,436.832
2003-01-09,439.447
2003-01-10,444.17
2003-01-13,440.256
2003-01-14,441.161
2003-01-15,433.455
2003-01-16,432.919
2003-01-17,428.414
2003-01-20,420.463
2003-01-21,415.934
2003-01-22,410.362
2003-01-23,406.66
2003-01-24,406.513
2003-01-27,393.087
2003-01-28,395.788
2003-01-29,398.317
2003-01-30,408.37
2003-01-31,406.889
2003-02-03,419.964
2003-02-04,410.635
2003-02-05,421.178
2003-02-06,409.762
2003-02-07,407.739
2003-02-10,404.824
2003-02-11,412.981
2003-02-12,407.414
2003-02-13,408.522
2003-02-14,407.005
2003-02-17,412.707
2003-02-18,415.105
2003-02-19,407.954
2003-02-20,411.226
2003-02-21,415.334
2003-02-24,410.731
2003-02-25,399.159
2003-02-26,400.346
2003-02-27,396.435
2003-02-28,404.879
2003-03-03,409.423
2003-03-04,403.011
2003-03-05,401.404
2003-03-06,401.18
2003-03-07,394.876
2003-03-10,386.524
2003-03-11,389.828
2003-03-12,373.546
2003-03-13,395.291
2003-03-14,403.758
2003-03-17,414.914
2003-03-18,413.883
2003-03-19,417.474
2003-03-20,418.269
2003-03-21,428.274
2003-03-24,418.851
2003-03-25,419.684
2003-03-26,423.857
2003-03-27,415.343
2003-03-28,412.044
2003-03-31,404.813
2003-04-01,411.607
2003-04-02,418.301
2003-04-03,420.602
2003-04-04,423.34
2003-04-07,433.662
2003-04-08,426.734
2003-04-09,427.517
2003-04-10,425.172
2003-04-11,425.083
2003-04-14,430.965
2003-04-15,437.939
2003-04-16,431.599
2003-04-17,436.291
2003-04-18,436.291
2003-04-21,432.16
2003-04-22,439.569
2003-04-23,445.968
2003-04-24,441.547
2003-04-25,437.663
2003-04-28,446.028
2003-04-29,444.114
2003-04-30,445.684
2003-05-01,443.779
2003-05-02,450.555
2003-05-05,451.398
2003-05-06,459.324
2003-05-07,450.644
2003-05-08,446.018
2003-05-09,451.579
2003-05-12,455.882
2003-05-13,456.118
2003-05-14,457.142
2003-05-15,462.198
2003-05-16,466.173
2003-05-19,457.144
2003-05-20,460.569
2003-05-21,458.623
2003-05-22,462.029
2003-05-23,461.786
2003-05-26,461.997
2003-05-27,464.501
2003-05-28,471.716
2003-05-29,478.03
2003-05-30,469.657
2003-06-02,478.014
2003-06-03,476.451
2003-06-04,478.704
2003-06-05,481.856
2003-06-06,488.788
2003-06-09,482.178
2003-06-10,480.818
2003-06-11,491.245
2003-06-12,492.678
2003-06-13,488.824
2003-06-16,495.04
2003-06-17,501.832
2003-06-18,501.262
2003-06-19,491.083
2003-06-20,491.796
2003-06-23,483.275
2003-06-24,479.79
2003-06-25,483.136
2003-06-26,476.636
2003-06-27,475.965
2003-06-30,471.135
2003-07-01,466.057
2003-07-02,471.649
2003-07-03,476.163
2003-07-04,474.455
2003-07-07,475.363
2003-07-08,469.871
2003-07-09,465.818
2003-07-10,462.346
2003-07-11,466.441
2003-07-14,472.263
2003-07-15,462.171
2003-07-16,457.678
2003-07-17,454.832
2003-07-18,454.653
2003-07-21,455.084
2003-07-22,460.741
2003-07-23,463.144
2003-07-24,472.622
2003-07-25,472.262
2003-07-28,475.34
2003-07-29,473.533
2003-07-30,471.829
2003-07-31,470.379
2003-08-01,463.055
2003-08-04,464.229
2003-08-05,465.934
2003-08-06,461.262
2003-08-07,466.63
2003-08-08,470.479
2003-08-11,471.824
2003-08-12,472.446
2003-08-13,475.272
2003-08-14,480.078
2003-08-15,478.89
2003-08-18,480.664
2003-08-19,475.57
2003-08-20,474.737
2003-08-21,471.785
2003-08-22,468.808
2003-08-25,469.195
2003-08-26,463.03
2003-08-27,467.463
2003-08-28,468.332
2003-08-29,464.498
2003-09-01,465.909
2003-09-02,465.643
2003-09-03,471.419
2003-09-04,473.681
2003-09-05,476.277
2003-09-08,481.386
2003-09-09,479.547
2003-09-10,479.332
2003-09-11,479.709
2003-09-12,481.836
2003-09-15,483.333
2003-09-16,484.182
2003-09-17,488.438
2003-09-18,494.552
2003-09-19,491.351
2003-09-22,493.573
2003-09-23,494.949
2003-09-24,498.362
2003-09-25,496.801
2003-09-26,490.501
2003-09-29,488.836
2003-09-30,483.345
2003-10-01,494.741
2003-10-02,500.299
2003-10-03,506.75
2003-10-06,506.973
2003-10-07,506.279
2003-10-08,502.398
2003-10-09,509.139
2003-10-10,508.988
2003-10-13,514.669
2003-10-14,511.515
2003-10-15,514.891
2003-10-16,515.08
2003-10-17,512.952
2003-10-20,514.819
2003-10-21,515.586
2003-10-22,511.768
2003-10-23,507.493
2003-10-24,508.756
2003-10-27,509.447
2003-10-28,511.664
2003-10-29,512.757
2003-10-30,516.403
2003-10-31,513.316
2003-11-03,514.278
2003-11-04,512.425
2003-11-05,510.632
2003-11-06,509.65
2003-11-07,515.398
2003-11-10,512.012
2003-11-11,511.009
2003-11-12,517.772
2003-11-13,521.01
2003-11-14,523.987
2003-11-17,518.502
2003-11-18,524.233
2003-11-19,520.087
2003-11-20,519.519
2003-11-21,521.298
2003-11-24,526.802
2003-11-25,527.959
2003-11-26,529.616
2003-11-27,530.006
2003-11-28,529.175
2003-12-01,538.09
2003-12-02,536.194
2003-12-03,537.754
2003-12-04,533.302
2003-12-05,534.018
2003-12-08,535.313
2003-12-09,540.536
2003-12-10,536.999
2003-12-11,535.63
2003-12-12,538.878
2003-12-15,539.028
2003-12-16,538.572
2003-12-17,545.835
2003-12-18,553.403
2003-12-19,554.052
2003-12-22,555.336
2003-12-23,558.773
2003-12-24,561.657
2003-12-25,561.657
2003-12-26,562.274
2003-12-29,562.407
2003-12-30,566.886
2003-12-31,571.122
2004-01-01,571.122
2004-01-02,575.156
2004-01-05,581.04
2004-01-06,584.793
2004-01-07,579.34
2004-01-08,584.179
2004-01-09,585.485
2004-01-12,584.096
2004-01-13,582.254
2004-01-14,580.828
2004-01-15,574.231
2004-01-16,571.074
2004-01-19,569.906
2004-01-20,577.802
2004-01-21,584.606
2004-01-22,583.49
2004-01-23,578.084
2004-01-26,571.63
2004-01-27,570.857
2004-01-28,576.659
2004-01-29,563.675
2004-01-30,562.151
2004-02-02,560.126
2004-02-03,567.338
2004-02-04,565.497
2004-02-05,566.031
2004-02-06,571.116
2004-02-09,578.353
2004-02-10,575.853
2004-02-11,575.208
2004-02-12,578.066
2004-02-13,581.754
2004-02-16,580.723
2004-02-17,591.032
2004-02-18,589.741
2004-02-19,596.119
2004-02-20,590.73
2004-02-23,590.496
2004-02-24,593.209
2004-02-25,594.269
2004-02-26,587.748
2004-02-27,583.434
2004-03-01,593.189
2004-03-02,586.433
2004-03-03,577.677
2004-03-04,581.787
2004-03-05,587.805
2004-03-08,587.743
2004-03-09,584.791
2004-03-10,576.156
2004-03-11,562.619
2004-03-12,563.138
2004-03-15,558.216
2004-03-16,567.238
2004-03-17,570.004
2004-03-18,568.63
2004-03-19,571.16
2004-03-22,564.333
2004-03-23,562.223
2004-03-24,558.043
2004-03-25,558.346
2004-03-26,556.087
2004-03-29,564.317
2004-03-30,568.095
2004-03-31,568.149
2004-04-01,577.441
2004-04-02,576.305
2004-04-05,573.446
2004-04-06,578.598
2004-04-07,581.385
2004-04-08,581.605
2004-04-09,581.605
2004-04-12,581.605
2004-04-13,579.114
2004-04-14,567.74
2004-04-15,569.273
2004-04-16,580.536
2004-04-19,583.63
2004-04-20,581.006
2004-04-21,571.94
2004-04-22,574.523
2004-04-23,573.313
2004-04-26,579.451
2004-04-27,581.781
2004-04-28,570.874
2004-04-29,571.787
2004-04-30,567.528
2004-05-03,567.944
2004-05-04,581.954
2004-05-05,583.573
2004-05-06,578.987
2004-05-07,574.428
2004-05-10,559.147
2004-05-11,559.907
2004-05-12,561.523
2004-05-13,562.654
2004-05-14,560.539
2004-05-17,558.23
2004-05-18,559.735
2004-05-19,571.011
2004-05-20,561.876
2004-05-21,567.887
2004-05-24,567.332
2004-05-25,572.22
2004-05-26,575.404
2004-05-27,583.368
2004-05-28,578.759
2004-05-31,578.759
2004-06-01,579.225
2004-06-02,581.782
2004-06-03,583.326
2004-06-04,583.843
2004-06-07,588.133
2004-06-08,590.017
2004-06-09,585.629
2004-06-10,585.974
2004-06-11,582.134
2004-06-14,575.528
2004-06-15,579.177
2004-06-16,586.201
2004-06-17,588.146
2004-06-18,591.46
2004-06-21,587.845
2004-06-22,579.927
2004-06-23,582.323
2004-06-24,585.112
2004-06-25,583.325
2004-06-28,588.51
2004-06-29,580.75
2004-06-30,575.899
2004-07-01,571.528
2004-07-02,573.429
2004-07-05,573.051
2004-07-06,572.852
2004-07-07,575.575
2004-07-08,580.205
2004-07-09,580.71
2004-07-12,579.075
2004-07-13,576.01
2004-07-14,578.203
2004-07-15,572.854
2004-07-16,578.865
2004-07-19,575.834
2004-07-20,573.068
2004-07-21,572.568
2004-07-22,567.089
2004-07-23,565.787
2004-07-26,562.837
2004-07-27,563.407
2004-07-28,567.198
2004-07-29,573.845
2004-07-30,573.547
2004-08-02,577.226
2004-08-03,577.858
2004-08-04,576.496
2004-08-05,576.45
2004-08-06,573.601
2004-08-09,569.759
2004-08-10,574.679
2004-08-11,567.692
2004-08-12,568.056
2004-08-13,570.582
2004-08-16,576.405
2004-08-17,573.072
2004-08-18,571.917
2004-08-19,575.749
2004-08-20,573.204
2004-08-23,575.815
2004-08-24,570.08
2004-08-25,572.221
2004-08-26,576.527
2004-08-27,581.488
2004-08-30,581.326
2004-08-31,578.681
2004-09-01,582.903
2004-09-02,583.894
2004-09-03,583.602
2004-09-06,586.275
2004-09-07,584.098
2004-09-08,586.821
2004-09-09,584.125
2004-09-10,590.533
2004-09-13,590.253
2004-09-14,589.744
2004-09-15,583.113
2004-09-16,588.298
2004-09-17,592.944
2004-09-20,589.568
2004-09-21,597.032
2004-09-22,595.209
2004-09-23,594.65
2004-09-24,597.047
2004-09-27,593.319
2004-09-28,598.335
2004-09-29,596.915
2004-09-30,597.731
2004-10-01,604.999
2004-10-04,603.04
2004-10-05,606.536
2004-10-06,605.741
2004-10-07,605.068
2004-10-08,609.243
2004-10-11,607.893
2004-10-12,600.385
2004-10-13,598.819
2004-10-14,600.907
2004-10-15,603.518
2004-10-18,602.585
2004-10-19,607.663
2004-10-20,605.54
2004-10-21,609.858
2004-10-22,609.365
2004-10-25,606.386
2004-10-26,607.86
2004-10-27,614.273
2004-10-28,614.117
2004-10-29,612.443
2004-11-01,619.277
2004-11-02,623.275
2004-11-03,631.099
2004-11-04,630.69
2004-11-05,634.017
2004-11-08,634.092
2004-11-09,633.76
2004-11-10,631.964
2004-11-11,636.308
2004-11-12,641.172
2004-11-15,642.719
2004-11-16,639.563
2004-11-17,643.939
2004-11-18,643.636
2004-11-19,638.86
2004-11-22,635.13
2004-11-23,640.858
2004-11-24,642.144
2004-11-25,649.512
2004-11-26,649.085
2004-11-29,650.335
2004-11-30,649.382
2004-12-01,660.294
2004-12-02,660.742
2004-12-03,665.182
2004-12-06,663.079
2004-12-07,664.248
2004-12-08,655.996
2004-12-09,650.184
2004-12-10,649.986
2004-12-13,658.092
2004-12-14,656.874
2004-12-15,665.029
2004-12-16,662.153
2004-12-17,656.807
2004-12-20,666.324
2004-12-21,658.167
2004-12-22,660.254
2004-12-23,663.577
2004-12-24,667.764
2004-12-27,670.364
2004-12-28,668.718
2004-12-29,667.331
2004-12-30,669.246
2004-12-31,667.865
2005-01-03,662.039
2005-01-04,660.116
2005-01-05,656.848
2005-01-06,654.915
2005-01-07,656.511
2005-01-10,656.994
2005-01-11,654.493
2005-01-12,654.542
2005-01-13,652.415
2005-01-14,650.447
2005-01-17,650.379
2005-01-18,649.851
2005-01-19,652.386
2005-01-20,647.748
2005-01-21,647.676
2005-01-24,651.701
2005-01-25,652.39
2005-01-26,659.214
2005-01-27,662.197
2005-01-28,657.624
2005-01-31,661.212
2005-02-01,666.152
2005-02-02,668.613
2005-02-03,665.499
2005-02-04,672.291
2005-02-07,670.349
2005-02-08,668.641
2005-02-09,669.982
2005-02-10,676.136
2005-02-11,679.94
2005-02-14,687.256
2005-02-15,689.676
2005-02-16,687.56
2005-02-17,692.256
2005-02-18,693.694
2005-02-21,696.267
2005-02-22,695.708
2005-02-23,690.807
2005-02-24,688.972
2005-02-25,696.505
2005-02-28,694.303
2005-03-01,696.673
2005-03-02,693.126
2005-03-03,696.392
2005-03-04,705.789
2005-03-07,699.622
2005-03-08,703.521
2005-03-09,699.301
2005-03-10,694.952
2005-03-11,698.85
2005-03-14,692.87
2005-03-15,697.72
2005-03-16,695.898
2005-03-17,692.11
2005-03-18,689.291
2005-03-21,684.106
2005-03-22,685.543
2005-03-23,672.919
2005-03-24,673.082
2005-03-25,673.082
2005-03-28,671.553
2005-03-29,674.343
2005-03-30,675.231
2005-03-31,676.278
2005-04-01,678.568
2005-04-04,670.59
2005-04-05,678.014
2005-04-06,678.765
2005-04-07,683.176
2005-04-08,683.057
2005-04-11,686.842
2005-04-12,681.338
2005-04-13,685.241
2005-04-14,679.603
2005-04-15,676.819
2005-04-18,671.965
2005-04-19,680.331
2005-04-20,676.046
2005-04-21,674.014
2005-04-22,678.988
2005-04-25,680.362
2005-04-26,675.442
2005-04-27,669.903
2005-04-28,672.08
2005-04-29,673.676
2005-05-02,667.733
2005-05-03,675.201
2005-05-04,682.602
2005-05-05,686.727
2005-05-06,685.042
2005-05-09,680.242
2005-05-10,678.312
2005-05-11,673.634
2005-05-12,671.789
2005-05-13,667.892
2005-05-16,659.971
2005-05-17,663.223
2005-05-18,669.15
2005-05-19,671.177
2005-05-20,668.659
2005-05-23,672.548
2005-05-24,671.21
2005-05-25,670.415
2005-05-26,669.141
2005-05-27,668.857
2005-05-30,669.022
2005-05-31,665.365
2005-06-01,670.368
2005-06-02,670.005
2005-06-03,668.546
2005-06-06,667.088
2005-06-07,676.953
2005-06-08,677.668
2005-06-09,671.071
2005-06-10,671.853
2005-06-13,669.824
2005-06-14,671.849
2005-06-15,672.667
2005-06-16,675.718
2005-06-17,682.009
2005-06-20,681.715
2005-06-21,684.045
2005-06-22,684.953
2005-06-23,685.983
2005-06-24,682.522
2005-06-27,679.799
2005-06-28,683.111
2005-06-29,680.744
2005-06-30,676.373
2005-07-01,674.675
2005-07-04,674.8
2005-07-05,673.113
2005-07-06,679.431
2005-07-07,664.201
2005-07-08,671.761
2005-07-11,679.89
2005-07-12,683.029
2005-07-13,680.027
2005-07-14,684.836
2005-07-15,678.024
2005-07-18,674.627
2005-07-19,668.087
2005-07-20,666.865
2005-07-21,673.769
2005-07-22,675.715
2005-07-25,680.134
2005-07-26,677.442
2005-07-27,678.861
2005-07-28,683.874
2005-07-29,687.792
2005-08-01,692.078
2005-08-02,697.462
2005-08-03,703.297
2005-08-04,700.023
2005-08-05,698.62
2005-08-08,708.076
2005-08-09,709.346
2005-08-10,717.201
2005-08-11,719.271
2005-08-12,720.14
2005-08-15,717.555
2005-08-16,715.229
2005-08-17,713.053
2005-08-18,704.263
2005-08-19,709.378
2005-08-22,714.011
2005-08-23,709.768
2005-08-24,706.178
2005-08-25,705.032
2005-08-26,702.914
2005-08-29,700.64
2005-08-30,697.749
2005-08-31,708.399
2005-09-01,724.443
2005-09-02,728.617
2005-09-05,730.94
2005-09-06,733.853
2005-09-07,733.164
2005-09-08,729.804
2005-09-09,732.255
2005-09-12,727.019
2005-09-13,722.274
2005-09-14,725.83
2005-09-15,722.328
2005-09-16,725.794
2005-09-19,729.275
2005-09-20,727.198
2005-09-21,724.437
2005-09-22,718.33
2005-09-23,716.74
2005-09-26,720.682
2005-09-27,716.831
2005-09-28,721.374
2005-09-29,719.375
2005-09-30,722.198
2005-10-03,719.242
2005-10-04,720.414
2005-10-05,711.419
2005-10-06,709.445
2005-10-07,703.308
2005-10-10,701.836
2005-10-11,700.504
2005-10-12,698.15
2005-10-13,686.995
2005-10-14,694.775
2005-10-17,691.075
2005-10-18,685.791
2005-10-19,679.162
2005-10-20,681.711
2005-10-21,680.397
2005-10-24,686.69
2005-10-25,689.571
2005-10-26,692.363
2005-10-27,689.747
2005-10-28,691.675
2005-10-31,702.891
2005-11-01,702.823
2005-11-02,710.316
2005-11-03,720.264
2005-11-04,708.6
2005-11-07,710.299
2005-11-08,709.339
2005-11-09,707.349
