Date,JAPAN SMALL VALUE Small Cap
2012-08-31,893.954
2012-09-28,921.066
2012-10-31,901.786
2012-11-30,917.925
2012-12-31,965.789
2013-01-31,1003.334
2013-02-28,1040.743
2013-03-29,1121.182
2013-04-30,1174.55
2013-05-31,1074.8
2013-06-28,1072.487
2013-07-31,1086.498
2013-08-30,1071.749
2013-09-30,1193.459
2013-10-31,1191.322
2013-11-29,1193.721
2013-12-31,1206.688
2014-01-31,1206.015
2014-02-28,1184.154
2014-03-31,1195.528
2014-04-30,1176.959
2014-05-30,1212.23
2014-06-30,1292.774
2014-07-31,1290.736
2014-08-29,1285.089
2014-09-30,1244.662
2014-10-31,1215.746
2014-11-28,1204.808
2014-12-31,1226.13
2015-01-30,1261.103
2015-02-27,1307.173
2015-03-31,1310.737
2015-04-30,1347.903
2015-05-29,1357.984
2015-06-30,1360.39
2015-07-31,1334.621
2015-08-31,1286.047
2015-09-30,1256.164
2015-10-30,1343.726
2015-11-30,1348.68
2015-12-31,1352.459
2016-01-29,1263.703
2016-02-29,1241.782
2016-03-31,1303.107
2016-04-29,1371.265
2016-05-31,1361.074
2016-06-30,1329.691
2016-07-29,1430.777
2016-08-31,1412.055
2016-09-30,1464.959
2016-10-31,1503.491
2016-11-30,1462.806
2016-12-30,1496.877
2017-01-31,1555.238
2017-02-28,1609.242
2017-03-31,1585.547
2017-04-28,1606.83
2017-05-31,1632.313
2017-06-30,1663.899
2017-07-31,1708.588
2017-08-31,1733.878
2017-09-29,1771.947
2017-10-31,1817.227
2017-11-30,1861.458
2017-12-29,1898.693
2018-01-31,1966.882
2018-02-28,1939.502
2018-03-30,1892.522
2018-04-30,1917.661
2018-05-31,1877.636
2018-06-29,1826.107
2018-07-31,1835.817
2018-08-31,1820.877
2018-09-28,1849.153
2018-10-31,1702.76
2018-11-30,1723.48
2018-12-31,1601.691
2019-01-31,1688.698
2019-02-28,1689.741
2019-03-29,1682.071
2019-04-30,1694.016
2019-05-31,1618.257
2019-06-28,1671.954
2019-07-31,1686.636
2019-08-30,1665.771
2019-09-30,1740.57
2019-10-31,1845.979
2019-11-29,1846.845
2019-12-31,1874.303
2020-01-31,1817.721
2020-02-28,1611.097
2020-03-31,1465.323
2020-04-30,1524.136
2020-05-29,1620.403
2020-06-30,1590.606
2020-07-31,1524.792
2020-08-31,1665.042
2020-09-30,1706.564
2020-10-30,1664.688
2020-11-30,1749.389
2020-12-31,1845.869
2021-01-29,1845.287
2021-02-26,1908.898
2021-03-31,1994.541
2021-04-30,1969.068
2021-05-31,1963.966
2021-06-30,1958.619
2021-07-30,1965.482
2021-08-31,1996.869
2021-09-30,2004.386
2021-10-29,1927.992
2021-11-30,1808.015
2021-12-31,1871.657
2022-01-31,1848.723
2022-02-28,1874.023
2022-03-31,1792.24
2022-04-29,1674.618
2022-05-31,1700.214
2022-06-30,1636.939
2022-07-29,1704.311
2022-08-31,1673.046
2022-09-30,1552.137
2022-10-31,1548.856
2022-11-30,1692.901
2022-12-30,1760.351
2023-01-31,1828.177
2023-02-28,1797.157
2023-03-31,1845.207
2023-04-28,1868.999
2023-05-31,1831.539
2023-06-30,1891.106
2023-07-31,1989.942
2023-08-31,1987.995
2023-09-29,1965.326
2023-10-31,1893.014
2023-11-30,1980.207
2023-12-29,2068.658
2024-01-31,2100.715
2024-02-29,2100.494
2024-03-29,2211.967
2024-04-30,2140.158
2024-05-31,2161.677
2024-06-28,2107.841
2024-07-31,2294.906
2024-08-30,2275.337
2024-09-30,2321.683
2024-10-31,2193.741
2024-11-29,2221.318
2024-12-31,2185.001
2025-01-31,2234.03
2025-02-28,2248.518
2025-03-31,2319.075
2025-04-30,2411.539
2025-05-30,2456.232
2025-06-30,2503.558
