Date,JAPAN SMALL VALUE Small Cap
2005-03-31,822.607
2005-04-29,815.21
2005-05-31,798.29
2005-06-30,806.41
2005-07-29,817.787
2005-08-31,850.149
2005-09-30,902.707
2005-10-31,921.701
2005-11-30,936.546
2005-12-30,1025.549
2006-01-31,1077.603
2006-02-28,1037.636
2006-03-31,1072.486
2006-04-28,1091.107
2006-05-31,1027.537
2006-06-30,996.154
2006-07-31,961.805
2006-08-31,976.462
2006-09-29,963.187
2006-10-31,949.465
2006-11-30,952.087
2006-12-29,963.601
2007-01-31,985.207
2007-02-28,1034.663
2007-03-30,1026.114
2007-04-30,1019.203
2007-05-31,1000.0
2007-06-29,994.412
2007-07-31,987.835
2007-08-31,956.699
2007-09-28,958.37
2007-10-31,956.032
2007-11-30,938.01
2007-12-31,897.822
2008-01-31,871.745
2008-02-29,869.753
2008-03-31,873.61
2008-04-30,883.664
2008-05-30,913.217
2008-06-30,858.503
2008-07-31,830.606
2008-08-29,794.939
2008-09-30,727.121
2008-10-31,658.452
2008-11-28,686.042
2008-12-31,739.908
2009-01-30,704.87
2009-02-27,609.814
2009-03-31,641.58
2009-04-30,687.543
2009-05-29,771.582
2009-06-30,824.732
2009-07-31,840.578
2009-08-31,889.794
2009-09-30,880.724
2009-10-30,844.181
2009-11-30,809.975
2009-12-31,793.447
2010-01-29,810.183
2010-02-26,828.733
2010-03-31,867.319
2010-04-30,896.729
2010-05-31,829.257
2010-06-30,837.785
2010-07-30,847.804
2010-08-31,830.458
2010-09-30,858.969
2010-10-29,847.162
2010-11-30,862.573
2010-12-31,956.391
2011-01-31,968.945
2011-02-28,1006.954
2011-03-31,952.561
2011-04-29,942.339
2011-05-31,920.94
2011-06-30,958.502
2011-07-29,996.303
2011-08-31,957.548
2011-09-30,964.452
2011-10-31,923.047
2011-11-30,899.56
2011-12-30,914.369
2012-01-31,964.155
2012-02-29,992.377
2012-03-30,1014.561
2012-04-30,988.11
2012-05-31,902.995
2012-06-29,939.471
2012-07-31,916.557
2012-08-31,902.074
2012-09-28,930.022
2012-10-31,910.586
2012-11-30,926.906
2012-12-31,975.319
2013-01-31,1013.286
2013-02-28,1051.15
2013-03-29,1133.133
2013-04-30,1187.104
2013-05-31,1086.342
2013-06-28,1084.044
2013-07-31,1098.243
2013-08-30,1083.403
2013-09-30,1206.994
2013-10-31,1204.883
2013-11-29,1207.386
2013-12-31,1220.7
2014-01-31,1220.134
2014-02-28,1198.246
2014-03-31,1211.543
2014-04-30,1192.838
2014-05-30,1228.746
2014-06-30,1310.545
2014-07-31,1308.605
2014-08-29,1303.096
2014-09-30,1263.308
2014-10-31,1234.057
2014-11-28,1223.042
2014-12-31,1244.914
2015-01-30,1280.552
2015-02-27,1327.552
2015-03-31,1332.856
2015-04-30,1370.785
2015-05-29,1381.226
2015-06-30,1383.844
2015-07-31,1357.752
2015-08-31,1308.56
2015-09-30,1279.421
2015-10-30,1368.693
2015-11-30,1373.823
2015-12-31,1377.968
2016-01-29,1287.669
2016-02-29,1265.596
2016-03-31,1330.188
2016-04-29,1399.876
2016-05-31,1389.59
2016-06-30,1357.796
2016-07-29,1461.149
2016-08-31,1442.225
2016-09-30,1498.012
2016-10-31,1537.543
2016-11-30,1495.964
2016-12-30,1531.134
2017-01-31,1591.153
2017-02-28,1646.669
2017-03-31,1624.833
2017-04-28,1646.784
2017-05-31,1673.127
2017-06-30,1705.742
2017-07-31,1751.786
2017-08-31,1777.904
2017-09-29,1818.771
2017-10-31,1865.369
2017-11-30,1910.873
2017-12-29,1949.504
2018-01-31,2019.745
2018-02-28,1991.914
2018-03-30,1946.578
2018-04-30,1972.608
2018-05-31,1931.678
2018-06-29,1878.945
2018-07-31,1889.15
2018-08-31,1874.046
2018-09-28,1905.163
2018-10-31,1754.503
2018-11-30,1775.961
2018-12-31,1651.048
2019-01-31,1740.98
2019-02-28,1742.411
2019-03-29,1737.539
2019-04-30,1750.072
2019-05-31,1672.018
2019-06-28,1727.933
2019-07-31,1743.377
2019-08-30,1722.129
2019-09-30,1801.708
2019-10-31,1911.019
2019-11-29,1912.049
2019-12-31,1941.129
2020-01-31,1882.769
2020-02-28,1669.081
2020-03-31,1521.56
2020-04-30,1582.83
2020-05-29,1682.873
2020-06-30,1652.379
2020-07-31,1584.301
2020-08-31,1730.187
2020-09-30,1775.437
2020-10-30,1732.08
2020-11-30,1820.265
2020-12-31,1921.266
2021-01-29,1920.969
2021-02-26,1987.43
2021-03-31,2079.895
2021-04-30,2053.54
2021-05-31,2048.607
2021-06-30,2043.599
2021-07-30,2051.019
2021-08-31,2083.977
2021-09-30,2094.84
2021-10-29,2015.176
2021-11-30,1889.971
2021-12-31,1957.124
2022-01-31,1933.348
2022-02-28,1960.101
2022-03-31,1878.45
2022-04-29,1755.299
2022-05-31,1782.518
2022-06-30,1716.739
2022-07-29,1787.545
2022-08-31,1755.027
2022-09-30,1630.873
2022-10-31,1627.514
2022-11-30,1779.113
2022-12-30,1850.753
2023-01-31,1922.233
2023-02-28,1889.954
2023-03-31,1944.574
2023-04-28,1969.747
2023-05-31,1930.646
2023-06-30,1994.005
2023-07-31,2098.398
2023-08-31,2096.654
2023-09-29,2075.776
2023-10-31,1999.454
2023-11-30,2091.768
2023-12-29,2185.998
2024-01-31,2220.056
2024-02-29,2220.24
2024-03-29,2342.294
2024-04-30,2266.443
2024-05-31,2289.595
2024-06-28,2233.124
2024-07-31,2431.48
2024-08-30,2411.319
2024-09-30,2464.484
2024-10-31,2328.899
2024-11-29,2358.54
2024-12-31,2320.788
2025-01-31,2373.078
2025-02-28,2389.186
2025-03-31,2469.301
2025-04-30,2568.046
2025-05-30,2616.155
2025-06-30,2667.407
2025-07-31,2724.795
2025-08-29,2978.236
2025-09-30,3054.765
2025-10-31,2988.977
2025-11-28,3139.923
2025-12-31,3186.694
2026-01-30,3374.218
