Date,FINLAND SMALL GROWTH Small Cap
2005-10-31,525.175
2005-11-30,519.237
2005-12-30,543.022
2006-01-31,599.787
2006-02-28,615.386
2006-03-31,672.024
2006-04-28,674.278
2006-05-31,625.31
2006-06-30,606.312
2006-07-31,563.087
2006-08-31,610.82
2006-09-29,618.055
2006-10-31,649.075
2006-11-30,695.722
2006-12-29,748.634
2007-01-31,769.522
2007-02-28,822.356
2007-03-30,876.618
2007-04-30,955.48
2007-05-31,1000.0
2007-06-29,1018.276
2007-07-31,1025.505
2007-08-31,966.356
2007-09-28,1024.811
2007-10-31,1099.557
2007-11-30,927.263
2007-12-31,869.139
2008-01-31,780.277
2008-02-29,872.124
2008-03-31,912.0
2008-04-30,951.247
2008-05-30,952.969
2008-06-30,876.911
2008-07-31,779.548
2008-08-29,705.791
2008-09-30,518.68
2008-10-31,366.717
2008-11-28,330.408
2008-12-31,346.21
2009-01-30,325.5
2009-02-27,340.661
2009-03-31,375.341
2009-04-30,446.437
2009-05-29,504.777
2009-06-30,510.041
2009-07-31,554.271
2009-08-31,610.74
2009-09-30,652.217
2009-10-30,627.285
2009-11-30,656.812
2009-12-31,652.789
2010-01-29,652.352
2010-02-26,598.054
2010-03-31,681.809
2010-04-30,712.093
2010-05-31,587.91
2010-06-30,588.061
2010-07-30,676.046
2010-08-31,644.533
2010-09-30,761.148
2010-10-29,797.954
2010-11-30,789.454
2010-12-31,889.536
2011-01-31,863.42
2011-02-28,907.261
2011-03-31,953.891
2011-04-29,1011.749
2011-05-31,921.178
2011-06-30,874.694
2011-07-29,772.265
2011-08-31,669.114
2011-09-30,534.07
2011-10-31,616.638
2011-11-30,600.348
2011-12-30,570.944
2012-01-31,651.038
2012-02-29,704.238
2012-03-30,641.064
2012-04-30,637.754
2012-05-31,490.051
2012-06-29,540.45
2012-07-31,541.838
2012-08-31,542.161
2012-09-28,579.533
2012-10-31,582.163
2012-11-30,598.786
2012-12-31,626.385
2013-01-31,687.677
2013-02-28,705.553
2013-03-29,655.21
2013-04-30,643.747
2013-05-31,626.434
2013-06-28,585.025
2013-07-31,605.338
2013-08-30,616.729
2013-09-30,659.4
2013-10-31,588.896
2013-11-29,596.83
2013-12-31,606.527
2014-01-31,556.73
2014-02-28,597.462
2014-03-31,611.368
2014-04-30,628.819
2014-05-30,618.209
2014-06-30,599.842
2014-07-31,579.835
2014-08-29,550.164
2014-09-30,501.578
2014-10-31,468.03
2014-11-28,465.163
2014-12-31,453.4
2015-01-30,469.829
2015-02-27,532.296
2015-03-31,535.84
2015-04-30,554.188
2015-05-29,551.006
2015-06-30,538.448
2015-07-31,566.727
2015-08-31,528.337
2015-09-30,459.031
2015-10-30,516.565
2015-11-30,541.415
2015-12-31,540.644
2016-01-29,518.249
2016-02-29,501.89
2016-03-31,556.316
2016-04-29,573.162
2016-05-31,581.493
2016-06-30,556.802
2016-07-29,617.155
2016-08-31,620.839
2016-09-30,649.805
2016-10-31,596.964
2016-11-30,591.33
2016-12-30,617.831
2017-01-31,620.528
2017-02-28,621.214
2017-03-31,623.23
2017-04-28,648.014
2017-05-31,621.717
2017-06-30,626.945
2017-07-31,623.621
2017-08-31,677.522
2017-09-29,691.596
2017-10-31,698.367
2017-11-30,682.135
2017-12-29,697.217
2018-01-31,711.535
2018-02-28,698.416
2018-03-30,689.226
2018-04-30,679.775
2018-05-31,679.561
2018-06-29,639.804
2018-07-31,634.228
2018-08-31,634.188
2018-09-28,632.297
2018-10-31,544.839
2018-11-30,552.729
2018-12-31,565.935
2019-01-31,607.872
2019-02-28,631.598
2019-03-29,648.45
2019-04-30,689.113
2019-05-31,616.512
2019-06-28,679.549
2019-07-31,590.324
2019-08-30,569.553
2019-09-30,593.174
2019-10-31,653.93
2019-11-29,640.448
2019-12-31,677.819
2020-01-31,643.676
2020-02-28,620.952
2020-03-31,496.671
2020-04-30,578.702
2020-05-29,642.568
2020-06-30,661.699
2020-07-31,737.703
2020-08-31,781.91
2020-09-30,761.366
2020-10-30,741.164
2020-11-30,841.198
2020-12-31,928.793
2021-01-29,941.572
2021-02-26,985.594
2021-03-31,1011.008
2021-04-30,1103.667
2021-05-31,1147.299
2021-06-30,1128.027
2021-07-30,1168.571
2021-08-31,1166.993
2021-09-30,1016.456
2021-10-29,1070.793
2021-11-30,1036.779
2021-12-31,1078.111
2022-01-31,961.042
2022-02-28,879.671
2022-03-31,871.287
2022-04-29,803.43
2022-05-31,819.757
2022-06-30,704.332
2022-07-29,750.448
2022-08-31,681.792
2022-09-30,584.208
2022-10-31,643.101
2022-11-30,739.56
2022-12-30,771.838
2023-01-31,853.952
2023-02-28,846.716
2023-03-31,865.434
2023-04-28,921.291
2023-05-31,871.394
2023-06-30,871.851
2023-07-31,901.387
2023-08-31,857.673
2023-09-29,803.978
2023-10-31,788.378
2023-11-30,895.662
2023-12-29,952.566
2024-01-31,940.047
2024-02-29,929.523
2024-03-29,943.351
2024-04-30,913.289
2024-05-31,978.335
2024-06-28,934.449
2024-07-31,934.076
2024-08-30,985.869
2024-09-30,980.987
2024-10-31,890.321
2024-11-29,835.812
2024-12-31,811.793
2025-01-31,839.019
2025-02-28,876.839
2025-03-31,848.162
2025-04-30,863.182
2025-05-30,943.611
2025-06-30,971.913
2025-07-31,1003.757
