Date,FINLAND SMALL GROWTH Small Cap
2001-08-20,195.212
2001-08-21,198.867
2001-08-22,202.398
2001-08-23,200.97
2001-08-24,199.804
2001-08-27,200.325
2001-08-28,197.275
2001-08-29,195.394
2001-08-30,192.396
2001-08-31,193.216
2001-09-03,192.354
2001-09-04,187.556
2001-09-05,185.995
2001-09-06,185.199
2001-09-07,187.822
2001-09-10,184.577
2001-09-11,183.641
2001-09-12,186.18
2001-09-13,189.285
2001-09-14,190.281
2001-09-17,188.52
2001-09-18,191.84
2001-09-19,192.305
2001-09-20,187.109
2001-09-21,179.142
2001-09-24,182.861
2001-09-25,187.436
2001-09-26,185.617
2001-09-27,181.912
2001-09-28,184.447
2001-10-01,182.4
2001-10-02,182.748
2001-10-03,182.435
2001-10-04,184.171
2001-10-05,184.513
2001-10-08,185.81
2001-10-09,188.203
2001-10-10,188.004
2001-10-11,191.012
2001-10-12,190.863
2001-10-15,191.349
2001-10-16,191.33
2001-10-17,194.072
2001-10-18,191.838
2001-10-19,189.074
2001-10-22,189.296
2001-10-23,190.802
2001-10-24,194.187
2001-10-25,198.062
2001-10-26,201.366
2001-10-29,201.852
2001-10-30,197.231
2001-10-31,200.722
2001-11-01,202.477
2001-11-02,202.782
2001-11-05,205.049
2001-11-06,204.591
2001-11-07,203.312
2001-11-08,204.308
2001-11-09,204.09
2001-11-12,202.613
2001-11-13,204.344
2001-11-14,207.098
2001-11-15,208.879
2001-11-16,211.251
2001-11-19,208.193
2001-11-20,207.909
2001-11-21,206.934
2001-11-22,209.536
2001-11-23,210.379
2001-11-26,213.324
2001-11-27,211.167
2001-11-28,209.807
2001-11-29,208.025
2001-11-30,212.959
2001-12-03,209.877
2001-12-04,212.504
2001-12-05,212.676
2001-12-06,213.406
2001-12-07,214.275
2001-12-10,211.21
2001-12-11,211.915
2001-12-12,212.252
2001-12-13,210.607
2001-12-14,209.477
2001-12-17,210.533
2001-12-18,211.394
2001-12-19,209.356
2001-12-20,206.188
2001-12-21,204.171
2001-12-24,202.134
2001-12-25,202.134
2001-12-26,202.307
2001-12-27,205.672
2001-12-28,207.758
2001-12-31,209.602
2002-01-01,209.602
2002-01-02,215.011
2002-01-03,220.49
2002-01-04,221.862
2002-01-07,222.893
2002-01-08,217.921
2002-01-09,218.596
2002-01-10,218.285
2002-01-11,218.406
2002-01-14,216.01
2002-01-15,215.604
2002-01-16,212.887
2002-01-17,213.396
2002-01-18,216.079
2002-01-21,214.113
2002-01-22,212.681
2002-01-23,211.33
2002-01-24,212.957
2002-01-25,208.954
2002-01-28,208.214
2002-01-29,208.07
2002-01-30,207.134
2002-01-31,208.372
2002-02-01,211.295
2002-02-04,212.586
2002-02-05,209.968
2002-02-06,210.186
2002-02-07,210.203
2002-02-08,209.347
2002-02-11,211.898
2002-02-12,213.148
2002-02-13,212.779
2002-02-14,216.971
2002-02-15,220.089
2002-02-18,218.292
2002-02-19,219.05
2002-02-20,217.657
2002-02-21,218.64
2002-02-22,219.038
2002-02-25,218.33
2002-02-26,219.428
2002-02-27,220.164
2002-02-28,220.712
2002-03-01,222.045
2002-03-04,226.431
2002-03-05,226.031
2002-03-06,226.82
2002-03-07,230.508
2002-03-08,230.15
2002-03-11,229.639
2002-03-12,227.738
2002-03-13,229.574
2002-03-14,231.797
2002-03-15,230.931
2002-03-18,230.217
2002-03-19,228.407
2002-03-20,228.873
2002-03-21,229.835
2002-03-22,228.045
2002-03-25,227.195
2002-03-26,227.985
2002-03-27,227.148
2002-03-28,227.057
2002-03-29,227.057
2002-04-01,228.918
2002-04-02,232.189
2002-04-03,232.205
2002-04-04,233.687
2002-04-05,233.726
2002-04-08,231.919
2002-04-09,232.369
2002-04-10,235.423
2002-04-11,235.514
2002-04-12,233.711
2002-04-15,233.48
2002-04-16,234.809
2002-04-17,239.114
2002-04-18,239.065
2002-04-19,236.825
2002-04-22,235.098
2002-04-23,233.593
2002-04-24,231.842
2002-04-25,231.129
2002-04-26,234.342
2002-04-29,234.707
2002-04-30,230.024
2002-05-01,231.326
2002-05-02,233.567
2002-05-03,233.326
2002-05-06,232.436
2002-05-07,231.978
2002-05-08,234.439
2002-05-09,234.388
2002-05-10,232.637
2002-05-13,234.2
2002-05-14,233.713
2002-05-15,237.132
2002-05-16,236.912
2002-05-17,240.098
2002-05-20,241.521
2002-05-21,237.796
2002-05-22,238.391
2002-05-23,236.841
2002-05-24,237.444
2002-05-27,236.506
2002-05-28,238.413
2002-05-29,238.681
2002-05-30,238.036
2002-05-31,235.346
2002-06-03,236.702
2002-06-04,234.354
2002-06-05,235.241
2002-06-06,235.592
2002-06-07,229.853
2002-06-10,230.368
2002-06-11,232.916
2002-06-12,229.928
2002-06-13,227.724
2002-06-14,224.315
2002-06-17,225.123
2002-06-18,228.876
2002-06-19,225.461
2002-06-20,224.008
2002-06-21,225.1
2002-06-24,221.601
2002-06-25,220.175
2002-06-26,221.501
2002-06-27,225.132
2002-06-28,232.123
2002-07-01,237.679
2002-07-02,232.978
2002-07-03,229.826
2002-07-04,228.914
2002-07-05,232.328
2002-07-08,235.238
2002-07-09,235.303
2002-07-10,231.608
2002-07-11,233.235
2002-07-12,230.856
2002-07-15,231.787
2002-07-16,228.777
2002-07-17,230.548
2002-07-18,231.102
2002-07-19,229.993
2002-07-22,226.237
2002-07-23,220.57
2002-07-24,208.383
2002-07-25,198.485
2002-07-26,197.065
2002-07-29,195.915
2002-07-30,199.28
2002-07-31,197.65
2002-08-01,195.995
2002-08-02,192.491
2002-08-05,187.345
2002-08-06,182.396
2002-08-07,183.391
2002-08-08,181.539
2002-08-09,182.838
2002-08-12,184.997
2002-08-13,183.493
2002-08-14,183.444
2002-08-15,181.837
2002-08-16,184.069
2002-08-19,182.923
2002-08-20,185.852
2002-08-21,191.414
2002-08-22,196.298
2002-08-23,199.661
2002-08-26,196.881
2002-08-27,202.141
2002-08-28,199.841
2002-08-29,196.324
2002-08-30,196.837
2002-09-02,197.033
2002-09-03,193.545
2002-09-04,191.681
2002-09-05,190.863
2002-09-06,191.66
2002-09-09,192.162
2002-09-10,190.526
2002-09-11,193.79
2002-09-12,193.546
2002-09-13,193.43
2002-09-16,190.34
2002-09-17,188.337
2002-09-18,184.749
2002-09-19,185.052
2002-09-20,182.185
2002-09-23,180.954
2002-09-24,173.129
2002-09-25,175.284
2002-09-26,179.568
2002-09-27,178.532
2002-09-30,176.272
2002-10-01,176.605
2002-10-02,179.159
2002-10-03,176.937
2002-10-04,177.523
2002-10-07,174.985
2002-10-08,173.738
2002-10-09,175.253
2002-10-10,173.763
2002-10-11,175.197
2002-10-14,173.876
2002-10-15,181.187
2002-10-16,181.3
2002-10-17,185.7
2002-10-18,186.537
2002-10-21,187.186
2002-10-22,190.106
2002-10-23,186.44
2002-10-24,186.444
2002-10-25,185.544
2002-10-28,187.955
2002-10-29,182.25
2002-10-30,184.298
2002-10-31,189.4
2002-11-01,186.816
2002-11-04,195.098
2002-11-05,198.503
2002-11-06,198.639
2002-11-07,198.881
2002-11-08,198.613
2002-11-11,195.601
2002-11-12,196.237
2002-11-13,194.766
2002-11-14,195.708
2002-11-15,198.845
2002-11-18,199.319
2002-11-19,197.31
2002-11-20,195.995
2002-11-21,201.76
2002-11-22,203.444
2002-11-25,205.195
2002-11-26,203.331
2002-11-27,204.245
2002-11-28,209.177
2002-11-29,209.254
2002-12-02,210.637
2002-12-03,204.986
2002-12-04,205.961
2002-12-05,207.881
2002-12-06,209.408
2002-12-09,205.818
2002-12-10,204.214
2002-12-11,205.243
2002-12-12,206.666
2002-12-13,202.904
2002-12-16,201.926
2002-12-17,205.931
2002-12-18,222.027
2002-12-19,221.111
2002-12-20,223.361
2002-12-23,221.983
2002-12-24,222.902
2002-12-25,222.902
2002-12-26,223.464
2002-12-27,223.283
2002-12-30,224.599
2002-12-31,225.48
2003-01-01,225.48
2003-01-02,226.907
2003-01-03,228.936
2003-01-06,230.343
2003-01-07,230.595
2003-01-08,225.96
2003-01-09,228.555
2003-01-10,230.894
2003-01-13,232.501
2003-01-14,236.191
2003-01-15,234.241
2003-01-16,231.18
2003-01-17,231.954
2003-01-20,233.047
2003-01-21,233.75
2003-01-22,232.54
2003-01-23,233.195
2003-01-24,235.275
2003-01-27,231.595
2003-01-28,230.47
2003-01-29,229.861
2003-01-30,229.344
2003-01-31,225.618
2003-02-03,229.435
2003-02-04,228.828
2003-02-05,226.76
2003-02-06,224.909
2003-02-07,223.318
2003-02-10,221.989
2003-02-11,221.735
2003-02-12,219.795
2003-02-13,219.027
2003-02-14,222.899
2003-02-17,225.52
2003-02-18,225.024
2003-02-19,224.708
2003-02-20,224.288
2003-02-21,223.652
2003-02-24,223.352
2003-02-25,219.834
2003-02-26,219.63
2003-02-27,218.168
2003-02-28,220.281
2003-03-03,223.621
2003-03-04,221.321
2003-03-05,222.126
2003-03-06,221.866
2003-03-07,220.393
2003-03-10,218.7
2003-03-11,217.9
2003-03-12,217.404
2003-03-13,216.52
2003-03-14,214.763
2003-03-17,213.249
2003-03-18,217.128
2003-03-19,216.576
2003-03-20,216.449
2003-03-21,219.285
2003-03-24,220.154
2003-03-25,219.275
2003-03-26,217.871
2003-03-27,217.645
2003-03-28,217.1
2003-03-31,216.687
2003-04-01,218.221
2003-04-02,218.849
2003-04-03,221.921
2003-04-04,218.184
2003-04-07,220.068
2003-04-08,219.476
2003-04-09,217.875
2003-04-10,219.228
2003-04-11,220.596
2003-04-14,221.777
2003-04-15,226.13
2003-04-16,226.308
2003-04-17,227.926
2003-04-18,227.926
2003-04-21,226.943
2003-04-22,228.127
2003-04-23,232.499
2003-04-24,236.633
2003-04-25,235.932
2003-04-28,236.53
2003-04-29,236.667
2003-04-30,242.656
2003-05-01,244.884
2003-05-02,244.032
2003-05-05,247.471
2003-05-06,248.044
2003-05-07,249.51
2003-05-08,248.155
2003-05-09,248.016
2003-05-12,251.649
2003-05-13,250.886
2003-05-14,252.423
2003-05-15,252.072
2003-05-16,254.779
2003-05-19,254.943
2003-05-20,254.298
2003-05-21,251.554
2003-05-22,251.062
2003-05-23,252.083
2003-05-26,251.738
2003-05-27,250.729
2003-05-28,252.307
2003-05-29,254.176
2003-05-30,254.287
2003-06-02,253.47
2003-06-03,253.124
2003-06-04,254.325
2003-06-05,259.218
2003-06-06,260.025
2003-06-09,259.086
2003-06-10,258.988
2003-06-11,262.11
2003-06-12,261.808
2003-06-13,264.813
2003-06-16,265.355
2003-06-17,268.684
2003-06-18,263.833
2003-06-19,263.799
2003-06-20,262.388
2003-06-23,259.962
2003-06-24,255.71
2003-06-25,258.697
2003-06-26,257.18
2003-06-27,259.863
2003-06-30,262.303
2003-07-01,263.002
2003-07-02,262.198
2003-07-03,263.735
2003-07-04,263.524
2003-07-07,265.258
2003-07-08,266.481
2003-07-09,263.321
2003-07-10,267.331
2003-07-11,267.378
2003-07-14,268.493
2003-07-15,267.844
2003-07-16,268.201
2003-07-17,263.782
2003-07-18,265.368
2003-07-21,266.59
2003-07-22,266.37
2003-07-23,270.983
2003-07-24,276.63
2003-07-25,278.679
2003-07-28,278.076
2003-07-29,280.215
2003-07-30,276.182
2003-07-31,274.096
2003-08-01,274.863
2003-08-04,276.136
2003-08-05,277.173
2003-08-06,274.433
2003-08-07,277.572
2003-08-08,276.988
2003-08-11,278.767
2003-08-12,281.253
2003-08-13,280.211
2003-08-14,281.509
2003-08-15,281.427
2003-08-18,281.039
2003-08-19,280.461
2003-08-20,278.943
2003-08-21,279.189
2003-08-22,279.292
2003-08-25,278.219
2003-08-26,275.92
2003-08-27,276.26
2003-08-28,280.051
2003-08-29,282.448
2003-09-01,287.888
2003-09-02,287.316
2003-09-03,289.707
2003-09-04,291.83
2003-09-05,293.327
2003-09-08,295.521
2003-09-09,297.45
2003-09-10,295.31
2003-09-11,294.354
2003-09-12,297.96
2003-09-15,297.769
2003-09-16,293.355
2003-09-17,295.406
2003-09-18,294.95
2003-09-19,302.916
2003-09-22,302.368
2003-09-23,300.115
2003-09-24,300.926
2003-09-25,296.576
2003-09-26,292.883
2003-09-29,298.135
2003-09-30,298.715
2003-10-01,301.107
2003-10-02,300.856
2003-10-03,301.521
2003-10-06,303.247
2003-10-07,305.168
2003-10-08,307.178
2003-10-09,308.251
2003-10-10,309.513
2003-10-13,305.842
2003-10-14,309.105
2003-10-15,313.944
2003-10-16,313.328
2003-10-17,315.035
2003-10-20,316.101
2003-10-21,317.355
2003-10-22,320.47
2003-10-23,321.753
2003-10-24,323.831
2003-10-27,323.788
2003-10-28,333.201
2003-10-29,333.96
2003-10-30,338.213
2003-10-31,338.459
2003-11-03,336.091
2003-11-04,336.13
2003-11-05,330.116
2003-11-06,333.532
2003-11-07,338.5
2003-11-10,339.073
2003-11-11,337.495
2003-11-12,341.072
2003-11-13,343.39
2003-11-14,347.131
2003-11-17,342.633
2003-11-18,344.068
2003-11-19,346.167
2003-11-20,344.656
2003-11-21,346.518
2003-11-24,347.927
2003-11-25,351.285
2003-11-26,360.424
2003-11-27,359.394
2003-11-28,362.346
2003-12-01,364.211
2003-12-02,366.932
2003-12-03,369.116
2003-12-04,365.809
2003-12-05,365.204
2003-12-08,366.002
2003-12-09,366.325
2003-12-10,366.362
2003-12-11,364.278
2003-12-12,368.782
2003-12-15,368.996
2003-12-16,363.701
2003-12-17,366.154
2003-12-18,365.47
2003-12-19,361.721
2003-12-22,362.29
2003-12-23,364.981
2003-12-24,366.01
2003-12-25,366.01
2003-12-26,365.863
2003-12-29,367.455
2003-12-30,370.326
2003-12-31,372.779
2004-01-01,372.779
2004-01-02,378.118
2004-01-05,383.961
2004-01-06,386.264
2004-01-07,385.222
2004-01-08,393.258
2004-01-09,393.43
2004-01-12,394.708
2004-01-13,394.057
2004-01-14,393.873
2004-01-15,392.775
2004-01-16,392.374
2004-01-19,394.559
2004-01-20,398.004
2004-01-21,395.277
2004-01-22,402.086
2004-01-23,403.012
2004-01-26,399.59
2004-01-27,406.037
2004-01-28,401.005
2004-01-29,390.614
2004-01-30,387.689
2004-02-02,389.489
2004-02-03,394.868
2004-02-04,395.949
2004-02-05,398.425
2004-02-06,403.729
2004-02-09,407.835
2004-02-10,413.341
2004-02-11,407.0
2004-02-12,416.303
2004-02-13,417.662
2004-02-16,416.924
2004-02-17,420.767
2004-02-18,422.783
2004-02-19,418.673
2004-02-20,414.431
2004-02-23,417.039
2004-02-24,420.604
2004-02-25,413.816
2004-02-26,408.736
2004-02-27,411.727
2004-03-01,412.713
2004-03-02,413.025
2004-03-03,409.047
2004-03-04,412.592
2004-03-05,420.673
2004-03-08,422.029
2004-03-09,418.854
2004-03-10,409.02
2004-03-11,405.121
2004-03-12,402.997
2004-03-15,399.002
2004-03-16,398.174
2004-03-17,397.235
2004-03-18,397.501
2004-03-19,395.377
2004-03-22,392.073
2004-03-23,391.808
2004-03-24,389.301
2004-03-25,392.373
2004-03-26,390.473
2004-03-29,395.584
2004-03-30,398.244
2004-03-31,405.616
2004-04-01,412.578
2004-04-02,413.992
2004-04-05,410.648
2004-04-06,410.72
2004-04-07,412.604
2004-04-08,413.848
2004-04-09,413.848
2004-04-12,412.686
2004-04-13,410.655
2004-04-14,407.577
2004-04-15,406.929
2004-04-16,407.056
2004-04-19,409.632
2004-04-20,405.782
2004-04-21,398.05
2004-04-22,400.133
2004-04-23,399.65
2004-04-26,404.081
2004-04-27,403.72
2004-04-28,396.764
2004-04-29,385.271
2004-04-30,386.005
2004-05-03,384.236
2004-05-04,386.397
2004-05-05,389.713
2004-05-06,383.147
2004-05-07,379.981
2004-05-10,367.263
2004-05-11,370.7
2004-05-12,370.899
2004-05-13,368.082
2004-05-14,363.348
2004-05-17,359.072
2004-05-18,361.355
2004-05-19,371.623
2004-05-20,368.319
2004-05-21,370.851
2004-05-24,371.998
2004-05-25,373.709
2004-05-26,373.362
2004-05-27,383.262
2004-05-28,380.869
2004-05-31,380.739
2004-06-01,380.536
2004-06-02,380.723
2004-06-03,379.639
2004-06-04,382.042
2004-06-07,386.356
2004-06-08,387.635
2004-06-09,382.176
2004-06-10,381.425
2004-06-11,377.397
2004-06-14,380.052
2004-06-15,377.213
2004-06-16,376.936
2004-06-17,379.48
2004-06-18,381.656
2004-06-21,382.167
2004-06-22,377.942
2004-06-23,381.733
2004-06-24,388.069
2004-06-25,386.794
2004-06-28,393.435
2004-06-29,393.295
2004-06-30,396.512
2004-07-01,392.847
2004-07-02,393.492
2004-07-05,392.955
2004-07-06,390.809
2004-07-07,392.636
2004-07-08,391.634
2004-07-09,390.783
2004-07-12,390.457
2004-07-13,389.507
2004-07-14,388.784
2004-07-15,382.836
2004-07-16,386.028
2004-07-19,380.885
2004-07-20,379.564
2004-07-21,379.868
2004-07-22,377.894
2004-07-23,372.811
2004-07-26,374.331
2004-07-27,373.086
2004-07-28,376.357
2004-07-29,381.024
2004-07-30,381.514
2004-08-02,378.506
2004-08-03,379.562
2004-08-04,376.49
2004-08-05,369.011
2004-08-06,370.484
2004-08-09,365.696
2004-08-10,370.234
2004-08-11,365.759
2004-08-12,361.536
2004-08-13,365.878
2004-08-16,367.261
2004-08-17,371.73
2004-08-18,369.847
2004-08-19,374.392
2004-08-20,374.496
2004-08-23,374.027
2004-08-24,370.818
2004-08-25,370.158
2004-08-26,371.669
2004-08-27,370.609
2004-08-30,371.976
2004-08-31,374.698
2004-09-01,375.221
2004-09-02,375.893
2004-09-03,375.05
2004-09-06,377.256
2004-09-07,377.259
2004-09-08,380.701
2004-09-09,382.062
2004-09-10,388.419
2004-09-13,390.041
2004-09-14,391.174
2004-09-15,387.131
2004-09-16,387.518
2004-09-17,390.315
2004-09-20,389.482
2004-09-21,393.364
2004-09-22,391.681
2004-09-23,392.681
2004-09-24,391.018
2004-09-27,387.241
2004-09-28,389.817
2004-09-29,392.536
2004-09-30,398.588
2004-10-01,401.774
2004-10-04,403.843
2004-10-05,403.641
2004-10-06,403.855
2004-10-07,403.684
2004-10-08,409.161
2004-10-11,405.196
2004-10-12,401.2
2004-10-13,402.016
2004-10-14,407.177
2004-10-15,408.415
2004-10-18,409.205
2004-10-19,416.15
2004-10-20,409.039
2004-10-21,412.899
2004-10-22,414.618
2004-10-25,414.783
2004-10-26,413.857
2004-10-27,415.072
2004-10-28,414.805
2004-10-29,413.708
2004-11-01,422.435
2004-11-02,421.332
2004-11-03,426.527
2004-11-04,430.77
2004-11-05,434.173
2004-11-08,438.106
2004-11-09,440.061
2004-11-10,444.414
2004-11-11,448.743
2004-11-12,452.278
2004-11-15,451.507
2004-11-16,453.01
2004-11-17,455.827
2004-11-18,455.729
2004-11-19,456.757
2004-11-22,457.73
2004-11-23,463.187
2004-11-24,468.43
2004-11-25,471.583
2004-11-26,470.691
2004-11-29,476.523
2004-11-30,474.627
2004-12-01,475.477
2004-12-02,478.473
2004-12-03,484.344
2004-12-06,486.372
2004-12-07,487.812
2004-12-08,478.643
2004-12-09,471.637
2004-12-10,468.589
2004-12-13,466.492
2004-12-14,466.274
2004-12-15,469.566
2004-12-16,465.784
2004-12-17,458.917
2004-12-20,470.477
2004-12-21,471.073
2004-12-22,474.694
2004-12-23,479.484
2004-12-24,480.727
2004-12-27,482.847
2004-12-28,482.563
2004-12-29,482.293
2004-12-30,483.892
2004-12-31,482.561
2005-01-03,482.506
2005-01-04,477.438
2005-01-05,473.282
2005-01-06,469.557
2005-01-07,474.664
2005-01-10,479.436
2005-01-11,475.784
2005-01-12,478.959
2005-01-13,477.838
2005-01-14,474.504
2005-01-17,477.499
2005-01-18,473.319
2005-01-19,473.495
2005-01-20,461.504
2005-01-21,466.636
2005-01-24,465.769
2005-01-25,468.076
2005-01-26,471.691
2005-01-27,472.593
2005-01-28,467.814
2005-01-31,468.546
2005-02-01,472.163
2005-02-02,478.733
2005-02-03,485.384
2005-02-04,495.506
2005-02-07,492.7
2005-02-08,491.249
2005-02-09,493.81
2005-02-10,491.691
2005-02-11,499.257
2005-02-14,503.768
2005-02-15,506.344
2005-02-16,507.164
2005-02-17,507.02
2005-02-18,511.907
2005-02-21,511.791
2005-02-22,516.997
2005-02-23,515.466
2005-02-24,521.141
2005-02-25,526.186
2005-02-28,532.197
2005-03-01,527.036
2005-03-02,527.731
2005-03-03,527.185
2005-03-04,536.47
2005-03-07,534.421
2005-03-08,537.259
2005-03-09,535.059
2005-03-10,532.217
2005-03-11,533.942
2005-03-14,534.001
2005-03-15,532.524
2005-03-16,531.045
2005-03-17,526.057
2005-03-18,519.929
2005-03-21,513.522
2005-03-22,513.601
2005-03-23,499.003
2005-03-24,500.342
2005-03-25,500.342
2005-03-28,496.83
2005-03-29,500.989
2005-03-30,498.396
2005-03-31,505.419
2005-04-01,502.136
2005-04-04,492.938
2005-04-05,501.896
2005-04-06,503.504
2005-04-07,509.935
2005-04-08,509.899
2005-04-11,512.885
2005-04-12,507.917
2005-04-13,510.422
2005-04-14,506.679
2005-04-15,499.91
2005-04-18,494.978
2005-04-19,498.104
2005-04-20,499.304
2005-04-21,490.341
2005-04-22,496.147
2005-04-25,491.863
2005-04-26,482.444
2005-04-27,472.688
2005-04-28,472.084
2005-04-29,473.84
2005-05-02,475.137
2005-05-03,482.993
2005-05-04,487.759
2005-05-05,487.175
2005-05-06,487.784
2005-05-09,487.102
2005-05-10,487.87
2005-05-11,486.031
2005-05-12,487.037
2005-05-13,488.473
2005-05-16,493.324
2005-05-17,497.225
2005-05-18,502.858
2005-05-19,499.642
2005-05-20,496.922
2005-05-23,504.666
2005-05-24,503.845
2005-05-25,502.897
2005-05-26,501.296
2005-05-27,506.686
2005-05-30,505.624
2005-05-31,501.303
2005-06-01,501.85
2005-06-02,501.873
2005-06-03,500.718
2005-06-06,500.803
2005-06-07,506.531
2005-06-08,511.928
2005-06-09,507.844
2005-06-10,511.595
2005-06-13,507.585
2005-06-14,507.487
2005-06-15,507.663
2005-06-16,509.86
2005-06-17,520.261
2005-06-20,517.403
2005-06-21,514.162
2005-06-22,515.148
2005-06-23,515.719
2005-06-24,517.281
2005-06-27,511.973
2005-06-28,507.728
2005-06-29,511.482
2005-06-30,511.962
2005-07-01,507.627
2005-07-04,503.454
2005-07-05,502.237
2005-07-06,507.223
2005-07-07,505.549
2005-07-08,512.006
2005-07-11,525.182
2005-07-12,533.735
2005-07-13,525.59
2005-07-14,526.296
2005-07-15,523.444
2005-07-18,527.096
2005-07-19,527.136
2005-07-20,528.498
2005-07-21,530.672
2005-07-22,533.715
2005-07-25,531.332
2005-07-26,525.101
2005-07-27,531.575
2005-07-28,540.385
2005-07-29,539.862
2005-08-01,549.629
2005-08-02,548.973
2005-08-03,555.659
2005-08-04,551.704
2005-08-05,548.772
2005-08-08,554.049
2005-08-09,555.462
2005-08-10,557.706
2005-08-11,556.134
2005-08-12,556.251
2005-08-15,557.375
2005-08-16,555.783
2005-08-17,552.92
2005-08-18,545.045
2005-08-19,546.647
2005-08-22,555.202
2005-08-23,556.286
2005-08-24,557.377
2005-08-25,557.031
2005-08-26,558.242
2005-08-29,554.497
2005-08-30,552.979
2005-08-31,563.328
2005-09-01,579.259
2005-09-02,584.209
2005-09-05,586.956
2005-09-06,590.334
2005-09-07,598.874
2005-09-08,593.827
2005-09-09,597.216
2005-09-12,592.51
2005-09-13,591.172
2005-09-14,590.072
2005-09-15,585.685
2005-09-16,585.756
2005-09-19,587.062
2005-09-20,595.931
2005-09-21,596.536
2005-09-22,595.245
2005-09-23,595.649
2005-09-26,594.693
2005-09-27,588.254
2005-09-28,584.975
2005-09-29,589.303
2005-09-30,591.72
2005-10-03,585.082
2005-10-04,582.679
2005-10-05,580.02
2005-10-06,581.605
2005-10-07,579.31
2005-10-10,567.414
2005-10-11,564.799
2005-10-12,559.3
2005-10-13,540.309
2005-10-14,541.695
2005-10-17,546.244
2005-10-18,543.994
2005-10-19,525.521
2005-10-20,522.57
2005-10-21,523.672
2005-10-24,528.464
2005-10-25,533.261
2005-10-26,536.202
2005-10-27,530.975
2005-10-28,527.46
2005-10-31,533.668
2005-11-01,535.963
2005-11-02,548.396
2005-11-03,535.123
2005-11-04,537.583
2005-11-07,531.36
2005-11-08,532.486
2005-11-09,535.067
