Date,FINLAND SMALL GROWTH Small Cap
2017-03-31,573.82
2017-04-28,595.084
2017-05-31,570.935
2017-06-30,575.735
2017-07-31,572.683
2017-08-31,622.182
2017-09-29,635.106
2017-10-31,641.324
2017-11-30,626.417
2017-12-29,640.268
2018-01-31,653.416
2018-02-28,641.369
2018-03-30,629.636
2018-04-30,619.508
2018-05-31,619.312
2018-06-29,583.081
2018-07-31,577.999
2018-08-31,577.963
2018-09-28,576.035
2018-10-31,496.359
2018-11-30,503.547
2018-12-31,515.578
2019-01-31,553.784
2019-02-28,575.398
2019-03-29,587.726
2019-04-30,622.652
2019-05-31,557.053
2019-06-28,614.01
2019-07-31,533.391
2019-08-30,514.623
2019-09-30,535.966
2019-10-31,590.796
2019-11-29,578.616
2019-12-31,612.379
2020-01-31,581.532
2020-02-28,561.002
2020-03-31,448.513
2020-04-30,522.49
2020-05-29,580.153
2020-06-30,595.505
2020-07-31,663.641
2020-08-31,703.41
2020-09-30,683.62
2020-10-30,665.48
2020-11-30,755.3
2020-12-31,833.95
2021-01-29,845.206
2021-02-26,884.672
2021-03-31,903.642
2021-04-30,984.879
2021-05-31,1023.814
2021-06-30,1006.616
2021-07-30,1042.796
2021-08-31,1041.388
2021-09-30,906.511
2021-10-29,954.774
2021-11-30,923.571
2021-12-31,960.39
2022-01-31,856.103
2022-02-28,783.459
2022-03-31,771.864
2022-04-29,709.999
2022-05-31,724.326
2022-06-30,622.338
2022-07-29,663.085
2022-08-31,602.423
2022-09-30,515.65
2022-10-31,566.273
2022-11-30,651.21
2022-12-30,679.631
2023-01-31,751.821
2023-02-28,745.449
2023-03-31,759.445
2023-04-28,807.031
2023-05-31,763.14
2023-06-30,763.541
2023-07-31,789.408
2023-08-31,751.124
2023-09-29,701.914
2023-10-31,688.113
2023-11-30,781.324
2023-12-29,830.963
2024-01-31,820.043
2024-02-29,810.862
2024-03-29,821.964
2024-04-30,793.539
2024-05-31,846.352
2024-06-28,808.386
2024-07-31,808.064
2024-08-30,852.869
2024-09-30,847.023
2024-10-31,768.136
2024-11-29,720.551
2024-12-31,699.845
2025-01-31,723.317
2025-02-28,755.921
2025-03-31,727.826
2025-04-30,739.178
2025-05-30,807.543
2025-06-30,831.763
2025-07-31,859.015
2025-08-29,833.617
2025-09-30,814.743
2025-10-31,850.356
