Date,SWEDEN MID GROWTH Mid Cap
2011-01-31,1105.958
2011-02-28,1103.626
2011-03-31,1150.14
2011-04-29,1236.416
2011-05-31,1211.104
2011-06-30,1148.563
2011-07-29,1119.4
2011-08-31,1025.575
2011-09-30,870.399
2011-10-31,1014.945
2011-11-30,975.632
2011-12-30,972.056
2012-01-31,1010.246
2012-02-29,1094.139
2012-03-30,1087.758
2012-04-30,1052.084
2012-05-31,912.065
2012-06-29,950.801
2012-07-31,1009.062
2012-08-31,1018.669
2012-09-28,1062.788
2012-10-31,1039.983
2012-11-30,1093.845
2012-12-31,1126.912
2013-01-31,1153.292
2013-02-28,1133.999
2013-03-29,1139.309
2013-04-30,1163.275
2013-05-31,1147.132
2013-06-28,1097.237
2013-07-31,1247.756
2013-08-30,1185.322
2013-09-30,1247.673
2013-10-31,1220.721
2013-11-29,1231.98
2013-12-31,1268.307
2014-01-31,1202.69
2014-02-28,1268.247
2014-03-31,1242.708
2014-04-30,1275.77
2014-05-30,1233.972
2014-06-30,1236.955
2014-07-31,1157.759
2014-08-29,1171.585
2014-09-30,1099.693
2014-10-31,1072.992
2014-11-28,1075.91
2014-12-31,1043.821
2015-01-30,1059.205
2015-02-27,1148.847
2015-03-31,1107.833
2015-04-30,1143.876
2015-05-29,1124.467
2015-06-30,1081.988
2015-07-31,1057.5
2015-08-31,981.639
2015-09-30,958.312
2015-10-30,1032.433
2015-11-30,1054.74
2015-12-31,1034.022
2016-01-29,920.768
2016-02-29,926.362
2016-03-31,1018.476
2016-04-29,1042.09
2016-05-31,1031.465
2016-06-30,1018.103
2016-07-29,1073.724
2016-08-31,1061.8
2016-09-30,1094.935
2016-10-31,993.303
2016-11-30,978.81
2016-12-30,1026.517
2017-01-31,1093.719
2017-02-28,1106.31
2017-03-31,1121.131
2017-04-28,1169.804
2017-05-31,1199.64
2017-06-30,1222.122
2017-07-31,1274.533
2017-08-31,1303.95
2017-09-29,1303.586
2017-10-31,1348.104
2017-11-30,1293.371
2017-12-29,1313.479
2018-01-31,1428.159
2018-02-28,1377.462
2018-03-30,1360.656
2018-04-30,1351.245
2018-05-31,1353.093
2018-06-29,1321.063
2018-07-31,1407.94
2018-08-31,1346.538
2018-09-28,1359.415
2018-10-31,1206.184
2018-11-30,1152.889
2018-12-31,1130.963
2019-01-31,1215.377
2019-02-28,1267.481
2019-03-29,1297.71
2019-04-30,1343.686
2019-05-31,1194.499
2019-06-28,1320.602
2019-07-31,1237.85
2019-08-30,1186.554
2019-09-30,1234.495
2019-10-31,1327.768
2019-11-29,1369.6
2019-12-31,1409.517
2020-01-31,1378.729
2020-02-28,1291.674
2020-03-31,1111.744
2020-04-30,1214.108
2020-05-29,1330.784
2020-06-30,1375.029
2020-07-31,1525.429
2020-08-31,1616.962
2020-09-30,1628.055
2020-10-30,1583.314
2020-11-30,1822.589
2020-12-31,1955.318
2021-01-29,1971.259
2021-02-26,2037.304
2021-03-31,2210.022
2021-04-30,2438.69
2021-05-31,2546.141
2021-06-30,2482.537
2021-07-30,2662.755
2021-08-31,2641.129
2021-09-30,2437.266
2021-10-29,2693.395
2021-11-30,2520.555
2021-12-31,2606.982
2022-01-31,2168.081
2022-02-28,2032.598
2022-03-31,2219.721
2022-04-29,1944.611
2022-05-31,1987.82
2022-06-30,1661.971
2022-07-29,1892.8
2022-08-31,1696.907
2022-09-30,1554.156
2022-10-31,1553.3
2022-11-30,1757.739
2022-12-30,1741.595
2023-01-31,1896.103
2023-02-28,1907.064
2023-03-31,1965.264
2023-04-28,2060.289
2023-05-31,1816.82
2023-06-30,1787.443
2023-07-31,1807.227
2023-08-31,1640.738
2023-09-29,1569.679
2023-10-31,1479.31
2023-11-30,1718.953
2023-12-29,1953.814
2024-01-31,1876.939
2024-02-29,1890.165
2024-03-29,1942.049
2024-04-30,1903.463
2024-05-31,2037.677
2024-06-28,1973.171
2024-07-31,1999.44
2024-08-30,2141.205
2024-09-30,2164.095
2024-10-31,1945.765
2024-11-29,1882.757
2024-12-31,1842.307
2025-01-31,1972.183
2025-02-28,2036.192
2025-03-31,2081.423
2025-04-30,2223.774
2025-05-30,2280.069
2025-06-30,2356.488
2025-07-31,2364.537
2025-08-29,2409.222
2025-09-30,2355.598
2025-10-31,2406.993
2025-11-28,2365.094
2025-12-31,2510.931
2026-01-30,2703.98
