Date,SWEDEN MID GROWTH Mid Cap
2002-01-21,465.1
2002-01-22,468.238
2002-01-23,470.451
2002-01-24,468.797
2002-01-25,459.571
2002-01-28,459.838
2002-01-29,453.72
2002-01-30,441.768
2002-01-31,458.314
2002-02-01,458.705
2002-02-04,460.921
2002-02-05,465.759
2002-02-06,469.083
2002-02-07,461.957
2002-02-08,459.821
2002-02-11,457.913
2002-02-12,456.561
2002-02-13,460.255
2002-02-14,455.947
2002-02-15,458.056
2002-02-18,454.748
2002-02-19,452.366
2002-02-20,446.989
2002-02-21,451.759
2002-02-22,454.132
2002-02-25,455.582
2002-02-26,461.606
2002-02-27,465.419
2002-02-28,463.427
2002-03-01,464.148
2002-03-04,484.0
2002-03-05,489.53
2002-03-06,489.613
2002-03-07,498.304
2002-03-08,501.511
2002-03-11,488.208
2002-03-12,475.282
2002-03-13,476.928
2002-03-14,477.805
2002-03-15,482.631
2002-03-18,484.98
2002-03-19,483.55
2002-03-20,483.778
2002-03-21,484.915
2002-03-22,485.176
2002-03-25,483.721
2002-03-26,478.799
2002-03-27,479.58
2002-03-28,480.743
2002-03-29,480.743
2002-04-01,485.489
2002-04-02,482.12
2002-04-03,479.304
2002-04-04,476.82
2002-04-05,476.152
2002-04-08,468.103
2002-04-09,461.667
2002-04-10,460.719
2002-04-11,455.455
2002-04-12,451.805
2002-04-15,456.473
2002-04-16,466.995
2002-04-17,469.374
2002-04-18,460.763
2002-04-19,459.514
2002-04-22,446.146
2002-04-23,448.195
2002-04-24,432.271
2002-04-25,434.448
2002-04-26,444.101
2002-04-29,442.817
2002-04-30,450.118
2002-05-01,452.761
2002-05-02,454.671
2002-05-03,447.325
2002-05-06,448.693
2002-05-07,442.423
2002-05-08,454.643
2002-05-09,453.861
2002-05-10,438.314
2002-05-13,454.576
2002-05-14,456.944
2002-05-15,455.217
2002-05-16,455.678
2002-05-17,457.543
2002-05-20,458.848
2002-05-21,462.256
2002-05-22,457.166
2002-05-23,456.806
2002-05-24,456.628
2002-05-27,453.524
2002-05-28,456.717
2002-05-29,454.356
2002-05-30,453.14
2002-05-31,455.707
2002-06-03,457.542
2002-06-04,448.193
2002-06-05,455.048
2002-06-06,456.387
2002-06-07,446.61
2002-06-10,451.49
2002-06-11,456.475
2002-06-12,449.044
2002-06-13,445.633
2002-06-14,433.899
2002-06-17,449.394
2002-06-18,457.727
2002-06-19,447.309
2002-06-20,435.339
2002-06-21,438.03
2002-06-24,428.692
2002-06-25,447.95
2002-06-26,448.252
2002-06-27,456.816
2002-06-28,475.969
2002-07-01,464.875
2002-07-02,450.667
2002-07-03,425.16
2002-07-04,428.78
2002-07-05,450.525
2002-07-08,452.315
2002-07-09,444.347
2002-07-10,417.351
2002-07-11,404.941
2002-07-12,404.441
2002-07-15,409.937
2002-07-16,403.992
2002-07-17,421.719
2002-07-18,411.434
2002-07-19,404.031
2002-07-22,372.043
2002-07-23,346.644
2002-07-24,321.613
2002-07-25,362.358
2002-07-26,347.801
2002-07-29,382.296
2002-07-30,388.56
2002-07-31,384.562
2002-08-01,365.807
2002-08-02,357.812
2002-08-05,347.674
2002-08-06,348.41
2002-08-07,356.136
2002-08-08,359.938
2002-08-09,356.588
2002-08-12,364.019
2002-08-13,364.588
2002-08-14,367.983
2002-08-15,384.504
2002-08-16,385.186
2002-08-19,397.468
2002-08-20,400.879
2002-08-21,407.003
2002-08-22,402.936
2002-08-23,401.254
2002-08-26,392.338
2002-08-27,392.766
2002-08-28,383.793
2002-08-29,375.636
2002-08-30,370.246
2002-09-02,366.893
2002-09-03,347.655
2002-09-04,347.076
2002-09-05,349.964
2002-09-06,351.597
2002-09-09,351.079
2002-09-10,350.12
2002-09-11,362.508
2002-09-12,348.455
2002-09-13,342.273
2002-09-16,340.99
2002-09-17,335.59
2002-09-18,322.625
2002-09-19,313.898
2002-09-20,311.561
2002-09-23,295.851
2002-09-24,297.832
2002-09-25,306.885
2002-09-26,324.536
2002-09-27,317.099
2002-09-30,286.88
2002-10-01,299.241
2002-10-02,309.678
2002-10-03,307.626
2002-10-04,300.878
2002-10-07,291.085
2002-10-08,280.212
2002-10-09,271.713
2002-10-10,278.514
2002-10-11,299.568
2002-10-14,289.2
2002-10-15,325.519
2002-10-16,325.026
2002-10-17,334.776
2002-10-18,340.118
2002-10-21,336.74
2002-10-22,331.994
2002-10-23,315.171
2002-10-24,323.022
2002-10-25,327.416
2002-10-28,329.142
2002-10-29,313.531
2002-10-30,328.493
2002-10-31,342.001
2002-11-01,346.115
2002-11-04,357.396
2002-11-05,371.937
2002-11-06,369.215
2002-11-07,350.142
2002-11-08,353.941
2002-11-11,350.522
2002-11-12,367.701
2002-11-13,378.959
2002-11-14,386.525
2002-11-15,379.772
2002-11-18,389.545
2002-11-19,381.681
2002-11-20,380.334
2002-11-21,394.553
2002-11-22,400.322
2002-11-25,396.51
2002-11-26,387.733
2002-11-27,401.52
2002-11-28,414.082
2002-11-29,420.048
2002-12-02,415.399
2002-12-03,406.201
2002-12-04,401.255
2002-12-05,383.127
2002-12-06,388.344
2002-12-09,375.689
2002-12-10,385.085
2002-12-11,386.792
2002-12-12,386.857
2002-12-13,381.136
2002-12-16,379.965
2002-12-17,369.075
2002-12-18,365.665
2002-12-19,371.709
2002-12-20,370.604
2002-12-23,368.404
2002-12-24,370.265
2002-12-25,370.265
2002-12-26,370.986
2002-12-27,365.773
2002-12-30,360.337
2002-12-31,362.285
2003-01-01,362.285
2003-01-02,380.437
2003-01-03,383.52
2003-01-06,385.664
2003-01-07,387.911
2003-01-08,375.533
2003-01-09,377.876
2003-01-10,381.473
2003-01-13,379.382
2003-01-14,387.917
2003-01-15,382.22
2003-01-16,377.822
2003-01-17,368.382
2003-01-20,380.949
2003-01-21,370.36
2003-01-22,363.787
2003-01-23,368.564
2003-01-24,367.325
2003-01-27,351.058
2003-01-28,348.449
2003-01-29,341.616
2003-01-30,345.49
2003-01-31,341.002
2003-02-03,353.715
2003-02-04,341.071
2003-02-05,344.917
2003-02-06,323.355
2003-02-07,328.707
2003-02-10,319.66
2003-02-11,318.524
2003-02-12,320.437
2003-02-13,327.546
2003-02-14,330.452
2003-02-17,335.041
2003-02-18,341.263
2003-02-19,341.484
2003-02-20,334.231
2003-02-21,326.79
2003-02-24,323.201
2003-02-25,312.206
2003-02-26,314.297
2003-02-27,320.278
2003-02-28,323.961
2003-03-03,326.59
2003-03-04,321.122
2003-03-05,323.871
2003-03-06,315.626
2003-03-07,312.79
2003-03-10,305.272
2003-03-11,303.828
2003-03-12,289.535
2003-03-13,293.225
2003-03-14,304.164
2003-03-17,311.228
2003-03-18,329.638
2003-03-19,331.432
2003-03-20,336.476
2003-03-21,346.089
2003-03-24,332.397
2003-03-25,334.431
2003-03-26,333.358
2003-03-27,326.732
2003-03-28,325.191
2003-03-31,312.165
2003-04-01,312.794
2003-04-02,330.377
2003-04-03,326.351
2003-04-04,324.532
2003-04-07,342.081
2003-04-08,336.915
2003-04-09,334.162
2003-04-10,328.855
2003-04-11,331.83
2003-04-14,328.586
2003-04-15,338.011
2003-04-16,344.051
2003-04-17,351.115
2003-04-18,351.115
2003-04-21,350.042
2003-04-22,352.095
2003-04-23,354.461
2003-04-24,359.607
2003-04-25,355.395
2003-04-28,358.907
2003-04-29,371.951
2003-04-30,367.227
2003-05-01,370.857
2003-05-02,363.201
2003-05-05,371.186
2003-05-06,377.035
2003-05-07,374.405
2003-05-08,348.416
2003-05-09,352.166
2003-05-12,358.825
2003-05-13,364.334
2003-05-14,361.316
2003-05-15,364.636
2003-05-16,366.267
2003-05-19,363.387
2003-05-20,354.532
2003-05-21,349.486
2003-05-22,353.198
2003-05-23,356.855
2003-05-26,357.361
2003-05-27,360.97
2003-05-28,371.029
2003-05-29,372.789
2003-05-30,369.041
2003-06-02,372.07
2003-06-03,364.354
2003-06-04,379.415
2003-06-05,387.158
2003-06-06,384.528
2003-06-09,385.864
2003-06-10,380.791
2003-06-11,387.958
2003-06-12,396.86
2003-06-13,385.055
2003-06-16,390.619
2003-06-17,394.497
2003-06-18,389.238
2003-06-19,381.772
2003-06-20,379.467
2003-06-23,371.464
2003-06-24,357.448
2003-06-25,359.5
2003-06-26,362.106
2003-06-27,369.501
2003-06-30,365.742
2003-07-01,360.795
2003-07-02,366.718
2003-07-03,369.292
2003-07-04,365.401
2003-07-07,367.157
2003-07-08,379.738
2003-07-09,385.918
2003-07-10,375.994
2003-07-11,376.489
2003-07-14,385.364
2003-07-15,384.335
2003-07-16,387.621
2003-07-17,383.341
2003-07-18,382.284
2003-07-21,387.731
2003-07-22,384.148
2003-07-23,384.949
2003-07-24,391.685
2003-07-25,390.916
2003-07-28,392.65
2003-07-29,393.441
2003-07-30,391.219
2003-07-31,386.683
2003-08-01,383.892
2003-08-04,390.994
2003-08-05,394.537
2003-08-06,391.325
2003-08-07,368.591
2003-08-08,373.249
2003-08-11,366.092
2003-08-12,371.328
2003-08-13,372.949
2003-08-14,380.803
2003-08-15,376.932
2003-08-18,376.002
2003-08-19,382.432
2003-08-20,381.115
2003-08-21,387.738
2003-08-22,386.893
2003-08-25,377.749
2003-08-26,372.249
2003-08-27,372.568
2003-08-28,373.832
2003-08-29,381.074
2003-09-01,392.342
2003-09-02,388.946
2003-09-03,404.082
2003-09-04,398.687
2003-09-05,396.366
2003-09-08,401.22
2003-09-09,402.957
2003-09-10,394.546
2003-09-11,402.666
2003-09-12,407.191
2003-09-15,407.157
2003-09-16,409.89
2003-09-17,413.21
2003-09-18,417.151
2003-09-19,418.188
2003-09-22,411.351
2003-09-23,412.892
2003-09-24,415.396
2003-09-25,414.744
2003-09-26,408.913
2003-09-29,410.162
2003-09-30,401.501
2003-10-01,401.332
2003-10-02,403.225
2003-10-03,414.052
2003-10-06,421.193
2003-10-07,424.289
2003-10-08,430.726
2003-10-09,436.282
2003-10-10,433.135
2003-10-13,431.885
2003-10-14,442.612
2003-10-15,440.623
2003-10-16,433.467
2003-10-17,432.272
2003-10-20,432.401
2003-10-21,442.14
2003-10-22,431.777
2003-10-23,432.475
2003-10-24,433.532
2003-10-27,435.114
2003-10-28,442.956
2003-10-29,446.304
2003-10-30,449.17
2003-10-31,440.006
2003-11-03,440.765
2003-11-04,442.442
2003-11-05,426.755
2003-11-06,424.385
2003-11-07,448.954
2003-11-10,443.503
2003-11-11,443.615
2003-11-12,447.117
2003-11-13,454.093
2003-11-14,457.962
2003-11-17,453.644
2003-11-18,458.671
2003-11-19,457.362
2003-11-20,455.24
2003-11-21,452.115
2003-11-24,456.787
2003-11-25,455.6
2003-11-26,456.068
2003-11-27,458.341
2003-11-28,458.431
2003-12-01,465.67
2003-12-02,473.808
2003-12-03,475.756
2003-12-04,479.147
2003-12-05,477.136
2003-12-08,472.725
2003-12-09,475.335
2003-12-10,471.697
2003-12-11,465.258
2003-12-12,472.224
2003-12-15,471.229
2003-12-16,459.869
2003-12-17,456.177
2003-12-18,458.643
2003-12-19,459.133
2003-12-22,462.525
2003-12-23,473.746
2003-12-24,474.168
2003-12-25,474.168
2003-12-26,473.613
2003-12-29,482.818
2003-12-30,480.993
2003-12-31,483.937
2004-01-01,483.937
2004-01-02,494.172
2004-01-05,497.877
2004-01-06,498.141
2004-01-07,489.679
2004-01-08,495.749
2004-01-09,508.152
2004-01-12,511.178
2004-01-13,512.598
2004-01-14,517.472
2004-01-15,522.36
2004-01-16,514.445
2004-01-19,520.876
2004-01-20,524.035
2004-01-21,520.711
2004-01-22,525.857
2004-01-23,528.699
2004-01-26,527.421
2004-01-27,529.931
2004-01-28,527.9
2004-01-29,506.241
2004-01-30,510.939
2004-02-02,509.337
2004-02-03,518.013
2004-02-04,511.092
2004-02-05,515.184
2004-02-06,553.038
2004-02-09,541.454
2004-02-10,537.827
2004-02-11,544.072
2004-02-12,558.665
2004-02-13,554.997
2004-02-16,551.64
2004-02-17,556.385
2004-02-18,558.88
2004-02-19,556.018
2004-02-20,543.523
2004-02-23,536.588
2004-02-24,530.286
2004-02-25,525.068
2004-02-26,520.621
2004-02-27,512.335
2004-03-01,523.16
2004-03-02,522.716
2004-03-03,514.698
2004-03-04,520.087
2004-03-05,526.77
2004-03-08,520.157
2004-03-09,515.688
2004-03-10,503.346
2004-03-11,486.65
2004-03-12,489.173
2004-03-15,478.633
2004-03-16,492.402
2004-03-17,488.151
2004-03-18,481.788
2004-03-19,478.461
2004-03-22,467.703
2004-03-23,474.65
2004-03-24,467.375
2004-03-25,479.906
2004-03-26,477.969
2004-03-29,485.291
2004-03-30,480.283
2004-03-31,482.036
2004-04-01,496.285
2004-04-02,497.901
2004-04-05,500.768
2004-04-06,494.39
2004-04-07,503.902
2004-04-08,503.744
2004-04-09,503.744
2004-04-12,501.18
2004-04-13,494.164
2004-04-14,484.187
2004-04-15,484.817
2004-04-16,487.177
2004-04-19,483.559
2004-04-20,490.051
2004-04-21,489.487
2004-04-22,499.056
2004-04-23,502.155
2004-04-26,500.741
2004-04-27,498.309
2004-04-28,486.34
2004-04-29,488.331
2004-04-30,482.839
2004-05-03,484.042
2004-05-04,491.422
2004-05-05,495.63
2004-05-06,465.458
2004-05-07,462.374
2004-05-10,437.843
2004-05-11,448.527
2004-05-12,438.223
2004-05-13,447.147
2004-05-14,441.358
2004-05-17,438.181
2004-05-18,443.123
2004-05-19,456.791
2004-05-20,453.416
2004-05-21,452.297
2004-05-24,451.894
2004-05-25,453.529
2004-05-26,451.204
2004-05-27,462.029
2004-05-28,462.472
2004-05-31,462.472
2004-06-01,456.175
2004-06-02,461.802
2004-06-03,463.083
2004-06-04,469.824
2004-06-07,475.611
2004-06-08,474.053
2004-06-09,463.646
2004-06-10,462.542
2004-06-11,461.337
2004-06-14,457.775
2004-06-15,461.676
2004-06-16,465.591
2004-06-17,467.636
2004-06-18,471.945
2004-06-21,471.719
2004-06-22,465.487
2004-06-23,466.523
2004-06-24,472.821
2004-06-25,471.653
2004-06-28,476.412
2004-06-29,476.056
2004-06-30,477.998
2004-07-01,479.19
2004-07-02,481.164
2004-07-05,476.776
2004-07-06,468.414
2004-07-07,469.399
2004-07-08,471.436
2004-07-09,466.971
2004-07-12,461.656
2004-07-13,462.925
2004-07-14,468.232
2004-07-15,466.372
2004-07-16,468.087
2004-07-19,458.909
2004-07-20,458.169
2004-07-21,457.894
2004-07-22,447.817
2004-07-23,441.285
2004-07-26,440.178
2004-07-27,441.311
2004-07-28,438.177
2004-07-29,444.866
2004-07-30,443.236
2004-08-02,434.984
2004-08-03,440.686
2004-08-04,440.845
2004-08-05,443.134
2004-08-06,440.353
2004-08-09,434.38
2004-08-10,441.357
2004-08-11,430.801
2004-08-12,428.387
2004-08-13,425.124
2004-08-16,432.066
2004-08-17,434.273
2004-08-18,436.641
2004-08-19,438.1
2004-08-20,434.609
2004-08-23,439.875
2004-08-24,438.431
2004-08-25,441.494
2004-08-26,447.926
2004-08-27,445.047
2004-08-30,442.232
2004-08-31,439.449
2004-09-01,441.828
2004-09-02,440.669
2004-09-03,441.881
2004-09-06,444.592
2004-09-07,444.841
2004-09-08,448.515
2004-09-09,444.871
2004-09-10,448.707
2004-09-13,455.53
2004-09-14,455.732
2004-09-15,451.656
2004-09-16,453.212
2004-09-17,455.755
2004-09-20,454.979
2004-09-21,462.787
2004-09-22,458.189
2004-09-23,454.185
2004-09-24,451.646
2004-09-27,449.133
2004-09-28,452.767
2004-09-29,463.269
2004-09-30,464.13
2004-10-01,471.647
2004-10-04,472.116
2004-10-05,477.351
2004-10-06,474.082
2004-10-07,476.492
2004-10-08,476.108
2004-10-11,472.71
2004-10-12,464.652
2004-10-13,469.597
2004-10-14,470.24
2004-10-15,466.404
2004-10-18,469.321
2004-10-19,475.707
2004-10-20,459.472
2004-10-21,457.203
2004-10-22,459.695
2004-10-25,455.169
2004-10-26,456.257
2004-10-27,463.518
2004-10-28,466.761
2004-10-29,462.476
2004-11-01,467.393
2004-11-02,479.877
2004-11-03,482.754
2004-11-04,486.414
2004-11-05,490.618
2004-11-08,493.268
2004-11-09,495.079
2004-11-10,506.595
2004-11-11,510.73
2004-11-12,515.102
2004-11-15,517.223
2004-11-16,512.812
2004-11-17,520.673
2004-11-18,522.625
2004-11-19,520.824
2004-11-22,516.008
2004-11-23,516.582
2004-11-24,519.274
2004-11-25,529.096
2004-11-26,530.678
2004-11-29,533.657
2004-11-30,526.137
2004-12-01,534.899
2004-12-02,535.416
2004-12-03,539.981
2004-12-06,542.259
2004-12-07,546.793
2004-12-08,534.75
2004-12-09,528.654
2004-12-10,527.0
2004-12-13,535.914
2004-12-14,537.857
2004-12-15,540.987
2004-12-16,541.849
2004-12-17,533.708
2004-12-20,545.318
2004-12-21,546.857
2004-12-22,551.502
2004-12-23,558.986
2004-12-24,562.313
2004-12-27,566.758
2004-12-28,566.758
2004-12-29,567.383
2004-12-30,568.965
2004-12-31,566.285
2005-01-03,571.821
2005-01-04,563.209
2005-01-05,554.992
2005-01-06,548.827
2005-01-07,544.835
2005-01-10,554.656
2005-01-11,553.096
2005-01-12,545.193
2005-01-13,545.979
2005-01-14,542.647
2005-01-17,544.667
2005-01-18,546.467
2005-01-19,547.339
2005-01-20,537.55
2005-01-21,538.44
2005-01-24,533.579
2005-01-25,537.38
2005-01-26,543.785
2005-01-27,542.924
2005-01-28,535.195
2005-01-31,541.669
2005-02-01,546.166
2005-02-02,553.852
2005-02-03,548.227
2005-02-04,551.865
2005-02-07,552.429
2005-02-08,551.626
2005-02-09,542.959
2005-02-10,540.186
2005-02-11,544.411
2005-02-14,550.186
2005-02-15,557.372
2005-02-16,544.509
2005-02-17,537.498
2005-02-18,530.125
2005-02-21,533.315
2005-02-22,538.509
2005-02-23,540.276
2005-02-24,545.353
2005-02-25,549.911
2005-02-28,550.036
2005-03-01,547.233
2005-03-02,542.94
2005-03-03,551.415
2005-03-04,561.568
2005-03-07,555.564
2005-03-08,557.883
2005-03-09,556.723
2005-03-10,551.45
2005-03-11,554.607
2005-03-14,552.269
2005-03-15,556.97
2005-03-16,552.093
2005-03-17,552.184
2005-03-18,542.177
2005-03-21,534.661
2005-03-22,536.975
2005-03-23,526.924
2005-03-24,527.348
2005-03-25,527.348
2005-03-28,523.721
2005-03-29,525.482
2005-03-30,524.672
2005-03-31,526.034
2005-04-01,526.187
2005-04-04,519.339
2005-04-05,529.607
2005-04-06,534.456
2005-04-07,537.216
2005-04-08,533.71
2005-04-11,541.881
2005-04-12,538.332
2005-04-13,544.214
2005-04-14,544.068
2005-04-15,535.79
2005-04-18,529.592
2005-04-19,533.989
2005-04-20,533.415
2005-04-21,536.856
2005-04-22,543.374
2005-04-25,536.752
2005-04-26,527.426
2005-04-27,517.759
2005-04-28,506.383
2005-04-29,507.303
2005-05-02,512.015
2005-05-03,521.96
2005-05-04,530.258
2005-05-05,529.999
2005-05-06,522.161
2005-05-09,525.981
2005-05-10,518.179
2005-05-11,515.549
2005-05-12,513.503
2005-05-13,527.562
2005-05-16,523.716
2005-05-17,523.527
2005-05-18,528.488
2005-05-19,531.326
2005-05-20,527.976
2005-05-23,530.896
2005-05-24,533.255
2005-05-25,534.601
2005-05-26,535.679
2005-05-27,538.355
2005-05-30,535.694
2005-05-31,530.501
2005-06-01,531.128
2005-06-02,530.434
2005-06-03,527.362
2005-06-06,527.784
2005-06-07,528.752
2005-06-08,531.265
2005-06-09,522.866
2005-06-10,523.159
2005-06-13,516.654
2005-06-14,521.677
2005-06-15,522.694
2005-06-16,527.764
2005-06-17,539.623
2005-06-20,531.652
2005-06-21,538.179
2005-06-22,540.307
2005-06-23,533.041
2005-06-24,533.532
2005-06-27,523.259
2005-06-28,521.514
2005-06-29,523.461
2005-06-30,529.862
2005-07-01,528.565
2005-07-04,528.19
2005-07-05,530.184
2005-07-06,533.475
2005-07-07,523.522
2005-07-08,527.28
2005-07-11,540.576
2005-07-12,546.806
2005-07-13,550.597
2005-07-14,549.272
2005-07-15,545.51
2005-07-18,548.549
2005-07-19,542.918
2005-07-20,536.8
2005-07-21,549.049
2005-07-22,550.28
2005-07-25,549.321
2005-07-26,542.374
2005-07-27,545.859
2005-07-28,550.664
2005-07-29,554.69
2005-08-01,559.477
2005-08-02,567.546
2005-08-03,572.57
2005-08-04,576.336
2005-08-05,564.823
2005-08-08,562.821
2005-08-09,562.009
2005-08-10,568.534
2005-08-11,569.1
2005-08-12,563.051
2005-08-15,562.602
2005-08-16,556.475
2005-08-17,559.12
2005-08-18,551.294
2005-08-19,547.188
2005-08-22,552.121
2005-08-23,547.383
2005-08-24,539.071
2005-08-25,538.018
2005-08-26,537.308
2005-08-29,535.902
2005-08-30,528.647
2005-08-31,538.592
2005-09-01,552.732
2005-09-02,561.561
2005-09-05,558.867
2005-09-06,557.42
2005-09-07,560.741
2005-09-08,552.998
2005-09-09,555.798
2005-09-12,553.269
2005-09-13,550.347
2005-09-14,553.251
2005-09-15,546.831
2005-09-16,547.103
2005-09-19,544.626
2005-09-20,545.232
2005-09-21,540.095
2005-09-22,541.096
2005-09-23,535.791
2005-09-26,539.186
2005-09-27,535.322
2005-09-28,539.566
2005-09-29,544.541
2005-09-30,552.77
2005-10-03,545.729
2005-10-04,550.817
2005-10-05,549.276
2005-10-06,551.956
2005-10-07,547.691
2005-10-10,546.569
2005-10-11,545.367
2005-10-12,543.728
2005-10-13,530.768
2005-10-14,531.036
2005-10-17,530.465
2005-10-18,525.244
2005-10-19,518.751
2005-10-20,521.56
2005-10-21,517.439
2005-10-24,520.821
2005-10-25,528.386
2005-10-26,529.495
2005-10-27,527.909
2005-10-28,526.34
2005-10-31,533.198
2005-11-01,531.803
2005-11-02,536.862
2005-11-03,538.834
2005-11-04,528.919
2005-11-07,533.562
2005-11-08,533.238
2005-11-09,532.82
