Date,SWITZERLAND LARGE VALUE Large Cap
2008-06-30,561.881
2008-07-31,553.545
2008-08-29,562.549
2008-09-30,504.534
2008-10-31,430.05
2008-11-28,367.179
2008-12-31,388.612
2009-01-30,320.616
2009-02-27,266.581
2009-03-31,307.827
2009-04-30,394.218
2009-05-29,435.915
2009-06-30,426.451
2009-07-31,474.379
2009-08-31,540.973
2009-09-30,564.214
2009-10-30,541.852
2009-11-30,548.683
2009-12-31,556.055
2010-01-29,543.688
2010-02-26,577.195
2010-03-31,621.191
2010-04-30,569.729
2010-05-31,521.324
2010-06-30,533.562
2010-07-30,600.284
2010-08-31,580.178
2010-09-30,589.985
2010-10-29,593.975
2010-11-30,546.198
2010-12-31,603.662
2011-01-31,612.563
2011-02-28,635.004
2011-03-31,612.18
2011-04-29,653.494
2011-05-31,668.075
2011-06-30,632.514
2011-07-29,626.459
2011-08-31,583.133
2011-09-30,541.201
2011-10-31,573.647
2011-11-30,531.798
2011-12-30,549.463
2012-01-31,546.074
2012-02-29,575.883
2012-03-30,590.535
2012-04-30,576.83
2012-05-31,524.653
2012-06-29,557.201
2012-07-31,563.388
2012-08-31,579.466
2012-09-28,602.443
2012-10-31,624.229
2012-11-30,643.602
2012-12-31,652.583
2013-01-31,714.917
2013-02-28,720.263
2013-03-29,740.687
2013-04-30,776.915
2013-05-31,750.005
2013-06-28,739.178
2013-07-31,755.546
2013-08-30,743.161
2013-09-30,779.654
2013-10-31,812.102
2013-11-29,828.649
2013-12-31,839.698
2014-01-31,824.313
2014-02-28,870.311
2014-03-31,875.03
2014-04-30,898.852
2014-05-30,922.701
2014-06-30,919.559
2014-07-31,881.483
2014-08-29,906.101
2014-09-30,898.31
2014-10-31,888.289
2014-11-28,904.943
2014-12-31,874.55
2015-01-30,883.25
2015-02-27,910.87
2015-03-31,930.469
2015-04-30,936.244
2015-05-29,943.991
2015-06-30,910.144
2015-07-31,954.164
2015-08-31,896.443
2015-09-30,860.166
2015-10-30,888.947
2015-11-30,853.077
2015-12-31,857.034
2016-01-29,787.874
2016-02-29,763.355
2016-03-31,806.388
2016-04-29,828.214
2016-05-31,830.364
2016-06-30,792.249
2016-07-29,808.6
2016-08-31,817.297
2016-09-30,820.457
2016-10-31,807.815
2016-11-30,815.404
2016-12-30,843.583
2017-01-31,879.854
2017-02-28,867.472
2017-03-31,881.019
2017-04-28,919.202
2017-05-31,941.665
2017-06-30,960.486
2017-07-31,978.025
2017-08-31,956.337
2017-09-29,977.435
2017-10-31,967.343
2017-11-30,991.145
2017-12-29,999.1
2018-01-31,1062.719
2018-02-28,1004.802
2018-03-30,974.19
2018-04-30,958.461
2018-05-31,907.781
2018-06-29,917.866
2018-07-31,987.053
2018-08-31,973.44
2018-09-28,996.217
2018-10-31,976.367
2018-11-30,985.213
2018-12-31,929.118
2019-01-31,972.276
2019-02-28,1002.932
2019-03-29,1017.615
2019-04-30,1035.405
2019-05-31,1025.009
2019-06-28,1095.666
2019-07-31,1074.767
2019-08-30,1056.118
2019-09-30,1093.555
2019-10-31,1121.797
2019-11-29,1156.921
2019-12-31,1207.871
2020-01-31,1190.69
2020-02-28,1067.342
2020-03-31,965.016
2020-04-30,999.522
2020-05-29,1014.209
2020-06-30,1063.715
2020-07-31,1069.564
2020-08-31,1104.485
2020-09-30,1084.802
2020-10-30,1013.69
2020-11-30,1209.093
2020-12-31,1251.318
2021-01-29,1223.326
2021-02-26,1216.124
2021-03-31,1232.878
2021-04-30,1242.532
2021-05-31,1282.877
2021-06-30,1283.59
2021-07-30,1318.235
2021-08-31,1342.65
2021-09-30,1231.098
2021-10-29,1276.659
2021-11-30,1230.68
2021-12-31,1336.711
2022-01-31,1303.231
2022-02-28,1296.078
2022-03-31,1327.57
2022-04-29,1290.49
2022-05-31,1294.778
2022-06-30,1180.187
2022-07-29,1205.866
2022-08-31,1160.381
2022-09-30,1078.786
2022-10-31,1143.612
2022-11-30,1255.937
2022-12-30,1282.169
2023-01-31,1337.932
2023-02-28,1307.977
2023-03-31,1359.678
2023-04-28,1450.872
2023-05-31,1364.583
2023-06-30,1435.245
2023-07-31,1508.638
2023-08-31,1503.952
2023-09-29,1484.156
2023-10-31,1438.237
2023-11-30,1583.999
2023-12-29,1666.137
2024-01-31,1673.731
2024-02-29,1622.543
2024-03-29,1625.132
2024-04-30,1551.032
2024-05-31,1668.891
2024-06-28,1718.426
2024-07-31,1839.853
2024-08-30,1944.554
2024-09-30,1884.767
2024-10-31,1800.933
2024-11-29,1766.621
2024-12-31,1684.821
2025-01-31,1796.503
2025-02-28,1919.559
2025-03-31,1979.324
2025-04-30,2067.351
2025-05-30,2059.917
