Date,SWITZERLAND LARGE VALUE Large Cap
2013-02-28,764.896
2013-03-29,786.586
2013-04-30,825.633
2013-05-31,797.035
2013-06-28,785.53
2013-07-31,802.924
2013-08-30,789.763
2013-09-30,828.544
2013-10-31,863.027
2013-11-29,880.932
2013-12-31,892.678
2014-01-31,876.323
2014-02-28,928.75
2014-03-31,933.854
2014-04-30,963.135
2014-05-30,989.002
2014-06-30,985.635
2014-07-31,944.823
2014-08-29,971.464
2014-09-30,963.111
2014-10-31,952.368
2014-11-28,970.479
2014-12-31,937.885
2015-01-30,947.215
2015-02-27,977.262
2015-03-31,998.29
2015-04-30,1010.899
2015-05-29,1019.263
2015-06-30,982.718
2015-07-31,1030.248
2015-08-31,967.924
2015-09-30,928.755
2015-10-30,959.83
2015-11-30,921.101
2015-12-31,925.373
2016-01-29,850.698
2016-02-29,826.217
2016-03-31,872.794
2016-04-29,902.054
2016-05-31,904.396
2016-06-30,862.882
2016-07-29,880.691
2016-08-31,890.164
2016-09-30,893.605
2016-10-31,879.836
2016-11-30,888.102
2016-12-30,918.793
2017-01-31,958.298
2017-02-28,944.812
2017-03-31,964.137
2017-04-28,1009.489
2017-05-31,1034.659
2017-06-30,1055.338
2017-07-31,1074.609
2017-08-31,1050.779
2017-09-29,1073.961
2017-10-31,1062.872
2017-11-30,1089.025
2017-12-29,1097.765
2018-01-31,1167.667
2018-02-28,1104.031
2018-03-30,1075.519
2018-04-30,1064.086
2018-05-31,1007.865
2018-06-29,1019.061
2018-07-31,1095.876
2018-08-31,1080.762
2018-09-28,1106.051
2018-10-31,1084.012
2018-11-30,1093.834
2018-12-31,1031.553
2019-01-31,1079.47
2019-02-28,1113.506
2019-03-29,1134.198
2019-04-30,1161.419
2019-05-31,1149.885
2019-06-28,1229.149
2019-07-31,1205.704
2019-08-30,1184.784
2019-09-30,1226.781
2019-10-31,1258.464
2019-11-29,1297.867
2019-12-31,1355.024
2020-01-31,1335.749
2020-02-28,1197.375
2020-03-31,1088.5
2020-04-30,1135.188
2020-05-29,1153.382
2020-06-30,1209.682
2020-07-31,1216.334
2020-08-31,1256.047
2020-09-30,1234.289
2020-10-30,1153.378
2020-11-30,1376.346
2020-12-31,1424.552
2021-01-29,1392.684
2021-02-26,1384.486
2021-03-31,1412.92
2021-04-30,1430.371
2021-05-31,1476.951
2021-06-30,1477.771
2021-07-30,1517.658
2021-08-31,1545.767
2021-09-30,1417.338
2021-10-29,1469.792
2021-11-30,1416.858
2021-12-31,1538.929
2022-01-31,1500.383
2022-02-28,1492.149
2022-03-31,1536.797
2022-04-29,1501.947
2022-05-31,1507.104
2022-06-30,1373.722
2022-07-29,1403.611
2022-08-31,1350.668
2022-09-30,1255.692
2022-10-31,1331.149
2022-11-30,1461.894
2022-12-30,1492.427
2023-01-31,1557.334
2023-02-28,1522.468
2023-03-31,1593.964
2023-04-28,1708.46
2023-05-31,1607.274
2023-06-30,1690.503
2023-07-31,1776.948
2023-08-31,1771.43
2023-09-29,1748.113
2023-10-31,1694.026
2023-11-30,1865.713
2023-12-29,1962.459
2024-01-31,1971.403
2024-02-29,1911.111
2024-03-29,1931.332
2024-04-30,1850.056
2024-05-31,1991.229
2024-06-28,2050.332
2024-07-31,2195.211
2024-08-30,2320.134
2024-09-30,2248.8
2024-10-31,2148.774
2024-11-29,2107.835
2024-12-31,2010.236
2025-01-31,2143.488
2025-02-28,2290.312
2025-03-31,2375.083
2025-04-30,2496.543
2025-05-30,2488.117
2025-06-30,2484.806
2025-07-31,2399.267
2025-08-29,2524.763
2025-09-30,2497.685
