Date,AUSTRIA SMID VALUE SMID (Small+Mid Cap)
2004-01-30,215.393
2004-02-27,222.579
2004-03-31,237.998
2004-04-30,232.706
2004-05-31,233.266
2004-06-30,250.582
2004-07-30,259.124
2004-08-31,270.895
2004-09-30,288.675
2004-10-29,300.479
2004-11-30,345.541
2004-12-31,377.982
2005-01-31,381.866
2005-02-28,420.842
2005-03-31,389.134
2005-04-29,370.823
2005-05-31,396.312
2005-06-30,436.063
2005-07-29,459.881
2005-08-31,505.742
2005-09-30,537.916
2005-10-31,502.521
2005-11-30,513.48
2005-12-30,528.448
2006-01-31,583.5
2006-02-28,588.532
2006-03-31,628.753
2006-04-28,665.79
2006-05-31,654.008
2006-06-30,641.803
2006-07-31,651.678
2006-08-31,668.535
2006-09-29,678.38
2006-10-31,716.829
2006-11-30,752.888
2006-12-29,800.001
2007-01-31,823.139
2007-02-28,828.342
2007-03-30,904.163
2007-04-30,980.65
2007-05-31,1000.0
2007-06-29,949.004
2007-07-31,883.169
2007-08-31,889.932
2007-09-28,866.115
2007-10-31,897.381
2007-11-30,812.628
2007-12-31,792.135
2008-01-31,717.749
2008-02-29,769.649
2008-03-31,761.854
2008-04-30,806.553
2008-05-30,821.458
2008-06-30,729.59
2008-07-31,624.826
2008-08-29,596.226
2008-09-30,385.178
2008-10-31,249.277
2008-11-28,188.803
2008-12-31,207.33
2009-01-30,198.026
2009-02-27,169.486
2009-03-31,189.806
2009-04-30,224.579
2009-05-29,268.987
2009-06-30,260.72
2009-07-31,280.587
2009-08-31,349.16
2009-09-30,388.233
2009-10-30,360.968
2009-11-30,372.593
2009-12-31,357.481
2010-01-29,346.85
2010-02-26,336.605
2010-03-31,368.616
2010-04-30,358.462
2010-05-31,295.344
2010-06-30,294.219
2010-07-30,329.59
2010-08-31,319.348
2010-09-30,358.124
2010-10-29,375.89
2010-11-30,343.273
2010-12-31,384.411
2011-01-31,389.271
2011-02-28,400.606
2011-03-31,411.284
2011-04-29,434.11
2011-05-31,401.708
2011-06-30,384.359
2011-07-29,363.564
2011-08-31,332.19
2011-09-30,283.05
2011-10-31,305.452
2011-11-30,278.219
2011-12-30,277.357
2012-01-31,300.477
2012-02-29,315.589
2012-03-30,313.783
2012-04-30,304.26
2012-05-31,257.383
2012-06-29,277.464
2012-07-31,273.018
2012-08-31,274.806
2012-09-28,287.78
2012-10-31,299.689
2012-11-30,314.29
2012-12-31,337.253
2013-01-31,352.382
2013-02-28,330.197
2013-03-29,312.227
2013-04-30,325.015
2013-05-31,326.488
2013-06-28,306.006
2013-07-31,333.773
2013-08-30,344.877
2013-09-30,381.972
2013-10-31,393.86
2013-11-29,404.6
2013-12-31,393.501
2014-01-31,387.559
2014-02-28,400.227
2014-03-31,386.388
2014-04-30,391.749
2014-05-30,391.381
2014-06-30,395.582
2014-07-31,371.375
2014-08-29,364.72
2014-09-30,337.415
2014-10-31,338.977
2014-11-28,344.005
2014-12-31,315.751
2015-01-30,296.333
2015-02-27,332.332
2015-03-31,317.911
2015-04-30,335.418
2015-05-29,326.117
2015-06-30,312.791
2015-07-31,323.83
2015-08-31,301.324
2015-09-30,289.181
2015-10-30,314.462
2015-11-30,297.254
2015-12-31,292.844
2016-01-29,259.351
2016-02-29,268.162
2016-03-31,299.145
2016-04-29,311.916
2016-05-31,299.909
2016-06-30,289.376
2016-07-29,302.556
2016-08-31,312.028
2016-09-30,324.073
2016-10-31,324.204
2016-11-30,330.318
2016-12-30,340.66
2017-01-31,356.813
2017-02-28,366.203
2017-03-31,373.049
2017-04-28,404.553
2017-05-31,443.625
2017-06-30,446.862
2017-07-31,484.195
2017-08-31,499.425
2017-09-29,502.111
2017-10-31,514.865
2017-11-30,526.539
2017-12-29,549.074
2018-01-31,574.127
2018-02-28,530.183
2018-03-30,530.661
2018-04-30,545.085
2018-05-31,529.011
2018-06-29,502.985
2018-07-31,528.883
2018-08-31,500.667
2018-09-28,502.011
2018-10-31,459.207
2018-11-30,441.357
2018-12-31,401.303
2019-01-31,437.524
2019-02-28,437.466
2019-03-29,439.316
2019-04-30,458.241
2019-05-31,420.844
2019-06-28,442.54
2019-07-31,434.718
2019-08-30,423.837
2019-09-30,434.609
2019-10-31,465.413
2019-11-29,459.905
2019-12-31,475.017
2020-01-31,444.093
2020-02-28,395.924
2020-03-31,311.824
2020-04-30,334.063
2020-05-29,339.512
2020-06-30,347.274
2020-07-31,342.249
2020-08-31,362.659
2020-09-30,334.782
2020-10-30,322.217
2020-11-30,415.243
2020-12-31,454.026
2021-01-29,467.844
2021-02-26,496.508
2021-03-31,510.876
2021-04-30,532.436
2021-05-31,580.561
2021-06-30,557.375
2021-07-30,567.702
2021-08-31,580.975
2021-09-30,598.905
2021-10-29,610.463
2021-11-30,585.899
2021-12-31,619.226
2022-01-31,610.734
2022-02-28,519.688
2022-03-31,502.994
2022-04-29,478.36
2022-05-31,503.524
2022-06-30,418.653
2022-07-29,426.395
2022-08-31,409.323
2022-09-30,376.004
2022-10-31,425.017
2022-11-30,483.393
2022-12-30,491.026
2023-01-31,549.453
2023-02-28,564.13
2023-03-31,515.921
2023-04-28,539.498
2023-05-31,495.197
2023-06-30,528.797
2023-07-31,551.276
2023-08-31,527.211
2023-09-29,516.186
2023-10-31,499.679
2023-11-30,550.351
2023-12-29,583.137
2024-01-31,591.942
2024-02-29,574.751
2024-03-29,615.421
2024-04-30,619.74
2024-05-31,661.134
2024-06-28,638.831
2024-07-31,673.432
2024-08-30,694.5
2024-09-30,697.972
2024-10-31,665.536
2024-11-29,650.363
2024-12-31,680.119
2025-01-31,713.673
2025-02-28,777.695
2025-03-31,811.023
2025-04-30,854.517
2025-05-30,957.073
2025-06-30,1003.215
2025-07-31,1019.329
2025-08-29,1062.412
