Date,EUROPE SMID CAP SMID (Small+Mid Cap)
2001-06-15,321.491
2001-06-18,320.265
2001-06-19,319.052
2001-06-20,314.102
2001-06-21,315.46
2001-06-22,315.6
2001-06-25,316.679
2001-06-26,313.338
2001-06-27,313.028
2001-06-28,310.972
2001-06-29,312.173
2001-07-02,313.042
2001-07-03,311.885
2001-07-04,310.355
2001-07-05,305.171
2001-07-06,303.843
2001-07-09,304.029
2001-07-10,306.147
2001-07-11,304.877
2001-07-12,304.264
2001-07-13,303.748
2001-07-16,303.45
2001-07-17,300.841
2001-07-18,305.629
2001-07-19,307.026
2001-07-20,307.204
2001-07-23,305.698
2001-07-24,305.573
2001-07-25,304.978
2001-07-26,304.919
2001-07-27,306.492
2001-07-30,308.467
2001-07-31,310.144
2001-08-01,313.631
2001-08-02,316.561
2001-08-03,316.57
2001-08-06,314.013
2001-08-07,311.811
2001-08-08,310.162
2001-08-09,310.521
2001-08-10,312.151
2001-08-13,313.339
2001-08-14,314.468
2001-08-15,318.023
2001-08-16,316.663
2001-08-17,315.988
2001-08-20,313.556
2001-08-21,314.653
2001-08-22,316.621
2001-08-23,314.473
2001-08-24,316.436
2001-08-27,315.612
2001-08-28,314.589
2001-08-29,313.884
2001-08-30,310.256
2001-08-31,309.331
2001-09-03,306.215
2001-09-04,302.805
2001-09-05,299.79
2001-09-06,296.108
2001-09-07,296.064
2001-09-10,289.796
2001-09-11,280.514
2001-09-12,277.376
2001-09-13,278.965
2001-09-14,274.009
2001-09-17,270.525
2001-09-18,267.304
2001-09-19,267.041
2001-09-20,256.428
2001-09-21,245.308
2001-09-24,252.576
2001-09-25,258.406
2001-09-26,260.932
2001-09-27,260.961
2001-09-28,263.757
2001-10-01,263.447
2001-10-02,262.831
2001-10-03,264.337
2001-10-04,268.865
2001-10-05,270.276
2001-10-08,269.116
2001-10-09,270.215
2001-10-10,270.661
2001-10-11,273.707
2001-10-12,275.26
2001-10-15,274.127
2001-10-16,276.745
2001-10-17,280.099
2001-10-18,276.3
2001-10-19,273.081
2001-10-22,272.11
2001-10-23,274.509
2001-10-24,276.13
2001-10-25,275.956
2001-10-26,278.32
2001-10-29,280.163
2001-10-30,276.828
2001-10-31,277.323
2001-11-01,279.517
2001-11-02,279.641
2001-11-05,280.896
2001-11-06,281.848
2001-11-07,283.901
2001-11-08,285.344
2001-11-09,285.67
2001-11-12,282.845
2001-11-13,284.156
2001-11-14,287.433
2001-11-15,288.677
2001-11-16,290.958
2001-11-19,292.518
2001-11-20,291.353
2001-11-21,288.594
2001-11-22,290.62
2001-11-23,289.539
2001-11-26,291.629
2001-11-27,291.213
2001-11-28,290.366
2001-11-29,289.805
2001-11-30,292.732
2001-12-03,289.867
2001-12-04,292.042
2001-12-05,296.253
2001-12-06,299.013
2001-12-07,298.794
2001-12-10,296.02
2001-12-11,295.448
2001-12-12,295.475
2001-12-13,292.556
2001-12-14,292.637
2001-12-17,295.632
2001-12-18,295.479
2001-12-19,293.184
2001-12-20,291.561
2001-12-21,289.966
2001-12-24,288.199
2001-12-25,288.19
2001-12-26,288.796
2001-12-27,293.5
2001-12-28,294.106
2001-12-31,296.943
2002-01-01,296.937
2002-01-02,300.002
2002-01-03,303.195
2002-01-04,304.006
2002-01-07,303.529
2002-01-08,302.268
2002-01-09,301.918
2002-01-10,301.577
2002-01-11,301.802
2002-01-14,300.097
2002-01-15,299.287
2002-01-16,294.802
2002-01-17,295.842
2002-01-18,296.485
2002-01-21,295.935
2002-01-22,295.687
2002-01-23,296.101
2002-01-24,295.961
2002-01-25,291.375
2002-01-28,291.196
2002-01-29,290.299
2002-01-30,288.485
2002-01-31,290.364
2002-02-01,290.887
2002-02-04,291.329
2002-02-05,289.538
2002-02-06,288.145
2002-02-07,287.969
2002-02-08,289.17
2002-02-11,291.794
2002-02-12,291.892
2002-02-13,291.39
2002-02-14,291.855
2002-02-15,292.781
2002-02-18,291.041
2002-02-19,289.24
2002-02-20,287.436
2002-02-21,288.479
2002-02-22,288.729
2002-02-25,288.748
2002-02-26,290.091
2002-02-27,290.827
2002-02-28,290.595
2002-03-01,292.643
2002-03-04,298.199
2002-03-05,297.706
2002-03-06,299.868
2002-03-07,304.363
2002-03-08,304.684
2002-03-11,304.701
2002-03-12,301.38
2002-03-13,302.434
2002-03-14,305.055
2002-03-15,306.258
2002-03-18,307.66
2002-03-19,308.727
2002-03-20,308.832
2002-03-21,308.231
2002-03-22,308.336
2002-03-25,306.973
2002-03-26,306.82
2002-03-27,306.248
2002-03-28,307.927
2002-03-29,307.924
2002-04-01,310.766
2002-04-02,311.024
2002-04-03,310.037
2002-04-04,309.07
2002-04-05,309.312
2002-04-08,305.63
2002-04-09,306.751
2002-04-10,308.693
2002-04-11,308.855
2002-04-12,308.213
2002-04-15,308.77
2002-04-16,311.025
2002-04-17,313.419
2002-04-18,313.582
2002-04-19,313.873
2002-04-22,313.04
2002-04-23,312.825
2002-04-24,313.261
2002-04-25,312.893
2002-04-26,312.804
2002-04-29,313.133
2002-04-30,313.414
2002-05-01,315.181
2002-05-02,315.165
2002-05-03,317.179
2002-05-06,317.7
2002-05-07,314.567
2002-05-08,316.716
2002-05-09,316.581
2002-05-10,317.053
2002-05-13,317.03
2002-05-14,315.782
2002-05-15,318.197
2002-05-16,318.832
2002-05-17,322.188
2002-05-20,322.032
2002-05-21,320.739
2002-05-22,320.848
2002-05-23,318.401
2002-05-24,318.58
2002-05-27,317.748
2002-05-28,319.661
2002-05-29,319.176
2002-05-30,318.937
2002-05-31,319.467
2002-06-03,319.24
2002-06-04,317.324
2002-06-05,314.58
2002-06-06,315.896
2002-06-07,312.934
2002-06-10,313.563
2002-06-11,314.88
2002-06-12,312.035
2002-06-13,308.907
2002-06-14,301.949
2002-06-17,305.822
2002-06-18,306.562
2002-06-19,304.955
2002-06-20,301.63
2002-06-21,302.081
2002-06-24,298.961
2002-06-25,300.659
2002-06-26,300.763
2002-06-27,302.067
2002-06-28,307.908
2002-07-01,308.865
2002-07-02,302.853
2002-07-03,294.59
2002-07-04,296.293
2002-07-05,301.28
2002-07-08,304.695
2002-07-09,304.144
2002-07-10,297.716
2002-07-11,289.885
2002-07-12,289.758
2002-07-15,285.09
2002-07-16,283.605
2002-07-17,287.994
2002-07-18,292.172
2002-07-19,286.965
2002-07-22,276.525
2002-07-23,268.883
2002-07-24,261.761
2002-07-25,268.891
2002-07-26,265.69
2002-07-29,272.532
2002-07-30,275.695
2002-07-31,275.474
2002-08-01,269.751
2002-08-02,268.655
2002-08-05,261.628
2002-08-06,259.401
2002-08-07,260.294
2002-08-08,263.521
2002-08-09,266.368
2002-08-12,265.453
2002-08-13,266.814
2002-08-14,266.692
2002-08-15,269.262
2002-08-16,270.996
2002-08-19,274.058
2002-08-20,272.847
2002-08-21,277.083
2002-08-22,279.684
2002-08-23,278.246
2002-08-26,277.679
2002-08-27,281.644
2002-08-28,276.134
2002-08-29,273.644
2002-08-30,273.487
2002-09-02,272.155
2002-09-03,268.915
2002-09-04,267.944
2002-09-05,264.836
2002-09-06,267.239
2002-09-09,264.354
2002-09-10,266.867
2002-09-11,269.037
2002-09-12,265.66
2002-09-13,262.845
2002-09-16,260.005
2002-09-17,257.92
2002-09-18,253.214
2002-09-19,250.523
2002-09-20,251.281
2002-09-23,245.494
2002-09-24,239.624
2002-09-25,241.571
2002-09-26,246.276
2002-09-27,246.657
2002-09-30,242.305
2002-10-01,241.222
2002-10-02,242.843
2002-10-03,241.041
2002-10-04,238.054
2002-10-07,234.595
2002-10-08,231.796
2002-10-09,230.749
2002-10-10,231.701
2002-10-11,240.556
2002-10-14,239.074
2002-10-15,248.32
2002-10-16,246.896
2002-10-17,250.994
2002-10-18,250.638
2002-10-21,251.672
2002-10-22,251.857
2002-10-23,247.843
2002-10-24,251.114
2002-10-25,250.369
2002-10-28,254.309
2002-10-29,248.764
2002-10-30,251.513
2002-10-31,256.216
2002-11-01,255.971
2002-11-04,262.657
2002-11-05,264.16
2002-11-06,262.975
2002-11-07,263.066
2002-11-08,261.992
2002-11-11,259.214
2002-11-12,261.262
2002-11-13,258.903
2002-11-14,259.993
2002-11-15,261.283
2002-11-18,264.108
2002-11-19,263.456
2002-11-20,260.595
2002-11-21,266.423
2002-11-22,267.663
2002-11-25,265.083
2002-11-26,262.104
2002-11-27,264.464
2002-11-28,269.079
2002-11-29,270.043
2002-12-02,270.431
2002-12-03,266.889
2002-12-04,266.035
2002-12-05,264.98
2002-12-06,264.317
2002-12-09,260.405
2002-12-10,260.289
2002-12-11,262.452
2002-12-12,261.415
2002-12-13,260.127
2002-12-16,261.894
2002-12-17,261.592
2002-12-18,258.333
2002-12-19,257.648
2002-12-20,259.479
2002-12-23,258.315
2002-12-24,259.235
2002-12-25,259.227
2002-12-26,259.584
2002-12-27,257.29
2002-12-30,260.007
2002-12-31,262.231
2003-01-01,262.224
2003-01-02,264.709
2003-01-03,266.868
2003-01-06,268.472
2003-01-07,266.294
2003-01-08,261.541
2003-01-09,264.143
2003-01-10,266.555
2003-01-13,267.0
2003-01-14,268.433
2003-01-15,265.618
2003-01-16,266.334
2003-01-17,264.899
2003-01-20,263.834
2003-01-21,261.897
2003-01-22,259.422
2003-01-23,259.164
2003-01-24,259.423
2003-01-27,252.71
2003-01-28,251.954
2003-01-29,250.087
2003-01-30,252.403
2003-01-31,251.919
2003-02-03,255.153
2003-02-04,252.863
2003-02-05,253.982
2003-02-06,251.303
2003-02-07,249.719
2003-02-10,247.189
2003-02-11,248.551
2003-02-12,245.51
2003-02-13,246.196
2003-02-14,246.111
2003-02-17,248.046
2003-02-18,248.277
2003-02-19,247.271
2003-02-20,247.443
2003-02-21,247.524
2003-02-24,245.022
2003-02-25,238.678
2003-02-26,237.882
2003-02-27,237.478
2003-02-28,241.487
2003-03-03,243.807
2003-03-04,241.218
2003-03-05,240.858
2003-03-06,239.642
2003-03-07,236.839
2003-03-10,233.972
2003-03-11,233.48
2003-03-12,228.781
2003-03-13,233.247
2003-03-14,236.822
2003-03-17,239.45
2003-03-18,241.03
2003-03-19,242.461
2003-03-20,242.32
2003-03-21,246.268
2003-03-24,242.309
2003-03-25,243.479
2003-03-26,244.197
2003-03-27,242.338
2003-03-28,242.135
2003-03-31,240.077
2003-04-01,241.043
2003-04-02,244.721
2003-04-03,245.419
2003-04-04,246.228
2003-04-07,251.605
2003-04-08,249.607
2003-04-09,250.102
2003-04-10,251.242
2003-04-11,251.594
2003-04-14,253.422
2003-04-15,256.657
2003-04-16,258.242
2003-04-17,260.248
2003-04-18,260.236
2003-04-21,258.58
2003-04-22,261.897
2003-04-23,266.605
2003-04-24,266.518
2003-04-25,264.537
2003-04-28,267.501
2003-04-29,269.115
2003-04-30,272.983
2003-05-01,274.746
2003-05-02,275.452
2003-05-05,278.714
2003-05-06,284.223
2003-05-07,283.437
2003-05-08,280.945
2003-05-09,282.568
2003-05-12,284.508
2003-05-13,285.227
2003-05-14,286.484
2003-05-15,288.398
2003-05-16,292.168
2003-05-19,288.741
2003-05-20,288.726
2003-05-21,287.469
2003-05-22,289.895
2003-05-23,291.579
2003-05-26,292.519
2003-05-27,293.096
2003-05-28,295.591
2003-05-29,298.809
2003-05-30,299.041
2003-06-02,301.879
2003-06-03,299.603
2003-06-04,301.993
2003-06-05,306.941
2003-06-06,310.966
2003-06-09,309.031
2003-06-10,307.271
2003-06-11,312.185
2003-06-12,313.483
2003-06-13,312.284
2003-06-16,316.444
2003-06-17,319.085
2003-06-18,315.737
2003-06-19,312.473
2003-06-20,311.669
2003-06-23,306.722
2003-06-24,303.381
2003-06-25,306.451
2003-06-26,303.12
2003-06-27,303.73
2003-06-30,303.459
2003-07-01,302.961
2003-07-02,305.787
2003-07-03,307.617
2003-07-04,306.747
2003-07-07,309.146
2003-07-08,309.374
2003-07-09,308.459
2003-07-10,307.134
2003-07-11,308.056
2003-07-14,311.376
2003-07-15,309.389
2003-07-16,307.855
2003-07-17,304.973
2003-07-18,306.295
2003-07-21,307.436
2003-07-22,308.178
2003-07-23,310.885
2003-07-24,314.682
2003-07-25,315.882
2003-07-28,316.796
2003-07-29,317.123
2003-07-30,315.705
2003-07-31,314.903
2003-08-01,315.271
2003-08-04,315.871
2003-08-05,317.103
2003-08-06,314.644
2003-08-07,314.891
2003-08-08,314.632
2003-08-11,314.623
2003-08-12,315.72
2003-08-13,318.351
2003-08-14,319.322
2003-08-15,320.067
2003-08-18,320.12
2003-08-19,320.355
2003-08-20,321.2
2003-08-21,320.786
2003-08-22,319.863
2003-08-25,319.281
2003-08-26,316.093
2003-08-27,317.873
2003-08-28,319.305
2003-08-29,321.238
2003-09-01,323.972
2003-09-02,323.009
2003-09-03,327.466
2003-09-04,328.158
2003-09-05,330.85
2003-09-08,333.157
2003-09-09,331.998
2003-09-10,328.971
2003-09-11,329.254
2003-09-12,331.855
2003-09-15,333.23
2003-09-16,332.18
2003-09-17,335.207
2003-09-18,337.72
2003-09-19,339.489
2003-09-22,338.28
2003-09-23,337.763
2003-09-24,337.978
2003-09-25,335.51
2003-09-26,332.452
2003-09-29,333.252
2003-09-30,331.366
2003-10-01,335.583
2003-10-02,337.606
2003-10-03,341.903
2003-10-06,343.883
2003-10-07,344.408
2003-10-08,346.248
2003-10-09,348.361
2003-10-10,350.35
2003-10-13,351.014
2003-10-14,351.727
2003-10-15,354.875
2003-10-16,355.988
2003-10-17,353.715
2003-10-20,354.367
2003-10-21,355.338
2003-10-22,353.562
2003-10-23,351.278
2003-10-24,352.43
2003-10-27,353.41
2003-10-28,354.151
2003-10-29,356.399
2003-10-30,358.762
2003-10-31,357.542
2003-11-03,357.183
2003-11-04,357.424
2003-11-05,355.256
2003-11-06,354.557
2003-11-07,358.856
2003-11-10,358.162
2003-11-11,356.098
2003-11-12,360.656
2003-11-13,363.451
2003-11-14,365.446
2003-11-17,360.656
2003-11-18,363.287
2003-11-19,362.615
2003-11-20,361.012
2003-11-21,362.285
2003-11-24,362.587
2003-11-25,364.679
2003-11-26,367.99
2003-11-27,369.096
2003-11-28,370.81
2003-12-01,374.167
2003-12-02,377.424
2003-12-03,379.234
2003-12-04,377.709
2003-12-05,378.187
2003-12-08,379.104
2003-12-09,380.492
2003-12-10,378.209
2003-12-11,375.961
2003-12-12,379.145
2003-12-15,380.544
2003-12-16,378.713
2003-12-17,379.636
2003-12-18,381.425
2003-12-19,381.044
2003-12-22,381.321
2003-12-23,383.487
2003-12-24,385.246
2003-12-25,385.249
2003-12-26,385.256
2003-12-29,387.167
2003-12-30,390.521
2003-12-31,393.197
2004-01-01,393.205
2004-01-02,396.392
2004-01-05,401.132
2004-01-06,403.466
2004-01-07,402.04
2004-01-08,406.757
2004-01-09,410.779
2004-01-12,409.753
2004-01-13,411.011
2004-01-14,412.088
2004-01-15,410.694
2004-01-16,408.691
2004-01-19,409.131
2004-01-20,413.697
2004-01-21,416.637
2004-01-22,419.225
2004-01-23,417.388
2004-01-26,413.161
2004-01-27,416.372
2004-01-28,416.77
2004-01-29,407.656
2004-01-30,410.116
2004-02-02,411.632
2004-02-03,414.485
2004-02-04,411.786
2004-02-05,415.118
2004-02-06,421.053
2004-02-09,424.347
2004-02-10,425.296
2004-02-11,426.152
2004-02-12,432.846
2004-02-13,432.058
2004-02-16,433.212
2004-02-17,438.25
2004-02-18,439.881
2004-02-19,438.179
2004-02-20,432.527
2004-02-23,432.856
2004-02-24,433.003
2004-02-25,430.301
2004-02-26,426.47
2004-02-27,427.171
2004-03-01,432.369
2004-03-02,429.665
2004-03-03,423.554
2004-03-04,426.272
2004-03-05,434.062
2004-03-08,433.692
2004-03-09,430.844
2004-03-10,420.961
2004-03-11,411.813
2004-03-12,411.761
2004-03-15,405.291
2004-03-16,410.467
2004-03-17,411.737
2004-03-18,414.158
2004-03-19,414.592
2004-03-22,408.44
2004-03-23,408.103
2004-03-24,404.864
2004-03-25,408.297
2004-03-26,406.662
2004-03-29,412.421
2004-03-30,413.092
2004-03-31,417.979
2004-04-01,424.616
2004-04-02,422.481
2004-04-05,419.784
2004-04-06,420.398
2004-04-07,424.426
2004-04-08,424.285
2004-04-09,424.286
2004-04-12,423.481
2004-04-13,419.997
2004-04-14,413.52
2004-04-15,412.668
2004-04-16,417.698
2004-04-19,419.192
2004-04-20,418.776
2004-04-21,413.185
2004-04-22,414.954
2004-04-23,416.646
2004-04-26,420.009
2004-04-27,420.963
2004-04-28,415.103
2004-04-29,413.879
2004-04-30,411.642
2004-05-03,412.386
2004-05-04,417.509
2004-05-05,419.299
2004-05-06,412.737
2004-05-07,407.223
2004-05-10,393.892
2004-05-11,395.704
2004-05-12,396.221
2004-05-13,397.45
2004-05-14,395.61
2004-05-17,393.731
2004-05-18,396.434
2004-05-19,405.518
2004-05-20,399.933
2004-05-21,404.042
2004-05-24,404.687
2004-05-25,407.28
2004-05-26,410.866
2004-05-27,418.742
2004-05-28,418.417
2004-05-31,418.543
2004-06-01,416.748
2004-06-02,420.381
2004-06-03,420.308
2004-06-04,423.235
2004-06-07,427.509
2004-06-08,427.081
2004-06-09,422.315
2004-06-10,422.477
2004-06-11,418.944
2004-06-14,416.755
2004-06-15,418.49
2004-06-16,419.756
2004-06-17,421.549
2004-06-18,424.652
2004-06-21,424.186
2004-06-22,421.89
2004-06-23,423.138
2004-06-24,426.791
2004-06-25,426.713
2004-06-28,431.64
2004-06-29,428.182
2004-06-30,429.574
2004-07-01,428.203
2004-07-02,430.465
2004-07-05,428.706
2004-07-06,426.597
2004-07-07,429.209
2004-07-08,429.877
2004-07-09,429.098
2004-07-12,429.078
2004-07-13,427.339
2004-07-14,427.713
2004-07-15,424.631
2004-07-16,429.256
2004-07-19,426.952
2004-07-20,424.337
2004-07-21,422.536
2004-07-22,418.823
2004-07-23,414.31
2004-07-26,413.012
2004-07-27,411.61
2004-07-28,411.537
2004-07-29,414.927
2004-07-30,414.771
2004-08-02,414.361
2004-08-03,415.938
2004-08-04,412.231
2004-08-05,412.594
2004-08-06,412.145
2004-08-09,407.748
2004-08-10,411.535
2004-08-11,406.624
2004-08-12,406.201
2004-08-13,409.71
2004-08-16,412.026
2004-08-17,412.773
2004-08-18,412.164
2004-08-19,415.523
2004-08-20,413.369
2004-08-23,414.126
2004-08-24,411.529
2004-08-25,411.705
2004-08-26,413.775
2004-08-27,414.001
2004-08-30,413.832
2004-08-31,415.177
2004-09-01,417.318
2004-09-02,418.062
2004-09-03,416.672
2004-09-06,419.329
2004-09-07,419.479
2004-09-08,421.739
2004-09-09,420.931
2004-09-10,427.211
2004-09-13,428.598
2004-09-14,429.239
2004-09-15,423.872
2004-09-16,425.616
2004-09-17,428.445
2004-09-20,426.419
2004-09-21,430.929
2004-09-22,429.371
2004-09-23,428.305
2004-09-24,428.717
2004-09-27,427.616
2004-09-28,429.504
2004-09-29,431.544
2004-09-30,434.126
2004-10-01,437.805
2004-10-04,437.815
2004-10-05,438.728
2004-10-06,437.957
2004-10-07,438.324
2004-10-08,441.675
2004-10-11,440.383
2004-10-12,434.459
2004-10-13,434.201
2004-10-14,435.951
2004-10-15,438.675
2004-10-18,438.323
2004-10-19,441.515
2004-10-20,441.25
2004-10-21,444.42
2004-10-22,446.092
2004-10-25,445.542
2004-10-26,447.045
2004-10-27,450.322
2004-10-28,450.208
2004-10-29,449.436
2004-11-01,453.131
2004-11-02,455.381
2004-11-03,460.091
2004-11-04,461.488
2004-11-05,465.416
2004-11-08,466.698
2004-11-09,466.188
2004-11-10,468.551
2004-11-11,471.03
2004-11-12,474.197
2004-11-15,473.937
2004-11-16,472.69
2004-11-17,477.829
2004-11-18,476.838
2004-11-19,478.377
2004-11-22,475.727
2004-11-23,478.98
2004-11-24,482.326
2004-11-25,487.809
2004-11-26,488.683
2004-11-29,489.757
2004-11-30,489.534
2004-12-01,493.852
2004-12-02,494.669
2004-12-03,498.757
2004-12-06,499.419
2004-12-07,501.168
2004-12-08,494.596
2004-12-09,491.213
2004-12-10,491.684
2004-12-13,497.338
2004-12-14,497.678
2004-12-15,503.947
2004-12-16,501.344
2004-12-17,499.248
2004-12-20,506.419
2004-12-21,504.335
2004-12-22,505.714
2004-12-23,510.317
2004-12-24,511.966
2004-12-27,514.858
2004-12-28,514.369
2004-12-29,513.86
2004-12-30,516.403
2004-12-31,515.694
2005-01-03,513.986
2005-01-04,510.054
2005-01-05,506.366
2005-01-06,503.75
2005-01-07,503.087
2005-01-10,505.477
2005-01-11,505.323
2005-01-12,509.345
2005-01-13,508.872
2005-01-14,507.223
2005-01-17,508.896
2005-01-18,508.075
2005-01-19,511.313
2005-01-20,507.422
2005-01-21,508.797
2005-01-24,509.143
2005-01-25,509.112
2005-01-26,514.504
2005-01-27,514.256
2005-01-28,513.129
2005-01-31,517.391
2005-02-01,519.573
2005-02-02,523.081
2005-02-03,521.314
2005-02-04,525.134
2005-02-07,523.007
2005-02-08,521.835
2005-02-09,522.336
2005-02-10,525.261
2005-02-11,527.848
2005-02-14,533.416
2005-02-15,535.288
2005-02-16,532.718
2005-02-17,537.754
2005-02-18,538.112
2005-02-21,535.412
2005-02-22,537.23
2005-02-23,534.516
2005-02-24,536.204
2005-02-25,541.3
2005-02-28,543.683
2005-03-01,542.929
2005-03-02,538.523
2005-03-03,538.927
2005-03-04,546.875
2005-03-07,544.532
2005-03-08,548.134
2005-03-09,546.608
2005-03-10,545.109
2005-03-11,548.239
2005-03-14,543.519
2005-03-15,544.223
2005-03-16,544.235
2005-03-17,541.36
2005-03-18,538.868
2005-03-21,533.612
2005-03-22,534.479
2005-03-23,523.853
2005-03-24,525.299
2005-03-25,525.299
2005-03-28,522.555
2005-03-29,523.258
2005-03-30,524.341
2005-03-31,527.632
2005-04-01,530.213
2005-04-04,523.111
2005-04-05,527.81
2005-04-06,530.999
2005-04-07,534.172
2005-04-08,534.196
2005-04-11,538.296
2005-04-12,534.647
2005-04-13,538.076
2005-04-14,531.603
2005-04-15,528.043
2005-04-18,521.632
2005-04-19,526.519
2005-04-20,527.1
2005-04-21,527.489
2005-04-22,530.051
2005-04-25,527.225
2005-04-26,523.265
2005-04-27,515.267
2005-04-28,510.426
2005-04-29,511.136
2005-05-02,510.366
2005-05-03,513.493
2005-05-04,516.491
2005-05-05,518.511
2005-05-06,516.083
2005-05-09,514.893
2005-05-10,514.403
2005-05-11,512.443
2005-05-12,511.909
2005-05-13,509.642
2005-05-16,507.251
2005-05-17,508.354
2005-05-18,512.367
2005-05-19,515.054
2005-05-20,513.012
2005-05-23,516.953
2005-05-24,517.104
2005-05-25,518.679
2005-05-26,520.563
2005-05-27,520.879
2005-05-30,520.405
2005-05-31,517.136
2005-06-01,518.501
2005-06-02,519.771
2005-06-03,520.277
2005-06-06,520.169
2005-06-07,524.555
2005-06-08,527.105
2005-06-09,521.725
2005-06-10,522.552
2005-06-13,521.429
2005-06-14,522.041
2005-06-15,523.679
2005-06-16,526.534
2005-06-17,532.82
2005-06-20,528.801
2005-06-21,529.741
2005-06-22,530.369
2005-06-23,529.216
2005-06-24,527.076
2005-06-27,525.04
2005-06-28,524.96
2005-06-29,525.906
2005-06-30,526.726
2005-07-01,524.304
2005-07-04,521.68
2005-07-05,520.787
2005-07-06,525.339
2005-07-07,517.494
2005-07-08,523.411
2005-07-11,533.097
2005-07-12,537.98
2005-07-13,535.263
2005-07-14,536.176
2005-07-15,532.484
2005-07-18,532.223
2005-07-19,530.453
2005-07-20,530.611
2005-07-21,537.872
2005-07-22,539.056
2005-07-25,537.91
2005-07-26,536.782
2005-07-27,540.301
2005-07-28,544.707
2005-07-29,547.977
2005-08-01,552.389
2005-08-02,555.01
2005-08-03,560.11
2005-08-04,560.729
2005-08-05,557.723
2005-08-08,561.485
2005-08-09,562.304
2005-08-10,567.694
2005-08-11,568.254
2005-08-12,567.645
2005-08-15,564.937
2005-08-16,563.219
2005-08-17,561.001
2005-08-18,554.143
2005-08-19,555.821
2005-08-22,561.608
2005-08-23,559.204
2005-08-24,559.29
2005-08-25,558.34
2005-08-26,559.445
2005-08-29,557.088
2005-08-30,553.919
2005-08-31,562.481
2005-09-01,575.077
2005-09-02,579.572
2005-09-05,580.064
2005-09-06,581.109
2005-09-07,582.862
2005-09-08,581.115
2005-09-09,583.838
2005-09-12,579.523
2005-09-13,575.557
2005-09-14,578.587
2005-09-15,574.3
2005-09-16,576.894
2005-09-19,575.429
2005-09-20,577.442
2005-09-21,575.57
2005-09-22,568.713
2005-09-23,566.699
2005-09-26,568.704
2005-09-27,566.4
2005-09-28,569.858
2005-09-29,569.73
2005-09-30,574.962
2005-10-03,571.483
2005-10-04,574.607
2005-10-05,571.188
2005-10-06,570.34
2005-10-07,566.428
2005-10-10,565.071
2005-10-11,563.824
2005-10-12,561.4
2005-10-13,548.578
2005-10-14,554.292
2005-10-17,552.039
2005-10-18,546.098
2005-10-19,536.757
2005-10-20,540.47
2005-10-21,538.508
2005-10-24,544.331
2005-10-25,549.579
2005-10-26,550.528
2005-10-27,545.976
2005-10-28,543.277
2005-10-31,549.838
2005-11-01,551.875
2005-11-02,558.416
2005-11-03,563.506
2005-11-04,554.538
2005-11-07,555.613
2005-11-08,554.03
