Date,EM (EMERGING MARKETS) IMI VALUE IMI (Large+Mid+Small Cap)
2001-06-11,243.681
2001-06-12,243.089
2001-06-13,242.872
2001-06-14,241.463
2001-06-15,240.715
2001-06-18,236.592
2001-06-19,236.345
2001-06-20,235.852
2001-06-21,237.571
2001-06-22,238.213
2001-06-25,238.332
2001-06-26,237.563
2001-06-27,237.669
2001-06-28,236.857
2001-06-29,238.874
2001-07-02,238.802
2001-07-03,237.608
2001-07-04,235.803
2001-07-05,234.464
2001-07-06,231.16
2001-07-09,229.946
2001-07-10,228.425
2001-07-11,223.563
2001-07-12,225.534
2001-07-13,223.929
2001-07-16,221.781
2001-07-17,221.411
2001-07-18,220.461
2001-07-19,219.968
2001-07-20,220.341
2001-07-23,220.808
2001-07-24,219.303
2001-07-25,218.295
2001-07-26,220.988
2001-07-27,221.609
2001-07-30,222.045
2001-07-31,221.816
2001-08-01,222.617
2001-08-02,224.943
2001-08-03,225.26
2001-08-06,223.993
2001-08-07,222.895
2001-08-08,223.295
2001-08-09,221.652
2001-08-10,222.389
2001-08-13,223.314
2001-08-14,225.326
2001-08-15,225.904
2001-08-16,227.025
2001-08-17,224.81
2001-08-20,223.11
2001-08-21,223.391
2001-08-22,224.672
2001-08-23,224.301
2001-08-24,224.359
2001-08-27,226.054
2001-08-28,225.673
2001-08-29,226.411
2001-08-30,225.95
2001-08-31,225.033
2001-09-03,222.684
2001-09-04,223.39
2001-09-05,222.833
2001-09-06,221.416
2001-09-07,220.265
2001-09-10,218.341
2001-09-11,211.705
2001-09-12,206.091
2001-09-13,202.826
2001-09-14,197.203
2001-09-17,192.913
2001-09-18,194.278
2001-09-19,196.234
2001-09-20,191.292
2001-09-21,185.912
2001-09-24,188.248
2001-09-25,188.058
2001-09-26,188.698
2001-09-27,189.048
2001-09-28,192.63
2001-10-01,191.911
2001-10-02,190.357
2001-10-03,188.855
2001-10-04,192.177
2001-10-05,192.455
2001-10-08,190.45
2001-10-09,193.088
2001-10-10,194.263
2001-10-11,198.814
2001-10-12,197.1
2001-10-15,196.844
2001-10-16,198.326
2001-10-17,199.65
2001-10-18,197.956
2001-10-19,198.358
2001-10-22,199.877
2001-10-23,201.133
2001-10-24,202.411
2001-10-25,202.42
2001-10-26,203.455
2001-10-29,202.596
2001-10-30,199.955
2001-10-31,201.036
2001-11-01,201.548
2001-11-02,202.866
2001-11-05,206.303
2001-11-06,206.493
2001-11-07,206.231
2001-11-08,208.67
2001-11-09,208.843
2001-11-12,209.515
2001-11-13,211.682
2001-11-14,214.759
2001-11-15,217.185
2001-11-16,217.538
2001-11-19,221.187
2001-11-20,220.067
2001-11-21,220.949
2001-11-22,222.178
2001-11-23,225.088
2001-11-26,229.149
2001-11-27,227.673
2001-11-28,222.595
2001-11-29,221.644
2001-11-30,223.099
2001-12-03,226.083
2001-12-04,228.105
2001-12-05,232.185
2001-12-06,235.836
2001-12-07,237.961
2001-12-10,238.791
2001-12-11,236.772
2001-12-12,239.295
2001-12-13,235.797
2001-12-14,235.698
2001-12-17,236.378
2001-12-18,234.366
2001-12-19,232.309
2001-12-20,232.442
2001-12-21,231.118
2001-12-24,232.802
2001-12-25,234.612
2001-12-26,235.547
2001-12-27,236.593
2001-12-28,238.479
2001-12-31,240.448
2002-01-01,240.477
2002-01-02,243.554
2002-01-03,246.27
2002-01-04,248.988
2002-01-07,251.519
2002-01-08,250.474
2002-01-09,250.258
2002-01-10,248.269
2002-01-11,247.197
2002-01-14,245.925
2002-01-15,244.194
2002-01-16,242.196
2002-01-17,243.578
2002-01-18,243.858
2002-01-21,246.35
2002-01-22,245.925
2002-01-23,247.507
2002-01-24,248.355
2002-01-25,250.554
2002-01-28,252.115
2002-01-29,250.463
2002-01-30,248.08
2002-01-31,251.631
2002-02-01,251.489
2002-02-04,250.223
2002-02-05,250.215
2002-02-06,252.389
2002-02-07,250.399
2002-02-08,250.212
2002-02-11,250.361
2002-02-12,251.459
2002-02-13,253.179
2002-02-14,257.483
2002-02-15,257.686
2002-02-18,257.873
2002-02-19,256.065
2002-02-20,254.096
2002-02-21,254.019
2002-02-22,253.89
2002-02-25,253.867
2002-02-26,254.626
2002-02-27,258.706
2002-02-28,257.495
2002-03-01,260.472
2002-03-04,265.679
2002-03-05,266.021
2002-03-06,267.379
2002-03-07,267.184
2002-03-08,268.009
2002-03-11,269.095
2002-03-12,269.423
2002-03-13,269.701
2002-03-14,270.615
2002-03-15,271.708
2002-03-18,273.265
2002-03-19,273.295
2002-03-20,273.778
2002-03-21,274.062
2002-03-22,274.925
2002-03-25,273.261
2002-03-26,273.946
2002-03-27,275.813
2002-03-28,276.305
2002-03-29,275.466
2002-04-01,275.099
2002-04-02,277.548
2002-04-03,277.815
2002-04-04,278.517
2002-04-05,280.476
2002-04-08,280.333
2002-04-09,278.486
2002-04-10,278.595
2002-04-11,279.4
2002-04-12,280.632
2002-04-15,282.06
2002-04-16,284.104
2002-04-17,288.182
2002-04-18,288.341
2002-04-19,289.454
2002-04-22,289.427
2002-04-23,288.656
2002-04-24,288.372
2002-04-25,284.248
2002-04-26,285.183
2002-04-29,282.155
2002-04-30,281.522
2002-05-01,281.437
2002-05-02,281.581
2002-05-03,282.782
2002-05-06,279.386
2002-05-07,278.981
2002-05-08,281.907
2002-05-09,280.551
2002-05-10,279.439
2002-05-13,279.198
2002-05-14,280.15
2002-05-15,282.946
2002-05-16,283.505
2002-05-17,285.21
2002-05-20,282.225
2002-05-21,278.374
2002-05-22,279.462
2002-05-23,278.274
2002-05-24,280.819
2002-05-27,281.303
2002-05-28,279.67
2002-05-29,279.025
2002-05-30,278.832
2002-05-31,276.874
2002-06-03,277.857
2002-06-04,277.954
2002-06-05,276.905
2002-06-06,276.217
2002-06-07,273.941
2002-06-10,276.341
2002-06-11,275.628
2002-06-12,274.244
2002-06-13,274.636
2002-06-14,271.33
2002-06-17,270.439
2002-06-18,271.109
2002-06-19,264.878
2002-06-20,264.111
2002-06-21,262.805
2002-06-24,260.912
2002-06-25,259.946
2002-06-26,251.102
2002-06-27,254.085
2002-06-28,259.141
2002-07-01,257.942
2002-07-02,256.576
2002-07-03,257.082
2002-07-04,260.463
2002-07-05,264.003
2002-07-08,264.886
2002-07-09,267.491
2002-07-10,265.494
2002-07-11,260.941
2002-07-12,265.972
2002-07-15,263.633
2002-07-16,261.67
2002-07-17,262.976
2002-07-18,264.225
2002-07-19,260.931
2002-07-22,252.536
2002-07-23,252.014
2002-07-24,246.33
2002-07-25,247.015
2002-07-26,240.735
2002-07-29,242.018
2002-07-30,245.805
2002-07-31,242.83
2002-08-01,242.464
2002-08-02,242.592
2002-08-05,233.373
2002-08-06,232.336
2002-08-07,236.586
2002-08-08,239.276
2002-08-09,240.901
2002-08-12,240.53
2002-08-13,240.398
2002-08-14,242.439
2002-08-15,243.048
2002-08-16,244.149
2002-08-19,243.887
2002-08-20,245.342
2002-08-21,246.907
2002-08-22,247.669
2002-08-23,246.439
2002-08-26,246.091
2002-08-27,246.917
2002-08-28,244.919
2002-08-29,243.782
2002-08-30,245.928
2002-09-02,245.509
2002-09-03,241.486
2002-09-04,239.432
2002-09-05,238.388
2002-09-06,237.236
2002-09-09,237.405
2002-09-10,241.165
2002-09-11,243.473
2002-09-12,243.707
2002-09-13,239.771
2002-09-16,234.714
2002-09-17,238.555
2002-09-18,233.444
2002-09-19,232.572
2002-09-20,231.845
2002-09-23,226.611
2002-09-24,224.321
2002-09-25,222.034
2002-09-26,223.909
2002-09-27,223.123
2002-09-30,219.65
2002-10-01,222.184
2002-10-02,222.49
2002-10-03,221.991
2002-10-04,221.864
2002-10-07,216.255
2002-10-08,216.694
2002-10-09,214.228
2002-10-10,210.782
2002-10-11,211.674
2002-10-14,213.625
2002-10-15,218.432
2002-10-16,219.611
2002-10-17,223.42
2002-10-18,226.977
2002-10-21,225.984
2002-10-22,224.761
2002-10-23,229.462
2002-10-24,228.899
2002-10-25,228.385
2002-10-28,230.829
2002-10-29,228.088
2002-10-30,227.898
2002-10-31,230.712
2002-11-01,229.959
2002-11-04,233.552
2002-11-05,232.585
2002-11-06,235.71
2002-11-07,237.199
2002-11-08,238.266
2002-11-11,235.967
2002-11-12,235.031
2002-11-13,234.154
2002-11-14,235.35
2002-11-15,238.909
2002-11-18,240.318
2002-11-19,238.68
2002-11-20,238.083
2002-11-21,240.448
2002-11-22,241.657
2002-11-25,242.739
2002-11-26,241.342
2002-11-27,242.502
2002-11-28,243.56
2002-11-29,246.025
2002-12-02,247.507
2002-12-03,247.476
2002-12-04,244.38
2002-12-05,244.651
2002-12-06,243.803
2002-12-09,244.479
2002-12-10,243.532
2002-12-11,243.086
2002-12-12,244.996
2002-12-13,244.938
2002-12-16,244.647
2002-12-17,246.797
2002-12-18,246.806
2002-12-19,247.422
2002-12-20,248.978
2002-12-23,246.681
2002-12-24,244.314
2002-12-25,243.74
2002-12-26,244.231
2002-12-27,243.063
2002-12-30,240.737
2002-12-31,241.093
2003-01-01,241.155
2003-01-02,243.054
2003-01-03,246.886
2003-01-06,249.48
2003-01-07,247.976
2003-01-08,249.239
2003-01-09,249.413
2003-01-10,250.547
2003-01-13,253.683
2003-01-14,254.449
2003-01-15,255.331
2003-01-16,253.576
2003-01-17,250.133
2003-01-20,250.108
2003-01-21,248.103
2003-01-22,246.939
2003-01-23,248.75
2003-01-24,245.406
2003-01-27,240.709
2003-01-28,241.846
2003-01-29,241.382
2003-01-30,242.525
2003-01-31,243.396
2003-02-03,244.667
2003-02-04,244.767
2003-02-05,244.695
2003-02-06,242.51
2003-02-07,240.021
2003-02-10,238.341
2003-02-11,238.834
2003-02-12,240.002
2003-02-13,235.853
2003-02-14,235.548
2003-02-17,241.305
2003-02-18,241.365
2003-02-19,239.459
2003-02-20,239.498
2003-02-21,240.633
2003-02-24,241.737
2003-02-25,237.781
2003-02-26,237.544
2003-02-27,237.345
2003-02-28,236.653
2003-03-03,239.386
2003-03-04,237.113
2003-03-05,234.603
2003-03-06,232.563
2003-03-07,230.365
2003-03-10,227.616
2003-03-11,225.748
2003-03-12,225.314
2003-03-13,226.93
2003-03-14,229.104
2003-03-17,224.123
2003-03-18,229.523
2003-03-19,229.72
2003-03-20,233.732
2003-03-21,234.669
2003-03-24,232.63
2003-03-25,231.728
2003-03-26,232.219
2003-03-27,231.928
2003-03-28,231.982
2003-03-31,228.377
2003-04-01,229.981
2003-04-02,231.88
2003-04-03,233.259
2003-04-04,236.441
2003-04-07,241.762
2003-04-08,240.989
2003-04-09,239.849
2003-04-10,241.177
2003-04-11,242.569
2003-04-14,244.33
2003-04-15,247.488
2003-04-16,250.315
2003-04-17,250.805
2003-04-18,252.729
2003-04-21,252.921
2003-04-22,249.614
2003-04-23,248.899
2003-04-24,245.844
2003-04-25,242.151
2003-04-28,244.257
2003-04-29,249.017
2003-04-30,248.656
2003-05-01,248.701
2003-05-02,248.96
2003-05-05,251.323
2003-05-06,251.442
2003-05-07,254.26
2003-05-08,252.941
2003-05-09,254.91
2003-05-12,257.604
2003-05-13,257.502
2003-05-14,257.255
2003-05-15,256.404
2003-05-16,254.922
2003-05-19,253.044
2003-05-20,252.609
2003-05-21,253.15
2003-05-22,254.988
2003-05-23,259.141
2003-05-26,262.35
2003-05-27,261.147
2003-05-28,264.427
2003-05-29,266.124
2003-05-30,266.559
2003-06-02,269.699
2003-06-03,269.098
2003-06-04,270.501
2003-06-05,273.204
2003-06-06,274.834
2003-06-09,275.996
2003-06-10,275.554
2003-06-11,276.194
2003-06-12,278.953
2003-06-13,280.047
2003-06-16,281.781
2003-06-17,286.142
2003-06-18,284.807
2003-06-19,285.572
2003-06-20,285.208
2003-06-23,281.076
2003-06-24,279.405
2003-06-25,281.909
2003-06-26,281.316
2003-06-27,282.361
2003-06-30,282.022
2003-07-01,285.093
2003-07-02,289.009
2003-07-03,290.12
2003-07-04,291.374
2003-07-07,295.572
2003-07-08,295.98
2003-07-09,295.37
2003-07-10,293.721
2003-07-11,292.996
2003-07-14,298.086
2003-07-15,296.863
2003-07-16,295.583
2003-07-17,292.109
2003-07-18,290.731
2003-07-21,289.711
2003-07-22,290.684
2003-07-23,290.375
2003-07-24,293.768
2003-07-25,296.702
2003-07-28,299.664
2003-07-29,298.746
2003-07-30,296.336
2003-07-31,297.581
2003-08-01,298.279
2003-08-04,297.405
2003-08-05,295.972
2003-08-06,293.697
2003-08-07,296.014
2003-08-08,296.462
2003-08-11,298.459
2003-08-12,299.498
2003-08-13,303.517
2003-08-14,305.973
2003-08-15,306.804
2003-08-18,309.838
2003-08-19,310.271
2003-08-20,310.544
2003-08-21,314.666
2003-08-22,316.159
2003-08-25,315.18
2003-08-26,313.153
2003-08-27,314.167
2003-08-28,313.724
2003-08-29,317.222
2003-09-01,320.425
2003-09-02,320.738
2003-09-03,323.124
2003-09-04,323.383
2003-09-05,323.455
2003-09-08,323.541
2003-09-09,321.778
2003-09-10,320.655
2003-09-11,321.022
2003-09-12,321.732
2003-09-15,320.141
2003-09-16,322.134
2003-09-17,322.085
2003-09-18,321.42
2003-09-19,320.793
2003-09-22,318.447
2003-09-23,320.287
2003-09-24,322.469
2003-09-25,319.604
2003-09-26,317.31
2003-09-29,317.534
2003-09-30,317.734
2003-10-01,321.068
2003-10-02,325.595
2003-10-03,328.982
2003-10-06,331.98
2003-10-07,333.196
2003-10-08,335.778
2003-10-09,340.266
2003-10-10,342.923
2003-10-13,345.988
2003-10-14,344.917
2003-10-15,344.508
2003-10-16,347.736
2003-10-17,347.224
2003-10-20,348.908
2003-10-21,347.371
2003-10-22,345.989
2003-10-23,339.624
2003-10-24,340.003
2003-10-27,340.34
2003-10-28,345.276
2003-10-29,346.102
2003-10-30,347.519
2003-10-31,346.998
2003-11-03,352.206
2003-11-04,353.886
2003-11-05,354.853
2003-11-06,351.509
2003-11-07,353.566
2003-11-10,352.026
2003-11-11,349.178
2003-11-12,351.191
2003-11-13,355.943
2003-11-14,357.117
2003-11-17,351.151
2003-11-18,351.098
2003-11-19,345.241
2003-11-20,342.978
2003-11-21,344.961
2003-11-24,343.099
2003-11-25,346.768
2003-11-26,350.326
2003-11-27,350.376
2003-11-28,354.387
2003-12-01,361.465
2003-12-02,362.448
2003-12-03,363.197
2003-12-04,361.642
2003-12-05,360.643
2003-12-08,360.302
2003-12-09,364.159
2003-12-10,363.654
2003-12-11,365.8
2003-12-12,367.251
2003-12-15,370.018
2003-12-16,367.693
2003-12-17,364.724
2003-12-18,368.082
2003-12-19,369.411
2003-12-22,371.344
2003-12-23,371.461
2003-12-24,373.185
2003-12-25,373.051
2003-12-26,373.769
2003-12-29,376.482
2003-12-30,381.28
2003-12-31,382.357
2004-01-01,382.735
2004-01-02,390.155
2004-01-05,400.057
2004-01-06,398.588
2004-01-07,397.035
2004-01-08,398.547
2004-01-09,402.648
2004-01-12,401.697
2004-01-13,402.045
2004-01-14,400.788
2004-01-15,396.522
2004-01-16,396.873
2004-01-19,399.835
2004-01-20,403.609
2004-01-21,401.927
2004-01-22,401.655
2004-01-23,403.083
2004-01-26,404.521
2004-01-27,405.977
2004-01-28,405.396
2004-01-29,397.806
2004-01-30,396.163
2004-02-02,396.109
2004-02-03,396.487
2004-02-04,395.762
2004-02-05,394.383
2004-02-06,400.516
2004-02-09,407.186
2004-02-10,408.913
2004-02-11,411.566
2004-02-12,415.326
2004-02-13,418.565
2004-02-16,418.898
2004-02-17,422.044
2004-02-18,421.856
2004-02-19,418.603
2004-02-20,415.993
2004-02-23,415.151
2004-02-24,412.885
2004-02-25,413.825
2004-02-26,414.603
2004-02-27,419.037
2004-03-01,425.217
2004-03-02,428.469
2004-03-03,424.547
2004-03-04,427.073
2004-03-05,429.536
2004-03-08,428.535
2004-03-09,428.843
2004-03-10,421.076
2004-03-11,415.612
2004-03-12,413.519
2004-03-15,411.615
2004-03-16,412.62
2004-03-17,416.762
2004-03-18,421.007
2004-03-19,422.691
2004-03-22,415.16
2004-03-23,412.586
2004-03-24,411.652
2004-03-25,409.032
2004-03-26,411.56
2004-03-29,418.34
2004-03-30,422.314
2004-03-31,427.513
2004-04-01,430.567
2004-04-02,432.968
2004-04-05,435.979
2004-04-06,437.313
2004-04-07,439.0
2004-04-08,440.645
2004-04-09,439.224
2004-04-12,442.956
2004-04-13,440.677
2004-04-14,434.812
2004-04-15,431.756
2004-04-16,431.529
2004-04-19,430.889
2004-04-20,430.502
2004-04-21,426.048
2004-04-22,421.997
2004-04-23,425.954
2004-04-26,422.44
2004-04-27,420.078
2004-04-28,414.1
2004-04-29,402.119
2004-04-30,395.462
2004-05-03,394.169
2004-05-04,401.075
2004-05-05,399.522
2004-05-06,393.158
2004-05-07,388.672
2004-05-10,370.501
2004-05-11,372.519
2004-05-12,377.9
2004-05-13,373.608
2004-05-14,366.309
2004-05-17,353.932
2004-05-18,359.29
2004-05-19,374.004
2004-05-20,368.802
2004-05-21,374.159
2004-05-24,377.422
2004-05-25,376.455
2004-05-26,379.395
2004-05-27,385.523
2004-05-28,387.21
2004-05-31,385.193
2004-06-01,385.395
2004-06-02,385.112
2004-06-03,377.369
2004-06-04,379.121
2004-06-07,390.231
2004-06-08,389.931
2004-06-09,387.36
2004-06-10,385.01
2004-06-11,379.342
2004-06-14,372.987
2004-06-15,376.36
2004-06-16,376.088
2004-06-17,379.211
2004-06-18,377.358
2004-06-21,379.209
2004-06-22,377.64
2004-06-23,380.029
2004-06-24,386.067
2004-06-25,388.692
2004-06-28,387.256
2004-06-29,387.197
2004-06-30,390.827
2004-07-01,392.801
2004-07-02,390.802
2004-07-05,390.211
2004-07-06,390.361
2004-07-07,393.039
2004-07-08,389.191
2004-07-09,391.087
2004-07-12,392.56
2004-07-13,392.703
2004-07-14,389.654
2004-07-15,388.954
2004-07-16,392.064
2004-07-19,393.928
2004-07-20,390.297
2004-07-21,391.253
2004-07-22,387.882
2004-07-23,385.742
2004-07-26,383.011
2004-07-27,384.108
2004-07-28,384.375
2004-07-29,383.975
2004-07-30,386.686
2004-08-02,384.745
2004-08-03,385.061
2004-08-04,384.58
2004-08-05,387.125
2004-08-06,384.878
2004-08-09,386.958
2004-08-10,387.388
2004-08-11,383.739
2004-08-12,383.726
2004-08-13,384.385
2004-08-16,384.964
2004-08-17,386.485
2004-08-18,387.958
2004-08-19,393.208
2004-08-20,394.449
2004-08-23,393.944
2004-08-24,394.202
2004-08-25,395.985
2004-08-26,399.635
2004-08-27,400.087
2004-08-30,400.677
2004-08-31,401.858
2004-09-01,405.245
2004-09-02,407.912
2004-09-03,406.604
2004-09-06,408.817
2004-09-07,409.136
2004-09-08,410.043
2004-09-09,411.234
2004-09-10,414.31
2004-09-13,417.197
2004-09-14,419.469
2004-09-15,418.755
2004-09-16,422.724
2004-09-17,423.426
2004-09-20,426.291
2004-09-21,428.138
2004-09-22,424.72
2004-09-23,425.186
2004-09-24,424.801
2004-09-27,423.356
2004-09-28,423.758
2004-09-29,424.515
2004-09-30,426.517
2004-10-01,433.219
2004-10-04,441.53
2004-10-05,441.578
2004-10-06,442.015
2004-10-07,443.918
2004-10-08,445.553
2004-10-11,445.416
2004-10-12,438.37
2004-10-13,434.566
2004-10-14,431.355
2004-10-15,433.005
2004-10-18,434.614
2004-10-19,436.157
2004-10-20,430.83
2004-10-21,432.719
2004-10-22,434.301
2004-10-25,430.752
2004-10-26,431.831
2004-10-27,435.462
2004-10-28,438.546
2004-10-29,439.246
2004-11-01,439.997
2004-11-02,443.028
2004-11-03,448.674
2004-11-04,449.786
2004-11-05,453.785
2004-11-08,452.319
2004-11-09,453.584
2004-11-10,455.742
2004-11-11,456.728
2004-11-12,461.75
2004-11-15,464.616
2004-11-16,462.854
2004-11-17,469.6
2004-11-18,469.151
2004-11-19,466.584
2004-11-22,463.091
2004-11-23,466.617
2004-11-24,470.576
2004-11-25,472.602
2004-11-26,473.398
2004-11-29,476.982
2004-11-30,479.655
2004-12-01,481.975
2004-12-02,484.738
2004-12-03,484.229
2004-12-06,485.231
2004-12-07,482.077
2004-12-08,474.965
2004-12-09,472.061
2004-12-10,469.217
2004-12-13,472.724
2004-12-14,476.865
2004-12-15,482.178
2004-12-16,483.511
2004-12-17,483.156
2004-12-20,486.487
2004-12-21,489.497
2004-12-22,490.175
2004-12-23,492.525
2004-12-24,494.221
2004-12-27,495.499
2004-12-28,496.985
2004-12-29,498.375
2004-12-30,501.484
2004-12-31,504.948
2005-01-03,504.554
2005-01-04,496.708
2005-01-05,490.33
2005-01-06,485.104
2005-01-07,484.791
2005-01-10,486.794
2005-01-11,488.63
2005-01-12,488.126
2005-01-13,490.657
2005-01-14,491.536
2005-01-17,493.796
2005-01-18,491.451
2005-01-19,493.23
2005-01-20,489.022
2005-01-21,489.383
2005-01-24,491.037
2005-01-25,491.473
2005-01-26,495.977
2005-01-27,497.588
2005-01-28,499.567
2005-01-31,505.101
2005-02-01,504.911
2005-02-02,507.48
2005-02-03,510.677
2005-02-04,514.329
2005-02-07,515.62
2005-02-08,513.834
2005-02-09,516.295
2005-02-10,516.114
2005-02-11,518.402
2005-02-14,524.281
2005-02-15,525.594
2005-02-16,526.384
2005-02-17,528.348
2005-02-18,530.516
2005-02-21,532.322
2005-02-22,535.81
2005-02-23,535.893
2005-02-24,541.331
2005-02-25,546.261
2005-02-28,553.126
2005-03-01,551.513
2005-03-02,547.159
2005-03-03,548.8
2005-03-04,552.666
2005-03-07,555.407
2005-03-08,554.722
2005-03-09,554.896
2005-03-10,550.641
2005-03-11,552.72
2005-03-14,546.299
2005-03-15,536.217
2005-03-16,535.222
2005-03-17,532.895
2005-03-18,533.042
2005-03-21,529.615
2005-03-22,526.825
2005-03-23,517.92
2005-03-24,515.386
2005-03-25,517.895
2005-03-28,514.616
2005-03-29,508.432
2005-03-30,509.643
2005-03-31,517.001
2005-04-01,524.923
2005-04-04,520.907
2005-04-05,521.907
2005-04-06,524.803
2005-04-07,526.159
2005-04-08,525.198
2005-04-11,523.983
2005-04-12,522.695
2005-04-13,524.808
2005-04-14,514.746
2005-04-15,507.905
2005-04-18,498.531
2005-04-19,505.02
2005-04-20,506.133
2005-04-21,508.16
2005-04-22,509.852
2005-04-25,512.272
2005-04-26,514.181
2005-04-27,509.828
2005-04-28,504.57
2005-04-29,505.234
2005-05-02,506.931
2005-05-03,507.701
2005-05-04,515.598
2005-05-05,520.578
2005-05-06,522.316
2005-05-09,521.519
2005-05-10,518.578
2005-05-11,515.486
2005-05-12,511.976
2005-05-13,508.991
2005-05-16,507.531
2005-05-17,506.737
2005-05-18,510.195
2005-05-19,514.497
2005-05-20,512.655
2005-05-23,511.966
2005-05-24,513.743
2005-05-25,513.144
2005-05-26,514.21
2005-05-27,519.682
2005-05-30,521.508
2005-05-31,518.076
2005-06-01,516.779
2005-06-02,521.477
2005-06-03,525.891
2005-06-06,526.511
2005-06-07,525.441
2005-06-08,527.096
2005-06-09,525.09
2005-06-10,528.486
2005-06-13,528.368
2005-06-14,529.554
2005-06-15,534.082
2005-06-16,536.479
2005-06-17,541.131
2005-06-20,540.912
2005-06-21,539.836
2005-06-22,545.018
2005-06-23,543.968
2005-06-24,541.877
2005-06-27,540.817
2005-06-28,540.914
2005-06-29,539.611
2005-06-30,539.459
2005-07-01,541.75
2005-07-04,539.853
2005-07-05,537.249
2005-07-06,539.289
2005-07-07,535.555
2005-07-08,536.977
2005-07-11,545.896
2005-07-12,553.785
2005-07-13,554.439
2005-07-14,558.608
2005-07-15,554.61
2005-07-18,555.558
2005-07-19,557.183
2005-07-20,560.034
2005-07-21,563.258
2005-07-22,566.559
2005-07-25,566.96
2005-07-26,563.509
2005-07-27,567.055
2005-07-28,572.827
2005-07-29,574.601
2005-08-01,578.588
2005-08-02,585.681
2005-08-03,588.869
2005-08-04,589.621
2005-08-05,587.346
2005-08-08,587.301
2005-08-09,589.007
2005-08-10,593.715
2005-08-11,594.835
2005-08-12,593.09
2005-08-15,592.204
2005-08-16,589.194
2005-08-17,586.917
2005-08-18,579.895
2005-08-19,575.725
2005-08-22,583.034
2005-08-23,580.701
2005-08-24,575.325
2005-08-25,576.175
2005-08-26,575.562
2005-08-29,570.937
2005-08-30,572.711
2005-08-31,577.651
2005-09-01,587.351
2005-09-02,593.938
2005-09-05,594.475
2005-09-06,595.89
2005-09-07,597.646
2005-09-08,597.74
2005-09-09,601.311
2005-09-12,603.852
2005-09-13,601.568
2005-09-14,603.469
2005-09-15,605.915
2005-09-16,608.164
2005-09-19,610.242
2005-09-20,614.007
2005-09-21,616.163
2005-09-22,611.673
2005-09-23,607.589
2005-09-26,611.745
2005-09-27,614.056
2005-09-28,617.32
2005-09-29,622.788
2005-09-30,627.698
2005-10-03,628.33
2005-10-04,629.373
2005-10-05,619.267
2005-10-06,605.086
2005-10-07,605.757
2005-10-10,609.639
2005-10-11,613.044
2005-10-12,605.328
2005-10-13,592.912
2005-10-14,589.464
2005-10-17,591.383
2005-10-18,586.64
2005-10-19,574.678
2005-10-20,575.212
2005-10-21,577.482
2005-10-24,580.995
2005-10-25,580.86
2005-10-26,581.728
2005-10-27,574.865
2005-10-28,572.457
2005-10-31,583.483
2005-11-01,591.45
2005-11-02,598.233
2005-11-03,601.17
2005-11-04,598.293
