Date,SWEDEN Standard (Large+Mid Cap)
1987-06-30,1464.978
1987-07-31,1562.199
1987-08-31,1626.079
1987-09-30,1680.449
1987-10-30,1386.267
1987-11-30,1236.322
1987-12-31,1301.35
1988-01-29,1429.549
1988-02-29,1484.126
1988-03-31,1589.163
1988-04-29,1635.736
1988-05-31,1680.313
1988-06-30,1600.167
1988-07-29,1640.252
1988-08-31,1549.855
1988-09-30,1644.268
1988-10-31,1792.929
1988-11-30,1846.993
1988-12-30,1943.967
1989-01-31,2034.029
1989-02-28,2103.403
1989-03-31,2159.577
1989-04-28,2178.591
1989-05-31,2150.63
1989-06-30,2274.826
1989-07-31,2546.833
1989-08-31,2517.027
1989-09-29,2483.402
1989-10-31,2320.587
1989-11-30,2302.506
1989-12-29,2577.27
1990-01-31,2566.894
1990-02-28,2449.934
1990-03-30,2356.376
1990-04-30,2419.532
1990-05-31,2737.568
1990-06-29,2890.282
1990-07-31,3021.338
1990-08-31,2623.572
1990-09-28,2062.206
1990-10-31,2164.123
1990-11-30,1997.956
1990-12-31,2052.069
1991-01-31,2376.343
1991-02-28,2564.178
1991-03-29,2466.197
1991-04-30,2320.023
1991-05-31,2504.128
1991-06-28,2427.964
1991-07-31,2531.594
1991-08-30,2500.442
1991-09-30,2428.777
1991-10-31,2372.11
1991-11-29,2252.436
1991-12-31,2368.879
1992-01-31,2369.977
1992-02-28,2311.451
1992-03-31,2418.523
1992-04-30,2398.416
1992-05-29,2549.533
1992-06-30,2464.672
1992-07-31,2400.947
1992-08-31,2258.717
1992-09-30,2009.937
1992-10-30,1831.576
1992-11-30,2090.816
1992-12-31,2048.158
1993-01-29,1956.396
1993-02-26,2029.762
1993-03-31,2051.086
1993-04-30,2254.053
1993-05-31,2491.484
1993-06-30,2319.363
1993-07-30,2383.172
1993-08-31,2605.964
1993-09-30,2647.03
1993-10-29,2896.034
1993-11-30,2551.05
1993-12-31,2818.324
1994-01-31,3304.317
1994-02-28,3149.278
1994-03-31,2955.321
1994-04-29,3198.365
1994-05-31,3155.393
1994-06-30,2991.896
1994-07-29,3191.99
1994-08-31,3177.801
1994-09-30,3188.948
1994-10-31,3494.786
1994-11-30,3400.162
1994-12-30,3348.09
1995-01-31,3368.192
1995-02-28,3427.168
1995-03-31,3374.005
1995-04-28,3682.388
1995-05-31,3737.931
1995-06-30,3905.682
1995-07-31,4178.863
1995-08-31,4068.921
1995-09-29,4632.482
1995-10-31,4436.546
1995-11-30,4590.136
1995-12-29,4488.896
1996-01-31,4381.649
1996-02-29,4812.138
1996-03-29,4926.102
1996-04-30,4874.912
1996-05-31,5094.046
1996-06-28,5164.637
1996-07-31,4954.958
1996-08-30,5288.384
1996-09-30,5510.127
1996-10-31,5752.779
1996-11-29,6141.796
1996-12-31,6194.552
1997-01-31,6340.775
1997-02-28,6317.404
1997-03-31,6618.043
1997-04-30,6067.362
1997-05-30,6544.564
1997-06-30,7116.955
1997-07-31,7452.191
1997-08-29,7050.746
1997-09-30,7896.116
1997-10-31,7106.867
1997-11-28,7275.208
1997-12-31,7029.422
1998-01-30,7213.414
1998-02-27,7895.693
1998-03-31,8453.808
1998-04-30,8874.721
1998-05-29,9148.445
1998-06-30,9094.714
1998-07-31,9056.457
1998-08-31,7674.776
1998-09-30,7009.933
1998-10-30,7461.314
1998-11-30,8173.545
1998-12-31,8051.552
1999-01-29,8530.783
1999-02-26,8328.604
1999-03-31,8496.307
1999-04-30,8981.594
1999-05-31,8793.437
1999-06-30,9643.58
1999-07-30,10035.81
1999-08-31,9993.769
1999-09-30,9933.525
1999-10-29,11077.441
1999-11-30,12270.15
1999-12-31,14540.936
2000-01-31,14651.266
2000-02-29,18007.722
2000-03-31,17128.782
2000-04-28,16958.676
2000-05-31,16214.985
2000-06-30,15958.136
2000-07-31,15397.575
2000-08-31,15215.946
2000-09-29,13233.843
2000-10-31,12347.054
2000-11-30,11137.45
2000-12-29,11486.597
2001-01-31,12379.819
2001-02-28,10365.148
2001-03-30,8060.633
2001-04-30,9298.254
2001-05-31,8789.181
2001-06-29,8310.765
2001-07-31,8383.923
2001-08-31,7910.315
2001-09-28,6634.019
2001-10-31,7139.236
2001-11-30,8184.174
2001-12-31,8412.686
2002-01-31,7611.358
2002-02-28,7773.655
2002-03-29,8074.06
2002-04-30,7313.866
2002-05-31,7219.735
2002-06-28,7032.68
2002-07-31,6004.111
2002-08-30,5972.137
2002-09-30,4961.962
2002-10-31,5761.617
2002-11-29,6591.881
2002-12-31,5883.395
2003-01-31,5802.459
2003-02-28,5766.696
2003-03-31,5629.963
2003-04-30,6838.283
2003-05-30,7142.525
2003-06-30,7190.092
2003-07-31,7649.989
2003-08-29,7780.617
2003-09-30,8041.772
2003-10-31,8729.766
2003-11-28,9032.853
2003-12-31,9771.235
2004-01-30,10140.479
2004-02-27,10669.626
2004-03-31,10477.767
2004-04-30,10499.143
2004-05-31,10683.396
2004-06-30,11013.744
2004-07-30,10527.725
2004-08-31,10701.512
2004-09-30,11537.384
2004-10-29,11699.181
2004-11-30,13170.005
2004-12-31,13412.656
2005-01-31,12770.167
2005-02-28,13585.307
2005-03-31,13128.646
2005-04-29,12872.889
2005-05-31,13264.292
2005-06-30,13131.95
2005-07-29,13869.453
2005-08-31,13959.098
2005-09-30,14564.831
2005-10-31,13747.397
2005-11-30,13963.4
2005-12-30,14923.488
2006-01-31,15762.379
2006-02-28,15698.062
2006-03-31,17058.258
2006-04-28,17944.882
2006-05-31,16792.296
2006-06-30,16846.976
2006-07-31,16573.234
2006-08-31,17204.586
2006-09-29,18006.349
2006-10-31,19154.094
2006-11-30,19927.569
2006-12-29,21585.616
2007-01-31,21855.817
2007-02-28,21186.594
2007-03-30,22471.99
2007-04-30,25168.321
2007-05-31,24873.211
2007-06-29,24519.676
2007-07-31,24598.173
2007-08-31,23475.641
2007-09-28,25105.781
2007-10-31,24495.866
2007-11-30,22516.009
2007-12-31,21904.488
2008-01-31,19339.282
2008-02-29,20688.726
2008-03-31,21157.866
2008-04-30,22225.771
2008-05-30,22751.22
2008-06-30,19247.039
2008-07-31,19082.823
2008-08-29,18243.323
2008-09-30,14860.843
2008-10-31,10899.603
2008-11-28,10502.96
2008-12-31,11134.479
2009-01-30,9880.878
2009-02-27,9536.3
2009-03-31,10438.629
2009-04-30,13099.34
2009-05-29,14236.092
2009-06-30,14213.405
2009-07-31,16761.655
2009-08-31,17666.578
2009-09-30,17821.827
2009-10-30,18642.878
2009-11-30,18638.331
2009-12-31,18471.153
2010-01-29,18011.608
2010-02-26,18528.796
2010-03-31,19898.789
2010-04-30,20964.206
2010-05-31,18068.93
2010-06-30,18587.334
2010-07-30,20759.69
2010-08-31,19556.434
2010-09-30,23179.523
2010-10-29,23291.034
2010-11-30,22646.251
2010-12-31,24901.827
2011-01-31,25784.132
2011-02-28,25707.476
2011-03-31,26275.972
2011-04-29,28823.223
2011-05-31,27948.344
2011-06-30,26481.587
2011-07-29,25211.441
2011-08-31,22400.506
2011-09-30,19425.663
2011-10-31,22507.982
2011-11-30,21348.731
2011-12-30,21139.859
2012-01-31,22365.774
2012-02-29,24765.273
2012-03-30,24269.623
2012-04-30,23908.461
2012-05-31,20574.318
2012-06-29,22446.805
2012-07-31,23879.492
2012-08-31,23901.394
2012-09-28,24835.111
2012-10-31,24247.546
2012-11-30,25018.835
2012-12-31,26088.252
2013-01-31,28198.583
2013-02-28,28551.888
2013-03-29,28643.936
2013-04-30,29348.347
2013-05-31,29097.352
2013-06-28,27133.763
2013-07-31,30129.354
2013-08-30,29240.85
2013-09-30,31258.317
2013-10-31,31309.718
2013-11-29,31653.99
2013-12-31,32878.186
2014-01-31,31575.842
2014-02-28,33852.432
2014-03-31,33863.687
2014-04-30,34093.318
2014-05-30,34395.475
2014-06-30,33776.281
2014-07-31,32702.878
2014-08-29,32632.905
2014-09-30,31818.326
2014-10-31,31318.612
2014-11-28,32141.909
2014-12-31,30722.484
2015-01-30,31388.394
2015-02-27,33530.14
2015-03-31,32451.251
2015-04-30,33187.535
2015-05-29,32899.502
2015-06-30,31689.667
2015-07-31,32070.683
2015-08-31,30108.251
2015-09-30,28786.65
2015-10-30,30203.039
2015-11-30,30198.602
2015-12-31,29495.888
2016-01-29,27165.563
2016-02-29,27511.663
2016-03-31,29541.343
2016-04-29,30195.038
2016-05-31,29481.932
2016-06-30,28178.91
2016-07-29,29227.153
2016-08-31,29682.585
2016-09-30,30286.008
2016-10-31,28738.759
2016-11-30,28787.179
2016-12-30,30059.544
2017-01-31,31777.176
2017-02-28,31749.138
2017-03-31,33060.146
2017-04-28,34640.983
2017-05-31,35758.944
2017-06-30,36050.863
2017-07-31,36340.023
2017-08-31,36894.414
2017-09-29,38028.361
2017-10-31,37953.664
2017-11-30,36716.305
2017-12-29,36613.494
2018-01-31,38856.356
2018-02-28,36763.213
2018-03-30,35932.721
2018-04-30,35598.156
2018-05-31,34974.349
2018-06-29,34805.208
2018-07-31,36695.75
2018-08-31,36172.518
2018-09-28,37247.666
2018-10-31,33540.35
2018-11-30,33083.932
2018-12-31,32007.172
2019-01-31,33845.889
2019-02-28,34414.278
2019-03-29,34548.769
2019-04-30,36646.046
2019-05-31,33237.159
2019-06-28,36428.841
2019-07-31,34751.33
2019-08-30,33290.621
2019-09-30,34683.167
2019-10-31,37135.174
2019-11-29,37443.748
2019-12-31,39319.825
2020-01-31,38284.879
2020-02-28,35881.169
2020-03-31,30922.823
2020-04-30,33464.361
2020-05-29,35995.149
2020-06-30,37227.771
2020-07-31,40827.273
2020-08-31,42979.263
2020-09-30,42665.3
2020-10-30,40727.933
2020-11-30,47414.331
2020-12-31,48921.119
2021-01-29,50010.182
2021-02-26,51425.939
2021-03-31,54543.818
2021-04-30,56916.377
2021-05-31,59207.263
2021-06-30,57949.932
2021-07-30,60754.976
2021-08-31,60022.193
2021-09-30,56716.889
2021-10-29,60040.164
2021-11-30,56495.033
2021-12-31,60428.182
2022-01-31,54301.741
2022-02-28,49908.546
2022-03-31,51283.262
2022-04-29,47561.114
2022-05-31,47321.95
2022-06-30,40525.543
2022-07-29,45115.762
2022-08-31,40587.393
2022-09-30,36963.934
2022-10-31,39533.92
2022-11-30,43907.458
2022-12-30,43721.361
2023-01-31,46964.567
2023-02-28,47992.788
2023-03-31,48092.141
2023-04-28,50242.615
2023-05-31,46047.989
2023-06-30,47754.904
2023-07-31,48491.691
2023-08-31,45147.582
2023-09-29,45094.078
2023-10-31,42406.041
2023-11-30,48805.778
2023-12-29,54721.255
2024-01-31,52450.784
2024-02-29,55006.568
2024-03-29,55630.925
2024-04-30,54395.545
2024-05-31,58135.466
2024-06-28,56993.687
2024-07-31,57345.713
2024-08-30,59972.568
2024-09-30,61783.201
2024-10-31,56448.864
2024-11-29,54829.985
2024-12-31,53178.982
2025-01-31,58374.546
2025-02-28,61617.859
2025-03-31,59858.355
2025-04-30,62426.312
2025-05-30,64646.932
2025-06-30,66395.728
2025-07-31,64170.519
2025-08-29,67659.728
2025-09-30,68942.167
2025-10-31,70175.856
2025-11-28,69942.753
2025-12-31,73191.005
