Date,ITALY LARGE GROWTH Large Cap
2001-10-17,436.688
2001-10-18,433.925
2001-10-19,422.688
2001-10-22,430.242
2001-10-23,441.669
2001-10-24,444.745
2001-10-25,433.73
2001-10-26,443.532
2001-10-29,441.31
2001-10-30,426.239
2001-10-31,431.879
2001-11-01,437.12
2001-11-02,434.497
2001-11-05,442.63
2001-11-06,437.645
2001-11-07,445.897
2001-11-08,450.711
2001-11-09,447.288
2001-11-12,433.859
2001-11-13,442.378
2001-11-14,446.079
2001-11-15,450.902
2001-11-16,454.103
2001-11-19,462.015
2001-11-20,457.31
2001-11-21,451.633
2001-11-22,455.0
2001-11-23,454.901
2001-11-26,455.97
2001-11-27,447.574
2001-11-28,448.283
2001-11-29,449.73
2001-11-30,452.747
2001-12-03,444.584
2001-12-04,449.567
2001-12-05,464.274
2001-12-06,469.891
2001-12-07,471.285
2001-12-10,459.307
2001-12-11,460.375
2001-12-12,458.021
2001-12-13,449.487
2001-12-14,451.085
2001-12-17,466.318
2001-12-18,460.041
2001-12-19,453.935
2001-12-20,444.975
2001-12-21,450.663
2001-12-24,446.167
2001-12-25,446.167
2001-12-26,446.548
2001-12-27,455.681
2001-12-28,455.733
2001-12-31,460.178
2002-01-01,460.178
2002-01-02,462.795
2002-01-03,469.988
2002-01-04,466.059
2002-01-07,459.992
2002-01-08,462.704
2002-01-09,464.802
2002-01-10,457.507
2002-01-11,459.872
2002-01-14,449.668
2002-01-15,453.039
2002-01-16,441.27
2002-01-17,445.341
2002-01-18,446.449
2002-01-21,443.717
2002-01-22,444.143
2002-01-23,442.628
2002-01-24,442.238
2002-01-25,436.592
2002-01-28,439.857
2002-01-29,437.089
2002-01-30,433.578
2002-01-31,433.597
2002-02-01,431.115
2002-02-04,425.861
2002-02-05,421.626
2002-02-06,413.637
2002-02-07,419.494
2002-02-08,423.471
2002-02-11,422.815
2002-02-12,417.482
2002-02-13,422.641
2002-02-14,424.117
2002-02-15,420.652
2002-02-18,417.964
2002-02-19,411.226
2002-02-20,405.416
2002-02-21,410.457
2002-02-22,411.912
2002-02-25,414.92
2002-02-26,415.737
2002-02-27,425.687
2002-02-28,427.895
2002-03-01,433.567
2002-03-04,444.162
2002-03-05,443.539
2002-03-06,450.577
2002-03-07,452.163
2002-03-08,451.871
2002-03-11,445.419
2002-03-12,441.387
2002-03-13,444.755
2002-03-14,448.987
2002-03-15,450.494
2002-03-18,452.233
2002-03-19,458.769
2002-03-20,454.062
2002-03-21,453.711
2002-03-22,452.483
2002-03-25,447.797
2002-03-26,450.515
2002-03-27,445.272
2002-03-28,449.923
2002-03-29,449.923
2002-04-01,453.61
2002-04-02,449.902
2002-04-03,451.739
2002-04-04,450.542
2002-04-05,449.97
2002-04-08,435.23
2002-04-09,437.403
2002-04-10,446.332
2002-04-11,439.778
2002-04-12,440.357
2002-04-15,441.778
2002-04-16,455.37
2002-04-17,456.499
2002-04-18,453.416
2002-04-19,452.033
2002-04-22,448.361
2002-04-23,448.846
2002-04-24,450.468
2002-04-25,448.275
2002-04-26,446.106
2002-04-29,447.655
2002-04-30,445.195
2002-05-01,447.715
2002-05-02,437.172
2002-05-03,436.435
2002-05-06,440.793
2002-05-07,436.094
2002-05-08,443.523
2002-05-09,439.298
2002-05-10,436.299
2002-05-13,440.398
2002-05-14,442.41
2002-05-15,446.248
2002-05-16,446.432
2002-05-17,449.768
2002-05-20,445.915
2002-05-21,443.573
2002-05-22,441.262
2002-05-23,437.059
2002-05-24,436.611
2002-05-27,439.826
2002-05-28,442.076
2002-05-29,443.943
2002-05-30,439.465
2002-05-31,436.08
2002-06-03,435.39
2002-06-04,426.885
2002-06-05,424.915
2002-06-06,428.331
2002-06-07,425.779
2002-06-10,426.841
2002-06-11,435.767
2002-06-12,434.846
2002-06-13,427.823
2002-06-14,421.95
2002-06-17,434.565
2002-06-18,439.001
2002-06-19,440.773
2002-06-20,436.196
2002-06-21,436.007
2002-06-24,435.69
2002-06-25,437.065
2002-06-26,443.549
2002-06-27,440.46
2002-06-28,454.566
2002-07-01,459.358
2002-07-02,446.275
2002-07-03,436.679
2002-07-04,436.835
2002-07-05,448.803
2002-07-08,454.255
2002-07-09,455.241
2002-07-10,442.487
2002-07-11,425.855
2002-07-12,417.849
2002-07-15,402.54
2002-07-16,400.153
2002-07-17,401.206
2002-07-18,407.515
2002-07-19,389.628
2002-07-22,366.053
2002-07-23,354.975
2002-07-24,350.776
2002-07-25,364.616
2002-07-26,358.83
2002-07-29,376.24
2002-07-30,386.788
2002-07-31,391.736
2002-08-01,376.484
2002-08-02,375.866
2002-08-05,370.654
2002-08-06,377.326
2002-08-07,377.551
2002-08-08,389.622
2002-08-09,397.138
2002-08-12,393.448
2002-08-13,396.498
2002-08-14,386.189
2002-08-15,383.312
2002-08-16,398.712
2002-08-19,407.771
2002-08-20,401.346
2002-08-21,406.043
2002-08-22,407.286
2002-08-23,403.674
2002-08-26,402.65
2002-08-27,417.715
2002-08-28,400.597
2002-08-29,389.491
2002-08-30,391.321
2002-09-02,385.559
2002-09-03,376.209
2002-09-04,382.662
2002-09-05,382.035
2002-09-06,388.376
2002-09-09,378.219
2002-09-10,387.643
2002-09-11,392.527
2002-09-12,377.896
2002-09-13,374.079
2002-09-16,374.557
2002-09-17,369.332
2002-09-18,359.434
2002-09-19,354.021
2002-09-20,346.782
2002-09-23,326.938
2002-09-24,329.526
2002-09-25,338.004
2002-09-26,350.755
2002-09-27,347.322
2002-09-30,338.059
2002-10-01,339.368
2002-10-02,348.114
2002-10-03,345.591
2002-10-04,330.496
2002-10-07,331.607
2002-10-08,322.043
2002-10-09,325.018
2002-10-10,332.758
2002-10-11,345.256
2002-10-14,341.347
2002-10-15,363.743
2002-10-16,359.759
2002-10-17,361.933
2002-10-18,357.737
2002-10-21,361.07
2002-10-22,358.365
2002-10-23,345.336
2002-10-24,352.777
2002-10-25,348.998
2002-10-28,353.119
2002-10-29,343.548
2002-10-30,354.344
2002-10-31,363.252
2002-11-01,358.242
2002-11-04,368.77
2002-11-05,372.053
2002-11-06,368.216
2002-11-07,361.999
2002-11-08,363.301
2002-11-11,359.83
2002-11-12,359.814
2002-11-13,357.049
2002-11-14,366.515
2002-11-15,368.076
2002-11-18,376.043
2002-11-19,375.785
2002-11-20,371.199
2002-11-21,381.015
2002-11-22,383.775
2002-11-25,383.588
2002-11-26,378.454
2002-11-27,387.837
2002-11-28,392.543
2002-11-29,393.808
2002-12-02,393.869
2002-12-03,385.646
2002-12-04,386.352
2002-12-05,378.641
2002-12-06,381.085
2002-12-09,373.349
2002-12-10,377.885
2002-12-11,382.488
2002-12-12,381.936
2002-12-13,380.22
2002-12-16,388.323
2002-12-17,391.409
2002-12-18,386.194
2002-12-19,384.452
2002-12-20,390.823
2002-12-23,388.672
2002-12-24,390.281
2002-12-25,390.281
2002-12-26,391.265
2002-12-27,387.873
2002-12-30,393.088
2002-12-31,394.629
2003-01-01,394.629
2003-01-02,400.012
2003-01-03,401.966
2003-01-06,408.957
2003-01-07,405.088
2003-01-08,399.695
2003-01-09,407.132
2003-01-10,406.441
2003-01-13,407.889
2003-01-14,410.512
2003-01-15,402.511
2003-01-16,402.433
2003-01-17,392.65
2003-01-20,390.539
2003-01-21,384.385
2003-01-22,376.705
2003-01-23,380.537
2003-01-24,380.837
2003-01-27,374.186
2003-01-28,374.17
2003-01-29,381.725
2003-01-30,383.882
2003-01-31,387.663
2003-02-03,395.656
2003-02-04,389.379
2003-02-05,398.368
2003-02-06,395.465
2003-02-07,396.922
2003-02-10,393.055
2003-02-11,405.507
2003-02-12,402.518
2003-02-13,407.96
2003-02-14,416.789
2003-02-17,421.243
2003-02-18,423.159
2003-02-19,416.814
2003-02-20,418.645
2003-02-21,428.774
2003-02-24,438.43
2003-02-25,423.894
2003-02-26,420.156
2003-02-27,429.781
2003-02-28,438.063
2003-03-03,441.301
2003-03-04,431.952
2003-03-05,425.268
2003-03-06,408.343
2003-03-07,401.733
2003-03-10,391.049
2003-03-11,393.727
2003-03-12,383.115
2003-03-13,391.263
2003-03-14,403.04
2003-03-17,406.65
2003-03-18,397.487
2003-03-19,398.155
2003-03-20,390.202
2003-03-21,403.855
2003-03-24,396.794
2003-03-25,403.904
2003-03-26,400.133
2003-03-27,396.694
2003-03-28,399.418
2003-03-31,394.22
2003-04-01,396.215
2003-04-02,400.52
2003-04-03,401.731
2003-04-04,400.183
2003-04-07,409.189
2003-04-08,413.187
2003-04-09,411.328
2003-04-10,414.749
2003-04-11,412.786
2003-04-14,413.369
2003-04-15,421.092
2003-04-16,420.457
2003-04-17,427.605
2003-04-18,427.605
2003-04-21,425.762
2003-04-22,433.973
2003-04-23,437.98
2003-04-24,437.782
2003-04-25,433.476
2003-04-28,442.072
2003-04-29,443.636
2003-04-30,449.496
2003-05-01,453.625
2003-05-02,450.201
2003-05-05,456.494
2003-05-06,463.532
2003-05-07,460.924
2003-05-08,458.655
2003-05-09,460.955
2003-05-12,463.463
2003-05-13,462.735
2003-05-14,461.12
2003-05-15,464.748
2003-05-16,468.362
2003-05-19,465.038
2003-05-20,464.045
2003-05-21,460.935
2003-05-22,466.026
2003-05-23,474.08
2003-05-26,476.226
2003-05-27,481.855
2003-05-28,484.613
2003-05-29,491.527
2003-05-30,491.94
2003-06-02,494.673
2003-06-03,489.195
2003-06-04,487.538
2003-06-05,492.152
2003-06-06,488.439
2003-06-09,487.528
2003-06-10,489.575
2003-06-11,497.438
2003-06-12,496.95
2003-06-13,495.683
2003-06-16,505.549
2003-06-17,505.852
2003-06-18,508.027
2003-06-19,503.526
2003-06-20,505.382
2003-06-23,493.3
2003-06-24,497.975
2003-06-25,499.353
2003-06-26,488.919
2003-06-27,488.555
2003-06-30,481.685
2003-07-01,477.339
2003-07-02,477.936
2003-07-03,475.36
2003-07-04,472.616
2003-07-07,477.767
2003-07-08,475.875
2003-07-09,473.006
2003-07-10,470.527
2003-07-11,472.889
2003-07-14,477.278
2003-07-15,475.859
2003-07-16,472.773
2003-07-17,467.501
2003-07-18,470.011
2003-07-21,470.55
2003-07-22,472.422
2003-07-23,475.199
2003-07-24,485.48
2003-07-25,483.939
2003-07-28,487.202
2003-07-29,484.904
2003-07-30,481.788
2003-07-31,482.178
2003-08-01,479.772
2003-08-04,479.826
2003-08-05,480.219
2003-08-06,476.444
2003-08-07,476.785
2003-08-08,475.539
2003-08-11,476.575
2003-08-12,478.315
2003-08-13,479.234
2003-08-14,482.127
2003-08-15,481.785
2003-08-18,479.763
2003-08-19,475.74
2003-08-20,473.606
2003-08-21,464.689
2003-08-22,457.219
2003-08-25,455.694
2003-08-26,452.686
2003-08-27,455.705
2003-08-28,454.804
2003-08-29,454.616
2003-09-01,460.212
2003-09-02,457.761
2003-09-03,462.612
2003-09-04,465.226
2003-09-05,467.669
2003-09-08,476.492
2003-09-09,475.772
2003-09-10,474.417
2003-09-11,470.145
2003-09-12,473.835
2003-09-15,473.222
2003-09-16,471.062
2003-09-17,471.488
2003-09-18,480.793
2003-09-19,485.294
2003-09-22,479.916
2003-09-23,477.976
2003-09-24,476.244
2003-09-25,473.92
2003-09-26,468.708
2003-09-29,471.354
2003-09-30,468.436
2003-10-01,475.908
2003-10-02,470.536
2003-10-03,479.19
2003-10-06,478.032
2003-10-07,480.37
2003-10-08,481.846
2003-10-09,486.076
2003-10-10,485.102
2003-10-13,485.397
2003-10-14,484.096
2003-10-15,484.902
2003-10-16,486.572
2003-10-17,481.036
2003-10-20,484.884
2003-10-21,486.629
2003-10-22,484.429
2003-10-23,480.488
2003-10-24,481.462
2003-10-27,481.611
2003-10-28,478.345
2003-10-29,482.112
2003-10-30,488.432
2003-10-31,488.528
2003-11-03,487.094
2003-11-04,487.991
2003-11-05,485.968
2003-11-06,484.165
2003-11-07,493.151
2003-11-10,492.498
2003-11-11,492.221
2003-11-12,502.542
2003-11-13,510.713
2003-11-14,515.985
2003-11-17,511.113
2003-11-18,519.608
2003-11-19,519.821
2003-11-20,518.44
2003-11-21,518.52
2003-11-24,522.711
2003-11-25,524.254
2003-11-26,534.505
2003-11-27,531.787
2003-11-28,534.246
2003-12-01,539.988
2003-12-02,548.931
2003-12-03,553.193
2003-12-04,558.733
2003-12-05,556.547
2003-12-08,558.551
2003-12-09,554.858
2003-12-10,550.65
2003-12-11,553.032
2003-12-12,554.607
2003-12-15,563.174
2003-12-16,561.999
2003-12-17,566.551
2003-12-18,570.227
2003-12-19,559.227
2003-12-22,550.616
2003-12-23,552.177
2003-12-24,553.733
2003-12-25,553.733
2003-12-26,553.511
2003-12-29,558.265
2003-12-30,557.257
2003-12-31,560.948
2004-01-01,560.948
2004-01-02,567.57
2004-01-05,572.876
2004-01-06,579.392
2004-01-07,562.496
2004-01-08,574.764
2004-01-09,583.682
2004-01-12,577.553
2004-01-13,570.329
2004-01-14,575.324
2004-01-15,574.785
2004-01-16,569.922
2004-01-19,575.523
2004-01-20,581.784
2004-01-21,585.58
2004-01-22,591.556
2004-01-23,589.68
2004-01-26,583.226
2004-01-27,591.575
2004-01-28,588.747
2004-01-29,574.379
2004-01-30,569.462
2004-02-02,570.434
2004-02-03,571.18
2004-02-04,570.921
2004-02-05,569.553
2004-02-06,574.388
2004-02-09,580.463
2004-02-10,580.17
2004-02-11,577.768
2004-02-12,587.802
2004-02-13,578.097
2004-02-16,582.555
2004-02-17,584.875
2004-02-18,580.203
2004-02-19,576.269
2004-02-20,563.537
2004-02-23,566.069
2004-02-24,566.714
2004-02-25,562.393
2004-02-26,556.36
2004-02-27,560.007
2004-03-01,562.19
2004-03-02,555.652
2004-03-03,544.818
2004-03-04,550.609
2004-03-05,565.653
2004-03-08,562.978
2004-03-09,562.322
2004-03-10,554.004
2004-03-11,545.252
2004-03-12,537.873
2004-03-15,522.602
2004-03-16,528.596
2004-03-17,527.54
2004-03-18,526.839
2004-03-19,523.111
2004-03-22,519.87
2004-03-23,518.605
2004-03-24,512.623
2004-03-25,521.612
2004-03-26,516.476
2004-03-29,524.137
2004-03-30,523.259
2004-03-31,524.273
2004-04-01,533.707
2004-04-02,535.145
2004-04-05,534.367
2004-04-06,534.912
2004-04-07,539.877
2004-04-08,535.55
2004-04-09,535.55
2004-04-12,534.046
2004-04-13,535.699
2004-04-14,533.247
2004-04-15,530.0
2004-04-16,536.245
2004-04-19,535.079
2004-04-20,535.488
2004-04-21,529.953
2004-04-22,531.991
2004-04-23,531.914
2004-04-26,535.219
2004-04-27,538.075
2004-04-28,531.555
2004-04-29,533.358
2004-04-30,534.088
2004-05-03,535.289
2004-05-04,540.585
2004-05-05,542.81
2004-05-06,528.342
2004-05-07,522.606
2004-05-10,510.258
2004-05-11,516.352
2004-05-12,519.159
2004-05-13,523.85
2004-05-14,521.318
2004-05-17,522.051
2004-05-18,524.158
2004-05-19,536.014
2004-05-20,530.431
2004-05-21,534.511
2004-05-24,541.374
2004-05-25,541.865
2004-05-26,546.811
2004-05-27,556.237
2004-05-28,550.332
2004-05-31,551.494
2004-06-01,547.678
2004-06-02,551.62
2004-06-03,548.674
2004-06-04,554.016
2004-06-07,563.962
2004-06-08,561.351
2004-06-09,555.637
2004-06-10,559.775
2004-06-11,554.584
2004-06-14,555.471
2004-06-15,559.781
2004-06-16,556.474
2004-06-17,557.928
2004-06-18,566.586
2004-06-21,565.836
2004-06-22,562.875
2004-06-23,565.714
2004-06-24,573.779
2004-06-25,573.626
2004-06-28,579.08
2004-06-29,575.091
2004-06-30,576.44
2004-07-01,571.4
2004-07-02,577.158
2004-07-05,575.08
2004-07-06,571.11
2004-07-07,576.3
2004-07-08,579.085
2004-07-09,579.554
2004-07-12,578.529
2004-07-13,576.019
2004-07-14,575.413
2004-07-15,572.725
2004-07-16,571.757
2004-07-19,568.83
2004-07-20,567.965
2004-07-21,564.871
2004-07-22,559.457
2004-07-23,552.29
2004-07-26,548.248
2004-07-27,550.987
2004-07-28,549.296
2004-07-29,556.01
2004-07-30,553.908
2004-08-02,550.098
2004-08-03,553.69
2004-08-04,549.487
2004-08-05,548.639
2004-08-06,548.369
2004-08-09,542.959
2004-08-10,547.684
2004-08-11,537.95
2004-08-12,533.946
2004-08-13,538.255
2004-08-16,544.049
2004-08-17,545.367
2004-08-18,543.516
2004-08-19,546.845
2004-08-20,542.954
2004-08-23,544.035
2004-08-24,541.9
2004-08-25,542.806
2004-08-26,546.225
2004-08-27,545.732
2004-08-30,544.791
2004-08-31,547.427
2004-09-01,551.894
2004-09-02,555.635
2004-09-03,557.383
2004-09-06,558.005
2004-09-07,556.119
2004-09-08,559.603
2004-09-09,559.782
2004-09-10,569.2
2004-09-13,570.339
2004-09-14,569.874
2004-09-15,562.574
2004-09-16,563.256
2004-09-17,566.129
2004-09-20,563.899
2004-09-21,570.998
2004-09-22,569.025
2004-09-23,570.4
2004-09-24,567.579
2004-09-27,565.528
2004-09-28,567.41
2004-09-29,570.287
2004-09-30,572.554
2004-10-01,579.946
2004-10-04,579.921
2004-10-05,584.462
2004-10-06,583.793
2004-10-07,584.379
2004-10-08,591.884
2004-10-11,590.479
2004-10-12,585.348
2004-10-13,588.463
2004-10-14,592.641
2004-10-15,594.56
2004-10-18,595.014
2004-10-19,601.224
2004-10-20,603.544
2004-10-21,604.993
2004-10-22,608.591
2004-10-25,608.267
2004-10-26,609.267
2004-10-27,615.796
2004-10-28,618.474
2004-10-29,616.214
2004-11-01,623.545
2004-11-02,624.201
2004-11-03,628.343
2004-11-04,633.51
2004-11-05,636.845
2004-11-08,645.362
2004-11-09,640.045
2004-11-10,641.042
2004-11-11,644.484
2004-11-12,648.015
2004-11-15,648.378
2004-11-16,646.005
2004-11-17,657.656
2004-11-18,656.287
2004-11-19,657.985
2004-11-22,651.75
2004-11-23,652.592
2004-11-24,658.647
2004-11-25,667.619
2004-11-26,667.316
2004-11-29,665.613
2004-11-30,665.093
2004-12-01,676.607
2004-12-02,679.102
2004-12-03,686.182
2004-12-06,689.724
2004-12-07,693.464
2004-12-08,694.724
2004-12-09,691.341
2004-12-10,692.818
2004-12-13,699.469
2004-12-14,700.007
2004-12-15,706.303
2004-12-16,700.348
2004-12-17,695.914
2004-12-20,708.358
2004-12-21,706.331
2004-12-22,712.733
2004-12-23,721.178
2004-12-24,723.047
2004-12-27,726.731
2004-12-28,727.505
2004-12-29,725.774
2004-12-30,729.694
2004-12-31,727.686
2005-01-03,723.739
2005-01-04,718.668
2005-01-05,716.637
2005-01-06,712.597
2005-01-07,708.339
2005-01-10,710.698
2005-01-11,706.228
2005-01-12,711.732
2005-01-13,709.774
2005-01-14,707.295
2005-01-17,710.049
2005-01-18,707.466
2005-01-19,712.689
2005-01-20,704.519
2005-01-21,709.192
2005-01-24,705.252
2005-01-25,703.168
2005-01-26,709.831
2005-01-27,709.013
2005-01-28,707.128
2005-01-31,713.61
2005-02-01,713.965
2005-02-02,715.87
2005-02-03,711.146
2005-02-04,719.815
2005-02-07,715.323
2005-02-08,713.922
2005-02-09,717.218
2005-02-10,723.6
2005-02-11,726.6
2005-02-14,728.917
2005-02-15,730.845
2005-02-16,727.21
2005-02-17,727.692
2005-02-18,723.445
2005-02-21,716.576
2005-02-22,722.345
2005-02-23,720.501
2005-02-24,719.163
2005-02-25,724.94
2005-02-28,728.837
2005-03-01,725.453
2005-03-02,719.337
2005-03-03,717.39
2005-03-04,730.957
2005-03-07,728.511
2005-03-08,732.684
2005-03-09,729.842
2005-03-10,730.74
2005-03-11,733.792
2005-03-14,729.606
2005-03-15,732.439
2005-03-16,729.007
2005-03-17,727.999
2005-03-18,730.351
2005-03-21,726.593
2005-03-22,728.788
2005-03-23,717.856
2005-03-24,720.696
2005-03-25,720.696
2005-03-28,715.638
2005-03-29,717.887
2005-03-30,721.603
2005-03-31,727.337
2005-04-01,727.074
2005-04-04,714.153
2005-04-05,714.156
2005-04-06,718.231
2005-04-07,725.424
2005-04-08,724.036
2005-04-11,734.068
2005-04-12,725.888
2005-04-13,725.072
2005-04-14,717.044
2005-04-15,706.778
2005-04-18,697.012
2005-04-19,699.45
2005-04-20,700.215
2005-04-21,705.92
2005-04-22,706.647
2005-04-25,701.0
2005-04-26,700.911
2005-04-27,691.011
2005-04-28,688.613
2005-04-29,688.476
2005-05-02,690.154
2005-05-03,694.081
2005-05-04,698.669
2005-05-05,699.147
2005-05-06,690.237
2005-05-09,689.163
2005-05-10,685.949
2005-05-11,682.042
2005-05-12,680.145
2005-05-13,677.331
2005-05-16,675.22
2005-05-17,669.019
2005-05-18,673.836
2005-05-19,673.411
2005-05-20,669.043
2005-05-23,682.284
2005-05-24,680.627
2005-05-25,683.307
2005-05-26,684.782
2005-05-27,684.672
2005-05-30,687.854
2005-05-31,679.437
2005-06-01,682.975
2005-06-02,685.027
2005-06-03,679.646
2005-06-06,678.986
2005-06-07,684.655
2005-06-08,690.576
2005-06-09,689.681
2005-06-10,690.954
2005-06-13,687.455
2005-06-14,683.678
2005-06-15,684.049
2005-06-16,683.769
2005-06-17,695.164
2005-06-20,685.686
2005-06-21,691.232
2005-06-22,693.365
2005-06-23,685.928
2005-06-24,679.68
2005-06-27,678.084
2005-06-28,676.488
2005-06-29,680.283
2005-06-30,686.448
2005-07-01,682.721
2005-07-04,677.91
2005-07-05,674.84
2005-07-06,678.395
2005-07-07,664.194
2005-07-08,671.343
2005-07-11,686.987
2005-07-12,691.803
2005-07-13,693.238
2005-07-14,702.076
2005-07-15,696.513
2005-07-18,698.394
2005-07-19,703.98
2005-07-20,702.361
2005-07-21,709.685
2005-07-22,711.91
2005-07-25,707.693
2005-07-26,706.079
2005-07-27,709.311
2005-07-28,713.618
2005-07-29,715.475
2005-08-01,719.032
2005-08-02,724.852
2005-08-03,727.871
2005-08-04,721.327
2005-08-05,715.092
2005-08-08,718.094
2005-08-09,723.93
2005-08-10,729.472
2005-08-11,728.273
2005-08-12,723.002
2005-08-15,719.135
2005-08-16,713.927
2005-08-17,711.415
2005-08-18,699.243
2005-08-19,705.449
2005-08-22,708.628
2005-08-23,702.465
2005-08-24,705.996
2005-08-25,701.317
2005-08-26,697.282
2005-08-29,696.913
2005-08-30,688.907
2005-08-31,697.769
2005-09-01,709.907
2005-09-02,715.39
2005-09-05,717.548
2005-09-06,722.152
2005-09-07,720.894
2005-09-08,721.793
2005-09-09,721.077
2005-09-12,714.844
2005-09-13,708.627
2005-09-14,716.092
2005-09-15,706.853
2005-09-16,710.392
2005-09-19,705.223
2005-09-20,705.501
2005-09-21,706.068
2005-09-22,694.946
2005-09-23,693.117
2005-09-26,702.489
2005-09-27,697.099
2005-09-28,706.142
2005-09-29,701.943
2005-09-30,707.169
2005-10-03,699.341
2005-10-04,698.998
2005-10-05,691.354
2005-10-06,699.51
2005-10-07,690.577
2005-10-10,686.99
2005-10-11,679.919
2005-10-12,677.104
2005-10-13,668.954
2005-10-14,681.32
2005-10-17,674.071
2005-10-18,662.089
2005-10-19,654.965
2005-10-20,654.787
2005-10-21,660.137
2005-10-24,660.839
2005-10-25,664.777
2005-10-26,665.443
2005-10-27,651.721
2005-10-28,649.592
2005-10-31,653.21
2005-11-01,651.31
2005-11-02,657.966
2005-11-03,662.97
2005-11-04,651.135
2005-11-07,655.926
2005-11-08,653.207
2005-11-09,649.664
