Date,HONG KONG IMI VALUE IMI (Large+Mid+Small Cap)
2001-11-07,367.246
2001-11-08,375.819
2001-11-09,380.461
2001-11-12,381.855
2001-11-13,382.426
2001-11-14,389.371
2001-11-15,394.395
2001-11-16,393.925
2001-11-19,394.698
2001-11-20,395.306
2001-11-21,398.859
2001-11-22,398.384
2001-11-23,400.435
2001-11-26,402.729
2001-11-27,398.372
2001-11-28,393.322
2001-11-29,398.328
2001-11-30,401.009
2001-12-03,398.992
2001-12-04,406.552
2001-12-05,417.636
2001-12-06,416.203
2001-12-07,419.55
2001-12-10,419.481
2001-12-11,417.941
2001-12-12,420.74
2001-12-13,412.791
2001-12-14,413.728
2001-12-17,414.51
2001-12-18,413.771
2001-12-19,418.529
2001-12-20,421.965
2001-12-21,410.102
2001-12-24,412.313
2001-12-25,412.292
2001-12-26,412.287
2001-12-27,416.665
2001-12-28,417.899
2001-12-31,418.664
2002-01-01,418.654
2002-01-02,417.967
2002-01-03,417.597
2002-01-04,424.772
2002-01-07,430.78
2002-01-08,429.85
2002-01-09,425.557
2002-01-10,422.714
2002-01-11,419.377
2002-01-14,420.175
2002-01-15,416.007
2002-01-16,414.935
2002-01-17,416.337
2002-01-18,415.694
2002-01-21,418.818
2002-01-22,415.777
2002-01-23,414.362
2002-01-24,413.794
2002-01-25,414.731
2002-01-28,415.761
2002-01-29,420.56
2002-01-30,412.654
2002-01-31,412.393
2002-02-01,410.555
2002-02-04,414.069
2002-02-05,411.088
2002-02-06,412.492
2002-02-07,409.034
2002-02-08,411.967
2002-02-11,420.367
2002-02-12,420.374
2002-02-13,420.379
2002-02-14,420.379
2002-02-15,421.333
2002-02-18,423.592
2002-02-19,418.039
2002-02-20,419.523
2002-02-21,421.958
2002-02-22,418.127
2002-02-25,411.733
2002-02-26,412.096
2002-02-27,415.208
2002-02-28,410.233
2002-03-01,408.089
2002-03-04,416.05
2002-03-05,423.125
2002-03-06,422.083
2002-03-07,425.001
2002-03-08,426.364
2002-03-11,428.69
2002-03-12,427.519
2002-03-13,427.75
2002-03-14,429.693
2002-03-15,427.9
2002-03-18,428.061
2002-03-19,428.747
2002-03-20,426.81
2002-03-21,421.045
2002-03-22,420.141
2002-03-25,422.366
2002-03-26,419.974
2002-03-27,425.46
2002-03-28,425.749
2002-03-29,425.749
2002-04-01,425.755
2002-04-02,419.915
2002-04-03,418.766
2002-04-04,419.18
2002-04-05,419.209
2002-04-08,415.495
2002-04-09,415.93
2002-04-10,412.759
2002-04-11,416.268
2002-04-12,416.401
2002-04-15,419.086
2002-04-16,419.379
2002-04-17,427.825
2002-04-18,430.651
2002-04-19,434.488
2002-04-22,433.633
2002-04-23,439.642
2002-04-24,443.263
2002-04-25,442.459
2002-04-26,443.261
2002-04-29,444.59
2002-04-30,450.249
2002-05-01,450.261
2002-05-02,464.41
2002-05-03,461.595
2002-05-06,460.127
2002-05-07,464.427
2002-05-08,460.802
2002-05-09,459.775
2002-05-10,458.819
2002-05-13,459.977
2002-05-14,459.932
2002-05-15,462.57
2002-05-16,463.166
2002-05-17,466.268
2002-05-20,466.199
2002-05-21,460.348
2002-05-22,459.709
2002-05-23,455.168
2002-05-24,455.961
2002-05-27,453.939
2002-05-28,451.761
2002-05-29,449.451
2002-05-30,447.797
2002-05-31,443.382
2002-06-03,443.909
2002-06-04,444.303
2002-06-05,448.389
2002-06-06,447.025
2002-06-07,446.956
2002-06-10,449.028
2002-06-11,445.743
2002-06-12,442.064
2002-06-13,441.088
2002-06-14,434.683
2002-06-17,430.598
2002-06-18,428.253
2002-06-19,419.67
2002-06-20,423.963
2002-06-21,419.138
2002-06-24,420.404
2002-06-25,417.838
2002-06-26,408.817
2002-06-27,416.17
2002-06-28,414.241
2002-07-01,414.249
2002-07-02,409.194
2002-07-03,415.415
2002-07-04,422.214
2002-07-05,424.548
2002-07-08,422.323
2002-07-09,421.55
2002-07-10,421.262
2002-07-11,413.351
2002-07-12,416.095
2002-07-15,415.934
2002-07-16,408.357
2002-07-17,402.628
2002-07-18,404.591
2002-07-19,400.684
2002-07-22,392.192
2002-07-23,401.564
2002-07-24,391.199
2002-07-25,385.132
2002-07-26,379.05
2002-07-29,387.417
2002-07-30,392.18
2002-07-31,393.847
2002-08-01,391.172
2002-08-02,386.409
2002-08-05,378.789
2002-08-06,370.838
2002-08-07,380.839
2002-08-08,379.503
2002-08-09,375.702
2002-08-12,371.325
2002-08-13,378.448
2002-08-14,373.065
2002-08-15,380.801
2002-08-16,382.792
2002-08-19,379.899
2002-08-20,386.35
2002-08-21,389.894
2002-08-22,391.465
2002-08-23,389.726
2002-08-26,389.689
2002-08-27,385.374
2002-08-28,382.685
2002-08-29,380.447
2002-08-30,379.712
2002-09-02,376.251
2002-09-03,376.027
2002-09-04,380.282
2002-09-05,376.779
2002-09-06,378.614
2002-09-09,375.893
2002-09-10,380.334
2002-09-11,380.312
2002-09-12,381.972
2002-09-13,374.61
2002-09-16,367.381
2002-09-17,374.503
2002-09-18,366.851
2002-09-19,367.626
2002-09-20,362.397
2002-09-23,358.581
2002-09-24,355.795
2002-09-25,356.086
2002-09-26,362.061
2002-09-27,362.816
2002-09-30,354.703
2002-10-01,354.712
2002-10-02,352.272
2002-10-03,347.295
2002-10-04,346.942
2002-10-07,341.415
2002-10-08,342.911
2002-10-09,343.64
2002-10-10,337.765
2002-10-11,340.1
2002-10-14,340.104
2002-10-15,353.096
2002-10-16,355.003
2002-10-17,361.693
2002-10-18,362.838
2002-10-21,362.307
2002-10-22,362.237
2002-10-23,371.318
2002-10-24,371.425
2002-10-25,371.726
2002-10-28,378.68
2002-10-29,370.058
2002-10-30,367.834
2002-10-31,364.67
2002-11-01,361.951
2002-11-04,373.817
2002-11-05,370.645
2002-11-06,373.186
2002-11-07,376.158
2002-11-08,373.375
2002-11-11,366.854
2002-11-12,367.342
2002-11-13,366.465
2002-11-14,372.615
2002-11-15,378.561
2002-11-18,374.436
2002-11-19,377.209
2002-11-20,378.269
2002-11-21,379.365
2002-11-22,381.303
2002-11-25,383.005
2002-11-26,379.698
2002-11-27,378.796
2002-11-28,384.644
2002-11-29,382.875
2002-12-02,386.854
2002-12-03,385.966
2002-12-04,378.76
2002-12-05,377.898
2002-12-06,377.457
2002-12-09,373.109
2002-12-10,373.55
2002-12-11,370.273
2002-12-12,369.94
2002-12-13,367.885
2002-12-16,368.257
2002-12-17,370.12
2002-12-18,363.297
2002-12-19,364.099
2002-12-20,367.325
2002-12-23,365.673
2002-12-24,364.598
2002-12-25,364.598
2002-12-26,364.602
2002-12-27,358.532
2002-12-30,353.554
2002-12-31,356.292
2003-01-01,356.292
2003-01-02,356.755
2003-01-03,365.338
2003-01-06,365.874
2003-01-07,364.613
2003-01-08,366.623
2003-01-09,367.003
2003-01-10,368.741
2003-01-13,372.837
2003-01-14,372.196
2003-01-15,375.86
2003-01-16,371.28
2003-01-17,365.88
2003-01-20,362.749
2003-01-21,363.806
2003-01-22,366.888
2003-01-23,369.645
2003-01-24,366.033
2003-01-27,359.133
2003-01-28,362.343
2003-01-29,359.921
2003-01-30,361.179
2003-01-31,361.184
2003-02-03,361.179
2003-02-04,360.754
2003-02-05,357.188
2003-02-06,355.858
2003-02-07,356.209
2003-02-10,360.089
2003-02-11,359.008
2003-02-12,364.721
2003-02-13,357.346
2003-02-14,357.939
2003-02-17,367.336
2003-02-18,369.105
2003-02-19,370.281
2003-02-20,366.527
2003-02-21,361.832
2003-02-24,361.064
2003-02-25,356.141
2003-02-26,356.281
2003-02-27,357.832
2003-02-28,358.784
2003-03-03,365.078
2003-03-04,362.036
2003-03-05,361.972
2003-03-06,355.558
2003-03-07,352.563
2003-03-10,347.198
2003-03-11,347.615
2003-03-12,348.229
2003-03-13,344.943
2003-03-14,351.084
2003-03-17,346.725
2003-03-18,352.876
2003-03-19,363.886
2003-03-20,364.725
2003-03-21,362.934
2003-03-24,360.533
2003-03-25,359.345
2003-03-26,358.08
2003-03-27,349.741
2003-03-28,350.523
2003-03-31,340.906
2003-04-01,338.676
2003-04-02,341.289
2003-04-03,339.216
2003-04-04,346.699
2003-04-07,350.07
2003-04-08,342.899
2003-04-09,333.138
2003-04-10,333.984
2003-04-11,335.187
2003-04-14,329.878
2003-04-15,332.958
2003-04-16,333.577
2003-04-17,330.611
2003-04-18,330.611
2003-04-21,330.607
2003-04-22,331.147
2003-04-23,328.426
2003-04-24,326.498
2003-04-25,326.23
2003-04-28,329.207
2003-04-29,341.544
2003-04-30,338.923
2003-05-01,338.928
2003-05-02,343.021
2003-05-05,348.183
2003-05-06,347.716
2003-05-07,345.758
2003-05-08,345.758
2003-05-09,351.339
2003-05-12,356.471
2003-05-13,358.16
2003-05-14,356.749
2003-05-15,358.065
2003-05-16,356.934
2003-05-19,356.485
2003-05-20,355.989
2003-05-21,356.53
2003-05-22,360.975
2003-05-23,367.859
2003-05-26,375.134
2003-05-27,372.571
2003-05-28,373.907
2003-05-29,372.679
2003-05-30,372.523
2003-06-02,379.947
2003-06-03,381.157
2003-06-04,381.147
2003-06-05,380.973
2003-06-06,383.321
2003-06-09,385.241
2003-06-10,386.147
2003-06-11,385.936
2003-06-12,386.515
2003-06-13,389.513
2003-06-16,389.914
2003-06-17,393.458
2003-06-18,390.279
2003-06-19,390.451
2003-06-20,387.486
2003-06-23,380.046
2003-06-24,374.56
2003-06-25,374.839
2003-06-26,378.369
2003-06-27,378.783
2003-06-30,375.223
2003-07-01,375.209
2003-07-02,376.655
2003-07-03,377.281
2003-07-04,377.745
2003-07-07,387.542
2003-07-08,393.274
2003-07-09,396.384
2003-07-10,395.085
2003-07-11,392.25
2003-07-14,402.484
2003-07-15,402.053
2003-07-16,406.076
2003-07-17,402.964
2003-07-18,407.518
2003-07-21,405.426
2003-07-22,400.822
2003-07-23,395.585
2003-07-24,397.403
2003-07-25,398.302
2003-07-28,406.464
2003-07-29,408.888
2003-07-30,405.283
2003-07-31,407.686
2003-08-01,416.372
2003-08-04,418.255
2003-08-05,413.972
2003-08-06,402.588
2003-08-07,399.516
2003-08-08,402.549
2003-08-11,407.539
2003-08-12,414.572
2003-08-13,421.433
2003-08-14,426.024
2003-08-15,427.488
2003-08-18,435.891
2003-08-19,436.381
2003-08-20,438.214
2003-08-21,451.242
2003-08-22,464.292
2003-08-25,468.089
2003-08-26,465.075
2003-08-27,463.464
2003-08-28,464.454
2003-08-29,472.386
2003-09-01,479.713
2003-09-02,482.274
2003-09-03,496.786
2003-09-04,497.255
2003-09-05,494.682
2003-09-08,494.531
2003-09-09,485.753
2003-09-10,468.734
2003-09-11,476.902
2003-09-12,476.896
2003-09-15,485.631
2003-09-16,488.278
2003-09-17,494.491
2003-09-18,486.997
2003-09-19,475.223
2003-09-22,473.092
2003-09-23,482.77
2003-09-24,508.213
2003-09-25,504.817
2003-09-26,504.556
2003-09-29,496.174
2003-09-30,500.71
2003-10-01,501.088
2003-10-02,525.677
2003-10-03,527.024
2003-10-06,535.179
2003-10-07,522.44
2003-10-08,513.27
2003-10-09,519.691
2003-10-10,529.327
2003-10-13,530.713
2003-10-14,523.17
2003-10-15,530.423
2003-10-16,526.802
2003-10-17,527.917
2003-10-20,531.877
2003-10-21,537.728
2003-10-22,533.337
2003-10-23,513.823
2003-10-24,510.717
2003-10-27,509.885
2003-10-28,522.291
2003-10-29,523.239
2003-10-30,519.705
2003-10-31,521.938
2003-11-03,525.961
2003-11-04,524.987
2003-11-05,525.572
2003-11-06,514.374
2003-11-07,518.362
2003-11-10,513.685
2003-11-11,508.049
2003-11-12,502.381
2003-11-13,512.263
2003-11-14,513.282
2003-11-17,499.874
2003-11-18,493.353
2003-11-19,485.575
2003-11-20,485.992
2003-11-21,484.907
2003-11-24,481.192
2003-11-25,489.249
2003-11-26,493.713
2003-11-27,494.663
2003-11-28,504.792
2003-12-01,511.92
2003-12-02,510.256
2003-12-03,508.411
2003-12-04,505.11
2003-12-05,505.857
2003-12-08,496.399
2003-12-09,503.005
2003-12-10,501.237
2003-12-11,513.64
2003-12-12,515.43
2003-12-15,513.185
2003-12-16,504.655
2003-12-17,501.581
2003-12-18,499.247
2003-12-19,502.413
2003-12-22,505.366
2003-12-23,506.137
2003-12-24,509.047
2003-12-25,509.047
2003-12-26,509.017
2003-12-29,508.932
2003-12-30,512.545
2003-12-31,515.214
2004-01-01,515.214
2004-01-02,522.445
2004-01-05,539.098
2004-01-06,542.507
2004-01-07,543.416
2004-01-08,538.927
2004-01-09,551.281
2004-01-12,561.02
2004-01-13,563.484
2004-01-14,573.071
2004-01-15,570.482
2004-01-16,569.522
2004-01-19,574.909
2004-01-20,591.103
2004-01-21,600.045
2004-01-22,600.092
2004-01-23,600.107
2004-01-26,603.992
2004-01-27,598.477
2004-01-28,580.044
2004-01-29,575.787
2004-01-30,578.023
2004-02-02,563.027
2004-02-03,570.633
2004-02-04,571.587
2004-02-05,570.368
2004-02-06,580.902
2004-02-09,591.14
2004-02-10,589.046
2004-02-11,588.333
2004-02-12,587.482
2004-02-13,587.305
2004-02-16,589.875
2004-02-17,589.936
2004-02-18,593.587
2004-02-19,595.26
2004-02-20,594.161
2004-02-23,588.156
2004-02-24,588.076
2004-02-25,580.743
2004-02-26,582.916
2004-02-27,592.833
2004-03-01,594.192
2004-03-02,588.76
2004-03-03,578.445
2004-03-04,581.09
2004-03-05,577.372
2004-03-08,579.948
2004-03-09,574.568
2004-03-10,568.758
2004-03-11,561.097
2004-03-12,556.541
2004-03-15,555.729
2004-03-16,558.584
2004-03-17,562.026
2004-03-18,558.624
2004-03-19,562.224
2004-03-22,550.344
2004-03-23,552.371
2004-03-24,558.42
2004-03-25,551.998
2004-03-26,552.942
2004-03-29,548.676
2004-03-30,559.341
2004-03-31,557.939
2004-04-01,561.848
2004-04-02,566.648
2004-04-05,566.55
2004-04-06,571.039
2004-04-07,572.381
2004-04-08,570.969
2004-04-09,570.969
2004-04-12,570.951
2004-04-13,575.015
2004-04-14,559.395
2004-04-15,550.338
2004-04-16,549.515
2004-04-19,546.172
2004-04-20,547.36
2004-04-21,537.569
2004-04-22,531.463
2004-04-23,543.915
2004-04-26,533.193
2004-04-27,535.189
2004-04-28,535.714
2004-04-29,528.177
2004-04-30,528.169
2004-05-03,527.947
2004-05-04,532.957
2004-05-05,523.806
2004-05-06,526.442
2004-05-07,520.018
2004-05-10,499.569
2004-05-11,502.028
2004-05-12,506.551
2004-05-13,498.783
2004-05-14,488.198
2004-05-17,467.803
2004-05-18,471.053
2004-05-19,490.389
2004-05-20,488.697
2004-05-21,504.26
2004-05-24,512.606
2004-05-25,513.536
2004-05-26,513.503
2004-05-27,524.07
2004-05-28,526.803
2004-05-31,526.513
2004-06-01,524.007
2004-06-02,526.107
2004-06-03,514.88
2004-06-04,519.211
2004-06-07,534.881
2004-06-08,535.046
2004-06-09,532.981
2004-06-10,535.973
2004-06-11,535.908
2004-06-14,521.859
2004-06-15,520.696
2004-06-16,523.181
2004-06-17,518.821
2004-06-18,506.536
2004-06-21,506.117
2004-06-22,506.098
2004-06-23,507.12
2004-06-24,519.617
2004-06-25,519.274
2004-06-28,522.336
2004-06-29,519.715
2004-06-30,527.935
2004-07-01,527.946
2004-07-02,527.178
2004-07-05,531.792
2004-07-06,538.236
2004-07-07,541.781
2004-07-08,534.332
2004-07-09,534.82
2004-07-12,536.023
2004-07-13,530.291
2004-07-14,523.318
2004-07-15,524.632
2004-07-16,529.69
2004-07-19,533.468
2004-07-20,532.833
2004-07-21,545.364
2004-07-22,542.793
2004-07-23,545.619
2004-07-26,545.116
2004-07-27,543.853
2004-07-28,545.444
2004-07-29,538.933
2004-07-30,539.327
2004-08-02,537.612
2004-08-03,541.356
2004-08-04,539.651
2004-08-05,549.033
2004-08-06,553.0
2004-08-09,554.481
2004-08-10,553.967
2004-08-11,550.098
2004-08-12,552.991
2004-08-13,551.269
2004-08-16,545.387
2004-08-17,547.121
2004-08-18,547.329
2004-08-19,555.81
2004-08-20,556.606
2004-08-23,563.019
2004-08-24,574.817
2004-08-25,580.701
2004-08-26,581.433
2004-08-27,578.844
2004-08-30,582.27
2004-08-31,583.41
2004-09-01,590.273
2004-09-02,590.354
2004-09-03,585.806
2004-09-06,597.116
2004-09-07,600.627
2004-09-08,595.669
2004-09-09,591.555
2004-09-10,593.581
2004-09-13,599.213
2004-09-14,599.552
2004-09-15,596.427
2004-09-16,603.169
2004-09-17,600.84
2004-09-20,597.691
2004-09-21,600.027
2004-09-22,599.382
2004-09-23,595.056
2004-09-24,583.226
2004-09-27,582.741
2004-09-28,580.084
2004-09-29,580.125
2004-09-30,587.434
2004-10-01,587.49
2004-10-04,598.38
2004-10-05,598.0
2004-10-06,594.94
2004-10-07,594.873
2004-10-08,590.893
2004-10-11,591.3
2004-10-12,592.893
2004-10-13,587.93
2004-10-14,582.439
2004-10-15,584.983
2004-10-18,582.359
2004-10-19,587.349
2004-10-20,581.021
2004-10-21,579.3
2004-10-22,579.192
2004-10-25,570.517
2004-10-26,572.235
2004-10-27,573.982
2004-10-28,587.265
2004-10-29,584.611
2004-11-01,584.665
2004-11-02,593.692
2004-11-03,600.002
2004-11-04,598.874
2004-11-05,605.884
2004-11-08,606.729
2004-11-09,605.493
2004-11-10,610.483
2004-11-11,608.078
2004-11-12,617.142
2004-11-15,620.832
2004-11-16,615.209
2004-11-17,620.642
2004-11-18,623.167
2004-11-19,622.768
2004-11-22,623.996
2004-11-23,637.395
2004-11-24,639.799
2004-11-25,639.992
2004-11-26,639.516
2004-11-29,647.876
2004-11-30,645.895
2004-12-01,646.788
2004-12-02,651.31
2004-12-03,646.813
2004-12-06,648.964
2004-12-07,649.897
2004-12-08,641.241
2004-12-09,638.191
2004-12-10,634.076
2004-12-13,633.887
2004-12-14,640.453
2004-12-15,642.541
2004-12-16,641.311
2004-12-17,641.182
2004-12-20,650.528
2004-12-21,649.485
2004-12-22,648.343
2004-12-23,653.832
2004-12-24,652.262
2004-12-27,652.282
2004-12-28,655.48
2004-12-29,657.495
2004-12-30,656.171
2004-12-31,660.851
2005-01-03,659.916
2005-01-04,653.874
2005-01-05,637.364
2005-01-06,635.878
2005-01-07,627.728
2005-01-10,628.271
2005-01-11,623.694
2005-01-12,625.284
2005-01-13,629.509
2005-01-14,623.582
2005-01-17,627.7
2005-01-18,628.146
2005-01-19,628.991
2005-01-20,622.906
2005-01-21,619.47
2005-01-24,612.34
2005-01-25,623.172
2005-01-26,625.678
2005-01-27,625.528
2005-01-28,627.461
2005-01-31,630.356
2005-02-01,624.602
2005-02-02,623.578
2005-02-03,623.293
2005-02-04,625.219
2005-02-07,633.473
2005-02-08,635.522
2005-02-09,635.522
2005-02-10,635.522
2005-02-11,635.501
2005-02-14,641.614
2005-02-15,640.465
2005-02-16,642.08
2005-02-17,639.442
2005-02-18,645.053
2005-02-21,646.966
2005-02-22,644.094
2005-02-23,639.153
2005-02-24,642.752
2005-02-25,647.368
2005-02-28,648.238
2005-03-01,646.68
2005-03-02,638.929
2005-03-03,638.875
2005-03-04,633.496
2005-03-07,634.43
2005-03-08,638.158
2005-03-09,643.066
2005-03-10,639.545
2005-03-11,641.083
2005-03-14,640.151
2005-03-15,636.293
2005-03-16,642.398
2005-03-17,642.452
2005-03-18,642.869
2005-03-21,642.645
2005-03-22,639.198
2005-03-23,630.926
2005-03-24,629.477
2005-03-25,629.477
2005-03-28,629.477
2005-03-29,622.975
2005-03-30,623.483
2005-03-31,626.392
2005-04-01,626.083
2005-04-04,629.24
2005-04-05,629.216
2005-04-06,629.664
2005-04-07,632.21
2005-04-08,635.277
2005-04-11,635.622
2005-04-12,635.006
2005-04-13,641.526
2005-04-14,643.342
2005-04-15,638.425
2005-04-18,627.06
2005-04-19,632.61
2005-04-20,632.282
2005-04-21,635.629
2005-04-22,640.903
2005-04-25,642.692
2005-04-26,649.01
2005-04-27,648.559
2005-04-28,650.896
2005-04-29,651.298
2005-05-02,651.215
2005-05-03,652.186
2005-05-04,655.408
2005-05-05,659.729
2005-05-06,658.877
2005-05-09,660.668
2005-05-10,658.609
2005-05-11,654.267
2005-05-12,656.894
2005-05-13,654.393
2005-05-16,654.309
2005-05-17,647.302
2005-05-18,645.893
2005-05-19,645.932
2005-05-20,645.969
2005-05-23,645.531
2005-05-24,647.683
2005-05-25,641.253
2005-05-26,642.135
2005-05-27,649.696
2005-05-30,656.37
2005-05-31,656.274
2005-06-01,656.275
2005-06-02,653.972
2005-06-03,654.656
2005-06-06,657.201
2005-06-07,655.293
2005-06-08,659.006
2005-06-09,659.038
2005-06-10,660.078
2005-06-13,661.651
2005-06-14,661.941
2005-06-15,661.277
2005-06-16,659.407
2005-06-17,664.468
2005-06-20,664.735
2005-06-21,665.853
2005-06-22,674.143
2005-06-23,675.992
2005-06-24,680.021
2005-06-27,679.604
2005-06-28,679.81
2005-06-29,679.453
2005-06-30,680.336
2005-07-01,680.411
2005-07-04,679.684
2005-07-05,675.854
2005-07-06,676.185
2005-07-07,671.468
2005-07-08,669.086
2005-07-11,677.533
2005-07-12,678.527
2005-07-13,687.637
2005-07-14,697.306
2005-07-15,702.47
2005-07-18,710.573
2005-07-19,708.958
2005-07-20,712.876
2005-07-21,710.564
2005-07-22,722.086
2005-07-25,719.428
2005-07-26,714.202
2005-07-27,718.086
2005-07-28,720.521
2005-07-29,721.957
2005-08-01,725.789
2005-08-02,733.831
2005-08-03,737.343
2005-08-04,736.64
2005-08-05,732.867
2005-08-08,733.69
2005-08-09,726.54
2005-08-10,733.208
2005-08-11,734.112
2005-08-12,732.442
2005-08-15,731.944
2005-08-16,730.536
2005-08-17,735.332
2005-08-18,723.722
2005-08-19,718.964
2005-08-22,723.348
2005-08-23,714.387
2005-08-24,710.256
2005-08-25,710.121
2005-08-26,716.945
2005-08-29,713.0
2005-08-30,716.602
2005-08-31,717.08
2005-09-01,729.024
2005-09-02,733.718
2005-09-05,733.7
2005-09-06,731.148
2005-09-07,731.741
2005-09-08,729.225
2005-09-09,730.592
2005-09-12,731.739
2005-09-13,725.273
2005-09-14,726.005
2005-09-15,723.365
2005-09-16,718.286
2005-09-19,718.202
2005-09-20,723.864
2005-09-21,721.011
2005-09-22,718.208
2005-09-23,717.005
2005-09-26,721.561
2005-09-27,718.858
2005-09-28,720.313
2005-09-29,726.758
2005-09-30,728.157
2005-10-03,729.582
2005-10-04,731.437
2005-10-05,723.332
2005-10-06,710.858
2005-10-07,710.546
2005-10-10,710.771
2005-10-11,710.656
2005-10-12,698.63
2005-10-13,699.377
2005-10-14,693.912
2005-10-17,695.872
2005-10-18,697.338
2005-10-19,689.304
2005-10-20,688.736
2005-10-21,691.349
2005-10-24,687.067
2005-10-25,685.497
2005-10-26,684.283
2005-10-27,679.879
2005-10-28,675.196
2005-10-31,680.882
2005-11-01,690.655
2005-11-02,692.063
2005-11-03,692.808
2005-11-04,688.909
2005-11-07,679.121
