Date,HONG KONG IMI VALUE IMI (Large+Mid+Small Cap)
2010-07-12,1095.421
2010-07-13,1092.923
2010-07-14,1099.051
2010-07-15,1089.786
2010-07-16,1089.191
2010-07-19,1081.579
2010-07-20,1089.906
2010-07-21,1091.561
2010-07-22,1100.819
2010-07-23,1115.133
2010-07-26,1122.206
2010-07-27,1121.161
2010-07-28,1120.619
2010-07-29,1124.864
2010-07-30,1128.947
2010-08-02,1143.836
2010-08-03,1147.544
2010-08-04,1154.253
2010-08-05,1153.061
2010-08-06,1171.929
2010-08-09,1184.451
2010-08-10,1173.639
2010-08-11,1181.755
2010-08-12,1174.387
2010-08-13,1173.139
2010-08-16,1161.556
2010-08-17,1165.25
2010-08-18,1162.842
2010-08-19,1166.814
2010-08-20,1160.854
2010-08-23,1161.026
2010-08-24,1153.184
2010-08-25,1153.303
2010-08-26,1152.315
2010-08-27,1151.466
2010-08-30,1155.22
2010-08-31,1153.257
2010-09-01,1160.503
2010-09-02,1170.807
2010-09-03,1176.937
2010-09-06,1199.997
2010-09-07,1205.809
2010-09-08,1195.452
2010-09-09,1202.554
2010-09-10,1205.73
2010-09-13,1217.902
2010-09-14,1218.064
2010-09-15,1225.546
2010-09-16,1225.188
2010-09-17,1246.968
2010-09-20,1256.518
2010-09-21,1263.431
2010-09-22,1275.507
2010-09-23,1275.342
2010-09-24,1285.174
2010-09-27,1298.854
2010-09-28,1285.782
2010-09-29,1298.474
2010-09-30,1307.778
2010-10-01,1308.587
2010-10-04,1325.065
2010-10-05,1318.852
2010-10-06,1330.001
2010-10-07,1340.733
2010-10-08,1351.03
2010-10-11,1356.953
2010-10-12,1353.736
2010-10-13,1361.468
2010-10-14,1369.127
2010-10-15,1359.423
2010-10-18,1350.57
2010-10-19,1371.267
2010-10-20,1368.916
2010-10-21,1363.364
2010-10-22,1371.965
2010-10-25,1373.417
2010-10-26,1369.637
2010-10-27,1349.472
2010-10-28,1347.444
2010-10-29,1338.675
2010-11-01,1372.053
2010-11-02,1374.908
2010-11-03,1394.297
2010-11-04,1423.676
2010-11-05,1435.779
2010-11-08,1448.249
2010-11-09,1433.042
2010-11-10,1435.742
2010-11-11,1432.079
2010-11-12,1423.558
2010-11-15,1414.2
2010-11-16,1402.812
2010-11-17,1376.564
2010-11-18,1403.363
2010-11-19,1395.815
2010-11-22,1379.689
2010-11-23,1345.527
2010-11-24,1356.66
2010-11-25,1359.837
2010-11-26,1351.703
2010-11-29,1363.349
2010-11-30,1362.892
2010-12-01,1385.364
2010-12-02,1394.451
2010-12-03,1390.034
2010-12-06,1386.833
2010-12-07,1394.649
2010-12-08,1389.597
2010-12-09,1388.526
2010-12-10,1383.351
2010-12-13,1395.838
2010-12-14,1402.835
2010-12-15,1378.673
2010-12-16,1363.386
2010-12-17,1363.809
2010-12-20,1359.635
2010-12-21,1382.228
2010-12-22,1392.248
2010-12-23,1385.39
2010-12-24,1379.93
2010-12-27,1379.584
2010-12-28,1368.792
2010-12-29,1392.473
2010-12-30,1398.519
2010-12-31,1392.4
2011-01-03,1428.043
2011-01-04,1444.464
2011-01-05,1452.25
2011-01-06,1459.088
2011-01-07,1454.98
2011-01-10,1447.563
2011-01-11,1462.387
2011-01-12,1466.113
2011-01-13,1460.277
2011-01-14,1460.318
2011-01-17,1464.826
2011-01-18,1464.674
2011-01-19,1469.975
2011-01-20,1453.671
2011-01-21,1444.286
2011-01-24,1437.987
2011-01-25,1437.793
2011-01-26,1443.434
2011-01-27,1440.497
2011-01-28,1431.646
2011-01-31,1412.181
2011-02-01,1416.013
2011-02-02,1446.603
2011-02-03,1446.817
2011-02-04,1446.622
2011-02-07,1430.409
2011-02-08,1412.031
2011-02-09,1387.758
2011-02-10,1359.638
2011-02-11,1358.357
2011-02-14,1369.004
2011-02-15,1356.513
2011-02-16,1364.258
2011-02-17,1364.723
2011-02-18,1377.843
2011-02-21,1375.018
2011-02-22,1347.968
2011-02-23,1337.026
2011-02-24,1319.021
2011-02-25,1337.619
2011-02-28,1347.456
2011-03-01,1371.874
2011-03-02,1351.446
2011-03-03,1355.575
2011-03-04,1371.317
2011-03-07,1364.172
2011-03-08,1381.729
2011-03-09,1388.731
2011-03-10,1380.09
2011-03-11,1364.391
2011-03-14,1364.656
2011-03-15,1327.554
2011-03-16,1327.857
2011-03-17,1300.639
2011-03-18,1305.408
2011-03-21,1329.042
2011-03-22,1335.525
2011-03-23,1346.233
2011-03-24,1345.569
2011-03-25,1353.324
2011-03-28,1354.267
2011-03-29,1354.782
2011-03-30,1380.607
2011-03-31,1383.358
2011-04-01,1386.993
2011-04-04,1409.403
2011-04-05,1409.63
2011-04-06,1420.609
2011-04-07,1419.496
2011-04-08,1429.031
2011-04-11,1423.927
2011-04-12,1412.268
2011-04-13,1420.494
2011-04-14,1422.111
2011-04-15,1422.28
2011-04-18,1417.701
2011-04-19,1400.855
2011-04-20,1406.471
2011-04-21,1414.325
2011-04-22,1414.325
2011-04-25,1413.47
2011-04-26,1402.521
2011-04-27,1404.18
2011-04-28,1403.872
2011-04-29,1401.109
2011-05-02,1401.46
2011-05-03,1401.026
2011-05-04,1385.908
2011-05-05,1383.392
2011-05-06,1383.517
2011-05-09,1394.325
2011-05-10,1394.549
2011-05-11,1393.651
2011-05-12,1381.025
2011-05-13,1400.849
2011-05-16,1386.347
2011-05-17,1380.762
2011-05-18,1385.551
2011-05-19,1399.806
2011-05-20,1401.836
2011-05-23,1379.654
2011-05-24,1382.14
2011-05-25,1380.734
2011-05-26,1382.105
2011-05-27,1392.87
2011-05-30,1395.436
2011-05-31,1422.934
2011-06-01,1423.626
2011-06-02,1410.965
2011-06-03,1397.316
2011-06-06,1397.091
2011-06-07,1392.515
2011-06-08,1383.299
2011-06-09,1382.977
2011-06-10,1369.315
2011-06-13,1368.413
2011-06-14,1373.495
2011-06-15,1372.029
2011-06-16,1358.511
2011-06-17,1344.591
2011-06-20,1325.258
2011-06-21,1334.253
2011-06-22,1333.017
2011-06-23,1332.109
2011-06-24,1350.063
2011-06-27,1342.826
2011-06-28,1344.026
2011-06-29,1351.387
2011-06-30,1372.843
2011-07-01,1372.781
2011-07-04,1386.49
2011-07-05,1385.862
2011-07-06,1381.721
2011-07-07,1378.566
2011-07-08,1388.794
2011-07-11,1371.452
2011-07-12,1346.517
2011-07-13,1354.443
2011-07-14,1354.906
2011-07-15,1350.456
2011-07-18,1346.648
2011-07-19,1350.176
2011-07-20,1357.784
2011-07-21,1358.585
2011-07-22,1376.053
2011-07-25,1372.16
2011-07-26,1384.97
2011-07-27,1387.718
2011-07-28,1395.69
2011-07-29,1393.983
2011-08-01,1403.426
2011-08-02,1396.314
2011-08-03,1375.517
2011-08-04,1366.368
2011-08-05,1308.081
2011-08-08,1274.973
2011-08-09,1229.861
2011-08-10,1246.423
2011-08-11,1242.831
2011-08-12,1245.746
2011-08-15,1261.594
2011-08-16,1263.273
2011-08-17,1274.971
2011-08-18,1267.165
2011-08-19,1235.011
2011-08-22,1238.911
2011-08-23,1260.119
2011-08-24,1253.618
2011-08-25,1268.274
2011-08-26,1258.459
2011-08-29,1265.457
2011-08-30,1278.912
2011-08-31,1300.39
2011-09-01,1304.078
2011-09-02,1287.82
2011-09-05,1258.736
2011-09-06,1257.511
2011-09-07,1275.234
2011-09-08,1270.738
2011-09-09,1268.397
2011-09-12,1231.617
2011-09-13,1231.144
2011-09-14,1218.038
2011-09-15,1226.992
2011-09-16,1229.373
2011-09-19,1202.016
2011-09-20,1207.311
2011-09-21,1201.22
2011-09-22,1156.636
2011-09-23,1137.667
2011-09-26,1108.33
2011-09-27,1135.0
2011-09-28,1115.268
2011-09-29,1115.826
2011-09-30,1095.092
2011-10-03,1056.428
2011-10-04,1026.902
2011-10-05,1027.245
2011-10-06,1074.504
2011-10-07,1113.698
2011-10-10,1115.534
2011-10-11,1132.639
2011-10-12,1148.059
2011-10-13,1172.528
2011-10-14,1162.597
2011-10-17,1184.451
2011-10-18,1135.009
2011-10-19,1151.14
2011-10-20,1132.19
2011-10-21,1139.383
2011-10-24,1172.426
2011-10-25,1178.08
2011-10-26,1177.241
2011-10-27,1201.276
2011-10-28,1219.514
2011-10-31,1208.642
2011-11-01,1190.224
2011-11-02,1203.838
2011-11-03,1181.014
2011-11-04,1202.022
2011-11-07,1203.149
2011-11-08,1202.244
2011-11-09,1217.606
2011-11-10,1172.452
2011-11-11,1179.188
2011-11-14,1189.417
2011-11-15,1184.804
2011-11-16,1166.225
2011-11-17,1158.125
2011-11-18,1148.722
2011-11-21,1134.875
2011-11-22,1139.693
2011-11-23,1125.466
2011-11-24,1125.788
2011-11-25,1115.406
2011-11-28,1130.928
2011-11-29,1137.602
2011-11-30,1126.253
2011-12-01,1170.516
2011-12-02,1163.446
2011-12-05,1168.241
2011-12-06,1153.059
2011-12-07,1168.122
2011-12-08,1164.114
2011-12-09,1138.853
2011-12-12,1137.566
2011-12-13,1128.769
2011-12-14,1131.385
2011-12-15,1114.031
2011-12-16,1131.603
2011-12-19,1120.763
2011-12-20,1122.72
2011-12-21,1134.391
2011-12-22,1136.041
2011-12-23,1149.052
2011-12-26,1149.052
2011-12-27,1149.059
2011-12-28,1147.254
2011-12-29,1145.453
2011-12-30,1147.522
2012-01-02,1147.522
2012-01-03,1162.836
2012-01-04,1167.157
2012-01-05,1164.807
2012-01-06,1154.698
2012-01-09,1160.484
2012-01-10,1171.913
2012-01-11,1175.015
2012-01-12,1179.995
2012-01-13,1184.455
2012-01-16,1173.013
2012-01-17,1200.715
2012-01-18,1200.881
2012-01-19,1230.359
2012-01-20,1238.826
2012-01-23,1239.002
2012-01-24,1239.058
2012-01-25,1238.715
2012-01-26,1255.473
2012-01-27,1255.74
2012-01-30,1244.322
2012-01-31,1257.232
2012-02-01,1254.229
2012-02-02,1265.375
2012-02-03,1274.971
2012-02-06,1277.916
2012-02-07,1279.16
2012-02-08,1299.584
2012-02-09,1303.359
2012-02-10,1296.032
2012-02-13,1301.216
2012-02-14,1314.249
2012-02-15,1344.725
2012-02-16,1342.937
2012-02-17,1357.83
2012-02-20,1356.079
2012-02-21,1357.259
2012-02-22,1357.602
2012-02-23,1350.473
2012-02-24,1354.178
2012-02-27,1340.201
2012-02-28,1367.445
2012-02-29,1374.454
2012-03-01,1363.878
2012-03-02,1370.527
2012-03-05,1360.135
2012-03-06,1330.847
2012-03-07,1323.408
2012-03-08,1344.688
2012-03-09,1346.954
2012-03-12,1353.664
2012-03-13,1365.076
2012-03-14,1364.41
2012-03-15,1361.429
2012-03-16,1359.384
2012-03-19,1343.812
2012-03-20,1335.751
2012-03-21,1321.919
2012-03-22,1323.017
2012-03-23,1301.225
2012-03-26,1316.53
2012-03-27,1341.034
2012-03-28,1336.294
2012-03-29,1323.016
2012-03-30,1298.934
2012-04-02,1301.082
2012-04-03,1314.477
2012-04-04,1314.35
2012-04-05,1306.261
2012-04-06,1306.261
2012-04-09,1306.076
2012-04-10,1290.336
2012-04-11,1279.395
2012-04-12,1288.118
2012-04-13,1303.773
2012-04-16,1301.952
2012-04-17,1298.301
2012-04-18,1310.256
2012-04-19,1314.264
2012-04-20,1314.685
2012-04-23,1297.839
2012-04-24,1302.425
2012-04-25,1303.998
2012-04-26,1313.76
2012-04-27,1308.981
2012-04-30,1323.375
2012-05-01,1323.341
2012-05-02,1340.085
2012-05-03,1334.636
2012-05-04,1327.912
2012-05-07,1298.294
2012-05-08,1299.166
2012-05-09,1284.021
2012-05-10,1278.087
2012-05-11,1263.674
2012-05-14,1251.538
2012-05-15,1260.211
2012-05-16,1228.085
2012-05-17,1221.993
2012-05-18,1213.055
2012-05-21,1214.564
2012-05-22,1224.073
2012-05-23,1206.934
2012-05-24,1203.283
2012-05-25,1206.984
2012-05-28,1213.308
2012-05-29,1229.655
2012-05-30,1211.017
2012-05-31,1201.841
2012-06-01,1203.135
2012-06-04,1177.118
2012-06-05,1179.484
2012-06-06,1196.183
2012-06-07,1206.974
2012-06-08,1196.224
2012-06-11,1222.06
2012-06-12,1224.49
2012-06-13,1224.194
2012-06-14,1214.274
2012-06-15,1238.097
2012-06-18,1246.071
2012-06-19,1248.074
2012-06-20,1253.49
2012-06-21,1244.087
2012-06-22,1234.744
2012-06-25,1231.631
2012-06-26,1237.453
2012-06-27,1250.88
2012-06-28,1242.912
2012-06-29,1261.788
2012-07-02,1261.65
2012-07-03,1279.582
2012-07-04,1294.934
2012-07-05,1305.213
2012-07-06,1314.99
2012-07-09,1295.177
2012-07-10,1286.938
2012-07-11,1297.24
2012-07-12,1276.639
2012-07-13,1282.023
2012-07-16,1283.375
2012-07-17,1308.247
2012-07-18,1301.101
2012-07-19,1315.135
2012-07-20,1317.578
2012-07-23,1295.765
2012-07-24,1285.201
2012-07-25,1278.092
2012-07-26,1274.98
2012-07-27,1293.937
2012-07-30,1312.024
2012-07-31,1319.937
2012-08-01,1324.25
2012-08-02,1323.468
2012-08-03,1319.195
2012-08-06,1341.103
2012-08-07,1351.032
2012-08-08,1347.349
2012-08-09,1364.663
2012-08-10,1354.323
2012-08-13,1358.149
2012-08-14,1367.437
2012-08-15,1352.585
2012-08-16,1349.055
2012-08-17,1359.997
2012-08-20,1356.908
2012-08-21,1358.224
2012-08-22,1347.846
2012-08-23,1364.723
2012-08-24,1352.323
2012-08-27,1351.678
2012-08-28,1346.849
2012-08-29,1347.994
2012-08-30,1328.94
2012-08-31,1335.703
2012-09-03,1343.961
2012-09-04,1338.033
2012-09-05,1325.524
2012-09-06,1324.448
2012-09-07,1360.215
2012-09-10,1370.094
2012-09-11,1377.509
2012-09-12,1397.132
2012-09-13,1398.91
2012-09-14,1431.813
2012-09-17,1435.544
2012-09-18,1435.625
2012-09-19,1447.78
2012-09-20,1429.464
2012-09-21,1432.69
2012-09-24,1438.631
2012-09-25,1438.835
2012-09-26,1434.902
2012-09-27,1445.343
2012-09-28,1453.75
2012-10-01,1453.581
2012-10-02,1453.431
2012-10-03,1469.841
2012-10-04,1467.54
2012-10-05,1467.976
2012-10-08,1461.883
2012-10-09,1464.041
2012-10-10,1461.031
2012-10-11,1440.57
2012-10-12,1443.417
2012-10-15,1447.556
2012-10-16,1454.073
2012-10-17,1457.954
2012-10-18,1460.114
2012-10-19,1455.752
2012-10-22,1466.768
2012-10-23,1466.768
2012-10-24,1490.119
2012-10-25,1490.552
2012-10-26,1473.967
2012-10-29,1439.809
2012-10-30,1436.376
2012-10-31,1451.353
2012-11-01,1463.134
2012-11-02,1479.197
2012-11-05,1480.069
2012-11-06,1480.224
2012-11-07,1489.461
2012-11-08,1462.687
2012-11-09,1456.451
2012-11-12,1460.786
2012-11-13,1446.776
2012-11-14,1458.948
2012-11-15,1450.439
2012-11-16,1451.803
2012-11-19,1460.465
2012-11-20,1460.788
2012-11-21,1467.765
2012-11-22,1482.905
2012-11-23,1494.363
2012-11-26,1493.374
2012-11-27,1492.762
2012-11-28,1489.014
2012-11-29,1502.211
2012-11-30,1501.198
2012-12-03,1492.893
2012-12-04,1490.318
2012-12-05,1513.022
2012-12-06,1515.622
2012-12-07,1511.776
2012-12-10,1511.67
2012-12-11,1509.678
2012-12-12,1518.651
2012-12-13,1511.774
2012-12-14,1520.263
2012-12-17,1512.438
2012-12-18,1509.237
2012-12-19,1516.707
2012-12-20,1517.026
2012-12-21,1512.376
2012-12-24,1514.029
2012-12-25,1514.029
2012-12-26,1514.058
2012-12-27,1519.196
2012-12-28,1518.965
2012-12-31,1518.663
2013-01-01,1518.663
2013-01-02,1547.24
2013-01-03,1545.204
2013-01-04,1552.043
2013-01-07,1565.01
2013-01-08,1557.974
2013-01-09,1579.048
2013-01-10,1593.278
2013-01-11,1586.79
2013-01-14,1596.92
2013-01-15,1600.829
2013-01-16,1607.971
2013-01-17,1607.541
2013-01-18,1620.71
2013-01-21,1625.624
2013-01-22,1625.786
2013-01-23,1622.067
2013-01-24,1633.147
2013-01-25,1631.295
2013-01-28,1629.696
2013-01-29,1629.019
2013-01-30,1630.46
2013-01-31,1624.391
2013-02-01,1622.731
2013-02-04,1625.933
2013-02-05,1590.852
2013-02-06,1603.507
2013-02-07,1601.835
2013-02-08,1606.4
2013-02-11,1606.244
2013-02-12,1606.348
2013-02-13,1606.213
2013-02-14,1616.923
2013-02-15,1619.876
2013-02-18,1617.609
2013-02-19,1607.52
2013-02-20,1614.859
2013-02-21,1589.936
2013-02-22,1583.365
2013-02-25,1577.882
2013-02-26,1560.879
2013-02-27,1570.065
2013-02-28,1594.173
2013-03-01,1592.547
2013-03-04,1566.046
2013-03-05,1569.073
2013-03-06,1581.941
2013-03-07,1588.135
2013-03-08,1595.761
2013-03-11,1598.209
2013-03-12,1583.661
2013-03-13,1565.745
2013-03-14,1561.052
2013-03-15,1535.654
2013-03-18,1515.903
2013-03-19,1520.005
2013-03-20,1520.78
2013-03-21,1521.607
2013-03-22,1517.574
2013-03-25,1519.739
2013-03-26,1530.658
2013-03-27,1539.523
2013-03-28,1537.121
2013-03-29,1537.121
2013-04-01,1536.923
2013-04-02,1548.885
2013-04-03,1547.833
2013-04-04,1547.584
2013-04-05,1513.752
2013-04-08,1507.429
2013-04-09,1512.688
2013-04-10,1532.669
2013-04-11,1537.619
2013-04-12,1542.7
2013-04-15,1533.181
2013-04-16,1533.78
2013-04-17,1532.535
2013-04-18,1526.825
2013-04-19,1549.566
2013-04-22,1558.008
2013-04-23,1551.551
2013-04-24,1576.386
2013-04-25,1579.344
2013-04-26,1580.933
2013-04-29,1581.346
2013-04-30,1589.707
2013-05-01,1589.841
2013-05-02,1584.018
2013-05-03,1593.151
2013-05-06,1605.764
2013-05-07,1607.171
2013-05-08,1610.583
2013-05-09,1609.615
2013-05-10,1615.829
2013-05-13,1597.054
2013-05-14,1593.47
2013-05-15,1596.198
2013-05-16,1600.825
2013-05-17,1601.021
2013-05-20,1622.899
2013-05-21,1616.682
2013-05-22,1614.147
2013-05-23,1583.611
2013-05-24,1582.74
2013-05-27,1588.703
2013-05-28,1597.893
2013-05-29,1566.249
2013-05-30,1546.644
2013-05-31,1541.063
2013-06-03,1526.824
2013-06-04,1531.555
2013-06-05,1501.43
2013-06-06,1484.45
2013-06-07,1471.974
2013-06-10,1472.462
2013-06-11,1448.228
2013-06-12,1448.116
2013-06-13,1437.486
2013-06-14,1452.352
2013-06-17,1486.954
2013-06-18,1488.371
2013-06-19,1474.471
2013-06-20,1434.217
2013-06-21,1418.2
2013-06-24,1399.372
2013-06-25,1403.982
2013-06-26,1429.802
2013-06-27,1437.472
2013-06-28,1455.876
2013-07-01,1456.054
2013-07-02,1457.544
2013-07-03,1427.668
2013-07-04,1439.858
2013-07-05,1461.17
2013-07-08,1440.714
2013-07-09,1450.535
2013-07-10,1463.415
2013-07-11,1487.89
2013-07-12,1483.022
2013-07-15,1482.749
2013-07-16,1478.152
2013-07-17,1480.393
2013-07-18,1474.249
2013-07-19,1472.823
2013-07-22,1475.219
2013-07-23,1499.593
2013-07-24,1506.384
2013-07-25,1504.354
2013-07-26,1505.086
2013-07-29,1500.924
2013-07-30,1499.738
2013-07-31,1494.669
2013-08-01,1511.46
2013-08-02,1530.871
2013-08-05,1536.641
2013-08-06,1523.888
2013-08-07,1513.396
2013-08-08,1515.893
2013-08-09,1523.081
2013-08-12,1540.291
2013-08-13,1554.199
2013-08-14,1554.219
2013-08-15,1549.049
2013-08-16,1547.671
2013-08-19,1541.142
2013-08-20,1509.875
2013-08-21,1494.752
2013-08-22,1490.857
2013-08-23,1493.609
2013-08-26,1502.619
2013-08-27,1493.619
2013-08-28,1473.688
2013-08-29,1483.938
2013-08-30,1491.909
2013-09-02,1514.013
2013-09-03,1523.387
2013-09-04,1519.312
2013-09-05,1534.071
2013-09-06,1532.95
2013-09-09,1535.227
2013-09-10,1537.163
2013-09-11,1538.776
2013-09-12,1537.275
2013-09-13,1531.147
2013-09-16,1545.397
2013-09-17,1549.845
2013-09-18,1558.166
2013-09-19,1593.803
2013-09-20,1593.937
2013-09-23,1579.308
2013-09-24,1568.26
2013-09-25,1570.73
2013-09-26,1569.544
2013-09-27,1576.721
2013-09-30,1563.662
2013-10-01,1563.954
2013-10-02,1578.732
2013-10-03,1584.605
2013-10-04,1579.387
2013-10-07,1573.373
2013-10-08,1580.156
2013-10-09,1569.936
2013-10-10,1567.453
2013-10-11,1579.723
2013-10-14,1579.672
2013-10-15,1573.166
2013-10-16,1569.681
2013-10-17,1566.957
2013-10-18,1572.277
2013-10-21,1568.306
2013-10-22,1570.527
2013-10-23,1567.414
2013-10-24,1554.158
2013-10-25,1548.394
2013-10-28,1554.935
2013-10-29,1551.991
2013-10-30,1572.003
2013-10-31,1564.53
2013-11-01,1566.674
2013-11-04,1569.93
2013-11-05,1555.575
2013-11-06,1555.502
2013-11-07,1548.005
2013-11-08,1544.128
2013-11-11,1550.71
2013-11-12,1542.02
2013-11-13,1531.1
2013-11-14,1536.627
2013-11-15,1549.46
2013-11-18,1569.804
2013-11-19,1566.588
2013-11-20,1575.202
2013-11-21,1568.866
2013-11-22,1572.094
2013-11-25,1568.97
2013-11-26,1575.186
2013-11-27,1575.902
2013-11-28,1574.065
2013-11-29,1574.956
2013-12-02,1582.898
2013-12-03,1578.647
2013-12-04,1572.71
2013-12-05,1565.101
2013-12-06,1559.569
2013-12-09,1561.547
2013-12-10,1559.434
2013-12-11,1536.395
2013-12-12,1537.607
2013-12-13,1535.75
2013-12-16,1534.445
2013-12-17,1531.068
2013-12-18,1538.669
2013-12-19,1525.651
2013-12-20,1533.343
2013-12-23,1537.249
2013-12-24,1548.522
2013-12-25,1548.522
2013-12-26,1548.382
2013-12-27,1549.082
2013-12-30,1550.647
2013-12-31,1554.888
2014-01-01,1554.888
2014-01-02,1556.699
2014-01-03,1532.645
2014-01-06,1527.401
2014-01-07,1524.817
2014-01-08,1530.904
2014-01-09,1523.151
2014-01-10,1533.188
2014-01-13,1529.747
2014-01-14,1525.884
2014-01-15,1525.742
2014-01-16,1528.342
2014-01-17,1540.206
2014-01-20,1527.657
2014-01-21,1532.901
2014-01-22,1537.318
2014-01-23,1524.92
2014-01-24,1507.646
2014-01-27,1483.609
2014-01-28,1481.696
2014-01-29,1476.175
2014-01-30,1466.896
2014-01-31,1466.934
2014-02-03,1467.019
2014-02-04,1452.109
2014-02-05,1442.262
2014-02-06,1449.034
2014-02-07,1462.921
2014-02-10,1464.692
2014-02-11,1478.523
2014-02-12,1495.532
2014-02-13,1492.669
2014-02-14,1500.009
2014-02-17,1499.768
2014-02-18,1504.115
2014-02-19,1514.104
2014-02-20,1504.253
2014-02-21,1517.016
2014-02-24,1506.32
2014-02-25,1509.008
2014-02-26,1509.369
2014-02-27,1526.761
2014-02-28,1530.52
2014-03-03,1522.012
2014-03-04,1529.033
2014-03-05,1525.215
2014-03-06,1531.817
2014-03-07,1533.24
2014-03-10,1518.333
2014-03-11,1526.55
2014-03-12,1508.382
2014-03-13,1506.433
2014-03-14,1485.817
2014-03-17,1484.559
2014-03-18,1492.19
2014-03-19,1496.487
2014-03-20,1473.665
2014-03-21,1487.771
2014-03-24,1494.081
2014-03-25,1500.284
2014-03-26,1507.865
2014-03-27,1512.942
2014-03-28,1518.371
2014-03-31,1530.288
2014-04-01,1546.346
2014-04-02,1568.463
2014-04-03,1575.434
2014-04-04,1577.568
2014-04-07,1570.771
2014-04-08,1573.357
2014-04-09,1585.842
2014-04-10,1592.113
2014-04-11,1601.659
2014-04-14,1607.983
2014-04-15,1596.175
2014-04-16,1590.079
2014-04-17,1598.445
2014-04-18,1598.445
2014-04-21,1598.527
2014-04-22,1597.662
2014-04-23,1588.071
2014-04-24,1589.979
2014-04-25,1568.077
2014-04-28,1573.798
2014-04-29,1588.293
2014-04-30,1572.589
2014-05-01,1572.549
2014-05-02,1581.93
2014-05-05,1568.731
2014-05-06,1568.772
2014-05-07,1559.787
2014-05-08,1555.104
2014-05-09,1560.976
2014-05-12,1589.321
2014-05-13,1601.046
2014-05-14,1610.656
2014-05-15,1617.973
2014-05-16,1616.825
2014-05-19,1614.814
2014-05-20,1618.608
2014-05-21,1623.733
2014-05-22,1624.761
2014-05-23,1628.903
2014-05-26,1630.97
2014-05-27,1635.253
2014-05-28,1639.899
2014-05-29,1648.05
2014-05-30,1655.708
2014-06-02,1655.516
2014-06-03,1670.416
2014-06-04,1666.395
2014-06-05,1666.662
2014-06-06,1658.108
2014-06-09,1665.535
2014-06-10,1668.132
2014-06-11,1659.752
2014-06-12,1657.273
2014-06-13,1668.15
2014-06-16,1665.792
2014-06-17,1660.949
2014-06-18,1659.998
2014-06-19,1665.94
2014-06-20,1658.752
2014-06-23,1636.984
2014-06-24,1641.888
2014-06-25,1647.036
2014-06-26,1666.918
2014-06-27,1674.089
2014-06-30,1667.883
2014-07-01,1667.948
2014-07-02,1695.103
2014-07-03,1696.515
2014-07-04,1690.105
2014-07-07,1693.025
2014-07-08,1694.734
2014-07-09,1676.445
2014-07-10,1684.572
2014-07-11,1685.636
2014-07-14,1682.352
2014-07-15,1686.787
2014-07-16,1693.619
2014-07-17,1689.954
2014-07-18,1690.535
2014-07-21,1687.814
2014-07-22,1700.426
2014-07-23,1711.783
2014-07-24,1722.542
2014-07-25,1721.038
2014-07-28,1719.464
2014-07-29,1736.159
2014-07-30,1758.728
2014-07-31,1765.085
2014-08-01,1739.217
2014-08-04,1739.945
2014-08-05,1732.99
2014-08-06,1731.664
2014-08-07,1737.5
2014-08-08,1731.15
2014-08-11,1747.671
2014-08-12,1751.875
2014-08-13,1760.277
2014-08-14,1758.283
2014-08-15,1760.538
2014-08-18,1761.618
2014-08-19,1785.973
2014-08-20,1808.063
2014-08-21,1797.841
2014-08-22,1799.716
2014-08-25,1807.501
2014-08-26,1802.261
2014-08-27,1798.124
2014-08-28,1784.276
2014-08-29,1776.516
2014-09-01,1782.846
2014-09-02,1787.532
2014-09-03,1816.806
2014-09-04,1814.39
2014-09-05,1809.702
2014-09-08,1806.397
2014-09-09,1806.374
2014-09-10,1790.538
2014-09-11,1790.877
2014-09-12,1783.502
2014-09-15,1769.398
2014-09-16,1764.171
2014-09-17,1767.809
2014-09-18,1757.887
2014-09-19,1753.028
2014-09-22,1739.254
2014-09-23,1738.048
2014-09-24,1739.577
2014-09-25,1735.346
2014-09-26,1733.832
2014-09-29,1685.544
2014-09-30,1673.684
2014-10-01,1673.652
2014-10-02,1674.309
2014-10-03,1678.776
2014-10-06,1700.535
2014-10-07,1715.903
2014-10-08,1701.853
2014-10-09,1718.231
2014-10-10,1699.064
2014-10-13,1710.608
2014-10-14,1708.012
2014-10-15,1716.009
2014-10-16,1701.726
2014-10-17,1705.834
2014-10-20,1703.998
2014-10-21,1709.123
2014-10-22,1730.538
2014-10-23,1729.853
2014-10-24,1728.069
2014-10-27,1718.467
2014-10-28,1734.102
2014-10-29,1744.0
2014-10-30,1743.331
2014-10-31,1756.954
2014-11-03,1756.822
2014-11-04,1749.596
2014-11-05,1741.93
2014-11-06,1738.508
2014-11-07,1732.082
2014-11-10,1750.92
2014-11-11,1758.57
2014-11-12,1764.839
2014-11-13,1774.777
2014-11-14,1785.362
2014-11-17,1778.222
2014-11-18,1762.473
2014-11-19,1753.826
2014-11-20,1754.098
2014-11-21,1755.195
2014-11-24,1775.013
2014-11-25,1779.511
2014-11-26,1794.287
2014-11-27,1783.946
2014-11-28,1784.5
2014-12-01,1753.755
2014-12-02,1764.505
2014-12-03,1756.467
2014-12-04,1756.332
2014-12-05,1767.57
2014-12-08,1753.469
2014-12-09,1736.282
2014-12-10,1743.075
2014-12-11,1734.227
2014-12-12,1736.043
2014-12-15,1722.235
2014-12-16,1702.659
2014-12-17,1689.319
2014-12-18,1701.838
2014-12-19,1711.592
2014-12-22,1725.977
2014-12-23,1723.645
2014-12-24,1734.744
