Date,CANADA MID VALUE Mid Cap
2001-06-22,323.547
2001-06-25,323.454
2001-06-26,323.771
2001-06-27,326.675
2001-06-28,327.735
2001-06-29,333.57
2001-07-02,334.076
2001-07-03,335.747
2001-07-04,334.868
2001-07-05,332.903
2001-07-06,331.645
2001-07-09,331.629
2001-07-10,330.874
2001-07-11,331.114
2001-07-12,331.036
2001-07-13,331.685
2001-07-16,329.005
2001-07-17,329.777
2001-07-18,331.974
2001-07-19,329.469
2001-07-20,328.532
2001-07-23,326.141
2001-07-24,326.021
2001-07-25,327.639
2001-07-26,325.835
2001-07-27,329.747
2001-07-30,330.681
2001-07-31,331.905
2001-08-01,333.376
2001-08-02,336.541
2001-08-03,337.232
2001-08-06,339.065
2001-08-07,338.323
2001-08-08,337.519
2001-08-09,338.517
2001-08-10,335.194
2001-08-13,335.988
2001-08-14,333.955
2001-08-15,335.334
2001-08-16,338.379
2001-08-17,336.964
2001-08-20,334.947
2001-08-21,337.208
2001-08-22,337.976
2001-08-23,338.033
2001-08-24,341.234
2001-08-27,340.709
2001-08-28,339.209
2001-08-29,337.543
2001-08-30,334.453
2001-08-31,333.29
2001-09-03,332.968
2001-09-04,334.532
2001-09-05,334.624
2001-09-06,330.409
2001-09-07,324.742
2001-09-10,323.141
2001-09-11,308.049
2001-09-12,310.618
2001-09-13,315.087
2001-09-14,304.11
2001-09-17,309.194
2001-09-18,307.328
2001-09-19,301.976
2001-09-20,294.08
2001-09-21,292.232
2001-09-24,295.76
2001-09-25,297.281
2001-09-26,296.092
2001-09-27,294.701
2001-09-28,301.414
2001-10-01,303.651
2001-10-02,304.688
2001-10-03,303.175
2001-10-04,303.054
2001-10-05,305.532
2001-10-08,305.952
2001-10-09,302.524
2001-10-10,302.435
2001-10-11,310.021
2001-10-12,308.212
2001-10-15,306.357
2001-10-16,309.726
2001-10-17,305.406
2001-10-18,301.161
2001-10-19,301.297
2001-10-22,298.595
2001-10-23,301.181
2001-10-24,301.868
2001-10-25,300.222
2001-10-26,300.422
2001-10-29,298.06
2001-10-30,295.058
2001-10-31,293.844
2001-11-01,293.023
2001-11-02,295.737
2001-11-05,298.014
2001-11-06,298.974
2001-11-07,300.933
2001-11-08,298.826
2001-11-09,298.53
2001-11-12,299.366
2001-11-13,306.168
2001-11-14,307.996
2001-11-15,309.854
2001-11-16,310.713
2001-11-19,312.633
2001-11-20,311.274
2001-11-21,308.721
2001-11-22,309.005
2001-11-23,311.3
2001-11-26,313.144
2001-11-27,313.938
2001-11-28,312.196
2001-11-29,313.964
2001-11-30,314.436
2001-12-03,313.601
2001-12-04,314.165
2001-12-05,320.155
2001-12-06,317.881
2001-12-07,319.81
2001-12-10,316.042
2001-12-11,312.087
2001-12-12,316.817
2001-12-13,315.448
2001-12-14,315.348
2001-12-17,319.575
2001-12-18,322.08
2001-12-19,317.59
2001-12-20,318.678
2001-12-21,318.107
2001-12-24,317.054
2001-12-25,317.054
2001-12-26,316.975
2001-12-27,320.409
2001-12-28,320.05
2001-12-31,321.755
2002-01-01,321.755
2002-01-02,320.289
2002-01-03,324.53
2002-01-04,326.726
2002-01-07,328.578
2002-01-08,323.64
2002-01-09,325.467
2002-01-10,323.925
2002-01-11,323.829
2002-01-14,321.166
2002-01-15,323.314
2002-01-16,322.978
2002-01-17,319.304
2002-01-18,317.319
2002-01-21,315.302
2002-01-22,318.091
2002-01-23,319.099
2002-01-24,321.293
2002-01-25,320.525
2002-01-28,319.154
2002-01-29,322.938
2002-01-30,320.39
2002-01-31,324.931
2002-02-01,326.572
2002-02-04,324.385
2002-02-05,323.103
2002-02-06,320.441
2002-02-07,320.402
2002-02-08,322.352
2002-02-11,324.653
2002-02-12,324.078
2002-02-13,327.425
2002-02-14,329.501
2002-02-15,328.39
2002-02-18,327.658
2002-02-19,326.432
2002-02-20,325.416
2002-02-21,326.538
2002-02-22,326.45
2002-02-25,328.736
2002-02-26,328.841
2002-02-27,331.119
2002-02-28,332.344
2002-03-01,336.039
2002-03-04,343.921
2002-03-05,340.39
2002-03-06,345.097
2002-03-07,345.656
2002-03-08,343.081
2002-03-11,342.135
2002-03-12,342.372
2002-03-13,341.043
2002-03-14,340.017
2002-03-15,344.739
2002-03-18,348.17
2002-03-19,351.331
2002-03-20,351.675
2002-03-21,347.641
2002-03-22,351.364
2002-03-25,347.931
2002-03-26,348.602
2002-03-27,353.221
2002-03-28,349.834
2002-03-29,349.834
2002-04-01,349.178
2002-04-02,350.268
2002-04-03,348.027
2002-04-04,345.261
2002-04-05,348.795
2002-04-08,349.209
2002-04-09,350.5
2002-04-10,357.112
2002-04-11,355.94
2002-04-12,357.353
2002-04-15,358.078
2002-04-16,363.535
2002-04-17,366.034
2002-04-18,363.033
2002-04-19,364.594
2002-04-22,361.862
2002-04-23,358.459
2002-04-24,357.045
2002-04-25,356.997
2002-04-26,357.673
2002-04-29,354.964
2002-04-30,356.928
2002-05-01,360.09
2002-05-02,360.703
2002-05-03,360.633
2002-05-06,360.562
2002-05-07,359.653
2002-05-08,363.593
2002-05-09,361.06
2002-05-10,361.949
2002-05-13,365.599
2002-05-14,367.489
2002-05-15,367.297
2002-05-16,369.22
2002-05-17,371.395
2002-05-20,371.816
2002-05-21,373.069
2002-05-22,372.928
2002-05-23,376.492
2002-05-24,375.25
2002-05-27,374.031
2002-05-28,376.458
2002-05-29,372.591
2002-05-30,370.672
2002-05-31,376.843
2002-06-03,374.523
2002-06-04,375.512
2002-06-05,374.398
2002-06-06,377.145
2002-06-07,373.453
2002-06-10,369.108
2002-06-11,366.82
2002-06-12,365.308
2002-06-13,363.645
2002-06-14,358.284
2002-06-17,361.13
2002-06-18,360.906
2002-06-19,358.552
2002-06-20,359.767
2002-06-21,355.565
2002-06-24,360.298
2002-06-25,360.042
2002-06-26,356.032
2002-06-27,358.313
2002-06-28,358.481
2002-07-01,359.072
2002-07-02,353.933
2002-07-03,353.364
2002-07-04,352.89
2002-07-05,356.487
2002-07-08,357.577
2002-07-09,356.083
2002-07-10,349.841
2002-07-11,346.347
2002-07-12,341.446
2002-07-15,331.223
2002-07-16,335.19
2002-07-17,333.148
2002-07-18,332.297
2002-07-19,326.649
2002-07-22,315.295
2002-07-23,299.274
2002-07-24,308.458
2002-07-25,304.826
2002-07-26,305.391
2002-07-29,314.482
2002-07-30,316.004
2002-07-31,315.406
2002-08-01,312.861
2002-08-02,309.44
2002-08-05,308.325
2002-08-06,308.282
2002-08-07,308.218
2002-08-08,315.112
2002-08-09,319.8
2002-08-12,316.363
2002-08-13,317.956
2002-08-14,320.87
2002-08-15,322.56
2002-08-16,321.413
2002-08-19,325.305
2002-08-20,323.473
2002-08-21,327.122
2002-08-22,332.724
2002-08-23,327.582
2002-08-26,330.193
2002-08-27,328.652
2002-08-28,326.07
2002-08-29,324.871
2002-08-30,326.252
2002-09-02,327.206
2002-09-03,320.893
2002-09-04,322.886
2002-09-05,319.569
2002-09-06,318.824
2002-09-09,321.618
2002-09-10,322.845
2002-09-11,326.663
2002-09-12,322.222
2002-09-13,320.706
2002-09-16,323.116
2002-09-17,317.183
2002-09-18,313.235
2002-09-19,311.534
2002-09-20,310.698
2002-09-23,303.165
2002-09-24,303.714
2002-09-25,307.963
2002-09-26,310.245
2002-09-27,306.719
2002-09-30,307.265
2002-10-01,312.021
2002-10-02,307.586
2002-10-03,304.022
2002-10-04,300.186
2002-10-07,296.068
2002-10-08,297.246
2002-10-09,289.194
2002-10-10,290.512
2002-10-11,295.887
2002-10-14,296.466
2002-10-15,307.031
2002-10-16,304.589
2002-10-17,312.919
2002-10-18,315.361
2002-10-21,318.633
2002-10-22,316.822
2002-10-23,317.209
2002-10-24,315.308
2002-10-25,317.791
2002-10-28,321.28
2002-10-29,315.197
2002-10-30,315.363
2002-10-31,310.874
2002-11-01,315.674
2002-11-04,321.405
2002-11-05,321.943
2002-11-06,322.011
2002-11-07,322.57
2002-11-08,318.814
2002-11-11,316.042
2002-11-12,314.251
2002-11-13,309.782
2002-11-14,314.984
2002-11-15,319.131
2002-11-18,317.827
2002-11-19,317.301
2002-11-20,321.269
2002-11-21,325.738
2002-11-22,322.923
2002-11-25,321.24
2002-11-26,317.348
2002-11-27,322.139
2002-11-28,323.717
2002-11-29,327.089
2002-12-02,328.317
2002-12-03,327.017
2002-12-04,326.006
2002-12-05,322.141
2002-12-06,324.958
2002-12-09,330.611
2002-12-10,332.761
2002-12-11,334.062
2002-12-12,338.507
2002-12-13,338.106
2002-12-16,341.782
2002-12-17,339.903
2002-12-18,339.72
2002-12-19,339.45
2002-12-20,338.803
2002-12-23,342.484
2002-12-24,340.943
2002-12-25,340.943
2002-12-26,340.163
2002-12-27,336.676
2002-12-30,336.877
2002-12-31,335.794
2003-01-01,335.794
2003-01-02,343.524
2003-01-03,346.755
2003-01-06,350.062
2003-01-07,348.812
2003-01-08,347.531
2003-01-09,352.785
2003-01-10,356.459
2003-01-13,358.639
2003-01-14,361.598
2003-01-15,362.817
2003-01-16,364.2
2003-01-17,359.151
2003-01-20,358.149
2003-01-21,356.664
2003-01-22,357.399
2003-01-23,356.722
2003-01-24,354.02
2003-01-27,348.004
2003-01-28,347.57
2003-01-29,346.077
2003-01-30,342.301
2003-01-31,343.649
2003-02-03,347.136
2003-02-04,346.243
2003-02-05,343.031
2003-02-06,340.843
2003-02-07,337.929
2003-02-10,333.988
2003-02-11,335.591
2003-02-12,336.028
2003-02-13,337.36
2003-02-14,337.044
2003-02-17,342.004
2003-02-18,343.447
2003-02-19,344.229
2003-02-20,345.516
2003-02-21,344.961
2003-02-24,343.739
2003-02-25,342.742
2003-02-26,343.662
2003-02-27,345.838
2003-02-28,346.741
2003-03-03,343.317
2003-03-04,341.889
2003-03-05,340.741
2003-03-06,336.116
2003-03-07,338.866
2003-03-10,335.266
2003-03-11,334.566
2003-03-12,330.282
2003-03-13,332.41
2003-03-14,334.05
2003-03-17,342.394
2003-03-18,339.573
2003-03-19,339.701
2003-03-20,341.333
2003-03-21,344.856
2003-03-24,337.156
2003-03-25,337.471
2003-03-26,337.457
2003-03-27,337.557
2003-03-28,339.796
2003-03-31,337.1
2003-04-01,336.108
2003-04-02,339.495
2003-04-03,338.886
2003-04-04,339.932
2003-04-07,340.971
2003-04-08,342.69
2003-04-09,343.487
2003-04-10,346.619
2003-04-11,345.795
2003-04-14,347.517
2003-04-15,348.232
2003-04-16,347.808
2003-04-17,349.817
2003-04-18,349.817
2003-04-21,351.512
2003-04-22,353.472
2003-04-23,353.389
2003-04-24,350.492
2003-04-25,349.867
2003-04-28,352.904
2003-04-29,355.554
2003-04-30,363.058
2003-05-01,365.886
2003-05-02,366.56
2003-05-05,371.849
2003-05-06,374.247
2003-05-07,373.116
2003-05-08,374.218
2003-05-09,374.817
2003-05-12,377.91
2003-05-13,375.292
2003-05-14,379.3
2003-05-15,378.942
2003-05-16,381.559
2003-05-19,383.579
2003-05-20,382.779
2003-05-21,381.74
2003-05-22,378.792
2003-05-23,377.156
2003-05-26,378.838
2003-05-27,381.89
2003-05-28,377.64
2003-05-29,380.428
2003-05-30,380.947
2003-06-02,388.704
2003-06-03,386.947
2003-06-04,394.59
2003-06-05,398.713
2003-06-06,395.157
2003-06-09,390.256
2003-06-10,390.444
2003-06-11,397.257
2003-06-12,395.087
2003-06-13,393.199
2003-06-16,397.973
2003-06-17,402.018
2003-06-18,402.475
2003-06-19,396.721
2003-06-20,393.702
2003-06-23,389.133
2003-06-24,386.022
2003-06-25,388.956
2003-06-26,387.862
2003-06-27,391.816
2003-06-30,386.845
2003-07-01,389.597
2003-07-02,391.184
2003-07-03,391.405
2003-07-04,390.773
2003-07-07,395.302
2003-07-08,391.156
2003-07-09,386.818
2003-07-10,382.529
2003-07-11,384.202
2003-07-14,386.768
2003-07-15,382.835
2003-07-16,383.894
2003-07-17,382.708
2003-07-18,383.098
2003-07-21,384.744
2003-07-22,385.031
2003-07-23,385.45
2003-07-24,392.691
2003-07-25,397.193
2003-07-28,398.538
2003-07-29,397.298
2003-07-30,392.904
2003-07-31,391.932
2003-08-01,395.02
2003-08-04,392.613
2003-08-05,389.177
2003-08-06,384.946
2003-08-07,387.65
2003-08-08,390.239
2003-08-11,398.818
2003-08-12,399.931
2003-08-13,401.557
2003-08-14,403.225
2003-08-15,403.072
2003-08-18,405.789
2003-08-19,405.862
2003-08-20,409.854
2003-08-21,412.335
2003-08-22,410.936
2003-08-25,412.449
2003-08-26,412.011
2003-08-27,411.713
2003-08-28,414.098
2003-08-29,417.277
2003-09-01,418.983
2003-09-02,422.508
2003-09-03,420.325
2003-09-04,422.665
2003-09-05,419.48
2003-09-08,419.799
2003-09-09,421.504
2003-09-10,421.967
2003-09-11,420.221
2003-09-12,422.024
2003-09-15,419.939
2003-09-16,423.475
2003-09-17,422.381
2003-09-18,424.262
2003-09-19,428.053
2003-09-22,424.41
2003-09-23,424.493
2003-09-24,419.755
2003-09-25,419.775
2003-09-26,413.517
2003-09-29,414.095
2003-09-30,413.885
2003-10-01,422.539
2003-10-02,425.972
2003-10-03,427.767
2003-10-06,428.325
2003-10-07,430.069
2003-10-08,430.949
2003-10-09,432.033
2003-10-10,435.171
2003-10-13,435.748
2003-10-14,439.715
2003-10-15,440.101
2003-10-16,444.293
2003-10-17,439.679
2003-10-20,437.503
2003-10-21,439.486
2003-10-22,437.333
2003-10-23,432.802
2003-10-24,429.715
2003-10-27,431.366
2003-10-28,430.902
2003-10-29,434.776
2003-10-30,440.098
2003-10-31,441.957
2003-11-03,442.753
2003-11-04,440.848
2003-11-05,440.714
2003-11-06,441.128
2003-11-07,446.74
2003-11-10,448.697
2003-11-11,444.741
2003-11-12,446.903
2003-11-13,445.418
2003-11-14,440.76
2003-11-17,441.554
2003-11-18,441.347
2003-11-19,445.796
2003-11-20,445.336
2003-11-21,444.068
2003-11-24,442.412
2003-11-25,443.849
2003-11-26,452.093
2003-11-27,452.948
2003-11-28,453.632
2003-12-01,456.526
2003-12-02,460.241
2003-12-03,461.108
2003-12-04,461.144
2003-12-05,463.234
2003-12-08,467.246
2003-12-09,464.132
2003-12-10,463.784
2003-12-11,459.579
2003-12-12,464.865
2003-12-15,465.147
2003-12-16,467.239
2003-12-17,466.609
2003-12-18,469.485
2003-12-19,466.018
2003-12-22,471.982
2003-12-23,479.381
2003-12-24,481.582
2003-12-25,481.582
2003-12-26,484.755
2003-12-29,487.685
2003-12-30,487.811
2003-12-31,495.873
2004-01-01,495.873
2004-01-02,498.363
2004-01-05,501.095
2004-01-06,498.495
2004-01-07,491.221
2004-01-08,492.732
2004-01-09,490.763
2004-01-12,491.143
2004-01-13,490.029
2004-01-14,487.261
2004-01-15,486.004
2004-01-16,488.522
2004-01-19,491.907
2004-01-20,497.467
2004-01-21,494.807
2004-01-22,495.857
2004-01-23,488.073
2004-01-26,484.039
2004-01-27,486.384
2004-01-28,477.291
2004-01-29,468.294
2004-01-30,466.379
2004-02-02,470.012
2004-02-03,468.747
2004-02-04,462.376
2004-02-05,463.007
2004-02-06,470.634
2004-02-09,475.858
2004-02-10,474.937
2004-02-11,476.194
2004-02-12,476.706
2004-02-13,477.187
2004-02-16,478.365
2004-02-17,478.76
2004-02-18,476.777
2004-02-19,472.179
2004-02-20,465.39
2004-02-23,467.4
2004-02-24,470.818
2004-02-25,467.883
2004-02-26,465.646
2004-02-27,470.147
2004-03-01,478.499
2004-03-02,475.796
2004-03-03,475.932
2004-03-04,479.142
2004-03-05,489.522
2004-03-08,483.012
2004-03-09,481.134
2004-03-10,470.363
2004-03-11,467.22
2004-03-12,465.094
2004-03-15,459.78
2004-03-16,463.642
2004-03-17,463.129
2004-03-18,464.437
2004-03-19,466.992
2004-03-22,461.614
2004-03-23,458.397
2004-03-24,454.946
2004-03-25,463.82
2004-03-26,465.966
2004-03-29,473.949
2004-03-30,476.136
2004-03-31,471.702
2004-04-01,477.527
2004-04-02,482.64
2004-04-05,489.688
2004-04-06,488.921
2004-04-07,483.241
2004-04-08,478.043
2004-04-09,478.043
2004-04-12,478.14
2004-04-13,471.806
2004-04-14,462.103
2004-04-15,462.294
2004-04-16,470.606
2004-04-19,467.879
2004-04-20,464.21
2004-04-21,455.769
2004-04-22,463.386
2004-04-23,462.854
2004-04-26,462.232
2004-04-27,459.806
2004-04-28,441.773
2004-04-29,443.159
2004-04-30,443.799
2004-05-03,445.537
2004-05-04,455.43
2004-05-05,458.839
2004-05-06,455.915
2004-05-07,444.122
2004-05-10,436.918
2004-05-11,443.874
2004-05-12,443.812
2004-05-13,439.297
2004-05-14,442.14
2004-05-17,439.937
2004-05-18,441.815
2004-05-19,448.064
2004-05-20,448.097
2004-05-21,451.381
2004-05-24,452.8
2004-05-25,454.957
2004-05-26,454.784
2004-05-27,464.408
2004-05-28,460.781
2004-05-31,463.287
2004-06-01,459.349
2004-06-02,463.163
2004-06-03,461.53
2004-06-04,465.069
2004-06-07,473.627
2004-06-08,472.724
2004-06-09,463.961
2004-06-10,460.638
2004-06-11,459.919
2004-06-14,452.536
2004-06-15,456.365
2004-06-16,462.471
2004-06-17,464.718
2004-06-18,469.344
2004-06-21,468.848
2004-06-22,470.612
2004-06-23,473.183
2004-06-24,479.34
2004-06-25,476.035
2004-06-28,476.316
2004-06-29,478.109
2004-06-30,480.294
2004-07-01,483.358
2004-07-02,481.14
2004-07-05,482.003
2004-07-06,482.669
2004-07-07,485.136
2004-07-08,483.085
2004-07-09,482.214
2004-07-12,481.046
2004-07-13,477.145
2004-07-14,483.135
2004-07-15,480.083
2004-07-16,484.896
2004-07-19,490.548
2004-07-20,489.837
2004-07-21,487.768
2004-07-22,487.789
2004-07-23,483.312
2004-07-26,477.859
2004-07-27,475.454
2004-07-28,479.054
2004-07-29,484.264
2004-07-30,482.988
2004-08-02,481.719
2004-08-03,487.498
2004-08-04,485.788
2004-08-05,480.712
2004-08-06,477.796
2004-08-09,469.336
2004-08-10,477.773
2004-08-11,470.118
2004-08-12,466.852
2004-08-13,472.629
2004-08-16,483.763
2004-08-17,483.043
2004-08-18,483.422
2004-08-19,489.527
2004-08-20,491.256
2004-08-23,488.493
2004-08-24,487.848
2004-08-25,491.508
2004-08-26,488.781
2004-08-27,488.798
2004-08-30,485.96
2004-08-31,489.573
2004-09-01,493.909
2004-09-02,497.997
2004-09-03,494.265
2004-09-06,495.597
2004-09-07,502.857
2004-09-08,500.456
2004-09-09,503.366
2004-09-10,503.001
2004-09-13,503.854
2004-09-14,504.137
2004-09-15,500.566
2004-09-16,508.755
2004-09-17,503.273
2004-09-20,505.551
2004-09-21,511.592
2004-09-22,512.888
2004-09-23,513.769
2004-09-24,514.671
2004-09-27,509.649
2004-09-28,516.148
2004-09-29,519.12
2004-09-30,521.876
2004-10-01,527.852
2004-10-04,524.474
2004-10-05,525.573
2004-10-06,530.461
2004-10-07,529.085
2004-10-08,534.468
2004-10-11,532.743
2004-10-12,528.602
2004-10-13,518.763
2004-10-14,523.121
2004-10-15,524.253
2004-10-18,524.096
2004-10-19,517.933
2004-10-20,523.865
2004-10-21,529.214
2004-10-22,528.64
2004-10-25,535.38
2004-10-26,537.384
2004-10-27,537.664
2004-10-28,532.999
2004-10-29,536.239
2004-11-01,534.51
2004-11-02,534.243
2004-11-03,540.274
2004-11-04,547.843
2004-11-05,552.942
2004-11-08,555.549
2004-11-09,556.49
2004-11-10,555.307
2004-11-11,559.34
2004-11-12,565.327
2004-11-15,565.126
2004-11-16,576.209
2004-11-17,579.553
2004-11-18,572.281
2004-11-19,574.111
2004-11-22,583.372
2004-11-23,583.925
2004-11-24,589.199
2004-11-25,592.784
2004-11-26,595.367
2004-11-29,593.917
2004-11-30,594.008
2004-12-01,603.32
2004-12-02,604.681
2004-12-03,600.616
2004-12-06,595.777
2004-12-07,586.04
2004-12-08,574.591
2004-12-09,573.602
2004-12-10,568.339
2004-12-13,563.689
2004-12-14,566.027
2004-12-15,575.667
2004-12-16,571.06
2004-12-17,572.971
2004-12-20,576.642
2004-12-21,583.455
2004-12-22,580.652
2004-12-23,580.783
2004-12-24,585.745
2004-12-27,589.249
2004-12-28,589.08
2004-12-29,590.755
2004-12-30,597.249
2004-12-31,601.332
2005-01-03,594.755
2005-01-04,581.22
2005-01-05,571.566
2005-01-06,568.225
2005-01-07,566.353
2005-01-10,573.561
2005-01-11,572.947
2005-01-12,578.994
2005-01-13,573.436
2005-01-14,571.169
2005-01-17,572.164
2005-01-18,577.638
2005-01-19,575.984
2005-01-20,568.555
2005-01-21,571.099
2005-01-24,570.392
2005-01-25,565.703
2005-01-26,571.121
2005-01-27,569.083
2005-01-28,564.909
2005-01-31,571.781
2005-02-01,577.234
2005-02-02,580.843
2005-02-03,579.821
2005-02-04,578.953
2005-02-07,571.346
2005-02-08,570.723
2005-02-09,571.295
2005-02-10,577.106
2005-02-11,579.128
2005-02-14,583.693
2005-02-15,582.353
2005-02-16,584.864
2005-02-17,592.78
2005-02-18,592.657
2005-02-21,588.369
2005-02-22,583.849
2005-02-23,581.853
2005-02-24,580.708
2005-02-25,585.945
2005-02-28,588.186
2005-03-01,585.885
2005-03-02,589.348
2005-03-03,593.385
2005-03-04,611.416
2005-03-07,609.428
2005-03-08,619.341
2005-03-09,614.934
2005-03-10,613.343
2005-03-11,615.712
2005-03-14,617.887
2005-03-15,616.671
2005-03-16,610.429
2005-03-17,613.3
2005-03-18,611.018
2005-03-21,602.319
2005-03-22,605.332
2005-03-23,589.549
2005-03-24,591.377
2005-03-25,591.377
2005-03-28,585.381
2005-03-29,579.966
2005-03-30,586.128
2005-03-31,592.143
2005-04-01,592.123
2005-04-04,589.734
2005-04-05,590.854
2005-04-06,589.516
2005-04-07,589.608
2005-04-08,581.944
2005-04-11,578.671
2005-04-12,578.426
2005-04-13,570.857
2005-04-14,557.692
2005-04-15,549.773
2005-04-18,554.037
2005-04-19,564.894
2005-04-20,564.439
2005-04-21,564.85
2005-04-22,562.818
2005-04-25,564.373
2005-04-26,560.398
2005-04-27,551.7
2005-04-28,542.479
2005-04-29,551.439
2005-05-02,549.506
2005-05-03,545.272
2005-05-04,553.142
2005-05-05,550.444
2005-05-06,554.832
2005-05-09,559.641
2005-05-10,553.646
2005-05-11,541.394
2005-05-12,531.374
2005-05-13,523.316
2005-05-16,526.219
2005-05-17,528.651
2005-05-18,536.247
2005-05-19,536.475
2005-05-20,537.448
2005-05-23,540.42
2005-05-24,539.645
2005-05-25,534.141
2005-05-26,538.635
2005-05-27,544.293
2005-05-30,549.614
2005-05-31,543.196
2005-06-01,557.599
2005-06-02,556.755
2005-06-03,556.447
2005-06-06,553.46
2005-06-07,552.141
2005-06-08,555.676
2005-06-09,553.929
2005-06-10,560.33
2005-06-13,564.506
2005-06-14,570.59
2005-06-15,582.16
2005-06-16,586.33
2005-06-17,586.268
2005-06-20,583.245
2005-06-21,580.602
2005-06-22,583.327
2005-06-23,576.824
2005-06-24,576.682
2005-06-27,574.836
2005-06-28,581.087
2005-06-29,583.429
2005-06-30,578.241
2005-07-01,570.785
2005-07-04,568.314
2005-07-05,577.199
2005-07-06,586.639
2005-07-07,589.438
2005-07-08,599.928
2005-07-11,609.013
2005-07-12,607.331
2005-07-13,609.637
2005-07-14,605.967
2005-07-15,608.938
2005-07-18,614.11
2005-07-19,622.224
2005-07-20,625.999
2005-07-21,627.412
2005-07-22,623.724
2005-07-25,619.08
2005-07-26,610.273
2005-07-27,606.418
2005-07-28,610.843
2005-07-29,615.07
2005-08-01,621.662
2005-08-02,634.748
2005-08-03,634.525
2005-08-04,636.935
2005-08-05,626.317
2005-08-08,635.61
2005-08-09,630.624
2005-08-10,629.126
2005-08-11,644.996
2005-08-12,649.057
2005-08-15,649.875
2005-08-16,644.505
2005-08-17,641.849
2005-08-18,632.263
2005-08-19,635.518
2005-08-22,642.493
2005-08-23,643.937
2005-08-24,637.576
2005-08-25,639.365
2005-08-26,634.918
2005-08-29,635.04
2005-08-30,633.549
2005-08-31,640.717
2005-09-01,646.964
2005-09-02,645.552
2005-09-05,644.765
2005-09-06,651.661
2005-09-07,658.086
2005-09-08,659.313
2005-09-09,668.302
2005-09-12,658.852
2005-09-13,659.263
2005-09-14,662.949
2005-09-15,660.707
2005-09-16,668.377
2005-09-19,670.116
2005-09-20,661.901
2005-09-21,665.476
2005-09-22,658.18
2005-09-23,665.527
2005-09-26,669.68
2005-09-27,667.182
2005-09-28,663.641
2005-09-29,668.146
2005-09-30,675.759
2005-10-03,676.948
2005-10-04,669.278
2005-10-05,649.554
2005-10-06,644.626
2005-10-07,654.619
2005-10-10,654.619
2005-10-11,656.112
2005-10-12,650.962
2005-10-13,648.939
2005-10-14,646.428
2005-10-17,654.125
2005-10-18,643.207
2005-10-19,643.518
2005-10-20,636.457
2005-10-21,634.612
2005-10-24,634.639
2005-10-25,636.912
2005-10-26,644.271
2005-10-27,637.623
2005-10-28,637.163
2005-10-31,637.289
2005-11-01,634.794
2005-11-02,645.797
2005-11-03,648.334
2005-11-04,651.55
2005-11-07,649.933
2005-11-08,639.677
2005-11-09,643.984
2005-11-10,644.944
