Date,HONG KONG SMID GROWTH SMID (Small+Mid Cap)
2010-08-31,705.312
2010-09-01,711.156
2010-09-02,718.218
2010-09-03,726.019
2010-09-06,737.369
2010-09-07,740.756
2010-09-08,735.138
2010-09-09,739.925
2010-09-10,740.477
2010-09-13,750.568
2010-09-14,759.164
2010-09-15,761.871
2010-09-16,762.823
2010-09-17,771.616
2010-09-20,777.609
2010-09-21,781.748
2010-09-22,790.834
2010-09-23,790.732
2010-09-24,791.649
2010-09-27,798.66
2010-09-28,788.443
2010-09-29,791.919
2010-09-30,791.028
2010-10-01,791.518
2010-10-04,807.064
2010-10-05,800.63
2010-10-06,803.339
2010-10-07,804.621
2010-10-08,802.189
2010-10-11,806.116
2010-10-12,803.565
2010-10-13,809.505
2010-10-14,820.184
2010-10-15,816.888
2010-10-18,806.874
2010-10-19,818.83
2010-10-20,808.374
2010-10-21,811.582
2010-10-22,820.006
2010-10-25,824.689
2010-10-26,821.923
2010-10-27,807.999
2010-10-28,809.908
2010-10-29,810.368
2010-11-01,824.373
2010-11-02,829.632
2010-11-03,840.352
2010-11-04,848.657
2010-11-05,856.668
2010-11-08,866.334
2010-11-09,864.091
2010-11-10,866.506
2010-11-11,860.373
2010-11-12,844.786
2010-11-15,840.58
2010-11-16,836.456
2010-11-17,818.821
2010-11-18,840.294
2010-11-19,846.883
2010-11-22,843.999
2010-11-23,826.377
2010-11-24,831.155
2010-11-25,837.997
2010-11-26,835.268
2010-11-29,835.163
2010-11-30,844.701
2010-12-01,848.536
2010-12-02,861.892
2010-12-03,865.451
2010-12-06,864.054
2010-12-07,872.746
2010-12-08,872.702
2010-12-09,871.59
2010-12-10,861.475
2010-12-13,865.389
2010-12-14,877.038
2010-12-15,869.209
2010-12-16,856.315
2010-12-17,865.184
2010-12-20,848.449
2010-12-21,847.671
2010-12-22,858.246
2010-12-23,864.948
2010-12-24,862.501
2010-12-27,862.285
2010-12-28,857.329
2010-12-29,869.458
2010-12-30,878.78
2010-12-31,876.344
2011-01-03,891.73
2011-01-04,902.573
2011-01-05,908.459
2011-01-06,906.263
2011-01-07,901.889
2011-01-10,902.042
2011-01-11,909.837
2011-01-12,910.353
2011-01-13,915.231
2011-01-14,912.918
2011-01-17,911.881
2011-01-18,921.114
2011-01-19,927.125
2011-01-20,915.241
2011-01-21,901.004
2011-01-24,883.317
2011-01-25,885.461
2011-01-26,876.679
2011-01-27,879.344
2011-01-28,878.3
2011-01-31,871.774
2011-02-01,874.027
2011-02-02,889.208
2011-02-03,889.339
2011-02-04,889.219
2011-02-07,884.162
2011-02-08,879.126
2011-02-09,863.86
2011-02-10,848.697
2011-02-11,837.747
2011-02-14,850.473
2011-02-15,849.09
2011-02-16,849.503
2011-02-17,851.687
2011-02-18,857.403
2011-02-21,851.567
2011-02-22,830.791
2011-02-23,816.032
2011-02-24,793.556
2011-02-25,813.008
2011-02-28,818.478
2011-03-01,835.469
2011-03-02,831.286
2011-03-03,838.99
2011-03-04,851.402
2011-03-07,849.018
2011-03-08,852.259
2011-03-09,855.546
2011-03-10,846.22
2011-03-11,836.727
2011-03-14,834.081
2011-03-15,811.0
2011-03-16,819.87
2011-03-17,796.004
2011-03-18,805.232
2011-03-21,817.242
2011-03-22,828.532
2011-03-23,827.277
2011-03-24,826.129
2011-03-25,833.719
2011-03-28,830.249
2011-03-29,830.083
2011-03-30,840.565
2011-03-31,841.077
2011-04-01,849.153
2011-04-04,869.729
2011-04-05,869.869
2011-04-06,875.945
2011-04-07,878.697
2011-04-08,880.447
2011-04-11,878.876
2011-04-12,865.895
2011-04-13,872.533
2011-04-14,882.997
2011-04-15,891.96
2011-04-18,886.556
2011-04-19,882.067
2011-04-20,896.639
2011-04-21,908.106
2011-04-22,908.106
2011-04-25,907.557
2011-04-26,906.821
2011-04-27,900.922
2011-04-28,900.163
2011-04-29,903.3
2011-05-02,903.527
2011-05-03,899.237
2011-05-04,886.641
2011-05-05,891.165
2011-05-06,895.923
2011-05-09,897.822
2011-05-10,897.967
2011-05-11,905.933
2011-05-12,898.94
2011-05-13,907.791
2011-05-16,896.628
2011-05-17,887.62
2011-05-18,898.636
2011-05-19,896.483
2011-05-20,890.26
2011-05-23,874.172
2011-05-24,876.885
2011-05-25,872.335
2011-05-26,878.948
2011-05-27,883.617
2011-05-30,893.343
2011-05-31,905.219
2011-06-01,913.332
2011-06-02,904.402
2011-06-03,901.944
2011-06-06,901.799
2011-06-07,894.252
2011-06-08,887.287
2011-06-09,875.814
2011-06-10,862.081
2011-06-13,857.409
2011-06-14,858.203
2011-06-15,857.721
2011-06-16,834.905
2011-06-17,827.304
2011-06-20,821.63
2011-06-21,838.249
2011-06-22,844.641
2011-06-23,840.482
2011-06-24,851.547
2011-06-27,849.015
2011-06-28,851.388
2011-06-29,861.109
2011-06-30,872.003
2011-07-01,871.964
2011-07-04,887.373
2011-07-05,890.692
2011-07-06,885.739
2011-07-07,882.755
2011-07-08,882.319
2011-07-11,870.763
2011-07-12,849.016
2011-07-13,863.019
2011-07-14,866.226
2011-07-15,863.33
2011-07-18,860.534
2011-07-19,850.5
2011-07-20,855.82
2011-07-21,860.302
2011-07-22,877.012
2011-07-25,870.931
2011-07-26,877.884
2011-07-27,884.176
2011-07-28,882.03
2011-07-29,873.246
2011-08-01,888.807
2011-08-02,885.28
2011-08-03,871.614
2011-08-04,861.086
2011-08-05,812.065
2011-08-08,800.513
2011-08-09,771.407
2011-08-10,789.389
2011-08-11,778.609
2011-08-12,787.114
2011-08-15,809.015
2011-08-16,817.267
2011-08-17,824.539
2011-08-18,813.807
2011-08-19,776.52
2011-08-22,749.837
2011-08-23,765.461
2011-08-24,751.899
2011-08-25,758.322
2011-08-26,745.603
2011-08-29,765.34
2011-08-30,787.234
2011-08-31,805.204
2011-09-01,804.405
2011-09-02,796.575
2011-09-05,777.376
2011-09-06,768.37
2011-09-07,779.173
2011-09-08,778.499
2011-09-09,771.627
2011-09-12,737.176
2011-09-13,736.893
2011-09-14,723.11
2011-09-15,725.518
2011-09-16,734.644
2011-09-19,714.087
2011-09-20,703.838
2011-09-21,701.436
2011-09-22,661.106
2011-09-23,651.887
2011-09-26,611.161
2011-09-27,648.582
2011-09-28,655.503
2011-09-29,655.831
2011-09-30,637.366
2011-10-03,594.347
2011-10-04,574.218
2011-10-05,574.41
2011-10-06,612.205
2011-10-07,650.149
2011-10-10,643.39
2011-10-11,673.626
2011-10-12,686.19
2011-10-13,709.81
2011-10-14,690.812
2011-10-17,712.962
2011-10-18,676.638
2011-10-19,688.672
2011-10-20,672.022
2011-10-21,677.733
2011-10-24,704.473
2011-10-25,714.998
2011-10-26,714.702
2011-10-27,749.668
2011-10-28,756.637
2011-10-31,740.767
2011-11-01,728.359
2011-11-02,737.42
2011-11-03,727.613
2011-11-04,744.396
2011-11-07,745.116
2011-11-08,738.729
2011-11-09,743.519
2011-11-10,708.965
2011-11-11,706.876
2011-11-14,717.753
2011-11-15,721.104
2011-11-16,714.768
2011-11-17,708.409
2011-11-18,696.131
2011-11-21,685.919
2011-11-22,684.066
2011-11-23,677.202
2011-11-24,671.525
2011-11-25,660.275
2011-11-28,671.636
2011-11-29,687.603
2011-11-30,685.056
2011-12-01,704.903
2011-12-02,699.538
2011-12-05,703.561
2011-12-06,696.071
2011-12-07,705.108
2011-12-08,700.087
2011-12-09,686.402
2011-12-12,686.417
2011-12-13,682.288
2011-12-14,679.271
2011-12-15,672.019
2011-12-16,678.004
2011-12-19,670.517
2011-12-20,664.678
2011-12-21,673.62
2011-12-22,671.396
2011-12-23,680.623
2011-12-26,680.623
2011-12-27,680.627
2011-12-28,677.385
2011-12-29,674.812
2011-12-30,681.708
2012-01-02,681.708
2012-01-03,683.579
2012-01-04,685.69
2012-01-05,685.377
2012-01-06,680.727
2012-01-09,684.768
2012-01-10,691.115
2012-01-11,700.274
2012-01-12,704.03
2012-01-13,708.39
2012-01-16,702.906
2012-01-17,717.404
2012-01-18,719.19
2012-01-19,735.597
2012-01-20,730.441
2012-01-23,730.544
2012-01-24,730.577
2012-01-25,730.375
2012-01-26,741.807
2012-01-27,741.454
2012-01-30,726.823
2012-01-31,727.742
2012-02-01,729.16
2012-02-02,739.204
2012-02-03,740.199
2012-02-06,738.832
2012-02-07,737.3
2012-02-08,752.92
2012-02-09,765.5
2012-02-10,768.116
2012-02-13,767.178
2012-02-14,768.348
2012-02-15,781.743
2012-02-16,778.37
2012-02-17,779.584
2012-02-20,774.226
2012-02-21,776.84
2012-02-22,777.884
2012-02-23,779.35
2012-02-24,781.282
2012-02-27,776.137
2012-02-28,778.617
2012-02-29,788.031
2012-03-01,782.925
2012-03-02,790.408
2012-03-05,785.692
2012-03-06,769.964
2012-03-07,765.902
2012-03-08,778.283
2012-03-09,784.395
2012-03-12,780.91
2012-03-13,789.628
2012-03-14,790.377
2012-03-15,785.875
2012-03-16,788.091
2012-03-19,784.377
2012-03-20,775.596
2012-03-21,767.043
2012-03-22,768.515
2012-03-23,764.761
2012-03-26,765.275
2012-03-27,775.764
2012-03-28,773.157
2012-03-29,770.432
2012-03-30,771.465
2012-04-02,777.91
2012-04-03,781.272
2012-04-04,781.196
2012-04-05,780.228
2012-04-06,780.228
2012-04-09,780.118
2012-04-10,778.356
2012-04-11,772.55
2012-04-12,778.459
2012-04-13,785.471
2012-04-16,785.041
2012-04-17,777.94
2012-04-18,789.356
2012-04-19,790.002
2012-04-20,791.692
2012-04-23,783.737
2012-04-24,779.862
2012-04-25,783.033
2012-04-26,786.982
2012-04-27,780.509
2012-04-30,791.038
2012-05-01,791.018
2012-05-02,797.198
2012-05-03,797.099
2012-05-04,789.3
2012-05-07,772.465
2012-05-08,779.208
2012-05-09,767.371
2012-05-10,760.34
2012-05-11,753.053
2012-05-14,745.669
2012-05-15,743.462
2012-05-16,724.65
2012-05-17,721.068
2012-05-18,710.709
2012-05-21,716.532
2012-05-22,722.749
2012-05-23,719.455
2012-05-24,719.335
2012-05-25,721.033
2012-05-28,718.644
2012-05-29,730.779
2012-05-30,725.901
2012-05-31,715.852
2012-06-01,705.493
2012-06-04,688.421
2012-06-05,693.549
2012-06-06,705.849
2012-06-07,713.004
2012-06-08,711.01
2012-06-11,721.502
2012-06-12,721.848
2012-06-13,720.961
2012-06-14,711.504
2012-06-15,709.538
2012-06-18,716.325
2012-06-19,720.467
2012-06-20,729.599
2012-06-21,720.395
2012-06-22,716.628
2012-06-25,712.857
2012-06-26,706.599
2012-06-27,716.237
2012-06-28,709.84
2012-06-29,714.718
2012-07-02,714.64
2012-07-03,724.294
2012-07-04,728.022
2012-07-05,730.718
2012-07-06,739.682
2012-07-09,730.541
2012-07-10,733.454
2012-07-11,738.216
2012-07-12,728.984
2012-07-13,725.74
2012-07-16,728.045
2012-07-17,729.548
2012-07-18,724.074
2012-07-19,728.911
2012-07-20,726.118
2012-07-23,718.423
2012-07-24,715.435
2012-07-25,712.587
2012-07-26,713.707
2012-07-27,720.879
2012-07-30,727.528
2012-07-31,732.367
2012-08-01,729.704
2012-08-02,727.099
2012-08-03,723.666
2012-08-06,735.132
2012-08-07,739.746
2012-08-08,740.069
2012-08-09,743.351
2012-08-10,735.847
2012-08-13,734.276
2012-08-14,736.366
2012-08-15,733.674
2012-08-16,738.717
2012-08-17,747.623
2012-08-20,749.119
2012-08-21,752.095
2012-08-22,749.34
2012-08-23,758.024
2012-08-24,755.609
2012-08-27,757.922
2012-08-28,754.56
2012-08-29,759.779
2012-08-30,756.987
2012-08-31,752.839
2012-09-03,759.795
2012-09-04,758.419
2012-09-05,751.383
2012-09-06,747.941
2012-09-07,761.759
2012-09-10,769.374
2012-09-11,772.608
2012-09-12,777.035
2012-09-13,778.634
2012-09-14,797.518
2012-09-17,800.909
2012-09-18,801.059
2012-09-19,802.19
2012-09-20,793.642
2012-09-21,795.221
2012-09-24,796.215
2012-09-25,798.149
2012-09-26,790.019
2012-09-27,791.913
2012-09-28,804.804
2012-10-01,804.71
2012-10-02,804.627
2012-10-03,803.471
2012-10-04,802.244
2012-10-05,807.27
2012-10-08,802.877
2012-10-09,801.784
2012-10-10,802.173
2012-10-11,798.436
2012-10-12,801.712
2012-10-15,797.124
2012-10-16,802.086
2012-10-17,807.485
2012-10-18,810.401
2012-10-19,808.529
2012-10-22,811.955
2012-10-23,811.955
2012-10-24,815.523
2012-10-25,815.665
2012-10-26,815.177
2012-10-29,819.0
2012-10-30,818.914
2012-10-31,820.205
2012-11-01,828.755
2012-11-02,842.91
2012-11-05,844.687
2012-11-06,845.205
2012-11-07,851.602
2012-11-08,841.779
2012-11-09,842.364
2012-11-12,848.171
2012-11-13,835.823
2012-11-14,845.228
2012-11-15,846.758
2012-11-16,841.915
2012-11-19,853.012
2012-11-20,851.495
2012-11-21,858.227
2012-11-22,870.411
2012-11-23,880.56
2012-11-26,877.845
2012-11-27,876.957
2012-11-28,873.8
2012-11-29,879.284
2012-11-30,880.581
2012-12-03,878.274
2012-12-04,868.606
2012-12-05,870.548
2012-12-06,874.107
2012-12-07,872.966
2012-12-10,872.21
2012-12-11,871.292
2012-12-12,878.139
2012-12-13,870.913
2012-12-14,874.469
2012-12-17,866.19
2012-12-18,865.253
2012-12-19,869.6
2012-12-20,877.292
2012-12-21,870.045
2012-12-24,873.037
2012-12-25,873.037
2012-12-26,873.054
2012-12-27,869.872
2012-12-28,872.742
2012-12-31,872.194
2013-01-01,872.194
2013-01-02,889.343
2013-01-03,895.197
2013-01-04,904.161
2013-01-07,912.246
2013-01-08,909.856
2013-01-09,923.134
2013-01-10,924.582
2013-01-11,916.582
2013-01-14,917.321
2013-01-15,923.907
2013-01-16,924.174
2013-01-17,924.746
2013-01-18,935.485
2013-01-21,942.581
2013-01-22,941.529
2013-01-23,940.491
2013-01-24,936.946
2013-01-25,932.898
2013-01-28,929.692
2013-01-29,934.597
2013-01-30,950.567
2013-01-31,948.133
2013-02-01,954.855
2013-02-04,956.343
2013-02-05,948.833
2013-02-06,947.162
2013-02-07,938.874
2013-02-08,947.292
2013-02-11,947.201
2013-02-12,947.262
2013-02-13,947.183
2013-02-14,960.781
2013-02-15,969.228
2013-02-18,967.557
2013-02-19,954.794
2013-02-20,960.204
2013-02-21,944.786
2013-02-22,946.184
2013-02-25,949.712
2013-02-26,932.52
2013-02-27,939.229
2013-02-28,952.876
2013-03-01,954.042
2013-03-04,945.387
2013-03-05,945.448
2013-03-06,954.551
2013-03-07,946.426
2013-03-08,952.108
2013-03-11,950.973
2013-03-12,947.528
2013-03-13,940.211
2013-03-14,940.035
2013-03-15,940.988
2013-03-18,921.588
2013-03-19,928.366
2013-03-20,932.508
2013-03-21,943.988
2013-03-22,939.749
2013-03-25,942.563
2013-03-26,945.355
2013-03-27,952.978
2013-03-28,948.76
2013-03-29,948.76
2013-04-01,948.638
2013-04-02,945.615
2013-04-03,946.786
2013-04-04,946.633
2013-04-05,921.423
2013-04-08,913.877
2013-04-09,931.417
2013-04-10,941.06
2013-04-11,942.304
2013-04-12,945.042
2013-04-15,931.195
2013-04-16,923.87
2013-04-17,929.919
2013-04-18,919.755
2013-04-19,919.944
2013-04-22,928.089
2013-04-23,928.05
2013-04-24,942.49
2013-04-25,946.811
2013-04-26,950.924
2013-04-29,954.004
2013-04-30,958.924
2013-05-01,959.004
2013-05-02,952.358
2013-05-03,962.477
2013-05-06,980.131
2013-05-07,986.264
2013-05-08,995.163
2013-05-09,996.491
2013-05-10,1000.347
2013-05-13,1004.056
2013-05-14,1003.22
2013-05-15,1014.372
2013-05-16,1013.163
2013-05-17,1013.287
2013-05-20,1019.316
2013-05-21,1009.108
2013-05-22,1004.246
2013-05-23,981.889
2013-05-24,996.55
2013-05-27,997.463
2013-05-28,1005.839
2013-05-29,996.063
2013-05-30,986.757
2013-05-31,1002.123
2013-06-03,993.92
2013-06-04,1002.79
2013-06-05,985.615
2013-06-06,967.252
2013-06-07,965.902
2013-06-10,973.105
2013-06-11,947.768
2013-06-12,947.694
2013-06-13,930.562
2013-06-14,945.882
2013-06-17,955.015
2013-06-18,967.17
2013-06-19,968.476
2013-06-20,941.972
2013-06-21,926.48
2013-06-24,896.634
2013-06-25,901.647
2013-06-26,923.392
2013-06-27,924.476
2013-06-28,938.479
2013-07-01,938.594
2013-07-02,943.134
2013-07-03,924.153
2013-07-04,921.721
2013-07-05,925.808
2013-07-08,923.712
2013-07-09,919.698
2013-07-10,918.608
2013-07-11,940.127
2013-07-12,943.096
2013-07-15,942.959
2013-07-16,943.541
2013-07-17,940.142
2013-07-18,933.881
2013-07-19,926.537
2013-07-22,932.326
2013-07-23,945.956
2013-07-24,946.545
2013-07-25,951.224
2013-07-26,942.67
2013-07-29,941.066
2013-07-30,939.858
2013-07-31,941.315
2013-08-01,952.447
2013-08-02,957.17
2013-08-05,964.273
2013-08-06,957.62
2013-08-07,949.921
2013-08-08,948.842
2013-08-09,957.883
2013-08-12,959.82
2013-08-13,969.092
2013-08-14,969.105
2013-08-15,967.515
2013-08-16,960.06
2013-08-19,958.12
2013-08-20,941.953
2013-08-21,942.715
2013-08-22,942.871
2013-08-23,949.533
2013-08-26,950.127
2013-08-27,950.019
2013-08-28,938.903
2013-08-29,947.017
2013-08-30,952.559
2013-09-02,957.925
2013-09-03,969.064
2013-09-04,957.522
2013-09-05,964.064
2013-09-06,962.709
2013-09-09,970.185
2013-09-10,967.807
2013-09-11,967.801
2013-09-12,964.191
2013-09-13,964.641
2013-09-16,982.953
2013-09-17,1000.342
2013-09-18,997.813
2013-09-19,1014.574
2013-09-20,1014.659
2013-09-23,1013.661
2013-09-24,1011.775
2013-09-25,1016.033
2013-09-26,1014.425
2013-09-27,1015.503
2013-09-30,1013.348
2013-10-01,1013.537
2013-10-02,1019.546
2013-10-03,1019.074
2013-10-04,1019.769
2013-10-07,1021.143
2013-10-08,1030.699
2013-10-09,1020.111
2013-10-10,1023.01
2013-10-11,1026.527
2013-10-14,1026.494
2013-10-15,1032.755
2013-10-16,1025.76
2013-10-17,1030.802
2013-10-18,1043.187
2013-10-21,1045.468
2013-10-22,1039.956
2013-10-23,1039.352
2013-10-24,1037.584
2013-10-25,1033.401
2013-10-28,1034.053
2013-10-29,1022.877
2013-10-30,1036.806
2013-10-31,1040.466
2013-11-01,1040.18
2013-11-04,1030.72
2013-11-05,1024.047
2013-11-06,1027.492
2013-11-07,1023.533
2013-11-08,1011.609
2013-11-11,1026.583
2013-11-12,1022.256
2013-11-13,1017.486
2013-11-14,1029.631
2013-11-15,1037.578
2013-11-18,1050.869
2013-11-19,1040.964
2013-11-20,1050.239
2013-11-21,1047.61
2013-11-22,1053.457
2013-11-25,1062.738
2013-11-26,1063.913
2013-11-27,1068.976
2013-11-28,1071.878
2013-11-29,1073.143
2013-12-02,1078.905
2013-12-03,1085.77
2013-12-04,1089.683
2013-12-05,1095.492
2013-12-06,1076.956
2013-12-09,1081.193
2013-12-10,1082.635
2013-12-11,1079.403
2013-12-12,1082.869
2013-12-13,1087.289
2013-12-16,1089.066
2013-12-17,1090.657
2013-12-18,1090.753
2013-12-19,1082.94
2013-12-20,1074.545
2013-12-23,1086.048
2013-12-24,1104.278
2013-12-25,1104.278
2013-12-26,1104.178
2013-12-27,1107.88
2013-12-30,1108.683
2013-12-31,1120.651
2014-01-01,1120.651
2014-01-02,1122.861
2014-01-03,1116.014
2014-01-06,1110.388
2014-01-07,1124.965
2014-01-08,1132.228
2014-01-09,1135.409
2014-01-10,1123.195
2014-01-13,1120.362
2014-01-14,1120.325
2014-01-15,1123.943
2014-01-16,1119.912
2014-01-17,1134.81
2014-01-20,1129.901
2014-01-21,1131.618
2014-01-22,1117.763
2014-01-23,1108.148
2014-01-24,1080.252
2014-01-27,1055.55
2014-01-28,1064.774
2014-01-29,1075.288
2014-01-30,1070.766
2014-01-31,1070.793
2014-02-03,1070.855
2014-02-04,1042.337
2014-02-05,1032.769
2014-02-06,1053.419
2014-02-07,1058.033
2014-02-10,1067.744
2014-02-11,1073.839
2014-02-12,1078.418
2014-02-13,1065.455
2014-02-14,1070.806
2014-02-17,1068.483
2014-02-18,1072.581
2014-02-19,1071.694
2014-02-20,1068.855
2014-02-21,1077.383
2014-02-24,1068.228
2014-02-25,1071.664
2014-02-26,1073.439
2014-02-27,1092.031
2014-02-28,1096.672
2014-03-03,1091.537
2014-03-04,1095.272
2014-03-05,1100.296
2014-03-06,1104.913
2014-03-07,1111.201
2014-03-10,1097.049
2014-03-11,1100.432
2014-03-12,1084.571
2014-03-13,1082.584
2014-03-14,1060.846
2014-03-17,1062.426
2014-03-18,1067.193
2014-03-19,1072.178
2014-03-20,1064.712
2014-03-21,1062.756
2014-03-24,1071.073
2014-03-25,1054.086
2014-03-26,1043.469
2014-03-27,1029.226
2014-03-28,1040.768
2014-03-31,1051.17
2014-04-01,1074.937
2014-04-02,1080.563
2014-04-03,1087.435
2014-04-04,1082.335
2014-04-07,1068.42
2014-04-08,1064.029
2014-04-09,1075.82
2014-04-10,1096.131
2014-04-11,1081.968
2014-04-14,1068.692
2014-04-15,1063.687
2014-04-16,1063.627
2014-04-17,1076.837
2014-04-18,1076.837
2014-04-21,1076.893
2014-04-22,1080.196
2014-04-23,1081.975
2014-04-24,1086.197
2014-04-25,1077.458
2014-04-28,1061.697
2014-04-29,1051.724
2014-04-30,1052.051
2014-05-01,1052.024
2014-05-02,1057.393
2014-05-05,1053.902
2014-05-06,1053.929
2014-05-07,1037.601
2014-05-08,1007.923
2014-05-09,1011.576
2014-05-12,1017.095
2014-05-13,1024.685
2014-05-14,1026.772
2014-05-15,1031.112
2014-05-16,1021.38
2014-05-19,1011.869
2014-05-20,1017.168
2014-05-21,1016.415
2014-05-22,1026.541
2014-05-23,1031.485
2014-05-26,1035.448
2014-05-27,1034.835
2014-05-28,1038.028
2014-05-29,1030.975
2014-05-30,1039.511
2014-06-02,1039.39
2014-06-03,1043.053
2014-06-04,1040.75
2014-06-05,1043.611
2014-06-06,1044.118
2014-06-09,1037.691
2014-06-10,1032.077
2014-06-11,1038.239
2014-06-12,1037.708
2014-06-13,1040.179
2014-06-16,1034.389
2014-06-17,1022.455
2014-06-18,1024.07
2014-06-19,1021.86
2014-06-20,1024.283
2014-06-23,1011.565
2014-06-24,1016.299
2014-06-25,1016.673
2014-06-26,1030.627
2014-06-27,1033.445
2014-06-30,1042.045
2014-07-01,1042.086
2014-07-02,1057.773
2014-07-03,1068.395
2014-07-04,1072.725
2014-07-07,1068.053
2014-07-08,1061.862
2014-07-09,1047.49
2014-07-10,1050.637
2014-07-11,1048.181
2014-07-14,1044.713
2014-07-15,1054.725
2014-07-16,1054.468
2014-07-17,1052.494
2014-07-18,1043.847
2014-07-21,1049.16
2014-07-22,1051.479
2014-07-23,1058.389
2014-07-24,1062.569
2014-07-25,1061.119
2014-07-28,1060.998
2014-07-29,1062.941
2014-07-30,1058.455
2014-07-31,1062.978
2014-08-01,1053.064
2014-08-04,1051.564
2014-08-05,1051.522
2014-08-06,1051.234
2014-08-07,1036.784
2014-08-08,1032.667
2014-08-11,1039.259
2014-08-12,1045.273
2014-08-13,1049.592
2014-08-14,1052.361
2014-08-15,1056.811
2014-08-18,1052.62
2014-08-19,1058.375
2014-08-20,1063.462
2014-08-21,1060.402
2014-08-22,1058.498
2014-08-25,1054.741
2014-08-26,1055.837
2014-08-27,1050.007
2014-08-28,1040.535
2014-08-29,1038.051
2014-09-01,1030.82
2014-09-02,1036.526
2014-09-03,1043.419
2014-09-04,1047.177
2014-09-05,1043.536
2014-09-08,1043.866
2014-09-09,1043.853
2014-09-10,1036.181
2014-09-11,1041.581
2014-09-12,1040.281
2014-09-15,1033.088
2014-09-16,1022.994
2014-09-17,1020.715
2014-09-18,1022.238
2014-09-19,1034.147
2014-09-22,1027.108
2014-09-23,1029.096
2014-09-24,1032.368
2014-09-25,1011.032
2014-09-26,1002.947
2014-09-29,976.082
2014-09-30,967.271
2014-10-01,967.252
2014-10-02,967.632
2014-10-03,967.951
2014-10-06,993.607
2014-10-07,997.268
2014-10-08,984.619
2014-10-09,989.746
2014-10-10,976.779
2014-10-13,967.203
2014-10-14,964.135
2014-10-15,962.933
2014-10-16,957.965
2014-10-17,962.021
2014-10-20,964.013
2014-10-21,961.019
2014-10-22,973.083
2014-10-23,970.461
2014-10-24,968.855
2014-10-27,959.672
2014-10-28,966.73
2014-10-29,981.479
2014-10-30,985.005
2014-10-31,997.033
2014-11-03,992.797
2014-11-04,992.192
2014-11-05,980.773
2014-11-06,973.167
2014-11-07,970.027
2014-11-10,974.88
2014-11-11,982.451
2014-11-12,987.741
2014-11-13,991.26
2014-11-14,990.216
2014-11-17,987.121
2014-11-18,973.405
2014-11-19,970.167
2014-11-20,967.217
2014-11-21,977.54
2014-11-24,987.322
2014-11-25,977.008
2014-11-26,979.257
2014-11-27,981.752
2014-11-28,986.634
2014-12-01,973.445
2014-12-02,969.916
2014-12-03,961.946
2014-12-04,964.286
2014-12-05,959.636
2014-12-08,955.48
2014-12-09,943.137
2014-12-10,949.544
2014-12-11,943.457
2014-12-12,950.54
2014-12-15,946.806
2014-12-16,939.511
2014-12-17,919.062
2014-12-18,919.046
2014-12-19,919.331
2014-12-22,918.407
2014-12-23,914.643
2014-12-24,920.875
2014-12-25,920.875
2014-12-26,920.94
2014-12-29,921.399
2014-12-30,921.958
2014-12-31,931.013
2015-01-01,931.013
2015-01-02,931.514
2015-01-05,925.276
2015-01-06,919.202
2015-01-07,921.192
2015-01-08,923.511
2015-01-09,932.501
2015-01-12,926.85
2015-01-13,926.362
2015-01-14,925.419
2015-01-15,922.482
2015-01-16,912.746
2015-01-19,893.959
2015-01-20,897.327
2015-01-21,904.512
2015-01-22,903.714
2015-01-23,915.978
2015-01-26,916.618
2015-01-27,926.776
2015-01-28,927.636
2015-01-29,924.86
2015-01-30,926.195
2015-02-02,922.683
2015-02-03,919.921
2015-02-04,921.957
2015-02-05,919.783
2015-02-06,926.894
2015-02-09,923.493
2015-02-10,925.25
2015-02-11,929.221
2015-02-12,920.159
2015-02-13,929.441
2015-02-16,932.815
2015-02-17,934.348
2015-02-18,940.544
2015-02-19,940.69
2015-02-20,940.496
2015-02-23,940.978
2015-02-24,943.162
2015-02-25,942.15
2015-02-26,935.931
2015-02-27,933.439
2015-03-02,930.895
2015-03-03,935.547
2015-03-04,933.424
2015-03-05,924.822
2015-03-06,929.362
2015-03-09,919.16
2015-03-10,908.405
2015-03-11,903.656
2015-03-12,911.995
2015-03-13,906.113
2015-03-16,900.91
2015-03-17,900.048
2015-03-18,908.004
2015-03-19,911.407
2015-03-20,924.886
2015-03-23,921.658
2015-03-24,921.875
2015-03-25,927.83
2015-03-26,926.018
2015-03-27,927.91
2015-03-30,930.02
2015-03-31,930.635
2015-04-01,948.348
2015-04-02,955.234
2015-04-03,955.234
2015-04-06,955.259
2015-04-07,955.376
2015-04-08,988.112
2015-04-09,1004.775
2015-04-10,1011.168
2015-04-13,1031.284
2015-04-14,1023.844
2015-04-15,1011.283
2015-04-16,1025.393
2015-04-17,1015.228
2015-04-20,991.821
2015-04-21,1011.948
2015-04-22,1022.54
2015-04-23,1025.597
2015-04-24,1037.738
2015-04-27,1054.748
2015-04-28,1051.754
2015-04-29,1046.544
2015-04-30,1046.724
2015-05-01,1046.764
2015-05-04,1055.389
2015-05-05,1040.168
2015-05-06,1028.237
2015-05-07,1007.101
2015-05-08,1029.503
2015-05-11,1034.142
2015-05-12,1028.641
2015-05-13,1030.779
2015-05-14,1033.429
2015-05-15,1044.968
2015-05-18,1050.574
2015-05-19,1057.308
2015-05-20,1060.213
2015-05-21,1069.53
2015-05-22,1082.06
2015-05-25,1082.06
2015-05-26,1084.59
2015-05-27,1079.374
2015-05-28,1066.503
2015-05-29,1063.876
2015-06-01,1068.095
