Date,HONG KONG SMID GROWTH SMID (Small+Mid Cap)
2001-09-18,244.379
2001-09-19,249.515
2001-09-20,246.466
2001-09-21,239.207
2001-09-24,244.836
2001-09-25,253.304
2001-09-26,249.338
2001-09-27,255.889
2001-09-28,257.002
2001-10-01,256.913
2001-10-02,256.905
2001-10-03,257.998
2001-10-04,271.012
2001-10-05,274.394
2001-10-08,266.668
2001-10-09,278.004
2001-10-10,276.101
2001-10-11,281.03
2001-10-12,277.573
2001-10-15,276.603
2001-10-16,266.276
2001-10-17,266.626
2001-10-18,263.09
2001-10-19,265.825
2001-10-22,265.99
2001-10-23,272.45
2001-10-24,271.732
2001-10-25,271.735
2001-10-26,272.696
2001-10-29,271.517
2001-10-30,271.791
2001-10-31,272.301
2001-11-01,275.73
2001-11-02,275.367
2001-11-05,279.61
2001-11-06,277.954
2001-11-07,275.99
2001-11-08,281.614
2001-11-09,286.394
2001-11-12,284.042
2001-11-13,284.881
2001-11-14,296.585
2001-11-15,300.139
2001-11-16,299.443
2001-11-19,299.811
2001-11-20,297.29
2001-11-21,295.781
2001-11-22,298.883
2001-11-23,304.742
2001-11-26,310.032
2001-11-27,308.744
2001-11-28,302.876
2001-11-29,300.724
2001-11-30,303.735
2001-12-03,303.959
2001-12-04,312.093
2001-12-05,316.263
2001-12-06,316.665
2001-12-07,322.162
2001-12-10,322.433
2001-12-11,317.617
2001-12-12,319.044
2001-12-13,310.082
2001-12-14,311.986
2001-12-17,308.171
2001-12-18,306.761
2001-12-19,309.332
2001-12-20,313.207
2001-12-21,306.305
2001-12-24,306.587
2001-12-25,306.587
2001-12-26,306.583
2001-12-27,308.769
2001-12-28,310.247
2001-12-31,313.433
2002-01-01,313.888
2002-01-02,319.103
2002-01-03,321.804
2002-01-04,328.297
2002-01-07,334.75
2002-01-08,335.032
2002-01-09,331.17
2002-01-10,336.674
2002-01-11,333.75
2002-01-14,331.639
2002-01-15,328.204
2002-01-16,323.288
2002-01-17,325.378
2002-01-18,325.592
2002-01-21,326.66
2002-01-22,324.619
2002-01-23,326.304
2002-01-24,326.316
2002-01-25,332.155
2002-01-28,334.33
2002-01-29,334.085
2002-01-30,328.652
2002-01-31,324.665
2002-02-01,322.969
2002-02-04,321.606
2002-02-05,320.779
2002-02-06,321.209
2002-02-07,316.489
2002-02-08,320.807
2002-02-11,330.989
2002-02-12,330.984
2002-02-13,330.989
2002-02-14,330.989
2002-02-15,335.489
2002-02-18,337.958
2002-02-19,336.644
2002-02-20,338.36
2002-02-21,336.269
2002-02-22,332.85
2002-02-25,331.162
2002-02-26,332.873
2002-02-27,333.244
2002-02-28,331.697
2002-03-01,333.133
2002-03-04,339.428
2002-03-05,345.484
2002-03-06,347.059
2002-03-07,351.813
2002-03-08,353.821
2002-03-11,357.723
2002-03-12,356.325
2002-03-13,354.582
2002-03-14,354.209
2002-03-15,352.774
2002-03-18,354.155
2002-03-19,351.309
2002-03-20,349.711
2002-03-21,346.356
2002-03-22,352.3
2002-03-25,351.927
2002-03-26,350.15
2002-03-27,362.757
2002-03-28,361.122
2002-03-29,361.122
2002-04-01,361.546
2002-04-02,356.98
2002-04-03,355.578
2002-04-04,355.405
2002-04-05,355.405
2002-04-08,356.949
2002-04-09,356.171
2002-04-10,353.441
2002-04-11,359.141
2002-04-12,359.913
2002-04-15,363.655
2002-04-16,363.023
2002-04-17,370.06
2002-04-18,374.135
2002-04-19,375.435
2002-04-22,378.347
2002-04-23,382.494
2002-04-24,385.37
2002-04-25,383.04
2002-04-26,380.965
2002-04-29,379.016
2002-04-30,382.871
2002-05-01,383.488
2002-05-02,391.075
2002-05-03,394.354
2002-05-06,394.21
2002-05-07,399.534
2002-05-08,395.569
2002-05-09,396.626
2002-05-10,393.602
2002-05-13,395.564
2002-05-14,393.987
2002-05-15,397.73
2002-05-16,395.766
2002-05-17,395.809
2002-05-20,395.801
2002-05-21,391.093
2002-05-22,388.376
2002-05-23,383.846
2002-05-24,385.17
2002-05-27,384.486
2002-05-28,384.258
2002-05-29,383.379
2002-05-30,382.921
2002-05-31,380.058
2002-06-03,378.09
2002-06-04,377.499
2002-06-05,377.909
2002-06-06,377.258
2002-06-07,375.098
2002-06-10,379.829
2002-06-11,373.666
2002-06-12,371.268
2002-06-13,371.833
2002-06-14,366.391
2002-06-17,360.119
2002-06-18,361.326
2002-06-19,355.051
2002-06-20,358.055
2002-06-21,354.709
2002-06-24,356.503
2002-06-25,355.654
2002-06-26,344.876
2002-06-27,351.869
2002-06-28,358.641
2002-07-01,358.647
2002-07-02,354.744
2002-07-03,356.79
2002-07-04,363.407
2002-07-05,363.107
2002-07-08,360.302
2002-07-09,357.988
2002-07-10,358.543
2002-07-11,348.918
2002-07-12,351.305
2002-07-15,351.889
2002-07-16,346.878
2002-07-17,340.552
2002-07-18,339.976
2002-07-19,333.91
2002-07-22,324.731
2002-07-23,332.118
2002-07-24,321.905
2002-07-25,317.232
2002-07-26,307.231
2002-07-29,313.346
2002-07-30,322.597
2002-07-31,324.643
2002-08-01,320.392
2002-08-02,314.082
2002-08-05,306.026
2002-08-06,296.147
2002-08-07,307.568
2002-08-08,308.837
2002-08-09,307.768
2002-08-12,302.94
2002-08-13,303.982
2002-08-14,298.553
2002-08-15,304.234
2002-08-16,307.871
2002-08-19,308.774
2002-08-20,312.841
2002-08-21,315.491
2002-08-22,316.559
2002-08-23,315.193
2002-08-26,311.51
2002-08-27,308.52
2002-08-28,306.955
2002-08-29,305.404
2002-08-30,306.419
2002-09-02,302.374
2002-09-03,298.388
2002-09-04,298.8
2002-09-05,294.994
2002-09-06,292.749
2002-09-09,291.855
2002-09-10,297.433
2002-09-11,297.597
2002-09-12,301.396
2002-09-13,293.479
2002-09-16,287.694
2002-09-17,292.788
2002-09-18,288.781
2002-09-19,286.674
2002-09-20,282.011
2002-09-23,280.476
2002-09-24,278.774
2002-09-25,277.377
2002-09-26,280.096
2002-09-27,281.938
2002-09-30,276.858
2002-10-01,276.865
2002-10-02,275.536
2002-10-03,269.302
2002-10-04,271.672
2002-10-07,268.803
2002-10-08,269.534
2002-10-09,268.471
2002-10-10,263.119
2002-10-11,264.109
2002-10-14,264.111
2002-10-15,275.956
2002-10-16,283.828
2002-10-17,288.086
2002-10-18,294.446
2002-10-21,288.219
2002-10-22,287.333
2002-10-23,295.907
2002-10-24,297.021
2002-10-25,297.338
2002-10-28,299.092
2002-10-29,291.843
2002-10-30,289.2
2002-10-31,285.372
2002-11-01,282.753
2002-11-04,293.449
2002-11-05,289.679
2002-11-06,292.257
2002-11-07,295.711
2002-11-08,292.926
2002-11-11,287.799
2002-11-12,288.19
2002-11-13,288.05
2002-11-14,291.105
2002-11-15,299.532
2002-11-18,296.603
2002-11-19,298.593
2002-11-20,298.064
2002-11-21,299.399
2002-11-22,303.647
2002-11-25,306.011
2002-11-26,306.202
2002-11-27,307.345
2002-11-28,310.82
2002-11-29,307.693
2002-12-02,313.595
2002-12-03,315.137
2002-12-04,306.421
2002-12-05,306.167
2002-12-06,304.314
2002-12-09,297.657
2002-12-10,297.813
2002-12-11,296.232
2002-12-12,297.387
2002-12-13,298.581
2002-12-16,295.209
2002-12-17,295.95
2002-12-18,290.763
2002-12-19,290.557
2002-12-20,292.789
2002-12-23,294.096
2002-12-24,293.688
2002-12-25,293.688
2002-12-26,293.692
2002-12-27,290.068
2002-12-30,283.658
2002-12-31,286.11
2003-01-01,286.11
2003-01-02,287.743
2003-01-03,296.339
2003-01-06,298.031
2003-01-07,297.527
2003-01-08,299.205
2003-01-09,298.91
2003-01-10,302.398
2003-01-13,307.646
2003-01-14,309.802
2003-01-15,313.209
2003-01-16,308.178
2003-01-17,304.705
2003-01-20,302.194
2003-01-21,304.678
2003-01-22,303.052
2003-01-23,302.582
2003-01-24,298.222
2003-01-27,291.859
2003-01-28,295.717
2003-01-29,292.021
2003-01-30,294.74
2003-01-31,294.744
2003-02-03,294.74
2003-02-04,295.494
2003-02-05,293.185
2003-02-06,291.232
2003-02-07,292.44
2003-02-10,294.032
2003-02-11,292.661
2003-02-12,297.473
2003-02-13,291.848
2003-02-14,290.447
2003-02-17,296.824
2003-02-18,295.091
2003-02-19,297.338
2003-02-20,294.097
2003-02-21,290.561
2003-02-24,290.238
2003-02-25,287.975
2003-02-26,287.747
2003-02-27,286.713
2003-02-28,286.22
2003-03-03,290.075
2003-03-04,289.886
2003-03-05,287.676
2003-03-06,282.543
2003-03-07,279.884
2003-03-10,278.621
2003-03-11,278.017
2003-03-12,279.365
2003-03-13,278.63
2003-03-14,282.709
2003-03-17,278.562
2003-03-18,284.183
2003-03-19,291.595
2003-03-20,294.469
2003-03-21,293.984
2003-03-24,289.563
2003-03-25,288.315
2003-03-26,290.303
2003-03-27,284.773
2003-03-28,284.162
2003-03-31,274.634
2003-04-01,273.146
2003-04-02,277.362
2003-04-03,277.43
2003-04-04,283.057
2003-04-07,286.844
2003-04-08,281.627
2003-04-09,275.381
2003-04-10,272.674
2003-04-11,272.95
2003-04-14,269.691
2003-04-15,271.046
2003-04-16,273.993
2003-04-17,271.697
2003-04-18,271.697
2003-04-21,271.694
2003-04-22,271.978
2003-04-23,269.666
2003-04-24,265.266
2003-04-25,265.852
2003-04-28,269.189
2003-04-29,282.913
2003-04-30,282.916
2003-05-01,282.92
2003-05-02,288.291
2003-05-05,292.673
2003-05-06,293.511
2003-05-07,290.495
2003-05-08,290.495
2003-05-09,290.413
2003-05-12,293.815
2003-05-13,295.642
2003-05-14,293.357
2003-05-15,293.944
2003-05-16,294.812
2003-05-19,296.755
2003-05-20,295.776
2003-05-21,296.57
2003-05-22,298.498
2003-05-23,304.442
2003-05-26,311.614
2003-05-27,309.215
2003-05-28,311.825
2003-05-29,310.923
2003-05-30,312.34
2003-06-02,318.184
2003-06-03,318.778
2003-06-04,318.77
2003-06-05,318.602
2003-06-06,321.289
2003-06-09,324.145
2003-06-10,328.166
2003-06-11,328.003
2003-06-12,328.711
2003-06-13,331.464
2003-06-16,328.764
2003-06-17,334.183
2003-06-18,331.326
2003-06-19,332.993
2003-06-20,333.332
2003-06-23,326.968
2003-06-24,321.074
2003-06-25,323.689
2003-06-26,325.006
2003-06-27,328.646
2003-06-30,327.558
2003-07-01,327.545
2003-07-02,330.778
2003-07-03,333.553
2003-07-04,333.319
2003-07-07,341.541
2003-07-08,344.86
2003-07-09,349.613
2003-07-10,346.048
2003-07-11,342.031
2003-07-14,349.431
2003-07-15,347.053
2003-07-16,348.752
2003-07-17,345.861
2003-07-18,346.076
2003-07-21,345.238
2003-07-22,343.32
2003-07-23,339.341
2003-07-24,340.512
2003-07-25,340.543
2003-07-28,346.749
2003-07-29,347.212
2003-07-30,345.559
2003-07-31,345.33
2003-08-01,347.564
2003-08-04,345.316
2003-08-05,344.435
2003-08-06,337.513
2003-08-07,337.112
2003-08-08,339.779
2003-08-11,343.571
2003-08-12,349.217
2003-08-13,355.032
2003-08-14,356.548
2003-08-15,355.918
2003-08-18,359.239
2003-08-19,362.587
2003-08-20,364.624
2003-08-21,372.664
2003-08-22,375.582
2003-08-25,372.602
2003-08-26,373.242
2003-08-27,373.435
2003-08-28,376.454
2003-08-29,381.9
2003-09-01,386.153
2003-09-02,388.553
2003-09-03,396.717
2003-09-04,399.925
2003-09-05,397.358
2003-09-08,395.077
2003-09-09,389.882
2003-09-10,380.094
2003-09-11,385.804
2003-09-12,385.799
2003-09-15,390.47
2003-09-16,392.898
2003-09-17,394.636
2003-09-18,391.183
2003-09-19,386.076
2003-09-22,383.581
2003-09-23,391.944
2003-09-24,404.247
2003-09-25,404.139
2003-09-26,405.428
2003-09-29,402.198
2003-09-30,405.614
2003-10-01,405.921
2003-10-02,415.14
2003-10-03,417.783
2003-10-06,421.592
2003-10-07,420.482
2003-10-08,413.647
2003-10-09,416.336
2003-10-10,420.276
2003-10-13,424.95
2003-10-14,418.928
2003-10-15,425.146
2003-10-16,424.318
2003-10-17,425.212
2003-10-20,429.218
2003-10-21,433.105
2003-10-22,430.351
2003-10-23,412.679
2003-10-24,413.316
2003-10-27,416.386
2003-10-28,427.009
2003-10-29,428.674
2003-10-30,424.241
2003-10-31,425.809
2003-11-03,429.431
2003-11-04,434.703
2003-11-05,434.165
2003-11-06,427.551
2003-11-07,431.555
2003-11-10,429.128
2003-11-11,421.92
2003-11-12,417.584
2003-11-13,424.537
2003-11-14,424.364
2003-11-17,418.023
2003-11-18,418.974
2003-11-19,412.827
2003-11-20,411.99
2003-11-21,409.545
2003-11-24,409.051
2003-11-25,416.719
2003-11-26,420.741
2003-11-27,421.63
2003-11-28,428.193
2003-12-01,435.546
2003-12-02,435.888
2003-12-03,435.313
2003-12-04,436.46
2003-12-05,435.436
2003-12-08,432.611
2003-12-09,435.363
2003-12-10,434.242
2003-12-11,439.147
2003-12-12,441.076
2003-12-15,436.619
2003-12-16,428.552
2003-12-17,424.357
2003-12-18,423.072
2003-12-19,425.974
2003-12-22,427.345
2003-12-23,428.079
2003-12-24,428.954
2003-12-25,428.954
2003-12-26,428.93
2003-12-29,427.403
2003-12-30,430.966
2003-12-31,433.909
2004-01-01,433.909
2004-01-02,440.536
2004-01-05,449.253
2004-01-06,456.475
2004-01-07,452.053
2004-01-08,451.831
2004-01-09,462.462
2004-01-12,461.605
2004-01-13,460.203
2004-01-14,460.893
2004-01-15,459.865
2004-01-16,457.848
2004-01-19,462.197
2004-01-20,473.808
2004-01-21,479.966
2004-01-22,480.003
2004-01-23,480.015
2004-01-26,483.176
2004-01-27,487.924
2004-01-28,472.852
2004-01-29,466.303
2004-01-30,464.337
2004-02-02,454.801
2004-02-03,460.263
2004-02-04,460.924
2004-02-05,458.395
2004-02-06,468.8
2004-02-09,479.783
2004-02-10,478.429
2004-02-11,475.476
2004-02-12,478.629
2004-02-13,482.555
2004-02-16,488.23
2004-02-17,488.609
2004-02-18,490.449
2004-02-19,487.451
2004-02-20,485.508
2004-02-23,482.145
2004-02-24,481.772
2004-02-25,474.26
2004-02-26,477.677
2004-02-27,481.055
2004-03-01,482.46
2004-03-02,482.32
2004-03-03,476.759
2004-03-04,476.939
2004-03-05,481.503
2004-03-08,482.23
2004-03-09,477.65
2004-03-10,470.509
2004-03-11,462.702
2004-03-12,458.633
2004-03-15,463.467
2004-03-16,463.237
2004-03-17,466.658
2004-03-18,465.965
2004-03-19,464.254
2004-03-22,458.926
2004-03-23,459.486
2004-03-24,462.651
2004-03-25,450.851
2004-03-26,449.917
2004-03-29,448.025
2004-03-30,453.056
2004-03-31,455.252
2004-04-01,457.825
2004-04-02,465.522
2004-04-05,465.441
2004-04-06,473.488
2004-04-07,476.806
2004-04-08,479.063
2004-04-09,479.063
2004-04-12,479.048
2004-04-13,482.442
2004-04-14,468.055
2004-04-15,456.456
2004-04-16,461.393
2004-04-19,462.201
2004-04-20,458.232
2004-04-21,451.23
2004-04-22,450.574
2004-04-23,460.197
2004-04-26,448.006
2004-04-27,449.154
2004-04-28,448.893
2004-04-29,438.825
2004-04-30,437.47
2004-05-03,436.942
2004-05-04,446.615
2004-05-05,441.773
2004-05-06,441.507
2004-05-07,435.292
2004-05-10,412.419
2004-05-11,416.948
2004-05-12,424.042
2004-05-13,413.43
2004-05-14,402.335
2004-05-17,383.301
2004-05-18,389.957
2004-05-19,412.195
2004-05-20,409.657
2004-05-21,419.262
2004-05-24,422.859
2004-05-25,421.216
2004-05-26,421.189
2004-05-27,429.607
2004-05-28,435.561
2004-05-31,438.042
2004-06-01,433.327
2004-06-02,435.628
2004-06-03,424.088
2004-06-04,425.597
2004-06-07,438.092
2004-06-08,440.714
2004-06-09,438.968
2004-06-10,439.339
2004-06-11,440.666
2004-06-14,430.532
2004-06-15,430.14
2004-06-16,431.143
2004-06-17,427.733
2004-06-18,418.988
2004-06-21,418.16
2004-06-22,418.143
2004-06-23,419.351
2004-06-24,425.244
2004-06-25,427.581
2004-06-28,429.009
2004-06-29,426.226
2004-06-30,433.671
2004-07-01,433.679
2004-07-02,433.795
2004-07-05,435.235
2004-07-06,438.222
2004-07-07,440.476
2004-07-08,436.109
2004-07-09,437.018
2004-07-12,438.955
2004-07-13,433.076
2004-07-14,429.405
2004-07-15,428.25
2004-07-16,432.497
2004-07-19,434.969
2004-07-20,434.003
2004-07-21,440.62
2004-07-22,437.026
2004-07-23,437.669
2004-07-26,436.494
2004-07-27,435.736
2004-07-28,437.936
2004-07-29,433.742
2004-07-30,434.103
2004-08-02,431.216
2004-08-03,429.079
2004-08-04,428.653
2004-08-05,435.36
2004-08-06,432.297
2004-08-09,429.817
2004-08-10,427.586
2004-08-11,423.6
2004-08-12,423.067
2004-08-13,417.955
2004-08-16,412.262
2004-08-17,414.82
2004-08-18,417.501
2004-08-19,424.659
2004-08-20,423.827
2004-08-23,425.97
2004-08-24,429.995
2004-08-25,438.23
2004-08-26,441.165
2004-08-27,436.065
2004-08-30,437.288
2004-08-31,440.062
2004-09-01,449.499
2004-09-02,452.731
2004-09-03,448.259
2004-09-06,453.156
2004-09-07,457.045
2004-09-08,456.701
2004-09-09,455.164
2004-09-10,454.85
2004-09-13,460.52
2004-09-14,461.332
2004-09-15,460.509
2004-09-16,465.687
2004-09-17,465.879
2004-09-20,468.476
2004-09-21,470.639
2004-09-22,467.983
2004-09-23,465.75
2004-09-24,458.622
2004-09-27,456.386
2004-09-28,455.315
2004-09-29,455.348
2004-09-30,459.739
2004-10-01,459.784
2004-10-04,470.766
2004-10-05,474.412
2004-10-06,471.685
2004-10-07,473.282
2004-10-08,469.687
2004-10-11,468.776
2004-10-12,467.952
2004-10-13,466.458
2004-10-14,462.521
2004-10-15,464.281
2004-10-18,464.318
2004-10-19,467.943
2004-10-20,461.651
2004-10-21,458.516
2004-10-22,458.43
2004-10-25,454.889
2004-10-26,455.611
2004-10-27,456.232
2004-10-28,467.004
2004-10-29,465.713
2004-11-01,466.441
2004-11-02,476.208
2004-11-03,482.312
2004-11-04,480.866
2004-11-05,485.582
2004-11-08,483.78
2004-11-09,487.047
2004-11-10,486.839
2004-11-11,488.217
2004-11-12,494.008
2004-11-15,499.204
2004-11-16,493.999
2004-11-17,496.968
2004-11-18,500.394
2004-11-19,502.341
2004-11-22,501.545
2004-11-23,508.737
2004-11-24,508.85
2004-11-25,507.839
2004-11-26,508.046
2004-11-29,509.321
2004-11-30,510.109
2004-12-01,508.432
2004-12-02,512.598
2004-12-03,511.604
2004-12-06,510.602
2004-12-07,509.594
2004-12-08,502.095
2004-12-09,500.798
2004-12-10,497.483
2004-12-13,496.143
2004-12-14,501.809
2004-12-15,505.287
2004-12-16,508.702
2004-12-17,511.792
2004-12-20,518.926
2004-12-21,515.769
2004-12-22,513.558
2004-12-23,517.234
2004-12-24,517.512
2004-12-27,517.512
2004-12-28,520.57
2004-12-29,521.592
2004-12-30,519.25
2004-12-31,522.712
2005-01-03,524.093
2005-01-04,518.905
2005-01-05,506.861
2005-01-06,507.279
2005-01-07,501.697
2005-01-10,499.635
2005-01-11,495.611
2005-01-12,496.024
2005-01-13,498.177
2005-01-14,494.88
2005-01-17,501.268
2005-01-18,506.085
2005-01-19,508.483
2005-01-20,503.524
2005-01-21,501.573
2005-01-24,497.494
2005-01-25,500.455
2005-01-26,504.268
2005-01-27,501.443
2005-01-28,504.934
2005-01-31,506.742
2005-02-01,502.516
2005-02-02,505.13
2005-02-03,506.747
2005-02-04,509.645
2005-02-07,517.302
2005-02-08,518.494
2005-02-09,518.494
2005-02-10,518.494
2005-02-11,518.477
2005-02-14,521.144
2005-02-15,522.308
2005-02-16,522.388
2005-02-17,521.066
2005-02-18,525.341
2005-02-21,527.306
2005-02-22,526.293
2005-02-23,523.015
2005-02-24,527.579
2005-02-25,532.302
2005-02-28,533.008
2005-03-01,532.309
2005-03-02,526.899
2005-03-03,529.471
2005-03-04,522.502
2005-03-07,527.941
2005-03-08,531.646
2005-03-09,532.604
2005-03-10,530.616
2005-03-11,530.578
2005-03-14,528.741
2005-03-15,522.686
2005-03-16,526.263
2005-03-17,524.723
2005-03-18,523.315
2005-03-21,522.883
2005-03-22,521.749
2005-03-23,517.281
2005-03-24,519.661
2005-03-25,519.661
2005-03-28,519.661
2005-03-29,516.919
2005-03-30,516.222
2005-03-31,521.256
2005-04-01,522.538
2005-04-04,524.434
2005-04-05,524.413
2005-04-06,526.17
2005-04-07,528.711
2005-04-08,532.705
2005-04-11,530.928
2005-04-12,530.509
2005-04-13,535.542
2005-04-14,534.836
2005-04-15,527.808
2005-04-18,515.019
2005-04-19,519.886
2005-04-20,520.056
2005-04-21,523.743
2005-04-22,525.942
2005-04-25,528.643
2005-04-26,532.57
2005-04-27,530.96
2005-04-28,532.619
2005-04-29,531.165
2005-05-02,531.097
2005-05-03,532.78
2005-05-04,534.908
2005-05-05,538.35
2005-05-06,536.943
2005-05-09,538.441
2005-05-10,536.228
2005-05-11,532.129
2005-05-12,534.338
2005-05-13,533.523
2005-05-16,533.455
2005-05-17,526.706
2005-05-18,526.607
2005-05-19,527.401
2005-05-20,527.697
2005-05-23,527.569
2005-05-24,529.108
2005-05-25,525.328
2005-05-26,525.109
2005-05-27,532.061
2005-05-30,532.673
2005-05-31,534.721
2005-06-01,533.802
2005-06-02,533.748
2005-06-03,535.223
2005-06-06,534.861
2005-06-07,533.378
2005-06-08,533.731
2005-06-09,535.788
2005-06-10,537.528
2005-06-13,538.325
2005-06-14,535.803
2005-06-15,537.679
2005-06-16,538.832
2005-06-17,543.666
2005-06-20,542.939
2005-06-21,543.179
2005-06-22,549.439
2005-06-23,553.429
2005-06-24,553.741
2005-06-27,553.509
2005-06-28,554.631
2005-06-29,557.249
2005-06-30,554.049
2005-07-01,554.109
2005-07-04,553.966
2005-07-05,553.796
2005-07-06,554.742
2005-07-07,549.94
2005-07-08,548.123
2005-07-11,555.299
2005-07-12,558.486
2005-07-13,562.455
2005-07-14,568.441
2005-07-15,570.756
2005-07-18,576.06
2005-07-19,575.695
2005-07-20,580.689
2005-07-21,580.692
2005-07-22,579.695
2005-07-25,583.592
2005-07-26,582.8
2005-07-27,584.565
2005-07-28,584.761
2005-07-29,588.048
2005-08-01,589.224
2005-08-02,591.465
2005-08-03,594.711
2005-08-04,594.474
2005-08-05,591.125
2005-08-08,590.018
2005-08-09,588.004
2005-08-10,594.77
2005-08-11,599.066
2005-08-12,595.692
2005-08-15,594.338
2005-08-16,597.463
2005-08-17,596.601
2005-08-18,585.427
2005-08-19,585.269
2005-08-22,588.989
2005-08-23,582.314
2005-08-24,578.264
2005-08-25,579.05
2005-08-26,584.648
2005-08-29,580.1
2005-08-30,582.8
2005-08-31,582.708
2005-09-01,590.173
2005-09-02,591.09
2005-09-05,589.403
2005-09-06,588.228
2005-09-07,589.479
2005-09-08,589.129
2005-09-09,589.278
2005-09-12,590.548
2005-09-13,588.613
2005-09-14,590.629
2005-09-15,591.366
2005-09-16,589.074
2005-09-19,589.006
2005-09-20,591.802
2005-09-21,591.164
2005-09-22,590.267
2005-09-23,587.36
2005-09-26,589.413
2005-09-27,593.651
2005-09-28,602.158
2005-09-29,606.198
2005-09-30,608.125
2005-10-03,612.263
2005-10-04,616.324
2005-10-05,609.608
2005-10-06,597.987
2005-10-07,598.564
2005-10-10,598.98
2005-10-11,598.884
2005-10-12,589.689
2005-10-13,588.526
2005-10-14,582.777
2005-10-17,577.858
2005-10-18,582.291
2005-10-19,566.988
2005-10-20,566.724
2005-10-21,568.915
2005-10-24,564.039
2005-10-25,566.591
2005-10-26,563.11
2005-10-27,558.634
2005-10-28,558.295
2005-10-31,564.224
2005-11-01,576.042
2005-11-02,577.359
2005-11-03,580.82
2005-11-04,581.982
2005-11-07,574.014
