Date,FRANCE VALUE Standard (Large+Mid Cap)
1997-05-30,1976.39
1997-06-30,2100.047
1997-07-31,2191.292
1997-08-29,2070.412
1997-09-30,2354.021
1997-10-31,2249.922
1997-11-28,2250.105
1997-12-31,2347.686
1998-01-30,2425.714
1998-02-27,2635.628
1998-03-31,2985.441
1998-04-30,3114.49
1998-05-29,3249.975
1998-06-30,3249.977
1998-07-31,3310.672
1998-08-31,2750.254
1998-09-30,2718.188
1998-10-30,2903.013
1998-11-30,3125.929
1998-12-31,3072.179
1999-01-29,3137.164
1999-02-26,2947.438
1999-03-31,3185.68
1999-04-30,3357.122
1999-05-31,3278.035
1999-06-30,3377.608
1999-07-30,3504.862
1999-08-31,3550.15
1999-09-30,3542.793
1999-10-29,3704.391
1999-11-30,3702.271
1999-12-31,3919.877
2000-01-31,3589.515
2000-02-29,3669.379
2000-03-31,3848.468
2000-04-28,3864.657
2000-05-31,4088.484
2000-06-30,4348.739
2000-07-31,4412.527
2000-08-31,4343.181
2000-09-29,4127.225
2000-10-31,4081.722
2000-11-30,4101.232
2000-12-29,4439.537
2001-01-31,4438.905
2001-02-28,4213.188
2001-03-30,3966.252
2001-04-30,4280.345
2001-05-31,4160.246
2001-06-29,4051.927
2001-07-31,4099.805
2001-08-31,4116.746
2001-09-28,3558.253
2001-10-31,3669.227
2001-11-30,3715.542
2001-12-31,3771.703
2002-01-31,3476.505
2002-02-28,3475.273
2002-03-29,3711.375
2002-04-30,3652.54
2002-05-31,3682.024
2002-06-28,3377.661
2002-07-31,2836.139
2002-08-30,2796.293
2002-09-30,2161.101
2002-10-31,2541.872
2002-11-29,2813.556
2002-12-31,2612.831
2003-01-31,2625.962
2003-02-28,2476.96
2003-03-31,2370.456
2003-04-30,2828.234
2003-05-30,3003.989
2003-06-30,3073.262
2003-07-31,3232.345
2003-08-29,3217.57
2003-09-30,3173.522
2003-10-31,3437.02
2003-11-28,3618.454
2003-12-31,3970.941
2004-01-30,3967.962
2004-02-27,4099.821
2004-03-31,3970.902
2004-04-30,3971.164
2004-05-31,4059.88
2004-06-30,4159.576
2004-07-30,4036.563
2004-08-31,4071.256
2004-09-30,4226.796
2004-10-29,4417.261
2004-11-30,4658.984
2004-12-31,4857.251
2005-01-31,4838.566
2005-02-28,5108.17
2005-03-31,4991.766
2005-04-29,4731.286
2005-05-31,4843.189
2005-06-30,4931.243
2005-07-29,5220.538
2005-08-31,5235.417
2005-09-30,5446.168
2005-10-31,5254.935
2005-11-30,5411.282
2005-12-30,5576.074
2006-01-31,6158.032
2006-02-28,6181.531
2006-03-31,6471.658
2006-04-28,6733.766
2006-05-31,6630.352
2006-06-30,6658.842
2006-07-31,6731.126
2006-08-31,7043.456
2006-09-29,7153.822
2006-10-31,7428.649
2006-11-30,7610.684
2006-12-29,7878.434
2007-01-31,7930.97
2007-02-28,7775.309
2007-03-30,7842.591
2007-04-30,8643.156
2007-05-31,8871.604
2007-06-29,8922.315
2007-07-31,8550.173
2007-08-31,8241.487
2007-09-28,8706.256
2007-10-31,8927.942
2007-11-30,8746.043
2007-12-31,8564.882
2008-01-31,7555.753
2008-02-29,7529.984
2008-03-31,7651.902
2008-04-30,8065.052
2008-05-30,8109.847
2008-06-30,7353.863
2008-07-31,7269.102
2008-08-29,7027.417
2008-09-30,6067.553
2008-10-31,4797.441
2008-11-28,4489.153
2008-12-31,4846.348
2009-01-30,4168.061
2009-02-27,3696.012
2009-03-31,4060.002
2009-04-30,4700.918
2009-05-29,5300.133
2009-06-30,5040.517
2009-07-31,5596.662
2009-08-31,6127.724
2009-09-30,6525.655
2009-10-30,6185.19
2009-11-30,6447.173
2009-12-31,6639.532
2010-01-29,6078.611
2010-02-26,5901.725
2010-03-31,6272.497
2010-04-30,5895.575
2010-05-31,5093.279
2010-06-30,4951.262
2010-07-30,5600.025
2010-08-31,5230.419
2010-09-30,5962.132
2010-10-29,6292.724
2010-11-30,5544.01
2010-12-31,6074.021
2011-01-31,6631.611
2011-02-28,6836.599
2011-03-31,6770.277
2011-04-29,7254.623
2011-05-31,6958.246
2011-06-30,6967.994
2011-07-29,6320.589
2011-08-31,5520.894
2011-09-30,4753.118
2011-10-31,5346.638
2011-11-30,5008.984
2011-12-30,4883.312
2012-01-31,5104.52
2012-02-29,5435.616
2012-03-30,5299.396
2012-04-30,4858.103
2012-05-31,4270.768
2012-06-29,4772.442
2012-07-31,4784.682
2012-08-31,5104.551
2012-09-28,5204.206
2012-10-31,5378.358
2012-11-30,5545.92
2012-12-31,5765.066
2013-01-31,6089.883
2013-02-28,5762.197
2013-03-29,5648.402
2013-04-30,6038.8
2013-05-31,6178.696
2013-06-28,5895.544
2013-07-31,6488.725
2013-08-30,6379.16
2013-09-30,6959.651
2013-10-31,7441.443
2013-11-29,7468.872
2013-12-31,7605.732
2014-01-31,7260.399
2014-02-28,7901.38
2014-03-31,7939.158
2014-04-30,8157.902
2014-05-30,8104.099
2014-06-30,8015.212
2014-07-31,7622.709
2014-08-29,7731.061
2014-09-30,7561.414
2014-10-31,7026.999
2014-11-28,7170.288
2014-12-31,6768.162
2015-01-30,6729.003
2015-02-27,7156.106
2015-03-31,6966.129
2015-04-30,7301.6
2015-05-29,7097.179
2015-06-30,6961.603
2015-07-31,7329.136
2015-08-31,6836.922
2015-09-30,6460.795
2015-10-30,6999.15
2015-11-30,6774.14
2015-12-31,6542.777
2016-01-29,6179.884
2016-02-29,6110.736
2016-03-31,6452.36
2016-04-29,6666.364
2016-05-31,6653.768
2016-06-30,6173.848
2016-07-29,6499.099
2016-08-31,6452.584
2016-09-30,6524.323
2016-10-31,6610.104
2016-11-30,6529.702
2016-12-30,6942.579
2017-01-31,6918.826
2017-02-28,6862.639
2017-03-31,7325.987
2017-04-28,7616.281
2017-05-31,7956.851
2017-06-30,7832.601
2017-07-31,8121.072
2017-08-31,8140.37
2017-09-29,8445.465
2017-10-31,8376.024
2017-11-30,8378.102
2017-12-29,8297.817
2018-01-31,8884.671
2018-02-28,8435.402
2018-03-30,8200.274
2018-04-30,8536.407
2018-05-31,7935.669
2018-06-29,7864.891
2018-07-31,8290.477
2018-08-31,7976.735
2018-09-28,8181.834
2018-10-31,7527.111
2018-11-30,7397.422
2018-12-31,6907.244
2019-01-31,7270.2
2019-02-28,7430.65
2019-03-29,7352.055
2019-04-30,7642.77
2019-05-31,7103.581
2019-06-28,7573.632
2019-07-31,7327.061
2019-08-30,7155.769
2019-09-30,7566.429
2019-10-31,7766.345
2019-11-29,7836.715
2019-12-31,8146.417
2020-01-31,7711.284
2020-02-28,7059.038
2020-03-31,5630.831
2020-04-30,5804.893
2020-05-29,6094.969
2020-06-30,6471.676
2020-07-31,6506.371
2020-08-31,6810.456
2020-09-30,6389.876
2020-10-30,5949.685
2020-11-30,7579.119
2020-12-31,7714.479
2021-01-29,7525.451
2021-02-26,8050.345
2021-03-31,8255.372
2021-04-30,8610.676
2021-05-31,8976.138
2021-06-30,8696.167
2021-07-30,8729.967
2021-08-31,8969.925
2021-09-30,8710.033
2021-10-29,9014.9
2021-11-30,8389.215
2021-12-31,9080.097
2022-01-31,9278.203
2022-02-28,8782.866
2022-03-31,8664.299
2022-04-29,8354.622
2022-05-31,8810.954
2022-06-30,7766.059
2022-07-29,7792.762
2022-08-31,7413.878
2022-09-30,6791.202
2022-10-31,7612.983
2022-11-30,8422.63
2022-12-30,8613.709
2023-01-31,9266.919
2023-02-28,9352.334
2023-03-31,9267.057
2023-04-28,9771.151
2023-05-31,8983.845
2023-06-30,9482.859
2023-07-31,9846.103
2023-08-31,9689.736
2023-09-29,9556.721
2023-10-31,9132.095
2023-11-30,9825.989
2023-12-29,10258.581
2024-01-31,10226.165
2024-02-29,10028.177
2024-03-29,10600.174
2024-04-30,10632.421
2024-05-31,11101.893
2024-06-28,10096.725
2024-07-31,10678.253
2024-08-30,11135.068
2024-09-30,11196.263
2024-10-31,10715.742
2024-11-29,10066.013
2024-12-31,9957.282
2025-01-31,10677.68
2025-02-28,11132.033
2025-03-31,11592.696
2025-04-30,12106.297
2025-05-30,12360.655
2025-06-30,12666.307
2025-07-31,12459.767
2025-08-29,12617.824
2025-09-30,12738.142
2025-10-31,12516.653
2025-11-28,12963.7
2025-12-31,13423.943
2026-01-30,13891.982
