Date,FRANCE VALUE Standard (Large+Mid Cap)
2001-09-18,3557.057
2001-09-19,3490.438
2001-09-20,3332.768
2001-09-21,3209.34
2001-09-24,3374.143
2001-09-25,3436.682
2001-09-26,3499.59
2001-09-27,3550.734
2001-09-28,3558.253
2001-10-01,3520.307
2001-10-02,3566.199
2001-10-03,3544.268
2001-10-04,3648.393
2001-10-05,3663.12
2001-10-08,3647.631
2001-10-09,3648.079
2001-10-10,3725.62
2001-10-11,3710.361
2001-10-12,3743.728
2001-10-15,3648.736
2001-10-16,3711.091
2001-10-17,3758.486
2001-10-18,3671.08
2001-10-19,3590.303
2001-10-22,3621.692
2001-10-23,3677.43
2001-10-24,3692.904
2001-10-25,3652.268
2001-10-26,3722.27
2001-10-29,3714.845
2001-10-30,3638.212
2001-10-31,3669.227
2001-11-01,3702.506
2001-11-02,3691.566
2001-11-05,3724.955
2001-11-06,3706.146
2001-11-07,3735.812
2001-11-08,3774.638
2001-11-09,3749.395
2001-11-12,3655.442
2001-11-13,3736.651
2001-11-14,3721.152
2001-11-15,3692.167
2001-11-16,3722.719
2001-11-19,3739.738
2001-11-20,3732.541
2001-11-21,3704.789
2001-11-22,3743.177
2001-11-23,3721.638
2001-11-26,3711.221
2001-11-27,3665.678
2001-11-28,3660.571
2001-11-29,3666.542
2001-11-30,3715.542
2001-12-03,3672.676
2001-12-04,3712.965
2001-12-05,3839.412
2001-12-06,3853.185
2001-12-07,3842.84
2001-12-10,3766.023
2001-12-11,3755.86
2001-12-12,3758.964
2001-12-13,3669.801
2001-12-14,3631.627
2001-12-17,3765.019
2001-12-18,3735.7
2001-12-19,3712.433
2001-12-20,3662.788
2001-12-21,3672.524
2001-12-24,3633.995
2001-12-25,3633.995
2001-12-26,3637.099
2001-12-27,3732.848
2001-12-28,3735.273
2001-12-31,3771.703
2002-01-01,3771.703
2002-01-02,3819.367
2002-01-03,3904.529
2002-01-04,3897.837
2002-01-07,3812.838
2002-01-08,3770.616
2002-01-09,3756.547
2002-01-10,3719.52
2002-01-11,3729.378
2002-01-14,3656.569
2002-01-15,3689.345
2002-01-16,3572.829
2002-01-17,3600.07
2002-01-18,3587.899
2002-01-21,3560.638
2002-01-22,3572.85
2002-01-23,3581.332
2002-01-24,3612.794
2002-01-25,3536.022
2002-01-28,3571.619
2002-01-29,3520.678
2002-01-30,3448.369
2002-01-31,3476.505
2002-02-01,3473.458
2002-02-04,3443.083
2002-02-05,3366.614
2002-02-06,3327.192
2002-02-07,3370.177
2002-02-08,3395.962
2002-02-11,3468.767
2002-02-12,3444.39
2002-02-13,3434.994
2002-02-14,3486.343
2002-02-15,3440.29
2002-02-18,3402.957
2002-02-19,3322.163
2002-02-20,3301.032
2002-02-21,3353.497
2002-02-22,3345.473
2002-02-25,3376.216
2002-02-26,3413.569
2002-02-27,3450.083
2002-02-28,3475.273
2002-03-01,3492.392
2002-03-04,3628.959
2002-03-05,3623.04
2002-03-06,3666.307
2002-03-07,3712.177
2002-03-08,3701.91
2002-03-11,3657.135
2002-03-12,3598.088
2002-03-13,3590.75
2002-03-14,3635.319
2002-03-15,3672.642
2002-03-18,3709.171
2002-03-19,3740.588
2002-03-20,3700.733
2002-03-21,3673.677
2002-03-22,3685.163
2002-03-25,3668.401
2002-03-26,3675.994
2002-03-27,3655.843
2002-03-28,3711.375
2002-03-29,3711.375
2002-04-01,3741.793
2002-04-02,3688.268
2002-04-03,3689.413
2002-04-04,3639.375
2002-04-05,3601.315
2002-04-08,3506.683
2002-04-09,3536.021
2002-04-10,3598.434
2002-04-11,3544.8
2002-04-12,3564.433
2002-04-15,3607.393
2002-04-16,3691.794
2002-04-17,3721.74
2002-04-18,3740.345
2002-04-19,3761.11
2002-04-22,3712.092
2002-04-23,3709.303
2002-04-24,3679.312
2002-04-25,3639.86
2002-04-26,3645.339
2002-04-29,3637.478
2002-04-30,3652.54
2002-05-01,3673.213
2002-05-02,3625.571
2002-05-03,3619.615
2002-05-06,3629.996
2002-05-07,3562.144
2002-05-08,3634.871
2002-05-09,3628.335
2002-05-10,3604.761
2002-05-13,3626.886
2002-05-14,3648.853
2002-05-15,3704.336
2002-05-16,3704.803
2002-05-17,3765.789
2002-05-20,3731.769
2002-05-21,3722.168
2002-05-22,3700.629
2002-05-23,3694.839
2002-05-24,3710.797
2002-05-27,3712.478
2002-05-28,3734.034
2002-05-29,3742.216
2002-05-30,3686.042
2002-05-31,3682.024
2002-06-03,3664.165
2002-06-04,3563.87
2002-06-05,3544.873
2002-06-06,3584.747
2002-06-07,3496.498
2002-06-10,3505.251
2002-06-11,3565.014
2002-06-12,3488.641
2002-06-13,3430.952
2002-06-14,3326.079
2002-06-17,3443.307
2002-06-18,3457.29
2002-06-19,3411.422
2002-06-20,3337.654
2002-06-21,3318.216
2002-06-24,3188.671
2002-06-25,3246.006
2002-06-26,3238.579
2002-06-27,3228.812
2002-06-28,3377.661
2002-07-01,3403.127
2002-07-02,3182.349
2002-07-03,3039.975
2002-07-04,3088.515
2002-07-05,3217.632
2002-07-08,3260.721
2002-07-09,3244.243
2002-07-10,3105.533
2002-07-11,2983.419
2002-07-12,2978.803
2002-07-15,2863.728
2002-07-16,2885.538
2002-07-17,2991.535
2002-07-18,3061.662
2002-07-19,2919.308
2002-07-22,2746.949
2002-07-23,2628.071
2002-07-24,2565.843
2002-07-25,2713.693
2002-07-26,2673.659
2002-07-29,2816.63
2002-07-30,2816.053
2002-07-31,2836.139
2002-08-01,2717.634
2002-08-02,2702.219
2002-08-05,2592.148
2002-08-06,2660.764
2002-08-07,2669.21
2002-08-08,2764.443
2002-08-09,2824.642
2002-08-12,2785.755
2002-08-13,2792.573
2002-08-14,2664.679
2002-08-15,2725.055
2002-08-16,2721.036
2002-08-19,2831.838
2002-08-20,2824.278
2002-08-21,2912.125
2002-08-22,3002.786
2002-08-23,2939.836
2002-08-26,2891.259
2002-08-27,3012.371
2002-08-28,2876.359
2002-08-29,2801.186
2002-08-30,2796.293
2002-09-02,2741.822
2002-09-03,2656.404
2002-09-04,2650.855
2002-09-05,2581.543
2002-09-06,2657.244
2002-09-09,2608.264
2002-09-10,2669.899
2002-09-11,2750.886
2002-09-12,2645.391
2002-09-13,2566.789
2002-09-16,2529.807
2002-09-17,2503.067
2002-09-18,2412.943
2002-09-19,2360.922
2002-09-20,2328.32
2002-09-23,2210.501
2002-09-24,2141.736
2002-09-25,2179.459
2002-09-26,2316.571
2002-09-27,2297.868
2002-09-30,2161.101
2002-10-01,2160.627
2002-10-02,2237.574
2002-10-03,2178.954
2002-10-04,2072.264
2002-10-07,2044.69
2002-10-08,2010.437
2002-10-09,1984.741
2002-10-10,2080.185
2002-10-11,2225.225
2002-10-14,2204.108
2002-10-15,2388.457
2002-10-16,2406.688
2002-10-17,2493.493
2002-10-18,2488.698
2002-10-21,2496.529
2002-10-22,2453.822
2002-10-23,2323.506
2002-10-24,2390.607
2002-10-25,2384.713
2002-10-28,2479.994
2002-10-29,2344.079
2002-10-30,2454.946
2002-10-31,2541.872
2002-11-01,2520.521
2002-11-04,2635.568
2002-11-05,2682.881
2002-11-06,2653.38
2002-11-07,2583.217
2002-11-08,2540.613
2002-11-11,2520.242
2002-11-12,2520.477
2002-11-13,2492.28
2002-11-14,2580.568
2002-11-15,2615.41
2002-11-18,2670.685
2002-11-19,2635.915
2002-11-20,2601.464
2002-11-21,2743.326
2002-11-22,2808.121
2002-11-25,2759.146
2002-11-26,2690.641
2002-11-27,2746.632
2002-11-28,2799.253
2002-11-29,2813.556
2002-12-02,2813.814
2002-12-03,2746.678
2002-12-04,2698.468
2002-12-05,2654.796
2002-12-06,2677.684
2002-12-09,2600.87
2002-12-10,2625.918
2002-12-11,2671.082
2002-12-12,2643.894
2002-12-13,2605.554
2002-12-16,2706.24
2002-12-17,2691.004
2002-12-18,2610.483
2002-12-19,2573.682
2002-12-20,2601.649
2002-12-23,2585.529
2002-12-24,2590.829
2002-12-25,2590.829
2002-12-26,2597.362
2002-12-27,2558.208
2002-12-30,2564.874
2002-12-31,2612.831
2003-01-01,2612.831
2003-01-02,2712.51
2003-01-03,2740.159
2003-01-06,2782.364
2003-01-07,2731.979
2003-01-08,2668.716
2003-01-09,2745.344
2003-01-10,2776.377
2003-01-13,2801.554
2003-01-14,2831.888
2003-01-15,2798.035
2003-01-16,2801.101
2003-01-17,2731.057
2003-01-20,2703.973
2003-01-21,2674.649
2003-01-22,2626.656
2003-01-23,2641.361
2003-01-24,2634.955
2003-01-27,2542.122
2003-01-28,2536.368
2003-01-29,2539.193
2003-01-30,2607.823
2003-01-31,2625.962
2003-02-03,2659.552
2003-02-04,2596.856
2003-02-05,2620.583
2003-02-06,2582.19
2003-02-07,2541.353
2003-02-10,2501.632
2003-02-11,2564.807
2003-02-12,2507.422
2003-02-13,2520.377
2003-02-14,2579.281
2003-02-17,2622.065
2003-02-18,2649.424
2003-02-19,2588.378
2003-02-20,2553.91
2003-02-21,2556.181
2003-02-24,2488.842
2003-02-25,2369.687
2003-02-26,2347.972
2003-02-27,2418.35
2003-02-28,2476.96
2003-03-03,2480.219
2003-03-04,2400.192
2003-03-05,2404.019
2003-03-06,2374.89
2003-03-07,2331.297
2003-03-10,2273.417
2003-03-11,2259.603
2003-03-12,2163.576
2003-03-13,2277.123
2003-03-14,2442.652
2003-03-17,2496.763
2003-03-18,2483.762
2003-03-19,2509.059
2003-03-20,2466.921
2003-03-21,2559.31
2003-03-24,2429.242
2003-03-25,2481.587
2003-03-26,2473.74
2003-03-27,2431.808
2003-03-28,2446.514
2003-03-31,2370.456
2003-04-01,2374.416
2003-04-02,2455.697
2003-04-03,2485.683
2003-04-04,2509.642
2003-04-07,2612.377
2003-04-08,2578.643
2003-04-09,2565.97
2003-04-10,2517.969
2003-04-11,2532.143
2003-04-14,2577.536
2003-04-15,2634.84
2003-04-16,2645.251
2003-04-17,2660.577
2003-04-18,2660.577
2003-04-21,2649.108
2003-04-22,2703.356
2003-04-23,2757.999
2003-04-24,2720.668
2003-04-25,2684.468
2003-04-28,2755.233
2003-04-29,2784.427
2003-04-30,2828.234
2003-05-01,2854.21
2003-05-02,2834.132
2003-05-05,2898.76
2003-05-06,2976.658
2003-05-07,2949.975
2003-05-08,2875.635
2003-05-09,2902.775
2003-05-12,2911.004
2003-05-13,2908.638
2003-05-14,2911.88
2003-05-15,2927.832
2003-05-16,2952.296
2003-05-19,2856.772
2003-05-20,2849.489
2003-05-21,2847.094
2003-05-22,2880.713
2003-05-23,2897.466
2003-05-26,2908.38
2003-05-27,2919.063
2003-05-28,2948.012
2003-05-29,2997.876
2003-05-30,3003.989
2003-06-02,3048.287
2003-06-03,3045.302
2003-06-04,3069.302
2003-06-05,3098.789
2003-06-06,3133.12
2003-06-09,3110.249
2003-06-10,3119.198
2003-06-11,3181.106
2003-06-12,3213.986
2003-06-13,3179.402
2003-06-16,3268.774
2003-06-17,3281.017
2003-06-18,3249.944
2003-06-19,3193.563
2003-06-20,3201.866
2003-06-23,3106.866
2003-06-24,3079.968
2003-06-25,3102.548
2003-06-26,3082.217
2003-06-27,3088.556
2003-06-30,3073.262
2003-07-01,3036.21
2003-07-02,3091.482
2003-07-03,3118.91
2003-07-04,3090.32
2003-07-07,3172.607
2003-07-08,3167.431
2003-07-09,3135.01
2003-07-10,3090.304
2003-07-11,3118.681
2003-07-14,3167.214
2003-07-15,3149.081
2003-07-16,3121.699
2003-07-17,3087.926
2003-07-18,3096.25
2003-07-21,3077.504
2003-07-22,3091.414
2003-07-23,3107.952
2003-07-24,3195.716
2003-07-25,3173.029
2003-07-28,3219.237
2003-07-29,3207.946
2003-07-30,3216.607
2003-07-31,3232.345
2003-08-01,3198.326
2003-08-04,3195.54
2003-08-05,3243.641
2003-08-06,3186.581
2003-08-07,3191.98
2003-08-08,3196.043
2003-08-11,3217.994
2003-08-12,3234.12
2003-08-13,3242.193
2003-08-14,3288.609
2003-08-15,3307.251
2003-08-18,3303.663
2003-08-19,3299.171
2003-08-20,3275.21
2003-08-21,3238.017
2003-08-22,3222.059
2003-08-25,3194.866
2003-08-26,3150.229
2003-08-27,3177.261
2003-08-28,3214.608
2003-08-29,3217.57
2003-09-01,3264.598
2003-09-02,3235.819
2003-09-03,3299.953
2003-09-04,3304.509
2003-09-05,3319.586
2003-09-08,3354.504
2003-09-09,3330.088
2003-09-10,3282.514
2003-09-11,3286.232
2003-09-12,3290.898
2003-09-15,3307.89
2003-09-16,3325.713
2003-09-17,3347.462
2003-09-18,3377.051
2003-09-19,3358.002
2003-09-22,3299.985
2003-09-23,3279.79
2003-09-24,3281.073
2003-09-25,3251.083
2003-09-26,3219.465
2003-09-29,3204.044
2003-09-30,3173.522
2003-10-01,3257.677
2003-10-02,3254.635
2003-10-03,3343.415
2003-10-06,3343.873
2003-10-07,3343.135
2003-10-08,3358.009
2003-10-09,3416.957
2003-10-10,3416.226
2003-10-13,3431.085
2003-10-14,3427.37
2003-10-15,3431.788
2003-10-16,3430.157
2003-10-17,3396.488
2003-10-20,3412.228
2003-10-21,3414.103
2003-10-22,3376.003
2003-10-23,3345.618
2003-10-24,3359.8
2003-10-27,3393.451
2003-10-28,3411.054
2003-10-29,3433.535
2003-10-30,3459.98
2003-10-31,3437.02
2003-11-03,3459.718
2003-11-04,3453.102
2003-11-05,3413.678
2003-11-06,3416.285
2003-11-07,3469.58
2003-11-10,3451.273
2003-11-11,3438.13
2003-11-12,3483.401
2003-11-13,3509.914
2003-11-14,3560.184
2003-11-17,3461.477
2003-11-18,3480.092
2003-11-19,3488.132
2003-11-20,3474.094
2003-11-21,3528.16
2003-11-24,3523.229
2003-11-25,3542.326
2003-11-26,3590.565
2003-11-27,3607.034
2003-11-28,3618.454
2003-12-01,3679.525
2003-12-02,3709.319
2003-12-03,3755.032
2003-12-04,3742.518
2003-12-05,3733.307
2003-12-08,3731.023
2003-12-09,3749.215
2003-12-10,3740.955
2003-12-11,3740.92
2003-12-12,3789.103
2003-12-15,3813.557
2003-12-16,3817.105
2003-12-17,3814.794
2003-12-18,3833.476
2003-12-19,3833.339
2003-12-22,3850.925
2003-12-23,3852.765
2003-12-24,3871.91
2003-12-25,3871.91
2003-12-26,3870.355
2003-12-29,3894.365
2003-12-30,3918.682
2003-12-31,3970.941
2004-01-01,3970.941
2004-01-02,4005.094
2004-01-05,4048.407
2004-01-06,4055.63
2004-01-07,4006.224
2004-01-08,4043.719
2004-01-09,4076.734
2004-01-12,4048.818
2004-01-13,4061.252
2004-01-14,4058.192
2004-01-15,4057.421
2004-01-16,4030.838
2004-01-19,4043.874
2004-01-20,4071.313
2004-01-21,4099.466
2004-01-22,4127.373
2004-01-23,4128.822
2004-01-26,4069.959
2004-01-27,4118.909
2004-01-28,4114.606
2004-01-29,3992.878
2004-01-30,3967.962
2004-02-02,4015.051
2004-02-03,4019.366
2004-02-04,3978.366
2004-02-05,3998.048
2004-02-06,4054.726
2004-02-09,4093.605
2004-02-10,4109.625
2004-02-11,4126.319
2004-02-12,4178.103
2004-02-13,4140.816
2004-02-16,4177.581
2004-02-17,4207.193
2004-02-18,4206.926
2004-02-19,4206.154
2004-02-20,4148.058
2004-02-23,4161.58
2004-02-24,4144.512
2004-02-25,4113.987
2004-02-26,4078.478
2004-02-27,4099.821
2004-03-01,4124.814
2004-03-02,4121.133
2004-03-03,4044.805
2004-03-04,4085.119
2004-03-05,4152.601
2004-03-08,4149.917
2004-03-09,4103.793
2004-03-10,4069.208
2004-03-11,3955.289
2004-03-12,3929.297
2004-03-15,3850.564
2004-03-16,3915.174
2004-03-17,3949.475
2004-03-18,3940.024
2004-03-19,3942.102
2004-03-22,3869.858
2004-03-23,3854.298
2004-03-24,3809.084
2004-03-25,3861.305
2004-03-26,3870.712
2004-03-29,3936.594
2004-03-30,3936.805
2004-03-31,3970.902
2004-04-01,4051.365
2004-04-02,4062.775
2004-04-05,4069.853
2004-04-06,4061.4
2004-04-07,4086.436
2004-04-08,4082.24
2004-04-09,4082.24
2004-04-12,4070.773
2004-04-13,4050.749
2004-04-14,4003.081
2004-04-15,3991.758
2004-04-16,4062.677
2004-04-19,4052.413
2004-04-20,4067.626
2004-04-21,4013.81
2004-04-22,4039.695
2004-04-23,4051.791
2004-04-26,4059.454
2004-04-27,4086.435
2004-04-28,4003.245
2004-04-29,3981.108
2004-04-30,3971.164
2004-05-03,4012.232
2004-05-04,4049.754
2004-05-05,4095.607
2004-05-06,3979.681
2004-05-07,3914.201
2004-05-10,3781.471
2004-05-11,3829.08
2004-05-12,3808.371
2004-05-13,3849.414
2004-05-14,3846.629
2004-05-17,3836.809
2004-05-18,3848.093
2004-05-19,3960.828
2004-05-20,3889.929
2004-05-21,3924.476
2004-05-24,3945.651
2004-05-25,3971.572
2004-05-26,4025.108
2004-05-27,4092.289
2004-05-28,4036.272
2004-05-31,4059.88
2004-06-01,4019.931
2004-06-02,4054.943
2004-06-03,4065.107
2004-06-04,4120.164
2004-06-07,4167.424
2004-06-08,4156.707
2004-06-09,4072.677
2004-06-10,4088.034
2004-06-11,4050.785
2004-06-14,4018.007
2004-06-15,4060.98
2004-06-16,4072.384
2004-06-17,4096.712
2004-06-18,4158.794
2004-06-21,4142.704
2004-06-22,4093.12
2004-06-23,4121.654
2004-06-24,4183.407
2004-06-25,4155.324
2004-06-28,4205.837
2004-06-29,4161.697
2004-06-30,4159.576
2004-07-01,4136.296
2004-07-02,4149.681
2004-07-05,4138.817
2004-07-06,4109.818
2004-07-07,4129.699
2004-07-08,4155.573
2004-07-09,4153.871
2004-07-12,4144.805
2004-07-13,4124.183
2004-07-14,4138.774
2004-07-15,4086.03
2004-07-16,4112.655
2004-07-19,4090.52
2004-07-20,4081.162
2004-07-21,4069.285
2004-07-22,4017.681
2004-07-23,3961.892
2004-07-26,3935.674
2004-07-27,3956.895
2004-07-28,3966.841
2004-07-29,4042.179
2004-07-30,4036.563
2004-08-02,4018.857
2004-08-03,4065.171
2004-08-04,4025.62
2004-08-05,4046.099
2004-08-06,4008.856
2004-08-09,3972.543
2004-08-10,4030.329
2004-08-11,3960.542
2004-08-12,3967.581
2004-08-13,3991.657
2004-08-16,4025.42
2004-08-17,4037.096
2004-08-18,4037.251
2004-08-19,4067.008
2004-08-20,4051.811
2004-08-23,4068.778
2004-08-24,4045.448
2004-08-25,4038.472
2004-08-26,4071.556
2004-08-27,4082.764
2004-08-30,4073.091
2004-08-31,4071.256
2004-09-01,4096.939
2004-09-02,4112.317
2004-09-03,4114.43
2004-09-06,4130.336
2004-09-07,4149.723
2004-09-08,4163.219
2004-09-09,4141.214
2004-09-10,4213.334
2004-09-13,4247.685
2004-09-14,4238.946
2004-09-15,4180.014
2004-09-16,4178.733
2004-09-17,4229.302
2004-09-20,4201.738
2004-09-21,4274.831
2004-09-22,4231.134
2004-09-23,4201.716
2004-09-24,4203.214
2004-09-27,4191.779
2004-09-28,4212.843
2004-09-29,4235.064
2004-09-30,4226.796
2004-10-01,4328.351
2004-10-04,4320.679
2004-10-05,4346.332
2004-10-06,4341.969
2004-10-07,4328.966
2004-10-08,4359.338
2004-10-11,4340.103
2004-10-12,4272.063
2004-10-13,4262.533
2004-10-14,4269.121
2004-10-15,4297.237
2004-10-18,4303.973
2004-10-19,4340.746
2004-10-20,4325.222
2004-10-21,4356.578
2004-10-22,4378.876
2004-10-25,4337.978
2004-10-26,4345.046
2004-10-27,4403.525
2004-10-28,4438.436
2004-10-29,4417.261
2004-11-01,4459.511
2004-11-02,4470.372
2004-11-03,4522.278
2004-11-04,4536.206
2004-11-05,4562.751
2004-11-08,4572.77
2004-11-09,4555.877
2004-11-10,4568.828
2004-11-11,4617.148
2004-11-12,4621.969
2004-11-15,4606.793
2004-11-16,4576.985
2004-11-17,4656.111
2004-11-18,4621.368
2004-11-19,4606.71
2004-11-22,4580.587
2004-11-23,4609.198
2004-11-24,4622.999
2004-11-25,4695.29
2004-11-26,4686.457
2004-11-29,4681.718
2004-11-30,4658.984
2004-12-01,4723.9
2004-12-02,4725.821
2004-12-03,4719.278
2004-12-06,4714.941
2004-12-07,4733.079
2004-12-08,4667.54
2004-12-09,4634.756
2004-12-10,4654.495
2004-12-13,4725.127
2004-12-14,4738.824
2004-12-15,4778.696
2004-12-16,4741.0
2004-12-17,4650.158
2004-12-20,4738.296
2004-12-21,4725.04
2004-12-22,4772.995
2004-12-23,4833.657
2004-12-24,4845.873
2004-12-27,4870.674
2004-12-28,4868.379
2004-12-29,4862.268
2004-12-30,4879.011
2004-12-31,4857.251
2005-01-03,4854.997
2005-01-04,4807.712
2005-01-05,4761.099
2005-01-06,4772.206
2005-01-07,4756.528
2005-01-10,4778.116
2005-01-11,4767.042
2005-01-12,4773.99
2005-01-13,4766.997
2005-01-14,4769.28
2005-01-17,4799.253
2005-01-18,4778.354
2005-01-19,4784.912
2005-01-20,4723.77
2005-01-21,4760.589
2005-01-24,4761.586
2005-01-25,4771.821
2005-01-26,4808.911
2005-01-27,4806.686
2005-01-28,4773.165
2005-01-31,4838.566
2005-02-01,4864.994
2005-02-02,4900.564
2005-02-03,4846.953
2005-02-04,4881.057
2005-02-07,4867.091
2005-02-08,4836.716
2005-02-09,4829.02
2005-02-10,4880.479
2005-02-11,4948.326
2005-02-14,4975.827
2005-02-15,5000.828
2005-02-16,4977.904
2005-02-17,5010.598
2005-02-18,5037.235
2005-02-21,5003.472
2005-02-22,5042.544
2005-02-23,4995.926
2005-02-24,5009.323
2005-02-25,5085.05
2005-02-28,5108.17
2005-03-01,5095.017
2005-03-02,5062.801
2005-03-03,5067.973
2005-03-04,5155.757
2005-03-07,5148.863
2005-03-08,5193.562
2005-03-09,5167.754
2005-03-10,5158.142
2005-03-11,5195.292
2005-03-14,5169.682
2005-03-15,5183.224
2005-03-16,5140.292
2005-03-17,5131.341
2005-03-18,5116.94
2005-03-21,5056.619
2005-03-22,5068.971
2005-03-23,4979.613
2005-03-24,5016.228
2005-03-25,5016.228
2005-03-28,4981.024
2005-03-29,4997.253
2005-03-30,4979.83
2005-03-31,4991.766
2005-04-01,4994.61
2005-04-04,4914.53
2005-04-05,4961.01
2005-04-06,4982.588
2005-04-07,5021.706
2005-04-08,4994.555
2005-04-11,5041.267
2005-04-12,4992.643
2005-04-13,5009.52
2005-04-14,4944.063
2005-04-15,4880.785
2005-04-18,4805.307
2005-04-19,4833.643
2005-04-20,4828.276
2005-04-21,4841.383
2005-04-22,4879.626
2005-04-25,4854.654
2005-04-26,4847.859
2005-04-27,4761.955
2005-04-28,4731.981
2005-04-29,4731.286
2005-05-02,4751.011
2005-05-03,4790.253
2005-05-04,4850.633
2005-05-05,4888.011
2005-05-06,4866.547
2005-05-09,4843.821
2005-05-10,4838.78
2005-05-11,4792.571
2005-05-12,4803.063
2005-05-13,4784.235
2005-05-16,4754.666
2005-05-17,4751.439
2005-05-18,4853.878
2005-05-19,4877.539
2005-05-20,4845.876
2005-05-23,4888.512
2005-05-24,4880.178
2005-05-25,4883.338
2005-05-26,4898.73
2005-05-27,4916.315
2005-05-30,4904.75
2005-05-31,4843.189
2005-06-01,4882.962
2005-06-02,4910.44
2005-06-03,4872.165
2005-06-06,4864.877
2005-06-07,4909.233
2005-06-08,4925.157
2005-06-09,4852.438
2005-06-10,4868.052
2005-06-13,4857.935
2005-06-14,4855.106
