Date,AUSTRALIA SMALL VALUE Small Cap
2023-06-30,1002.844
2023-07-31,1065.847
2023-08-31,1003.237
2023-09-29,963.723
2023-10-31,897.906
2023-11-30,988.028
2023-12-29,1092.327
2024-01-31,1054.41
2024-02-29,1040.806
2024-03-29,1095.901
2024-04-30,1053.484
2024-05-31,1070.337
2024-06-28,1060.453
2024-07-31,1102.668
2024-08-30,1154.287
2024-09-30,1222.639
2024-10-31,1137.044
2024-11-29,1149.496
2024-12-31,1064.57
2025-01-31,1125.196
2025-02-28,1089.6
2025-03-31,1070.438
2025-04-30,1122.302
2025-05-30,1187.379
2025-06-30,1216.197
2025-07-31,1245.894
2025-08-29,1349.924
2025-09-30,1358.001
