Date,AUSTRALIA SMALL VALUE Small Cap
2001-11-08,203.457
2001-11-09,203.213
2001-11-12,204.896
2001-11-13,204.867
2001-11-14,205.668
2001-11-15,205.149
2001-11-16,205.649
2001-11-19,207.194
2001-11-20,206.609
2001-11-21,205.891
2001-11-22,206.438
2001-11-23,206.959
2001-11-26,207.736
2001-11-27,209.282
2001-11-28,209.642
2001-11-29,208.97
2001-11-30,211.045
2001-12-03,209.011
2001-12-04,206.228
2001-12-05,207.066
2001-12-06,206.865
2001-12-07,207.353
2001-12-10,207.052
2001-12-11,207.242
2001-12-12,207.49
2001-12-13,208.198
2001-12-14,207.064
2001-12-17,205.166
2001-12-18,207.111
2001-12-19,206.737
2001-12-20,204.212
2001-12-21,205.486
2001-12-24,207.074
2001-12-25,207.074
2001-12-26,206.931
2001-12-27,208.642
2001-12-28,210.249
2001-12-31,211.955
2002-01-01,211.955
2002-01-02,213.659
2002-01-03,212.909
2002-01-04,214.835
2002-01-07,215.521
2002-01-08,217.336
2002-01-09,217.702
2002-01-10,218.612
2002-01-11,218.221
2002-01-14,215.426
2002-01-15,216.273
2002-01-16,216.364
2002-01-17,212.833
2002-01-18,213.781
2002-01-21,215.566
2002-01-22,217.708
2002-01-23,219.562
2002-01-24,219.297
2002-01-25,218.917
2002-01-28,218.303
2002-01-29,218.829
2002-01-30,215.178
2002-01-31,216.595
2002-02-01,216.727
2002-02-04,217.544
2002-02-05,217.265
2002-02-06,217.314
2002-02-07,216.825
2002-02-08,218.704
2002-02-11,220.289
2002-02-12,220.416
2002-02-13,220.596
2002-02-14,224.033
2002-02-15,224.411
2002-02-18,225.098
2002-02-19,224.812
2002-02-20,224.56
2002-02-21,224.229
2002-02-22,223.388
2002-02-25,223.406
2002-02-26,223.663
2002-02-27,221.892
2002-02-28,222.668
2002-03-01,223.654
2002-03-04,224.456
2002-03-05,225.311
2002-03-06,225.844
2002-03-07,228.948
2002-03-08,227.347
2002-03-11,226.337
2002-03-12,226.393
2002-03-13,227.22
2002-03-14,228.122
2002-03-15,227.472
2002-03-18,228.613
2002-03-19,228.805
2002-03-20,232.971
2002-03-21,233.97
2002-03-22,234.007
2002-03-25,232.734
2002-03-26,229.926
2002-03-27,231.548
2002-03-28,233.894
2002-03-29,233.894
2002-04-01,234.31
2002-04-02,232.626
2002-04-03,231.449
2002-04-04,231.507
2002-04-05,231.211
2002-04-08,230.411
2002-04-09,230.105
2002-04-10,231.593
2002-04-11,232.793
2002-04-12,232.589
2002-04-15,232.088
2002-04-16,232.634
2002-04-17,235.494
2002-04-18,236.304
2002-04-19,236.94
2002-04-22,236.964
2002-04-23,236.684
2002-04-24,237.721
2002-04-25,238.73
2002-04-26,238.942
2002-04-29,236.187
2002-04-30,235.054
2002-05-01,237.212
2002-05-02,236.664
2002-05-03,238.254
2002-05-06,238.699
2002-05-07,238.64
2002-05-08,239.986
2002-05-09,239.288
2002-05-10,239.686
2002-05-13,239.303
2002-05-14,240.035
2002-05-15,241.737
2002-05-16,242.459
2002-05-17,245.275
2002-05-20,245.743
2002-05-21,246.51
2002-05-22,248.413
2002-05-23,248.377
2002-05-24,248.99
2002-05-27,248.864
2002-05-28,250.709
2002-05-29,251.831
2002-05-30,252.494
2002-05-31,253.635
2002-06-03,257.408
2002-06-04,255.212
2002-06-05,254.863
2002-06-06,258.173
2002-06-07,257.372
2002-06-10,255.667
2002-06-11,254.38
2002-06-12,254.037
2002-06-13,253.269
2002-06-14,248.998
2002-06-17,248.354
2002-06-18,250.55
2002-06-19,252.283
2002-06-20,255.21
2002-06-21,257.649
2002-06-24,257.837
2002-06-25,252.421
2002-06-26,248.245
2002-06-27,247.589
2002-06-28,247.757
2002-07-01,247.614
2002-07-02,248.468
2002-07-03,245.27
2002-07-04,244.49
2002-07-05,245.772
2002-07-08,250.359
2002-07-09,253.613
2002-07-10,252.238
2002-07-11,246.259
2002-07-12,247.404
2002-07-15,247.781
2002-07-16,245.902
2002-07-17,239.573
2002-07-18,241.176
2002-07-19,240.141
2002-07-22,238.838
2002-07-23,234.428
2002-07-24,229.471
2002-07-25,233.055
2002-07-26,232.157
2002-07-29,234.363
2002-07-30,236.426
2002-07-31,234.817
2002-08-01,231.695
2002-08-02,230.658
2002-08-05,226.151
2002-08-06,223.898
2002-08-07,228.317
2002-08-08,229.12
2002-08-09,231.122
2002-08-12,234.767
2002-08-13,234.553
2002-08-14,234.921
2002-08-15,237.851
2002-08-16,240.457
2002-08-19,239.049
2002-08-20,241.84
2002-08-21,240.369
2002-08-22,240.98
2002-08-23,241.586
2002-08-26,242.305
2002-08-27,246.648
2002-08-28,246.183
2002-08-29,245.548
2002-08-30,246.638
2002-09-02,247.648
2002-09-03,245.989
2002-09-04,242.437
2002-09-05,242.594
2002-09-06,243.087
2002-09-09,245.08
2002-09-10,243.658
2002-09-11,245.132
2002-09-12,245.646
2002-09-13,244.732
2002-09-16,243.591
2002-09-17,246.002
2002-09-18,245.35
2002-09-19,244.894
2002-09-20,242.787
2002-09-23,240.658
2002-09-24,240.728
2002-09-25,239.111
2002-09-26,238.797
2002-09-27,240.525
2002-09-30,239.91
2002-10-01,238.874
2002-10-02,240.912
2002-10-03,241.323
2002-10-04,240.526
2002-10-07,240.501
2002-10-08,239.678
2002-10-09,239.522
2002-10-10,239.271
2002-10-11,240.442
2002-10-14,238.736
2002-10-15,240.639
2002-10-16,242.334
2002-10-17,244.209
2002-10-18,243.293
2002-10-21,244.423
2002-10-22,244.137
2002-10-23,244.591
2002-10-24,244.75
2002-10-25,244.833
2002-10-28,247.743
2002-10-29,245.398
2002-10-30,243.557
2002-10-31,245.255
2002-11-01,246.249
2002-11-04,248.625
2002-11-05,249.345
2002-11-06,249.074
2002-11-07,250.997
2002-11-08,249.717
2002-11-11,245.237
2002-11-12,245.071
2002-11-13,243.638
2002-11-14,245.9
2002-11-15,245.384
2002-11-18,246.247
2002-11-19,244.961
2002-11-20,245.41
2002-11-21,250.831
2002-11-22,251.41
2002-11-25,248.869
2002-11-26,249.021
2002-11-27,246.995
2002-11-28,250.488
2002-11-29,252.164
2002-12-02,252.545
2002-12-03,251.823
2002-12-04,250.324
2002-12-05,251.637
2002-12-06,251.0
2002-12-09,253.09
2002-12-10,251.421
2002-12-11,250.256
2002-12-12,252.721
2002-12-13,255.694
2002-12-16,254.937
2002-12-17,255.978
2002-12-18,253.991
2002-12-19,255.529
2002-12-20,255.523
2002-12-23,256.687
2002-12-24,257.817
2002-12-25,257.817
2002-12-26,257.817
2002-12-27,257.028
2002-12-30,257.538
2002-12-31,258.453
2003-01-01,258.453
2003-01-02,259.422
2003-01-03,262.762
2003-01-06,269.788
2003-01-07,268.817
2003-01-08,267.308
2003-01-09,269.825
2003-01-10,271.497
2003-01-13,271.195
2003-01-14,272.688
2003-01-15,272.885
2003-01-16,273.273
2003-01-17,274.625
2003-01-20,275.763
2003-01-21,274.074
2003-01-22,270.54
2003-01-23,273.517
2003-01-24,275.72
2003-01-27,274.718
2003-01-28,270.495
2003-01-29,271.69
2003-01-30,270.489
2003-01-31,270.211
2003-02-03,266.011
2003-02-04,268.901
2003-02-05,267.012
2003-02-06,265.997
2003-02-07,267.178
2003-02-10,266.381
2003-02-11,265.242
2003-02-12,266.882
2003-02-13,266.197
2003-02-14,264.371
2003-02-17,265.166
2003-02-18,266.474
2003-02-19,267.643
2003-02-20,266.518
2003-02-21,267.232
2003-02-24,272.173
2003-02-25,269.413
2003-02-26,271.648
2003-02-27,268.268
2003-02-28,268.823
2003-03-03,273.352
2003-03-04,274.716
2003-03-05,272.56
2003-03-06,271.311
2003-03-07,269.785
2003-03-10,271.099
2003-03-11,265.086
2003-03-12,258.643
2003-03-13,255.78
2003-03-14,258.005
2003-03-17,256.723
2003-03-18,261.584
2003-03-19,263.704
2003-03-20,266.282
2003-03-21,265.367
2003-03-24,268.28
2003-03-25,270.894
2003-03-26,270.598
2003-03-27,272.271
2003-03-28,273.457
2003-03-31,276.345
2003-04-01,274.199
2003-04-02,270.783
2003-04-03,271.529
2003-04-04,276.055
2003-04-07,277.353
2003-04-08,278.114
2003-04-09,278.737
2003-04-10,283.955
2003-04-11,284.753
2003-04-14,284.277
2003-04-15,285.689
2003-04-16,288.235
2003-04-17,288.873
2003-04-18,288.873
2003-04-21,288.192
2003-04-22,293.824
2003-04-23,292.988
2003-04-24,292.141
2003-04-25,290.913
2003-04-28,292.125
2003-04-29,294.011
2003-04-30,297.863
2003-05-01,301.421
2003-05-02,299.308
2003-05-05,303.932
2003-05-06,304.996
2003-05-07,305.969
2003-05-08,309.244
2003-05-09,309.872
2003-05-12,313.547
2003-05-13,314.116
2003-05-14,314.725
2003-05-15,310.922
2003-05-16,312.996
2003-05-19,315.874
2003-05-20,315.644
2003-05-21,316.985
2003-05-22,320.326
2003-05-23,321.285
2003-05-26,324.3
2003-05-27,321.581
2003-05-28,318.625
2003-05-29,317.512
2003-05-30,318.811
2003-06-02,321.847
2003-06-03,323.294
2003-06-04,325.438
2003-06-05,327.268
2003-06-06,323.919
2003-06-09,322.799
2003-06-10,322.839
2003-06-11,327.264
2003-06-12,330.528
2003-06-13,332.798
2003-06-16,335.53
2003-06-17,339.357
2003-06-18,340.802
2003-06-19,340.604
2003-06-20,340.692
2003-06-23,339.059
2003-06-24,337.707
2003-06-25,340.74
2003-06-26,335.246
2003-06-27,336.763
2003-06-30,337.266
2003-07-01,340.836
2003-07-02,342.483
2003-07-03,345.998
2003-07-04,344.482
2003-07-07,343.987
2003-07-08,336.822
2003-07-09,333.186
2003-07-10,334.08
2003-07-11,336.782
2003-07-14,341.355
2003-07-15,337.385
2003-07-16,341.113
2003-07-17,337.933
2003-07-18,333.955
2003-07-21,337.331
2003-07-22,335.521
2003-07-23,339.354
2003-07-24,345.154
2003-07-25,345.439
2003-07-28,347.4
2003-07-29,347.577
2003-07-30,341.442
2003-07-31,340.344
2003-08-01,344.422
2003-08-04,342.712
2003-08-05,340.117
2003-08-06,341.692
2003-08-07,343.439
2003-08-08,344.932
2003-08-11,346.59
2003-08-12,348.057
2003-08-13,350.732
2003-08-14,349.742
2003-08-15,349.833
2003-08-18,348.75
2003-08-19,348.698
2003-08-20,353.068
2003-08-21,349.831
2003-08-22,346.136
2003-08-25,346.931
2003-08-26,342.366
2003-08-27,340.161
2003-08-28,341.555
2003-08-29,345.562
2003-09-01,345.384
2003-09-02,345.33
2003-09-03,344.237
2003-09-04,346.084
2003-09-05,348.694
2003-09-08,350.649
2003-09-09,358.24
2003-09-10,358.889
2003-09-11,358.457
2003-09-12,359.835
2003-09-15,361.825
2003-09-16,360.342
2003-09-17,361.363
2003-09-18,361.875
2003-09-19,368.705
2003-09-22,370.618
2003-09-23,367.115
2003-09-24,369.198
2003-09-25,369.487
2003-09-26,365.861
2003-09-29,364.238
2003-09-30,367.367
2003-10-01,370.372
2003-10-02,373.379
2003-10-03,372.986
2003-10-06,374.045
2003-10-07,380.655
2003-10-08,383.81
2003-10-09,386.37
2003-10-10,388.309
2003-10-13,387.925
2003-10-14,387.315
2003-10-15,388.776
2003-10-16,391.01
2003-10-17,391.031
2003-10-20,389.748
2003-10-21,395.969
2003-10-22,396.442
2003-10-23,392.554
2003-10-24,392.478
2003-10-27,393.889
2003-10-28,392.031
2003-10-29,391.512
2003-10-30,393.756
2003-10-31,395.793
2003-11-03,390.668
2003-11-04,388.892
2003-11-05,390.031
2003-11-06,390.093
2003-11-07,391.289
2003-11-10,393.825
2003-11-11,390.482
2003-11-12,387.794
2003-11-13,390.67
2003-11-14,390.418
2003-11-17,384.365
2003-11-18,385.298
2003-11-19,386.107
2003-11-20,387.453
2003-11-21,386.522
2003-11-24,384.179
2003-11-25,385.908
2003-11-26,389.099
2003-11-27,388.79
2003-11-28,389.254
2003-12-01,389.229
2003-12-02,393.428
2003-12-03,398.66
2003-12-04,397.687
2003-12-05,400.387
2003-12-08,403.421
2003-12-09,400.896
2003-12-10,402.081
2003-12-11,395.598
2003-12-12,400.108
2003-12-15,403.685
2003-12-16,404.023
2003-12-17,404.809
2003-12-18,403.015
2003-12-19,403.996
2003-12-22,404.296
2003-12-23,406.697
2003-12-24,411.197
2003-12-25,411.197
2003-12-26,410.367
2003-12-29,412.008
2003-12-30,416.749
2003-12-31,419.834
2004-01-01,419.834
2004-01-02,421.941
2004-01-05,426.37
2004-01-06,430.179
2004-01-07,427.855
2004-01-08,430.352
2004-01-09,433.137
2004-01-12,433.338
2004-01-13,435.363
2004-01-14,435.077
2004-01-15,432.961
2004-01-16,430.58
2004-01-19,421.962
2004-01-20,432.44
2004-01-21,436.965
2004-01-22,440.792
2004-01-23,440.88
2004-01-26,439.517
2004-01-27,439.591
2004-01-28,435.866
2004-01-29,424.748
2004-01-30,424.494
2004-02-02,423.643
2004-02-03,427.643
2004-02-04,424.702
2004-02-05,425.989
2004-02-06,429.972
2004-02-09,435.258
2004-02-10,437.748
2004-02-11,439.203
2004-02-12,447.538
2004-02-13,449.337
2004-02-16,450.495
2004-02-17,453.149
2004-02-18,456.165
2004-02-19,453.651
2004-02-20,444.812
2004-02-23,442.177
2004-02-24,444.125
2004-02-25,442.924
2004-02-26,439.369
2004-02-27,441.535
2004-03-01,444.845
2004-03-02,443.2
2004-03-03,431.186
2004-03-04,436.171
2004-03-05,444.009
2004-03-08,441.389
2004-03-09,447.476
2004-03-10,435.611
2004-03-11,428.227
2004-03-12,423.64
2004-03-15,425.348
2004-03-16,431.883
2004-03-17,430.423
2004-03-18,436.259
2004-03-19,436.738
2004-03-22,438.674
2004-03-23,439.501
2004-03-24,435.837
2004-03-25,432.159
2004-03-26,435.611
2004-03-29,436.31
2004-03-30,441.421
2004-03-31,445.703
2004-04-01,452.566
2004-04-02,448.36
2004-04-05,445.35
2004-04-06,447.734
2004-04-07,448.988
2004-04-08,446.71
2004-04-09,446.71
2004-04-12,448.995
2004-04-13,440.693
2004-04-14,426.649
2004-04-15,430.785
2004-04-16,437.106
2004-04-19,438.922
2004-04-20,435.012
2004-04-21,430.391
2004-04-22,424.815
2004-04-23,425.221
2004-04-26,425.26
2004-04-27,426.426
2004-04-28,421.385
2004-04-29,413.101
2004-04-30,413.589
2004-05-03,408.972
2004-05-04,414.569
2004-05-05,415.641
2004-05-06,413.363
2004-05-07,400.344
2004-05-10,389.54
2004-05-11,391.92
2004-05-12,396.861
2004-05-13,390.803
2004-05-14,390.404
2004-05-17,391.991
2004-05-18,389.584
2004-05-19,397.731
2004-05-20,393.264
2004-05-21,400.22
2004-05-24,398.516
2004-05-25,403.003
2004-05-26,407.532
2004-05-27,417.685
2004-05-28,418.177
2004-05-31,418.76
2004-06-01,415.171
2004-06-02,410.28
2004-06-03,405.647
2004-06-04,407.095
2004-06-07,415.02
2004-06-08,413.025
2004-06-09,405.633
2004-06-10,410.143
2004-06-11,408.065
2004-06-14,407.859
2004-06-15,404.759
2004-06-16,406.742
2004-06-17,407.282
2004-06-18,411.548
2004-06-21,412.132
2004-06-22,409.182
2004-06-23,410.354
2004-06-24,417.267
2004-06-25,415.079
2004-06-28,414.943
2004-06-29,410.141
2004-06-30,416.243
2004-07-01,422.59
2004-07-02,426.814
2004-07-05,430.23
2004-07-06,434.469
2004-07-07,441.542
2004-07-08,442.248
2004-07-09,440.148
2004-07-12,443.138
2004-07-13,443.011
2004-07-14,441.828
2004-07-15,443.629
2004-07-16,449.159
2004-07-19,451.473
2004-07-20,448.387
2004-07-21,442.389
2004-07-22,443.17
2004-07-23,438.669
2004-07-26,438.195
2004-07-27,437.578
2004-07-28,437.171
2004-07-29,437.131
2004-07-30,443.105
2004-08-02,446.308
2004-08-03,447.384
2004-08-04,446.605
2004-08-05,445.721
2004-08-06,451.576
2004-08-09,450.522
2004-08-10,449.731
2004-08-11,448.095
2004-08-12,448.602
2004-08-13,447.836
2004-08-16,449.979
2004-08-17,447.108
2004-08-18,446.434
2004-08-19,455.297
2004-08-20,455.937
2004-08-23,453.78
2004-08-24,446.161
2004-08-25,447.67
2004-08-26,447.194
2004-08-27,452.039
2004-08-30,448.209
2004-08-31,451.639
2004-09-01,453.648
2004-09-02,449.794
2004-09-03,444.045
2004-09-06,445.303
2004-09-07,447.425
2004-09-08,448.035
2004-09-09,444.154
2004-09-10,452.611
2004-09-13,453.254
2004-09-14,460.36
2004-09-15,453.322
2004-09-16,456.02
2004-09-17,453.67
2004-09-20,456.569
2004-09-21,458.323
2004-09-22,463.173
2004-09-23,471.025
2004-09-24,466.849
2004-09-27,466.58
2004-09-28,470.919
2004-09-29,471.488
2004-09-30,478.036
2004-10-01,477.388
2004-10-04,477.337
2004-10-05,484.108
2004-10-06,486.512
2004-10-07,486.915
2004-10-08,491.407
2004-10-11,492.183
2004-10-12,494.001
2004-10-13,489.898
2004-10-14,491.898
2004-10-15,494.188
2004-10-18,491.213
2004-10-19,495.23
2004-10-20,498.96
2004-10-21,500.535
2004-10-22,500.607
2004-10-25,504.462
2004-10-26,502.611
2004-10-27,508.665
2004-10-28,509.448
2004-10-29,513.012
2004-11-01,512.962
2004-11-02,510.534
2004-11-03,522.446
2004-11-04,527.133
2004-11-05,530.392
2004-11-08,528.516
2004-11-09,530.705
2004-11-10,530.404
2004-11-11,533.88
2004-11-12,539.915
2004-11-15,540.906
2004-11-16,542.078
2004-11-17,547.137
2004-11-18,545.667
2004-11-19,548.001
2004-11-22,546.709
2004-11-23,552.471
2004-11-24,557.153
2004-11-25,561.867
2004-11-26,558.459
2004-11-29,555.747
2004-11-30,549.307
2004-12-01,548.168
2004-12-02,556.243
2004-12-03,554.74
2004-12-06,560.432
2004-12-07,560.361
2004-12-08,541.583
2004-12-09,541.242
2004-12-10,537.191
2004-12-13,540.645
2004-12-14,540.395
2004-12-15,545.953
2004-12-16,542.839
2004-12-17,544.33
2004-12-20,551.033
2004-12-21,552.348
2004-12-22,555.704
2004-12-23,556.446
2004-12-24,561.891
2004-12-27,565.717
2004-12-28,566.008
2004-12-29,564.888
2004-12-30,569.473
2004-12-31,573.747
2005-01-03,568.587
2005-01-04,565.524
2005-01-05,563.449
2005-01-06,557.85
2005-01-07,559.16
2005-01-10,559.685
2005-01-11,562.265
2005-01-12,566.669
2005-01-13,567.334
2005-01-14,561.728
2005-01-17,562.868
2005-01-18,556.777
2005-01-19,557.996
2005-01-20,558.005
2005-01-21,563.141
2005-01-24,561.614
2005-01-25,561.374
2005-01-26,568.569
2005-01-27,576.034
2005-01-28,573.483
2005-01-31,573.408
2005-02-01,573.664
2005-02-02,576.425
2005-02-03,571.884
2005-02-04,573.5
2005-02-07,576.788
2005-02-08,570.06
2005-02-09,570.387
2005-02-10,578.011
2005-02-11,581.128
2005-02-14,583.906
2005-02-15,575.498
2005-02-16,572.696
2005-02-17,577.388
2005-02-18,573.797
2005-02-21,576.392
2005-02-22,576.127
2005-02-23,566.589
2005-02-24,557.716
2005-02-25,557.089
2005-02-28,568.224
2005-03-01,566.679
2005-03-02,566.668
2005-03-03,566.391
2005-03-04,571.988
2005-03-07,575.387
2005-03-08,582.323
2005-03-09,575.915
2005-03-10,571.384
2005-03-11,576.865
2005-03-14,572.809
2005-03-15,575.861
2005-03-16,582.462
2005-03-17,580.308
2005-03-18,581.041
2005-03-21,578.378
2005-03-22,577.257
2005-03-23,561.643
2005-03-24,557.287
2005-03-25,557.287
2005-03-28,555.302
2005-03-29,553.227
2005-03-30,553.51
2005-03-31,555.713
2005-04-01,558.685
2005-04-04,550.266
2005-04-05,548.722
2005-04-06,546.5
2005-04-07,548.412
2005-04-08,553.303
2005-04-11,553.333
2005-04-12,554.258
2005-04-13,557.788
2005-04-14,549.777
2005-04-15,539.912
2005-04-18,529.841
2005-04-19,539.033
2005-04-20,542.051
2005-04-21,541.306
2005-04-22,547.642
2005-04-25,544.808
2005-04-26,545.66
2005-04-27,543.082
2005-04-28,542.525
2005-04-29,536.6
2005-05-02,535.529
2005-05-03,525.239
2005-05-04,521.139
2005-05-05,523.222
2005-05-06,523.868
2005-05-09,521.707
2005-05-10,525.106
2005-05-11,528.374
2005-05-12,526.073
2005-05-13,520.692
2005-05-16,510.559
2005-05-17,509.004
2005-05-18,513.977
2005-05-19,519.102
2005-05-20,517.72
2005-05-23,527.126
2005-05-24,530.311
2005-05-25,530.136
2005-05-26,527.91
2005-05-27,530.78
2005-05-30,532.498
2005-05-31,527.126
2005-06-01,528.242
2005-06-02,535.32
2005-06-03,541.17
2005-06-06,549.815
2005-06-07,552.804
2005-06-08,556.244
2005-06-09,551.85
2005-06-10,552.017
2005-06-13,551.474
2005-06-14,558.093
2005-06-15,562.314
2005-06-16,567.751
2005-06-17,577.286
2005-06-20,577.402
2005-06-21,577.609
2005-06-22,575.431
2005-06-23,569.162
2005-06-24,563.88
2005-06-27,561.603
2005-06-28,563.757
2005-06-29,560.826
2005-06-30,562.668
2005-07-01,556.052
2005-07-04,557.243
2005-07-05,555.495
2005-07-06,553.65
2005-07-07,546.429
2005-07-08,547.189
2005-07-11,553.094
2005-07-12,561.684
2005-07-13,557.714
2005-07-14,562.785
2005-07-15,559.539
2005-07-18,562.034
2005-07-19,557.761
2005-07-20,561.485
2005-07-21,573.633
2005-07-22,580.678
2005-07-25,582.819
2005-07-26,579.855
2005-07-27,578.243
2005-07-28,577.072
2005-07-29,585.029
2005-08-01,586.337
2005-08-02,593.776
2005-08-03,596.937
2005-08-04,598.957
2005-08-05,595.992
2005-08-08,594.581
2005-08-09,590.949
2005-08-10,598.718
2005-08-11,610.018
2005-08-12,607.749
2005-08-15,604.882
2005-08-16,608.668
2005-08-17,601.357
2005-08-18,592.016
2005-08-19,591.693
2005-08-22,600.756
2005-08-23,600.67
2005-08-24,598.929
2005-08-25,601.424
2005-08-26,600.691
2005-08-29,592.013
2005-08-30,593.062
2005-08-31,597.313
2005-09-01,611.493
2005-09-02,613.077
2005-09-05,615.872
2005-09-06,618.683
2005-09-07,622.405
2005-09-08,624.721
2005-09-09,625.208
2005-09-12,624.82
2005-09-13,623.671
2005-09-14,629.783
2005-09-15,625.192
2005-09-16,630.515
2005-09-19,629.769
2005-09-20,634.566
2005-09-21,634.612
2005-09-22,628.795
2005-09-23,626.148
2005-09-26,631.412
2005-09-27,626.939
2005-09-28,627.808
2005-09-29,632.478
2005-09-30,631.024
2005-10-03,631.647
2005-10-04,634.004
2005-10-05,618.28
2005-10-06,605.907
2005-10-07,607.811
2005-10-10,612.395
2005-10-11,605.95
2005-10-12,610.278
2005-10-13,605.481
2005-10-14,609.526
2005-10-17,608.58
2005-10-18,603.602
2005-10-19,599.577
2005-10-20,603.582
2005-10-21,596.868
2005-10-24,595.761
2005-10-25,604.964
2005-10-26,609.813
2005-10-27,604.757
2005-10-28,594.251
2005-10-31,598.51
2005-11-01,596.59
2005-11-02,593.342
2005-11-03,597.885
2005-11-04,594.225
2005-11-07,593.345
2005-11-08,596.457
2005-11-09,593.066
