Date,WORLD IMI IMI (Large+Mid+Small Cap)
2003-04-16,435.677
2003-04-17,441.219
2003-04-18,441.297
2003-04-21,440.417
2003-04-22,447.637
2003-04-23,451.389
2003-04-24,448.494
2003-04-25,442.787
2003-04-28,449.431
2003-04-29,450.461
2003-04-30,453.43
2003-05-01,454.476
2003-05-02,459.116
2003-05-05,460.288
2003-05-06,465.962
2003-05-07,463.956
2003-05-08,459.23
2003-05-09,464.687
2003-05-12,469.606
2003-05-13,469.06
2003-05-14,468.976
2003-05-15,471.702
2003-05-16,472.389
2003-05-19,462.865
2003-05-20,462.796
2003-05-21,463.148
2003-05-22,467.5
2003-05-23,469.366
2003-05-26,469.835
2003-05-27,475.455
2003-05-28,476.971
2003-05-29,478.114
2003-05-30,481.764
2003-06-02,486.008
2003-06-03,486.108
2003-06-04,491.914
2003-06-05,495.622
2003-06-06,496.222
2003-06-09,491.695
2003-06-10,494.064
2003-06-11,501.101
2003-06-12,502.372
2003-06-13,498.629
2003-06-16,507.185
2003-06-17,509.219
2003-06-18,508.228
2003-06-19,501.579
2003-06-20,502.035
2003-06-23,494.796
2003-06-24,493.236
2003-06-25,492.888
2003-06-26,493.942
2003-06-27,492.134
2003-06-30,490.566
2003-07-01,492.671
2003-07-02,499.451
2003-07-03,498.983
2003-07-04,497.964
2003-07-07,505.651
2003-07-08,506.526
2003-07-09,504.893
2003-07-10,499.464
2003-07-11,501.942
2003-07-14,506.505
2003-07-15,503.69
2003-07-16,500.327
2003-07-17,493.399
2003-07-18,497.174
2003-07-21,493.326
2003-07-22,496.514
2003-07-23,498.743
2003-07-24,499.743
2003-07-25,504.378
2003-07-28,505.683
2003-07-29,503.347
2003-07-30,500.848
2003-07-31,501.401
2003-08-01,497.671
2003-08-04,497.501
2003-08-05,492.975
2003-08-06,491.329
2003-08-07,494.175
2003-08-08,495.601
2003-08-11,498.282
2003-08-12,502.163
2003-08-13,501.931
2003-08-14,505.669
2003-08-15,506.04
2003-08-18,509.706
2003-08-19,510.929
2003-08-20,511.669
2003-08-21,512.918
2003-08-22,508.777
2003-08-25,507.967
2003-08-26,507.452
2003-08-27,508.787
2003-08-28,511.414
2003-08-29,513.932
2003-09-01,516.728
2003-09-02,520.37
2003-09-03,523.915
2003-09-04,524.827
2003-09-05,523.851
2003-09-08,528.871
2003-09-09,526.909
2003-09-10,521.079
2003-09-11,522.038
2003-09-12,524.233
2003-09-15,523.511
2003-09-16,529.317
2003-09-17,530.199
2003-09-18,536.112
2003-09-19,535.763
2003-09-22,530.492
2003-09-23,532.347
2003-09-24,526.527
2003-09-25,522.498
2003-09-26,518.402
2003-09-29,521.331
2003-09-30,517.598
2003-10-01,528.083
2003-10-02,531.084
2003-10-03,537.208
2003-10-06,538.911
2003-10-07,541.787
2003-10-08,539.534
2003-10-09,543.219
2003-10-10,544.734
2003-10-13,547.918
2003-10-14,549.595
2003-10-15,548.887
2003-10-16,551.246
2003-10-17,546.745
2003-10-20,548.621
2003-10-21,549.918
2003-10-22,543.345
2003-10-23,539.392
2003-10-24,538.93
2003-10-27,541.607
2003-10-28,547.58
2003-10-29,549.982
2003-10-30,550.417
2003-10-31,549.318
2003-11-03,551.889
2003-11-04,552.48
2003-11-05,550.903
2003-11-06,551.158
2003-11-07,552.831
2003-11-10,550.007
2003-11-11,547.107
2003-11-12,553.215
2003-11-13,555.829
2003-11-14,553.898
2003-11-17,546.841
2003-11-18,545.82
2003-11-19,546.283
2003-11-20,544.531
2003-11-21,545.711
2003-11-24,551.483
2003-11-25,553.387
2003-11-26,557.256
2003-11-27,557.774
2003-11-28,558.164
2003-12-01,565.151
2003-12-02,565.8
2003-12-03,565.919
2003-12-04,566.487
2003-12-05,563.981
2003-12-08,565.654
2003-12-09,563.41
2003-12-10,560.487
2003-12-11,564.677
2003-12-12,568.059
2003-12-15,567.728
2003-12-16,568.211
2003-12-17,568.758
2003-12-18,573.989
2003-12-19,574.662
2003-12-22,576.912
2003-12-23,579.049
2003-12-24,579.517
2003-12-25,579.581
2003-12-26,580.588
2003-12-29,586.499
2003-12-30,588.954
2003-12-31,590.551
2004-01-01,590.552
2004-01-02,591.705
2004-01-05,599.553
2004-01-06,601.028
2004-01-07,600.357
2004-01-08,604.423
2004-01-09,603.288
2004-01-12,604.308
2004-01-13,602.525
2004-01-14,605.353
2004-01-15,603.866
2004-01-16,605.725
2004-01-19,606.324
2004-01-20,609.397
2004-01-21,613.254
2004-01-22,613.774
2004-01-23,613.042
2004-01-26,614.379
2004-01-27,612.008
2004-01-28,606.92
2004-01-29,602.438
2004-01-30,602.125
2004-02-02,604.015
2004-02-03,605.137
2004-02-04,599.276
2004-02-05,601.213
2004-02-06,608.974
2004-02-09,610.255
2004-02-10,612.647
2004-02-11,616.465
2004-02-12,617.437
2004-02-13,615.36
2004-02-16,616.049
2004-02-17,622.036
2004-02-18,620.274
2004-02-19,617.965
2004-02-20,613.096
2004-02-23,612.392
2004-02-24,611.118
2004-02-25,611.586
2004-02-26,611.229
2004-02-27,613.194
2004-03-01,620.673
2004-03-02,617.148
2004-03-03,614.336
2004-03-04,617.409
2004-03-05,621.972
2004-03-08,618.095
2004-03-09,615.485
2004-03-10,606.208
2004-03-11,596.509
2004-03-12,599.805
2004-03-15,592.9
2004-03-16,597.921
2004-03-17,604.219
2004-03-18,604.989
2004-03-19,601.25
2004-03-22,593.289
2004-03-23,592.661
2004-03-24,590.987
2004-03-25,599.177
2004-03-26,599.776
2004-03-29,607.248
2004-03-30,609.513
2004-03-31,611.922
2004-04-01,617.343
2004-04-02,620.197
2004-04-05,622.162
2004-04-06,621.049
2004-04-07,620.955
2004-04-08,619.917
2004-04-09,618.934
2004-04-12,621.212
2004-04-13,614.454
2004-04-14,609.565
2004-04-15,608.318
2004-04-16,612.882
2004-04-19,613.141
2004-04-20,608.268
2004-04-21,607.182
2004-04-22,612.811
2004-04-23,613.707
2004-04-26,613.819
2004-04-27,613.958
2004-04-28,605.135
2004-04-29,601.513
2004-04-30,597.303
2004-05-03,600.866
2004-05-04,605.142
2004-05-05,607.926
2004-05-06,600.749
2004-05-07,590.659
2004-05-10,576.438
2004-05-11,580.861
2004-05-12,583.145
2004-05-13,581.354
2004-05-14,579.959
2004-05-17,573.88
2004-05-18,578.165
2004-05-19,584.125
2004-05-20,581.255
2004-05-21,585.938
2004-05-24,587.316
2004-05-25,593.663
2004-05-26,596.856
2004-05-27,602.772
2004-05-28,602.403
2004-05-31,602.768
2004-06-01,602.712
2004-06-02,604.557
2004-06-03,599.915
2004-06-04,603.336
2004-06-07,613.818
2004-06-08,614.304
2004-06-09,608.044
2004-06-10,610.209
2004-06-11,608.287
2004-06-14,602.566
2004-06-15,606.336
2004-06-16,608.74
2004-06-17,609.312
2004-06-18,611.165
2004-06-21,610.37
2004-06-22,609.677
2004-06-23,613.54
2004-06-24,616.508
2004-06-25,614.426
2004-06-28,616.395
2004-06-29,615.212
2004-06-30,616.608
2004-07-01,613.154
2004-07-02,612.27
2004-07-05,610.509
2004-07-06,606.253
2004-07-07,608.201
2004-07-08,605.449
2004-07-09,607.332
2004-07-12,607.985
2004-07-13,606.921
2004-07-14,605.476
2004-07-15,602.189
2004-07-16,602.699
2004-07-19,601.872
2004-07-20,603.185
2004-07-21,597.2
2004-07-22,595.598
2004-07-23,589.336
2004-07-26,586.609
2004-07-27,588.875
2004-07-28,589.46
2004-07-29,593.426
2004-07-30,595.144
2004-08-02,596.504
2004-08-03,594.927
2004-08-04,591.913
2004-08-05,586.449
2004-08-06,581.002
2004-08-09,579.121
2004-08-10,585.334
2004-08-11,582.309
2004-08-12,577.908
2004-08-13,578.739
2004-08-16,584.185
2004-08-17,585.698
2004-08-18,590.2
2004-08-19,591.533
2004-08-20,593.744
2004-08-23,593.307
2004-08-24,592.173
2004-08-25,595.473
2004-08-26,596.886
2004-08-27,599.016
2004-08-30,595.619
2004-08-31,597.331
2004-09-01,600.333
2004-09-02,604.523
2004-09-03,601.401
2004-09-06,603.537
2004-09-07,606.602
2004-09-08,605.633
2004-09-09,605.33
2004-09-10,609.486
2004-09-13,611.437
2004-09-14,612.756
2004-09-15,606.907
2004-09-16,609.107
2004-09-17,611.025
2004-09-20,608.693
2004-09-21,613.483
2004-09-22,607.339
2004-09-23,605.921
2004-09-24,605.538
2004-09-27,602.097
2004-09-28,605.208
2004-09-29,607.831
2004-09-30,609.985
2004-10-01,618.51
2004-10-04,620.484
2004-10-05,621.291
2004-10-06,624.067
2004-10-07,619.81
2004-10-08,619.196
2004-10-11,619.559
2004-10-12,615.235
2004-10-13,611.903
2004-10-14,609.278
2004-10-15,611.906
2004-10-18,613.128
2004-10-19,612.39
2004-10-20,611.954
2004-10-21,614.434
2004-10-22,611.518
2004-10-25,610.324
2004-10-26,615.726
2004-10-27,622.618
2004-10-28,624.784
2004-10-29,624.761
2004-11-01,626.389
2004-11-02,628.136
2004-11-03,634.945
2004-11-04,641.605
2004-11-05,645.34
2004-11-08,644.755
2004-11-09,644.054
2004-11-10,643.918
2004-11-11,648.274
2004-11-12,654.509
2004-11-15,655.682
2004-11-16,652.702
2004-11-17,657.827
2004-11-18,657.053
2004-11-19,653.676
2004-11-22,653.597
2004-11-23,654.806
2004-11-24,658.264
2004-11-25,661.443
2004-11-26,661.569
2004-11-29,661.693
2004-11-30,658.977
2004-12-01,666.005
2004-12-02,666.75
2004-12-03,668.793
2004-12-06,667.883
2004-12-07,663.135
2004-12-08,660.605
2004-12-09,659.966
2004-12-10,659.46
2004-12-13,665.999
2004-12-14,668.115
2004-12-15,672.813
2004-12-16,670.143
2004-12-17,666.903
2004-12-20,670.402
2004-12-21,672.982
2004-12-22,676.138
2004-12-23,678.489
2004-12-24,680.364
2004-12-27,680.073
2004-12-28,683.338
2004-12-29,682.382
2004-12-30,684.926
2004-12-31,684.598
2005-01-03,679.479
2005-01-04,671.688
2005-01-05,667.421
2005-01-06,667.524
2005-01-07,666.121
2005-01-10,668.804
2005-01-11,667.061
2005-01-12,669.977
2005-01-13,666.288
2005-01-14,667.901
2005-01-17,669.224
2005-01-18,671.411
2005-01-19,668.543
2005-01-20,662.595
2005-01-21,661.158
2005-01-24,660.796
2005-01-25,660.896
2005-01-26,666.661
2005-01-27,666.859
2005-01-28,664.343
2005-01-31,670.039
2005-02-01,673.336
2005-02-02,676.338
2005-02-03,673.351
2005-02-04,679.811
2005-02-07,678.837
2005-02-08,677.671
2005-02-09,674.485
2005-02-10,678.323
2005-02-11,682.805
2005-02-14,685.847
2005-02-15,687.815
2005-02-16,686.696
2005-02-17,685.265
2005-02-18,686.044
2005-02-21,686.19
2005-02-22,681.974
2005-02-23,681.032
2005-02-24,684.209
2005-02-25,691.213
2005-02-28,691.139
2005-03-01,693.217
2005-03-02,692.22
2005-03-03,692.739
2005-03-04,700.67
2005-03-07,700.627
2005-03-08,700.73
2005-03-09,696.545
2005-03-10,695.096
2005-03-11,694.56
2005-03-14,694.292
2005-03-15,692.593
2005-03-16,689.53
2005-03-17,688.989
2005-03-18,687.937
2005-03-21,683.996
2005-03-22,681.282
2005-03-23,675.142
2005-03-24,674.687
2005-03-25,674.99
2005-03-28,674.258
2005-03-29,670.395
2005-03-30,675.458
2005-03-31,677.689
2005-04-01,676.134
2005-04-04,673.054
2005-04-05,676.754
2005-04-06,678.834
2005-04-07,682.828
2005-04-08,679.284
2005-04-11,680.296
2005-04-12,679.623
2005-04-13,676.593
2005-04-14,669.198
2005-04-15,660.988
2005-04-18,657.25
2005-04-19,663.427
2005-04-20,658.743
2005-04-21,665.469
2005-04-22,665.402
2005-04-25,668.258
2005-04-26,663.516
2005-04-27,661.905
2005-04-28,656.608
2005-04-29,661.565
2005-05-02,663.119
2005-05-03,663.95
2005-05-04,671.47
2005-05-05,671.791
2005-05-06,672.092
2005-05-09,673.243
2005-05-10,668.779
2005-05-11,668.487
2005-05-12,663.176
2005-05-13,659.385
2005-05-16,661.033
2005-05-17,663.368
2005-05-18,669.939
2005-05-19,673.779
2005-05-20,671.855
2005-05-23,675.985
2005-05-24,676.354
2005-05-25,673.843
2005-05-26,676.593
2005-05-27,678.33
2005-05-30,679.175
2005-05-31,675.336
2005-06-01,680.263
2005-06-02,681.441
2005-06-03,679.183
2005-06-06,680.037
2005-06-07,681.838
2005-06-08,682.075
2005-06-09,680.888
2005-06-10,680.467
2005-06-13,680.282
2005-06-14,682.111
2005-06-15,684.241
2005-06-16,687.36
2005-06-17,692.709
2005-06-20,690.698
2005-06-21,691.188
2005-06-22,691.86
2005-06-23,687.319
2005-06-24,683.025
2005-06-27,681.505
2005-06-28,685.925
2005-06-29,686.018
2005-06-30,683.309
2005-07-01,683.049
2005-07-04,682.901
2005-07-05,685.863
2005-07-06,684.734
2005-07-07,682.176
2005-07-08,689.201
2005-07-11,696.221
2005-07-12,699.426
2005-07-13,697.936
2005-07-14,699.723
2005-07-15,698.794
2005-07-18,697.005
2005-07-19,698.876
2005-07-20,701.094
2005-07-21,702.377
2005-07-22,704.683
2005-07-25,702.55
2005-07-26,702.147
2005-07-27,705.376
2005-07-28,709.86
2005-07-29,708.723
2005-08-01,711.097
2005-08-02,716.372
2005-08-03,718.282
2005-08-04,714.108
2005-08-05,707.735
2005-08-08,708.728
2005-08-09,712.36
2005-08-10,716.95
2005-08-11,722.041
2005-08-12,719.883
2005-08-15,719.762
2005-08-16,714.31
2005-08-17,712.942
2005-08-18,708.439
2005-08-19,710.156
2005-08-22,714.824
2005-08-23,711.937
2005-08-24,709.706
2005-08-25,709.912
2005-08-26,707.217
2005-08-29,707.503
2005-08-30,705.583
2005-08-31,713.864
2005-09-01,720.766
2005-09-02,721.073
2005-09-05,722.503
2005-09-06,727.841
2005-09-07,729.103
2005-09-08,726.12
2005-09-09,732.122
2005-09-12,730.549
2005-09-13,725.738
2005-09-14,726.145
2005-09-15,725.302
2005-09-16,729.223
2005-09-19,726.912
2005-09-20,725.802
2005-09-21,721.418
2005-09-22,719.758
2005-09-23,719.225
2005-09-26,723.483
2005-09-27,721.424
2005-09-28,724.865
2005-09-29,730.094
2005-09-30,731.668
2005-10-03,729.952
2005-10-04,727.234
2005-10-05,717.389
2005-10-06,712.731
2005-10-07,713.182
2005-10-10,709.627
2005-10-11,709.619
2005-10-12,705.799
2005-10-13,700.574
2005-10-14,706.774
2005-10-17,706.789
2005-10-18,699.443
2005-10-19,701.807
2005-10-20,696.988
2005-10-21,697.717
2005-10-24,705.692
2005-10-25,708.091
2005-10-26,706.981
2005-10-27,702.006
2005-10-28,706.584
2005-10-31,713.932
2005-11-01,714.587
2005-11-02,721.407
2005-11-03,725.375
2005-11-04,722.057
2005-11-07,723.59
2005-11-08,722.045
