Date,PACIFIC IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-29,476.763
2001-05-30,469.35
2001-05-31,469.615
2001-06-01,469.098
2001-06-04,468.895
2001-06-05,466.357
2001-06-06,466.481
2001-06-07,469.718
2001-06-08,469.236
2001-06-11,464.629
2001-06-12,455.863
2001-06-13,457.218
2001-06-14,457.349
2001-06-15,454.494
2001-06-18,451.742
2001-06-19,451.041
2001-06-20,450.16
2001-06-21,456.137
2001-06-22,459.84
2001-06-25,459.795
2001-06-26,461.813
2001-06-27,458.831
2001-06-28,454.852
2001-06-29,460.81
2001-07-02,458.107
2001-07-03,459.512
2001-07-04,456.76
2001-07-05,452.305
2001-07-06,444.475
2001-07-09,441.364
2001-07-10,444.892
2001-07-11,442.839
2001-07-12,447.635
2001-07-13,444.065
2001-07-16,443.406
2001-07-17,438.837
2001-07-18,435.593
2001-07-19,435.975
2001-07-20,436.595
2001-07-23,425.235
2001-07-24,428.861
2001-07-25,432.345
2001-07-26,432.124
2001-07-27,432.487
2001-07-30,425.8
2001-07-31,432.198
2001-08-01,437.746
2001-08-02,447.622
2001-08-03,442.906
2001-08-06,442.252
2001-08-07,444.529
2001-08-08,444.529
2001-08-09,437.42
2001-08-10,440.862
2001-08-13,436.931
2001-08-14,447.123
2001-08-15,452.973
2001-08-16,447.802
2001-08-17,447.639
2001-08-20,442.227
2001-08-21,447.195
2001-08-22,451.5
2001-08-23,447.757
2001-08-24,447.4
2001-08-27,449.359
2001-08-28,446.787
2001-08-29,443.385
2001-08-30,437.264
2001-08-31,435.995
2001-09-03,427.652
2001-09-04,434.887
2001-09-05,427.151
2001-09-06,425.753
2001-09-07,424.699
2001-09-10,415.279
2001-09-11,422.039
2001-09-12,395.064
2001-09-13,399.283
2001-09-14,410.308
2001-09-17,392.35
2001-09-18,395.957
2001-09-19,402.435
2001-09-20,398.61
2001-09-21,385.819
2001-09-24,384.38
2001-09-25,389.403
2001-09-26,385.228
2001-09-27,382.364
2001-09-28,392.266
2001-10-01,397.663
2001-10-02,402.718
2001-10-03,399.007
2001-10-04,405.911
2001-10-05,405.806
2001-10-08,405.862
2001-10-09,397.931
2001-10-10,394.01
2001-10-11,399.645
2001-10-12,404.311
2001-10-15,402.407
2001-10-16,404.352
2001-10-17,405.94
2001-10-18,398.992
2001-10-19,397.536
2001-10-22,396.472
2001-10-23,401.061
2001-10-24,403.455
2001-10-25,407.21
2001-10-26,403.507
2001-10-29,399.603
2001-10-30,397.761
2001-10-31,394.152
2001-11-01,394.59
2001-11-02,393.188
2001-11-05,394.499
2001-11-06,397.828
2001-11-07,391.183
2001-11-08,395.821
2001-11-09,393.189
2001-11-12,391.15
2001-11-13,385.484
2001-11-14,385.601
2001-11-15,388.732
2001-11-16,387.604
2001-11-19,391.017
2001-11-20,392.184
2001-11-21,393.273
2001-11-22,391.397
2001-11-23,390.285
2001-11-26,396.727
2001-11-27,395.07
2001-11-28,389.082
2001-11-29,387.397
2001-11-30,390.012
2001-12-03,382.234
2001-12-04,380.888
2001-12-05,385.956
2001-12-06,386.764
2001-12-07,381.515
2001-12-10,374.499
2001-12-11,372.721
2001-12-12,378.097
2001-12-13,371.526
2001-12-14,368.643
2001-12-17,362.15
2001-12-18,362.951
2001-12-19,363.472
2001-12-20,367.252
2001-12-21,365.366
2001-12-24,365.05
2001-12-25,364.818
2001-12-26,361.549
2001-12-27,365.559
2001-12-28,371.387
2001-12-31,371.907
2002-01-01,371.907
2002-01-02,370.091
2002-01-03,371.144
2002-01-04,377.206
2002-01-07,377.317
2002-01-08,369.239
2002-01-09,367.21
2002-01-10,363.708
2002-01-11,362.635
2002-01-14,363.36
2002-01-15,359.537
2002-01-16,360.868
2002-01-17,358.985
2002-01-18,363.594
2002-01-21,365.42
2002-01-22,357.104
2002-01-23,355.299
2002-01-24,356.389
2002-01-25,357.857
2002-01-28,363.059
2002-01-29,358.622
2002-01-30,355.044
2002-01-31,356.602
2002-02-01,353.339
2002-02-04,352.505
2002-02-05,345.628
2002-02-06,345.155
2002-02-07,348.32
2002-02-08,350.097
2002-02-11,353.418
2002-02-12,360.346
2002-02-13,362.948
2002-02-14,365.102
2002-02-15,364.738
2002-02-18,365.196
2002-02-19,355.735
2002-02-20,354.522
2002-02-21,361.623
2002-02-22,362.381
2002-02-25,361.251
2002-02-26,359.511
2002-02-27,365.966
2002-02-28,369.772
2002-03-01,374.726
2002-03-04,390.454
2002-03-05,388.538
2002-03-06,389.949
2002-03-07,404.565
2002-03-08,403.91
2002-03-11,408.896
2002-03-12,400.912
2002-03-13,394.337
2002-03-14,397.699
2002-03-15,400.383
2002-03-18,393.683
2002-03-19,399.763
2002-03-20,397.369
2002-03-21,395.474
2002-03-22,387.884
2002-03-25,386.556
2002-03-26,385.962
2002-03-27,390.189
2002-03-28,392.513
2002-03-29,385.986
2002-04-01,382.759
2002-04-02,384.998
2002-04-03,389.862
2002-04-04,393.2
2002-04-05,394.008
2002-04-08,393.642
2002-04-09,389.743
2002-04-10,393.618
2002-04-11,389.193
2002-04-12,385.572
2002-04-15,388.858
2002-04-16,392.668
2002-04-17,396.928
2002-04-18,401.053
2002-04-19,400.382
2002-04-22,404.429
2002-04-23,405.308
2002-04-24,404.274
2002-04-25,407.345
2002-04-26,405.1
2002-04-29,403.592
2002-04-30,402.78
2002-05-01,406.854
2002-05-02,406.693
2002-05-03,409.515
2002-05-06,408.124
2002-05-07,405.165
2002-05-08,406.225
2002-05-09,407.774
2002-05-10,408.895
2002-05-13,407.022
2002-05-14,403.83
2002-05-15,410.029
2002-05-16,414.398
2002-05-17,421.512
2002-05-20,423.702
2002-05-21,427.635
2002-05-22,431.733
2002-05-23,430.902
2002-05-24,433.892
2002-05-27,432.213
2002-05-28,433.147
2002-05-29,431.837
2002-05-30,433.683
2002-05-31,429.447
2002-06-03,433.967
2002-06-04,430.099
2002-06-05,427.586
2002-06-06,426.374
2002-06-07,425.21
2002-06-10,423.459
2002-06-11,423.206
2002-06-12,421.243
2002-06-13,416.775
2002-06-14,411.366
2002-06-17,401.716
2002-06-18,405.933
2002-06-19,398.4
2002-06-20,403.318
2002-06-21,403.056
2002-06-24,406.08
2002-06-25,404.388
2002-06-26,401.018
2002-06-27,402.459
2002-06-28,411.186
2002-07-01,410.947
2002-07-02,411.614
2002-07-03,417.083
2002-07-04,414.373
2002-07-05,416.83
2002-07-08,419.134
2002-07-09,426.009
2002-07-10,422.246
2002-07-11,418.084
2002-07-12,418.885
2002-07-15,416.183
2002-07-16,411.223
2002-07-17,409.236
2002-07-18,414.364
2002-07-19,410.453
2002-07-22,408.79
2002-07-23,406.67
2002-07-24,402.724
2002-07-25,398.885
2002-07-26,384.828
2002-07-29,385.462
2002-07-30,392.007
2002-07-31,390.169
2002-08-01,388.538
2002-08-02,388.235
2002-08-05,386.52
2002-08-06,375.544
2002-08-07,386.519
2002-08-08,386.728
2002-08-09,394.367
2002-08-12,391.742
2002-08-13,391.133
2002-08-14,396.804
2002-08-15,398.896
2002-08-16,398.274
2002-08-19,390.652
2002-08-20,389.929
2002-08-21,391.446
2002-08-22,392.949
2002-08-23,393.281
2002-08-26,398.859
2002-08-27,397.9
2002-08-28,394.103
2002-08-29,389.863
2002-08-30,390.04
2002-09-02,387.766
2002-09-03,382.047
2002-09-04,374.48
2002-09-05,378.433
2002-09-06,376.471
2002-09-09,379.783
2002-09-10,379.753
2002-09-11,379.614
2002-09-12,381.167
2002-09-13,376.31
2002-09-16,372.986
2002-09-17,380.434
2002-09-18,380.762
2002-09-19,387.434
2002-09-20,376.462
2002-09-23,374.474
2002-09-24,372.011
2002-09-25,368.191
2002-09-26,373.2
2002-09-27,378.261
2002-09-30,375.532
2002-10-01,368.708
2002-10-02,365.045
2002-10-03,362.308
2002-10-04,362.875
2002-10-07,350.856
2002-10-08,350.788
2002-10-09,346.137
2002-10-10,343.179
2002-10-11,346.63
2002-10-14,346.803
2002-10-15,354.907
2002-10-16,357.126
2002-10-17,357.602
2002-10-18,358.229
2002-10-21,358.807
2002-10-22,351.481
2002-10-23,355.162
2002-10-24,354.009
2002-10-25,357.221
2002-10-28,358.069
2002-10-29,355.999
2002-10-30,357.234
2002-10-31,356.595
2002-11-01,357.769
2002-11-04,358.679
2002-11-05,363.724
2002-11-06,363.023
2002-11-07,363.738
2002-11-08,362.144
2002-11-11,354.332
2002-11-12,355.092
2002-11-13,352.307
2002-11-14,348.347
2002-11-15,353.544
2002-11-18,347.587
2002-11-19,344.555
2002-11-20,346.718
2002-11-21,350.183
2002-11-22,353.34
2002-11-25,358.161
2002-11-26,356.239
2002-11-27,357.665
2002-11-28,363.08
2002-11-29,363.648
2002-12-02,359.465
2002-12-03,358.683
2002-12-04,352.743
2002-12-05,349.726
2002-12-06,351.249
2002-12-09,350.101
2002-12-10,350.912
2002-12-11,349.26
2002-12-12,350.957
2002-12-13,351.459
2002-12-16,348.507
2002-12-17,350.855
2002-12-18,344.104
2002-12-19,347.809
2002-12-20,348.688
2002-12-23,349.817
2002-12-24,352.053
2002-12-25,351.349
2002-12-26,356.033
2002-12-27,358.863
2002-12-30,360.551
2002-12-31,360.641
2003-01-01,360.642
2003-01-02,358.318
2003-01-03,359.407
2003-01-06,368.473
2003-01-07,362.77
2003-01-08,358.601
2003-01-09,359.778
2003-01-10,359.536
2003-01-13,361.46
2003-01-14,365.648
2003-01-15,369.304
2003-01-16,369.191
2003-01-17,370.557
2003-01-20,368.092
2003-01-21,370.004
2003-01-22,367.418
2003-01-23,373.545
2003-01-24,372.469
2003-01-27,366.674
2003-01-28,363.588
2003-01-29,359.259
2003-01-30,356.775
2003-01-31,354.232
2003-02-03,358.554
2003-02-04,362.646
2003-02-05,361.991
2003-02-06,360.222
2003-02-07,359.834
2003-02-10,359.062
2003-02-11,357.779
2003-02-12,362.695
2003-02-13,361.365
2003-02-14,363.026
2003-02-17,366.192
2003-02-18,367.79
2003-02-19,368.086
2003-02-20,366.855
2003-02-21,363.838
2003-02-24,367.12
2003-02-25,360.216
2003-02-26,361.385
2003-02-27,359.431
2003-02-28,358.708
2003-03-03,362.799
2003-03-04,363.576
2003-03-05,363.111
2003-03-06,360.52
2003-03-07,355.412
2003-03-10,351.478
2003-03-11,345.191
2003-03-12,346.403
2003-03-13,342.053
2003-03-14,344.37
2003-03-17,341.083
2003-03-18,344.007
2003-03-19,345.284
2003-03-20,350.276
2003-03-21,347.21
2003-03-24,356.583
2003-03-25,352.838
2003-03-26,357.444
2003-03-27,358.957
2003-03-28,356.219
2003-03-31,349.525
2003-04-01,350.951
2003-04-02,351.661
2003-04-03,348.947
2003-04-04,349.487
2003-04-07,353.848
2003-04-08,351.27
2003-04-09,349.089
2003-04-10,350.557
2003-04-11,345.655
2003-04-14,343.134
2003-04-15,347.86
2003-04-16,347.964
2003-04-17,349.471
2003-04-18,349.957
2003-04-21,350.44
2003-04-22,349.857
2003-04-23,349.501
2003-04-24,351.529
2003-04-25,346.683
2003-04-28,344.648
2003-04-29,346.619
2003-04-30,357.402
2003-05-01,360.73
2003-05-02,360.745
2003-05-05,361.912
2003-05-06,367.797
2003-05-07,371.439
2003-05-08,369.51
2003-05-09,371.489
2003-05-12,374.938
2003-05-13,375.292
2003-05-14,377.329
2003-05-15,373.951
2003-05-16,373.731
2003-05-19,370.172
2003-05-20,370.303
2003-05-21,368.196
2003-05-22,371.3
2003-05-23,376.733
2003-05-26,377.785
2003-05-27,373.174
2003-05-28,370.978
2003-05-29,374.445
2003-05-30,373.986
2003-06-02,379.869
2003-06-03,379.562
2003-06-04,381.744
2003-06-05,388.35
2003-06-06,387.988
2003-06-09,391.274
2003-06-10,391.874
2003-06-11,394.429
2003-06-12,394.846
2003-06-13,397.221
2003-06-16,395.383
2003-06-17,398.614
2003-06-18,400.046
2003-06-19,400.139
2003-06-20,401.483
2003-06-23,404.685
2003-06-24,397.272
2003-06-25,399.669
2003-06-26,395.674
2003-06-27,400.162
2003-06-30,398.927
2003-07-01,406.225
2003-07-02,415.064
2003-07-03,421.515
2003-07-04,419.235
2003-07-07,424.708
2003-07-08,423.901
2003-07-09,427.196
2003-07-10,425.585
2003-07-11,418.005
2003-07-14,422.064
2003-07-15,420.789
2003-07-16,417.393
2003-07-17,409.027
2003-07-18,409.917
2003-07-21,411.788
2003-07-22,408.607
2003-07-23,414.26
2003-07-24,416.387
2003-07-25,417.203
2003-07-28,420.056
2003-07-29,418.708
2003-07-30,410.948
2003-07-31,409.609
2003-08-01,413.716
2003-08-04,410.016
2003-08-05,407.946
2003-08-06,405.983
2003-08-07,408.119
2003-08-08,407.981
2003-08-11,413.281
2003-08-12,414.657
2003-08-13,419.615
2003-08-14,425.142
2003-08-15,425.614
2003-08-18,429.444
2003-08-19,432.835
2003-08-20,440.592
2003-08-21,444.751
2003-08-22,443.757
2003-08-25,442.805
2003-08-26,442.266
2003-08-27,441.054
2003-08-28,439.817
2003-08-29,445.597
2003-09-01,453.63
2003-09-02,455.189
2003-09-03,458.512
2003-09-04,456.985
2003-09-05,456.917
2003-09-08,458.824
2003-09-09,465.277
2003-09-10,462.103
2003-09-11,457.169
2003-09-12,463.612
2003-09-15,463.862
2003-09-16,475.19
2003-09-17,479.687
2003-09-18,484.828
2003-09-19,486.594
2003-09-22,485.131
2003-09-23,486.81
2003-09-24,487.171
2003-09-25,479.076
2003-09-26,478.449
2003-09-29,476.642
2003-09-30,478.06
2003-10-01,488.348
2003-10-02,500.332
2003-10-03,504.888
2003-10-06,504.399
2003-10-07,511.137
2003-10-08,504.628
2003-10-09,508.554
2003-10-10,516.615
2003-10-13,515.379
2003-10-14,517.465
2003-10-15,514.225
2003-10-16,519.364
2003-10-17,519.254
2003-10-20,518.697
2003-10-21,519.43
2003-10-22,514.037
2003-10-23,491.176
2003-10-24,494.715
2003-10-27,501.069
2003-10-28,506.299
2003-10-29,512.02
2003-10-30,510.915
2003-10-31,501.623
2003-11-03,496.89
2003-11-04,512.978
2003-11-05,510.382
2003-11-06,500.12
2003-11-07,505.552
2003-11-10,506.39
2003-11-11,493.809
2003-11-12,492.626
2003-11-13,500.516
2003-11-14,497.729
2003-11-17,481.113
2003-11-18,483.528
2003-11-19,475.04
2003-11-20,481.661
2003-11-21,482.24
2003-11-24,480.294
2003-11-25,484.288
2003-11-26,492.256
2003-11-27,494.078
2003-11-28,491.55
2003-12-01,498.275
2003-12-02,502.612
2003-12-03,504.681
2003-12-04,508.605
2003-12-05,509.02
2003-12-08,505.551
2003-12-09,507.535
2003-12-10,500.146
2003-12-11,503.239
2003-12-12,509.261
2003-12-15,516.628
2003-12-16,510.493
2003-12-17,506.713
2003-12-18,507.015
2003-12-19,511.346
2003-12-22,515.263
2003-12-23,516.022
2003-12-24,516.756
2003-12-25,516.633
2003-12-26,517.98
2003-12-29,521.234
2003-12-30,527.908
2003-12-31,528.018
2004-01-01,528.019
2004-01-02,529.514
2004-01-05,541.514
2004-01-06,541.663
2004-01-07,539.825
2004-01-08,540.772
2004-01-09,543.838
2004-01-12,544.242
2004-01-13,543.597
2004-01-14,544.224
2004-01-15,538.468
2004-01-16,539.698
2004-01-19,541.297
2004-01-20,545.079
2004-01-21,545.927
2004-01-22,550.383
2004-01-23,553.046
2004-01-26,550.687
2004-01-27,550.077
2004-01-28,547.761
2004-01-29,540.525
2004-01-30,540.364
2004-02-02,543.238
2004-02-03,543.053
2004-02-04,534.667
2004-02-05,537.232
2004-02-06,539.857
2004-02-09,539.19
2004-02-10,540.438
2004-02-11,540.963
2004-02-12,546.254
2004-02-13,549.604
2004-02-16,551.131
2004-02-17,553.325
2004-02-18,551.805
2004-02-19,549.212
2004-02-20,541.956
2004-02-23,547.212
2004-02-24,542.592
2004-02-25,539.46
2004-02-26,540.61
2004-02-27,550.843
2004-03-01,561.977
2004-03-02,559.725
2004-03-03,555.481
2004-03-04,555.211
2004-03-05,560.652
2004-03-08,556.8
2004-03-09,563.376
2004-03-10,559.033
2004-03-11,554.837
2004-03-12,548.606
2004-03-15,555.924
2004-03-16,563.019
2004-03-17,573.542
2004-03-18,583.371
2004-03-19,579.509
2004-03-22,575.986
2004-03-23,577.119
2004-03-24,585.299
2004-03-25,590.877
2004-03-26,598.911
2004-03-29,600.245
2004-03-30,599.762
2004-03-31,609.256
2004-04-01,610.313
2004-04-02,608.667
2004-04-05,607.997
2004-04-06,608.407
2004-04-07,612.265
2004-04-08,610.532
2004-04-09,605.152
2004-04-12,610.721
2004-04-13,608.094
2004-04-14,597.27
2004-04-15,589.186
2004-04-16,592.643
2004-04-19,586.575
2004-04-20,594.57
2004-04-21,589.137
2004-04-22,587.91
2004-04-23,591.985
2004-04-26,593.694
2004-04-27,587.758
2004-04-28,587.411
2004-04-29,584.382
2004-04-30,576.097
2004-05-03,575.386
2004-05-04,579.371
2004-05-05,584.56
2004-05-06,572.338
2004-05-07,554.694
2004-05-10,524.932
2004-05-11,526.822
2004-05-12,542.806
2004-05-13,528.105
2004-05-14,525.675
2004-05-17,513.522
2004-05-18,520.531
2004-05-19,540.448
2004-05-20,537.277
2004-05-21,550.78
2004-05-24,551.4
2004-05-25,548.573
2004-05-26,555.636
2004-05-27,561.416
2004-05-28,566.819
2004-05-31,568.223
2004-06-01,570.847
2004-06-02,567.255
2004-06-03,556.503
2004-06-04,558.223
2004-06-07,577.096
2004-06-08,578.992
2004-06-09,577.896
2004-06-10,583.363
2004-06-11,579.04
2004-06-14,575.346
2004-06-15,576.665
2004-06-16,584.205
2004-06-17,585.416
2004-06-18,582.595
2004-06-21,591.347
2004-06-22,588.543
2004-06-23,589.313
2004-06-24,601.462
2004-06-25,599.034
2004-06-28,603.496
2004-06-29,601.134
2004-06-30,600.098
2004-07-01,605.743
2004-07-02,600.089
2004-07-05,591.54
2004-07-06,589.973
2004-07-07,590.771
2004-07-08,588.422
2004-07-09,594.998
2004-07-12,602.38
2004-07-13,601.625
2004-07-14,594.254
2004-07-15,592.747
2004-07-16,597.56
2004-07-19,599.752
2004-07-20,595.198
2004-07-21,591.621
2004-07-22,588.972
2004-07-23,582.194
2004-07-26,580.488
2004-07-27,571.749
2004-07-28,573.187
2004-07-29,571.84
2004-07-30,581.548
2004-08-02,583.646
2004-08-03,582.557
2004-08-04,574.693
2004-08-05,575.125
2004-08-06,578.737
2004-08-09,574.564
2004-08-10,572.787
2004-08-11,577.583
2004-08-12,575.725
2004-08-13,569.451
2004-08-16,564.263
2004-08-17,568.272
2004-08-18,570.988
2004-08-19,577.7
2004-08-20,578.705
2004-08-23,578.939
2004-08-24,578.806
2004-08-25,582.659
2004-08-26,586.563
2004-08-27,590.293
2004-08-30,587.572
2004-08-31,586.798
2004-09-01,591.33
2004-09-02,590.775
2004-09-03,581.065
2004-09-06,590.534
2004-09-07,594.162
2004-09-08,595.122
2004-09-09,587.335
2004-09-10,588.816
2004-09-13,589.47
2004-09-14,594.259
2004-09-15,585.741
2004-09-16,585.931
2004-09-17,582.34
2004-09-20,583.332
2004-09-21,582.392
2004-09-22,581.196
2004-09-23,583.479
2004-09-24,576.954
2004-09-27,573.575
2004-09-28,572.082
2004-09-29,573.985
2004-09-30,583.963
2004-10-01,588.98
2004-10-04,593.675
2004-10-05,595.392
2004-10-06,597.486
2004-10-07,595.509
2004-10-08,602.424
2004-10-11,604.828
2004-10-12,597.631
2004-10-13,594.591
2004-10-14,590.542
2004-10-15,591.237
2004-10-18,587.966
2004-10-19,594.371
2004-10-20,590.414
2004-10-21,590.77
2004-10-22,592.4
2004-10-25,589.129
2004-10-26,588.683
2004-10-27,591.187
2004-10-28,600.247
2004-10-29,599.029
2004-11-01,598.156
2004-11-02,603.895
2004-11-03,606.889
2004-11-04,610.682
2004-11-05,617.771
2004-11-08,614.442
2004-11-09,613.012
2004-11-10,608.926
2004-11-11,606.575
2004-11-12,617.472
2004-11-15,626.29
2004-11-16,626.191
2004-11-17,629.805
2004-11-18,626.58
2004-11-19,632.594
2004-11-22,621.688
2004-11-23,621.886
2004-11-24,626.944
2004-11-25,631.388
2004-11-26,628.607
2004-11-29,634.428
2004-11-30,629.932
2004-12-01,624.099
2004-12-02,632.102
2004-12-03,636.602
2004-12-06,632.6
2004-12-07,627.587
2004-12-08,618.174
2004-12-09,612.344
2004-12-10,608.231
2004-12-13,614.749
2004-12-14,617.479
2004-12-15,626.727
2004-12-16,624.648
2004-12-17,628.974
2004-12-20,631.73
2004-12-21,631.142
2004-12-22,635.986
2004-12-23,638.701
2004-12-24,645.539
2004-12-27,648.247
2004-12-28,649.531
2004-12-29,644.811
2004-12-30,655.486
2004-12-31,659.558
2005-01-03,656.479
2005-01-04,650.256
2005-01-05,646.934
2005-01-06,642.561
2005-01-07,642.708
2005-01-10,645.138
2005-01-11,652.362
2005-01-12,656.687
2005-01-13,652.634
2005-01-14,651.942
2005-01-17,655.945
2005-01-18,650.232
2005-01-19,651.417
2005-01-20,643.199
2005-01-21,644.217
2005-01-24,648.317
2005-01-25,642.252
2005-01-26,653.192
2005-01-27,651.037
2005-01-28,648.925
2005-01-31,652.023
2005-02-01,648.604
2005-02-02,653.548
2005-02-03,648.068
2005-02-04,652.726
2005-02-07,653.159
2005-02-08,645.586
2005-02-09,648.067
2005-02-10,654.457
2005-02-11,653.683
2005-02-14,659.811
2005-02-15,661.236
2005-02-16,656.035
2005-02-17,655.579
2005-02-18,657.638
2005-02-21,659.727
2005-02-22,664.068
2005-02-23,653.644
2005-02-24,653.206
2005-02-25,659.004
2005-02-28,669.501
2005-03-01,669.014
2005-03-02,669.86
2005-03-03,670.703
2005-03-04,675.839
2005-03-07,675.469
2005-03-08,678.705
2005-03-09,683.248
2005-03-10,679.268
2005-03-11,682.159
2005-03-14,675.004
2005-03-15,676.697
2005-03-16,682.552
2005-03-17,677.105
2005-03-18,679.133
2005-03-21,677.762
2005-03-22,678.277
2005-03-23,666.406
2005-03-24,660.885
2005-03-25,663.161
2005-03-28,663.196
2005-03-29,651.595
2005-03-30,650.411
2005-03-31,658.219
2005-04-01,658.27
2005-04-04,651.614
2005-04-05,654.387
2005-04-06,655.855
2005-04-07,658.694
2005-04-08,659.868
2005-04-11,659.14
2005-04-12,653.192
2005-04-13,657.13
2005-04-14,647.889
2005-04-15,642.995
2005-04-18,624.072
2005-04-19,634.973
2005-04-20,637.97
2005-04-21,633.471
2005-04-22,643.777
2005-04-25,645.461
2005-04-26,643.989
2005-04-27,644.612
2005-04-28,646.326
2005-04-29,650.598
2005-05-02,649.562
2005-05-03,648.328
2005-05-04,652.013
2005-05-05,652.179
2005-05-06,659.205
2005-05-09,654.62
2005-05-10,654.914
2005-05-11,653.118
2005-05-12,646.989
2005-05-13,641.453
2005-05-16,634.385
2005-05-17,629.268
2005-05-18,628.885
2005-05-19,636.6
2005-05-20,633.872
2005-05-23,641.438
2005-05-24,642.324
2005-05-25,636.266
2005-05-26,634.287
2005-05-27,638.643
2005-05-30,643.783
2005-05-31,643.593
2005-06-01,644.373
2005-06-02,644.813
2005-06-03,648.862
2005-06-06,652.975
2005-06-07,651.79
2005-06-08,655.621
2005-06-09,647.508
2005-06-10,647.36
2005-06-13,642.906
2005-06-14,645.156
2005-06-15,648.387
2005-06-16,651.097
2005-06-17,658.961
2005-06-20,655.445
2005-06-21,659.195
2005-06-22,659.352
2005-06-23,658.837
2005-06-24,655.284
2005-06-27,650.362
2005-06-28,652.173
2005-06-29,651.599
2005-06-30,650.897
2005-07-01,647.114
2005-07-04,649.242
2005-07-05,646.319
2005-07-06,645.605
2005-07-07,641.483
2005-07-08,639.925
2005-07-11,646.134
2005-07-12,651.786
2005-07-13,645.92
2005-07-14,650.04
2005-07-15,650.198
2005-07-18,653.276
2005-07-19,647.316
2005-07-20,648.154
2005-07-21,663.249
2005-07-22,661.139
2005-07-25,658.545
2005-07-26,654.649
2005-07-27,658.196
2005-07-28,659.136
2005-07-29,663.344
2005-08-01,665.288
2005-08-02,669.09
2005-08-03,671.894
2005-08-04,668.049
2005-08-05,657.806
2005-08-08,660.607
2005-08-09,663.439
2005-08-10,680.446
2005-08-11,691.473
2005-08-12,693.771
2005-08-15,694.346
2005-08-16,697.44
2005-08-17,694.015
2005-08-18,687.951
2005-08-19,684.873
2005-08-22,698.561
2005-08-23,697.546
2005-08-24,697.023
2005-08-25,696.67
2005-08-26,700.775
2005-08-29,688.334
2005-08-30,690.897
2005-08-31,693.299
2005-09-01,704.505
2005-09-02,708.72
2005-09-05,714.801
2005-09-06,710.714
2005-09-07,709.064
2005-09-08,705.144
2005-09-09,715.522
2005-09-12,720.333
2005-09-13,718.025
2005-09-14,721.139
2005-09-15,725.231
2005-09-16,722.576
2005-09-19,722.48
2005-09-20,734.327
2005-09-21,738.357
2005-09-22,735.413
2005-09-23,731.113
2005-09-26,744.819
2005-09-27,738.928
2005-09-28,750.741
2005-09-29,767.165
2005-09-30,755.868
2005-10-03,751.393
2005-10-04,753.921
2005-10-05,745.519
2005-10-06,729.947
2005-10-07,729.734
2005-10-10,728.315
2005-10-11,740.742
2005-10-12,740.964
2005-10-13,735.871
2005-10-14,735.466
2005-10-17,731.74
2005-10-18,727.448
2005-10-19,721.903
2005-10-20,724.008
2005-10-21,722.192
2005-10-24,719.746
2005-10-25,730.792
2005-10-26,733.08
2005-10-27,742.776
2005-10-28,735.582
2005-10-31,742.626
2005-11-01,751.831
2005-11-02,750.379
2005-11-03,750.243
2005-11-04,749.603
2005-11-07,752.919
