Date,PORTUGAL SMALL CAP Small Cap
2001-07-20,77.841
2001-07-23,76.44
2001-07-24,77.297
2001-07-25,77.9
2001-07-26,78.994
2001-07-27,79.401
2001-07-30,79.308
2001-07-31,79.082
2001-08-01,78.223
2001-08-02,78.63
2001-08-03,78.503
2001-08-06,78.069
2001-08-07,77.835
2001-08-08,77.969
2001-08-09,79.0
2001-08-10,79.333
2001-08-13,79.318
2001-08-14,79.84
2001-08-15,81.059
2001-08-16,80.951
2001-08-17,80.125
2001-08-20,80.028
2001-08-21,81.3
2001-08-22,81.341
2001-08-23,81.086
2001-08-24,80.487
2001-08-27,81.249
2001-08-28,80.735
2001-08-29,80.13
2001-08-30,79.886
2001-08-31,79.642
2001-09-03,79.866
2001-09-04,78.394
2001-09-05,77.672
2001-09-06,78.405
2001-09-07,78.006
2001-09-10,78.488
2001-09-11,77.794
2001-09-12,76.547
2001-09-13,76.163
2001-09-14,76.082
2001-09-17,73.013
2001-09-18,73.605
2001-09-19,75.615
2001-09-20,75.879
2001-09-21,73.837
2001-09-24,74.091
2001-09-25,76.072
2001-09-26,78.304
2001-09-27,76.65
2001-09-28,77.38
2001-10-01,76.466
2001-10-02,77.523
2001-10-03,76.855
2001-10-04,77.387
2001-10-05,77.857
2001-10-08,76.603
2001-10-09,77.735
2001-10-10,79.034
2001-10-11,79.211
2001-10-12,81.843
2001-10-15,82.222
2001-10-16,85.501
2001-10-17,87.193
2001-10-18,88.505
2001-10-19,89.008
2001-10-22,92.462
2001-10-23,93.023
2001-10-24,91.75
2001-10-25,89.554
2001-10-26,89.536
2001-10-29,90.785
2001-10-30,89.636
2001-10-31,91.839
2001-11-01,92.426
2001-11-02,92.995
2001-11-05,95.836
2001-11-06,96.888
2001-11-07,98.9
2001-11-08,97.296
2001-11-09,95.556
2001-11-12,96.341
2001-11-13,96.946
2001-11-14,96.205
2001-11-15,95.722
2001-11-16,95.764
2001-11-19,96.205
2001-11-20,96.075
2001-11-21,94.184
2001-11-22,94.648
2001-11-23,94.585
2001-11-26,94.911
2001-11-27,94.434
2001-11-28,93.09
2001-11-29,93.914
2001-11-30,93.919
2001-12-03,92.178
2001-12-04,93.074
2001-12-05,95.804
2001-12-06,96.691
2001-12-07,96.459
2001-12-10,95.463
2001-12-11,97.103
2001-12-12,96.971
2001-12-13,97.826
2001-12-14,98.177
2001-12-17,98.378
2001-12-18,98.095
2001-12-19,96.188
2001-12-20,94.461
2001-12-21,94.161
2001-12-24,93.221
2001-12-25,93.221
2001-12-26,93.301
2001-12-27,94.802
2001-12-28,94.376
2001-12-31,95.296
2002-01-01,95.296
2002-01-02,96.697
2002-01-03,98.953
2002-01-04,98.662
2002-01-07,97.922
2002-01-08,98.01
2002-01-09,96.778
2002-01-10,96.617
2002-01-11,95.891
2002-01-14,95.583
2002-01-15,97.369
2002-01-16,97.63
2002-01-17,96.809
2002-01-18,98.002
2002-01-21,98.108
2002-01-22,98.925
2002-01-23,98.111
2002-01-24,97.29
2002-01-25,94.469
2002-01-28,94.16
2002-01-29,93.241
2002-01-30,92.908
2002-01-31,93.035
2002-02-01,94.164
2002-02-04,94.369
2002-02-05,93.397
2002-02-06,94.5
2002-02-07,93.794
2002-02-08,95.065
2002-02-11,96.629
2002-02-12,96.492
2002-02-13,96.287
2002-02-14,95.585
2002-02-15,94.172
2002-02-18,94.112
2002-02-19,94.102
2002-02-20,94.089
2002-02-21,93.999
2002-02-22,93.048
2002-02-25,91.348
2002-02-26,92.039
2002-02-27,91.843
2002-02-28,92.822
2002-03-01,93.749
2002-03-04,96.847
2002-03-05,97.095
2002-03-06,98.856
2002-03-07,99.526
2002-03-08,100.278
2002-03-11,100.005
2002-03-12,98.667
2002-03-13,99.977
2002-03-14,101.833
2002-03-15,102.201
2002-03-18,102.599
2002-03-19,103.077
2002-03-20,102.308
2002-03-21,101.687
2002-03-22,102.359
2002-03-25,101.988
2002-03-26,101.779
2002-03-27,102.135
2002-03-28,102.035
2002-03-29,102.035
2002-04-01,102.871
2002-04-02,102.863
2002-04-03,102.348
2002-04-04,101.961
2002-04-05,101.959
2002-04-08,100.872
2002-04-09,101.728
2002-04-10,101.838
2002-04-11,102.163
2002-04-12,101.329
2002-04-15,101.649
2002-04-16,102.865
2002-04-17,103.333
2002-04-18,103.46
2002-04-19,103.447
2002-04-22,104.491
2002-04-23,104.803
2002-04-24,104.819
2002-04-25,105.594
2002-04-26,105.263
2002-04-29,105.378
2002-04-30,104.299
2002-05-01,104.89
2002-05-02,101.198
2002-05-03,100.893
2002-05-06,99.908
2002-05-07,97.802
2002-05-08,100.662
2002-05-09,100.115
2002-05-10,100.061
2002-05-13,99.739
2002-05-14,100.24
2002-05-15,100.557
2002-05-16,102.232
2002-05-17,103.014
2002-05-20,102.454
2002-05-21,101.993
2002-05-22,104.362
2002-05-23,104.358
2002-05-24,104.364
2002-05-27,104.152
2002-05-28,105.747
2002-05-29,105.441
2002-05-30,106.069
2002-05-31,103.974
2002-06-03,104.394
2002-06-04,105.395
2002-06-05,105.445
2002-06-06,105.631
2002-06-07,104.75
2002-06-10,104.656
2002-06-11,103.887
2002-06-12,103.192
2002-06-13,102.159
2002-06-14,100.464
2002-06-17,101.443
2002-06-18,101.29
2002-06-19,101.329
2002-06-20,101.453
2002-06-21,100.362
2002-06-24,98.473
2002-06-25,98.849
2002-06-26,99.222
2002-06-27,100.236
2002-06-28,101.012
2002-07-01,99.638
2002-07-02,97.639
2002-07-03,95.878
2002-07-04,96.77
2002-07-05,98.271
2002-07-08,100.183
2002-07-09,101.032
2002-07-10,100.597
2002-07-11,99.231
2002-07-12,99.196
2002-07-15,100.23
2002-07-16,103.091
2002-07-17,102.185
2002-07-18,101.832
2002-07-19,100.794
2002-07-22,97.893
2002-07-23,94.094
2002-07-24,91.475
2002-07-25,94.594
2002-07-26,92.032
2002-07-29,93.001
2002-07-30,92.006
2002-07-31,91.042
2002-08-01,91.24
2002-08-02,90.026
2002-08-05,87.268
2002-08-06,85.426
2002-08-07,85.919
2002-08-08,86.967
2002-08-09,88.939
2002-08-12,89.379
2002-08-13,88.663
2002-08-14,88.12
2002-08-15,87.464
2002-08-16,87.864
2002-08-19,86.387
2002-08-20,87.393
2002-08-21,87.772
2002-08-22,89.123
2002-08-23,89.032
2002-08-26,89.62
2002-08-27,90.934
2002-08-28,90.481
2002-08-29,90.465
2002-08-30,89.495
2002-09-02,89.122
2002-09-03,89.461
2002-09-04,89.154
2002-09-05,88.856
2002-09-06,89.21
2002-09-09,88.799
2002-09-10,88.298
2002-09-11,88.201
2002-09-12,88.266
2002-09-13,88.316
2002-09-16,87.441
2002-09-17,85.906
2002-09-18,84.826
2002-09-19,84.413
2002-09-20,83.614
2002-09-23,82.564
2002-09-24,80.544
2002-09-25,80.78
2002-09-26,80.992
2002-09-27,78.967
2002-09-30,77.151
2002-10-01,76.501
2002-10-02,76.789
2002-10-03,76.622
2002-10-04,76.348
2002-10-07,74.942
2002-10-08,75.404
2002-10-09,74.849
2002-10-10,74.388
2002-10-11,75.658
2002-10-14,74.183
2002-10-15,76.488
2002-10-16,75.547
2002-10-17,77.666
2002-10-18,77.092
2002-10-21,76.763
2002-10-22,76.686
2002-10-23,76.241
2002-10-24,77.369
2002-10-25,80.02
2002-10-28,81.029
2002-10-29,79.372
2002-10-30,80.47
2002-10-31,82.19
2002-11-01,82.701
2002-11-04,84.833
2002-11-05,84.901
2002-11-06,85.701
2002-11-07,84.918
2002-11-08,85.48
2002-11-11,85.184
2002-11-12,84.745
2002-11-13,84.512
2002-11-14,85.029
2002-11-15,85.767
2002-11-18,86.037
2002-11-19,85.746
2002-11-20,85.728
2002-11-21,86.958
2002-11-22,87.175
2002-11-25,88.893
2002-11-26,88.053
2002-11-27,89.376
2002-11-28,91.151
2002-11-29,90.606
2002-12-02,90.873
2002-12-03,89.872
2002-12-04,90.212
2002-12-05,91.161
2002-12-06,92.551
2002-12-09,92.02
2002-12-10,92.489
2002-12-11,93.557
2002-12-12,94.011
2002-12-13,94.097
2002-12-16,94.588
2002-12-17,95.766
2002-12-18,95.162
2002-12-19,94.299
2002-12-20,94.834
2002-12-23,94.632
2002-12-24,95.024
2002-12-25,95.024
2002-12-26,95.264
2002-12-27,95.499
2002-12-30,96.107
2002-12-31,95.053
2003-01-01,95.053
2003-01-02,94.992
2003-01-03,96.088
2003-01-06,98.208
2003-01-07,97.188
2003-01-08,97.272
2003-01-09,98.377
2003-01-10,99.539
2003-01-13,100.436
2003-01-14,103.511
2003-01-15,103.384
2003-01-16,102.267
2003-01-17,100.447
2003-01-20,99.873
2003-01-21,100.24
2003-01-22,99.551
2003-01-23,101.039
2003-01-24,101.595
2003-01-27,100.449
2003-01-28,99.117
2003-01-29,96.521
2003-01-30,96.295
2003-01-31,97.929
2003-02-03,97.57
2003-02-04,98.151
2003-02-05,98.59
2003-02-06,99.406
2003-02-07,98.895
2003-02-10,98.105
2003-02-11,98.077
2003-02-12,97.312
2003-02-13,97.829
2003-02-14,97.948
2003-02-17,98.153
2003-02-18,98.425
2003-02-19,98.424
2003-02-20,99.512
2003-02-21,99.042
2003-02-24,98.156
2003-02-25,95.352
2003-02-26,95.874
2003-02-27,96.112
2003-02-28,97.123
2003-03-03,97.381
2003-03-04,99.002
2003-03-05,98.441
2003-03-06,99.512
2003-03-07,100.025
2003-03-10,99.277
2003-03-11,100.236
2003-03-12,97.283
2003-03-13,98.601
2003-03-14,99.635
2003-03-17,99.238
2003-03-18,99.732
2003-03-19,98.372
2003-03-20,98.309
2003-03-21,96.53
2003-03-24,97.498
2003-03-25,97.511
2003-03-26,98.163
2003-03-27,98.609
2003-03-28,98.889
2003-03-31,100.061
2003-04-01,99.44
2003-04-02,101.01
2003-04-03,101.79
2003-04-04,103.226
2003-04-07,104.398
2003-04-08,101.744
2003-04-09,102.505
2003-04-10,104.114
2003-04-11,103.307
2003-04-14,103.445
2003-04-15,105.711
2003-04-16,106.403
2003-04-17,106.563
2003-04-18,106.563
2003-04-21,106.104
2003-04-22,107.268
2003-04-23,107.212
2003-04-24,108.997
2003-04-25,108.735
2003-04-28,110.322
2003-04-29,112.678
2003-04-30,116.363
2003-05-01,117.432
2003-05-02,117.982
2003-05-05,121.857
2003-05-06,119.357
2003-05-07,121.46
2003-05-08,123.274
2003-05-09,120.566
2003-05-12,122.337
2003-05-13,123.387
2003-05-14,124.137
2003-05-15,123.098
2003-05-16,122.655
2003-05-19,122.857
2003-05-20,124.022
2003-05-21,123.766
2003-05-22,123.694
2003-05-23,126.609
2003-05-26,126.784
2003-05-27,126.919
2003-05-28,127.979
2003-05-29,127.142
2003-05-30,127.003
2003-06-02,127.238
2003-06-03,126.422
2003-06-04,131.176
2003-06-05,131.796
2003-06-06,132.169
2003-06-09,132.764
2003-06-10,131.572
2003-06-11,131.95
2003-06-12,131.149
2003-06-13,131.483
2003-06-16,131.394
2003-06-17,131.845
2003-06-18,130.408
2003-06-19,129.826
2003-06-20,129.613
2003-06-23,127.883
2003-06-24,127.464
2003-06-25,132.044
2003-06-26,129.244
2003-06-27,130.521
2003-06-30,129.898
2003-07-01,130.086
2003-07-02,128.998
2003-07-03,128.484
2003-07-04,127.884
2003-07-07,128.033
2003-07-08,127.947
2003-07-09,126.941
2003-07-10,126.692
2003-07-11,127.11
2003-07-14,127.521
2003-07-15,125.882
2003-07-16,124.349
2003-07-17,125.348
2003-07-18,125.082
2003-07-21,125.151
2003-07-22,124.137
2003-07-23,125.465
2003-07-24,126.062
2003-07-25,127.182
2003-07-28,125.974
2003-07-29,126.135
2003-07-30,124.184
2003-07-31,121.857
2003-08-01,120.398
2003-08-04,120.949
2003-08-05,120.272
2003-08-06,119.896
2003-08-07,119.617
2003-08-08,118.778
2003-08-11,117.652
2003-08-12,118.721
2003-08-13,119.889
2003-08-14,120.459
2003-08-15,121.461
2003-08-18,121.073
2003-08-19,121.975
2003-08-20,120.797
2003-08-21,119.819
2003-08-22,119.397
2003-08-25,118.937
2003-08-26,118.493
2003-08-27,119.892
2003-08-28,120.304
2003-08-29,121.947
2003-09-01,122.899
2003-09-02,120.734
2003-09-03,121.322
2003-09-04,120.727
2003-09-05,122.081
2003-09-08,122.683
2003-09-09,123.19
2003-09-10,123.731
2003-09-11,122.802
2003-09-12,123.769
2003-09-15,124.612
2003-09-16,122.305
2003-09-17,123.279
2003-09-18,123.059
2003-09-19,123.567
2003-09-22,123.999
2003-09-23,124.651
2003-09-24,124.706
2003-09-25,125.08
2003-09-26,125.427
2003-09-29,125.723
2003-09-30,126.203
2003-10-01,131.153
2003-10-02,132.307
2003-10-03,133.018
2003-10-06,134.518
2003-10-07,135.821
2003-10-08,137.097
2003-10-09,137.072
2003-10-10,138.561
2003-10-13,138.445
2003-10-14,141.102
2003-10-15,141.021
2003-10-16,138.507
2003-10-17,139.036
2003-10-20,139.386
2003-10-21,138.616
2003-10-22,136.944
2003-10-23,138.384
2003-10-24,138.55
2003-10-27,137.631
2003-10-28,138.513
2003-10-29,139.663
2003-10-30,141.729
2003-10-31,140.452
2003-11-03,140.417
2003-11-04,140.235
2003-11-05,139.115
2003-11-06,139.177
2003-11-07,141.607
2003-11-10,142.32
2003-11-11,143.657
2003-11-12,146.955
2003-11-13,148.066
2003-11-14,151.433
2003-11-17,149.222
2003-11-18,154.244
2003-11-19,156.573
2003-11-20,156.587
2003-11-21,158.95
2003-11-24,154.065
2003-11-25,156.131
2003-11-26,158.383
2003-11-27,158.953
2003-11-28,158.504
2003-12-01,159.222
2003-12-02,163.7
2003-12-03,162.364
2003-12-04,160.278
2003-12-05,159.579
2003-12-08,162.612
2003-12-09,162.473
2003-12-10,163.139
2003-12-11,162.192
2003-12-12,164.027
2003-12-15,165.069
2003-12-16,166.289
2003-12-17,166.264
2003-12-18,167.095
2003-12-19,166.14
2003-12-22,164.476
2003-12-23,163.764
2003-12-24,165.838
2003-12-25,165.838
2003-12-26,165.771
2003-12-29,166.34
2003-12-30,168.73
2003-12-31,168.422
2004-01-01,168.422
2004-01-02,173.594
2004-01-05,178.098
2004-01-06,177.296
2004-01-07,173.37
2004-01-08,175.113
2004-01-09,177.418
2004-01-12,181.251
2004-01-13,187.16
2004-01-14,188.199
2004-01-15,190.418
2004-01-16,184.451
2004-01-19,186.473
2004-01-20,185.538
2004-01-21,188.936
2004-01-22,190.815
2004-01-23,190.126
2004-01-26,190.971
2004-01-27,194.062
2004-01-28,196.456
2004-01-29,189.789
2004-01-30,190.719
2004-02-02,193.936
2004-02-03,194.63
2004-02-04,193.787
2004-02-05,191.986
2004-02-06,196.765
2004-02-09,197.913
2004-02-10,201.028
2004-02-11,204.984
2004-02-12,206.896
2004-02-13,205.975
2004-02-16,206.73
2004-02-17,206.146
2004-02-18,208.356
2004-02-19,204.691
2004-02-20,205.768
2004-02-23,211.174
2004-02-24,214.683
2004-02-25,217.121
2004-02-26,210.568
2004-02-27,213.388
2004-03-01,216.45
2004-03-02,216.142
2004-03-03,216.866
2004-03-04,221.736
2004-03-05,224.035
2004-03-08,224.96
2004-03-09,224.259
2004-03-10,214.154
2004-03-11,207.326
2004-03-12,205.945
2004-03-15,202.587
2004-03-16,204.519
2004-03-17,209.422
2004-03-18,210.696
2004-03-19,211.353
2004-03-22,204.41
2004-03-23,200.823
2004-03-24,194.446
2004-03-25,197.87
2004-03-26,195.219
2004-03-29,199.274
2004-03-30,197.138
2004-03-31,199.74
2004-04-01,200.879
2004-04-02,198.41
2004-04-05,194.959
2004-04-06,194.814
2004-04-07,197.092
2004-04-08,196.309
2004-04-09,196.309
2004-04-12,195.758
2004-04-13,194.867
2004-04-14,192.201
2004-04-15,192.003
2004-04-16,192.355
2004-04-19,192.552
2004-04-20,191.038
2004-04-21,189.861
2004-04-22,190.034
2004-04-23,187.999
2004-04-26,187.591
2004-04-27,190.121
2004-04-28,190.105
2004-04-29,194.55
2004-04-30,195.371
2004-05-03,194.456
2004-05-04,199.434
2004-05-05,205.565
2004-05-06,203.291
2004-05-07,200.863
2004-05-10,194.688
2004-05-11,195.333
2004-05-12,194.118
2004-05-13,192.652
2004-05-14,188.636
2004-05-17,184.398
2004-05-18,186.141
2004-05-19,190.809
2004-05-20,188.321
2004-05-21,187.933
2004-05-24,190.004
2004-05-25,188.019
2004-05-26,187.951
2004-05-27,192.187
2004-05-28,190.05
2004-05-31,190.346
2004-06-01,191.468
2004-06-02,193.453
2004-06-03,193.302
2004-06-04,194.41
2004-06-07,196.344
2004-06-08,195.814
2004-06-09,191.465
2004-06-10,190.224
2004-06-11,189.01
2004-06-14,190.241
2004-06-15,190.14
2004-06-16,190.308
2004-06-17,190.375
2004-06-18,193.592
2004-06-21,194.785
2004-06-22,196.418
2004-06-23,197.662
2004-06-24,196.468
2004-06-25,195.105
2004-06-28,200.263
2004-06-29,198.447
2004-06-30,200.568
2004-07-01,200.118
2004-07-02,202.744
2004-07-05,201.881
2004-07-06,202.481
2004-07-07,200.059
2004-07-08,201.662
2004-07-09,202.978
2004-07-12,203.132
2004-07-13,201.646
2004-07-14,203.482
2004-07-15,203.109
2004-07-16,204.411
2004-07-19,201.252
2004-07-20,198.843
2004-07-21,198.183
2004-07-22,196.096
2004-07-23,194.179
2004-07-26,192.419
2004-07-27,192.939
2004-07-28,194.143
2004-07-29,197.149
2004-07-30,194.761
2004-08-02,194.259
2004-08-03,195.323
2004-08-04,193.43
2004-08-05,192.22
2004-08-06,192.979
2004-08-09,191.511
2004-08-10,192.974
2004-08-11,191.386
2004-08-12,193.597
2004-08-13,193.277
2004-08-16,194.162
2004-08-17,194.528
2004-08-18,193.89
2004-08-19,193.983
2004-08-20,195.942
2004-08-23,192.917
2004-08-24,194.336
2004-08-25,193.457
2004-08-26,195.455
2004-08-27,193.863
2004-08-30,192.734
2004-08-31,194.907
2004-09-01,196.314
2004-09-02,195.142
2004-09-03,194.676
2004-09-06,192.489
2004-09-07,192.686
2004-09-08,194.138
2004-09-09,195.676
2004-09-10,197.484
2004-09-13,201.415
2004-09-14,202.246
2004-09-15,198.71
2004-09-16,198.579
2004-09-17,199.326
2004-09-20,199.403
2004-09-21,200.554
2004-09-22,199.366
2004-09-23,198.97
2004-09-24,198.561
2004-09-27,201.581
2004-09-28,203.861
2004-09-29,204.586
2004-09-30,205.391
2004-10-01,206.022
2004-10-04,206.369
2004-10-05,207.655
2004-10-06,209.601
2004-10-07,207.441
2004-10-08,208.296
2004-10-11,207.498
2004-10-12,204.35
2004-10-13,203.978
2004-10-14,205.486
2004-10-15,207.586
2004-10-18,208.957
2004-10-19,210.988
2004-10-20,210.927
2004-10-21,212.665
2004-10-22,212.524
2004-10-25,215.193
2004-10-26,212.684
2004-10-27,215.713
2004-10-28,217.284
2004-10-29,218.695
2004-11-01,221.524
2004-11-02,221.097
2004-11-03,220.279
2004-11-04,221.579
2004-11-05,222.765
2004-11-08,224.868
2004-11-09,224.197
2004-11-10,226.856
2004-11-11,228.444
2004-11-12,229.049
2004-11-15,229.626
2004-11-16,229.473
2004-11-17,235.236
2004-11-18,232.865
2004-11-19,233.324
2004-11-22,236.094
2004-11-23,237.006
2004-11-24,238.568
2004-11-25,241.025
2004-11-26,241.314
2004-11-29,238.875
2004-11-30,235.602
2004-12-01,236.314
2004-12-02,235.841
2004-12-03,238.722
2004-12-06,238.349
2004-12-07,240.889
2004-12-08,238.917
2004-12-09,238.813
2004-12-10,240.102
2004-12-13,243.974
2004-12-14,244.866
2004-12-15,245.075
2004-12-16,245.027
2004-12-17,243.865
2004-12-20,246.828
2004-12-21,246.185
2004-12-22,247.138
2004-12-23,249.382
2004-12-24,249.167
2004-12-27,251.628
2004-12-28,250.57
2004-12-29,249.792
2004-12-30,248.7
2004-12-31,247.787
2005-01-03,246.111
2005-01-04,244.596
2005-01-05,243.077
2005-01-06,242.549
2005-01-07,241.784
2005-01-10,243.07
2005-01-11,247.165
2005-01-12,253.013
2005-01-13,250.521
2005-01-14,247.42
2005-01-17,250.578
2005-01-18,249.547
2005-01-19,253.404
2005-01-20,251.911
2005-01-21,255.042
2005-01-24,254.521
2005-01-25,254.269
2005-01-26,259.001
2005-01-27,256.527
2005-01-28,257.266
2005-01-31,258.82
2005-02-01,259.894
2005-02-02,259.721
2005-02-03,260.935
2005-02-04,261.458
2005-02-07,259.763
2005-02-08,259.9
2005-02-09,258.901
2005-02-10,259.132
2005-02-11,257.874
2005-02-14,258.949
2005-02-15,259.642
2005-02-16,260.347
2005-02-17,259.649
2005-02-18,260.15
2005-02-21,261.226
2005-02-22,262.042
2005-02-23,260.357
2005-02-24,259.106
2005-02-25,262.204
2005-02-28,264.378
2005-03-01,261.512
2005-03-02,260.258
2005-03-03,263.369
2005-03-04,268.318
2005-03-07,265.983
2005-03-08,267.941
2005-03-09,266.126
2005-03-10,262.198
2005-03-11,264.035
2005-03-14,262.157
2005-03-15,264.318
2005-03-16,266.57
2005-03-17,265.306
2005-03-18,264.494
2005-03-21,263.605
2005-03-22,268.0
2005-03-23,262.499
2005-03-24,262.108
2005-03-25,262.108
2005-03-28,260.269
2005-03-29,262.978
2005-03-30,263.805
2005-03-31,263.755
2005-04-01,262.161
2005-04-04,260.488
2005-04-05,262.035
2005-04-06,264.67
2005-04-07,266.622
2005-04-08,264.51
2005-04-11,268.09
2005-04-12,264.435
2005-04-13,266.675
2005-04-14,263.884
2005-04-15,266.371
2005-04-18,262.212
2005-04-19,262.516
2005-04-20,267.317
2005-04-21,268.013
2005-04-22,269.012
2005-04-25,266.076
2005-04-26,267.549
2005-04-27,265.95
2005-04-28,263.803
2005-04-29,264.862
2005-05-02,260.117
2005-05-03,261.574
2005-05-04,262.031
2005-05-05,260.863
2005-05-06,261.527
2005-05-09,261.326
2005-05-10,263.197
2005-05-11,262.257
2005-05-12,262.659
2005-05-13,260.019
2005-05-16,259.482
2005-05-17,259.459
2005-05-18,260.786
2005-05-19,257.557
2005-05-20,257.684
2005-05-23,259.517
2005-05-24,258.952
2005-05-25,257.768
2005-05-26,255.947
2005-05-27,251.078
2005-05-30,247.936
2005-05-31,242.751
2005-06-01,241.787
2005-06-02,240.452
2005-06-03,239.319
2005-06-06,238.97
2005-06-07,238.334
2005-06-08,235.824
2005-06-09,232.718
2005-06-10,237.665
2005-06-13,236.831
2005-06-14,235.926
2005-06-15,236.879
2005-06-16,237.597
2005-06-17,241.085
2005-06-20,237.571
2005-06-21,237.496
2005-06-22,238.253
2005-06-23,240.88
2005-06-24,240.442
2005-06-27,238.271
2005-06-28,236.284
2005-06-29,237.786
2005-06-30,236.588
2005-07-01,234.996
2005-07-04,231.86
2005-07-05,232.052
2005-07-06,230.617
2005-07-07,229.413
2005-07-08,228.888
2005-07-11,231.97
2005-07-12,234.747
2005-07-13,231.855
2005-07-14,231.381
2005-07-15,230.619
2005-07-18,230.968
2005-07-19,229.796
2005-07-20,229.196
2005-07-21,231.393
2005-07-22,232.724
2005-07-25,235.124
2005-07-26,235.348
2005-07-27,238.026
2005-07-28,242.684
2005-07-29,241.713
2005-08-01,242.568
2005-08-02,244.206
2005-08-03,243.745
2005-08-04,241.879
2005-08-05,240.568
2005-08-08,241.43
2005-08-09,240.923
2005-08-10,243.559
2005-08-11,245.635
2005-08-12,245.275
2005-08-15,243.497
2005-08-16,242.438
2005-08-17,243.046
2005-08-18,240.613
2005-08-19,238.086
2005-08-22,240.103
2005-08-23,239.388
2005-08-24,239.575
2005-08-25,240.057
2005-08-26,241.175
2005-08-29,239.305
2005-08-30,237.632
2005-08-31,241.468
2005-09-01,245.247
2005-09-02,247.001
2005-09-05,246.547
2005-09-06,247.126
2005-09-07,249.027
2005-09-08,247.491
2005-09-09,249.895
2005-09-12,247.943
2005-09-13,244.543
2005-09-14,245.521
2005-09-15,244.194
2005-09-16,244.106
2005-09-19,241.658
2005-09-20,244.541
2005-09-21,245.707
2005-09-22,243.284
2005-09-23,241.331
2005-09-26,241.906
2005-09-27,241.351
2005-09-28,241.923
2005-09-29,243.031
2005-09-30,244.461
2005-10-03,242.119
2005-10-04,242.355
2005-10-05,243.986
2005-10-06,245.651
2005-10-07,245.334
2005-10-10,244.153
2005-10-11,243.374
2005-10-12,243.092
2005-10-13,240.31
2005-10-14,243.398
2005-10-17,242.336
2005-10-18,241.033
2005-10-19,239.524
2005-10-20,236.898
2005-10-21,237.499
2005-10-24,238.011
2005-10-25,238.921
2005-10-26,239.66
2005-10-27,238.952
2005-10-28,238.328
2005-10-31,235.726
2005-11-01,237.638
2005-11-02,238.517
2005-11-03,239.713
2005-11-04,238.258
2005-11-07,236.503
2005-11-08,237.337
2005-11-09,237.119
