Date,FRANCE SMALL GROWTH Small Cap
2004-01-12,420.886
2004-01-13,419.069
2004-01-14,417.106
2004-01-15,416.339
2004-01-16,414.216
2004-01-19,417.455
2004-01-20,421.932
2004-01-21,422.634
2004-01-22,423.73
2004-01-23,422.723
2004-01-26,418.147
2004-01-27,422.652
2004-01-28,418.835
2004-01-29,409.281
2004-01-30,413.024
2004-02-02,415.384
2004-02-03,417.94
2004-02-04,410.695
2004-02-05,415.656
2004-02-06,420.456
2004-02-09,423.062
2004-02-10,424.56
2004-02-11,425.179
2004-02-12,429.88
2004-02-13,427.933
2004-02-16,427.946
2004-02-17,431.541
2004-02-18,431.839
2004-02-19,430.643
2004-02-20,424.63
2004-02-23,423.877
2004-02-24,425.352
2004-02-25,423.393
2004-02-26,419.797
2004-02-27,422.247
2004-03-01,425.38
2004-03-02,426.445
2004-03-03,420.671
2004-03-04,425.35
2004-03-05,434.557
2004-03-08,433.18
2004-03-09,430.482
2004-03-10,420.836
2004-03-11,411.265
2004-03-12,409.131
2004-03-15,398.997
2004-03-16,403.894
2004-03-17,406.458
2004-03-18,410.083
2004-03-19,408.036
2004-03-22,399.564
2004-03-23,399.193
2004-03-24,395.648
2004-03-25,402.871
2004-03-26,402.492
2004-03-29,409.71
2004-03-30,410.362
2004-03-31,416.765
2004-04-01,423.556
2004-04-02,420.65
2004-04-05,418.613
2004-04-06,415.114
2004-04-07,420.07
2004-04-08,419.256
2004-04-09,419.256
2004-04-12,418.078
2004-04-13,413.2
2004-04-14,410.287
2004-04-15,408.199
2004-04-16,411.035
2004-04-19,410.423
2004-04-20,409.346
2004-04-21,404.715
2004-04-22,406.251
2004-04-23,408.506
2004-04-26,411.388
2004-04-27,413.388
2004-04-28,408.877
2004-04-29,409.294
2004-04-30,402.064
2004-05-03,401.125
2004-05-04,406.325
2004-05-05,407.198
2004-05-06,400.057
2004-05-07,393.434
2004-05-10,381.551
2004-05-11,383.823
2004-05-12,382.443
2004-05-13,383.752
2004-05-14,383.831
2004-05-17,381.543
2004-05-18,384.169
2004-05-19,392.757
2004-05-20,388.053
2004-05-21,391.902
2004-05-24,393.014
2004-05-25,395.462
2004-05-26,398.898
2004-05-27,405.146
2004-05-28,403.704
2004-05-31,404.811
2004-06-01,402.562
2004-06-02,404.769
2004-06-03,403.329
2004-06-04,406.411
2004-06-07,412.027
2004-06-08,411.079
2004-06-09,406.096
2004-06-10,405.477
2004-06-11,402.316
2004-06-14,402.155
2004-06-15,403.886
2004-06-16,401.195
2004-06-17,402.878
2004-06-18,407.636
2004-06-21,408.507
2004-06-22,408.263
2004-06-23,410.235
2004-06-24,416.396
2004-06-25,416.576
2004-06-28,421.069
2004-06-29,418.327
2004-06-30,419.247
2004-07-01,418.628
2004-07-02,418.869
2004-07-05,418.151
2004-07-06,412.309
2004-07-07,413.143
2004-07-08,411.378
2004-07-09,411.917
2004-07-12,410.753
2004-07-13,406.496
2004-07-14,407.156
2004-07-15,404.736
2004-07-16,408.335
2004-07-19,406.464
2004-07-20,403.465
2004-07-21,401.154
2004-07-22,397.92
2004-07-23,393.601
2004-07-26,388.108
2004-07-27,386.859
2004-07-28,387.662
2004-07-29,392.492
2004-07-30,392.82
2004-08-02,388.985
2004-08-03,389.062
2004-08-04,382.966
2004-08-05,382.089
2004-08-06,381.548
2004-08-09,376.96
2004-08-10,381.667
2004-08-11,374.656
2004-08-12,371.668
2004-08-13,377.406
2004-08-16,378.964
2004-08-17,381.707
2004-08-18,381.199
2004-08-19,384.879
2004-08-20,384.203
2004-08-23,384.044
2004-08-24,381.185
2004-08-25,381.099
2004-08-26,383.979
2004-08-27,384.397
2004-08-30,384.17
2004-08-31,385.166
2004-09-01,386.811
2004-09-02,388.2
2004-09-03,384.326
2004-09-06,384.868
2004-09-07,384.96
2004-09-08,386.984
2004-09-09,386.27
2004-09-10,394.214
2004-09-13,400.639
2004-09-14,401.729
2004-09-15,397.788
2004-09-16,397.016
2004-09-17,399.432
2004-09-20,399.201
2004-09-21,405.355
2004-09-22,402.57
2004-09-23,405.144
2004-09-24,404.353
2004-09-27,404.15
2004-09-28,404.411
2004-09-29,407.049
2004-09-30,411.379
2004-10-01,412.505
2004-10-04,413.205
2004-10-05,414.272
2004-10-06,415.838
2004-10-07,417.4
2004-10-08,419.784
2004-10-11,417.211
2004-10-12,412.061
2004-10-13,411.095
2004-10-14,415.894
2004-10-15,418.545
2004-10-18,417.578
2004-10-19,419.171
2004-10-20,418.559
2004-10-21,422.463
2004-10-22,423.539
2004-10-25,422.416
2004-10-26,423.197
2004-10-27,426.769
2004-10-28,427.328
2004-10-29,427.093
2004-11-01,430.274
2004-11-02,430.548
2004-11-03,435.135
2004-11-04,433.854
2004-11-05,437.43
2004-11-08,439.944
2004-11-09,437.802
2004-11-10,439.543
2004-11-11,440.208
2004-11-12,441.899
2004-11-15,436.775
2004-11-16,435.218
2004-11-17,442.362
2004-11-18,443.311
2004-11-19,442.884
2004-11-22,442.661
2004-11-23,444.658
2004-11-24,445.102
2004-11-25,450.067
2004-11-26,451.854
2004-11-29,454.027
2004-11-30,453.87
2004-12-01,456.41
2004-12-02,455.741
2004-12-03,460.234
2004-12-06,462.505
2004-12-07,464.185
2004-12-08,457.355
2004-12-09,453.525
2004-12-10,454.57
2004-12-13,456.781
2004-12-14,457.502
2004-12-15,464.576
2004-12-16,463.297
2004-12-17,463.963
2004-12-20,472.075
2004-12-21,470.158
2004-12-22,471.74
2004-12-23,479.347
2004-12-24,480.538
2004-12-27,484.484
2004-12-28,484.913
2004-12-29,486.218
2004-12-30,490.066
2004-12-31,490.473
2005-01-03,488.39
2005-01-04,479.835
2005-01-05,476.336
2005-01-06,475.355
2005-01-07,475.319
2005-01-10,479.208
2005-01-11,479.63
2005-01-12,483.504
2005-01-13,483.971
2005-01-14,481.904
2005-01-17,486.099
2005-01-18,486.661
2005-01-19,492.186
2005-01-20,486.556
2005-01-21,489.665
2005-01-24,492.197
2005-01-25,491.205
2005-01-26,498.954
2005-01-27,500.154
2005-01-28,502.629
2005-01-31,507.253
2005-02-01,506.472
2005-02-02,508.51
2005-02-03,502.462
2005-02-04,505.339
2005-02-07,505.702
2005-02-08,505.094
2005-02-09,507.286
2005-02-10,509.556
2005-02-11,513.409
2005-02-14,518.485
2005-02-15,521.665
2005-02-16,521.253
2005-02-17,526.657
2005-02-18,526.169
2005-02-21,522.32
2005-02-22,526.513
2005-02-23,525.022
2005-02-24,527.728
2005-02-25,532.73
2005-02-28,536.301
2005-03-01,535.566
2005-03-02,532.294
2005-03-03,533.48
2005-03-04,538.808
2005-03-07,540.04
2005-03-08,543.371
2005-03-09,545.246
2005-03-10,543.638
2005-03-11,547.068
2005-03-14,542.691
2005-03-15,541.896
2005-03-16,540.135
2005-03-17,537.767
2005-03-18,536.585
2005-03-21,530.822
2005-03-22,529.517
2005-03-23,516.936
2005-03-24,519.389
2005-03-25,519.389
2005-03-28,515.744
2005-03-29,516.176
2005-03-30,519.633
2005-03-31,522.621
2005-04-01,525.29
2005-04-04,517.832
2005-04-05,519.391
2005-04-06,523.402
2005-04-07,527.729
2005-04-08,528.193
2005-04-11,531.515
2005-04-12,528.475
2005-04-13,531.899
2005-04-14,525.914
2005-04-15,525.162
2005-04-18,514.27
2005-04-19,518.903
2005-04-20,521.374
2005-04-21,522.685
2005-04-22,525.48
2005-04-25,520.572
2005-04-26,517.317
2005-04-27,509.265
2005-04-28,501.501
2005-04-29,500.905
2005-05-02,502.193
2005-05-03,505.609
2005-05-04,508.839
2005-05-05,511.536
2005-05-06,509.784
2005-05-09,512.706
2005-05-10,512.678
2005-05-11,511.299
2005-05-12,508.19
2005-05-13,504.948
2005-05-16,504.252
2005-05-17,505.091
2005-05-18,511.002
2005-05-19,513.594
2005-05-20,512.603
2005-05-23,515.767
2005-05-24,515.472
2005-05-25,516.994
2005-05-26,518.624
2005-05-27,517.482
2005-05-30,515.901
2005-05-31,513.487
2005-06-01,513.826
2005-06-02,515.528
2005-06-03,515.588
2005-06-06,516.744
2005-06-07,519.916
2005-06-08,526.606
2005-06-09,521.218
2005-06-10,521.397
2005-06-13,523.332
2005-06-14,523.949
2005-06-15,527.493
2005-06-16,527.07
2005-06-17,534.095
2005-06-20,530.442
2005-06-21,529.054
2005-06-22,529.647
2005-06-23,526.494
2005-06-24,524.747
2005-06-27,526.15
2005-06-28,527.38
2005-06-29,530.06
2005-06-30,532.322
2005-07-01,530.68
2005-07-04,531.49
2005-07-05,533.518
2005-07-06,536.973
2005-07-07,537.629
2005-07-08,544.889
2005-07-11,555.266
2005-07-12,560.525
2005-07-13,558.186
2005-07-14,558.585
2005-07-15,554.579
2005-07-18,553.718
2005-07-19,552.0
2005-07-20,554.095
2005-07-21,559.813
2005-07-22,557.756
2005-07-25,556.622
2005-07-26,557.923
2005-07-27,564.803
2005-07-28,571.839
2005-07-29,578.762
2005-08-01,585.899
2005-08-02,588.06
2005-08-03,593.06
2005-08-04,595.091
2005-08-05,589.644
2005-08-08,595.951
2005-08-09,597.464
2005-08-10,600.572
2005-08-11,601.993
2005-08-12,600.261
2005-08-15,598.503
2005-08-16,594.713
2005-08-17,589.636
2005-08-18,580.902
2005-08-19,579.865
2005-08-22,586.59
2005-08-23,585.376
2005-08-24,587.094
2005-08-25,584.961
2005-08-26,588.107
2005-08-29,584.431
2005-08-30,585.626
2005-08-31,597.691
2005-09-01,609.169
2005-09-02,609.567
2005-09-05,610.035
2005-09-06,609.152
2005-09-07,614.256
2005-09-08,613.902
2005-09-09,617.07
2005-09-12,612.966
2005-09-13,611.328
2005-09-14,617.262
2005-09-15,616.131
2005-09-16,621.764
2005-09-19,620.203
2005-09-20,623.904
2005-09-21,624.656
2005-09-22,618.271
2005-09-23,616.814
2005-09-26,619.191
2005-09-27,619.391
2005-09-28,622.315
2005-09-29,624.043
2005-09-30,631.655
2005-10-03,629.251
2005-10-04,633.103
2005-10-05,628.495
2005-10-06,625.321
2005-10-07,625.505
2005-10-10,625.48
2005-10-11,624.985
2005-10-12,625.748
2005-10-13,609.453
2005-10-14,611.65
2005-10-17,612.655
2005-10-18,602.878
2005-10-19,585.492
2005-10-20,592.135
2005-10-21,586.804
2005-10-24,594.223
2005-10-25,601.741
2005-10-26,601.784
2005-10-27,588.795
2005-10-28,583.213
2005-10-31,588.317
2005-11-01,592.706
2005-11-02,593.361
2005-11-03,599.279
2005-11-04,590.796
2005-11-07,591.187
2005-11-08,588.63
2005-11-09,586.025
