Date,EUROPE MID VALUE Mid Cap
2002-09-02,288.279
2002-09-03,282.735
2002-09-04,282.732
2002-09-05,279.364
2002-09-06,283.3
2002-09-09,280.12
2002-09-10,284.468
2002-09-11,286.67
2002-09-12,282.13
2002-09-13,279.001
2002-09-16,276.474
2002-09-17,274.237
2002-09-18,267.793
2002-09-19,265.389
2002-09-20,266.873
2002-09-23,260.632
2002-09-24,254.214
2002-09-25,256.861
2002-09-26,262.899
2002-09-27,263.004
2002-09-30,257.898
2002-10-01,256.752
2002-10-02,258.714
2002-10-03,256.178
2002-10-04,253.54
2002-10-07,249.289
2002-10-08,246.07
2002-10-09,244.766
2002-10-10,247.846
2002-10-11,260.191
2002-10-14,257.6
2002-10-15,267.825
2002-10-16,266.332
2002-10-17,269.979
2002-10-18,269.069
2002-10-21,270.277
2002-10-22,269.538
2002-10-23,264.025
2002-10-24,269.354
2002-10-25,266.701
2002-10-28,271.104
2002-10-29,263.986
2002-10-30,266.45
2002-10-31,272.411
2002-11-01,270.502
2002-11-04,278.448
2002-11-05,281.176
2002-11-06,278.379
2002-11-07,278.342
2002-11-08,276.449
2002-11-11,273.604
2002-11-12,276.603
2002-11-13,271.764
2002-11-14,273.124
2002-11-15,274.777
2002-11-18,277.761
2002-11-19,276.597
2002-11-20,273.807
2002-11-21,281.143
2002-11-22,281.965
2002-11-25,278.781
2002-11-26,274.637
2002-11-27,278.579
2002-11-28,283.057
2002-11-29,284.148
2002-12-02,284.313
2002-12-03,280.768
2002-12-04,280.212
2002-12-05,278.689
2002-12-06,277.988
2002-12-09,272.417
2002-12-10,272.456
2002-12-11,275.375
2002-12-12,274.326
2002-12-13,273.302
2002-12-16,275.891
2002-12-17,274.644
2002-12-18,270.646
2002-12-19,270.106
2002-12-20,272.31
2002-12-23,271.155
2002-12-24,271.849
2002-12-25,271.849
2002-12-26,272.153
2002-12-27,268.09
2002-12-30,271.913
2002-12-31,274.968
2003-01-01,274.968
2003-01-02,279.665
2003-01-03,280.606
2003-01-06,282.46
2003-01-07,279.711
2003-01-08,273.556
2003-01-09,276.954
2003-01-10,280.059
2003-01-13,280.625
2003-01-14,281.769
2003-01-15,278.127
2003-01-16,279.607
2003-01-17,277.649
2003-01-20,276.61
2003-01-21,273.405
2003-01-22,270.576
2003-01-23,269.254
2003-01-24,269.386
2003-01-27,261.598
2003-01-28,261.432
2003-01-29,258.934
2003-01-30,262.425
2003-01-31,262.545
2003-02-03,266.488
2003-02-04,262.299
2003-02-05,265.96
2003-02-06,262.841
2003-02-07,261.112
2003-02-10,258.023
2003-02-11,261.013
2003-02-12,257.492
2003-02-13,258.357
2003-02-14,258.863
2003-02-17,262.029
2003-02-18,262.939
2003-02-19,260.95
2003-02-20,260.812
2003-02-21,261.63
2003-02-24,258.153
2003-02-25,250.166
2003-02-26,248.834
2003-02-27,249.254
2003-02-28,253.602
2003-03-03,255.046
2003-03-04,252.037
2003-03-05,251.537
2003-03-06,250.204
2003-03-07,245.916
2003-03-10,243.577
2003-03-11,244.513
2003-03-12,238.024
2003-03-13,245.651
2003-03-14,249.594
2003-03-17,254.255
2003-03-18,255.253
2003-03-19,256.328
2003-03-20,255.998
2003-03-21,261.184
2003-03-24,255.78
2003-03-25,257.262
2003-03-26,257.793
2003-03-27,254.948
2003-03-28,253.351
2003-03-31,249.77
2003-04-01,250.812
2003-04-02,255.055
2003-04-03,256.076
2003-04-04,257.242
2003-04-07,263.79
2003-04-08,260.482
2003-04-09,260.837
2003-04-10,261.133
2003-04-11,261.517
2003-04-14,264.075
2003-04-15,268.257
2003-04-16,269.203
2003-04-17,271.958
2003-04-18,271.958
2003-04-21,270.181
2003-04-22,273.334
2003-04-23,278.674
2003-04-24,277.145
2003-04-25,273.957
2003-04-28,278.902
2003-04-29,280.966
2003-04-30,284.874
2003-05-01,286.037
2003-05-02,287.127
2003-05-05,290.413
2003-05-06,296.747
2003-05-07,293.647
2003-05-08,290.065
2003-05-09,293.111
2003-05-12,294.783
2003-05-13,295.284
2003-05-14,296.443
2003-05-15,297.94
2003-05-16,301.051
2003-05-19,296.195
2003-05-20,296.474
2003-05-21,295.902
2003-05-22,297.84
2003-05-23,298.985
2003-05-26,299.845
2003-05-27,300.446
2003-05-28,303.738
2003-05-29,306.79
2003-05-30,307.076
2003-06-02,310.371
2003-06-03,308.079
2003-06-04,310.318
2003-06-05,314.433
2003-06-06,318.437
2003-06-09,316.277
2003-06-10,314.3
2003-06-11,318.833
2003-06-12,320.579
2003-06-13,318.333
2003-06-16,323.646
2003-06-17,327.379
2003-06-18,323.991
2003-06-19,320.443
2003-06-20,320.531
2003-06-23,314.081
2003-06-24,310.032
2003-06-25,314.149
2003-06-26,310.732
2003-06-27,312.019
2003-06-30,310.915
2003-07-01,309.566
2003-07-02,313.571
2003-07-03,316.631
2003-07-04,315.817
2003-07-07,320.871
2003-07-08,320.356
2003-07-09,318.71
2003-07-10,316.845
2003-07-11,319.152
2003-07-14,323.114
2003-07-15,320.34
2003-07-16,317.605
2003-07-17,314.358
2003-07-18,315.519
2003-07-21,315.902
2003-07-22,316.352
2003-07-23,318.338
2003-07-24,322.967
2003-07-25,324.109
2003-07-28,325.22
2003-07-29,325.216
2003-07-30,324.324
2003-07-31,323.951
2003-08-01,323.391
2003-08-04,322.836
2003-08-05,324.977
2003-08-06,322.08
2003-08-07,322.68
2003-08-08,322.042
2003-08-11,321.789
2003-08-12,322.863
2003-08-13,325.745
2003-08-14,327.37
2003-08-15,327.529
2003-08-18,328.267
2003-08-19,329.013
2003-08-20,330.479
2003-08-21,330.023
2003-08-22,328.947
2003-08-25,327.848
2003-08-26,323.751
2003-08-27,325.631
2003-08-28,327.199
2003-08-29,328.021
2003-09-01,331.697
2003-09-02,330.234
2003-09-03,334.21
2003-09-04,334.812
2003-09-05,336.963
2003-09-08,338.949
2003-09-09,336.726
2003-09-10,333.826
2003-09-11,334.9
2003-09-12,337.067
2003-09-15,339.179
2003-09-16,338.598
2003-09-17,341.171
2003-09-18,344.101
2003-09-19,344.915
2003-09-22,343.375
2003-09-23,342.797
2003-09-24,342.508
2003-09-25,339.068
2003-09-26,336.567
2003-09-29,336.927
2003-09-30,333.446
2003-10-01,338.768
2003-10-02,340.423
2003-10-03,345.994
2003-10-06,347.616
2003-10-07,347.615
2003-10-08,348.587
2003-10-09,351.197
2003-10-10,351.893
2003-10-13,353.792
2003-10-14,354.716
2003-10-15,358.548
2003-10-16,358.98
2003-10-17,356.254
2003-10-20,356.595
2003-10-21,356.406
2003-10-22,353.87
2003-10-23,352.975
2003-10-24,353.201
2003-10-27,355.043
2003-10-28,355.646
2003-10-29,357.63
2003-10-30,361.459
2003-10-31,359.707
2003-11-03,359.926
2003-11-04,360.053
2003-11-05,358.736
2003-11-06,358.074
2003-11-07,362.964
2003-11-10,362.199
2003-11-11,360.491
2003-11-12,365.558
2003-11-13,368.6
2003-11-14,371.745
2003-11-17,366.209
2003-11-18,367.913
2003-11-19,367.658
2003-11-20,365.257
2003-11-21,366.809
2003-11-24,367.483
2003-11-25,369.111
2003-11-26,372.413
2003-11-27,373.634
2003-11-28,374.343
2003-12-01,378.825
2003-12-02,381.845
2003-12-03,384.021
2003-12-04,382.555
2003-12-05,382.994
2003-12-08,384.726
2003-12-09,386.773
2003-12-10,384.011
2003-12-11,381.618
2003-12-12,384.8
2003-12-15,386.028
2003-12-16,384.106
2003-12-17,384.166
2003-12-18,386.158
2003-12-19,386.214
2003-12-22,386.391
2003-12-23,389.113
2003-12-24,390.872
2003-12-25,390.872
2003-12-26,390.919
2003-12-29,392.397
2003-12-30,395.902
2003-12-31,398.74
2004-01-01,398.74
2004-01-02,402.237
2004-01-05,406.74
2004-01-06,408.381
2004-01-07,406.7
2004-01-08,409.328
2004-01-09,412.072
2004-01-12,411.378
2004-01-13,411.671
2004-01-14,413.197
2004-01-15,411.495
2004-01-16,409.365
2004-01-19,409.396
2004-01-20,413.701
2004-01-21,416.923
2004-01-22,420.349
2004-01-23,417.525
2004-01-26,412.829
2004-01-27,415.909
2004-01-28,416.463
2004-01-29,407.077
2004-01-30,409.108
2004-02-02,410.147
2004-02-03,413.263
2004-02-04,411.592
2004-02-05,413.977
2004-02-06,419.543
2004-02-09,423.194
2004-02-10,425.434
2004-02-11,426.149
2004-02-12,432.925
2004-02-13,431.389
2004-02-16,433.289
2004-02-17,438.686
2004-02-18,440.764
2004-02-19,440.137
2004-02-20,434.036
2004-02-23,435.302
2004-02-24,435.007
2004-02-25,432.464
2004-02-26,428.13
2004-02-27,427.965
2004-03-01,434.054
2004-03-02,430.615
2004-03-03,424.955
2004-03-04,428.183
2004-03-05,434.938
2004-03-08,434.783
2004-03-09,431.611
2004-03-10,422.574
2004-03-11,412.737
2004-03-12,412.052
2004-03-15,405.275
2004-03-16,410.816
2004-03-17,412.624
2004-03-18,413.713
2004-03-19,414.005
2004-03-22,407.992
2004-03-23,407.447
2004-03-24,403.152
2004-03-25,406.844
2004-03-26,404.572
2004-03-29,410.979
2004-03-30,410.804
2004-03-31,415.748
2004-04-01,422.717
2004-04-02,421.307
2004-04-05,418.48
2004-04-06,419.447
2004-04-07,422.556
2004-04-08,422.568
2004-04-09,422.568
2004-04-12,421.761
2004-04-13,418.524
2004-04-14,411.65
2004-04-15,409.581
2004-04-16,416.303
2004-04-19,417.949
2004-04-20,418.007
2004-04-21,412.708
2004-04-22,415.66
2004-04-23,416.305
2004-04-26,419.763
2004-04-27,420.206
2004-04-28,415.277
2004-04-29,413.982
2004-04-30,411.581
2004-05-03,412.283
2004-05-04,418.612
2004-05-05,421.329
2004-05-06,413.722
2004-05-07,408.553
2004-05-10,395.021
2004-05-11,396.839
2004-05-12,396.846
2004-05-13,399.226
2004-05-14,397.437
2004-05-17,395.967
2004-05-18,398.478
2004-05-19,407.538
2004-05-20,402.483
2004-05-21,406.78
2004-05-24,406.978
2004-05-25,409.501
2004-05-26,412.779
2004-05-27,421.499
2004-05-28,421.193
2004-05-31,421.187
2004-06-01,419.07
2004-06-02,422.797
2004-06-03,423.681
2004-06-04,427.365
2004-06-07,431.896
2004-06-08,430.751
2004-06-09,425.059
2004-06-10,425.921
2004-06-11,422.175
2004-06-14,419.478
2004-06-15,421.677
2004-06-16,423.186
2004-06-17,424.908
2004-06-18,428.723
2004-06-21,427.811
2004-06-22,425.527
2004-06-23,426.899
2004-06-24,430.677
2004-06-25,430.311
2004-06-28,435.929
2004-06-29,432.773
2004-06-30,433.71
2004-07-01,431.184
2004-07-02,433.229
2004-07-05,431.685
2004-07-06,429.909
2004-07-07,432.905
2004-07-08,434.711
2004-07-09,433.902
2004-07-12,433.356
2004-07-13,432.075
2004-07-14,433.665
2004-07-15,430.455
2004-07-16,435.344
2004-07-19,433.517
2004-07-20,431.189
2004-07-21,430.018
2004-07-22,426.388
2004-07-23,422.348
2004-07-26,422.4
2004-07-27,422.115
2004-07-28,421.943
2004-07-29,425.18
2004-07-30,425.468
2004-08-02,424.937
2004-08-03,427.278
2004-08-04,424.071
2004-08-05,425.961
2004-08-06,424.837
2004-08-09,420.794
2004-08-10,424.178
2004-08-11,419.273
2004-08-12,419.749
2004-08-13,422.568
2004-08-16,425.223
2004-08-17,425.499
2004-08-18,425.226
2004-08-19,427.824
2004-08-20,425.634
2004-08-23,427.385
2004-08-24,424.594
2004-08-25,424.733
2004-08-26,427.054
2004-08-27,427.702
2004-08-30,427.366
2004-08-31,428.18
2004-09-01,430.679
2004-09-02,431.508
2004-09-03,430.314
2004-09-06,432.618
2004-09-07,432.552
2004-09-08,434.332
2004-09-09,433.428
2004-09-10,438.9
2004-09-13,440.264
2004-09-14,440.834
2004-09-15,434.855
2004-09-16,436.393
2004-09-17,439.323
2004-09-20,436.911
2004-09-21,441.445
2004-09-22,439.249
2004-09-23,438.471
2004-09-24,438.56
2004-09-27,437.167
2004-09-28,439.422
2004-09-29,443.021
2004-09-30,445.421
2004-10-01,450.923
2004-10-04,450.162
2004-10-05,451.722
2004-10-06,450.553
2004-10-07,449.86
2004-10-08,453.318
2004-10-11,452.971
2004-10-12,446.774
2004-10-13,447.834
2004-10-14,450.419
2004-10-15,452.381
2004-10-18,452.492
2004-10-19,456.667
2004-10-20,456.301
2004-10-21,458.498
2004-10-22,460.021
2004-10-25,459.266
2004-10-26,461.005
2004-10-27,464.698
2004-10-28,464.381
2004-10-29,463.239
2004-11-01,467.471
2004-11-02,469.75
2004-11-03,474.082
2004-11-04,474.947
2004-11-05,478.225
2004-11-08,480.0
2004-11-09,480.54
2004-11-10,484.082
2004-11-11,486.393
2004-11-12,488.33
2004-11-15,487.553
2004-11-16,486.111
2004-11-17,492.28
2004-11-18,490.821
2004-11-19,491.433
2004-11-22,489.711
2004-11-23,492.522
2004-11-24,495.234
2004-11-25,502.334
2004-11-26,503.709
2004-11-29,504.373
2004-11-30,502.958
2004-12-01,508.822
2004-12-02,510.873
2004-12-03,513.183
2004-12-06,514.858
2004-12-07,516.479
2004-12-08,509.628
2004-12-09,505.337
2004-12-10,505.884
2004-12-13,512.825
2004-12-14,513.494
2004-12-15,519.99
2004-12-16,516.807
2004-12-17,514.098
2004-12-20,522.464
2004-12-21,520.704
2004-12-22,522.087
2004-12-23,526.495
2004-12-24,528.277
2004-12-27,530.922
2004-12-28,530.063
2004-12-29,529.806
2004-12-30,531.392
2004-12-31,529.853
2005-01-03,528.831
2005-01-04,524.993
2005-01-05,521.62
2005-01-06,519.58
2005-01-07,518.555
2005-01-10,520.925
2005-01-11,520.659
2005-01-12,524.457
2005-01-13,523.624
2005-01-14,522.479
2005-01-17,523.638
2005-01-18,522.017
2005-01-19,524.733
2005-01-20,519.7
2005-01-21,521.41
2005-01-24,520.526
2005-01-25,522.28
2005-01-26,526.952
2005-01-27,526.315
2005-01-28,524.011
2005-01-31,529.389
2005-02-01,531.046
2005-02-02,535.053
2005-02-03,533.033
2005-02-04,536.957
2005-02-07,534.689
2005-02-08,533.219
2005-02-09,533.875
2005-02-10,536.785
2005-02-11,540.699
2005-02-14,546.491
2005-02-15,550.378
2005-02-16,547.202
2005-02-17,553.184
2005-02-18,553.413
2005-02-21,549.077
2005-02-22,550.923
2005-02-23,547.476
2005-02-24,549.701
2005-02-25,554.452
2005-02-28,554.703
2005-03-01,553.941
2005-03-02,549.108
2005-03-03,550.025
2005-03-04,558.767
2005-03-07,557.575
2005-03-08,560.928
2005-03-09,558.035
2005-03-10,555.782
2005-03-11,558.149
2005-03-14,553.938
2005-03-15,554.41
2005-03-16,553.699
2005-03-17,550.558
2005-03-18,546.543
2005-03-21,542.156
2005-03-22,544.786
2005-03-23,535.448
2005-03-24,537.853
2005-03-25,537.853
2005-03-28,535.008
2005-03-29,535.481
2005-03-30,536.158
2005-03-31,538.118
2005-04-01,541.224
2005-04-04,533.934
2005-04-05,538.984
2005-04-06,542.066
2005-04-07,543.997
2005-04-08,543.411
2005-04-11,548.456
2005-04-12,544.575
2005-04-13,547.635
2005-04-14,540.729
2005-04-15,536.238
2005-04-18,530.513
2005-04-19,535.001
2005-04-20,534.034
2005-04-21,534.439
2005-04-22,538.118
2005-04-25,536.382
2005-04-26,531.972
2005-04-27,522.196
2005-04-28,518.384
2005-04-29,520.303
2005-05-02,519.868
2005-05-03,523.859
2005-05-04,527.336
2005-05-05,529.044
2005-05-06,526.597
2005-05-09,524.826
2005-05-10,524.165
2005-05-11,522.916
2005-05-12,522.185
2005-05-13,520.111
2005-05-16,516.922
2005-05-17,518.806
2005-05-18,524.081
2005-05-19,526.916
2005-05-20,525.748
2005-05-23,529.94
2005-05-24,529.173
2005-05-25,531.054
2005-05-26,532.625
2005-05-27,533.223
2005-05-30,532.934
2005-05-31,528.8
2005-06-01,530.216
2005-06-02,529.787
2005-06-03,529.182
2005-06-06,528.998
2005-06-07,533.119
2005-06-08,535.4
2005-06-09,529.659
2005-06-10,531.601
2005-06-13,530.952
2005-06-14,532.723
2005-06-15,533.271
2005-06-16,535.9
2005-06-17,541.514
2005-06-20,537.123
2005-06-21,539.531
2005-06-22,540.4
2005-06-23,539.624
2005-06-24,536.562
2005-06-27,533.504
2005-06-28,532.445
2005-06-29,535.153
2005-06-30,535.426
2005-07-01,532.944
2005-07-04,529.007
2005-07-05,527.886
2005-07-06,532.419
2005-07-07,523.269
2005-07-08,528.562
2005-07-11,537.898
2005-07-12,543.214
2005-07-13,541.389
2005-07-14,542.499
2005-07-15,538.631
2005-07-18,537.815
2005-07-19,536.871
2005-07-20,535.869
2005-07-21,543.253
2005-07-22,544.091
2005-07-25,542.323
2005-07-26,542.045
2005-07-27,545.038
2005-07-28,549.297
2005-07-29,551.229
2005-08-01,555.489
2005-08-02,558.654
2005-08-03,562.964
2005-08-04,562.923
2005-08-05,559.022
2005-08-08,562.869
2005-08-09,563.605
2005-08-10,570.142
2005-08-11,570.236
2005-08-12,569.841
2005-08-15,566.306
2005-08-16,564.887
2005-08-17,564.075
2005-08-18,556.03
2005-08-19,557.571
2005-08-22,564.582
2005-08-23,561.568
2005-08-24,560.891
2005-08-25,559.649
2005-08-26,559.765
2005-08-29,558.349
2005-08-30,554.512
2005-08-31,563.668
2005-09-01,574.678
2005-09-02,580.432
2005-09-05,581.687
2005-09-06,583.945
2005-09-07,585.595
2005-09-08,583.781
2005-09-09,585.925
2005-09-12,581.476
2005-09-13,578.731
2005-09-14,581.802
2005-09-15,577.844
2005-09-16,580.608
2005-09-19,578.199
2005-09-20,579.552
2005-09-21,577.313
2005-09-22,570.57
2005-09-23,568.19
2005-09-26,571.176
2005-09-27,568.58
2005-09-28,572.595
2005-09-29,571.496
2005-09-30,577.031
2005-10-03,573.71
2005-10-04,577.747
2005-10-05,574.831
2005-10-06,573.692
2005-10-07,569.464
2005-10-10,568.495
2005-10-11,566.066
2005-10-12,562.317
2005-10-13,550.528
2005-10-14,555.529
2005-10-17,554.126
2005-10-18,548.908
2005-10-19,541.463
2005-10-20,544.429
2005-10-21,543.123
2005-10-24,548.329
2005-10-25,553.344
2005-10-26,553.551
2005-10-27,549.57
2005-10-28,547.103
2005-10-31,555.219
2005-11-01,557.643
2005-11-02,563.19
2005-11-03,569.03
2005-11-04,561.435
2005-11-07,562.71
2005-11-08,560.186
2005-11-09,558.827
