Date,USA MID GROWTH Mid Cap
2005-03-31,702.863
2005-04-29,671.844
2005-05-31,711.61
2005-06-30,729.418
2005-07-29,769.211
2005-08-31,767.855
2005-09-30,779.282
2005-10-31,757.374
2005-11-30,796.039
2005-12-30,807.726
2006-01-31,860.871
2006-02-28,847.08
2006-03-31,870.551
2006-04-28,878.845
2006-05-31,838.827
2006-06-30,837.906
2006-07-31,801.645
2006-08-31,819.654
2006-09-29,837.834
2006-10-31,868.414
2006-11-30,900.006
2006-12-29,890.868
2007-01-31,916.36
2007-02-28,916.717
2007-03-30,922.209
2007-04-30,960.677
2007-05-31,1000.0
2007-06-29,991.756
2007-07-31,962.143
2007-08-31,965.992
2007-09-28,1001.204
2007-10-31,1019.958
2007-11-30,970.256
2007-12-31,988.715
2008-01-31,901.063
2008-02-29,892.136
2008-03-31,870.372
2008-04-30,938.434
2008-05-30,987.921
2008-06-30,919.556
2008-07-31,862.073
2008-08-29,863.82
2008-09-30,721.354
2008-10-31,562.026
2008-11-28,508.548
2008-12-31,523.054
2009-01-30,499.798
2009-02-27,465.777
2009-03-31,506.353
2009-04-30,570.478
2009-05-29,593.605
2009-06-30,592.59
2009-07-31,635.605
2009-08-31,655.778
2009-09-30,698.651
2009-10-30,670.864
2009-11-30,699.748
2009-12-31,748.416
2010-01-29,714.381
2010-02-26,757.998
2010-03-31,809.05
2010-04-30,839.206
2010-05-31,777.367
2010-06-30,730.511
2010-07-30,782.078
2010-08-31,751.282
2010-09-30,840.773
2010-10-29,877.237
2010-11-30,907.665
2010-12-31,961.359
2011-01-31,980.267
2011-02-28,1019.407
2011-03-31,1037.537
2011-04-29,1069.216
2011-05-31,1066.788
2011-06-30,1048.036
2011-07-29,1019.382
2011-08-31,949.825
2011-09-30,853.519
2011-10-31,974.444
2011-11-30,965.652
2011-12-30,951.729
2012-01-31,1016.601
2012-02-29,1062.771
2012-03-30,1084.479
2012-04-30,1078.868
2012-05-31,998.535
2012-06-29,1022.978
2012-07-31,1024.241
2012-08-31,1061.032
2012-09-28,1080.973
2012-10-31,1055.998
2012-11-30,1076.14
2012-12-31,1104.233
2013-01-31,1174.339
2013-02-28,1189.532
2013-03-29,1233.575
2013-04-30,1247.214
2013-05-31,1284.308
2013-06-28,1267.503
2013-07-31,1342.048
2013-08-30,1315.213
2013-09-30,1383.331
2013-10-31,1414.958
2013-11-29,1435.194
2013-12-31,1483.093
2014-01-31,1445.932
2014-02-28,1539.78
2014-03-31,1513.755
2014-04-30,1490.456
2014-05-30,1540.9
2014-06-30,1586.815
2014-07-31,1550.133
2014-08-29,1624.995
2014-09-30,1570.311
2014-10-31,1624.032
2014-11-28,1665.099
2014-12-31,1655.015
2015-01-30,1615.179
2015-02-27,1727.632
2015-03-31,1735.394
2015-04-30,1731.954
2015-05-29,1746.708
2015-06-30,1722.92
2015-07-31,1744.928
2015-08-31,1654.433
2015-09-30,1577.238
2015-10-30,1689.447
2015-11-30,1694.285
2015-12-31,1649.322
2016-01-29,1509.579
2016-02-29,1526.947
2016-03-31,1649.499
2016-04-29,1654.81
2016-05-31,1688.189
2016-06-30,1666.986
2016-07-29,1751.858
2016-08-31,1742.011
2016-09-30,1745.893
2016-10-31,1691.39
2016-11-30,1761.691
2016-12-30,1750.948
2017-01-31,1806.529
2017-02-28,1864.925
2017-03-31,1867.786
2017-04-28,1894.537
2017-05-31,1911.346
2017-06-30,1925.654
2017-07-31,1950.949
2017-08-31,1951.076
2017-09-29,1991.745
2017-10-31,2036.087
2017-11-30,2110.676
2017-12-29,2130.608
2018-01-31,2259.966
2018-02-28,2172.821
2018-03-30,2170.308
2018-04-30,2158.79
2018-05-31,2239.997
2018-06-29,2254.392
2018-07-31,2309.293
2018-08-31,2408.059
2018-09-28,2397.182
2018-10-31,2119.556
2018-11-30,2170.23
2018-12-31,1957.86
2019-01-31,2178.005
2019-02-28,2293.536
2019-03-29,2335.574
2019-04-30,2429.257
2019-05-31,2292.706
2019-06-28,2470.995
2019-07-31,2497.508
2019-08-30,2437.004
2019-09-30,2436.975
2019-10-31,2484.911
2019-11-29,2604.173
2019-12-31,2633.77
2020-01-31,2671.203
2020-02-28,2471.447
2020-03-31,2130.757
2020-04-30,2457.216
2020-05-29,2717.839
2020-06-30,2802.776
2020-07-31,3025.642
2020-08-31,3114.206
2020-09-30,3063.95
2020-10-30,3092.315
2020-11-30,3520.155
2020-12-31,3733.778
2021-01-29,3693.88
2021-02-26,3847.787
2021-03-31,3749.776
2021-04-30,3953.136
2021-05-31,3896.746
2021-06-30,4116.508
2021-07-30,4176.293
2021-08-31,4323.197
2021-09-30,4127.353
2021-10-29,4464.635
2021-11-30,4358.952
2021-12-31,4382.146
2022-01-31,3830.151
2022-02-28,3787.024
2022-03-31,3852.582
2022-04-29,3386.691
2022-05-31,3324.673
2022-06-30,3060.024
2022-07-29,3429.061
2022-08-31,3327.154
2022-09-30,3014.98
2022-10-31,3201.729
2022-11-30,3423.386
2022-12-30,3261.017
2023-01-31,3559.503
2023-02-28,3481.381
2023-03-31,3506.107
2023-04-28,3410.941
2023-05-31,3442.073
2023-06-30,3718.885
2023-07-31,3845.863
2023-08-31,3713.61
2023-09-29,3508.565
2023-10-31,3290.119
2023-11-30,3686.782
2023-12-29,3978.934
2024-01-31,3919.409
2024-02-29,4249.372
2024-03-29,4378.904
2024-04-30,4087.984
2024-05-31,4141.642
2024-06-28,4205.265
2024-07-31,4313.185
2024-08-30,4384.138
2024-09-30,4527.345
2024-10-31,4558.164
2024-11-29,5111.365
2024-12-31,4782.114
2025-01-31,5116.35
2025-02-28,4864.77
2025-03-31,4444.258
2025-04-30,4524.847
2025-05-30,5003.742
2025-06-30,5306.801
2025-07-31,5439.266
2025-08-29,5403.744
