Date,EM (EMERGING MARKETS) LARGE CAP Large Cap
2002-01-11,307.634
2002-01-14,306.84
2002-01-15,303.975
2002-01-16,301.084
2002-01-17,302.697
2002-01-18,302.153
2002-01-21,305.006
2002-01-22,304.125
2002-01-23,306.052
2002-01-24,307.04
2002-01-25,309.013
2002-01-28,309.931
2002-01-29,307.914
2002-01-30,303.216
2002-01-31,307.796
2002-02-01,307.543
2002-02-04,306.104
2002-02-05,306.277
2002-02-06,308.134
2002-02-07,304.917
2002-02-08,304.7
2002-02-11,305.046
2002-02-12,306.575
2002-02-13,308.844
2002-02-14,314.7
2002-02-15,313.971
2002-02-18,313.693
2002-02-19,310.289
2002-02-20,306.511
2002-02-21,306.744
2002-02-22,306.876
2002-02-25,307.728
2002-02-26,308.673
2002-02-27,314.041
2002-02-28,312.108
2002-03-01,315.952
2002-03-04,323.896
2002-03-05,326.028
2002-03-06,328.011
2002-03-07,326.573
2002-03-08,326.28
2002-03-11,327.342
2002-03-12,327.131
2002-03-13,325.64
2002-03-14,325.908
2002-03-15,324.972
2002-03-18,326.943
2002-03-19,327.051
2002-03-20,327.9
2002-03-21,327.166
2002-03-22,328.516
2002-03-25,326.079
2002-03-26,327.017
2002-03-27,329.488
2002-03-28,330.149
2002-03-29,330.246
2002-04-01,330.007
2002-04-02,333.133
2002-04-03,332.027
2002-04-04,330.989
2002-04-05,332.622
2002-04-08,330.107
2002-04-09,329.273
2002-04-10,329.957
2002-04-11,330.046
2002-04-12,331.357
2002-04-15,333.573
2002-04-16,335.717
2002-04-17,341.653
2002-04-18,341.451
2002-04-19,340.195
2002-04-22,339.96
2002-04-23,340.875
2002-04-24,341.628
2002-04-25,336.641
2002-04-26,336.416
2002-04-29,331.923
2002-04-30,332.012
2002-05-01,331.915
2002-05-02,331.017
2002-05-03,331.579
2002-05-06,326.223
2002-05-07,326.94
2002-05-08,330.822
2002-05-09,328.519
2002-05-10,326.514
2002-05-13,326.694
2002-05-14,329.905
2002-05-15,333.93
2002-05-16,334.528
2002-05-17,337.53
2002-05-20,334.862
2002-05-21,331.018
2002-05-22,333.229
2002-05-23,330.655
2002-05-24,333.278
2002-05-27,332.882
2002-05-28,331.54
2002-05-29,329.679
2002-05-30,328.353
2002-05-31,324.724
2002-06-03,327.289
2002-06-04,327.733
2002-06-05,325.305
2002-06-06,323.502
2002-06-07,318.945
2002-06-10,320.93
2002-06-11,319.14
2002-06-12,317.352
2002-06-13,316.97
2002-06-14,313.724
2002-06-17,312.924
2002-06-18,314.005
2002-06-19,307.683
2002-06-20,305.069
2002-06-21,303.204
2002-06-24,301.083
2002-06-25,300.616
2002-06-26,290.301
2002-06-27,294.279
2002-06-28,299.516
2002-07-01,298.454
2002-07-02,296.936
2002-07-03,296.359
2002-07-04,300.721
2002-07-05,305.886
2002-07-08,308.303
2002-07-09,311.095
2002-07-10,307.123
2002-07-11,300.872
2002-07-12,307.329
2002-07-15,305.175
2002-07-16,302.698
2002-07-17,303.442
2002-07-18,304.731
2002-07-19,299.859
2002-07-22,289.952
2002-07-23,288.701
2002-07-24,280.707
2002-07-25,280.913
2002-07-26,270.717
2002-07-29,271.557
2002-07-30,276.52
2002-07-31,272.606
2002-08-01,271.609
2002-08-02,271.356
2002-08-05,260.834
2002-08-06,259.627
2002-08-07,266.631
2002-08-08,270.97
2002-08-09,272.094
2002-08-12,271.628
2002-08-13,271.678
2002-08-14,274.199
2002-08-15,276.096
2002-08-16,277.621
2002-08-19,277.919
2002-08-20,280.108
2002-08-21,281.685
2002-08-22,282.443
2002-08-23,280.957
2002-08-26,280.259
2002-08-27,280.808
2002-08-28,277.3
2002-08-29,275.911
2002-08-30,278.504
2002-09-02,278.847
2002-09-03,274.154
2002-09-04,271.914
2002-09-05,270.319
2002-09-06,270.32
2002-09-09,272.378
2002-09-10,277.232
2002-09-11,279.391
2002-09-12,279.619
2002-09-13,274.364
2002-09-16,268.946
2002-09-17,273.165
2002-09-18,266.278
2002-09-19,263.791
2002-09-20,263.178
2002-09-23,256.872
2002-09-24,254.827
2002-09-25,252.132
2002-09-26,254.912
2002-09-27,253.348
2002-09-30,248.99
2002-10-01,251.863
2002-10-02,252.564
2002-10-03,252.017
2002-10-04,253.014
2002-10-07,245.934
2002-10-08,246.251
2002-10-09,242.382
2002-10-10,237.284
2002-10-11,238.56
2002-10-14,241.821
2002-10-15,248.664
2002-10-16,251.17
2002-10-17,255.122
2002-10-18,259.529
2002-10-21,258.174
2002-10-22,256.345
2002-10-23,262.224
2002-10-24,262.188
2002-10-25,262.451
2002-10-28,265.983
2002-10-29,262.727
2002-10-30,261.662
2002-10-31,265.643
2002-11-01,264.79
2002-11-04,270.306
2002-11-05,268.716
2002-11-06,272.414
2002-11-07,274.371
2002-11-08,274.521
2002-11-11,270.212
2002-11-12,268.883
2002-11-13,268.263
2002-11-14,268.541
2002-11-15,273.742
2002-11-18,275.029
2002-11-19,273.126
2002-11-20,272.828
2002-11-21,276.998
2002-11-22,278.582
2002-11-25,280.344
2002-11-26,277.996
2002-11-27,279.075
2002-11-28,280.979
2002-11-29,283.098
2002-12-02,285.026
2002-12-03,285.594
2002-12-04,280.905
2002-12-05,280.54
2002-12-06,279.349
2002-12-09,280.053
2002-12-10,277.204
2002-12-11,276.89
2002-12-12,278.697
2002-12-13,278.472
2002-12-16,277.086
2002-12-17,280.376
2002-12-18,279.78
2002-12-19,280.525
2002-12-20,282.505
2002-12-23,280.051
2002-12-24,278.009
2002-12-25,277.659
2002-12-26,278.44
2002-12-27,276.867
2002-12-30,272.517
2002-12-31,272.509
2003-01-01,272.682
2003-01-02,274.716
2003-01-03,280.993
2003-01-06,284.554
2003-01-07,282.374
2003-01-08,282.777
2003-01-09,281.585
2003-01-10,282.871
2003-01-13,287.138
2003-01-14,287.784
2003-01-15,287.634
2003-01-16,285.634
2003-01-17,281.815
2003-01-20,280.225
2003-01-21,277.394
2003-01-22,274.875
2003-01-23,276.696
2003-01-24,272.944
2003-01-27,268.132
2003-01-28,269.367
2003-01-29,267.932
2003-01-30,268.542
2003-01-31,269.098
2003-02-03,270.416
2003-02-04,270.127
2003-02-05,269.959
2003-02-06,265.847
2003-02-07,262.482
2003-02-10,260.295
2003-02-11,261.473
2003-02-12,262.447
2003-02-13,257.921
2003-02-14,258.092
2003-02-17,265.038
2003-02-18,265.475
2003-02-19,264.333
2003-02-20,265.195
2003-02-21,266.145
2003-02-24,267.307
2003-02-25,261.721
2003-02-26,260.828
2003-02-27,260.766
2003-02-28,260.351
2003-03-03,264.539
2003-03-04,261.071
2003-03-05,257.707
2003-03-06,255.684
2003-03-07,254.151
2003-03-10,252.35
2003-03-11,249.993
2003-03-12,249.611
2003-03-13,252.484
2003-03-14,255.62
2003-03-17,250.812
2003-03-18,257.631
2003-03-19,257.791
2003-03-20,261.999
2003-03-21,263.106
2003-03-24,260.374
2003-03-25,258.857
2003-03-26,259.263
2003-03-27,257.886
2003-03-28,257.629
2003-03-31,252.624
2003-04-01,254.001
2003-04-02,256.279
2003-04-03,257.588
2003-04-04,260.592
2003-04-07,266.936
2003-04-08,265.358
2003-04-09,262.758
2003-04-10,262.665
2003-04-11,263.487
2003-04-14,265.32
2003-04-15,269.806
2003-04-16,273.381
2003-04-17,273.352
2003-04-18,276.351
2003-04-21,276.486
2003-04-22,273.178
2003-04-23,273.89
2003-04-24,269.848
2003-04-25,265.521
2003-04-28,267.972
2003-04-29,273.939
2003-04-30,275.214
2003-05-01,275.278
2003-05-02,276.698
2003-05-05,279.073
2003-05-06,278.963
2003-05-07,281.772
2003-05-08,279.532
2003-05-09,281.764
2003-05-12,285.19
2003-05-13,285.186
2003-05-14,284.6
2003-05-15,285.064
2003-05-16,282.563
2003-05-19,280.4
2003-05-20,279.263
2003-05-21,279.683
2003-05-22,281.411
2003-05-23,285.9
2003-05-26,288.958
2003-05-27,286.987
2003-05-28,290.848
2003-05-29,292.669
2003-05-30,293.257
2003-06-02,297.277
2003-06-03,295.948
2003-06-04,297.721
2003-06-05,300.343
2003-06-06,302.152
2003-06-09,303.646
2003-06-10,303.03
2003-06-11,303.051
2003-06-12,306.542
2003-06-13,307.22
2003-06-16,308.379
2003-06-17,314.392
2003-06-18,312.548
2003-06-19,314.427
2003-06-20,313.769
2003-06-23,309.194
2003-06-24,307.09
2003-06-25,309.807
2003-06-26,310.213
2003-06-27,310.906
2003-06-30,310.03
2003-07-01,314.043
2003-07-02,318.566
2003-07-03,320.296
2003-07-04,321.472
2003-07-07,326.471
2003-07-08,328.673
2003-07-09,326.335
2003-07-10,323.123
2003-07-11,322.43
2003-07-14,329.426
2003-07-15,328.233
2003-07-16,326.387
2003-07-17,322.306
2003-07-18,320.549
2003-07-21,319.981
2003-07-22,321.59
2003-07-23,320.621
2003-07-24,324.148
2003-07-25,326.714
2003-07-28,330.684
2003-07-29,329.743
2003-07-30,327.141
2003-07-31,328.404
2003-08-01,328.999
2003-08-04,327.688
2003-08-05,326.361
2003-08-06,323.33
2003-08-07,325.552
2003-08-08,325.231
2003-08-11,328.03
2003-08-12,328.053
2003-08-13,332.777
2003-08-14,336.328
2003-08-15,337.586
2003-08-18,339.75
2003-08-19,341.583
2003-08-20,342.348
2003-08-21,347.268
2003-08-22,348.811
2003-08-25,347.686
2003-08-26,345.319
2003-08-27,347.057
2003-08-28,348.089
2003-08-29,352.104
2003-09-01,355.247
2003-09-02,354.653
2003-09-03,357.719
2003-09-04,359.384
2003-09-05,361.437
2003-09-08,362.926
2003-09-09,362.121
2003-09-10,360.81
2003-09-11,361.086
2003-09-12,360.726
2003-09-15,357.216
2003-09-16,360.18
2003-09-17,361.338
2003-09-18,360.881
2003-09-19,359.03
2003-09-22,354.813
2003-09-23,355.799
2003-09-24,358.095
2003-09-25,354.339
2003-09-26,351.403
2003-09-29,352.076
2003-09-30,352.537
2003-10-01,356.633
2003-10-02,362.182
2003-10-03,365.429
2003-10-06,368.259
2003-10-07,370.05
2003-10-08,372.425
2003-10-09,376.772
2003-10-10,380.697
2003-10-13,383.186
2003-10-14,381.584
2003-10-15,380.16
2003-10-16,383.442
2003-10-17,382.038
2003-10-20,383.381
2003-10-21,382.508
2003-10-22,381.171
2003-10-23,373.059
2003-10-24,372.777
2003-10-27,373.017
2003-10-28,379.424
2003-10-29,381.132
2003-10-30,381.156
2003-10-31,379.563
2003-11-03,385.503
2003-11-04,387.171
2003-11-05,386.781
2003-11-06,383.008
2003-11-07,385.569
2003-11-10,383.076
2003-11-11,378.409
2003-11-12,381.388
2003-11-13,387.019
2003-11-14,386.784
2003-11-17,379.199
2003-11-18,379.751
2003-11-19,373.98
2003-11-20,371.249
2003-11-21,373.633
2003-11-24,370.851
2003-11-25,375.309
2003-11-26,378.91
2003-11-27,378.348
2003-11-28,383.226
2003-12-01,390.155
2003-12-02,391.305
2003-12-03,392.149
2003-12-04,389.482
2003-12-05,387.913
2003-12-08,386.749
2003-12-09,390.951
2003-12-10,389.532
2003-12-11,391.574
2003-12-12,394.067
2003-12-15,396.998
2003-12-16,392.976
2003-12-17,389.547
2003-12-18,393.167
2003-12-19,395.161
2003-12-22,397.953
2003-12-23,397.813
2003-12-24,399.563
2003-12-25,399.85
2003-12-26,400.389
2003-12-29,402.888
2003-12-30,408.091
2003-12-31,409.097
2004-01-01,409.402
2004-01-02,416.761
2004-01-05,427.785
2004-01-06,426.494
2004-01-07,424.945
2004-01-08,426.942
2004-01-09,432.917
2004-01-12,432.585
2004-01-13,433.124
2004-01-14,429.825
2004-01-15,424.71
2004-01-16,425.569
2004-01-19,429.189
2004-01-20,433.964
2004-01-21,432.643
2004-01-22,433.113
2004-01-23,435.162
2004-01-26,437.312
2004-01-27,438.876
2004-01-28,436.484
2004-01-29,427.972
2004-01-30,425.335
2004-02-02,424.865
2004-02-03,425.684
2004-02-04,423.994
2004-02-05,421.794
2004-02-06,427.585
2004-02-09,435.177
2004-02-10,436.333
2004-02-11,439.179
2004-02-12,444.002
2004-02-13,446.913
2004-02-16,446.693
2004-02-17,450.806
2004-02-18,449.976
2004-02-19,445.919
2004-02-20,442.714
2004-02-23,440.643
2004-02-24,437.498
2004-02-25,437.76
2004-02-26,439.503
2004-02-27,445.037
2004-03-01,452.759
2004-03-02,455.953
2004-03-03,450.034
2004-03-04,453.215
2004-03-05,455.533
2004-03-08,453.463
2004-03-09,452.066
2004-03-10,442.923
2004-03-11,436.81
2004-03-12,434.271
2004-03-15,431.617
2004-03-16,432.255
2004-03-17,438.158
2004-03-18,442.605
2004-03-19,444.629
2004-03-22,436.849
2004-03-23,434.253
2004-03-24,433.883
2004-03-25,432.315
2004-03-26,435.301
2004-03-29,441.735
2004-03-30,445.555
2004-03-31,450.789
2004-04-01,453.674
2004-04-02,455.085
2004-04-05,458.532
2004-04-06,461.406
2004-04-07,463.798
2004-04-08,465.03
2004-04-09,462.894
2004-04-12,466.514
2004-04-13,463.754
2004-04-14,456.964
2004-04-15,453.468
2004-04-16,451.533
2004-04-19,451.06
2004-04-20,452.021
2004-04-21,447.027
2004-04-22,442.441
2004-04-23,447.794
2004-04-26,444.453
2004-04-27,441.904
2004-04-28,433.929
2004-04-29,421.314
2004-04-30,412.776
2004-05-03,412.847
2004-05-04,419.714
2004-05-05,418.255
2004-05-06,411.365
2004-05-07,406.471
2004-05-10,387.251
2004-05-11,390.364
2004-05-12,396.469
2004-05-13,392.548
2004-05-14,385.019
2004-05-17,372.827
2004-05-18,379.536
2004-05-19,396.357
2004-05-20,391.252
2004-05-21,395.898
2004-05-24,399.337
2004-05-25,398.612
2004-05-26,402.407
2004-05-27,409.216
2004-05-28,410.104
2004-05-31,407.718
2004-06-01,408.062
2004-06-02,406.144
2004-06-03,396.436
2004-06-04,398.257
2004-06-07,410.612
2004-06-08,410.734
2004-06-09,406.161
2004-06-10,402.134
2004-06-11,394.108
2004-06-14,387.218
2004-06-15,389.604
2004-06-16,389.628
2004-06-17,394.504
2004-06-18,392.694
2004-06-21,395.023
2004-06-22,393.148
2004-06-23,396.022
2004-06-24,403.999
2004-06-25,407.542
2004-06-28,404.36
2004-06-29,403.25
2004-06-30,406.974
2004-07-01,407.653
2004-07-02,404.028
2004-07-05,403.268
2004-07-06,403.041
2004-07-07,405.572
2004-07-08,400.681
2004-07-09,403.084
2004-07-12,403.794
2004-07-13,404.499
2004-07-14,400.351
2004-07-15,398.682
2004-07-16,402.511
2004-07-19,404.514
2004-07-20,400.77
2004-07-21,402.865
2004-07-22,398.188
2004-07-23,396.403
2004-07-26,393.872
2004-07-27,395.223
2004-07-28,394.809
2004-07-29,393.942
2004-07-30,398.078
2004-08-02,396.308
2004-08-03,397.394
2004-08-04,396.64
2004-08-05,399.827
2004-08-06,397.132
2004-08-09,398.204
2004-08-10,398.793
2004-08-11,395.099
2004-08-12,397.024
2004-08-13,398.583
2004-08-16,399.484
2004-08-17,401.187
2004-08-18,402.886
2004-08-19,409.155
2004-08-20,409.124
2004-08-23,408.706
2004-08-24,408.92
2004-08-25,410.901
2004-08-26,414.211
2004-08-27,414.946
2004-08-30,415.357
2004-08-31,415.727
2004-09-01,419.103
2004-09-02,420.896
2004-09-03,417.595
2004-09-06,419.784
2004-09-07,419.974
2004-09-08,420.269
2004-09-09,420.961
2004-09-10,425.988
2004-09-13,430.053
2004-09-14,433.397
2004-09-15,431.445
2004-09-16,435.192
2004-09-17,435.971
2004-09-20,438.147
2004-09-21,441.657
2004-09-22,438.06
2004-09-23,437.188
2004-09-24,436.189
2004-09-27,433.86
2004-09-28,435.272
2004-09-29,436.789
2004-09-30,438.677
2004-10-01,444.941
2004-10-04,454.746
2004-10-05,454.604
2004-10-06,455.0
2004-10-07,456.252
2004-10-08,455.91
2004-10-11,454.044
2004-10-12,445.961
2004-10-13,441.593
2004-10-14,439.475
2004-10-15,441.398
2004-10-18,442.264
2004-10-19,444.278
2004-10-20,438.268
2004-10-21,441.366
2004-10-22,443.763
2004-10-25,439.909
2004-10-26,441.906
2004-10-27,444.872
2004-10-28,447.198
2004-10-29,448.815
2004-11-01,450.261
2004-11-02,453.001
2004-11-03,459.431
2004-11-04,459.98
2004-11-05,463.813
2004-11-08,461.683
2004-11-09,463.075
2004-11-10,465.167
2004-11-11,465.746
2004-11-12,471.03
2004-11-15,474.86
2004-11-16,473.037
2004-11-17,480.565
2004-11-18,481.45
2004-11-19,478.138
2004-11-22,473.643
2004-11-23,476.257
2004-11-24,479.589
2004-11-25,481.907
2004-11-26,482.319
2004-11-29,485.699
2004-11-30,488.479
2004-12-01,489.133
2004-12-02,492.234
2004-12-03,491.67
2004-12-06,492.353
2004-12-07,489.056
2004-12-08,480.991
2004-12-09,476.958
2004-12-10,474.111
2004-12-13,477.193
2004-12-14,482.425
2004-12-15,489.134
2004-12-16,491.378
2004-12-17,490.684
2004-12-20,494.854
2004-12-21,497.983
2004-12-22,498.266
2004-12-23,500.484
2004-12-24,501.674
2004-12-27,502.776
2004-12-28,504.445
2004-12-29,506.137
2004-12-30,508.096
2004-12-31,511.453
2005-01-03,511.814
2005-01-04,502.128
2005-01-05,494.319
2005-01-06,487.597
2005-01-07,488.328
2005-01-10,489.753
2005-01-11,491.311
2005-01-12,492.082
2005-01-13,494.428
2005-01-14,498.389
2005-01-17,502.081
2005-01-18,498.6
2005-01-19,498.989
2005-01-20,495.102
2005-01-21,496.506
2005-01-24,498.086
2005-01-25,498.81
2005-01-26,503.108
2005-01-27,504.421
2005-01-28,506.297
2005-01-31,513.107
2005-02-01,512.853
2005-02-02,514.112
2005-02-03,516.701
2005-02-04,519.8
2005-02-07,521.461
2005-02-08,519.859
2005-02-09,522.758
2005-02-10,522.337
2005-02-11,524.431
2005-02-14,531.576
2005-02-15,533.056
2005-02-16,532.862
2005-02-17,533.864
2005-02-18,536.483
2005-02-21,538.021
2005-02-22,542.546
2005-02-23,541.67
2005-02-24,547.841
2005-02-25,552.706
2005-02-28,559.433
2005-03-01,557.299
2005-03-02,550.225
2005-03-03,551.926
2005-03-04,555.056
2005-03-07,557.348
2005-03-08,557.175
2005-03-09,557.05
2005-03-10,551.279
2005-03-11,554.935
2005-03-14,547.468
2005-03-15,537.908
2005-03-16,536.744
2005-03-17,535.68
2005-03-18,535.979
2005-03-21,532.012
2005-03-22,530.121
2005-03-23,520.792
2005-03-24,519.887
2005-03-25,521.994
2005-03-28,519.48
2005-03-29,513.133
2005-03-30,514.472
2005-03-31,522.869
2005-04-01,530.375
2005-04-04,525.508
2005-04-05,526.37
2005-04-06,529.038
2005-04-07,530.847
2005-04-08,530.888
2005-04-11,529.577
2005-04-12,528.552
2005-04-13,529.873
2005-04-14,519.468
2005-04-15,512.71
2005-04-18,503.722
2005-04-19,509.484
2005-04-20,510.178
2005-04-21,512.085
2005-04-22,514.579
2005-04-25,518.023
2005-04-26,519.938
2005-04-27,515.236
2005-04-28,508.811
2005-04-29,509.396
2005-05-02,511.153
2005-05-03,511.12
2005-05-04,519.895
2005-05-05,524.766
2005-05-06,527.572
2005-05-09,527.832
2005-05-10,525.389
2005-05-11,521.729
2005-05-12,518.483
2005-05-13,516.41
2005-05-16,516.336
2005-05-17,515.605
2005-05-18,520.554
2005-05-19,526.141
2005-05-20,524.781
2005-05-23,523.837
2005-05-24,525.979
2005-05-25,524.355
2005-05-26,525.272
2005-05-27,531.279
2005-05-30,533.738
2005-05-31,529.614
2005-06-01,527.658
2005-06-02,532.048
2005-06-03,536.206
2005-06-06,535.821
2005-06-07,534.297
2005-06-08,535.875
2005-06-09,533.236
2005-06-10,536.951
2005-06-13,538.22
2005-06-14,539.999
2005-06-15,544.437
2005-06-16,547.129
2005-06-17,552.173
2005-06-20,552.297
2005-06-21,550.394
2005-06-22,555.207
2005-06-23,553.05
2005-06-24,549.856
2005-06-27,549.469
2005-06-28,550.602
2005-06-29,548.894
2005-06-30,548.965
2005-07-01,552.195
2005-07-04,550.363
2005-07-05,547.979
2005-07-06,550.756
2005-07-07,548.021
2005-07-08,549.509
2005-07-11,559.616
2005-07-12,567.316
2005-07-13,568.468
2005-07-14,572.626
2005-07-15,567.542
2005-07-18,568.841
2005-07-19,571.266
2005-07-20,573.548
2005-07-21,577.532
2005-07-22,580.547
2005-07-25,580.497
2005-07-26,576.31
2005-07-27,579.025
2005-07-28,585.495
2005-07-29,588.105
2005-08-01,592.616
2005-08-02,600.795
2005-08-03,603.694
2005-08-04,604.068
2005-08-05,600.631
2005-08-08,601.556
2005-08-09,602.543
2005-08-10,609.075
2005-08-11,610.784
2005-08-12,608.271
2005-08-15,608.0
2005-08-16,604.636
2005-08-17,602.353
2005-08-18,594.008
2005-08-19,590.149
2005-08-22,598.644
2005-08-23,595.758
2005-08-24,590.78
2005-08-25,592.24
2005-08-26,592.011
2005-08-29,587.542
2005-08-30,588.411
2005-08-31,594.513
2005-09-01,605.867
2005-09-02,612.785
2005-09-05,613.404
2005-09-06,615.526
2005-09-07,617.129
2005-09-08,618.337
2005-09-09,622.545
2005-09-12,625.029
2005-09-13,623.068
2005-09-14,625.014
2005-09-15,627.653
2005-09-16,629.886
2005-09-19,632.652
2005-09-20,636.876
2005-09-21,640.94
2005-09-22,635.448
2005-09-23,630.061
2005-09-26,634.816
2005-09-27,637.77
2005-09-28,640.301
2005-09-29,645.477
2005-09-30,650.539
2005-10-03,650.228
2005-10-04,652.201
2005-10-05,640.992
2005-10-06,624.949
2005-10-07,625.586
2005-10-10,630.297
2005-10-11,634.478
2005-10-12,624.379
2005-10-13,609.951
2005-10-14,606.032
2005-10-17,610.209
2005-10-18,605.45
2005-10-19,592.53
2005-10-20,594.527
2005-10-21,596.393
2005-10-24,601.944
2005-10-25,602.32
2005-10-26,605.752
2005-10-27,597.502
2005-10-28,595.17
2005-10-31,607.596
2005-11-01,616.749
2005-11-02,624.308
2005-11-03,629.598
2005-11-04,627.759
2005-11-07,627.639
2005-11-08,626.337
