Date,SPAIN MID CAP Mid Cap
2005-01-31,457.545
2005-02-28,472.659
2005-03-31,464.065
2005-04-29,462.349
2005-05-31,483.853
2005-06-30,507.87
2005-07-29,519.627
2005-08-31,536.692
2005-09-30,563.547
2005-10-31,539.006
2005-11-30,542.998
2005-12-30,545.65
2006-01-31,589.332
2006-02-28,612.187
2006-03-31,651.642
2006-04-28,692.82
2006-05-31,676.48
2006-06-30,670.187
2006-07-31,689.669
2006-08-31,708.624
2006-09-29,744.076
2006-10-31,790.86
2006-11-30,845.44
2006-12-29,873.263
2007-01-31,879.888
2007-02-28,897.96
2007-03-30,947.866
2007-04-30,944.853
2007-05-31,1000.0
2007-06-29,966.501
2007-07-31,956.94
2007-08-31,926.872
2007-09-28,936.921
2007-10-31,1017.961
2007-11-30,995.402
2007-12-31,938.201
2008-01-31,824.72
2008-02-29,859.041
2008-03-31,923.558
2008-04-30,933.114
2008-05-30,939.654
2008-06-30,820.203
2008-07-31,774.428
2008-08-29,763.535
2008-09-30,674.476
2008-10-31,523.91
2008-11-28,504.258
2008-12-31,547.5
2009-01-30,478.916
2009-02-27,429.047
2009-03-31,437.967
2009-04-30,520.056
2009-05-29,592.657
2009-06-30,571.479
2009-07-31,610.177
2009-08-31,644.403
2009-09-30,684.011
2009-10-30,623.6
2009-11-30,635.663
2009-12-31,628.128
2010-01-29,585.077
2010-02-26,538.918
2010-03-31,574.613
2010-04-30,524.297
2010-05-31,424.229
2010-06-30,414.325
2010-07-30,505.672
2010-08-31,467.716
2010-09-30,516.852
2010-10-29,542.72
2010-11-30,448.806
2010-12-31,489.132
2011-01-31,544.083
2011-02-28,546.372
2011-03-31,562.669
2011-04-29,607.294
2011-05-31,575.199
2011-06-30,571.085
2011-07-29,552.258
2011-08-31,519.73
2011-09-30,461.496
2011-10-31,502.319
2011-11-30,467.061
2011-12-30,467.736
2012-01-31,481.365
2012-02-29,487.379
2012-03-30,461.968
2012-04-30,438.421
2012-05-31,346.693
2012-06-29,401.524
2012-07-31,393.198
2012-08-31,440.546
2012-09-28,459.98
2012-10-31,461.148
2012-11-30,466.244
2012-12-31,486.187
2013-01-31,521.221
2013-02-28,507.56
2013-03-29,486.104
2013-04-30,531.269
2013-05-31,525.408
2013-06-28,495.814
2013-07-31,555.941
2013-08-30,546.34
2013-09-30,609.569
2013-10-31,652.702
2013-11-29,655.812
2013-12-31,695.531
2014-01-31,711.729
2014-02-28,768.448
2014-03-31,769.124
2014-04-30,779.781
2014-05-30,783.495
2014-06-30,793.248
2014-07-31,746.556
2014-08-29,743.633
2014-09-30,703.501
2014-10-31,696.954
2014-11-28,713.892
2014-12-31,682.901
2015-01-30,664.972
2015-02-27,704.464
2015-03-31,705.603
2015-04-30,724.725
2015-05-29,702.034
2015-06-30,685.937
2015-07-31,705.071
2015-08-31,679.713
2015-09-30,655.486
2015-10-30,701.097
2015-11-30,677.556
2015-12-31,653.39
2016-01-29,615.372
2016-02-29,598.109
2016-03-31,653.643
2016-04-29,691.456
2016-05-31,663.766
2016-06-30,611.556
2016-07-29,645.083
2016-08-31,631.927
2016-09-30,636.776
2016-10-31,620.986
2016-11-30,567.793
2016-12-30,606.569
2017-01-31,618.875
2017-02-28,615.822
2017-03-31,683.904
2017-04-28,703.109
2017-05-31,757.122
2017-06-30,739.587
2017-07-31,756.361
2017-08-31,751.639
2017-09-29,723.062
2017-10-31,736.812
2017-11-30,728.65
2017-12-29,731.378
2018-01-31,793.065
2018-02-28,720.371
2018-03-30,735.299
2018-04-30,758.76
2018-05-31,706.506
2018-06-29,723.812
2018-07-31,738.036
2018-08-31,715.156
2018-09-28,709.963
2018-10-31,660.112
2018-11-30,674.171
2018-12-31,650.821
2019-01-31,677.913
2019-02-28,686.252
2019-03-29,672.589
2019-04-30,700.309
2019-05-31,661.987
2019-06-28,677.516
2019-07-31,647.331
2019-08-30,633.083
2019-09-30,652.242
2019-10-31,690.288
2019-11-29,697.347
2019-12-31,723.106
2020-01-31,690.242
2020-02-28,649.993
2020-03-31,552.858
2020-04-30,591.979
2020-05-29,590.74
2020-06-30,638.795
2020-07-31,682.015
2020-08-31,704.848
2020-09-30,661.439
2020-10-30,645.626
2020-11-30,797.497
2020-12-31,837.673
2021-01-29,819.218
2021-02-26,853.477
2021-03-31,873.834
2021-04-30,853.748
2021-05-31,891.072
2021-06-30,851.569
2021-07-30,806.05
2021-08-31,831.263
2021-09-30,856.872
2021-10-29,858.563
2021-11-30,799.927
2021-12-31,838.691
2022-01-31,824.573
2022-02-28,847.841
2022-03-31,847.606
2022-04-29,866.076
2022-05-31,941.425
2022-06-30,869.779
2022-07-29,815.192
2022-08-31,796.009
2022-09-30,705.096
2022-10-31,773.114
2022-11-30,851.61
2022-12-30,869.195
2023-01-31,922.679
2023-02-28,898.497
2023-03-31,897.059
2023-04-28,890.41
2023-05-31,834.97
2023-06-30,886.017
2023-07-31,919.616
2023-08-31,904.843
2023-09-29,911.725
2023-10-31,855.669
2023-11-30,933.198
2023-12-29,954.707
2024-01-31,904.137
2024-02-29,886.116
2024-03-29,929.81
2024-04-30,894.37
2024-05-31,952.27
2024-06-28,908.145
2024-07-31,933.53
2024-08-30,948.089
2024-09-30,953.451
2024-10-31,905.004
2024-11-29,879.716
2024-12-31,879.016
2025-01-31,926.415
2025-02-28,1029.447
2025-03-31,1074.106
2025-04-30,1103.415
2025-05-30,1181.664
2025-06-30,1239.927
