Date,BELGIUM SMALL CAP Small Cap
2010-09-23,271.487
2010-09-24,276.922
2010-09-27,277.85
2010-09-28,281.652
2010-09-29,282.496
2010-09-30,282.363
2010-10-01,284.422
2010-10-04,282.311
2010-10-05,288.368
2010-10-06,290.832
2010-10-07,291.635
2010-10-08,292.741
2010-10-11,294.834
2010-10-12,293.935
2010-10-13,301.204
2010-10-14,304.111
2010-10-15,302.944
2010-10-18,304.33
2010-10-19,299.961
2010-10-20,305.731
2010-10-21,308.816
2010-10-22,305.613
2010-10-25,307.209
2010-10-26,304.205
2010-10-27,300.26
2010-10-28,304.865
2010-10-29,306.187
2010-11-01,307.056
2010-11-02,311.473
2010-11-03,309.386
2010-11-04,318.226
2010-11-05,314.334
2010-11-08,312.634
2010-11-09,314.558
2010-11-10,306.306
2010-11-11,304.03
2010-11-12,302.213
2010-11-15,303.972
2010-11-16,294.233
2010-11-17,294.908
2010-11-18,300.716
2010-11-19,302.349
2010-11-22,298.912
2010-11-23,288.545
2010-11-24,288.867
2010-11-25,290.393
2010-11-26,284.495
2010-11-29,277.289
2010-11-30,276.08
2010-12-01,282.977
2010-12-02,291.796
2010-12-03,296.877
2010-12-06,295.514
2010-12-07,296.963
2010-12-08,293.741
2010-12-09,294.585
2010-12-10,296.882
2010-12-13,301.647
2010-12-14,300.948
2010-12-15,300.083
2010-12-16,296.089
2010-12-17,295.235
2010-12-20,294.963
2010-12-21,294.596
2010-12-22,297.599
2010-12-23,295.549
2010-12-24,296.167
2010-12-27,295.341
2010-12-28,294.949
2010-12-29,296.434
2010-12-30,299.575
2010-12-31,304.925
2011-01-03,307.316
2011-01-04,306.182
2011-01-05,299.924
2011-01-06,296.56
2011-01-07,293.174
2011-01-10,288.81
2011-01-11,291.677
2011-01-12,298.372
2011-01-13,304.863
2011-01-14,305.81
2011-01-17,304.017
2011-01-18,310.32
2011-01-19,310.354
2011-01-20,305.577
2011-01-21,310.761
2011-01-24,313.076
2011-01-25,311.873
2011-01-26,313.746
2011-01-27,314.852
2011-01-28,311.722
2011-01-31,309.965
2011-02-01,318.182
2011-02-02,318.26
2011-02-03,312.798
2011-02-04,313.479
2011-02-07,314.268
2011-02-08,319.156
2011-02-09,320.543
2011-02-10,315.239
2011-02-11,316.005
2011-02-14,315.489
2011-02-15,317.452
2011-02-16,318.016
2011-02-17,319.08
2011-02-18,320.403
2011-02-21,317.595
2011-02-22,315.458
2011-02-23,315.805
2011-02-24,314.415
2011-02-25,315.776
2011-02-28,319.119
2011-03-01,321.892
2011-03-02,320.722
2011-03-03,322.907
2011-03-04,325.138
2011-03-07,327.216
2011-03-08,323.221
2011-03-09,323.023
2011-03-10,316.903
2011-03-11,315.55
2011-03-14,318.652
2011-03-15,309.753
2011-03-16,307.332
2011-03-17,314.395
2011-03-18,320.416
2011-03-21,326.606
2011-03-22,327.053
2011-03-23,325.497
2011-03-24,329.379
2011-03-25,329.349
2011-03-28,329.344
2011-03-29,327.733
2011-03-30,331.053
2011-03-31,333.669
2011-04-01,334.116
2011-04-04,338.535
2011-04-05,336.002
2011-04-06,339.205
2011-04-07,336.064
2011-04-08,340.295
2011-04-11,340.206
2011-04-12,336.367
2011-04-13,339.431
2011-04-14,337.25
2011-04-15,334.612
2011-04-18,324.927
2011-04-19,329.778
2011-04-20,337.266
2011-04-21,341.098
2011-04-22,341.098
2011-04-25,340.852
2011-04-26,344.65
2011-04-27,344.37
2011-04-28,349.969
2011-04-29,351.899
2011-05-02,354.951
2011-05-03,352.599
2011-05-04,350.761
2011-05-05,343.417
2011-05-06,341.636
2011-05-09,338.194
2011-05-10,341.983
2011-05-11,340.585
2011-05-12,336.429
2011-05-13,336.858
2011-05-16,337.599
2011-05-17,331.706
2011-05-18,335.504
2011-05-19,336.807
2011-05-20,335.246
2011-05-23,327.549
2011-05-24,330.481
2011-05-25,328.445
2011-05-26,328.488
2011-05-27,334.496
2011-05-30,336.057
2011-05-31,339.707
2011-06-01,339.75
2011-06-02,337.55
2011-06-03,339.36
2011-06-06,338.621
2011-06-07,337.831
2011-06-08,331.136
2011-06-09,331.546
2011-06-10,325.836
2011-06-13,325.211
2011-06-14,332.155
2011-06-15,325.428
2011-06-16,320.258
2011-06-17,324.382
2011-06-20,321.078
2011-06-21,327.225
2011-06-22,326.976
2011-06-23,315.144
2011-06-24,317.444
2011-06-27,321.572
2011-06-28,324.322
2011-06-29,331.442
2011-06-30,336.205
2011-07-01,337.293
2011-07-04,339.831
2011-07-05,337.384
2011-07-06,331.367
2011-07-07,334.973
2011-07-08,329.757
2011-07-11,317.936
2011-07-12,315.084
2011-07-13,321.132
2011-07-14,317.623
2011-07-15,315.575
2011-07-18,307.546
2011-07-19,315.738
2011-07-20,317.401
2011-07-21,324.859
2011-07-22,326.045
2011-07-25,323.986
2011-07-26,328.198
2011-07-27,322.593
2011-07-28,317.697
2011-07-29,316.636
2011-08-01,309.676
2011-08-02,300.156
2011-08-03,292.013
2011-08-04,277.459
2011-08-05,271.896
2011-08-08,258.049
2011-08-09,270.235
2011-08-10,269.541
2011-08-11,277.024
2011-08-12,287.51
2011-08-15,294.823
2011-08-16,289.728
2011-08-17,291.392
2011-08-18,274.703
2011-08-19,272.303
2011-08-22,277.068
2011-08-23,278.587
2011-08-24,284.195
2011-08-25,281.63
2011-08-26,280.471
2011-08-29,290.484
2011-08-30,290.963
2011-08-31,297.9
2011-09-01,293.603
2011-09-02,288.67
2011-09-05,275.789
2011-09-06,273.088
2011-09-07,280.702
2011-09-08,280.666
2011-09-09,269.299
2011-09-12,260.03
2011-09-13,263.254
2011-09-14,265.802
2011-09-15,272.075
2011-09-16,276.684
2011-09-19,265.963
2011-09-20,269.621
2011-09-21,267.403
2011-09-22,253.089
2011-09-23,253.358
2011-09-26,252.68
2011-09-27,266.288
2011-09-28,264.243
2011-09-29,264.562
2011-09-30,256.261
2011-10-03,249.488
2011-10-04,243.445
2011-10-05,249.74
2011-10-06,257.887
2011-10-07,257.618
2011-10-10,264.786
2011-10-11,265.147
2011-10-12,270.255
2011-10-13,269.043
2011-10-14,274.577
2011-10-17,269.115
2011-10-18,266.543
2011-10-19,268.729
2011-10-20,261.871
2011-10-21,271.69
2011-10-24,273.406
2011-10-25,272.209
2011-10-26,269.092
2011-10-27,283.824
2011-10-28,282.235
2011-10-31,271.577
2011-11-01,258.392
2011-11-02,262.279
2011-11-03,265.552
2011-11-04,263.885
2011-11-07,262.202
2011-11-08,264.247
2011-11-09,256.071
2011-11-10,254.807
2011-11-11,262.341
2011-11-14,258.116
2011-11-15,252.992
2011-11-16,250.747
2011-11-17,247.372
2011-11-18,246.437
2011-11-21,238.053
2011-11-22,239.039
2011-11-23,234.258
2011-11-24,234.581
2011-11-25,232.143
2011-11-28,241.905
2011-11-29,242.634
2011-11-30,252.823
2011-12-01,249.157
2011-12-02,251.604
2011-12-05,256.387
2011-12-06,253.582
2011-12-07,253.643
2011-12-08,246.261
2011-12-09,249.936
2011-12-12,240.317
2011-12-13,238.79
2011-12-14,231.999
2011-12-15,234.208
2011-12-16,237.475
2011-12-19,236.865
2011-12-20,243.264
2011-12-21,242.286
2011-12-22,244.283
2011-12-23,245.41
2011-12-26,245.41
2011-12-27,246.228
2011-12-28,243.921
2011-12-29,245.111
2011-12-30,248.141
2012-01-02,251.163
2012-01-03,255.127
2012-01-04,249.478
2012-01-05,244.687
2012-01-06,242.363
2012-01-09,242.476
2012-01-10,245.677
2012-01-11,244.982
2012-01-12,249.409
2012-01-13,246.449
2012-01-16,247.349
2012-01-17,250.889
2012-01-18,252.874
2012-01-19,257.496
2012-01-20,257.907
2012-01-23,261.994
2012-01-24,259.808
2012-01-25,259.926
2012-01-26,267.034
2012-01-27,266.343
2012-01-30,261.045
2012-01-31,262.968
2012-02-01,270.109
2012-02-02,269.873
2012-02-03,272.121
2012-02-06,272.088
2012-02-07,273.987
2012-02-08,275.065
2012-02-09,276.222
2012-02-10,271.201
2012-02-13,273.414
2012-02-14,270.508
2012-02-15,269.308
2012-02-16,267.693
2012-02-17,271.844
2012-02-20,276.385
2012-02-21,276.062
2012-02-22,272.77
2012-02-23,273.195
2012-02-24,277.133
2012-02-27,275.552
2012-02-28,277.214
2012-02-29,276.212
2012-03-01,277.946
2012-03-02,276.136
2012-03-05,274.561
2012-03-06,265.732
2012-03-07,268.524
2012-03-08,275.703
2012-03-09,273.579
2012-03-12,275.725
2012-03-13,277.663
2012-03-14,277.144
2012-03-15,278.262
2012-03-16,281.815
2012-03-19,284.363
2012-03-20,281.422
2012-03-21,280.748
2012-03-22,278.066
2012-03-23,281.173
2012-03-26,286.063
2012-03-27,285.469
2012-03-28,282.071
2012-03-29,280.412
2012-03-30,283.819
2012-04-02,285.452
2012-04-03,285.357
2012-04-04,272.569
2012-04-05,271.524
2012-04-06,271.524
2012-04-09,271.68
2012-04-10,266.341
2012-04-11,269.748
2012-04-12,275.389
2012-04-13,270.958
2012-04-16,269.129
2012-04-17,277.085
2012-04-18,274.776
2012-04-19,273.258
2012-04-20,276.493
2012-04-23,267.764
2012-04-24,271.806
2012-04-25,274.519
2012-04-26,273.532
2012-04-27,275.826
2012-04-30,276.271
2012-05-01,276.051
2012-05-02,273.215
2012-05-03,272.563
2012-05-04,267.839
2012-05-07,268.086
2012-05-08,263.11
2012-05-09,259.803
2012-05-10,263.367
2012-05-11,263.559
2012-05-14,256.699
2012-05-15,254.128
2012-05-16,252.464
2012-05-17,249.968
2012-05-18,246.688
2012-05-21,249.569
2012-05-22,257.074
2012-05-23,249.057
2012-05-24,251.048
2012-05-25,251.877
2012-05-28,252.297
2012-05-29,253.608
2012-05-30,248.502
2012-05-31,248.017
2012-06-01,244.437
2012-06-04,246.153
2012-06-05,244.328
2012-06-06,250.789
2012-06-07,254.288
2012-06-08,249.915
2012-06-11,249.251
2012-06-12,245.881
2012-06-13,246.608
2012-06-14,246.134
2012-06-15,250.123
2012-06-18,248.704
2012-06-19,253.064
2012-06-20,254.819
2012-06-21,251.878
2012-06-22,249.32
2012-06-25,244.56
2012-06-26,242.654
2012-06-27,243.728
2012-06-28,241.586
2012-06-29,255.489
2012-07-02,256.779
2012-07-03,259.053
2012-07-04,258.479
2012-07-05,255.426
2012-07-06,250.933
2012-07-09,248.012
2012-07-10,247.07
2012-07-11,246.922
2012-07-12,243.917
2012-07-13,247.4
2012-07-16,248.361
2012-07-17,248.517
2012-07-18,253.61
2012-07-19,255.872
2012-07-20,252.583
2012-07-23,245.202
2012-07-24,243.421
2012-07-25,245.296
2012-07-26,251.194
2012-07-27,258.16
2012-07-30,257.486
2012-07-31,257.03
2012-08-01,256.514
2012-08-02,249.001
2012-08-03,256.595
2012-08-06,261.215
2012-08-07,261.808
2012-08-08,260.805
2012-08-09,259.108
2012-08-10,258.879
2012-08-13,258.466
2012-08-14,258.718
2012-08-15,257.396
2012-08-16,259.961
2012-08-17,261.448
2012-08-20,261.551
2012-08-21,265.415
2012-08-22,263.5
2012-08-23,263.478
2012-08-24,260.427
2012-08-27,260.853
2012-08-28,260.154
2012-08-29,260.702
2012-08-30,258.975
2012-08-31,261.597
2012-09-03,262.865
2012-09-04,261.349
2012-09-05,262.222
2012-09-06,266.866
2012-09-07,274.42
2012-09-10,275.53
2012-09-11,278.418
2012-09-12,282.217
2012-09-13,281.491
2012-09-14,289.569
2012-09-17,290.124
2012-09-18,284.853
2012-09-19,285.962
2012-09-20,284.353
2012-09-21,288.037
2012-09-24,286.549
2012-09-25,288.141
2012-09-26,280.957
2012-09-27,283.146
2012-09-28,282.047
2012-10-01,284.324
2012-10-02,286.052
2012-10-03,284.169
2012-10-04,288.545
2012-10-05,292.107
2012-10-08,288.828
2012-10-09,287.379
2012-10-10,283.805
2012-10-11,283.419
2012-10-12,284.973
2012-10-15,284.944
2012-10-16,289.765
2012-10-17,294.518
2012-10-18,294.532
2012-10-19,290.81
2012-10-22,291.2
2012-10-23,285.715
2012-10-24,288.833
2012-10-25,288.195
2012-10-26,287.834
2012-10-29,286.591
2012-10-30,289.789
2012-10-31,286.411
2012-11-01,288.173
2012-11-02,287.527
2012-11-05,284.638
2012-11-06,287.119
2012-11-07,283.703
2012-11-08,282.447
2012-11-09,279.865
2012-11-12,280.758
2012-11-13,278.668
2012-11-14,276.6
2012-11-15,274.379
2012-11-16,270.571
2012-11-19,276.137
2012-11-20,276.006
2012-11-21,276.712
2012-11-22,278.732
2012-11-23,282.262
2012-11-26,281.568
2012-11-27,281.984
2012-11-28,280.773
2012-11-29,285.931
2012-11-30,286.948
2012-12-03,288.815
2012-12-04,289.151
2012-12-05,289.88
2012-12-06,290.189
2012-12-07,287.98
2012-12-10,287.008
2012-12-11,290.334
2012-12-12,292.792
2012-12-13,295.444
2012-12-14,297.544
2012-12-17,300.325
2012-12-18,304.522
2012-12-19,308.104
2012-12-20,306.658
2012-12-21,304.293
2012-12-24,301.999
2012-12-25,301.999
2012-12-26,302.617
2012-12-27,303.022
2012-12-28,302.089
2012-12-31,303.651
2013-01-01,303.651
2013-01-02,310.022
2013-01-03,306.492
2013-01-04,307.135
2013-01-07,309.249
2013-01-08,308.929
2013-01-09,310.284
2013-01-10,314.813
2013-01-11,315.903
2013-01-14,317.714
2013-01-15,316.88
2013-01-16,315.314
2013-01-17,319.808
2013-01-18,318.321
2013-01-21,319.649
2013-01-22,320.191
2013-01-23,319.221
2013-01-24,322.33
2013-01-25,324.549
2013-01-28,324.495
2013-01-29,323.214
2013-01-30,324.027
2013-01-31,321.871
2013-02-01,328.533
2013-02-04,320.613
2013-02-05,321.128
2013-02-06,322.905
2013-02-07,319.155
2013-02-08,319.676
2013-02-11,318.771
2013-02-12,321.846
2013-02-13,323.542
2013-02-14,321.767
2013-02-15,323.06
2013-02-18,321.592
2013-02-19,325.259
2013-02-20,325.473
2013-02-21,317.299
2013-02-22,317.082
2013-02-25,318.291
2013-02-26,311.633
2013-02-27,314.52
2013-02-28,314.658
2013-03-01,310.591
2013-03-04,309.539
2013-03-05,314.568
2013-03-06,313.041
2013-03-07,315.699
2013-03-08,315.061
2013-03-11,313.786
2013-03-12,315.111
2013-03-13,312.839
2013-03-14,315.979
2013-03-15,319.748
2013-03-18,316.288
2013-03-19,311.63
2013-03-20,314.05
2013-03-21,311.564
2013-03-22,311.23
2013-03-25,307.798
2013-03-26,304.36
2013-03-27,300.842
2013-03-28,301.937
2013-03-29,301.937
2013-04-01,302.079
2013-04-02,301.55
2013-04-03,301.313
2013-04-04,300.088
2013-04-05,298.776
2013-04-08,298.628
2013-04-09,300.739
2013-04-10,305.949
2013-04-11,309.02
2013-04-12,307.109
2013-04-15,304.237
2013-04-16,303.549
2013-04-17,298.236
2013-04-18,299.038
2013-04-19,300.041
2013-04-22,301.093
2013-04-23,304.205
2013-04-24,306.071
2013-04-25,307.74
2013-04-26,305.667
2013-04-29,310.629
2013-04-30,314.196
2013-05-01,314.41
2013-05-02,312.058
2013-05-03,317.513
2013-05-06,316.929
2013-05-07,319.706
2013-05-08,321.87
2013-05-09,320.567
2013-05-10,316.987
2013-05-13,315.79
2013-05-14,314.778
2013-05-15,312.904
2013-05-16,313.707
2013-05-17,309.831
2013-05-20,312.735
2013-05-21,314.045
2013-05-22,314.998
2013-05-23,309.964
2013-05-24,310.499
2013-05-27,311.731
2013-05-28,312.823
2013-05-29,313.522
2013-05-30,315.412
2013-05-31,312.074
2013-06-03,310.125
2013-06-04,311.744
2013-06-05,309.084
2013-06-06,309.838
2013-06-07,312.26
2013-06-10,311.172
2013-06-11,310.071
2013-06-12,312.078
2013-06-13,310.772
2013-06-14,315.368
2013-06-17,317.335
2013-06-18,317.872
2013-06-19,316.25
2013-06-20,306.637
2013-06-21,303.173
2013-06-24,297.323
2013-06-25,298.556
2013-06-26,301.281
2013-06-27,301.753
2013-06-28,300.366
2013-07-01,300.198
2013-07-02,299.971
2013-07-03,297.786
2013-07-04,300.084
2013-07-05,296.104
2013-07-08,298.835
2013-07-09,300.743
2013-07-10,303.037
2013-07-11,311.024
2013-07-12,310.964
2013-07-15,312.183
2013-07-16,312.566
2013-07-17,311.928
2013-07-18,313.766
2013-07-19,316.094
2013-07-22,313.026
2013-07-23,313.206
2013-07-24,316.322
2013-07-25,313.401
2013-07-26,313.979
2013-07-29,312.237
2013-07-30,312.189
2013-07-31,313.937
2013-08-01,317.204
2013-08-02,319.833
2013-08-05,320.253
2013-08-06,320.298
2013-08-07,319.073
2013-08-08,323.398
2013-08-09,323.559
2013-08-12,322.926
2013-08-13,322.22
2013-08-14,323.517
2013-08-15,320.53
2013-08-16,323.99
2013-08-19,325.199
2013-08-20,323.863
2013-08-21,321.944
2013-08-22,323.519
2013-08-23,326.526
2013-08-26,323.673
2013-08-27,318.693
2013-08-28,315.958
2013-08-29,311.705
2013-08-30,305.17
2013-09-02,306.557
2013-09-03,304.985
2013-09-04,306.47
2013-09-05,305.867
2013-09-06,308.813
2013-09-09,310.659
2013-09-10,314.741
2013-09-11,317.435
2013-09-12,318.083
2013-09-13,317.392
2013-09-16,321.367
2013-09-17,320.46
2013-09-18,320.831
2013-09-19,326.439
2013-09-20,328.93
2013-09-23,328.645
2013-09-24,328.438
2013-09-25,326.556
2013-09-26,325.655
2013-09-27,327.083
2013-09-30,327.739
2013-10-01,329.762
2013-10-02,331.394
2013-10-03,330.48
2013-10-04,330.323
2013-10-07,328.138
2013-10-08,329.001
2013-10-09,325.586
2013-10-10,328.946
2013-10-11,330.326
2013-10-14,330.045
2013-10-15,331.723
2013-10-16,332.972
2013-10-17,336.771
2013-10-18,340.618
2013-10-21,342.482
2013-10-22,346.282
2013-10-23,345.681
2013-10-24,347.048
2013-10-25,346.562
2013-10-28,344.683
2013-10-29,345.947
2013-10-30,345.454
2013-10-31,342.031
2013-11-01,339.323
2013-11-04,339.585
2013-11-05,339.132
2013-11-06,343.038
2013-11-07,338.531
2013-11-08,334.529
2013-11-11,338.056
2013-11-12,337.564
2013-11-13,333.303
2013-11-14,331.868
2013-11-15,332.133
2013-11-18,332.536
2013-11-19,330.413
2013-11-20,329.939
2013-11-21,329.466
2013-11-22,330.691
2013-11-25,332.742
2013-11-26,334.642
2013-11-27,335.886
2013-11-28,337.935
2013-11-29,339.543
2013-12-02,336.678
2013-12-03,333.626
2013-12-04,331.849
2013-12-05,333.75
2013-12-06,337.732
2013-12-09,337.959
2013-12-10,339.394
2013-12-11,340.353
2013-12-12,336.451
2013-12-13,335.57
2013-12-16,338.109
2013-12-17,337.63
2013-12-18,338.075
2013-12-19,338.659
2013-12-20,340.913
2013-12-23,343.291
2013-12-24,343.296
2013-12-25,343.296
2013-12-26,343.937
2013-12-27,348.737
2013-12-30,351.65
2013-12-31,351.176
2014-01-01,351.176
2014-01-02,345.613
2014-01-03,346.979
2014-01-06,348.354
2014-01-07,346.724
2014-01-08,346.01
2014-01-09,346.617
2014-01-10,352.626
2014-01-13,352.853
2014-01-14,353.078
2014-01-15,352.691
2014-01-16,353.673
2014-01-17,354.177
2014-01-20,355.583
2014-01-21,353.242
2014-01-22,354.323
2014-01-23,356.323
2014-01-24,350.109
2014-01-27,347.116
2014-01-28,349.355
2014-01-29,349.114
2014-01-30,346.526
2014-01-31,344.756
2014-02-03,341.626
2014-02-04,339.59
2014-02-05,341.117
2014-02-06,346.051
2014-02-07,348.173
2014-02-10,348.862
2014-02-11,352.692
2014-02-12,352.47
2014-02-13,355.087
2014-02-14,356.232
2014-02-17,359.376
2014-02-18,362.038
2014-02-19,362.441
2014-02-20,361.618
2014-02-21,363.4
2014-02-24,366.464
2014-02-25,367.083
2014-02-26,367.082
2014-02-27,364.763
2014-02-28,370.73
2014-03-03,362.585
2014-03-04,368.526
2014-03-05,369.653
2014-03-06,373.579
2014-03-07,372.119
2014-03-10,374.098
2014-03-11,375.411
2014-03-12,372.72
2014-03-13,371.565
2014-03-14,367.808
2014-03-17,374.13
2014-03-18,376.054
2014-03-19,378.151
2014-03-20,373.028
2014-03-21,372.592
2014-03-24,371.171
2014-03-25,374.717
2014-03-26,375.083
2014-03-27,374.061
2014-03-28,376.133
2014-03-31,379.591
2014-04-01,380.428
2014-04-02,379.843
2014-04-03,377.788
2014-04-04,377.664
2014-04-07,377.427
2014-04-08,376.698
2014-04-09,380.215
2014-04-10,381.833
2014-04-11,377.49
2014-04-14,374.73
2014-04-15,372.45
2014-04-16,374.476
2014-04-17,378.042
2014-04-18,378.042
2014-04-21,377.181
2014-04-22,381.192
2014-04-23,381.09
2014-04-24,383.304
2014-04-25,381.839
2014-04-28,382.375
2014-04-29,381.958
2014-04-30,385.078
2014-05-01,385.078
2014-05-02,386.502
2014-05-05,387.037
2014-05-06,391.603
2014-05-07,388.565
2014-05-08,390.54
2014-05-09,387.37
2014-05-12,387.594
2014-05-13,383.88
2014-05-14,382.335
2014-05-15,377.201
2014-05-16,373.001
2014-05-19,373.92
2014-05-20,372.401
2014-05-21,369.979
2014-05-22,371.025
2014-05-23,369.462
2014-05-26,373.493
2014-05-27,375.342
2014-05-28,374.665
2014-05-29,376.135
2014-05-30,378.966
2014-06-02,378.032
2014-06-03,376.883
2014-06-04,378.102
2014-06-05,379.567
2014-06-06,383.73
2014-06-09,383.855
2014-06-10,382.768
2014-06-11,381.316
2014-06-12,382.32
2014-06-13,377.356
2014-06-16,376.401
2014-06-17,374.799
2014-06-18,376.163
2014-06-19,380.293
2014-06-20,376.856
2014-06-23,375.532
2014-06-24,372.334
2014-06-25,369.871
2014-06-26,369.237
2014-06-27,371.227
2014-06-30,372.174
2014-07-01,375.671
2014-07-02,377.439
2014-07-03,379.239
2014-07-04,376.768
2014-07-07,374.136
2014-07-08,371.656
2014-07-09,371.582
2014-07-10,367.802
2014-07-11,366.797
2014-07-14,369.575
2014-07-15,368.579
2014-07-16,371.569
2014-07-17,371.325
2014-07-18,370.806
2014-07-21,371.243
2014-07-22,370.93
2014-07-23,373.287
2014-07-24,375.814
2014-07-25,373.773
2014-07-28,373.831
2014-07-29,374.023
2014-07-30,372.618
2014-07-31,368.968
2014-08-01,364.347
2014-08-04,363.389
2014-08-05,365.063
2014-08-06,360.253
2014-08-07,359.896
2014-08-08,355.962
2014-08-11,361.45
2014-08-12,360.752
2014-08-13,363.225
2014-08-14,364.562
2014-08-15,364.046
2014-08-18,366.578
2014-08-19,367.654
2014-08-20,366.026
2014-08-21,368.987
2014-08-22,367.5
2014-08-25,367.571
2014-08-26,370.388
2014-08-27,371.701
2014-08-28,368.719
2014-08-29,367.282
2014-09-01,367.892
2014-09-02,367.199
2014-09-03,368.587
2014-09-04,364.359
2014-09-05,364.282
2014-09-08,363.136
2014-09-09,360.679
2014-09-10,360.047
2014-09-11,359.986
2014-09-12,360.571
2014-09-15,357.854
2014-09-16,355.112
2014-09-17,357.973
2014-09-18,358.543
2014-09-19,356.325
2014-09-22,355.207
2014-09-23,355.011
2014-09-24,353.345
2014-09-25,350.516
2014-09-26,349.266
2014-09-29,349.078
2014-09-30,348.734
2014-10-01,345.238
2014-10-02,342.007
2014-10-03,341.719
2014-10-06,341.006
2014-10-07,338.742
2014-10-08,339.482
2014-10-09,339.58
2014-10-10,332.034
2014-10-13,328.637
2014-10-14,329.951
2014-10-15,324.27
2014-10-16,322.66
2014-10-17,333.874
2014-10-20,335.459
2014-10-21,341.915
2014-10-22,344.329
2014-10-23,344.117
2014-10-24,345.4
2014-10-27,344.008
2014-10-28,348.721
2014-10-29,347.244
2014-10-30,342.645
2014-10-31,343.251
2014-11-03,341.327
2014-11-04,344.19
2014-11-05,343.054
2014-11-06,340.333
2014-11-07,338.494
2014-11-10,342.222
2014-11-11,343.527
2014-11-12,342.688
2014-11-13,344.452
2014-11-14,343.037
2014-11-17,343.626
2014-11-18,348.176
2014-11-19,349.574
2014-11-20,349.177
2014-11-21,348.272
2014-11-24,350.749
2014-11-25,353.248
2014-11-26,354.482
2014-11-27,354.262
2014-11-28,353.094
2014-12-01,353.946
2014-12-02,353.582
2014-12-03,352.066
2014-12-04,353.22
2014-12-05,353.596
2014-12-08,354.532
2014-12-09,353.037
2014-12-10,352.572
2014-12-11,352.327
2014-12-12,348.989
2014-12-15,344.899
2014-12-16,348.921
2014-12-17,346.856
2014-12-18,349.848
2014-12-19,351.262
2014-12-22,353.544
2014-12-23,352.493
2014-12-24,354.844
2014-12-25,354.844
2014-12-26,354.291
2014-12-29,354.339
2014-12-30,352.633
2014-12-31,352.673
2015-01-01,352.673
2015-01-02,352.217
2015-01-05,347.324
2015-01-06,343.843
2015-01-07,341.498
2015-01-08,345.305
2015-01-09,347.17
2015-01-12,347.679
2015-01-13,350.226
2015-01-14,345.349
2015-01-15,340.888
2015-01-16,341.204
2015-01-19,348.111
2015-01-20,346.18
2015-01-21,346.101
2015-01-22,343.253
2015-01-23,343.17
2015-01-26,347.479
2015-01-27,349.816
2015-01-28,349.206
2015-01-29,348.646
2015-01-30,347.322
2015-02-02,350.33
2015-02-03,356.956
2015-02-04,355.015
2015-02-05,357.501
2015-02-06,353.376
2015-02-09,350.317
2015-02-10,352.43
2015-02-11,351.821
2015-02-12,357.692
2015-02-13,361.66
2015-02-16,360.82
2015-02-17,361.788
2015-02-18,365.005
2015-02-19,366.927
2015-02-20,365.172
2015-02-23,365.662
2015-02-24,365.081
2015-02-25,365.831
2015-02-26,360.815
2015-02-27,362.393
2015-03-02,363.254
2015-03-03,358.963
2015-03-04,355.899
2015-03-05,357.149
2015-03-06,351.424
2015-03-09,349.177
2015-03-10,342.03
2015-03-11,340.853
2015-03-12,340.359
2015-03-13,340.051
2015-03-16,344.697
2015-03-17,343.64
2015-03-18,344.521
2015-03-19,345.109
2015-03-20,354.715
2015-03-23,358.753
2015-03-24,359.687
2015-03-25,360.837
2015-03-26,353.481
2015-03-27,353.885
2015-03-30,356.51
2015-03-31,351.277
2015-04-01,352.489
2015-04-02,357.97
2015-04-03,357.97
2015-04-06,362.937
2015-04-07,360.529
2015-04-08,359.655
2015-04-09,358.566
2015-04-10,361.453
2015-04-13,359.016
2015-04-14,364.236
2015-04-15,362.691
2015-04-16,364.469
2015-04-17,360.046
2015-04-20,362.381
2015-04-21,363.27
2015-04-22,362.362
2015-04-23,364.374
2015-04-24,367.435
2015-04-27,374.154
2015-04-28,373.775
2015-04-29,373.47
2015-04-30,372.793
2015-05-01,373.358
2015-05-04,373.348
2015-05-05,368.769
2015-05-06,371.694
2015-05-07,367.385
2015-05-08,372.75
2015-05-11,372.06
2015-05-12,371.427
2015-05-13,378.572
2015-05-14,384.555
2015-05-15,389.403
2015-05-18,388.156
2015-05-19,383.116
2015-05-20,382.777
2015-05-21,385.758
2015-05-22,383.105
2015-05-25,382.017
2015-05-26,375.906
2015-05-27,379.482
2015-05-28,383.71
2015-05-29,386.338
2015-06-01,383.084
2015-06-02,392.329
2015-06-03,396.694
2015-06-04,396.014
2015-06-05,384.397
2015-06-08,385.616
2015-06-09,386.212
2015-06-10,392.854
2015-06-11,390.888
2015-06-12,389.006
2015-06-15,380.694
2015-06-16,383.553
2015-06-17,379.867
2015-06-18,386.501
2015-06-19,385.197
2015-06-22,394.741
2015-06-23,392.311
2015-06-24,391.186
2015-06-25,390.824
2015-06-26,388.955
2015-06-29,382.101
2015-06-30,380.361
2015-07-01,385.666
2015-07-02,382.818
2015-07-03,382.043
2015-07-06,378.544
2015-07-07,369.117
2015-07-08,373.276
2015-07-09,378.248
2015-07-10,388.974
2015-07-13,392.152
2015-07-14,392.791
2015-07-15,393.382
2015-07-16,395.693
2015-07-17,395.295
2015-07-20,398.981
2015-07-21,398.476
2015-07-22,397.311
2015-07-23,399.29
2015-07-24,398.88
2015-07-27,396.034
2015-07-28,397.045
2015-07-29,399.868
2015-07-30,395.314
2015-07-31,401.535
2015-08-03,402.561
2015-08-04,401.531
2015-08-05,396.566
