Date,BELGIUM SMALL CAP Small Cap
2001-08-20,93.543
2001-08-21,93.941
2001-08-22,92.171
2001-08-23,91.806
2001-08-24,91.525
2001-08-27,90.972
2001-08-28,90.549
2001-08-29,90.39
2001-08-30,89.651
2001-08-31,89.795
2001-09-03,87.887
2001-09-04,85.592
2001-09-05,84.998
2001-09-06,84.168
2001-09-07,86.465
2001-09-10,83.369
2001-09-11,80.733
2001-09-12,79.904
2001-09-13,79.787
2001-09-14,78.46
2001-09-17,75.203
2001-09-18,75.71
2001-09-19,75.805
2001-09-20,73.355
2001-09-21,69.408
2001-09-24,71.828
2001-09-25,73.384
2001-09-26,76.497
2001-09-27,75.679
2001-09-28,77.656
2001-10-01,77.487
2001-10-02,77.222
2001-10-03,76.675
2001-10-04,77.285
2001-10-05,77.416
2001-10-08,77.022
2001-10-09,77.851
2001-10-10,77.111
2001-10-11,77.404
2001-10-12,76.741
2001-10-15,75.801
2001-10-16,75.82
2001-10-17,76.431
2001-10-18,76.263
2001-10-19,75.672
2001-10-22,75.683
2001-10-23,76.757
2001-10-24,77.446
2001-10-25,78.711
2001-10-26,78.235
2001-10-29,78.366
2001-10-30,77.351
2001-10-31,76.751
2001-11-01,77.136
2001-11-02,77.939
2001-11-05,78.066
2001-11-06,78.042
2001-11-07,78.44
2001-11-08,78.621
2001-11-09,77.829
2001-11-12,76.795
2001-11-13,76.942
2001-11-14,77.413
2001-11-15,77.427
2001-11-16,78.315
2001-11-19,78.068
2001-11-20,77.564
2001-11-21,77.376
2001-11-22,77.57
2001-11-23,77.475
2001-11-26,77.81
2001-11-27,78.068
2001-11-28,78.496
2001-11-29,78.77
2001-11-30,79.717
2001-12-03,79.06
2001-12-04,79.101
2001-12-05,79.052
2001-12-06,79.889
2001-12-07,80.307
2001-12-10,80.34
2001-12-11,80.121
2001-12-12,80.578
2001-12-13,79.997
2001-12-14,79.595
2001-12-17,80.592
2001-12-18,80.621
2001-12-19,82.247
2001-12-20,83.048
2001-12-21,82.182
2001-12-24,81.698
2001-12-25,81.698
2001-12-26,81.768
2001-12-27,83.005
2001-12-28,82.85
2001-12-31,83.658
2002-01-01,83.658
2002-01-02,85.84
2002-01-03,85.444
2002-01-04,85.038
2002-01-07,84.84
2002-01-08,84.969
2002-01-09,84.529
2002-01-10,84.225
2002-01-11,83.989
2002-01-14,83.701
2002-01-15,83.435
2002-01-16,82.541
2002-01-17,82.697
2002-01-18,83.677
2002-01-21,83.759
2002-01-22,83.592
2002-01-23,83.743
2002-01-24,83.559
2002-01-25,82.291
2002-01-28,82.425
2002-01-29,82.533
2002-01-30,82.472
2002-01-31,82.425
2002-02-01,81.978
2002-02-04,82.594
2002-02-05,82.309
2002-02-06,82.477
2002-02-07,82.187
2002-02-08,82.446
2002-02-11,83.672
2002-02-12,83.751
2002-02-13,83.022
2002-02-14,83.219
2002-02-15,83.483
2002-02-18,82.814
2002-02-19,82.919
2002-02-20,82.254
2002-02-21,82.196
2002-02-22,82.567
2002-02-25,81.545
2002-02-26,81.753
2002-02-27,81.309
2002-02-28,81.354
2002-03-01,81.651
2002-03-04,83.104
2002-03-05,83.36
2002-03-06,83.691
2002-03-07,83.513
2002-03-08,83.298
2002-03-11,83.277
2002-03-12,82.532
2002-03-13,83.269
2002-03-14,83.911
2002-03-15,83.943
2002-03-18,83.447
2002-03-19,84.461
2002-03-20,84.24
2002-03-21,84.036
2002-03-22,83.827
2002-03-25,83.887
2002-03-26,83.983
2002-03-27,82.675
2002-03-28,82.753
2002-03-29,82.753
2002-04-01,83.432
2002-04-02,83.536
2002-04-03,83.238
2002-04-04,82.825
2002-04-05,82.288
2002-04-08,82.217
2002-04-09,82.044
2002-04-10,82.903
2002-04-11,83.233
2002-04-12,83.134
2002-04-15,82.998
2002-04-16,82.981
2002-04-17,84.744
2002-04-18,85.471
2002-04-19,85.796
2002-04-22,85.22
2002-04-23,85.423
2002-04-24,85.677
2002-04-25,85.957
2002-04-26,85.541
2002-04-29,84.074
2002-04-30,85.212
2002-05-01,85.695
2002-05-02,84.7
2002-05-03,85.798
2002-05-06,86.526
2002-05-07,85.844
2002-05-08,85.81
2002-05-09,85.822
2002-05-10,86.378
2002-05-13,86.164
2002-05-14,85.751
2002-05-15,86.487
2002-05-16,86.22
2002-05-17,87.219
2002-05-20,86.925
2002-05-21,85.833
2002-05-22,86.178
2002-05-23,85.364
2002-05-24,85.413
2002-05-27,85.538
2002-05-28,86.663
2002-05-29,86.618
2002-05-30,87.167
2002-05-31,86.529
2002-06-03,86.807
2002-06-04,86.621
2002-06-05,86.304
2002-06-06,86.857
2002-06-07,86.302
2002-06-10,86.765
2002-06-11,86.344
2002-06-12,85.694
2002-06-13,84.055
2002-06-14,82.748
2002-06-17,84.425
2002-06-18,84.595
2002-06-19,85.304
2002-06-20,85.716
2002-06-21,86.299
2002-06-24,85.317
2002-06-25,84.88
2002-06-26,85.887
2002-06-27,86.0
2002-06-28,87.808
2002-07-01,87.483
2002-07-02,86.27
2002-07-03,84.888
2002-07-04,85.517
2002-07-05,85.79
2002-07-08,87.206
2002-07-09,87.672
2002-07-10,85.799
2002-07-11,84.018
2002-07-12,84.572
2002-07-15,84.529
2002-07-16,84.0
2002-07-17,84.156
2002-07-18,85.333
2002-07-19,84.595
2002-07-22,82.07
2002-07-23,79.794
2002-07-24,77.407
2002-07-25,81.24
2002-07-26,81.473
2002-07-29,81.837
2002-07-30,82.418
2002-07-31,83.124
2002-08-01,81.696
2002-08-02,82.184
2002-08-05,80.295
2002-08-06,79.126
2002-08-07,79.992
2002-08-08,79.892
2002-08-09,80.216
2002-08-12,80.242
2002-08-13,80.008
2002-08-14,80.402
2002-08-15,80.292
2002-08-16,80.623
2002-08-19,80.544
2002-08-20,80.088
2002-08-21,80.995
2002-08-22,81.427
2002-08-23,82.842
2002-08-26,82.574
2002-08-27,83.611
2002-08-28,83.062
2002-08-29,82.026
2002-08-30,81.333
2002-09-02,81.552
2002-09-03,81.448
2002-09-04,80.519
2002-09-05,80.228
2002-09-06,79.101
2002-09-09,78.246
2002-09-10,78.358
2002-09-11,79.288
2002-09-12,79.044
2002-09-13,78.574
2002-09-16,78.787
2002-09-17,78.719
2002-09-18,78.602
2002-09-19,79.134
2002-09-20,77.544
2002-09-23,76.43
2002-09-24,73.541
2002-09-25,74.075
2002-09-26,74.831
2002-09-27,75.48
2002-09-30,75.386
2002-10-01,75.642
2002-10-02,76.752
2002-10-03,75.756
2002-10-04,74.521
2002-10-07,74.329
2002-10-08,73.138
2002-10-09,73.227
2002-10-10,72.474
2002-10-11,74.834
2002-10-14,74.164
2002-10-15,76.551
2002-10-16,76.664
2002-10-17,77.763
2002-10-18,78.057
2002-10-21,77.968
2002-10-22,79.017
2002-10-23,78.773
2002-10-24,79.368
2002-10-25,78.876
2002-10-28,79.272
2002-10-29,78.782
2002-10-30,79.43
2002-10-31,80.325
2002-11-01,80.64
2002-11-04,81.522
2002-11-05,82.281
2002-11-06,82.259
2002-11-07,82.952
2002-11-08,82.667
2002-11-11,82.186
2002-11-12,82.682
2002-11-13,82.698
2002-11-14,83.121
2002-11-15,80.412
2002-11-18,82.117
2002-11-19,83.037
2002-11-20,81.427
2002-11-21,81.059
2002-11-22,81.112
2002-11-25,81.138
2002-11-26,80.671
2002-11-27,80.874
2002-11-28,80.695
2002-11-29,79.965
2002-12-02,80.824
2002-12-03,80.927
2002-12-04,80.968
2002-12-05,80.729
2002-12-06,81.057
2002-12-09,80.773
2002-12-10,80.917
2002-12-11,81.006
2002-12-12,80.5
2002-12-13,79.963
2002-12-16,79.578
2002-12-17,79.858
2002-12-18,80.663
2002-12-19,81.799
2002-12-20,82.254
2002-12-23,82.522
2002-12-24,82.148
2002-12-25,82.148
2002-12-26,82.355
2002-12-27,82.53
2002-12-30,83.732
2002-12-31,84.733
2003-01-01,84.733
2003-01-02,84.235
2003-01-03,85.137
2003-01-06,85.695
2003-01-07,85.897
2003-01-08,85.156
2003-01-09,86.159
2003-01-10,87.257
2003-01-13,87.065
2003-01-14,87.547
2003-01-15,87.435
2003-01-16,87.098
2003-01-17,86.811
2003-01-20,86.467
2003-01-21,86.474
2003-01-22,86.432
2003-01-23,86.694
2003-01-24,87.447
2003-01-27,85.892
2003-01-28,86.344
2003-01-29,86.187
2003-01-30,85.268
2003-01-31,86.117
2003-02-03,83.362
2003-02-04,83.962
2003-02-05,84.5
2003-02-06,83.106
2003-02-07,82.782
2003-02-10,81.439
2003-02-11,81.821
2003-02-12,81.054
2003-02-13,82.643
2003-02-14,83.79
2003-02-17,84.064
2003-02-18,83.374
2003-02-19,83.246
2003-02-20,83.685
2003-02-21,83.34
2003-02-24,81.579
2003-02-25,80.505
2003-02-26,80.322
2003-02-27,79.701
2003-02-28,80.107
2003-03-03,80.665
2003-03-04,80.497
2003-03-05,81.01
2003-03-06,80.53
2003-03-07,79.885
2003-03-10,78.947
2003-03-11,77.851
2003-03-12,76.763
2003-03-13,77.711
2003-03-14,78.89
2003-03-17,79.471
2003-03-18,78.99
2003-03-19,80.09
2003-03-20,80.258
2003-03-21,80.24
2003-03-24,80.521
2003-03-25,80.697
2003-03-26,81.186
2003-03-27,80.89
2003-03-28,80.715
2003-03-31,81.655
2003-04-01,82.173
2003-04-02,83.14
2003-04-03,83.152
2003-04-04,84.392
2003-04-07,85.494
2003-04-08,84.919
2003-04-09,85.011
2003-04-10,86.113
2003-04-11,85.944
2003-04-14,87.05
2003-04-15,88.19
2003-04-16,88.797
2003-04-17,89.712
2003-04-18,89.712
2003-04-21,89.325
2003-04-22,90.412
2003-04-23,91.638
2003-04-24,91.681
2003-04-25,91.822
2003-04-28,92.047
2003-04-29,93.304
2003-04-30,95.298
2003-05-01,96.173
2003-05-02,95.541
2003-05-05,95.597
2003-05-06,96.623
2003-05-07,98.05
2003-05-08,97.059
2003-05-09,97.87
2003-05-12,97.674
2003-05-13,97.62
2003-05-14,97.846
2003-05-15,97.279
2003-05-16,100.99
2003-05-19,100.232
2003-05-20,101.671
2003-05-21,101.988
2003-05-22,102.386
2003-05-23,103.066
2003-05-26,103.286
2003-05-27,103.78
2003-05-28,103.009
2003-05-29,104.371
2003-05-30,103.98
2003-06-02,103.533
2003-06-03,104.324
2003-06-04,107.708
2003-06-05,108.995
2003-06-06,109.521
2003-06-09,109.238
2003-06-10,107.483
2003-06-11,108.261
2003-06-12,108.057
2003-06-13,108.462
2003-06-16,109.126
2003-06-17,109.945
2003-06-18,108.381
2003-06-19,107.968
2003-06-20,108.085
2003-06-23,106.82
2003-06-24,105.21
2003-06-25,105.789
2003-06-26,104.103
2003-06-27,105.461
2003-06-30,107.076
2003-07-01,107.438
2003-07-02,107.078
2003-07-03,107.376
2003-07-04,106.264
2003-07-07,105.437
2003-07-08,104.85
2003-07-09,104.695
2003-07-10,104.694
2003-07-11,104.974
2003-07-14,105.418
2003-07-15,105.65
2003-07-16,105.861
2003-07-17,105.265
2003-07-18,104.248
2003-07-21,106.021
2003-07-22,106.415
2003-07-23,107.016
2003-07-24,108.174
2003-07-25,108.31
2003-07-28,108.5
2003-07-29,108.971
2003-07-30,108.051
2003-07-31,107.508
2003-08-01,108.959
2003-08-04,110.342
2003-08-05,110.833
2003-08-06,110.438
2003-08-07,111.159
2003-08-08,110.998
2003-08-11,111.284
2003-08-12,111.367
2003-08-13,110.812
2003-08-14,110.473
2003-08-15,110.944
2003-08-18,110.907
2003-08-19,111.102
2003-08-20,111.8
2003-08-21,110.423
2003-08-22,110.63
2003-08-25,110.62
2003-08-26,109.74
2003-08-27,110.536
2003-08-28,110.472
2003-08-29,111.453
2003-09-01,112.081
2003-09-02,111.422
2003-09-03,110.932
2003-09-04,111.54
2003-09-05,112.066
2003-09-08,113.087
2003-09-09,114.32
2003-09-10,113.979
2003-09-11,113.404
2003-09-12,114.308
2003-09-15,114.555
2003-09-16,113.878
2003-09-17,114.337
2003-09-18,115.079
2003-09-19,115.521
2003-09-22,114.987
2003-09-23,115.108
2003-09-24,115.484
2003-09-25,114.953
2003-09-26,115.641
2003-09-29,115.989
2003-09-30,116.823
2003-10-01,117.351
2003-10-02,117.273
2003-10-03,118.133
2003-10-06,118.371
2003-10-07,119.166
2003-10-08,119.779
2003-10-09,119.521
2003-10-10,119.094
2003-10-13,117.721
2003-10-14,118.243
2003-10-15,119.057
2003-10-16,120.725
2003-10-17,119.84
2003-10-20,120.355
2003-10-21,119.928
2003-10-22,120.245
2003-10-23,119.319
2003-10-24,119.482
2003-10-27,119.346
2003-10-28,119.754
2003-10-29,120.21
2003-10-30,120.786
2003-10-31,120.876
2003-11-03,119.834
2003-11-04,121.214
2003-11-05,121.651
2003-11-06,121.546
2003-11-07,122.208
2003-11-10,123.334
2003-11-11,123.577
2003-11-12,124.707
2003-11-13,125.317
2003-11-14,126.537
2003-11-17,124.937
2003-11-18,124.692
2003-11-19,124.741
2003-11-20,124.293
2003-11-21,126.368
2003-11-24,124.826
2003-11-25,125.863
2003-11-26,127.434
2003-11-27,127.364
2003-11-28,127.789
2003-12-01,127.276
2003-12-02,128.214
2003-12-03,128.906
2003-12-04,129.436
2003-12-05,129.886
2003-12-08,129.935
2003-12-09,130.028
2003-12-10,129.996
2003-12-11,127.038
2003-12-12,127.899
2003-12-15,129.465
2003-12-16,129.54
2003-12-17,130.321
2003-12-18,130.97
2003-12-19,130.266
2003-12-22,131.413
2003-12-23,132.534
2003-12-24,132.764
2003-12-25,132.764
2003-12-26,132.71
2003-12-29,133.048
2003-12-30,133.752
2003-12-31,135.056
2004-01-01,135.056
2004-01-02,134.355
2004-01-05,135.09
2004-01-06,137.434
2004-01-07,137.737
2004-01-08,139.169
2004-01-09,141.376
2004-01-12,140.56
2004-01-13,140.757
2004-01-14,140.733
2004-01-15,140.311
2004-01-16,140.93
2004-01-19,141.973
2004-01-20,143.979
2004-01-21,144.971
2004-01-22,146.174
2004-01-23,146.824
2004-01-26,146.121
2004-01-27,146.464
2004-01-28,145.446
2004-01-29,141.161
2004-01-30,141.248
2004-02-02,142.296
2004-02-03,145.361
2004-02-04,144.908
2004-02-05,145.228
2004-02-06,146.339
2004-02-09,146.133
2004-02-10,146.7
2004-02-11,146.547
2004-02-12,148.834
2004-02-13,146.68
2004-02-16,148.354
2004-02-17,148.888
2004-02-18,149.53
2004-02-19,146.97
2004-02-20,145.299
2004-02-23,144.899
2004-02-24,145.154
2004-02-25,143.143
2004-02-26,142.221
2004-02-27,143.098
2004-03-01,143.015
2004-03-02,141.0
2004-03-03,139.164
2004-03-04,140.559
2004-03-05,142.754
2004-03-08,141.139
2004-03-09,140.598
2004-03-10,137.719
2004-03-11,135.321
2004-03-12,134.763
2004-03-15,134.371
2004-03-16,134.98
2004-03-17,134.181
2004-03-18,135.773
2004-03-19,134.33
2004-03-22,132.771
2004-03-23,132.811
2004-03-24,132.891
2004-03-25,133.488
2004-03-26,132.899
2004-03-29,132.741
2004-03-30,134.56
2004-03-31,136.698
2004-04-01,137.902
2004-04-02,136.532
2004-04-05,136.296
2004-04-06,137.406
2004-04-07,138.781
2004-04-08,138.389
2004-04-09,138.389
2004-04-12,138.0
2004-04-13,136.415
2004-04-14,135.596
2004-04-15,135.11
2004-04-16,136.368
2004-04-19,136.066
2004-04-20,135.133
2004-04-21,134.406
2004-04-22,134.459
2004-04-23,135.1
2004-04-26,135.189
2004-04-27,135.045
2004-04-28,134.061
2004-04-29,133.083
2004-04-30,133.107
2004-05-03,133.05
2004-05-04,133.421
2004-05-05,134.377
2004-05-06,132.975
2004-05-07,131.38
2004-05-10,128.176
2004-05-11,128.254
2004-05-12,129.778
2004-05-13,129.683
2004-05-14,130.555
2004-05-17,130.617
2004-05-18,130.201
2004-05-19,133.833
2004-05-20,131.892
2004-05-21,133.038
2004-05-24,132.566
2004-05-25,134.809
2004-05-26,136.56
2004-05-27,139.879
2004-05-28,139.024
2004-05-31,139.036
2004-06-01,138.267
2004-06-02,140.385
2004-06-03,140.043
2004-06-04,141.424
2004-06-07,142.881
2004-06-08,142.601
2004-06-09,140.253
2004-06-10,140.135
2004-06-11,139.66
2004-06-14,140.621
2004-06-15,141.017
2004-06-16,140.332
2004-06-17,141.588
2004-06-18,142.765
2004-06-21,142.009
2004-06-22,142.356
2004-06-23,141.704
2004-06-24,143.707
2004-06-25,143.616
2004-06-28,145.415
2004-06-29,144.667
2004-06-30,146.34
2004-07-01,147.003
2004-07-02,148.635
2004-07-05,148.531
2004-07-06,147.857
2004-07-07,148.347
2004-07-08,149.595
2004-07-09,149.427
2004-07-12,149.564
2004-07-13,149.119
2004-07-14,150.367
2004-07-15,150.029
2004-07-16,150.115
2004-07-19,149.096
2004-07-20,148.676
2004-07-21,147.009
2004-07-22,146.705
2004-07-23,144.54
2004-07-26,145.165
2004-07-27,143.652
2004-07-28,143.584
2004-07-29,144.734
2004-07-30,144.673
2004-08-02,145.317
2004-08-03,147.312
2004-08-04,147.59
2004-08-05,146.722
2004-08-06,148.293
2004-08-09,146.583
2004-08-10,147.792
2004-08-11,146.372
2004-08-12,146.085
2004-08-13,146.352
2004-08-16,147.027
2004-08-17,147.754
2004-08-18,146.846
2004-08-19,148.632
2004-08-20,147.535
2004-08-23,147.375
2004-08-24,147.102
2004-08-25,147.275
2004-08-26,147.894
2004-08-27,148.329
2004-08-30,148.355
2004-08-31,149.355
2004-09-01,150.348
2004-09-02,150.672
2004-09-03,150.556
2004-09-06,150.812
2004-09-07,151.316
2004-09-08,151.662
2004-09-09,152.19
2004-09-10,152.574
2004-09-13,151.771
2004-09-14,152.393
2004-09-15,151.091
2004-09-16,150.932
2004-09-17,151.634
2004-09-20,151.636
2004-09-21,153.245
2004-09-22,152.476
2004-09-23,151.857
2004-09-24,151.503
2004-09-27,150.899
2004-09-28,151.572
2004-09-29,152.64
2004-09-30,153.452
2004-10-01,154.181
2004-10-04,154.021
2004-10-05,156.328
2004-10-06,156.166
2004-10-07,157.621
2004-10-08,158.17
2004-10-11,156.75
2004-10-12,154.934
2004-10-13,153.508
2004-10-14,154.976
2004-10-15,157.646
2004-10-18,159.077
2004-10-19,160.736
2004-10-20,159.875
2004-10-21,160.952
2004-10-22,161.68
2004-10-25,162.105
2004-10-26,162.41
2004-10-27,163.26
2004-10-28,162.718
2004-10-29,163.167
2004-11-01,163.936
2004-11-02,163.429
2004-11-03,165.606
2004-11-04,167.105
2004-11-05,168.924
2004-11-08,169.484
2004-11-09,169.755
2004-11-10,170.19
2004-11-11,170.734
2004-11-12,171.552
2004-11-15,173.172
2004-11-16,172.276
2004-11-17,172.977
2004-11-18,172.474
2004-11-19,173.569
2004-11-22,173.94
2004-11-23,176.148
2004-11-24,177.598
2004-11-25,179.187
2004-11-26,179.84
2004-11-29,180.862
2004-11-30,181.238
2004-12-01,184.58
2004-12-02,183.096
2004-12-03,185.527
2004-12-06,186.269
2004-12-07,185.392
2004-12-08,182.133
2004-12-09,181.199
2004-12-10,177.995
2004-12-13,180.226
2004-12-14,182.483
2004-12-15,184.337
2004-12-16,181.192
2004-12-17,179.883
2004-12-20,182.307
2004-12-21,181.634
2004-12-22,181.582
2004-12-23,182.695
2004-12-24,183.396
2004-12-27,184.928
2004-12-28,185.174
2004-12-29,184.203
2004-12-30,185.262
2004-12-31,185.627
2005-01-03,184.512
2005-01-04,182.895
2005-01-05,181.887
2005-01-06,180.553
2005-01-07,181.19
2005-01-10,182.565
2005-01-11,182.259
2005-01-12,183.701
2005-01-13,182.546
2005-01-14,181.846
2005-01-17,184.049
2005-01-18,183.779
2005-01-19,183.493
2005-01-20,182.085
2005-01-21,183.765
2005-01-24,184.481
2005-01-25,183.164
2005-01-26,183.228
2005-01-27,183.329
2005-01-28,183.519
2005-01-31,184.488
2005-02-01,186.108
2005-02-02,187.885
2005-02-03,187.774
2005-02-04,188.82
2005-02-07,188.298
2005-02-08,187.8
2005-02-09,189.235
2005-02-10,190.902
2005-02-11,192.595
2005-02-14,195.002
2005-02-15,194.695
2005-02-16,194.627
2005-02-17,195.911
2005-02-18,195.268
2005-02-21,196.102
2005-02-22,197.825
2005-02-23,194.813
2005-02-24,196.574
2005-02-25,198.732
2005-02-28,201.865
2005-03-01,200.331
2005-03-02,198.812
2005-03-03,199.17
2005-03-04,202.622
2005-03-07,203.182
2005-03-08,206.618
2005-03-09,205.169
2005-03-10,204.757
2005-03-11,206.348
2005-03-14,203.555
2005-03-15,203.01
2005-03-16,205.173
2005-03-17,205.122
2005-03-18,202.838
2005-03-21,200.855
2005-03-22,201.477
2005-03-23,197.248
2005-03-24,197.18
2005-03-25,197.18
2005-03-28,195.796
2005-03-29,196.483
2005-03-30,197.221
2005-03-31,198.672
2005-04-01,199.713
2005-04-04,197.73
2005-04-05,199.009
2005-04-06,200.941
2005-04-07,202.632
2005-04-08,202.139
2005-04-11,203.688
2005-04-12,202.494
2005-04-13,203.647
2005-04-14,201.345
2005-04-15,200.652
2005-04-18,196.565
2005-04-19,199.256
2005-04-20,200.124
2005-04-21,200.191
2005-04-22,200.306
2005-04-25,198.663
2005-04-26,198.722
2005-04-27,196.138
2005-04-28,193.885
2005-04-29,195.483
2005-05-02,194.727
2005-05-03,195.146
2005-05-04,194.608
2005-05-05,195.081
2005-05-06,194.054
2005-05-09,192.652
2005-05-10,192.902
2005-05-11,191.603
2005-05-12,190.274
2005-05-13,187.412
2005-05-16,186.357
2005-05-17,185.831
2005-05-18,188.131
2005-05-19,187.697
2005-05-20,186.691
2005-05-23,186.614
2005-05-24,187.615
2005-05-25,188.213
2005-05-26,187.751
2005-05-27,188.897
2005-05-30,187.784
2005-05-31,186.511
2005-06-01,186.499
2005-06-02,185.882
2005-06-03,186.352
2005-06-06,185.57
2005-06-07,185.066
2005-06-08,185.103
2005-06-09,182.163
2005-06-10,181.67
2005-06-13,181.338
2005-06-14,181.565
2005-06-15,185.286
2005-06-16,185.738
2005-06-17,187.911
2005-06-20,185.535
2005-06-21,186.445
2005-06-22,187.813
2005-06-23,187.812
2005-06-24,188.89
2005-06-27,189.529
2005-06-28,188.366
2005-06-29,189.008
2005-06-30,188.57
2005-07-01,187.233
2005-07-04,187.082
2005-07-05,187.259
2005-07-06,188.516
2005-07-07,187.479
2005-07-08,188.167
2005-07-11,191.654
2005-07-12,192.928
2005-07-13,191.974
2005-07-14,192.534
2005-07-15,190.77
2005-07-18,191.916
2005-07-19,190.878
2005-07-20,190.875
2005-07-21,193.554
2005-07-22,193.115
2005-07-25,192.176
2005-07-26,192.637
2005-07-27,193.991
2005-07-28,195.03
2005-07-29,195.605
2005-08-01,198.111
2005-08-02,198.446
2005-08-03,200.203
2005-08-04,201.426
2005-08-05,201.738
2005-08-08,202.345
2005-08-09,202.745
2005-08-10,203.253
2005-08-11,203.897
2005-08-12,203.738
2005-08-15,202.726
2005-08-16,202.616
2005-08-17,201.924
2005-08-18,199.228
2005-08-19,199.578
2005-08-22,201.702
2005-08-23,200.519
2005-08-24,201.698
2005-08-25,200.617
2005-08-26,201.069
2005-08-29,199.604
2005-08-30,198.782
2005-08-31,200.832
2005-09-01,204.504
2005-09-02,206.429
2005-09-05,205.432
2005-09-06,206.217
2005-09-07,206.301
2005-09-08,205.845
2005-09-09,207.138
2005-09-12,205.641
2005-09-13,205.668
2005-09-14,205.733
2005-09-15,204.341
2005-09-16,204.443
2005-09-19,204.445
2005-09-20,204.761
2005-09-21,205.491
2005-09-22,203.648
2005-09-23,202.85
2005-09-26,203.205
2005-09-27,202.325
2005-09-28,202.387
2005-09-29,202.653
2005-09-30,204.824
2005-10-03,203.092
2005-10-04,205.022
2005-10-05,205.011
2005-10-06,205.77
2005-10-07,205.777
2005-10-10,204.382
2005-10-11,203.273
2005-10-12,203.917
2005-10-13,199.734
2005-10-14,201.06
2005-10-17,201.109
2005-10-18,198.142
2005-10-19,196.327
2005-10-20,197.497
2005-10-21,197.435
2005-10-24,198.068
2005-10-25,201.878
2005-10-26,201.191
2005-10-27,198.792
2005-10-28,198.561
2005-10-31,198.376
2005-11-01,198.364
2005-11-02,199.265
2005-11-03,198.163
2005-11-04,194.78
2005-11-07,196.527
2005-11-08,195.995
2005-11-09,194.478
