Date,BELGIUM SMALL GROWTH Small Cap
2012-03-30,826.549
2012-04-30,813.451
2012-05-31,747.167
2012-06-29,773.834
2012-07-31,802.216
2012-08-31,832.85
2012-09-28,928.369
2012-10-31,953.021
2012-11-30,958.538
2012-12-31,982.443
2013-01-31,1036.004
2013-02-28,1052.453
2013-03-29,1022.132
2013-04-30,1036.34
2013-05-31,982.786
2013-06-28,942.104
2013-07-31,993.976
2013-08-30,941.259
2013-09-30,986.338
2013-10-31,1037.961
2013-11-29,1044.701
2013-12-31,1082.43
2014-01-31,1084.165
2014-02-28,1204.63
2014-03-31,1239.293
2014-04-30,1252.318
2014-05-30,1214.137
2014-06-30,1150.582
2014-07-31,1123.258
2014-08-29,1119.489
2014-09-30,1055.979
2014-10-31,991.855
2014-11-28,1030.989
2014-12-31,1038.855
2015-01-30,1022.846
2015-02-27,1073.81
2015-03-31,1058.869
2015-04-30,1143.412
2015-05-29,1240.204
2015-06-30,1229.815
2015-07-31,1320.463
2015-08-31,1258.029
2015-09-30,1165.222
2015-10-30,1232.788
2015-11-30,1206.592
2015-12-31,1296.906
2016-01-29,1181.548
2016-02-29,1167.172
2016-03-31,1212.588
2016-04-29,1181.989
2016-05-31,1266.932
2016-06-30,1207.855
2016-07-29,1249.733
2016-08-31,1227.493
2016-09-30,1301.088
2016-10-31,1248.818
2016-11-30,1206.895
2016-12-30,1277.275
2017-01-31,1308.239
2017-02-28,1344.133
2017-03-31,1467.98
2017-04-28,1510.72
2017-05-31,1580.725
2017-06-30,1537.199
2017-07-31,1546.357
2017-08-31,1534.578
2017-09-29,1628.056
2017-10-31,1652.362
2017-11-30,1637.293
2017-12-29,1669.308
2018-01-31,1939.041
2018-02-28,1857.733
2018-03-30,1745.543
2018-04-30,1710.417
2018-05-31,1704.083
2018-06-29,1641.549
2018-07-31,1706.258
2018-08-31,1640.871
2018-09-28,1578.916
2018-10-31,1422.185
2018-11-30,1424.524
2018-12-31,1344.691
2019-01-31,1478.045
2019-02-28,1504.469
2019-03-29,1528.584
2019-04-30,1615.416
2019-05-31,1562.507
2019-06-28,1658.074
2019-07-31,1772.616
2019-08-30,1744.179
2019-09-30,1706.327
2019-10-31,1852.531
2019-11-29,1906.203
2019-12-31,1976.095
2020-01-31,1973.747
2020-02-28,1802.646
2020-03-31,1674.058
2020-04-30,1774.541
2020-05-29,2018.859
2020-06-30,2039.441
2020-07-31,2097.421
2020-08-31,2221.262
2020-09-30,2208.3
2020-10-30,1986.274
2020-11-30,2271.288
2020-12-31,2308.916
2021-01-29,2377.772
2021-02-26,2445.109
2021-03-31,2368.875
2021-04-30,2465.331
2021-05-31,2568.261
2021-06-30,2498.015
2021-07-30,2536.084
2021-08-31,2638.381
2021-09-30,2416.934
2021-10-29,2548.789
2021-11-30,2431.931
2021-12-31,2615.641
2022-01-31,2493.757
2022-02-28,2414.262
2022-03-31,2480.018
2022-04-29,2328.018
2022-05-31,2229.096
2022-06-30,2012.478
2022-07-29,2102.501
2022-08-31,2024.901
2022-09-30,1781.486
2022-10-31,1852.963
2022-11-30,1964.866
2022-12-30,2047.33
2023-01-31,2108.419
2023-02-28,2153.684
2023-03-31,2145.609
2023-04-28,2169.152
2023-05-31,2058.563
2023-06-30,2087.645
2023-07-31,2193.46
2023-08-31,2070.32
2023-09-29,1935.836
2023-10-31,1849.978
2023-11-30,2083.726
2023-12-29,2236.325
2024-01-31,2130.16
2024-02-29,2099.009
2024-03-29,2145.059
2024-04-30,2099.518
2024-05-31,2246.505
2024-06-28,2136.016
2024-07-31,2227.443
2024-08-30,2308.747
2024-09-30,2303.411
2024-10-31,2099.98
2024-11-29,2046.873
2024-12-31,1955.743
2025-01-31,1994.206
2025-02-28,1968.215
2025-03-31,1983.451
2025-04-30,2131.044
2025-05-30,2248.434
2025-06-30,2311.285
2025-07-31,2226.068
