Date,BELGIUM SMALL GROWTH Small Cap
2002-03-08,339.85
2002-03-11,340.239
2002-03-12,336.504
2002-03-13,339.553
2002-03-14,344.642
2002-03-15,345.126
2002-03-18,342.708
2002-03-19,344.851
2002-03-20,345.18
2002-03-21,343.621
2002-03-22,344.178
2002-03-25,343.357
2002-03-26,340.16
2002-03-27,337.155
2002-03-28,338.84
2002-03-29,338.84
2002-04-01,341.617
2002-04-02,341.313
2002-04-03,342.969
2002-04-04,343.426
2002-04-05,342.182
2002-04-08,339.898
2002-04-09,338.041
2002-04-10,342.616
2002-04-11,342.935
2002-04-12,342.162
2002-04-15,339.368
2002-04-16,342.21
2002-04-17,347.753
2002-04-18,343.574
2002-04-19,343.012
2002-04-22,342.027
2002-04-23,342.88
2002-04-24,345.522
2002-04-25,347.048
2002-04-26,345.348
2002-04-29,346.557
2002-04-30,347.161
2002-05-01,349.126
2002-05-02,342.661
2002-05-03,346.798
2002-05-06,348.112
2002-05-07,345.176
2002-05-08,344.438
2002-05-09,343.347
2002-05-10,344.14
2002-05-13,343.603
2002-05-14,342.151
2002-05-15,344.667
2002-05-16,344.177
2002-05-17,350.226
2002-05-20,351.016
2002-05-21,347.706
2002-05-22,348.675
2002-05-23,346.422
2002-05-24,348.049
2002-05-27,347.168
2002-05-28,349.786
2002-05-29,345.76
2002-05-30,351.201
2002-05-31,351.423
2002-06-03,351.093
2002-06-04,352.752
2002-06-05,350.725
2002-06-06,356.131
2002-06-07,356.253
2002-06-10,356.779
2002-06-11,356.509
2002-06-12,350.996
2002-06-13,343.227
2002-06-14,336.442
2002-06-17,344.89
2002-06-18,345.942
2002-06-19,347.495
2002-06-20,350.353
2002-06-21,353.058
2002-06-24,349.348
2002-06-25,348.316
2002-06-26,349.534
2002-06-27,346.259
2002-06-28,353.715
2002-07-01,355.115
2002-07-02,349.177
2002-07-03,343.682
2002-07-04,346.777
2002-07-05,347.777
2002-07-08,352.464
2002-07-09,353.447
2002-07-10,344.339
2002-07-11,335.884
2002-07-12,336.767
2002-07-15,334.777
2002-07-16,334.121
2002-07-17,336.499
2002-07-18,339.43
2002-07-19,335.725
2002-07-22,324.682
2002-07-23,317.019
2002-07-24,308.694
2002-07-25,322.241
2002-07-26,324.44
2002-07-29,331.31
2002-07-30,332.222
2002-07-31,334.308
2002-08-01,328.689
2002-08-02,328.853
2002-08-05,319.577
2002-08-06,310.45
2002-08-07,312.257
2002-08-08,315.739
2002-08-09,317.704
2002-08-12,316.241
2002-08-13,319.964
2002-08-14,320.663
2002-08-15,322.059
2002-08-16,319.453
2002-08-19,321.647
2002-08-20,320.578
2002-08-21,325.353
2002-08-22,327.048
2002-08-23,331.809
2002-08-26,334.019
2002-08-27,338.243
2002-08-28,335.539
2002-08-29,334.269
2002-08-30,333.005
2002-09-02,330.266
2002-09-03,329.938
2002-09-04,330.8
2002-09-05,329.522
2002-09-06,326.714
2002-09-09,320.549
2002-09-10,321.193
2002-09-11,322.461
2002-09-12,321.689
2002-09-13,319.873
2002-09-16,319.285
2002-09-17,317.241
2002-09-18,316.293
2002-09-19,316.563
2002-09-20,313.513
2002-09-23,312.607
2002-09-24,306.368
2002-09-25,305.572
2002-09-26,309.196
2002-09-27,310.557
2002-09-30,310.969
2002-10-01,313.696
2002-10-02,311.823
2002-10-03,309.466
2002-10-04,304.769
2002-10-07,304.114
2002-10-08,300.401
2002-10-09,300.65
2002-10-10,295.983
2002-10-11,303.244
2002-10-14,297.621
2002-10-15,304.269
2002-10-16,308.765
2002-10-17,308.785
2002-10-18,313.537
2002-10-21,315.75
2002-10-22,317.345
2002-10-23,318.207
2002-10-24,319.55
2002-10-25,318.104
2002-10-28,322.046
2002-10-29,319.187
2002-10-30,320.301
2002-10-31,329.231
2002-11-01,328.66
2002-11-04,328.147
2002-11-05,335.851
2002-11-06,334.503
2002-11-07,340.731
2002-11-08,341.211
2002-11-11,341.242
2002-11-12,343.169
2002-11-13,342.693
2002-11-14,345.63
2002-11-15,338.42
2002-11-18,344.786
2002-11-19,345.022
2002-11-20,337.224
2002-11-21,340.403
2002-11-22,339.553
2002-11-25,340.479
2002-11-26,332.194
2002-11-27,333.597
2002-11-28,330.944
2002-11-29,332.453
2002-12-02,337.618
2002-12-03,339.731
2002-12-04,339.942
2002-12-05,337.101
2002-12-06,339.061
2002-12-09,336.855
2002-12-10,335.941
2002-12-11,334.885
2002-12-12,335.851
2002-12-13,328.987
2002-12-16,328.563
2002-12-17,329.402
2002-12-18,335.011
2002-12-19,337.555
2002-12-20,335.843
2002-12-23,336.383
2002-12-24,338.803
2002-12-25,338.803
2002-12-26,339.658
2002-12-27,337.694
2002-12-30,344.247
2002-12-31,348.342
2003-01-01,348.342
2003-01-02,342.84
2003-01-03,343.749
2003-01-06,343.357
2003-01-07,342.846
2003-01-08,340.423
2003-01-09,343.552
2003-01-10,347.273
2003-01-13,346.861
2003-01-14,348.989
2003-01-15,349.448
2003-01-16,348.579
2003-01-17,348.461
2003-01-20,349.131
2003-01-21,351.644
2003-01-22,350.801
2003-01-23,350.69
2003-01-24,353.093
2003-01-27,348.591
2003-01-28,348.841
2003-01-29,349.962
2003-01-30,348.51
2003-01-31,353.495
2003-02-03,337.211
2003-02-04,339.034
2003-02-05,333.006
2003-02-06,327.446
2003-02-07,328.165
2003-02-10,325.91
2003-02-11,324.107
2003-02-12,321.952
2003-02-13,326.672
2003-02-14,329.163
2003-02-17,328.779
2003-02-18,327.172
2003-02-19,324.877
2003-02-20,330.715
2003-02-21,332.071
2003-02-24,325.514
2003-02-25,318.351
2003-02-26,320.21
2003-02-27,318.24
2003-02-28,319.755
2003-03-03,322.138
2003-03-04,319.426
2003-03-05,323.942
2003-03-06,320.886
2003-03-07,316.596
2003-03-10,314.411
2003-03-11,315.054
2003-03-12,307.356
2003-03-13,309.696
2003-03-14,313.597
2003-03-17,309.993
2003-03-18,306.118
2003-03-19,307.056
2003-03-20,309.545
2003-03-21,310.259
2003-03-24,312.172
2003-03-25,312.15
2003-03-26,314.747
2003-03-27,318.958
2003-03-28,319.541
2003-03-31,324.308
2003-04-01,327.004
2003-04-02,328.658
2003-04-03,327.232
2003-04-04,331.057
2003-04-07,338.696
2003-04-08,334.664
2003-04-09,337.082
2003-04-10,341.259
2003-04-11,340.439
2003-04-14,343.753
2003-04-15,350.859
2003-04-16,353.215
2003-04-17,352.507
2003-04-18,352.507
2003-04-21,350.988
2003-04-22,350.266
2003-04-23,355.099
2003-04-24,358.225
2003-04-25,355.297
2003-04-28,354.683
2003-04-29,357.712
2003-04-30,366.873
2003-05-01,370.243
2003-05-02,364.961
2003-05-05,364.421
2003-05-06,368.711
2003-05-07,376.486
2003-05-08,373.911
2003-05-09,381.098
2003-05-12,378.52
2003-05-13,377.163
2003-05-14,376.344
2003-05-15,373.179
2003-05-16,385.289
2003-05-19,384.578
2003-05-20,390.658
2003-05-21,390.019
2003-05-22,394.04
2003-05-23,400.116
2003-05-26,400.528
2003-05-27,406.063
2003-05-28,399.441
2003-05-29,404.213
2003-05-30,404.792
2003-06-02,401.15
2003-06-03,404.899
2003-06-04,413.061
2003-06-05,420.091
2003-06-06,420.127
2003-06-09,418.439
2003-06-10,409.414
2003-06-11,414.252
2003-06-12,410.68
2003-06-13,410.212
2003-06-16,417.578
2003-06-17,414.027
2003-06-18,406.891
2003-06-19,406.725
2003-06-20,406.664
2003-06-23,402.095
2003-06-24,397.817
2003-06-25,401.658
2003-06-26,393.774
2003-06-27,399.746
2003-06-30,409.313
2003-07-01,409.804
2003-07-02,407.777
2003-07-03,409.608
2003-07-04,406.048
2003-07-07,401.407
2003-07-08,399.801
2003-07-09,398.702
2003-07-10,397.142
2003-07-11,397.672
2003-07-14,397.941
2003-07-15,401.2
2003-07-16,399.709
2003-07-17,399.08
2003-07-18,395.977
2003-07-21,403.057
2003-07-22,403.179
2003-07-23,404.656
2003-07-24,409.677
2003-07-25,412.968
2003-07-28,410.735
2003-07-29,414.07
2003-07-30,410.167
2003-07-31,408.675
2003-08-01,414.445
2003-08-04,419.546
2003-08-05,420.487
2003-08-06,417.709
2003-08-07,422.502
2003-08-08,423.03
2003-08-11,423.986
2003-08-12,423.353
2003-08-13,424.547
2003-08-14,423.56
2003-08-15,424.303
2003-08-18,424.636
2003-08-19,421.233
2003-08-20,424.453
2003-08-21,420.844
2003-08-22,415.811
2003-08-25,414.973
2003-08-26,413.118
2003-08-27,417.566
2003-08-28,418.702
2003-08-29,426.002
2003-09-01,432.728
2003-09-02,429.166
2003-09-03,428.374
2003-09-04,431.993
2003-09-05,436.298
2003-09-08,442.678
2003-09-09,448.696
2003-09-10,447.48
2003-09-11,444.844
2003-09-12,448.61
2003-09-15,447.314
2003-09-16,446.169
2003-09-17,447.211
2003-09-18,454.338
2003-09-19,455.104
2003-09-22,454.819
2003-09-23,455.846
2003-09-24,458.356
2003-09-25,459.295
2003-09-26,463.34
2003-09-29,463.447
2003-09-30,469.54
2003-10-01,473.661
2003-10-02,470.496
2003-10-03,470.168
2003-10-06,468.631
2003-10-07,476.581
2003-10-08,474.38
2003-10-09,477.204
2003-10-10,475.426
2003-10-13,468.135
2003-10-14,470.4
2003-10-15,471.867
2003-10-16,478.686
2003-10-17,475.191
2003-10-20,481.321
2003-10-21,479.428
2003-10-22,480.737
2003-10-23,474.277
2003-10-24,473.049
2003-10-27,471.907
2003-10-28,471.096
2003-10-29,469.15
2003-10-30,473.627
2003-10-31,473.633
2003-11-03,467.21
2003-11-04,470.834
2003-11-05,472.196
2003-11-06,473.696
2003-11-07,477.009
2003-11-10,477.802
2003-11-11,481.181
2003-11-12,483.547
2003-11-13,486.758
2003-11-14,487.758
2003-11-17,482.709
2003-11-18,478.769
2003-11-19,482.92
2003-11-20,479.728
2003-11-21,487.881
2003-11-24,481.498
2003-11-25,486.74
2003-11-26,491.888
2003-11-27,488.086
2003-11-28,490.308
2003-12-01,488.241
2003-12-02,496.582
2003-12-03,495.619
2003-12-04,495.25
2003-12-05,496.323
2003-12-08,497.025
2003-12-09,501.362
2003-12-10,499.743
2003-12-11,493.428
2003-12-12,501.155
2003-12-15,503.246
2003-12-16,503.528
2003-12-17,508.449
2003-12-18,509.103
2003-12-19,507.152
2003-12-22,511.242
2003-12-23,511.049
2003-12-24,511.696
2003-12-25,511.696
2003-12-26,511.49
2003-12-29,516.423
2003-12-30,516.953
2003-12-31,524.76
2004-01-01,524.76
2004-01-02,524.916
2004-01-05,532.047
2004-01-06,541.95
2004-01-07,534.888
2004-01-08,543.517
2004-01-09,549.465
2004-01-12,545.918
2004-01-13,546.71
2004-01-14,549.506
2004-01-15,546.524
2004-01-16,551.708
2004-01-19,554.163
2004-01-20,564.261
2004-01-21,567.88
2004-01-22,574.237
2004-01-23,576.506
2004-01-26,572.209
2004-01-27,575.676
2004-01-28,575.242
2004-01-29,562.954
2004-01-30,564.885
2004-02-02,567.407
2004-02-03,572.067
2004-02-04,569.938
2004-02-05,573.044
2004-02-06,577.414
2004-02-09,582.287
2004-02-10,584.432
2004-02-11,586.085
2004-02-12,600.63
2004-02-13,594.301
2004-02-16,594.526
2004-02-17,599.796
2004-02-18,602.819
2004-02-19,601.757
2004-02-20,593.748
2004-02-23,599.077
2004-02-24,600.846
2004-02-25,596.656
2004-02-26,602.521
2004-02-27,604.199
2004-03-01,606.3
2004-03-02,596.352
2004-03-03,592.613
2004-03-04,598.849
2004-03-05,612.829
2004-03-08,603.98
2004-03-09,605.916
2004-03-10,591.05
2004-03-11,573.4
2004-03-12,570.456
2004-03-15,565.794
2004-03-16,575.901
2004-03-17,574.025
2004-03-18,577.679
2004-03-19,568.839
2004-03-22,561.222
2004-03-23,558.166
2004-03-24,554.355
2004-03-25,559.294
2004-03-26,556.171
2004-03-29,558.49
2004-03-30,563.181
2004-03-31,570.149
2004-04-01,573.956
2004-04-02,570.262
2004-04-05,561.838
2004-04-06,567.357
2004-04-07,573.057
2004-04-08,572.9
2004-04-09,572.9
2004-04-12,571.29
2004-04-13,565.974
2004-04-14,565.835
2004-04-15,566.788
2004-04-16,574.795
2004-04-19,570.269
2004-04-20,567.353
2004-04-21,562.342
2004-04-22,561.789
2004-04-23,562.712
2004-04-26,562.71
2004-04-27,562.211
2004-04-28,557.39
2004-04-29,560.506
2004-04-30,562.423
2004-05-03,560.666
2004-05-04,561.534
2004-05-05,570.551
2004-05-06,563.999
2004-05-07,556.782
2004-05-10,540.239
2004-05-11,543.223
2004-05-12,549.435
2004-05-13,549.285
2004-05-14,551.536
2004-05-17,551.925
2004-05-18,550.104
2004-05-19,559.697
2004-05-20,556.9
2004-05-21,557.346
2004-05-24,550.574
2004-05-25,559.525
2004-05-26,564.808
2004-05-27,570.688
2004-05-28,569.413
2004-05-31,570.081
2004-06-01,578.297
2004-06-02,591.959
2004-06-03,584.982
2004-06-04,587.119
2004-06-07,597.977
2004-06-08,592.708
2004-06-09,578.454
2004-06-10,580.276
2004-06-11,573.86
2004-06-14,572.979
2004-06-15,577.385
2004-06-16,574.342
2004-06-17,574.412
2004-06-18,587.435
2004-06-21,584.443
2004-06-22,583.363
2004-06-23,584.188
2004-06-24,589.84
2004-06-25,592.461
2004-06-28,586.047
2004-06-29,579.705
2004-06-30,581.412
2004-07-01,586.557
2004-07-02,589.47
2004-07-05,592.009
2004-07-06,590.04
2004-07-07,592.517
2004-07-08,594.167
2004-07-09,591.161
2004-07-12,593.122
2004-07-13,591.546
2004-07-14,600.953
2004-07-15,591.741
2004-07-16,592.826
2004-07-19,587.876
2004-07-20,582.577
2004-07-21,578.069
2004-07-22,576.026
2004-07-23,568.879
2004-07-26,569.998
2004-07-27,567.0
2004-07-28,565.101
2004-07-29,569.823
2004-07-30,565.829
2004-08-02,564.619
2004-08-03,567.811
2004-08-04,567.746
2004-08-05,568.496
2004-08-06,577.666
2004-08-09,567.444
2004-08-10,568.991
2004-08-11,561.83
2004-08-12,559.213
2004-08-13,564.227
2004-08-16,560.472
2004-08-17,557.996
2004-08-18,556.452
2004-08-19,585.343
2004-08-20,591.784
2004-08-23,595.426
2004-08-24,588.967
2004-08-25,593.326
2004-08-26,594.302
2004-08-27,594.053
2004-08-30,593.437
2004-08-31,597.233
2004-09-01,596.638
2004-09-02,599.743
2004-09-03,601.807
2004-09-06,605.051
2004-09-07,608.529
2004-09-08,615.705
2004-09-09,613.536
2004-09-10,615.095
2004-09-13,610.719
2004-09-14,613.015
2004-09-15,606.566
2004-09-16,605.205
2004-09-17,609.881
2004-09-20,610.519
2004-09-21,615.664
2004-09-22,614.882
2004-09-23,607.47
2004-09-24,610.25
2004-09-27,608.891
2004-09-28,611.935
2004-09-29,612.428
2004-09-30,617.755
2004-10-01,617.602
2004-10-04,615.708
2004-10-05,619.885
2004-10-06,617.02
2004-10-07,613.982
2004-10-08,615.271
2004-10-11,612.789
2004-10-12,607.811
2004-10-13,615.925
2004-10-14,626.759
2004-10-15,643.826
2004-10-18,645.004
2004-10-19,650.964
2004-10-20,651.847
2004-10-21,653.369
2004-10-22,659.738
2004-10-25,655.568
2004-10-26,658.474
2004-10-27,662.691
2004-10-28,665.889
2004-10-29,666.746
2004-11-01,667.543
2004-11-02,666.417
2004-11-03,672.432
2004-11-04,676.699
2004-11-05,691.884
2004-11-08,701.446
2004-11-09,692.78
2004-11-10,692.702
2004-11-11,692.785
2004-11-12,694.295
2004-11-15,700.403
2004-11-16,698.484
2004-11-17,692.205
2004-11-18,660.476
2004-11-19,660.421
2004-11-22,660.404
2004-11-23,666.162
2004-11-24,682.573
2004-11-25,675.101
2004-11-26,671.832
2004-11-29,678.683
2004-11-30,681.42
2004-12-01,698.117
2004-12-02,696.89
2004-12-03,705.614
2004-12-06,709.955
2004-12-07,709.337
2004-12-08,701.341
2004-12-09,699.376
2004-12-10,679.803
2004-12-13,689.242
2004-12-14,688.829
2004-12-15,691.811
2004-12-16,687.306
2004-12-17,682.731
2004-12-20,685.131
2004-12-21,686.847
2004-12-22,692.25
2004-12-23,698.712
2004-12-24,704.915
2004-12-27,716.089
2004-12-28,715.2
2004-12-29,711.798
2004-12-30,721.404
2004-12-31,724.083
2005-01-03,720.647
2005-01-04,721.749
2005-01-05,713.157
2005-01-06,705.954
2005-01-07,701.557
2005-01-10,702.622
2005-01-11,699.097
2005-01-12,708.692
2005-01-13,702.003
2005-01-14,698.674
2005-01-17,701.692
2005-01-18,702.869
2005-01-19,702.647
2005-01-20,694.893
2005-01-21,698.329
2005-01-24,702.949
2005-01-25,703.349
2005-01-26,709.854
2005-01-27,712.485
2005-01-28,713.471
2005-01-31,722.198
2005-02-01,734.626
2005-02-02,739.104
2005-02-03,732.293
2005-02-04,749.348
2005-02-07,740.285
2005-02-08,738.55
2005-02-09,737.377
2005-02-10,742.361
2005-02-11,744.552
2005-02-14,745.63
2005-02-15,742.506
2005-02-16,746.397
2005-02-17,749.68
2005-02-18,752.422
2005-02-21,751.523
2005-02-22,752.564
2005-02-23,746.389
2005-02-24,748.728
2005-02-25,759.546
2005-02-28,771.778
2005-03-01,766.581
2005-03-02,751.011
2005-03-03,748.665
2005-03-04,763.291
2005-03-07,758.962
2005-03-08,763.339
2005-03-09,759.09
2005-03-10,770.23
2005-03-11,782.589
2005-03-14,773.63
2005-03-15,775.131
2005-03-16,782.449
2005-03-17,773.581
2005-03-18,770.38
2005-03-21,766.47
2005-03-22,767.665
2005-03-23,758.515
2005-03-24,759.637
2005-03-25,759.637
2005-03-28,754.306
2005-03-29,754.44
2005-03-30,754.314
2005-03-31,761.244
2005-04-01,762.47
2005-04-04,752.919
2005-04-05,757.989
2005-04-06,760.421
2005-04-07,761.842
2005-04-08,758.119
2005-04-11,765.672
2005-04-12,767.546
2005-04-13,770.376
2005-04-14,762.895
2005-04-15,764.78
2005-04-18,757.449
2005-04-19,764.328
2005-04-20,764.793
2005-04-21,765.849
2005-04-22,764.733
2005-04-25,757.517
2005-04-26,752.461
2005-04-27,746.413
2005-04-28,734.787
2005-04-29,742.249
2005-05-02,741.751
2005-05-03,742.745
2005-05-04,745.4
2005-05-05,752.378
2005-05-06,750.407
2005-05-09,746.008
2005-05-10,746.155
2005-05-11,743.154
2005-05-12,709.833
2005-05-13,704.566
2005-05-16,699.418
2005-05-17,695.794
2005-05-18,699.991
2005-05-19,695.323
2005-05-20,691.541
2005-05-23,693.463
2005-05-24,700.876
2005-05-25,701.261
2005-05-26,701.238
2005-05-27,695.153
2005-05-30,688.808
2005-05-31,683.716
2005-06-01,681.918
2005-06-02,666.299
2005-06-03,666.224
2005-06-06,662.467
2005-06-07,666.061
2005-06-08,666.035
2005-06-09,654.334
2005-06-10,652.557
2005-06-13,650.823
2005-06-14,651.081
2005-06-15,656.92
2005-06-16,656.788
2005-06-17,662.704
2005-06-20,656.312
2005-06-21,656.458
2005-06-22,656.585
2005-06-23,656.45
2005-06-24,658.18
2005-06-27,656.952
2005-06-28,658.572
2005-06-29,659.997
2005-06-30,667.258
2005-07-01,663.042
2005-07-04,669.014
2005-07-05,666.107
2005-07-06,661.082
2005-07-07,656.538
2005-07-08,648.377
2005-07-11,661.91
2005-07-12,672.575
2005-07-13,669.998
2005-07-14,680.834
2005-07-15,672.952
2005-07-18,674.428
2005-07-19,673.206
2005-07-20,672.876
2005-07-21,682.93
2005-07-22,679.805
2005-07-25,676.615
2005-07-26,675.915
2005-07-27,680.683
2005-07-28,686.075
2005-07-29,687.799
2005-08-01,690.281
2005-08-02,695.254
2005-08-03,697.949
2005-08-04,702.858
2005-08-05,700.723
2005-08-08,703.346
2005-08-09,701.988
2005-08-10,701.477
2005-08-11,700.722
2005-08-12,696.625
2005-08-15,690.026
2005-08-16,686.282
2005-08-17,678.752
2005-08-18,669.616
2005-08-19,670.857
2005-08-22,675.476
2005-08-23,673.513
2005-08-24,665.619
2005-08-25,653.537
2005-08-26,659.296
2005-08-29,650.782
2005-08-30,654.267
2005-08-31,662.652
2005-09-01,676.918
2005-09-02,676.002
2005-09-05,672.975
2005-09-06,676.835
2005-09-07,676.185
2005-09-08,673.007
2005-09-09,675.198
2005-09-12,667.041
2005-09-13,662.273
2005-09-14,667.049
2005-09-15,660.573
2005-09-16,657.742
2005-09-19,650.606
2005-09-20,651.946
2005-09-21,653.942
2005-09-22,645.181
2005-09-23,645.728
2005-09-26,644.953
2005-09-27,644.575
2005-09-28,641.586
2005-09-29,643.158
2005-09-30,659.824
2005-10-03,651.57
2005-10-04,654.098
2005-10-05,655.798
2005-10-06,658.792
2005-10-07,653.485
2005-10-10,652.611
2005-10-11,646.877
2005-10-12,645.806
2005-10-13,631.367
2005-10-14,633.622
2005-10-17,634.12
2005-10-18,620.13
2005-10-19,614.781
2005-10-20,614.7
2005-10-21,613.727
2005-10-24,611.145
2005-10-25,621.096
2005-10-26,619.662
2005-10-27,619.451
2005-10-28,616.329
2005-10-31,610.775
2005-11-01,607.669
2005-11-02,612.458
2005-11-03,610.119
2005-11-04,598.959
2005-11-07,602.575
2005-11-08,599.782
2005-11-09,600.792
