Date,AUSTRALIA GROWTH Standard (Large+Mid Cap)
1988-07-29,528.235
1988-08-31,513.342
1988-09-30,490.185
1988-10-31,518.068
1988-11-30,504.845
1988-12-30,505.537
1989-01-31,548.846
1989-02-28,467.861
1989-03-31,474.574
1989-04-28,489.535
1989-05-31,476.445
1989-06-30,489.991
1989-07-31,539.091
1989-08-31,577.323
1989-09-29,567.097
1989-10-31,548.453
1989-11-30,531.814
1989-12-29,565.977
1990-01-31,554.013
1990-02-28,518.826
1990-03-30,510.995
1990-04-30,471.517
1990-05-31,516.376
1990-06-29,541.175
1990-07-31,583.847
1990-08-31,576.689
1990-09-28,558.117
1990-10-31,519.533
1990-11-30,523.649
1990-12-31,512.837
1991-01-31,530.084
1991-02-28,567.367
1991-03-29,580.337
1991-04-30,634.569
1991-05-31,612.996
1991-06-28,627.355
1991-07-31,664.753
1991-08-30,654.959
1991-09-30,676.183
1991-10-31,706.383
1991-11-29,659.941
1991-12-31,654.791
1992-01-31,639.617
1992-02-28,638.367
1992-03-31,641.801
1992-04-30,667.529
1992-05-29,676.883
1992-06-30,654.223
1992-07-31,624.901
1992-08-31,568.153
1992-09-30,537.196
1992-10-30,500.401
1992-11-30,498.866
1992-12-31,556.231
1993-01-29,542.935
1993-02-26,582.3
1993-03-31,596.363
1993-04-30,588.632
1993-05-31,561.393
1993-06-30,547.839
1993-07-30,595.764
1993-08-31,619.794
1993-09-30,607.672
1993-10-29,680.858
1993-11-30,638.177
1993-12-31,709.349
1994-01-31,778.841
1994-02-28,733.641
1994-03-31,685.972
1994-04-29,701.651
1994-05-31,757.031
1994-06-30,728.168
1994-07-29,766.046
1994-08-31,816.879
1994-09-30,774.747
1994-10-31,801.728
1994-11-30,758.291
1994-12-30,782.784
1995-01-31,714.901
1995-02-28,717.662
1995-03-31,696.507
1995-04-28,760.275
1995-05-31,732.338
1995-06-30,724.118
1995-07-31,819.106
1995-08-31,836.192
1995-09-29,817.997
1995-10-31,804.007
1995-11-30,822.711
1995-12-29,833.922
1996-01-31,850.29
1996-02-29,880.221
1996-03-29,873.665
1996-04-30,940.104
1996-05-31,935.717
1996-06-28,895.265
1996-07-31,853.769
1996-08-30,909.13
1996-09-30,889.514
1996-10-31,911.938
1996-11-29,940.365
1996-12-31,940.45
1997-01-31,888.387
1997-02-28,895.978
1997-03-31,892.728
1997-04-30,936.934
1997-05-30,955.678
1997-06-30,985.013
1997-07-31,955.168
1997-08-29,879.607
1997-09-30,907.853
1997-10-31,779.817
1997-11-28,752.107
1997-12-31,776.528
1998-01-30,821.959
1998-02-27,851.124
1998-03-31,853.041
1998-04-30,830.341
1998-05-29,783.243
1998-06-30,753.629
1998-07-31,771.354
1998-08-31,675.77
1998-09-30,708.801
1998-10-30,754.207
1998-11-30,840.512
1998-12-31,856.388
1999-01-29,918.202
1999-02-26,882.629
1999-03-31,906.922
1999-04-30,959.436
1999-05-31,876.159
1999-06-30,921.863
1999-07-30,901.868
1999-08-31,877.203
1999-09-30,890.18
1999-10-29,851.209
1999-11-30,910.732
1999-12-31,937.691
2000-01-31,862.265
2000-02-29,796.061
2000-03-31,792.968
2000-04-28,748.912
2000-05-31,687.604
2000-06-30,796.696
2000-07-31,738.767
2000-08-31,741.931
2000-09-29,709.804
2000-10-31,660.708
2000-11-30,666.091
2000-12-29,688.724
2001-01-31,725.487
2001-02-28,682.951
2001-03-30,627.427
2001-04-30,692.503
2001-05-31,699.554
2001-06-29,694.986
2001-07-31,657.026
2001-08-31,671.334
2001-09-28,619.905
2001-10-31,651.829
2001-11-30,708.222
2001-12-31,715.572
2002-01-31,713.502
2002-02-28,725.98
2002-03-29,746.214
2002-04-30,730.466
2002-05-31,759.925
2002-06-28,735.875
2002-07-31,679.206
2002-08-30,686.064
2002-09-30,645.671
2002-10-31,677.65
2002-11-29,690.824
2002-12-31,677.998
2003-01-31,689.755
2003-02-28,679.379
2003-03-31,707.649
2003-04-30,759.138
2003-05-30,786.662
2003-06-30,807.634
2003-07-31,823.685
2003-08-29,863.576
2003-09-30,893.264
2003-10-31,982.901
2003-11-28,975.952
2003-12-31,1059.359
2004-01-30,1048.916
2004-02-27,1095.566
2004-03-31,1096.782
2004-04-30,1047.738
2004-05-31,1045.102
2004-06-30,1038.965
2004-07-30,1055.081
2004-08-31,1066.197
2004-09-30,1155.769
2004-10-29,1208.627
2004-11-30,1338.48
2004-12-31,1390.609
2005-01-31,1405.513
2005-02-28,1513.291
2005-03-31,1454.505
2005-04-29,1393.074
2005-05-31,1393.869
2005-06-30,1502.594
2005-07-29,1548.746
2005-08-31,1574.365
2005-09-30,1718.135
2005-10-31,1580.269
2005-11-30,1654.834
2005-12-30,1710.133
2006-01-31,1849.369
2006-02-28,1787.536
2006-03-31,1851.889
2006-04-28,2030.37
2006-05-31,1923.969
2006-06-30,1922.782
2006-07-31,1919.46
2006-08-31,1963.8
2006-09-29,1917.962
2006-10-31,2095.926
2006-11-30,2166.871
2006-12-29,2228.805
2007-01-31,2235.014
2007-02-28,2342.461
2007-03-30,2515.828
2007-04-30,2644.447
2007-05-31,2708.686
2007-06-29,2823.99
2007-07-31,2802.053
2007-08-31,2763.683
2007-09-28,3273.269
2007-10-31,3531.901
2007-11-30,3292.55
2007-12-31,3198.312
2008-01-31,2906.334
2008-02-29,3134.872
2008-03-31,2881.011
2008-04-30,3203.028
2008-05-30,3339.227
2008-06-30,3278.987
2008-07-31,2951.323
2008-08-29,2849.523
2008-09-30,2178.502
2008-10-31,1615.781
2008-11-28,1522.976
2008-12-31,1627.637
2009-01-30,1452.491
2009-02-27,1422.707
2009-03-31,1653.739
2009-04-30,1837.434
2009-05-29,2026.032
2009-06-30,2095.916
2009-07-31,2285.993
2009-08-31,2403.68
2009-09-30,2631.474
2009-10-30,2664.646
2009-11-30,2788.42
2009-12-31,2838.031
2010-01-29,2600.714
2010-02-26,2724.968
2010-03-31,2980.922
2010-04-30,2894.752
2010-05-31,2418.439
2010-06-30,2364.741
2010-07-30,2647.017
2010-08-31,2534.06
2010-09-30,2917.11
2010-10-29,3036.415
2010-11-30,2966.047
2010-12-31,3303.315
2011-01-31,3175.773
2011-02-28,3322.861
2011-03-31,3423.923
2011-04-29,3571.609
2011-05-31,3439.899
2011-06-30,3361.699
2011-07-29,3323.566
2011-08-31,3119.333
2011-09-30,2607.988
2011-10-31,3017.814
2011-11-30,2805.052
2011-12-30,2725.308
2012-01-31,3010.358
2012-02-29,3102.37
2012-03-30,2946.899
2012-04-30,2968.576
2012-05-31,2563.803
2012-06-29,2667.461
2012-07-31,2804.878
2012-08-31,2805.651
2012-09-28,2910.659
2012-10-31,2972.121
2012-11-30,3005.251
2012-12-31,3107.055
2013-01-31,3234.358
2013-02-28,3332.284
2013-03-29,3237.051
2013-04-30,3296.071
2013-05-31,2994.695
2013-06-28,2747.242
2013-07-31,2842.389
2013-08-30,2907.583
2013-09-30,3107.357
2013-10-31,3258.411
2013-11-29,3119.586
2013-12-31,3080.072
2014-01-31,2926.974
2014-02-28,3142.99
2014-03-31,3237.071
2014-04-30,3288.272
2014-05-30,3344.45
2014-06-30,3299.614
2014-07-31,3400.624
2014-08-29,3436.935
2014-09-30,3079.368
2014-10-31,3203.542
2014-11-28,2976.775
2014-12-31,2892.982
2015-01-30,2841.356
2015-02-27,3045.019
2015-03-31,2948.395
2015-04-30,3035.73
2015-05-29,2967.925
2015-06-30,2840.521
2015-07-31,2875.132
2015-08-31,2559.591
2015-09-30,2478.422
2015-10-30,2622.154
2015-11-30,2705.234
2015-12-31,2814.972
2016-01-29,2621.576
2016-02-29,2625.698
2016-03-31,2924.884
2016-04-29,2945.615
2016-05-31,2927.154
2016-06-30,2952.609
2016-07-29,3184.638
2016-08-31,3051.585
2016-09-30,3089.483
2016-10-31,2952.571
2016-11-30,2914.939
2016-12-30,2955.771
2017-01-31,3099.89
2017-02-28,3186.735
2017-03-31,3267.936
2017-04-28,3238.617
2017-05-31,3230.582
2017-06-30,3316.276
2017-07-31,3418.147
2017-08-31,3468.475
2017-09-29,3399.895
2017-10-31,3475.107
2017-11-30,3557.051
2017-12-29,3752.56
2018-01-31,3881.536
2018-02-28,3763.199
2018-03-30,3599.092
2018-04-30,3775.877
2018-05-31,3891.557
2018-06-29,3969.103
2018-07-31,4034.143
2018-08-31,4031.738
2018-09-28,3923.975
2018-10-31,3625.86
2018-11-30,3556.641
2018-12-31,3464.273
2019-01-31,3787.004
2019-02-28,3872.445
2019-03-29,3930.435
2019-04-30,3990.07
2019-05-31,3948.689
2019-06-28,4197.577
2019-07-31,4284.691
2019-08-30,4179.772
2019-09-30,4201.234
2019-10-31,4361.331
2019-11-29,4507.401
2019-12-31,4511.356
2020-01-31,4588.907
2020-02-28,4080.115
2020-03-31,3195.172
2020-04-30,3722.649
2020-05-29,3834.239
2020-06-30,4081.308
2020-07-31,4275.692
2020-08-31,4525.656
2020-09-30,4303.325
2020-10-30,4264.177
2020-11-30,4656.384
2020-12-31,4861.289
2021-01-29,4796.789
2021-02-26,4668.309
2021-03-31,4776.749
2021-04-30,5024.518
2021-05-31,5145.746
2021-06-30,5148.199
2021-07-30,5100.13
2021-08-31,5292.009
2021-09-30,5071.054
2021-10-29,5317.508
2021-11-30,5117.082
2021-12-31,5275.125
2022-01-31,4601.295
2022-02-28,4782.064
2022-03-31,5229.304
2022-04-29,4981.661
2022-05-31,4852.206
2022-06-30,4322.149
2022-07-29,4738.54
2022-08-31,4628.829
2022-09-30,4025.116
2022-10-31,4239.795
2022-11-30,4648.592
2022-12-30,4483.564
2023-01-31,4959.581
2023-02-28,4700.048
2023-03-31,4634.12
2023-04-28,4722.647
2023-05-31,4546.399
2023-06-30,4712.948
2023-07-31,4840.81
2023-08-31,4677.979
2023-09-29,4480.57
2023-10-31,4199.572
2023-11-30,4680.641
2023-12-29,5163.565
2024-01-31,5097.469
2024-02-29,5159.21
2024-03-29,5317.671
2024-04-30,5087.606
2024-05-31,5274.407
2024-06-28,5467.44
2024-07-31,5623.457
2024-08-30,5902.357
2024-09-30,6095.719
2024-10-31,5736.107
2024-11-29,6055.902
2024-12-31,5599.857
2025-01-31,5901.699
2025-02-28,5647.047
2025-03-31,5354.584
2025-04-30,5790.142
2025-05-30,6106.53
2025-06-30,6313.269
2025-07-31,6262.968
2025-08-29,6179.514
2025-09-30,6133.689
2025-10-31,5941.491
2025-11-28,5727.589
