Date,PORTUGAL IMI IMI (Large+Mid+Small Cap)
2002-05-02,316.855
2002-05-03,321.227
2002-05-06,319.889
2002-05-07,316.227
2002-05-08,322.065
2002-05-09,321.365
2002-05-10,321.432
2002-05-13,319.419
2002-05-14,318.283
2002-05-15,319.806
2002-05-16,321.015
2002-05-17,325.831
2002-05-20,325.789
2002-05-21,325.69
2002-05-22,329.343
2002-05-23,328.189
2002-05-24,330.274
2002-05-27,329.51
2002-05-28,334.632
2002-05-29,335.63
2002-05-30,337.645
2002-05-31,330.558
2002-06-03,334.336
2002-06-04,331.788
2002-06-05,331.511
2002-06-06,328.529
2002-06-07,325.692
2002-06-10,325.399
2002-06-11,325.824
2002-06-12,323.657
2002-06-13,319.1
2002-06-14,313.554
2002-06-17,317.491
2002-06-18,320.264
2002-06-19,322.807
2002-06-20,325.542
2002-06-21,325.435
2002-06-24,323.968
2002-06-25,325.424
2002-06-26,325.734
2002-06-27,325.983
2002-06-28,327.895
2002-07-01,324.647
2002-07-02,317.778
2002-07-03,308.942
2002-07-04,310.418
2002-07-05,314.668
2002-07-08,320.232
2002-07-09,321.768
2002-07-10,320.165
2002-07-11,317.064
2002-07-12,316.952
2002-07-15,316.83
2002-07-16,317.816
2002-07-17,318.9
2002-07-18,316.489
2002-07-19,308.526
2002-07-22,299.308
2002-07-23,291.567
2002-07-24,284.21
2002-07-25,291.663
2002-07-26,289.069
2002-07-29,291.934
2002-07-30,290.598
2002-07-31,290.055
2002-08-01,289.713
2002-08-02,285.347
2002-08-05,278.841
2002-08-06,272.694
2002-08-07,268.183
2002-08-08,273.92
2002-08-09,280.984
2002-08-12,281.38
2002-08-13,280.345
2002-08-14,281.025
2002-08-15,278.932
2002-08-16,278.027
2002-08-19,278.216
2002-08-20,277.994
2002-08-21,281.49
2002-08-22,287.972
2002-08-23,287.83
2002-08-26,285.824
2002-08-27,291.525
2002-08-28,288.031
2002-08-29,288.577
2002-08-30,288.908
2002-09-02,282.732
2002-09-03,285.429
2002-09-04,281.671
2002-09-05,279.977
2002-09-06,280.055
2002-09-09,278.399
2002-09-10,278.134
2002-09-11,279.195
2002-09-12,277.717
2002-09-13,274.668
2002-09-16,269.249
2002-09-17,261.649
2002-09-18,253.132
2002-09-19,252.206
2002-09-20,256.713
2002-09-23,247.801
2002-09-24,240.276
2002-09-25,245.043
2002-09-26,247.658
2002-09-27,240.116
2002-09-30,232.792
2002-10-01,233.39
2002-10-02,239.008
2002-10-03,239.25
2002-10-04,239.635
2002-10-07,238.247
2002-10-08,240.162
2002-10-09,242.28
2002-10-10,240.168
2002-10-11,249.049
2002-10-14,243.7
2002-10-15,248.055
2002-10-16,247.246
2002-10-17,246.118
2002-10-18,243.089
2002-10-21,241.723
2002-10-22,242.008
2002-10-23,233.393
2002-10-24,238.2
2002-10-25,245.531
2002-10-28,252.643
2002-10-29,246.14
2002-10-30,251.333
2002-10-31,257.508
2002-11-01,259.108
2002-11-04,265.361
2002-11-05,265.037
2002-11-06,264.631
2002-11-07,267.693
2002-11-08,269.906
2002-11-11,269.475
2002-11-12,268.536
2002-11-13,267.266
2002-11-14,271.622
2002-11-15,278.258
2002-11-18,282.757
2002-11-19,285.461
2002-11-20,284.022
2002-11-21,285.206
2002-11-22,286.237
2002-11-25,289.056
2002-11-26,284.169
2002-11-27,287.388
2002-11-28,292.164
2002-11-29,293.369
2002-12-02,293.921
2002-12-03,292.269
2002-12-04,296.999
2002-12-05,297.697
2002-12-06,298.855
2002-12-09,290.148
2002-12-10,289.52
2002-12-11,285.815
2002-12-12,284.952
2002-12-13,285.119
2002-12-16,284.751
2002-12-17,288.971
2002-12-18,292.123
2002-12-19,289.1
2002-12-20,288.099
2002-12-23,285.424
2002-12-24,286.605
2002-12-25,286.605
2002-12-26,287.328
2002-12-27,286.345
2002-12-30,287.311
2002-12-31,291.171
2003-01-01,291.171
2003-01-02,294.652
2003-01-03,295.646
2003-01-06,293.677
2003-01-07,299.195
2003-01-08,298.542
2003-01-09,302.349
2003-01-10,305.502
2003-01-13,309.372
2003-01-14,311.786
2003-01-15,309.074
2003-01-16,310.142
2003-01-17,309.081
2003-01-20,306.517
2003-01-21,300.114
2003-01-22,301.849
2003-01-23,305.241
2003-01-24,305.981
2003-01-27,301.141
2003-01-28,297.049
2003-01-29,291.208
2003-01-30,288.345
2003-01-31,288.925
2003-02-03,292.156
2003-02-04,291.47
2003-02-05,291.871
2003-02-06,292.68
2003-02-07,290.522
2003-02-10,287.328
2003-02-11,288.065
2003-02-12,285.851
2003-02-13,286.65
2003-02-14,289.119
2003-02-17,289.951
2003-02-18,289.047
2003-02-19,284.262
2003-02-20,284.267
2003-02-21,279.471
2003-02-24,273.498
2003-02-25,262.139
2003-02-26,264.852
2003-02-27,264.518
2003-02-28,266.948
2003-03-03,266.735
2003-03-04,269.405
2003-03-05,271.606
2003-03-06,272.608
2003-03-07,275.316
2003-03-10,279.223
2003-03-11,284.393
2003-03-12,282.999
2003-03-13,280.878
2003-03-14,277.138
2003-03-17,272.653
2003-03-18,275.695
2003-03-19,273.619
2003-03-20,272.728
2003-03-21,275.474
2003-03-24,274.64
2003-03-25,277.086
2003-03-26,280.048
2003-03-27,280.127
2003-03-28,279.183
2003-03-31,277.75
2003-04-01,281.191
2003-04-02,281.441
2003-04-03,281.415
2003-04-04,286.244
2003-04-07,292.194
2003-04-08,290.161
2003-04-09,289.98
2003-04-10,289.369
2003-04-11,285.572
2003-04-14,280.641
2003-04-15,288.159
2003-04-16,287.262
2003-04-17,287.171
2003-04-18,287.171
2003-04-21,285.933
2003-04-22,286.693
2003-04-23,289.122
2003-04-24,289.11
2003-04-25,289.923
2003-04-28,290.571
2003-04-29,290.861
2003-04-30,295.942
2003-05-01,298.66
2003-05-02,299.427
2003-05-05,303.49
2003-05-06,309.961
2003-05-07,311.369
2003-05-08,313.531
2003-05-09,311.568
2003-05-12,314.172
2003-05-13,312.116
2003-05-14,314.355
2003-05-15,312.245
2003-05-16,313.167
2003-05-19,316.531
2003-05-20,318.317
2003-05-21,317.468
2003-05-22,317.421
2003-05-23,319.916
2003-05-26,322.286
2003-05-27,323.185
2003-05-28,325.125
2003-05-29,325.7
2003-05-30,325.902
2003-06-02,330.139
2003-06-03,330.233
2003-06-04,333.536
2003-06-05,342.423
2003-06-06,338.878
2003-06-09,338.821
2003-06-10,336.654
2003-06-11,339.188
2003-06-12,334.825
2003-06-13,337.336
2003-06-16,343.546
2003-06-17,341.75
2003-06-18,333.627
2003-06-19,330.217
2003-06-20,333.469
2003-06-23,333.706
2003-06-24,327.972
2003-06-25,330.368
2003-06-26,328.218
2003-06-27,327.196
2003-06-30,327.302
2003-07-01,328.866
2003-07-02,330.971
2003-07-03,330.618
2003-07-04,327.598
2003-07-07,328.813
2003-07-08,327.84
2003-07-09,323.88
2003-07-10,324.689
2003-07-11,327.741
2003-07-14,329.618
2003-07-15,326.67
2003-07-16,324.148
2003-07-17,325.281
2003-07-18,321.953
2003-07-21,322.271
2003-07-22,321.479
2003-07-23,321.962
2003-07-24,326.121
2003-07-25,327.626
2003-07-28,324.498
2003-07-29,323.866
2003-07-30,320.341
2003-07-31,316.134
2003-08-01,314.214
2003-08-04,315.908
2003-08-05,318.182
2003-08-06,316.708
2003-08-07,319.034
2003-08-08,316.082
2003-08-11,317.103
2003-08-12,320.643
2003-08-13,321.107
2003-08-14,321.513
2003-08-15,322.899
2003-08-18,324.753
2003-08-19,323.5
2003-08-20,323.935
2003-08-21,323.717
2003-08-22,322.173
2003-08-25,322.376
2003-08-26,323.586
2003-08-27,324.591
2003-08-28,324.158
2003-08-29,324.965
2003-09-01,327.505
2003-09-02,323.653
2003-09-03,321.452
2003-09-04,321.316
2003-09-05,323.587
2003-09-08,324.135
2003-09-09,327.319
2003-09-10,327.072
2003-09-11,329.364
2003-09-12,332.693
2003-09-15,334.156
2003-09-16,330.172
2003-09-17,338.318
2003-09-18,339.954
2003-09-19,343.831
2003-09-22,345.648
2003-09-23,349.89
2003-09-24,349.906
2003-09-25,347.444
2003-09-26,344.296
2003-09-29,351.529
2003-09-30,354.811
2003-10-01,361.609
2003-10-02,362.334
2003-10-03,363.62
2003-10-06,362.943
2003-10-07,366.27
2003-10-08,368.292
2003-10-09,367.933
2003-10-10,371.647
2003-10-13,370.267
2003-10-14,371.471
2003-10-15,368.949
2003-10-16,368.36
2003-10-17,368.428
2003-10-20,365.568
2003-10-21,367.051
2003-10-22,366.538
2003-10-23,364.845
2003-10-24,367.159
2003-10-27,362.85
2003-10-28,362.615
2003-10-29,363.575
2003-10-30,364.797
2003-10-31,364.859
2003-11-03,360.833
2003-11-04,364.912
2003-11-05,364.584
2003-11-06,361.191
2003-11-07,367.263
2003-11-10,370.742
2003-11-11,371.648
2003-11-12,379.27
2003-11-13,383.527
2003-11-14,387.051
2003-11-17,381.176
2003-11-18,383.244
2003-11-19,388.38
2003-11-20,386.476
2003-11-21,386.746
2003-11-24,383.954
2003-11-25,385.032
2003-11-26,390.479
2003-11-27,392.444
2003-11-28,398.602
2003-12-01,400.88
2003-12-02,405.187
2003-12-03,405.37
2003-12-04,402.443
2003-12-05,401.7
2003-12-08,403.834
2003-12-09,402.735
2003-12-10,404.711
2003-12-11,403.057
2003-12-12,406.03
2003-12-15,407.618
2003-12-16,410.275
2003-12-17,410.833
2003-12-18,410.83
2003-12-19,408.85
2003-12-22,414.073
2003-12-23,416.699
2003-12-24,418.507
2003-12-25,418.507
2003-12-26,418.339
2003-12-29,421.359
2003-12-30,423.761
2003-12-31,428.044
2004-01-01,428.044
2004-01-02,434.573
2004-01-05,440.189
2004-01-06,438.741
2004-01-07,434.296
2004-01-08,442.846
2004-01-09,447.866
2004-01-12,444.547
2004-01-13,445.689
2004-01-14,444.656
2004-01-15,443.129
2004-01-16,438.349
2004-01-19,441.842
2004-01-20,444.193
2004-01-21,447.557
2004-01-22,449.007
2004-01-23,451.211
2004-01-26,445.344
2004-01-27,450.833
2004-01-28,450.889
2004-01-29,436.771
2004-01-30,438.261
2004-02-02,440.835
2004-02-03,444.597
2004-02-04,443.326
2004-02-05,447.631
2004-02-06,459.567
2004-02-09,459.07
2004-02-10,463.1
2004-02-11,471.76
2004-02-12,475.798
2004-02-13,474.861
2004-02-16,475.069
2004-02-17,483.0
2004-02-18,492.242
2004-02-19,482.625
2004-02-20,474.017
2004-02-23,482.085
2004-02-24,489.612
2004-02-25,486.649
2004-02-26,477.149
2004-02-27,478.695
2004-03-01,482.043
2004-03-02,483.527
2004-03-03,482.447
2004-03-04,484.493
2004-03-05,491.598
2004-03-08,498.571
2004-03-09,495.991
2004-03-10,482.951
2004-03-11,470.676
2004-03-12,469.034
2004-03-15,465.261
2004-03-16,472.859
2004-03-17,476.101
2004-03-18,476.727
2004-03-19,475.386
2004-03-22,469.138
2004-03-23,463.744
2004-03-24,460.029
2004-03-25,462.881
2004-03-26,458.47
2004-03-29,459.671
2004-03-30,458.283
2004-03-31,469.504
2004-04-01,472.727
2004-04-02,468.848
2004-04-05,461.815
2004-04-06,460.217
2004-04-07,472.33
2004-04-08,470.55
2004-04-09,470.55
2004-04-12,469.229
2004-04-13,464.935
2004-04-14,463.934
2004-04-15,464.172
2004-04-16,469.309
2004-04-19,472.878
2004-04-20,470.126
2004-04-21,461.658
2004-04-22,460.321
2004-04-23,461.244
2004-04-26,460.051
2004-04-27,463.278
2004-04-28,463.305
2004-04-29,467.796
2004-04-30,467.207
2004-05-03,469.862
2004-05-04,476.504
2004-05-05,479.809
2004-05-06,475.126
2004-05-07,463.591
2004-05-10,451.839
2004-05-11,450.462
2004-05-12,449.995
2004-05-13,446.863
2004-05-14,443.637
2004-05-17,440.181
2004-05-18,444.573
2004-05-19,452.379
2004-05-20,447.823
2004-05-21,450.159
2004-05-24,446.302
2004-05-25,449.379
2004-05-26,450.906
2004-05-27,462.242
2004-05-28,454.646
2004-05-31,456.111
2004-06-01,453.655
2004-06-02,456.942
2004-06-03,458.003
2004-06-04,459.72
2004-06-07,470.125
2004-06-08,466.974
2004-06-09,459.652
2004-06-10,462.091
2004-06-11,460.092
2004-06-14,458.604
2004-06-15,459.556
2004-06-16,462.153
2004-06-17,462.018
2004-06-18,463.845
2004-06-21,463.682
2004-06-22,464.091
2004-06-23,461.685
2004-06-24,463.506
2004-06-25,463.619
2004-06-28,471.261
2004-06-29,466.58
2004-06-30,470.132
2004-07-01,466.179
2004-07-02,469.156
2004-07-05,463.334
2004-07-06,462.82
2004-07-07,463.989
2004-07-08,471.084
2004-07-09,469.566
2004-07-12,473.659
2004-07-13,473.33
2004-07-14,475.08
2004-07-15,473.287
2004-07-16,475.909
2004-07-19,468.782
2004-07-20,470.286
2004-07-21,466.032
2004-07-22,465.61
2004-07-23,457.504
2004-07-26,453.479
2004-07-27,454.137
2004-07-28,456.1
2004-07-29,456.666
2004-07-30,448.32
2004-08-02,449.917
2004-08-03,446.297
2004-08-04,444.037
2004-08-05,447.326
2004-08-06,450.412
2004-08-09,450.017
2004-08-10,455.497
2004-08-11,447.918
2004-08-12,449.328
2004-08-13,451.05
2004-08-16,452.841
2004-08-17,450.549
2004-08-18,449.954
2004-08-19,452.493
2004-08-20,453.534
2004-08-23,449.129
2004-08-24,447.465
2004-08-25,447.217
2004-08-26,448.049
2004-08-27,447.566
2004-08-30,449.279
2004-08-31,451.919
2004-09-01,452.003
2004-09-02,452.875
2004-09-03,448.912
2004-09-06,451.069
2004-09-07,453.412
2004-09-08,462.348
2004-09-09,463.426
2004-09-10,470.493
2004-09-13,472.267
2004-09-14,475.807
2004-09-15,467.253
2004-09-16,468.125
2004-09-17,467.876
2004-09-20,466.94
2004-09-21,471.942
2004-09-22,471.212
2004-09-23,471.405
2004-09-24,470.419
2004-09-27,471.756
2004-09-28,471.77
2004-09-29,477.782
2004-09-30,480.968
2004-10-01,483.267
2004-10-04,482.843
2004-10-05,486.719
2004-10-06,487.36
2004-10-07,480.276
2004-10-08,486.707
2004-10-11,483.963
2004-10-12,480.87
2004-10-13,483.226
2004-10-14,486.294
2004-10-15,486.472
2004-10-18,486.873
2004-10-19,488.379
2004-10-20,492.207
2004-10-21,493.503
2004-10-22,493.805
2004-10-25,495.058
2004-10-26,492.493
2004-10-27,495.502
2004-10-28,498.553
2004-10-29,496.06
2004-11-01,502.54
2004-11-02,503.479
2004-11-03,507.957
2004-11-04,509.496
2004-11-05,509.287
2004-11-08,512.461
2004-11-09,512.062
2004-11-10,517.02
2004-11-11,515.1
2004-11-12,517.206
2004-11-15,513.099
2004-11-16,509.332
2004-11-17,517.423
2004-11-18,513.251
2004-11-19,516.532
2004-11-22,518.165
2004-11-23,519.564
2004-11-24,523.502
2004-11-25,527.405
2004-11-26,528.524
2004-11-29,527.233
2004-11-30,524.521
2004-12-01,521.73
2004-12-02,519.969
2004-12-03,522.271
2004-12-06,523.865
2004-12-07,526.26
2004-12-08,521.133
2004-12-09,522.043
2004-12-10,523.958
2004-12-13,530.656
2004-12-14,532.699
2004-12-15,538.117
2004-12-16,531.988
2004-12-17,526.088
2004-12-20,535.118
2004-12-21,532.622
2004-12-22,533.919
2004-12-23,538.593
2004-12-24,539.067
2004-12-27,542.958
2004-12-28,542.38
2004-12-29,541.947
2004-12-30,542.466
2004-12-31,543.882
2005-01-03,538.136
2005-01-04,534.849
2005-01-05,534.193
2005-01-06,533.321
2005-01-07,533.341
2005-01-10,530.767
2005-01-11,532.046
2005-01-12,536.662
2005-01-13,535.372
2005-01-14,528.388
2005-01-17,534.892
2005-01-18,532.293
2005-01-19,536.671
2005-01-20,533.706
2005-01-21,539.272
2005-01-24,540.258
2005-01-25,535.068
2005-01-26,543.554
2005-01-27,541.575
2005-01-28,544.182
2005-01-31,550.724
2005-02-01,553.863
2005-02-02,551.795
2005-02-03,548.772
2005-02-04,548.187
2005-02-07,545.265
2005-02-08,545.35
2005-02-09,544.144
2005-02-10,546.607
2005-02-11,548.593
2005-02-14,550.253
2005-02-15,551.208
2005-02-16,551.058
2005-02-17,552.973
2005-02-18,552.298
2005-02-21,543.775
2005-02-22,549.409
2005-02-23,543.38
2005-02-24,543.95
2005-02-25,546.042
2005-02-28,548.657
2005-03-01,548.185
2005-03-02,541.535
2005-03-03,541.565
2005-03-04,546.926
2005-03-07,547.653
2005-03-08,553.393
2005-03-09,553.511
2005-03-10,550.552
2005-03-11,554.267
2005-03-14,548.972
2005-03-15,544.87
2005-03-16,546.376
2005-03-17,542.392
2005-03-18,540.252
2005-03-21,534.861
2005-03-22,534.859
2005-03-23,528.403
2005-03-24,530.266
2005-03-25,530.266
2005-03-28,526.545
2005-03-29,530.122
2005-03-30,528.091
2005-03-31,528.945
2005-04-01,527.289
2005-04-04,520.36
2005-04-05,524.721
2005-04-06,522.226
2005-04-07,526.698
2005-04-08,525.342
2005-04-11,530.36
2005-04-12,528.406
2005-04-13,535.801
2005-04-14,530.313
2005-04-15,530.319
2005-04-18,528.411
2005-04-19,530.579
2005-04-20,536.18
2005-04-21,537.528
2005-04-22,539.089
2005-04-25,534.151
2005-04-26,531.059
2005-04-27,522.28
2005-04-28,519.708
2005-04-29,518.939
2005-05-02,518.992
2005-05-03,524.094
2005-05-04,526.863
2005-05-05,526.993
2005-05-06,521.325
2005-05-09,517.0
2005-05-10,517.442
2005-05-11,515.893
2005-05-12,516.192
2005-05-13,514.218
2005-05-16,513.096
2005-05-17,514.811
2005-05-18,517.712
2005-05-19,517.853
2005-05-20,520.071
2005-05-23,523.593
2005-05-24,523.666
2005-05-25,518.958
2005-05-26,515.363
2005-05-27,513.731
2005-05-30,509.655
2005-05-31,499.326
2005-06-01,502.233
2005-06-02,491.981
2005-06-03,492.909
2005-06-06,492.883
2005-06-07,489.738
2005-06-08,487.933
2005-06-09,484.639
2005-06-10,485.576
2005-06-13,484.025
2005-06-14,482.767
2005-06-15,485.778
2005-06-16,481.81
2005-06-17,491.449
2005-06-20,487.329
2005-06-21,488.914
2005-06-22,488.847
2005-06-23,486.313
2005-06-24,483.812
2005-06-27,480.604
2005-06-28,478.015
2005-06-29,481.51
2005-06-30,485.956
2005-07-01,484.127
2005-07-04,480.8
2005-07-05,479.519
2005-07-06,480.899
2005-07-07,476.715
2005-07-08,478.544
2005-07-11,483.697
2005-07-12,487.056
2005-07-13,481.121
2005-07-14,484.003
2005-07-15,479.729
2005-07-18,484.225
2005-07-19,482.87
2005-07-20,481.111
2005-07-21,485.931
2005-07-22,484.063
2005-07-25,483.277
2005-07-26,483.3
2005-07-27,485.612
2005-07-28,489.834
2005-07-29,492.644
2005-08-01,493.927
2005-08-02,495.799
2005-08-03,505.232
2005-08-04,508.107
2005-08-05,509.291
2005-08-08,508.986
2005-08-09,507.265
2005-08-10,510.118
2005-08-11,512.92
2005-08-12,513.001
2005-08-15,512.655
2005-08-16,511.436
2005-08-17,509.246
2005-08-18,500.218
2005-08-19,503.269
2005-08-22,508.713
2005-08-23,506.329
2005-08-24,504.564
2005-08-25,502.792
2005-08-26,503.079
2005-08-29,500.196
2005-08-30,499.552
2005-08-31,509.928
2005-09-01,518.018
2005-09-02,519.572
2005-09-05,523.615
2005-09-06,524.729
2005-09-07,522.171
2005-09-08,520.395
2005-09-09,521.449
2005-09-12,511.117
2005-09-13,512.102
2005-09-14,513.816
2005-09-15,513.653
2005-09-16,511.736
2005-09-19,508.648
2005-09-20,512.813
2005-09-21,513.587
2005-09-22,508.271
2005-09-23,508.607
2005-09-26,509.095
2005-09-27,508.358
2005-09-28,508.501
2005-09-29,511.386
2005-09-30,515.008
2005-10-03,506.734
2005-10-04,508.36
2005-10-05,514.464
2005-10-06,522.547
2005-10-07,517.043
2005-10-10,514.997
2005-10-11,513.597
2005-10-12,513.001
2005-10-13,504.522
2005-10-14,514.294
2005-10-17,510.985
2005-10-18,504.712
2005-10-19,500.251
2005-10-20,501.264
2005-10-21,501.902
2005-10-24,503.443
2005-10-25,509.561
2005-10-26,505.356
2005-10-27,499.906
2005-10-28,496.401
2005-10-31,497.012
2005-11-01,499.188
2005-11-02,503.145
2005-11-03,500.25
2005-11-04,492.15
2005-11-07,494.066
2005-11-08,494.333
