Date,SPAIN LARGE GROWTH Large Cap
2003-07-24,403.055
2003-07-25,400.16
2003-07-28,403.398
2003-07-29,401.104
2003-07-30,403.078
2003-07-31,403.191
2003-08-01,399.593
2003-08-04,399.426
2003-08-05,403.952
2003-08-06,401.878
2003-08-07,401.433
2003-08-08,400.699
2003-08-11,403.019
2003-08-12,404.31
2003-08-13,404.173
2003-08-14,412.454
2003-08-15,412.161
2003-08-18,414.973
2003-08-19,414.908
2003-08-20,415.144
2003-08-21,412.699
2003-08-22,406.978
2003-08-25,405.453
2003-08-26,401.78
2003-08-27,402.905
2003-08-28,405.573
2003-08-29,403.475
2003-09-01,407.945
2003-09-02,404.535
2003-09-03,408.909
2003-09-04,410.314
2003-09-05,412.191
2003-09-08,419.12
2003-09-09,417.822
2003-09-10,411.446
2003-09-11,410.376
2003-09-12,407.053
2003-09-15,408.966
2003-09-16,411.154
2003-09-17,413.056
2003-09-18,418.251
2003-09-19,412.556
2003-09-22,407.633
2003-09-23,407.774
2003-09-24,403.054
2003-09-25,404.506
2003-09-26,397.459
2003-09-29,398.144
2003-09-30,396.792
2003-10-01,402.716
2003-10-02,402.516
2003-10-03,413.639
2003-10-06,413.136
2003-10-07,417.137
2003-10-08,420.623
2003-10-09,425.215
2003-10-10,423.796
2003-10-13,425.159
2003-10-14,423.209
2003-10-15,420.828
2003-10-16,423.494
2003-10-17,417.412
2003-10-20,417.505
2003-10-21,420.295
2003-10-22,420.803
2003-10-23,418.95
2003-10-24,418.562
2003-10-27,423.295
2003-10-28,424.872
2003-10-29,426.419
2003-10-30,430.36
2003-10-31,427.72
2003-11-03,427.053
2003-11-04,425.937
2003-11-05,425.751
2003-11-06,425.429
2003-11-07,428.439
2003-11-10,427.06
2003-11-11,425.519
2003-11-12,433.553
2003-11-13,437.234
2003-11-14,441.319
2003-11-17,430.674
2003-11-18,433.83
2003-11-19,435.281
2003-11-20,431.901
2003-11-21,434.32
2003-11-24,436.096
2003-11-25,435.842
2003-11-26,440.039
2003-11-27,441.301
2003-11-28,444.263
2003-12-01,450.733
2003-12-02,453.209
2003-12-03,457.439
2003-12-04,455.328
2003-12-05,456.875
2003-12-08,459.754
2003-12-09,465.614
2003-12-10,465.192
2003-12-11,466.269
2003-12-12,471.297
2003-12-15,476.289
2003-12-16,480.191
2003-12-17,479.713
2003-12-18,485.066
2003-12-19,485.392
2003-12-22,486.938
2003-12-23,492.542
2003-12-24,493.93
2003-12-25,493.93
2003-12-26,493.731
2003-12-29,499.433
2003-12-30,497.661
2003-12-31,500.957
2004-01-01,500.957
2004-01-02,513.174
2004-01-05,522.778
2004-01-06,525.913
2004-01-07,530.751
2004-01-08,538.295
2004-01-09,538.104
2004-01-12,536.448
2004-01-13,536.784
2004-01-14,536.889
2004-01-15,532.37
2004-01-16,523.019
2004-01-19,526.191
2004-01-20,531.194
2004-01-21,537.469
2004-01-22,546.763
2004-01-23,547.946
2004-01-26,535.021
2004-01-27,540.586
2004-01-28,543.2
2004-01-29,524.125
2004-01-30,516.292
2004-02-02,519.5
2004-02-03,524.766
2004-02-04,514.626
2004-02-05,525.167
2004-02-06,537.832
2004-02-09,546.554
2004-02-10,550.375
2004-02-11,552.599
2004-02-12,559.987
2004-02-13,552.887
2004-02-16,553.452
2004-02-17,560.981
2004-02-18,562.787
2004-02-19,560.499
2004-02-20,545.947
2004-02-23,542.838
2004-02-24,542.305
2004-02-25,538.779
2004-02-26,533.026
2004-02-27,538.805
2004-03-01,544.762
2004-03-02,540.593
2004-03-03,527.31
2004-03-04,533.093
2004-03-05,544.216
2004-03-08,541.93
2004-03-09,538.646
2004-03-10,529.362
2004-03-11,520.056
2004-03-12,511.239
2004-03-15,488.781
2004-03-16,502.441
2004-03-17,507.484
2004-03-18,504.853
2004-03-19,507.55
2004-03-22,497.096
2004-03-23,496.686
2004-03-24,490.954
2004-03-25,501.926
2004-03-26,501.83
2004-03-29,506.819
2004-03-30,505.474
2004-03-31,508.943
2004-04-01,517.469
2004-04-02,521.096
2004-04-05,515.556
2004-04-06,516.963
2004-04-07,522.945
2004-04-08,525.119
2004-04-09,525.119
2004-04-12,523.644
2004-04-13,523.115
2004-04-14,518.89
2004-04-15,515.018
2004-04-16,521.954
2004-04-19,520.764
2004-04-20,518.396
2004-04-21,509.554
2004-04-22,508.056
2004-04-23,508.962
2004-04-26,511.04
2004-04-27,514.23
2004-04-28,503.849
2004-04-29,503.478
2004-04-30,501.966
2004-05-03,504.383
2004-05-04,509.929
2004-05-05,517.892
2004-05-06,506.204
2004-05-07,493.322
2004-05-10,477.999
2004-05-11,482.331
2004-05-12,477.495
2004-05-13,477.746
2004-05-14,471.646
2004-05-17,471.702
2004-05-18,475.998
2004-05-19,492.451
2004-05-20,482.027
2004-05-21,484.167
2004-05-24,488.145
2004-05-25,490.221
2004-05-26,494.41
2004-05-27,504.872
2004-05-28,501.298
2004-05-31,501.873
2004-06-01,494.333
2004-06-02,500.56
2004-06-03,500.01
2004-06-04,506.544
2004-06-07,517.835
2004-06-08,515.022
2004-06-09,505.642
2004-06-10,506.734
2004-06-11,501.062
2004-06-14,497.076
2004-06-15,500.526
2004-06-16,500.491
2004-06-17,502.391
2004-06-18,505.73
2004-06-21,505.278
2004-06-22,501.706
2004-06-23,502.765
2004-06-24,510.489
2004-06-25,506.561
2004-06-28,515.164
2004-06-29,508.145
2004-06-30,508.547
2004-07-01,510.308
2004-07-02,513.011
2004-07-05,513.99
2004-07-06,510.209
2004-07-07,518.735
2004-07-08,523.254
2004-07-09,517.919
2004-07-12,518.761
2004-07-13,517.104
2004-07-14,518.317
2004-07-15,512.46
2004-07-16,517.127
2004-07-19,513.568
2004-07-20,512.442
2004-07-21,509.663
2004-07-22,504.646
2004-07-23,496.544
2004-07-26,490.141
2004-07-27,494.352
2004-07-28,491.991
2004-07-29,501.241
2004-07-30,504.552
2004-08-02,499.637
2004-08-03,499.683
2004-08-04,494.156
2004-08-05,494.798
2004-08-06,491.827
2004-08-09,486.998
2004-08-10,489.776
2004-08-11,481.631
2004-08-12,484.671
2004-08-13,485.975
2004-08-16,485.621
2004-08-17,491.851
2004-08-18,494.649
2004-08-19,497.723
2004-08-20,495.188
2004-08-23,495.922
2004-08-24,494.036
2004-08-25,492.704
2004-08-26,496.528
2004-08-27,496.165
2004-08-30,495.344
2004-08-31,497.284
2004-09-01,502.049
2004-09-02,503.743
2004-09-03,504.839
2004-09-06,508.496
2004-09-07,510.362
2004-09-08,511.244
2004-09-09,509.386
2004-09-10,516.011
2004-09-13,519.986
2004-09-14,519.884
2004-09-15,513.422
2004-09-16,513.222
2004-09-17,515.926
2004-09-20,511.9
2004-09-21,517.223
2004-09-22,513.007
2004-09-23,513.691
2004-09-24,510.639
2004-09-27,508.717
2004-09-28,511.677
2004-09-29,516.459
2004-09-30,520.075
2004-10-01,536.499
2004-10-04,538.097
2004-10-05,541.672
2004-10-06,542.286
2004-10-07,545.029
2004-10-08,549.544
2004-10-11,547.433
2004-10-12,544.227
2004-10-13,542.984
2004-10-14,544.642
2004-10-15,549.537
2004-10-18,552.392
2004-10-19,561.399
2004-10-20,559.627
2004-10-21,564.614
2004-10-22,568.058
2004-10-25,562.835
2004-10-26,562.654
2004-10-27,571.052
2004-10-28,579.344
2004-10-29,575.862
2004-11-01,576.971
2004-11-02,586.362
2004-11-03,592.317
2004-11-04,595.75
2004-11-05,600.564
2004-11-08,602.561
2004-11-09,597.251
2004-11-10,592.854
2004-11-11,589.689
2004-11-12,590.851
2004-11-15,588.712
2004-11-16,586.171
2004-11-17,602.569
2004-11-18,600.686
2004-11-19,600.441
2004-11-22,598.364
2004-11-23,602.868
2004-11-24,612.214
2004-11-25,622.018
2004-11-26,621.273
2004-11-29,621.575
2004-11-30,619.338
2004-12-01,627.494
2004-12-02,631.935
2004-12-03,633.704
2004-12-06,636.358
2004-12-07,642.448
2004-12-08,634.769
2004-12-09,629.66
2004-12-10,633.727
2004-12-13,642.919
2004-12-14,641.77
2004-12-15,645.969
2004-12-16,640.038
2004-12-17,634.251
2004-12-20,642.762
2004-12-21,645.706
2004-12-22,651.756
2004-12-23,659.752
2004-12-24,661.462
2004-12-27,664.276
2004-12-28,665.198
2004-12-29,667.248
2004-12-30,667.179
2004-12-31,665.343
2005-01-03,664.216
2005-01-04,654.37
2005-01-05,648.298
2005-01-06,643.195
2005-01-07,639.73
2005-01-10,640.434
2005-01-11,635.893
2005-01-12,638.164
2005-01-13,638.282
2005-01-14,630.38
2005-01-17,634.771
2005-01-18,632.249
2005-01-19,632.368
2005-01-20,621.73
2005-01-21,622.624
2005-01-24,621.184
2005-01-25,622.157
2005-01-26,631.043
2005-01-27,634.307
2005-01-28,633.792
2005-01-31,642.331
2005-02-01,643.696
2005-02-02,646.876
2005-02-03,642.199
2005-02-04,648.464
2005-02-07,645.83
2005-02-08,642.673
2005-02-09,641.536
2005-02-10,647.543
2005-02-11,655.01
2005-02-14,658.686
2005-02-15,662.565
2005-02-16,657.613
2005-02-17,661.081
2005-02-18,658.146
2005-02-21,654.296
2005-02-22,651.858
2005-02-23,651.104
2005-02-24,650.509
2005-02-25,657.729
2005-02-28,655.462
2005-03-01,656.701
2005-03-02,651.015
2005-03-03,647.223
2005-03-04,659.234
2005-03-07,659.175
2005-03-08,663.522
2005-03-09,658.601
2005-03-10,656.729
2005-03-11,657.693
2005-03-14,648.488
2005-03-15,649.118
2005-03-16,642.244
2005-03-17,640.749
2005-03-18,637.954
2005-03-21,627.385
2005-03-22,634.437
2005-03-23,622.824
2005-03-24,623.498
2005-03-25,623.498
2005-03-28,619.122
2005-03-29,622.736
2005-03-30,621.894
2005-03-31,621.154
2005-04-01,621.273
2005-04-04,609.483
2005-04-05,615.718
2005-04-06,622.42
2005-04-07,624.714
2005-04-08,622.876
2005-04-11,626.156
2005-04-12,620.778
2005-04-13,625.383
2005-04-14,621.048
2005-04-15,612.801
2005-04-18,610.183
2005-04-19,611.119
2005-04-20,610.624
2005-04-21,614.262
2005-04-22,618.453
2005-04-25,612.548
2005-04-26,609.69
2005-04-27,603.471
2005-04-28,601.465
2005-04-29,603.137
2005-05-02,608.547
2005-05-03,612.653
2005-05-04,617.183
2005-05-05,620.856
2005-05-06,617.792
2005-05-09,613.689
2005-05-10,610.727
2005-05-11,608.506
2005-05-12,609.481
2005-05-13,609.746
2005-05-16,609.658
2005-05-17,610.444
2005-05-18,618.444
2005-05-19,621.11
2005-05-20,616.211
2005-05-23,620.621
2005-05-24,618.522
2005-05-25,615.937
2005-05-26,615.35
2005-05-27,612.204
2005-05-30,613.262
2005-05-31,604.562
2005-06-01,607.661
2005-06-02,608.338
2005-06-03,604.211
2005-06-06,600.27
2005-06-07,604.363
2005-06-08,605.18
2005-06-09,598.294
2005-06-10,597.359
2005-06-13,594.461
2005-06-14,597.213
2005-06-15,598.144
2005-06-16,599.498
2005-06-17,609.874
2005-06-20,604.497
2005-06-21,606.056
2005-06-22,607.039
2005-06-23,603.092
2005-06-24,599.242
2005-06-27,597.902
2005-06-28,595.549
2005-06-29,601.281
2005-06-30,605.299
2005-07-01,601.709
2005-07-04,597.701
2005-07-05,596.065
2005-07-06,597.16
2005-07-07,587.259
2005-07-08,593.647
2005-07-11,608.249
2005-07-12,615.379
2005-07-13,613.876
2005-07-14,617.345
2005-07-15,614.93
2005-07-18,615.684
2005-07-19,620.067
2005-07-20,618.249
2005-07-21,624.897
2005-07-22,623.93
2005-07-25,619.672
2005-07-26,619.986
2005-07-27,627.763
2005-07-28,635.346
2005-07-29,637.821
2005-08-01,638.515
2005-08-02,640.409
2005-08-03,653.176
2005-08-04,650.798
2005-08-05,644.208
2005-08-08,647.502
2005-08-09,646.959
2005-08-10,652.716
2005-08-11,652.065
2005-08-12,648.481
2005-08-15,645.485
2005-08-16,639.662
2005-08-17,637.867
2005-08-18,628.364
2005-08-19,632.661
2005-08-22,639.131
2005-08-23,636.008
2005-08-24,636.581
2005-08-25,631.284
2005-08-26,627.016
2005-08-29,629.327
2005-08-30,621.573
2005-08-31,629.102
2005-09-01,642.496
2005-09-02,645.33
2005-09-05,651.141
2005-09-06,655.518
2005-09-07,653.077
2005-09-08,652.405
2005-09-09,655.366
2005-09-12,645.408
2005-09-13,641.827
2005-09-14,645.906
2005-09-15,640.017
2005-09-16,641.09
2005-09-19,636.417
2005-09-20,640.605
2005-09-21,639.199
2005-09-22,633.045
2005-09-23,630.937
2005-09-26,635.364
2005-09-27,627.747
2005-09-28,632.545
2005-09-29,629.926
2005-09-30,634.589
2005-10-03,628.133
2005-10-04,631.318
2005-10-05,633.634
2005-10-06,649.765
2005-10-07,648.844
2005-10-10,649.415
2005-10-11,648.429
2005-10-12,641.752
2005-10-13,633.578
2005-10-14,643.518
2005-10-17,641.35
2005-10-18,629.117
2005-10-19,626.256
2005-10-20,624.694
2005-10-21,628.403
2005-10-24,632.13
2005-10-25,635.649
2005-10-26,634.454
2005-10-27,631.122
2005-10-28,627.301
2005-10-31,614.655
2005-11-01,607.418
2005-11-02,609.4
2005-11-03,599.796
2005-11-04,586.836
2005-11-07,590.653
2005-11-08,590.643
2005-11-09,590.814
