Date,SPAIN LARGE GROWTH Large Cap
2019-06-28,1863.969
2019-07-31,1852.916
2019-08-30,1840.497
2019-09-30,1819.318
2019-10-31,1862.004
2019-11-29,1919.861
2019-12-31,2044.021
2020-01-31,1991.308
2020-02-28,1786.211
2020-03-31,1370.661
2020-04-30,1399.113
2020-05-29,1535.092
2020-06-30,1517.457
2020-07-31,1510.991
2020-08-31,1596.222
2020-09-30,1561.633
2020-10-30,1439.014
2020-11-30,1804.434
2020-12-31,1806.236
2021-01-29,1659.631
2021-02-26,1741.183
2021-03-31,1765.032
2021-04-30,1846.656
2021-05-31,1975.514
2021-06-30,1908.725
2021-07-30,1864.565
2021-08-31,1874.129
2021-09-30,1898.818
2021-10-29,1885.501
2021-11-30,1698.962
2021-12-31,1780.359
2022-01-31,1621.31
2022-02-28,1569.731
2022-03-31,1510.897
2022-04-29,1447.193
2022-05-31,1474.978
2022-06-30,1326.557
2022-07-29,1423.515
2022-08-31,1293.979
2022-09-30,1144.0
2022-10-31,1249.587
2022-11-30,1338.914
2022-12-30,1342.06
2023-01-31,1593.279
2023-02-28,1584.491
2023-03-31,1684.375
2023-04-28,1777.72
2023-05-31,1741.568
2023-06-30,1877.298
2023-07-31,1862.807
2023-08-31,1805.217
2023-09-29,1687.061
2023-10-31,1561.843
2023-11-30,1896.616
2023-12-29,1986.805
2024-01-31,1979.72
2024-02-29,1889.37
2024-03-29,2054.107
2024-04-30,1936.252
2024-05-31,2076.614
2024-06-28,2061.334
2024-07-31,2052.728
2024-08-30,2218.36
2024-09-30,2383.066
2024-10-31,2297.703
2024-11-29,2258.39
2024-12-31,2156.785
2025-01-31,2278.318
2025-02-28,2315.126
2025-03-31,2251.068
2025-04-30,2461.069
2025-05-30,2522.546
2025-06-30,2533.336
2025-07-31,2459.392
