Date,WORLD ex USA LARGE VALUE Large Cap
2002-03-25,414.661
2002-03-26,414.969
2002-03-27,415.483
2002-03-28,419.844
2002-03-29,417.61
2002-04-01,419.322
2002-04-02,419.187
2002-04-03,420.369
2002-04-04,418.64
2002-04-05,417.622
2002-04-08,412.829
2002-04-09,412.872
2002-04-10,418.176
2002-04-11,413.84
2002-04-12,413.428
2002-04-15,416.931
2002-04-16,423.503
2002-04-17,426.029
2002-04-18,427.962
2002-04-19,428.871
2002-04-22,428.704
2002-04-23,427.614
2002-04-24,427.166
2002-04-25,426.252
2002-04-26,424.097
2002-04-29,423.875
2002-04-30,425.914
2002-05-01,427.535
2002-05-02,426.657
2002-05-03,430.613
2002-05-06,429.501
2002-05-07,424.28
2002-05-08,429.179
2002-05-09,428.114
2002-05-10,427.8
2002-05-13,430.088
2002-05-14,429.434
2002-05-15,434.062
2002-05-16,435.271
2002-05-17,439.419
2002-05-20,438.104
2002-05-21,437.997
2002-05-22,438.373
2002-05-23,437.965
2002-05-24,440.188
2002-05-27,439.144
2002-05-28,438.922
2002-05-29,438.727
2002-05-30,437.558
2002-05-31,438.416
2002-06-03,438.337
2002-06-04,433.445
2002-06-05,428.189
2002-06-06,429.388
2002-06-07,425.003
2002-06-10,423.206
2002-06-11,425.856
2002-06-12,420.424
2002-06-13,414.894
2002-06-14,405.328
2002-06-17,410.916
2002-06-18,412.003
2002-06-19,406.395
2002-06-20,404.234
2002-06-21,404.561
2002-06-24,400.952
2002-06-25,405.717
2002-06-26,403.767
2002-06-27,405.14
2002-06-28,418.352
2002-07-01,419.79
2002-07-02,410.115
2002-07-03,402.95
2002-07-04,406.889
2002-07-05,416.715
2002-07-08,419.24
2002-07-09,419.348
2002-07-10,408.083
2002-07-11,396.16
2002-07-12,394.729
2002-07-15,381.872
2002-07-16,382.39
2002-07-17,390.84
2002-07-18,397.045
2002-07-19,383.997
2002-07-22,366.779
2002-07-23,358.25
2002-07-24,354.068
2002-07-25,363.674
2002-07-26,359.754
2002-07-29,373.028
2002-07-30,375.659
2002-07-31,377.263
2002-08-01,364.935
2002-08-02,365.602
2002-08-05,359.007
2002-08-06,361.899
2002-08-07,364.371
2002-08-08,373.188
2002-08-09,380.723
2002-08-12,375.047
2002-08-13,378.223
2002-08-14,375.3
2002-08-15,383.253
2002-08-16,384.596
2002-08-19,388.642
2002-08-20,385.062
2002-08-21,389.07
2002-08-22,393.392
2002-08-23,389.275
2002-08-26,389.415
2002-08-27,397.006
2002-08-28,385.013
2002-08-29,379.594
2002-08-30,381.732
2002-09-02,377.722
2002-09-03,366.653
2002-09-04,363.995
2002-09-05,363.074
2002-09-06,368.726
2002-09-09,365.793
2002-09-10,371.181
2002-09-11,374.781
2002-09-12,366.575
2002-09-13,360.123
2002-09-16,358.825
2002-09-17,357.471
2002-09-18,348.633
2002-09-19,347.767
2002-09-20,344.23
2002-09-23,335.57
2002-09-24,330.359
2002-09-25,331.482
2002-09-26,343.929
2002-09-27,344.961
2002-09-30,334.558
2002-10-01,337.341
2002-10-02,342.005
2002-10-03,336.819
2002-10-04,330.326
2002-10-07,325.442
2002-10-08,321.062
2002-10-09,319.473
2002-10-10,324.292
2002-10-11,337.102
2002-10-14,334.796
2002-10-15,351.701
2002-10-16,349.534
2002-10-17,355.843
2002-10-18,354.977
2002-10-21,355.952
2002-10-22,350.074
2002-10-23,343.611
2002-10-24,349.006
2002-10-25,348.52
2002-10-28,352.46
2002-10-29,340.717
2002-10-30,347.3
2002-10-31,352.215
2002-11-01,352.098
2002-11-04,360.901
2002-11-05,364.843
2002-11-06,360.615
2002-11-07,358.12
2002-11-08,356.098
2002-11-11,352.429
2002-11-12,354.402
2002-11-13,351.344
2002-11-14,353.724
2002-11-15,358.048
2002-11-18,359.747
2002-11-19,358.977
2002-11-20,357.121
2002-11-21,365.454
2002-11-22,366.635
2002-11-25,364.059
2002-11-26,358.101
2002-11-27,363.85
2002-11-28,369.23
2002-11-29,368.703
2002-12-02,367.644
2002-12-03,363.164
2002-12-04,359.883
2002-12-05,355.756
2002-12-06,357.187
2002-12-09,350.491
2002-12-10,352.253
2002-12-11,354.858
2002-12-12,352.83
2002-12-13,350.318
2002-12-16,358.264
2002-12-17,356.92
2002-12-18,348.924
2002-12-19,348.089
2002-12-20,351.827
2002-12-23,354.015
2002-12-24,355.792
2002-12-25,355.509
2002-12-26,356.877
2002-12-27,350.486
2002-12-30,354.487
2002-12-31,356.725
2003-01-01,356.725
2003-01-02,362.896
2003-01-03,364.302
2003-01-06,370.348
2003-01-07,364.69
2003-01-08,358.573
2003-01-09,362.835
2003-01-10,365.427
2003-01-13,366.547
2003-01-14,368.584
2003-01-15,366.185
2003-01-16,366.357
2003-01-17,361.789
2003-01-20,356.964
2003-01-21,354.253
2003-01-22,349.482
2003-01-23,350.794
2003-01-24,349.066
2003-01-27,339.58
2003-01-28,340.114
2003-01-29,340.473
2003-01-30,343.588
2003-01-31,343.09
2003-02-03,349.716
2003-02-04,344.867
2003-02-05,349.435
2003-02-06,342.685
2003-02-07,339.86
2003-02-10,337.416
2003-02-11,341.593
2003-02-12,339.033
2003-02-13,340.131
2003-02-14,343.555
2003-02-17,347.698
2003-02-18,349.617
2003-02-19,344.97
2003-02-20,344.542
2003-02-21,346.212
2003-02-24,342.401
2003-02-25,333.388
2003-02-26,332.429
2003-02-27,333.937
2003-02-28,337.601
2003-03-03,339.971
2003-03-04,336.485
2003-03-05,335.808
2003-03-06,332.18
2003-03-07,327.873
2003-03-10,321.095
2003-03-11,319.786
2003-03-12,310.16
2003-03-13,320.034
2003-03-14,327.96
2003-03-17,333.837
2003-03-18,333.64
2003-03-19,335.921
2003-03-20,336.188
2003-03-21,341.92
2003-03-24,336.426
2003-03-25,338.598
2003-03-26,340.393
2003-03-27,336.355
2003-03-28,335.575
2003-03-31,328.25
2003-04-01,332.315
2003-04-02,337.578
2003-04-03,338.216
2003-04-04,340.154
2003-04-07,348.188
2003-04-08,343.96
2003-04-09,342.958
2003-04-10,342.284
2003-04-11,341.871
2003-04-14,344.722
2003-04-15,350.243
2003-04-16,348.169
2003-04-17,351.432
2003-04-18,351.524
2003-04-21,349.94
2003-04-22,354.369
2003-04-23,357.471
2003-04-24,354.714
2003-04-25,348.915
2003-04-28,354.666
2003-04-29,354.92
2003-04-30,359.459
2003-05-01,360.339
2003-05-02,362.573
2003-05-05,365.433
2003-05-06,372.864
2003-05-07,370.706
2003-05-08,366.28
2003-05-09,370.171
2003-05-12,373.288
2003-05-13,373.108
2003-05-14,374.166
2003-05-15,376.424
2003-05-16,378.519
2003-05-19,372.292
2003-05-20,373.543
2003-05-21,371.897
2003-05-22,375.454
2003-05-23,377.748
2003-05-26,378.71
2003-05-27,379.567
2003-05-28,381.86
2003-05-29,386.569
2003-05-30,385.146
2003-06-02,391.237
2003-06-03,389.292
2003-06-04,392.698
2003-06-05,396.066
2003-06-06,398.563
2003-06-09,396.439
2003-06-10,396.836
2003-06-11,403.948
2003-06-12,407.478
2003-06-13,405.109
2003-06-16,410.413
2003-06-17,413.232
2003-06-18,412.701
2003-06-19,406.954
2003-06-20,407.97
2003-06-23,402.45
2003-06-24,398.765
2003-06-25,401.063
2003-06-26,397.098
2003-06-27,398.004
2003-06-30,395.142
2003-07-01,394.421
2003-07-02,400.56
2003-07-03,404.219
2003-07-04,402.067
2003-07-07,407.583
2003-07-08,406.532
2003-07-09,404.595
2003-07-10,400.504
2003-07-11,401.272
2003-07-14,406.344
2003-07-15,402.993
2003-07-16,399.87
2003-07-17,395.602
2003-07-18,397.071
2003-07-21,397.064
2003-07-22,398.699
2003-07-23,400.393
2003-07-24,407.147
2003-07-25,407.056
2003-07-28,410.348
2003-07-29,408.143
2003-07-30,404.439
2003-07-31,405.236
2003-08-01,402.36
2003-08-04,401.475
2003-08-05,403.427
2003-08-06,399.318
2003-08-07,402.013
2003-08-08,403.285
2003-08-11,407.0
2003-08-12,408.536
2003-08-13,410.741
2003-08-14,415.811
2003-08-15,416.426
2003-08-18,418.343
2003-08-19,417.067
2003-08-20,418.28
2003-08-21,417.857
2003-08-22,415.148
2003-08-25,413.929
2003-08-26,410.039
2003-08-27,412.399
2003-08-28,413.205
2003-08-29,413.412
2003-09-01,418.419
2003-09-02,418.028
2003-09-03,422.598
2003-09-04,423.814
2003-09-05,424.594
2003-09-08,428.471
2003-09-09,428.552
2003-09-10,425.382
2003-09-11,424.166
2003-09-12,427.269
2003-09-15,427.941
2003-09-16,431.805
2003-09-17,435.059
2003-09-18,439.092
2003-09-19,438.127
2003-09-22,435.579
2003-09-23,434.718
2003-09-24,435.043
2003-09-25,432.1
2003-09-26,427.861
2003-09-29,426.742
2003-09-30,424.387
2003-10-01,434.859
2003-10-02,438.496
2003-10-03,445.265
2003-10-06,445.408
2003-10-07,447.946
2003-10-08,445.656
2003-10-09,451.121
2003-10-10,453.949
2003-10-13,456.253
2003-10-14,456.645
2003-10-15,457.485
2003-10-16,459.01
2003-10-17,456.162
2003-10-20,457.348
2003-10-21,458.237
2003-10-22,453.885
2003-10-23,444.655
2003-10-24,445.913
2003-10-27,448.486
2003-10-28,452.09
2003-10-29,454.772
2003-10-30,456.114
2003-10-31,452.631
2003-11-03,453.421
2003-11-04,457.431
2003-11-05,454.56
2003-11-06,451.489
2003-11-07,457.471
2003-11-10,455.718
2003-11-11,451.278
2003-11-12,455.018
2003-11-13,459.176
2003-11-14,460.779
2003-11-17,451.204
2003-11-18,454.601
2003-11-19,451.2
2003-11-20,452.586
2003-11-21,454.057
2003-11-24,456.156
2003-11-25,457.456
2003-11-26,461.514
2003-11-27,463.146
2003-11-28,463.44
2003-12-01,469.977
2003-12-02,472.269
2003-12-03,475.792
2003-12-04,475.232
2003-12-05,475.738
2003-12-08,475.606
2003-12-09,478.794
2003-12-10,475.214
2003-12-11,475.634
2003-12-12,480.701
2003-12-15,484.09
2003-12-16,482.388
2003-12-17,483.401
2003-12-18,487.033
2003-12-19,489.901
2003-12-22,492.325
2003-12-23,493.571
2003-12-24,495.164
2003-12-25,495.075
2003-12-26,495.526
2003-12-29,498.617
2003-12-30,502.657
2003-12-31,505.828
2004-01-01,505.828
2004-01-02,509.523
2004-01-05,516.768
2004-01-06,518.754
2004-01-07,513.276
2004-01-08,515.836
2004-01-09,516.5
2004-01-12,515.465
2004-01-13,515.383
2004-01-14,514.788
2004-01-15,512.838
2004-01-16,510.902
2004-01-19,511.755
2004-01-20,516.411
2004-01-21,520.161
2004-01-22,523.018
2004-01-23,522.425
2004-01-26,516.312
2004-01-27,517.594
2004-01-28,519.251
2004-01-29,508.213
2004-01-30,506.312
2004-02-02,507.942
2004-02-03,510.066
2004-02-04,505.133
2004-02-05,506.838
2004-02-06,512.029
2004-02-09,516.142
2004-02-10,515.996
2004-02-11,517.042
2004-02-12,521.191
2004-02-13,520.133
2004-02-16,522.093
2004-02-17,526.727
2004-02-18,525.747
2004-02-19,526.177
2004-02-20,519.335
2004-02-23,521.441
2004-02-24,519.512
2004-02-25,516.582
2004-02-26,514.601
2004-02-27,517.359
2004-03-01,524.077
2004-03-02,521.041
2004-03-03,514.742
2004-03-04,518.569
2004-03-05,525.241
2004-03-08,523.811
2004-03-09,523.551
2004-03-10,516.85
2004-03-11,506.961
2004-03-12,503.534
2004-03-15,500.076
2004-03-16,507.196
2004-03-17,511.442
2004-03-18,513.037
2004-03-19,512.228
2004-03-22,505.661
2004-03-23,505.309
2004-03-24,504.198
2004-03-25,508.958
2004-03-26,510.54
2004-03-29,516.581
2004-03-30,517.921
2004-03-31,520.966
2004-04-01,526.907
2004-04-02,527.567
2004-04-05,527.514
2004-04-06,529.372
2004-04-07,531.14
2004-04-08,530.308
2004-04-09,528.976
2004-04-12,529.515
2004-04-13,527.523
2004-04-14,518.913
2004-04-15,516.969
2004-04-16,523.441
2004-04-19,521.805
2004-04-20,523.346
2004-04-21,516.798
2004-04-22,518.404
2004-04-23,520.284
2004-04-26,522.621
2004-04-27,522.717
2004-04-28,516.195
2004-04-29,514.711
2004-04-30,511.478
2004-05-03,512.919
2004-05-04,519.424
2004-05-05,523.005
2004-05-06,514.341
2004-05-07,504.291
2004-05-10,486.889
2004-05-11,489.938
2004-05-12,493.074
2004-05-13,491.361
2004-05-14,489.941
2004-05-17,485.976
2004-05-18,488.082
2004-05-19,500.81
2004-05-20,494.572
2004-05-21,500.931
2004-05-24,502.566
2004-05-25,505.28
2004-05-26,509.477
2004-05-27,517.645
2004-05-28,515.573
2004-05-31,516.985
2004-06-01,515.745
2004-06-02,518.246
2004-06-03,516.343
2004-06-04,519.094
2004-06-07,529.155
2004-06-08,529.439
2004-06-09,522.653
2004-06-10,525.538
2004-06-11,521.786
2004-06-14,517.616
2004-06-15,521.016
2004-06-16,524.905
2004-06-17,526.448
2004-06-18,528.965
2004-06-21,529.765
2004-06-22,525.047
2004-06-23,526.72
2004-06-24,534.675
2004-06-25,532.072
2004-06-28,537.299
2004-06-29,532.528
2004-06-30,530.916
2004-07-01,531.056
2004-07-02,530.551
2004-07-05,528.258
2004-07-06,526.248
2004-07-07,528.107
2004-07-08,530.233
2004-07-09,532.623
2004-07-12,533.019
2004-07-13,531.151
2004-07-14,530.08
2004-07-15,525.064
2004-07-16,529.11
2004-07-19,527.983
2004-07-20,525.964
2004-07-21,524.087
2004-07-22,519.08
2004-07-23,513.854
2004-07-26,511.384
2004-07-27,510.107
2004-07-28,511.877
2004-07-29,517.978
2004-07-30,519.916
2004-08-02,520.298
2004-08-03,522.605
2004-08-04,517.83
2004-08-05,517.657
2004-08-06,516.949
2004-08-09,513.532
2004-08-10,517.165
2004-08-11,512.57
2004-08-12,511.923
2004-08-13,512.534
2004-08-16,514.835
2004-08-17,515.232
2004-08-18,515.48
2004-08-19,519.367
2004-08-20,518.712
2004-08-23,519.241
2004-08-24,517.122
2004-08-25,518.923
2004-08-26,522.088
2004-08-27,524.431
2004-08-30,523.128
2004-08-31,522.847
2004-09-01,527.535
2004-09-02,528.768
2004-09-03,526.418
2004-09-06,530.152
2004-09-07,531.472
2004-09-08,532.507
2004-09-09,529.775
2004-09-10,534.695
2004-09-13,536.456
2004-09-14,537.825
2004-09-15,531.234
2004-09-16,533.142
2004-09-17,535.08
2004-09-20,534.157
2004-09-21,539.922
2004-09-22,536.38
2004-09-23,535.8
2004-09-24,534.864
2004-09-27,532.135
2004-09-28,534.255
2004-09-29,535.143
2004-09-30,538.62
2004-10-01,546.721
2004-10-04,547.181
2004-10-05,550.92
2004-10-06,552.335
2004-10-07,551.635
2004-10-08,555.388
2004-10-11,555.283
2004-10-12,547.642
2004-10-13,545.854
2004-10-14,547.65
2004-10-15,549.068
2004-10-18,547.976
2004-10-19,551.395
2004-10-20,549.718
2004-10-21,551.681
2004-10-22,552.791
2004-10-25,549.875
2004-10-26,550.988
2004-10-27,556.533
2004-10-28,561.075
2004-10-29,559.297
2004-11-01,563.172
2004-11-02,566.045
2004-11-03,570.879
2004-11-04,573.898
2004-11-05,578.52
2004-11-08,578.854
2004-11-09,576.793
2004-11-10,576.298
2004-11-11,579.244
2004-11-12,584.203
2004-11-15,586.104
2004-11-16,584.178
2004-11-17,589.941
2004-11-18,587.129
2004-11-19,588.794
2004-11-22,584.409
2004-11-23,586.179
2004-11-24,588.753
2004-11-25,595.801
2004-11-26,595.301
2004-11-29,596.377
2004-11-30,593.766
2004-12-01,598.319
2004-12-02,599.427
2004-12-03,602.413
2004-12-06,601.419
2004-12-07,601.128
2004-12-08,593.185
2004-12-09,588.609
2004-12-10,588.7
2004-12-13,595.839
2004-12-14,597.232
2004-12-15,604.012
2004-12-16,600.392
2004-12-17,597.244
2004-12-20,604.817
2004-12-21,602.303
2004-12-22,606.546
2004-12-23,611.112
2004-12-24,614.932
2004-12-27,617.441
2004-12-28,617.386
2004-12-29,615.015
2004-12-30,619.487
2004-12-31,619.276
2005-01-03,616.07
2005-01-04,610.666
2005-01-05,606.14
2005-01-06,604.233
2005-01-07,602.512
2005-01-10,605.067
2005-01-11,605.219
2005-01-12,607.344
2005-01-13,604.975
2005-01-14,603.169
2005-01-17,604.661
2005-01-18,602.247
2005-01-19,602.994
2005-01-20,596.56
2005-01-21,598.242
2005-01-24,600.799
2005-01-25,599.386
2005-01-26,605.625
2005-01-27,605.025
2005-01-28,601.121
2005-01-31,605.81
2005-02-01,608.437
2005-02-02,611.708
2005-02-03,606.739
2005-02-04,612.279
2005-02-07,611.113
2005-02-08,608.224
2005-02-09,608.616
2005-02-10,615.209
2005-02-11,619.21
2005-02-14,623.969
2005-02-15,626.353
2005-02-16,623.77
2005-02-17,627.653
2005-02-18,629.176
2005-02-21,628.621
2005-02-22,630.994
2005-02-23,624.823
2005-02-24,624.385
2005-02-25,631.362
2005-02-28,635.388
2005-03-01,634.555
2005-03-02,633.005
2005-03-03,633.905
2005-03-04,643.889
2005-03-07,641.095
2005-03-08,645.449
2005-03-09,644.452
2005-03-10,640.148
2005-03-11,643.199
2005-03-14,638.479
2005-03-15,641.169
2005-03-16,639.711
2005-03-17,636.524
2005-03-18,635.328
2005-03-21,630.261
2005-03-22,632.082
2005-03-23,620.251
2005-03-24,619.537
2005-03-25,620.258
2005-03-28,617.925
2005-03-29,617.778
2005-03-30,617.228
2005-03-31,620.622
2005-04-01,621.117
2005-04-04,613.606
2005-04-05,618.303
2005-04-06,620.397
2005-04-07,625.029
2005-04-08,623.233
2005-04-11,625.517
2005-04-12,619.826
2005-04-13,622.553
2005-04-14,615.649
2005-04-15,610.559
2005-04-18,600.857
2005-04-19,606.351
2005-04-20,605.314
2005-04-21,604.466
2005-04-22,609.699
2005-04-25,609.787
2005-04-26,607.58
2005-04-27,602.425
2005-04-28,601.035
2005-04-29,603.143
2005-05-02,602.05
2005-05-03,604.937
2005-05-04,610.824
2005-05-05,613.838
2005-05-06,614.965
2005-05-09,611.357
2005-05-10,609.743
2005-05-11,605.131
2005-05-12,602.808
2005-05-13,598.464
2005-05-16,593.554
2005-05-17,593.587
2005-05-18,600.302
2005-05-19,604.519
2005-05-20,600.883
2005-05-23,606.187
2005-05-24,606.907
2005-05-25,605.509
2005-05-26,604.955
2005-05-27,606.87
2005-05-30,608.623
2005-05-31,602.737
2005-06-01,606.283
2005-06-02,606.939
2005-06-03,606.1
2005-06-06,606.049
2005-06-07,610.498
2005-06-08,612.956
2005-06-09,606.178
2005-06-10,606.638
2005-06-13,604.021
2005-06-14,605.872
2005-06-15,608.2
2005-06-16,610.821
2005-06-17,618.398
2005-06-20,614.071
2005-06-21,616.691
2005-06-22,618.493
2005-06-23,618.039
2005-06-24,615.265
2005-06-27,612.542
2005-06-28,614.17
2005-06-29,615.266
2005-06-30,614.937
2005-07-01,612.105
2005-07-04,611.793
2005-07-05,610.258
2005-07-06,613.482
2005-07-07,605.774
2005-07-08,610.862
2005-07-11,619.743
2005-07-12,624.559
2005-07-13,622.091
2005-07-14,625.859
2005-07-15,623.0
2005-07-18,623.029
2005-07-19,620.684
2005-07-20,620.703
2005-07-21,630.244
2005-07-22,629.658
2005-07-25,628.594
2005-07-26,627.162
2005-07-27,630.107
2005-07-28,633.11
2005-07-29,635.076
2005-08-01,638.629
2005-08-02,643.789
2005-08-03,646.303
2005-08-04,642.4
2005-08-05,636.821
2005-08-08,640.885
2005-08-09,643.498
2005-08-10,654.943
2005-08-11,659.087
2005-08-12,658.874
2005-08-15,656.723
2005-08-16,654.513
2005-08-17,651.71
2005-08-18,642.892
2005-08-19,646.071
2005-08-22,653.528
2005-08-23,649.493
2005-08-24,649.808
2005-08-25,648.099
2005-08-26,647.143
2005-08-29,643.34
2005-08-30,641.388
2005-08-31,649.596
2005-09-01,660.871
2005-09-02,663.49
2005-09-05,667.835
2005-09-06,669.929
2005-09-07,669.476
2005-09-08,666.81
2005-09-09,671.545
2005-09-12,667.452
2005-09-13,663.5
2005-09-14,667.164
2005-09-15,665.514
2005-09-16,667.719
2005-09-19,666.111
2005-09-20,671.256
2005-09-21,669.713
2005-09-22,664.469
2005-09-23,662.805
2005-09-26,671.237
2005-09-27,667.746
2005-09-28,675.578
2005-09-29,678.829
2005-09-30,678.879
2005-10-03,676.403
2005-10-04,678.349
2005-10-05,670.763
2005-10-06,666.287
2005-10-07,663.961
2005-10-10,661.744
2005-10-11,664.067
2005-10-12,661.76
2005-10-13,652.814
2005-10-14,659.281
2005-10-17,656.753
2005-10-18,650.06
2005-10-19,644.47
2005-10-20,645.596
2005-10-21,644.808
2005-10-24,647.364
2005-10-25,653.562
2005-10-26,654.893
2005-10-27,654.267
2005-10-28,651.089
2005-10-31,659.05
2005-11-01,661.821
2005-11-02,667.058
2005-11-03,671.403
2005-11-04,663.655
2005-11-07,665.074
2005-11-08,665.145
2005-11-09,663.123
