Date,WORLD ex USA LARGE VALUE Large Cap
2011-11-30,677.659
2011-12-30,675.101
2012-01-31,708.993
2012-02-29,747.445
2012-03-30,737.346
2012-04-30,718.785
2012-05-31,634.293
2012-06-29,686.499
2012-07-31,692.459
2012-08-31,717.397
2012-09-28,740.715
2012-10-31,749.353
2012-11-30,762.882
2012-12-31,789.742
2013-01-31,835.15
2013-02-28,812.615
2013-03-29,811.34
2013-04-30,854.979
2013-05-31,833.385
2013-06-28,798.731
2013-07-31,846.997
2013-08-30,837.183
2013-09-30,899.255
2013-10-31,937.256
2013-11-29,943.513
2013-12-31,955.882
2014-01-31,917.879
2014-02-28,968.89
2014-03-31,964.462
2014-04-30,987.151
2014-05-30,998.141
2014-06-30,1014.482
2014-07-31,1000.75
2014-08-29,996.813
2014-09-30,952.846
2014-10-31,930.358
2014-11-28,932.688
2014-12-31,897.378
2015-01-30,882.674
2015-02-27,938.227
2015-03-31,917.933
2015-04-30,961.787
2015-05-29,947.272
2015-06-30,918.42
2015-07-31,928.27
2015-08-31,858.536
2015-09-30,803.858
2015-10-30,862.897
2015-11-30,842.027
2015-12-31,820.93
2016-01-29,756.434
2016-02-29,743.784
2016-03-31,794.751
2016-04-29,830.016
2016-05-31,816.165
2016-06-30,779.544
2016-07-29,816.65
2016-08-31,830.799
2016-09-30,836.525
2016-10-31,841.957
2016-11-30,841.978
2016-12-30,880.857
2017-01-31,903.618
2017-02-28,906.498
2017-03-31,929.328
2017-04-28,941.437
2017-05-31,959.333
2017-06-30,966.111
2017-07-31,999.672
2017-08-31,992.036
2017-09-29,1026.37
2017-10-31,1032.822
2017-11-30,1042.4
2017-12-29,1058.683
2018-01-31,1113.403
2018-02-28,1055.877
2018-03-30,1031.71
2018-04-30,1062.087
2018-05-31,1018.248
2018-06-29,1009.225
2018-07-31,1038.814
2018-08-31,1000.33
2018-09-28,1020.583
2018-10-31,953.613
2018-11-30,947.951
2018-12-31,898.823
2019-01-31,961.905
2019-02-28,979.22
2019-03-29,972.681
2019-04-30,997.499
2019-05-31,940.926
2019-06-28,992.079
2019-07-31,971.038
2019-08-30,931.472
2019-09-30,976.126
2019-10-31,1005.812
2019-11-29,1011.321
2019-12-31,1047.948
2020-01-31,1011.297
2020-02-28,917.639
2020-03-31,752.23
2020-04-30,790.17
2020-05-29,812.871
2020-06-30,843.179
2020-07-31,846.188
2020-08-31,893.034
2020-09-30,846.178
2020-10-30,813.356
2020-11-30,968.869
2020-12-31,1008.792
2021-01-29,1000.408
2021-02-26,1053.318
2021-03-31,1095.429
2021-04-30,1121.216
2021-05-31,1167.08
2021-06-30,1142.338
2021-07-30,1135.727
2021-08-31,1145.179
2021-09-30,1129.125
2021-10-29,1156.785
2021-11-30,1086.142
2021-12-31,1154.185
2022-01-31,1182.376
2022-02-28,1167.786
2022-03-31,1183.553
2022-04-29,1125.07
2022-05-31,1159.444
2022-06-30,1042.654
2022-07-29,1061.976
2022-08-31,1024.352
2022-09-30,937.198
2022-10-31,999.987
2022-11-30,1104.168
2022-12-30,1108.707
2023-01-31,1195.424
2023-02-28,1173.835
2023-03-31,1170.188
2023-04-28,1208.822
2023-05-31,1143.615
2023-06-30,1213.864
2023-07-31,1263.874
2023-08-31,1223.729
2023-09-29,1216.227
2023-10-31,1163.376
2023-11-30,1255.319
2023-12-29,1319.458
2024-01-31,1315.624
2024-02-29,1320.687
2024-03-29,1379.922
2024-04-30,1363.934
2024-05-31,1417.49
2024-06-28,1380.913
2024-07-31,1446.656
2024-08-30,1488.679
2024-09-30,1513.637
2024-10-31,1449.038
2024-11-29,1446.251
2024-12-31,1416.547
2025-01-31,1488.358
2025-02-28,1541.456
2025-03-31,1572.73
2025-04-30,1632.721
2025-05-30,1696.154
