Date,WORLD ex USA LARGE CAP Large Cap
2002-09-17,378.959
2002-09-18,371.065
2002-09-19,369.421
2002-09-20,366.541
2002-09-23,357.215
2002-09-24,352.346
2002-09-25,354.859
2002-09-26,367.792
2002-09-27,369.044
2002-09-30,359.237
2002-10-01,360.93
2002-10-02,367.588
2002-10-03,363.548
2002-10-04,357.08
2002-10-07,350.539
2002-10-08,345.786
2002-10-09,344.417
2002-10-10,349.473
2002-10-11,363.0
2002-10-14,361.103
2002-10-15,378.477
2002-10-16,374.661
2002-10-17,381.4
2002-10-18,380.581
2002-10-21,380.995
2002-10-22,376.495
2002-10-23,369.446
2002-10-24,375.159
2002-10-25,376.053
2002-10-28,380.786
2002-10-29,369.408
2002-10-30,376.118
2002-10-31,380.972
2002-11-01,379.831
2002-11-04,389.277
2002-11-05,393.776
2002-11-06,389.849
2002-11-07,387.191
2002-11-08,384.174
2002-11-11,379.617
2002-11-12,383.233
2002-11-13,380.298
2002-11-14,383.989
2002-11-15,388.631
2002-11-18,389.75
2002-11-19,388.533
2002-11-20,387.111
2002-11-21,396.808
2002-11-22,397.69
2002-11-25,395.091
2002-11-26,388.834
2002-11-27,394.453
2002-11-28,399.729
2002-11-29,398.249
2002-12-02,397.373
2002-12-03,392.174
2002-12-04,389.66
2002-12-05,385.132
2002-12-06,386.791
2002-12-09,380.182
2002-12-10,381.665
2002-12-11,383.885
2002-12-12,381.998
2002-12-13,379.879
2002-12-16,386.688
2002-12-17,385.825
2002-12-18,377.684
2002-12-19,377.283
2002-12-20,380.314
2002-12-23,382.121
2002-12-24,384.056
2002-12-25,383.771
2002-12-26,385.366
2002-12-27,378.247
2002-12-30,382.353
2002-12-31,385.155
2003-01-01,385.155
2003-01-02,390.351
2003-01-03,393.365
2003-01-06,399.014
2003-01-07,393.767
2003-01-08,387.477
2003-01-09,391.977
2003-01-10,394.138
2003-01-13,395.041
2003-01-14,398.351
2003-01-15,395.172
2003-01-16,394.321
2003-01-17,389.923
2003-01-20,384.982
2003-01-21,382.956
2003-01-22,377.885
2003-01-23,379.187
2003-01-24,376.812
2003-01-27,365.956
2003-01-28,365.68
2003-01-29,367.31
2003-01-30,370.331
2003-01-31,369.389
2003-02-03,375.111
2003-02-04,370.281
2003-02-05,374.47
2003-02-06,367.44
2003-02-07,364.504
2003-02-10,361.581
2003-02-11,366.246
2003-02-12,363.474
2003-02-13,364.015
2003-02-14,368.047
2003-02-17,372.485
2003-02-18,374.149
2003-02-19,369.116
2003-02-20,369.256
2003-02-21,370.656
2003-02-24,367.591
2003-02-25,358.271
2003-02-26,357.954
2003-02-27,358.662
2003-02-28,362.872
2003-03-03,366.283
2003-03-04,361.818
2003-03-05,360.83
2003-03-06,357.512
2003-03-07,352.677
2003-03-10,345.615
2003-03-11,343.687
2003-03-12,335.75
2003-03-13,345.134
2003-03-14,354.227
2003-03-17,360.398
2003-03-18,360.518
2003-03-19,363.601
2003-03-20,364.641
2003-03-21,370.649
2003-03-24,364.421
2003-03-25,366.587
2003-03-26,367.999
2003-03-27,364.544
2003-03-28,363.458
2003-03-31,355.657
2003-04-01,359.325
2003-04-02,365.548
2003-04-03,366.271
2003-04-04,368.659
2003-04-07,377.05
2003-04-08,373.288
2003-04-09,372.772
2003-04-10,370.562
2003-04-11,369.399
2003-04-14,372.436
2003-04-15,378.542
2003-04-16,376.735
2003-04-17,380.648
2003-04-18,380.785
2003-04-21,379.139
2003-04-22,383.319
2003-04-23,386.061
2003-04-24,384.029
2003-04-25,378.874
2003-04-28,384.096
2003-04-29,383.554
2003-04-30,389.622
2003-05-01,391.501
2003-05-02,392.459
2003-05-05,396.14
2003-05-06,403.861
2003-05-07,401.438
2003-05-08,396.29
2003-05-09,400.329
2003-05-12,403.444
2003-05-13,403.424
2003-05-14,404.251
2003-05-15,405.979
2003-05-16,408.676
2003-05-19,401.674
2003-05-20,402.463
2003-05-21,400.42
2003-05-22,404.605
2003-05-23,406.666
2003-05-26,407.499
2003-05-27,408.614
2003-05-28,411.207
2003-05-29,415.794
2003-05-30,413.42
2003-06-02,421.116
2003-06-03,419.118
2003-06-04,422.058
2003-06-05,425.694
2003-06-06,428.694
2003-06-09,427.12
2003-06-10,426.582
2003-06-11,434.034
2003-06-12,436.201
2003-06-13,434.025
2003-06-16,439.51
2003-06-17,443.403
2003-06-18,443.094
2003-06-19,437.704
2003-06-20,438.486
2003-06-23,431.371
2003-06-24,427.361
2003-06-25,429.659
2003-06-26,424.996
2003-06-27,425.957
2003-06-30,423.054
2003-07-01,422.089
2003-07-02,429.248
2003-07-03,433.45
2003-07-04,430.812
2003-07-07,436.007
2003-07-08,434.505
2003-07-09,432.982
2003-07-10,429.569
2003-07-11,429.383
2003-07-14,434.966
2003-07-15,430.944
2003-07-16,427.876
2003-07-17,421.677
2003-07-18,422.697
2003-07-21,422.865
2003-07-22,424.49
2003-07-23,427.948
2003-07-24,434.845
2003-07-25,434.513
2003-07-28,437.88
2003-07-29,436.121
2003-07-30,431.521
2003-07-31,431.159
2003-08-01,428.327
2003-08-04,426.877
2003-08-05,428.574
2003-08-06,424.45
2003-08-07,426.81
2003-08-08,428.332
2003-08-11,431.724
2003-08-12,433.393
2003-08-13,435.637
2003-08-14,440.373
2003-08-15,440.598
2003-08-18,442.006
2003-08-19,441.536
2003-08-20,443.254
2003-08-21,442.781
2003-08-22,440.456
2003-08-25,438.624
2003-08-26,435.541
2003-08-27,437.867
2003-08-28,438.933
2003-08-29,439.819
2003-09-01,445.931
2003-09-02,444.621
2003-09-03,449.422
2003-09-04,450.399
2003-09-05,452.269
2003-09-08,456.262
2003-09-09,456.946
2003-09-10,453.772
2003-09-11,451.985
2003-09-12,454.717
2003-09-15,455.505
2003-09-16,459.314
2003-09-17,463.118
2003-09-18,467.448
2003-09-19,466.754
2003-09-22,463.105
2003-09-23,462.684
2003-09-24,462.649
2003-09-25,459.473
2003-09-26,455.596
2003-09-29,454.915
2003-09-30,452.592
2003-10-01,461.772
2003-10-02,465.735
2003-10-03,472.754
2003-10-06,472.77
2003-10-07,475.533
2003-10-08,473.207
2003-10-09,478.357
2003-10-10,481.354
2003-10-13,483.53
2003-10-14,484.006
2003-10-15,483.996
2003-10-16,486.162
2003-10-17,483.537
2003-10-20,484.788
2003-10-21,486.051
2003-10-22,482.016
2003-10-23,472.503
2003-10-24,473.919
2003-10-27,476.87
2003-10-28,479.577
2003-10-29,482.305
2003-10-30,483.596
2003-10-31,478.962
2003-11-03,479.052
2003-11-04,482.753
2003-11-05,479.738
2003-11-06,476.532
2003-11-07,482.865
2003-11-10,480.93
2003-11-11,476.672
2003-11-12,481.267
2003-11-13,486.482
2003-11-14,488.4
2003-11-17,478.716
2003-11-18,482.631
2003-11-19,478.154
2003-11-20,480.045
2003-11-21,481.213
2003-11-24,482.962
2003-11-25,484.282
2003-11-26,488.936
2003-11-27,490.176
2003-11-28,490.674
2003-12-01,497.952
2003-12-02,500.502
2003-12-03,503.32
2003-12-04,502.371
2003-12-05,501.941
2003-12-08,500.563
2003-12-09,502.728
2003-12-10,498.237
2003-12-11,498.911
2003-12-12,503.762
2003-12-15,508.162
2003-12-16,505.606
2003-12-17,506.13
2003-12-18,509.346
2003-12-19,511.391
2003-12-22,513.611
2003-12-23,515.45
2003-12-24,517.463
2003-12-25,517.501
2003-12-26,518.26
2003-12-29,521.606
2003-12-30,526.203
2003-12-31,529.581
2004-01-01,529.581
2004-01-02,533.508
2004-01-05,541.281
2004-01-06,543.272
2004-01-07,538.894
2004-01-08,543.881
2004-01-09,546.232
2004-01-12,544.396
2004-01-13,543.991
2004-01-14,543.999
2004-01-15,539.637
2004-01-16,538.316
2004-01-19,539.57
2004-01-20,545.047
2004-01-21,548.481
2004-01-22,552.143
2004-01-23,551.59
2004-01-26,545.601
2004-01-27,547.335
2004-01-28,547.41
2004-01-29,535.819
2004-01-30,534.964
2004-02-02,536.402
2004-02-03,538.577
2004-02-04,533.402
2004-02-05,535.745
2004-02-06,541.779
2004-02-09,545.667
2004-02-10,546.526
2004-02-11,546.806
2004-02-12,551.654
2004-02-13,551.123
2004-02-16,552.382
2004-02-17,558.015
2004-02-18,556.854
2004-02-19,556.903
2004-02-20,549.067
2004-02-23,550.834
2004-02-24,548.547
2004-02-25,545.843
2004-02-26,543.282
2004-02-27,546.47
2004-03-01,554.224
2004-03-02,550.995
2004-03-03,543.89
2004-03-04,547.461
2004-03-05,555.013
2004-03-08,553.041
2004-03-09,552.244
2004-03-10,544.375
2004-03-11,533.781
2004-03-12,530.792
2004-03-15,526.937
2004-03-16,534.106
2004-03-17,538.232
2004-03-18,540.142
2004-03-19,539.626
2004-03-22,532.276
2004-03-23,531.44
2004-03-24,529.603
2004-03-25,534.845
2004-03-26,536.827
2004-03-29,543.023
2004-03-30,544.289
2004-03-31,547.911
2004-04-01,554.525
2004-04-02,554.965
2004-04-05,554.449
2004-04-06,554.579
2004-04-07,557.712
2004-04-08,556.702
2004-04-09,554.76
2004-04-12,555.888
2004-04-13,552.716
2004-04-14,544.247
2004-04-15,542.073
2004-04-16,548.157
2004-04-19,547.525
2004-04-20,548.581
2004-04-21,542.037
2004-04-22,543.621
2004-04-23,545.429
2004-04-26,548.142
2004-04-27,547.405
2004-04-28,538.75
2004-04-29,538.089
2004-04-30,534.088
2004-05-03,535.296
2004-05-04,542.836
2004-05-05,547.365
2004-05-06,537.974
2004-05-07,528.214
2004-05-10,508.938
2004-05-11,511.735
2004-05-12,514.85
2004-05-13,512.157
2004-05-14,510.408
2004-05-17,506.216
2004-05-18,509.403
2004-05-19,522.658
2004-05-20,515.659
2004-05-21,521.833
2004-05-24,522.842
2004-05-25,524.263
2004-05-26,528.685
2004-05-27,537.554
2004-05-28,535.33
2004-05-31,536.268
2004-06-01,534.859
2004-06-02,536.604
2004-06-03,533.823
2004-06-04,536.717
2004-06-07,547.36
2004-06-08,547.734
2004-06-09,541.224
2004-06-10,542.944
2004-06-11,539.238
2004-06-14,534.359
2004-06-15,537.474
2004-06-16,541.245
2004-06-17,542.914
2004-06-18,545.195
2004-06-21,546.18
2004-06-22,541.295
2004-06-23,542.689
2004-06-24,550.901
2004-06-25,548.616
2004-06-28,553.434
2004-06-29,548.374
2004-06-30,546.805
2004-07-01,547.002
2004-07-02,546.906
2004-07-05,543.75
2004-07-06,541.706
2004-07-07,544.189
2004-07-08,545.707
2004-07-09,546.841
2004-07-12,547.205
2004-07-13,544.7
2004-07-14,544.584
2004-07-15,539.333
2004-07-16,543.083
2004-07-19,541.594
2004-07-20,539.416
2004-07-21,537.834
2004-07-22,533.223
2004-07-23,527.34
2004-07-26,524.317
2004-07-27,522.704
2004-07-28,524.185
2004-07-29,529.193
2004-07-30,531.384
2004-08-02,531.297
2004-08-03,533.335
2004-08-04,528.525
2004-08-05,528.163
2004-08-06,526.993
2004-08-09,523.068
2004-08-10,526.685
2004-08-11,522.233
2004-08-12,521.308
2004-08-13,522.305
2004-08-16,524.616
2004-08-17,525.8
2004-08-18,525.934
2004-08-19,531.075
2004-08-20,529.867
2004-08-23,531.262
2004-08-24,528.691
2004-08-25,529.836
2004-08-26,532.991
2004-08-27,535.344
2004-08-30,534.053
2004-08-31,533.505
2004-09-01,537.951
2004-09-02,539.024
2004-09-03,535.994
2004-09-06,540.233
2004-09-07,541.385
2004-09-08,542.462
2004-09-09,539.716
2004-09-10,544.807
2004-09-13,547.174
2004-09-14,548.413
2004-09-15,541.264
2004-09-16,542.97
2004-09-17,544.589
2004-09-20,543.391
2004-09-21,549.017
2004-09-22,545.739
2004-09-23,545.5
2004-09-24,543.566
2004-09-27,540.963
2004-09-28,543.235
2004-09-29,545.067
2004-09-30,548.456
2004-10-01,556.065
2004-10-04,557.395
2004-10-05,559.969
2004-10-06,560.822
2004-10-07,559.087
2004-10-08,562.905
2004-10-11,562.19
2004-10-12,554.742
2004-10-13,553.514
2004-10-14,554.633
2004-10-15,556.719
2004-10-18,555.835
2004-10-19,560.844
2004-10-20,558.984
2004-10-21,561.3
2004-10-22,561.806
2004-10-25,559.021
2004-10-26,560.526
2004-10-27,566.184
2004-10-28,570.454
2004-10-29,568.61
2004-11-01,571.839
2004-11-02,575.686
2004-11-03,581.253
2004-11-04,583.833
2004-11-05,588.532
2004-11-08,588.403
2004-11-09,586.05
2004-11-10,585.563
2004-11-11,588.297
2004-11-12,593.985
2004-11-15,596.266
2004-11-16,594.849
2004-11-17,601.252
2004-11-18,598.833
2004-11-19,599.297
2004-11-22,594.518
2004-11-23,596.284
2004-11-24,599.209
2004-11-25,606.035
2004-11-26,605.34
2004-11-29,607.157
2004-11-30,603.737
2004-12-01,607.948
2004-12-02,610.545
2004-12-03,613.651
2004-12-06,612.206
2004-12-07,611.62
2004-12-08,603.251
2004-12-09,598.2
2004-12-10,597.292
2004-12-13,604.699
2004-12-14,605.595
2004-12-15,612.205
2004-12-16,608.688
2004-12-17,605.334
2004-12-20,613.016
2004-12-21,610.695
2004-12-22,614.701
2004-12-23,619.093
2004-12-24,622.942
2004-12-27,625.712
2004-12-28,626.159
2004-12-29,623.877
2004-12-30,628.496
2004-12-31,628.518
2005-01-03,625.578
2005-01-04,619.206
2005-01-05,614.478
2005-01-06,612.016
2005-01-07,610.13
2005-01-10,612.374
2005-01-11,613.056
2005-01-12,615.062
2005-01-13,612.542
2005-01-14,610.766
2005-01-17,612.98
2005-01-18,609.912
2005-01-19,610.449
2005-01-20,603.438
2005-01-21,604.484
2005-01-24,607.225
2005-01-25,605.111
2005-01-26,612.049
2005-01-27,612.222
2005-01-28,608.755
2005-01-31,613.127
2005-02-01,615.035
2005-02-02,617.863
2005-02-03,613.279
2005-02-04,618.053
2005-02-07,617.034
2005-02-08,614.133
2005-02-09,615.005
2005-02-10,620.459
2005-02-11,624.046
2005-02-14,629.368
2005-02-15,631.418
2005-02-16,628.785
2005-02-17,631.598
2005-02-18,633.055
2005-02-21,633.852
2005-02-22,636.678
2005-02-23,630.355
2005-02-24,629.798
2005-02-25,636.5
2005-02-28,640.576
2005-03-01,640.543
2005-03-02,638.903
2005-03-03,640.004
2005-03-04,648.954
2005-03-07,646.577
2005-03-08,650.692
2005-03-09,649.688
2005-03-10,645.812
2005-03-11,648.897
2005-03-14,643.63
2005-03-15,645.88
2005-03-16,645.442
2005-03-17,643.004
2005-03-18,641.329
2005-03-21,636.316
2005-03-22,637.802
2005-03-23,626.657
2005-03-24,625.55
2005-03-25,626.351
2005-03-28,623.821
2005-03-29,623.046
2005-03-30,623.474
2005-03-31,626.847
2005-04-01,627.648
2005-04-04,619.431
2005-04-05,624.227
2005-04-06,626.741
2005-04-07,630.694
2005-04-08,629.793
2005-04-11,632.246
2005-04-12,626.248
2005-04-13,629.035
2005-04-14,622.789
2005-04-15,618.464
2005-04-18,609.313
2005-04-19,615.751
2005-04-20,615.413
2005-04-21,615.751
2005-04-22,620.368
2005-04-25,619.823
2005-04-26,617.12
2005-04-27,612.087
2005-04-28,610.774
2005-04-29,612.901
2005-05-02,612.323
2005-05-03,615.249
2005-05-04,621.808
2005-05-05,623.941
2005-05-06,625.369
2005-05-09,622.262
2005-05-10,620.561
2005-05-11,616.396
2005-05-12,613.572
2005-05-13,609.547
2005-05-16,605.357
2005-05-17,605.5
2005-05-18,611.064
2005-05-19,614.996
2005-05-20,611.906
2005-05-23,617.229
2005-05-24,617.882
2005-05-25,616.024
2005-05-26,615.994
2005-05-27,618.335
2005-05-30,620.031
2005-05-31,614.53
2005-06-01,618.348
2005-06-02,619.084
2005-06-03,618.712
2005-06-06,618.789
2005-06-07,622.983
2005-06-08,625.103
2005-06-09,618.093
2005-06-10,618.385
2005-06-13,615.74
2005-06-14,617.306
2005-06-15,619.441
2005-06-16,621.701
2005-06-17,629.52
2005-06-20,625.881
2005-06-21,628.96
2005-06-22,630.029
2005-06-23,628.76
2005-06-24,625.719
2005-06-27,623.03
2005-06-28,624.441
2005-06-29,625.439
2005-06-30,624.449
2005-07-01,621.509
2005-07-04,621.332
2005-07-05,620.338
2005-07-06,623.719
2005-07-07,616.244
2005-07-08,621.591
2005-07-11,630.304
2005-07-12,634.882
2005-07-13,632.034
2005-07-14,635.517
2005-07-15,632.57
2005-07-18,632.821
2005-07-19,630.587
2005-07-20,630.684
2005-07-21,638.587
2005-07-22,638.25
2005-07-25,637.465
2005-07-26,634.876
2005-07-27,637.972
2005-07-28,641.813
2005-07-29,644.703
2005-08-01,648.108
2005-08-02,654.011
2005-08-03,657.928
2005-08-04,655.453
2005-08-05,649.507
2005-08-08,654.811
2005-08-09,657.648
2005-08-10,668.232
2005-08-11,672.837
2005-08-12,672.841
2005-08-15,669.998
2005-08-16,667.492
2005-08-17,664.361
2005-08-18,656.012
2005-08-19,659.554
2005-08-22,667.009
2005-08-23,662.639
2005-08-24,662.494
2005-08-25,660.718
2005-08-26,659.661
2005-08-29,655.673
2005-08-30,654.136
2005-08-31,662.375
2005-09-01,674.977
2005-09-02,678.079
2005-09-05,681.338
2005-09-06,683.099
2005-09-07,683.172
2005-09-08,679.962
2005-09-09,685.875
2005-09-12,682.429
2005-09-13,678.433
2005-09-14,682.259
2005-09-15,680.325
2005-09-16,682.438
2005-09-19,682.087
2005-09-20,686.219
2005-09-21,684.909
2005-09-22,679.268
2005-09-23,677.372
2005-09-26,685.722
2005-09-27,681.867
2005-09-28,689.094
2005-09-29,692.141
2005-09-30,693.448
2005-10-03,690.548
2005-10-04,692.861
2005-10-05,685.175
2005-10-06,680.016
2005-10-07,677.683
2005-10-10,675.95
2005-10-11,678.311
2005-10-12,676.048
2005-10-13,666.918
2005-10-14,672.844
2005-10-17,670.415
2005-10-18,663.891
2005-10-19,658.217
2005-10-20,659.21
2005-10-21,658.312
2005-10-24,661.054
2005-10-25,667.284
2005-10-26,668.491
2005-10-27,667.31
2005-10-28,664.234
2005-10-31,672.33
2005-11-01,675.885
2005-11-02,681.012
2005-11-03,685.891
2005-11-04,679.013
2005-11-07,680.197
2005-11-08,680.107
2005-11-09,677.682
