Date,DENMARK SMALL VALUE Small Cap
2011-01-31,635.652
2011-02-28,628.39
2011-03-31,631.689
2011-04-29,678.353
2011-05-31,652.229
2011-06-30,592.497
2011-07-29,590.555
2011-08-31,472.114
2011-09-30,425.555
2011-10-31,451.056
2011-11-30,420.721
2011-12-30,377.185
2012-01-31,441.39
2012-02-29,501.326
2012-03-30,479.495
2012-04-30,476.317
2012-05-31,418.483
2012-06-29,417.617
2012-07-31,406.068
2012-08-31,457.888
2012-09-28,478.902
2012-10-31,471.406
2012-11-30,465.842
2012-12-31,481.46
2013-01-31,533.53
2013-02-28,561.197
2013-03-29,586.455
2013-04-30,634.968
2013-05-31,718.401
2013-06-28,684.36
2013-07-31,823.894
2013-08-30,828.429
2013-09-30,963.068
2013-10-31,1035.253
2013-11-29,1051.18
2013-12-31,1068.261
2014-01-31,1049.286
2014-02-28,1141.701
2014-03-31,1078.224
2014-04-30,1108.864
2014-05-30,1158.023
2014-06-30,1153.456
2014-07-31,1111.215
2014-08-29,1123.691
2014-09-30,1064.741
2014-10-31,1053.73
2014-11-28,1036.476
2014-12-31,1028.051
2015-01-30,964.752
2015-02-27,1008.984
2015-03-31,1020.135
2015-04-30,1118.275
2015-05-29,1163.411
2015-06-30,1191.096
2015-07-31,1201.387
2015-08-31,1197.273
2015-09-30,1162.12
2015-10-30,1081.897
2015-11-30,1062.645
2015-12-31,1063.212
2016-01-29,997.034
2016-02-29,996.848
2016-03-31,1081.539
2016-04-29,1041.033
2016-05-31,1037.709
2016-06-30,961.195
2016-07-29,1029.877
2016-08-31,1126.049
2016-09-30,1122.854
2016-10-31,1117.349
2016-11-30,1077.489
2016-12-30,1141.554
2017-01-31,1219.71
2017-02-28,1230.157
2017-03-31,1276.158
2017-04-28,1365.0
2017-05-31,1380.55
2017-06-30,1430.181
2017-07-31,1522.478
2017-08-31,1509.337
2017-09-29,1538.259
2017-10-31,1502.424
2017-11-30,1440.053
2017-12-29,1502.204
2018-01-31,1531.601
2018-02-28,1499.852
2018-03-30,1461.869
2018-04-30,1476.121
2018-05-31,1387.481
2018-06-29,1369.007
2018-07-31,1449.483
2018-08-31,1319.932
2018-09-28,1281.139
2018-10-31,1107.897
2018-11-30,1071.279
2018-12-31,999.176
2019-01-31,1049.24
2019-02-28,1075.725
2019-03-29,1038.047
2019-04-30,1086.571
2019-05-31,992.979
2019-06-28,1022.799
2019-07-31,958.924
2019-08-30,861.445
2019-09-30,934.514
2019-10-31,952.242
2019-11-29,971.923
2019-12-31,1062.008
2020-01-31,1031.84
2020-02-28,937.163
2020-03-31,706.155
2020-04-30,810.72
2020-05-29,881.463
2020-06-30,882.245
2020-07-31,925.881
2020-08-31,957.662
2020-09-30,915.898
2020-10-30,879.919
2020-11-30,1068.709
2020-12-31,1126.151
2021-01-29,1100.327
2021-02-26,1192.989
2021-03-31,1256.087
2021-04-30,1312.504
2021-05-31,1368.136
2021-06-30,1367.044
2021-07-30,1367.832
2021-08-31,1352.473
2021-09-30,1294.576
2021-10-29,1373.782
2021-11-30,1283.88
2021-12-31,1364.477
2022-01-31,1355.302
2022-02-28,1285.248
2022-03-31,1343.633
2022-04-29,1337.318
2022-05-31,1359.723
2022-06-30,1202.499
2022-07-29,1291.566
2022-08-31,1244.412
2022-09-30,1120.695
2022-10-31,1212.429
2022-11-30,1372.451
2022-12-30,1475.936
2023-01-31,1574.403
2023-02-28,1687.551
2023-03-31,1628.788
2023-04-28,1686.12
2023-05-31,1586.42
2023-06-30,1652.375
2023-07-31,1660.928
2023-08-31,1609.61
2023-09-29,1591.287
2023-10-31,1504.304
2023-11-30,1583.024
2023-12-29,1640.963
2024-01-31,1695.886
2024-02-29,1744.305
2024-03-29,1759.586
2024-04-30,1771.886
2024-05-31,1879.045
2024-06-28,1886.157
2024-07-31,1932.766
2024-08-30,1937.332
2024-09-30,1914.975
2024-10-31,1764.93
2024-11-29,1735.508
2024-12-31,1771.42
2025-01-31,1810.743
2025-02-28,1879.01
2025-03-31,1900.017
2025-04-30,1984.163
2025-05-30,2121.946
2025-06-30,2221.351
2025-07-31,2210.706
2025-08-29,2399.828
2025-09-30,2464.419
